
       Teff log g  [M]a Vturb  l/H  E(B-V)    V       R       I       J       K       L      V-R     V-I     V-J     V-K     V-L
    1  3500  0.00  0.50  2.00  1.25  0.00 -12.127 -13.126 -13.983 -14.153 -13.017 -11.082   1.716   3.345   4.678   5.740   5.917
    2  3500  0.50  0.50  2.00  1.25  0.00 -11.987 -13.032 -13.940 -14.163 -13.031 -11.083   1.762   3.441   4.827   5.894   6.058
    3  3500  1.00  0.50  2.00  1.25  0.00 -11.878 -12.958 -13.903 -14.172 -13.039 -11.080   1.797   3.513   4.946   6.011   6.164
    4  3500  1.50  0.50  2.00  1.25  0.00 -11.798 -12.902 -13.873 -14.183 -13.041 -11.070   1.821   3.563   5.036   6.094   6.234
    5  3500  2.00  0.50  2.00  1.25  0.00 -11.733 -12.857 -13.848 -14.194 -13.040 -11.050   1.842   3.603   5.112   6.157   6.279
    6  3500  2.50  0.50  2.00  1.25  0.00 -11.718 -12.848 -13.847 -14.208 -13.028 -11.015   1.847   3.618   5.141   6.160   6.259
    7  3500  3.00  0.50  2.00  1.25  0.00 -11.777 -12.893 -13.885 -14.225 -12.997 -10.955   1.833   3.597   5.100   6.070   6.141
    8  3500  3.50  0.50  2.00  1.25  0.00 -11.939 -13.008 -13.970 -14.243 -12.939 -10.871   1.786   3.518   4.954   5.850   5.894
    9  3500  4.00  0.50  2.00  1.25  0.00 -12.170 -13.170 -14.085 -14.257 -12.853 -10.771   1.717   3.403   4.738   5.533   5.563
   10  3500  4.50  0.50  2.00  1.25  0.00 -12.441 -13.359 -14.214 -14.264 -12.744 -10.670   1.635   3.260   4.474   5.153   5.191
   11  3500  5.00  0.50  2.00  1.25  0.00 -12.714 -13.552 -14.338 -14.259 -12.623 -10.586   1.555   3.112   4.196   4.759   4.834
   12  3750  0.00  0.50  2.00  1.25  0.00 -13.591 -14.167 -14.510 -14.357 -13.114 -11.166   1.293   2.407   3.417   4.373   4.537
   13  3750  0.50  0.50  2.00  1.25  0.00 -13.520 -14.104 -14.501 -14.362 -13.130 -11.170   1.301   2.469   3.493   4.460   4.611
   14  3750  1.00  0.50  2.00  1.25  0.00 -13.456 -14.046 -14.493 -14.368 -13.140 -11.170   1.308   2.525   3.563   4.535   4.676
   15  3750  1.50  0.50  2.00  1.25  0.00 -13.401 -13.997 -14.486 -14.374 -13.146 -11.166   1.313   2.572   3.624   4.594   4.727
   16  3750  2.00  0.50  2.00  1.25  0.00 -13.336 -13.944 -14.475 -14.383 -13.151 -11.161   1.325   2.627   3.698   4.665   4.788
   17  3750  2.50  0.50  2.00  1.25  0.00 -13.261 -13.890 -14.464 -14.394 -13.155 -11.152   1.346   2.690   3.784   4.744   4.853
   18  3750  3.00  0.50  2.00  1.25  0.00 -13.190 -13.844 -14.455 -14.408 -13.155 -11.139   1.371   2.753   3.868   4.815   4.911
   19  3750  3.50  0.50  2.00  1.25  0.00 -13.130 -13.812 -14.454 -14.425 -13.147 -11.115   1.399   2.812   3.946   4.867   4.947
   20  3750  4.00  0.50  2.00  1.25  0.00 -13.114 -13.812 -14.472 -14.444 -13.122 -11.070   1.415   2.846   3.981   4.858   4.918
   21  3750  4.50  0.50  2.00  1.25  0.00 -13.169 -13.862 -14.520 -14.462 -13.069 -11.000   1.410   2.838   3.944   4.750   4.792
   22  3750  5.00  0.50  2.00  1.25  0.00 -13.311 -13.971 -14.597 -14.470 -12.985 -10.913   1.377   2.774   3.810   4.524   4.564
   23  4000  0.00  0.50  2.00  1.25  0.00 -14.441 -14.827 -14.865 -14.559 -13.204 -11.245   1.103   1.913   2.769   3.613   3.766
   24  4000  0.50  0.50  2.00  1.25  0.00 -14.410 -14.797 -14.861 -14.558 -13.220 -11.248   1.104   1.940   2.799   3.660   3.800
   25  4000  1.00  0.50  2.00  1.25  0.00 -14.389 -14.768 -14.859 -14.556 -13.230 -11.248   1.096   1.958   2.819   3.692   3.821
   26  4000  1.50  0.50  2.00  1.25  0.00 -14.376 -14.741 -14.857 -14.555 -13.236 -11.244   1.082   1.969   2.830   3.710   3.831
   27  4000  2.00  0.50  2.00  1.25  0.00 -14.358 -14.709 -14.855 -14.555 -13.240 -11.241   1.068   1.984   2.848   3.732   3.844
   28  4000  2.50  0.50  2.00  1.25  0.00 -14.320 -14.669 -14.853 -14.561 -13.246 -11.236   1.066   2.021   2.892   3.776   3.878
   29  4000  3.00  0.50  2.00  1.25  0.00 -14.274 -14.628 -14.854 -14.570 -13.251 -11.232   1.071   2.068   2.947   3.827   3.920
   30  4000  3.50  0.50  2.00  1.25  0.00 -14.213 -14.585 -14.856 -14.585 -13.254 -11.226   1.089   2.131   3.022   3.891   3.975
   31  4000  4.00  0.50  2.00  1.25  0.00 -14.151 -14.547 -14.862 -14.602 -13.253 -11.215   1.113   2.199   3.102   3.952   4.025
   32  4000  4.50  0.50  2.00  1.25  0.00 -14.107 -14.526 -14.875 -14.620 -13.241 -11.191   1.136   2.256   3.164   3.983   4.046
   33  4000  5.00  0.50  2.00  1.25  0.00 -14.101 -14.536 -14.902 -14.636 -13.208 -11.149   1.152   2.289   3.186   3.957   4.010
   34  4250  0.00  0.50  2.00  1.25  0.00 -15.043 -15.287 -15.172 -14.758 -13.289 -11.319   0.961   1.617   2.366   3.096   3.238
   35  4250  0.50  0.50  2.00  1.25  0.00 -15.021 -15.270 -15.168 -14.755 -13.305 -11.323   0.966   1.636   2.386   3.135   3.264
   36  4250  1.00  0.50  2.00  1.25  0.00 -15.010 -15.256 -15.164 -14.750 -13.316 -11.323   0.962   1.642   2.391   3.155   3.274
   37  4250  1.50  0.50  2.00  1.25  0.00 -15.009 -15.243 -15.159 -14.744 -13.321 -11.319   0.951   1.638   2.386   3.162   3.272
   38  4250  2.00  0.50  2.00  1.25  0.00 -15.013 -15.230 -15.153 -14.736 -13.324 -11.313   0.934   1.627   2.373   3.161   3.262
   39  4250  2.50  0.50  2.00  1.25  0.00 -15.004 -15.211 -15.148 -14.733 -13.328 -11.309   0.924   1.633   2.380   3.175   3.267
   40  4250  3.00  0.50  2.00  1.25  0.00 -14.984 -15.188 -15.148 -14.734 -13.334 -11.305   0.921   1.652   2.402   3.200   3.283
   41  4250  3.50  0.50  2.00  1.25  0.00 -14.953 -15.162 -15.152 -14.741 -13.338 -11.304   0.926   1.687   2.439   3.236   3.313
   42  4250  4.00  0.50  2.00  1.25  0.00 -14.911 -15.133 -15.159 -14.754 -13.343 -11.301   0.939   1.737   2.494   3.282   3.353
   43  4250  4.50  0.50  2.00  1.25  0.00 -14.866 -15.106 -15.170 -14.768 -13.343 -11.295   0.957   1.792   2.553   3.328   3.391
   44  4250  5.00  0.50  2.00  1.25  0.00 -14.829 -15.089 -15.185 -14.783 -13.336 -11.281   0.977   1.844   2.605   3.356   3.414
   45  4500  0.00  0.50  2.00  1.25  0.00 -15.529 -15.658 -15.445 -14.940 -13.370 -11.388   0.846   1.404   2.062   2.691   2.821
