
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  218  8750  2.00  0.50  2.00  1.25  0.00 -19.174 -19.589 -18.969 -26.056  -0.115  -0.003  -0.016  -0.032
  219  8750  2.50  0.50  2.00  1.25  0.00 -19.124 -19.588 -18.976 -26.056  -0.108   0.047  -0.009  -0.025
  220  8750  3.00  0.50  2.00  1.25  0.00 -19.071 -19.569 -18.979 -26.056  -0.105   0.083   0.014  -0.002
  221  8750  3.50  0.50  2.00  1.25  0.00 -19.023 -19.539 -18.980 -26.056  -0.104   0.102   0.045   0.029
  222  8750  4.00  0.50  2.00  1.25  0.00 -18.987 -19.500 -18.978 -26.056  -0.106   0.102   0.081   0.065
  223  8750  4.50  0.50  2.00  1.25  0.00 -18.968 -19.457 -18.972 -26.056  -0.112   0.080   0.118   0.102
  224  8750  5.00  0.50  2.00  1.25  0.00 -18.974 -19.403 -18.962 -26.056  -0.122   0.021   0.162   0.146
  225  9000  1.50  0.50  2.00  0.00  0.00 -19.358 -19.630 -19.025 -26.178  -0.181  -0.148  -0.001  -0.017
  226  9000  2.00  0.50  2.00  0.00  0.00 -19.324 -19.682 -19.049 -26.178  -0.158  -0.061  -0.030  -0.046
  227  9000  2.50  0.50  2.00  0.00  0.00 -19.279 -19.691 -19.058 -26.178  -0.149  -0.007  -0.030  -0.046
  228  9000  3.00  0.50  2.00  0.00  0.00 -19.226 -19.678 -19.063 -26.178  -0.144   0.035  -0.012  -0.028
  229  9000  3.50  0.50  2.00  0.00  0.00 -19.176 -19.653 -19.065 -26.178  -0.141   0.062   0.016   0.000
  230  9000  4.00  0.50  2.00  0.00  0.00 -19.135 -19.619 -19.066 -26.178  -0.141   0.071   0.051   0.035
  231  9000  4.50  0.50  2.00  0.00  0.00 -19.108 -19.577 -19.063 -26.178  -0.144   0.059   0.089   0.073
  232  9000  5.00  0.50  2.00  0.00  0.00 -19.099 -19.529 -19.055 -26.178  -0.151   0.021   0.130   0.114
  233  9250  2.00  0.50  2.00  0.00  0.00 -19.461 -19.765 -19.122 -26.297  -0.204  -0.116  -0.040  -0.056
  234  9250  2.50  0.50  2.00  0.00  0.00 -19.421 -19.782 -19.133 -26.297  -0.193  -0.058  -0.046  -0.062
  235  9250  3.00  0.50  2.00  0.00  0.00 -19.372 -19.775 -19.138 -26.297  -0.187  -0.015  -0.033  -0.049
  236  9250  3.50  0.50  2.00  0.00  0.00 -19.321 -19.755 -19.142 -26.297  -0.183   0.017  -0.009  -0.025
  237  9250  4.00  0.50  2.00  0.00  0.00 -19.276 -19.725 -19.145 -26.297  -0.181   0.035   0.024   0.008
  238  9250  4.50  0.50  2.00  0.00  0.00 -19.241 -19.687 -19.145 -26.297  -0.180   0.034   0.062   0.046
  239  9250  5.00  0.50  2.00  0.00  0.00 -19.224 -19.642 -19.141 -26.297  -0.184   0.009   0.103   0.087
  240  9500  2.00  0.50  2.00  0.00  0.00 -19.588 -19.841 -19.190 -26.413  -0.251  -0.167  -0.048  -0.064
  241  9500  2.50  0.50  2.00  0.00  0.00 -19.549 -19.863 -19.202 -26.413  -0.239  -0.106  -0.057  -0.073
  242  9500  3.00  0.50  2.00  0.00  0.00 -19.503 -19.861 -19.208 -26.413  -0.233  -0.061  -0.049  -0.065
  243  9500  3.50  0.50  2.00  0.00  0.00 -19.455 -19.845 -19.213 -26.413  -0.229  -0.027  -0.029  -0.045
  244  9500  4.00  0.50  2.00  0.00  0.00 -19.409 -19.819 -19.217 -26.413  -0.225  -0.005   0.001  -0.015
  245  9500  4.50  0.50  2.00  0.00  0.00 -19.370 -19.785 -19.219 -26.413  -0.222   0.003   0.037   0.021
  246  9500  5.00  0.50  2.00  0.00  0.00 -19.345 -19.744 -19.219 -26.413  -0.222  -0.012   0.078   0.062
  247  9750  2.00  0.50  2.00  0.00  0.00 -19.707 -19.913 -19.255 -26.526  -0.299  -0.216  -0.055  -0.071
  248  9750  2.50  0.50  2.00  0.00  0.00 -19.667 -19.938 -19.267 -26.526  -0.287  -0.150  -0.067  -0.083
  249  9750  3.00  0.50  2.00  0.00  0.00 -19.623 -19.939 -19.273 -26.526  -0.281  -0.104  -0.062  -0.078
  250  9750  3.50  0.50  2.00  0.00  0.00 -19.577 -19.926 -19.277 -26.526  -0.277  -0.069  -0.045  -0.061
  251  9750  4.00  0.50  2.00  0.00  0.00 -19.532 -19.904 -19.282 -26.526  -0.272  -0.044  -0.019  -0.035
  252  9750  4.50  0.50  2.00  0.00  0.00 -19.493 -19.874 -19.286 -26.526  -0.268  -0.033   0.015  -0.001
  253  9750  5.00  0.50  2.00  0.00  0.00 -19.465 -19.837 -19.288 -26.526  -0.266  -0.040   0.055   0.039
  254 10000  2.00  0.50  2.00  0.00  0.00 -19.820 -19.980 -19.316 -26.636  -0.348  -0.262  -0.061  -0.077
  255 10000  2.50  0.50  2.00  0.00  0.00 -19.779 -20.007 -19.329 -26.636  -0.334  -0.193  -0.074  -0.090
  256 10000  3.00  0.50  2.00  0.00  0.00 -19.735 -20.011 -19.335 -26.636  -0.329  -0.144  -0.072  -0.088
  257 10000  3.50  0.50  2.00  0.00  0.00 -19.689 -20.000 -19.338 -26.636  -0.326  -0.108  -0.059  -0.075
  258 10000  4.00  0.50  2.00  0.00  0.00 -19.645 -19.981 -19.342 -26.636  -0.322  -0.082  -0.036  -0.052
  259 10000  4.50  0.50  2.00  0.00  0.00 -19.607 -19.955 -19.346 -26.636  -0.318  -0.068  -0.005  -0.021
  260 10000  5.00  0.50  2.00  0.00  0.00 -19.578 -19.921 -19.351 -26.636  -0.313  -0.070   0.033   0.017
  261 10250  2.00  0.50  2.00  0.00  0.00 -19.927 -20.044 -19.374 -26.743  -0.397  -0.305  -0.066  -0.082
  262 10250  2.50  0.50  2.00  0.00  0.00 -19.885 -20.073 -19.389 -26.743  -0.382  -0.233  -0.081  -0.097
  263 10250  3.00  0.50  2.00  0.00  0.00 -19.840 -20.078 -19.394 -26.743  -0.378  -0.183  -0.081  -0.097
  264 10250  3.50  0.50  2.00  0.00  0.00 -19.794 -20.069 -19.396 -26.743  -0.375  -0.144  -0.070  -0.086
  265 10250  4.00  0.50  2.00  0.00  0.00 -19.750 -20.051 -19.398 -26.743  -0.373  -0.117  -0.049  -0.065
  266 10250  4.50  0.50  2.00  0.00  0.00 -19.712 -20.027 -19.402 -26.743  -0.369  -0.101  -0.021  -0.037
  267 10250  5.00  0.50  2.00  0.00  0.00 -19.681 -19.996 -19.408 -26.743  -0.364  -0.099   0.015  -0.001
  268 10500  2.00  0.50  2.00  0.00  0.00 -20.028 -20.105 -19.430 -26.848  -0.446  -0.345  -0.071  -0.087
  269 10500  2.50  0.50  2.00  0.00  0.00 -19.986 -20.136 -19.445 -26.848  -0.431  -0.272  -0.087  -0.103
  270 10500  3.00  0.50  2.00  0.00  0.00 -19.940 -20.142 -19.450 -26.848  -0.426  -0.220  -0.088  -0.104
  271 10500  3.50  0.50  2.00  0.00  0.00 -19.894 -20.134 -19.451 -26.848  -0.425  -0.180  -0.079  -0.095
  272 10500  4.00  0.50  2.00  0.00  0.00 -19.849 -20.117 -19.453 -26.848  -0.423  -0.150  -0.061  -0.077
  273 10500  4.50  0.50  2.00  0.00  0.00 -19.809 -20.094 -19.455 -26.848  -0.420  -0.132  -0.035  -0.051
  274 10500  5.00  0.50  2.00  0.00  0.00 -19.778 -20.065 -19.460 -26.848  -0.415  -0.127  -0.001  -0.017
  275 10750  2.00  0.50  2.00  0.00  0.00 -20.123 -20.162 -19.483 -26.950  -0.495  -0.383  -0.076  -0.092
  276 10750  2.50  0.50  2.00  0.00  0.00 -20.082 -20.196 -19.499 -26.950  -0.479  -0.309  -0.093  -0.109
  277 10750  3.00  0.50  2.00  0.00  0.00 -20.036 -20.202 -19.504 -26.950  -0.474  -0.255  -0.095  -0.111
  278 10750  3.50  0.50  2.00  0.00  0.00 -19.989 -20.195 -19.505 -26.950  -0.473  -0.214  -0.087  -0.103
  279 10750  4.00  0.50  2.00  0.00  0.00 -19.943 -20.179 -19.505 -26.950  -0.473  -0.183  -0.071  -0.087
  280 10750  4.50  0.50  2.00  0.00  0.00 -19.902 -20.157 -19.506 -26.950  -0.472  -0.162  -0.047  -0.063
  281 10750  5.00  0.50  2.00  0.00  0.00 -19.869 -20.129 -19.510 -26.950  -0.468  -0.155  -0.016  -0.032
  282 11000  2.00  0.50  2.00  0.00  0.00 -20.212 -20.218 -19.533 -27.050  -0.545  -0.417  -0.081  -0.097
  283 11000  2.50  0.50  2.00  0.00  0.00 -20.173 -20.252 -19.551 -27.050  -0.527  -0.343  -0.098  -0.114
  284 11000  3.00  0.50  2.00  0.00  0.00 -20.128 -20.260 -19.556 -27.050  -0.522  -0.289  -0.101  -0.117
  285 11000  3.50  0.50  2.00  0.00  0.00 -20.080 -20.254 -19.556 -27.050  -0.522  -0.247  -0.094  -0.110
  286 11000  4.00  0.50  2.00  0.00  0.00 -20.033 -20.238 -19.555 -27.050  -0.523  -0.215  -0.080  -0.096
  287 11000  4.50  0.50  2.00  0.00  0.00 -19.991 -20.217 -19.555 -27.050  -0.523  -0.192  -0.058  -0.074
  288 11000  5.00  0.50  2.00  0.00  0.00 -19.956 -20.190 -19.558 -27.050  -0.520  -0.183  -0.028  -0.044
  289 11250  2.00  0.50  2.00  0.00  0.00 -20.296 -20.270 -19.582 -27.147  -0.594  -0.449  -0.085  -0.101
  290 11250  2.50  0.50  2.00  0.00  0.00 -20.260 -20.307 -19.600 -27.147  -0.575  -0.376  -0.103  -0.119
  291 11250  3.00  0.50  2.00  0.00  0.00 -20.215 -20.315 -19.605 -27.147  -0.570  -0.322  -0.107  -0.123
  292 11250  3.50  0.50  2.00  0.00  0.00 -20.167 -20.309 -19.605 -27.147  -0.570  -0.279  -0.101  -0.117
  293 11250  4.00  0.50  2.00  0.00  0.00 -20.120 -20.294 -19.604 -27.147  -0.572  -0.246  -0.087  -0.103
  294 11250  4.50  0.50  2.00  0.00  0.00 -20.077 -20.273 -19.603 -27.147  -0.573  -0.222  -0.067  -0.083
  295 11250  5.00  0.50  2.00  0.00  0.00 -20.040 -20.247 -19.604 -27.147  -0.571  -0.210  -0.040  -0.056
  296 11500  2.00  0.50  2.00  0.00  0.00 -20.376 -20.321 -19.628 -27.243  -0.643  -0.478  -0.089  -0.105
  297 11500  2.50  0.50  2.00  0.00  0.00 -20.341 -20.359 -19.647 -27.243  -0.624  -0.405  -0.108  -0.124
  298 11500  3.00  0.50  2.00  0.00  0.00 -20.298 -20.368 -19.653 -27.243  -0.618  -0.352  -0.112  -0.128
  299 11500  3.50  0.50  2.00  0.00  0.00 -20.251 -20.363 -19.653 -27.243  -0.618  -0.310  -0.107  -0.123
  300 11500  4.00  0.50  2.00  0.00  0.00 -20.204 -20.348 -19.651 -27.243  -0.620  -0.276  -0.094  -0.110
  301 11500  4.50  0.50  2.00  0.00  0.00 -20.159 -20.328 -19.649 -27.243  -0.622  -0.251  -0.075  -0.091
  302 11500  5.00  0.50  2.00  0.00  0.00 -20.121 -20.302 -19.649 -27.243  -0.622  -0.236  -0.050  -0.066
  303 11750  2.00  0.50  2.00  0.00  0.00 -20.452 -20.369 -19.673 -27.336  -0.692  -0.506  -0.093  -0.109
  304 11750  2.50  0.50  2.00  0.00  0.00 -20.419 -20.409 -19.693 -27.336  -0.672  -0.433  -0.112  -0.128
  305 11750  3.00  0.50  2.00  0.00  0.00 -20.377 -20.419 -19.698 -27.336  -0.666  -0.381  -0.117  -0.133
  306 11750  3.50  0.50  2.00  0.00  0.00 -20.332 -20.414 -19.699 -27.336  -0.666  -0.339  -0.112  -0.128
  307 11750  4.00  0.50  2.00  0.00  0.00 -20.285 -20.400 -19.696 -27.336  -0.668  -0.305  -0.100  -0.116
  308 11750  4.50  0.50  2.00  0.00  0.00 -20.240 -20.380 -19.694 -27.336  -0.671  -0.279  -0.083  -0.099
  309 11750  5.00  0.50  2.00  0.00  0.00 -20.200 -20.355 -19.693 -27.336  -0.672  -0.263  -0.059  -0.075
  310 12000  2.50  0.50  2.00  0.00  0.00 -20.493 -20.457 -19.736 -27.428  -0.719  -0.459  -0.117  -0.133
  311 12000  3.00  0.50  2.00  0.00  0.00 -20.453 -20.468 -19.742 -27.428  -0.713  -0.408  -0.122  -0.138
  312 12000  3.50  0.50  2.00  0.00  0.00 -20.408 -20.464 -19.743 -27.428  -0.713  -0.367  -0.117  -0.133
  313 12000  4.00  0.50  2.00  0.00  0.00 -20.362 -20.450 -19.740 -27.428  -0.715  -0.333  -0.106  -0.122
  314 12000  4.50  0.50  2.00  0.00  0.00 -20.317 -20.430 -19.737 -27.428  -0.718  -0.307  -0.089  -0.105
  315 12000  5.00  0.50  2.00  0.00  0.00 -20.277 -20.405 -19.735 -27.428  -0.721  -0.289  -0.067  -0.083
  316 12250  2.50  0.50  2.00  0.00  0.00 -20.563 -20.503 -19.779 -27.517  -0.767  -0.484  -0.121  -0.137
  317 12250  3.00  0.50  2.00  0.00  0.00 -20.525 -20.515 -19.785 -27.517  -0.761  -0.433  -0.126  -0.142
  318 12250  3.50  0.50  2.00  0.00  0.00 -20.482 -20.511 -19.785 -27.517  -0.760  -0.393  -0.123  -0.139
  319 12250  4.00  0.50  2.00  0.00  0.00 -20.437 -20.498 -19.783 -27.517  -0.762  -0.360  -0.112  -0.128
  320 12250  4.50  0.50  2.00  0.00  0.00 -20.392 -20.479 -19.780 -27.517  -0.766  -0.333  -0.096  -0.112
  321 12250  5.00  0.50  2.00  0.00  0.00 -20.351 -20.454 -19.777 -27.517  -0.769  -0.315  -0.074  -0.090
  322 12500  2.50  0.50  2.00  0.00  0.00 -20.631 -20.548 -19.819 -27.605  -0.814  -0.507  -0.125  -0.141
  323 12500  3.00  0.50  2.00  0.00  0.00 -20.594 -20.560 -19.826 -27.605  -0.807  -0.457  -0.131  -0.147
  324 12500  3.50  0.50  2.00  0.00  0.00 -20.552 -20.557 -19.826 -27.605  -0.807  -0.418  -0.127  -0.143
  325 12500  4.00  0.50  2.00  0.00  0.00 -20.509 -20.545 -19.824 -27.605  -0.809  -0.385  -0.117  -0.133
  326 12500  4.50  0.50  2.00  0.00  0.00 -20.465 -20.526 -19.821 -27.605  -0.813  -0.359  -0.102  -0.118
  327 12500  5.00  0.50  2.00  0.00  0.00 -20.423 -20.501 -19.817 -27.605  -0.816  -0.341  -0.081  -0.097
  328 12750  2.50  0.50  2.00  0.00  0.00 -20.696 -20.591 -19.859 -27.691  -0.860  -0.528  -0.128  -0.144
  329 12750  3.00  0.50  2.00  0.00  0.00 -20.660 -20.604 -19.865 -27.691  -0.854  -0.479  -0.135  -0.151
  330 12750  3.50  0.50  2.00  0.00  0.00 -20.620 -20.602 -19.866 -27.691  -0.853  -0.441  -0.132  -0.148
  331 12750  4.00  0.50  2.00  0.00  0.00 -20.578 -20.590 -19.864 -27.691  -0.855  -0.409  -0.122  -0.138
  332 12750  4.50  0.50  2.00  0.00  0.00 -20.534 -20.571 -19.860 -27.691  -0.859  -0.384  -0.107  -0.123
  333 12750  5.00  0.50  2.00  0.00  0.00 -20.493 -20.547 -19.857 -27.691  -0.863  -0.365  -0.087  -0.103
  334 13000  2.50  0.50  2.00  0.00  0.00 -20.759 -20.633 -19.898 -27.775  -0.906  -0.549  -0.132  -0.148
  335 13000  3.00  0.50  2.00  0.00  0.00 -20.723 -20.646 -19.904 -27.775  -0.899  -0.500  -0.139  -0.155
  336 13000  3.50  0.50  2.00  0.00  0.00 -20.684 -20.645 -19.905 -27.775  -0.899  -0.463  -0.136  -0.152
  337 13000  4.00  0.50  2.00  0.00  0.00 -20.644 -20.634 -19.903 -27.775  -0.901  -0.432  -0.127  -0.143
  338 13000  4.50  0.50  2.00  0.00  0.00 -20.602 -20.615 -19.899 -27.775  -0.904  -0.407  -0.113  -0.129
  339 13000  5.00  0.50  2.00  0.00  0.00 -20.561 -20.591 -19.895 -27.775  -0.909  -0.389  -0.093  -0.109
  340 14000  2.00  0.50  2.00  0.00  0.00 -21.029 -20.744 -20.023 -28.097  -1.102  -0.709  -0.118  -0.134
  341 14000  2.50  0.50  2.00  0.00  0.00 -20.991 -20.791 -20.043 -28.097  -1.082  -0.625  -0.144  -0.160
  342 14000  3.00  0.50  2.00  0.00  0.00 -20.956 -20.805 -20.048 -28.097  -1.077  -0.575  -0.153  -0.169
  343 14000  3.50  0.50  2.00  0.00  0.00 -20.920 -20.804 -20.048 -28.097  -1.077  -0.539  -0.153  -0.169
  344 14000  4.00  0.50  2.00  0.00  0.00 -20.884 -20.796 -20.047 -28.097  -1.078  -0.512  -0.145  -0.161
  345 14000  4.50  0.50  2.00  0.00  0.00 -20.848 -20.779 -20.043 -28.097  -1.082  -0.491  -0.132  -0.148
  346 14000  5.00  0.50  2.00  0.00  0.00 -20.810 -20.755 -20.038 -28.097  -1.087  -0.475  -0.113  -0.129
  347 15000  2.50  0.50  2.00  0.00  0.00 -21.202 -20.936 -20.177 -28.397  -1.248  -0.691  -0.155  -0.171
  348 15000  3.00  0.50  2.00  0.00  0.00 -21.163 -20.949 -20.180 -28.397  -1.245  -0.639  -0.166  -0.182
  349 15000  3.50  0.50  2.00  0.00  0.00 -21.128 -20.949 -20.179 -28.397  -1.246  -0.603  -0.167  -0.183
  350 15000  4.00  0.50  2.00  0.00  0.00 -21.095 -20.942 -20.178 -28.397  -1.247  -0.577  -0.161  -0.177
  351 15000  4.50  0.50  2.00  0.00  0.00 -21.062 -20.927 -20.175 -28.397  -1.250  -0.558  -0.149  -0.165
  352 15000  5.00  0.50  2.00  0.00  0.00 -21.028 -20.903 -20.169 -28.397  -1.256  -0.546  -0.131  -0.147
  353 16000  2.50  0.50  2.00  0.00  0.00 -21.396 -21.071 -20.304 -28.677  -1.401  -0.751  -0.163  -0.179
  354 16000  3.00  0.50  2.00  0.00  0.00 -21.351 -21.081 -20.302 -28.677  -1.403  -0.695  -0.176  -0.192
  355 16000  3.50  0.50  2.00  0.00  0.00 -21.315 -21.082 -20.300 -28.677  -1.405  -0.659  -0.178  -0.194
  356 16000  4.00  0.50  2.00  0.00  0.00 -21.285 -21.076 -20.299 -28.677  -1.407  -0.633  -0.174  -0.190
  357 16000  4.50  0.50  2.00  0.00  0.00 -21.254 -21.063 -20.296 -28.677  -1.410  -0.615  -0.164  -0.180
  358 16000  5.00  0.50  2.00  0.00  0.00 -21.222 -21.039 -20.289 -28.677  -1.416  -0.605  -0.147  -0.163
  359 17000  2.50  0.50  2.00  0.00  0.00 -21.580 -21.198 -20.425 -28.940  -1.543  -0.808  -0.169  -0.185
  360 17000  3.00  0.50  2.00  0.00  0.00 -21.525 -21.205 -20.417 -28.940  -1.552  -0.746  -0.185  -0.201
  361 17000  3.50  0.50  2.00  0.00  0.00 -21.488 -21.204 -20.413 -28.940  -1.555  -0.709  -0.188  -0.204
  362 17000  4.00  0.50  2.00  0.00  0.00 -21.458 -21.200 -20.412 -28.940  -1.557  -0.683  -0.185  -0.201
  363 17000  4.50  0.50  2.00  0.00  0.00 -21.431 -21.189 -20.410 -28.940  -1.559  -0.665  -0.176  -0.192
  364 17000  5.00  0.50  2.00  0.00  0.00 -21.399 -21.167 -20.402 -28.940  -1.566  -0.655  -0.161  -0.177
  365 18000  2.50  0.50  2.00  0.00  0.00 -21.756 -21.318 -20.542 -29.189  -1.674  -0.864  -0.172  -0.188
  366 18000  3.00  0.50  2.00  0.00  0.00 -21.688 -21.322 -20.527 -29.189  -1.690  -0.793  -0.191  -0.207
  367 18000  3.50  0.50  2.00  0.00  0.00 -21.647 -21.319 -20.519 -29.189  -1.697  -0.754  -0.196  -0.212
  368 18000  4.00  0.50  2.00  0.00  0.00 -21.619 -21.315 -20.518 -29.189  -1.699  -0.729  -0.194  -0.210
  369 18000  4.50  0.50  2.00  0.00  0.00 -21.594 -21.306 -20.517 -29.189  -1.700  -0.712  -0.186  -0.202
  370 18000  5.00  0.50  2.00  0.00  0.00 -21.565 -21.286 -20.510 -29.189  -1.707  -0.702  -0.173  -0.189
  371 19000  2.50  0.50  2.00  0.00  0.00 -21.923 -21.430 -20.653 -29.423  -1.798  -0.920  -0.173  -0.189
  372 19000  3.00  0.50  2.00  0.00  0.00 -21.845 -21.434 -20.634 -29.423  -1.817  -0.837  -0.197  -0.213
  373 19000  3.50  0.50  2.00  0.00  0.00 -21.797 -21.427 -20.621 -29.423  -1.831  -0.796  -0.202  -0.218
  374 19000  4.00  0.50  2.00  0.00  0.00 -21.768 -21.421 -20.617 -29.423  -1.834  -0.772  -0.201  -0.217
  375 19000  4.50  0.50  2.00  0.00  0.00 -21.746 -21.415 -20.617 -29.423  -1.835  -0.756  -0.195  -0.211
  376 19000  5.00  0.50  2.00  0.00  0.00 -21.720 -21.398 -20.611 -29.423  -1.840  -0.746  -0.183  -0.199
  377 20000  3.00  0.50  2.00  0.00  0.00 -21.996 -21.542 -20.739 -29.646  -1.936  -0.881  -0.200  -0.216
  378 20000  3.50  0.50  2.00  0.00  0.00 -21.938 -21.529 -20.718 -29.646  -1.956  -0.835  -0.208  -0.224
  379 20000  4.00  0.50  2.00  0.00  0.00 -21.906 -21.522 -20.711 -29.646  -1.963  -0.811  -0.207  -0.223
  380 20000  4.50  0.50  2.00  0.00  0.00 -21.886 -21.516 -20.711 -29.646  -1.964  -0.796  -0.201  -0.217
  381 20000  5.00  0.50  2.00  0.00  0.00 -21.865 -21.502 -20.708 -29.646  -1.967  -0.788  -0.191  -0.207
  382 21000  3.00  0.50  2.00  0.00  0.00 -22.139 -21.645 -20.839 -29.858  -2.048  -0.921  -0.203  -0.219
  383 21000  3.50  0.50  2.00  0.00  0.00 -22.073 -21.628 -20.812 -29.858  -2.074  -0.872  -0.212  -0.228
  384 21000  4.00  0.50  2.00  0.00  0.00 -22.036 -21.616 -20.800 -29.858  -2.086  -0.846  -0.212  -0.228
  385 21000  4.50  0.50  2.00  0.00  0.00 -22.016 -21.609 -20.799 -29.858  -2.087  -0.833  -0.207  -0.223
  386 21000  5.00  0.50  2.00  0.00  0.00 -21.999 -21.598 -20.797 -29.858  -2.089  -0.826  -0.198  -0.214
  387 22000  3.00  0.50  2.00  0.00  0.00 -22.271 -21.743 -20.932 -30.060  -2.156  -0.955  -0.207  -0.223
  388 22000  3.50  0.50  2.00  0.00  0.00 -22.202 -21.722 -20.903 -30.060  -2.185  -0.906  -0.216  -0.232
  389 22000  4.00  0.50  2.00  0.00  0.00 -22.158 -21.706 -20.886 -30.060  -2.202  -0.879  -0.216  -0.232
  390 22000  4.50  0.50  2.00  0.00  0.00 -22.135 -21.697 -20.881 -30.060  -2.207  -0.865  -0.212  -0.228
  391 22000  5.00  0.50  2.00  0.00  0.00 -22.120 -21.686 -20.879 -30.060  -2.209  -0.859  -0.203  -0.219
  392 23000  3.00  0.50  2.00  0.00  0.00 -22.392 -21.836 -21.020 -30.253  -2.261  -0.983  -0.212  -0.228
  393 23000  3.50  0.50  2.00  0.00  0.00 -22.323 -21.814 -20.990 -30.253  -2.291  -0.937  -0.220  -0.236
  394 23000  4.00  0.50  2.00  0.00  0.00 -22.274 -21.793 -20.968 -30.253  -2.313  -0.908  -0.221  -0.237
  395 23000  4.50  0.50  2.00  0.00  0.00 -22.247 -21.780 -20.959 -30.253  -2.322  -0.894  -0.217  -0.233
  396 23000  5.00  0.50  2.00  0.00  0.00 -22.231 -21.769 -20.957 -30.253  -2.325  -0.888  -0.209  -0.225
  397 24000  3.00  0.50  2.00  0.00  0.00 -22.506 -21.927 -21.106 -30.438  -2.360  -1.008  -0.217  -0.233
  398 24000  3.50  0.50  2.00  0.00  0.00 -22.437 -21.902 -21.073 -30.438  -2.393  -0.963  -0.225  -0.241
  399 24000  4.00  0.50  2.00  0.00  0.00 -22.384 -21.876 -21.048 -30.438  -2.418  -0.935  -0.225  -0.241
  400 24000  4.50  0.50  2.00  0.00  0.00 -22.352 -21.860 -21.035 -30.438  -2.431  -0.919  -0.221  -0.237
  401 24000  5.00  0.50  2.00  0.00  0.00 -22.334 -21.847 -21.029 -30.438  -2.437  -0.913  -0.214  -0.230
  402 25000  3.00  0.50  2.00  0.00  0.00 -22.618 -22.015 -21.191 -30.615  -2.453  -1.031  -0.221  -0.237
  403 25000  3.50  0.50  2.00  0.00  0.00 -22.544 -21.988 -21.154 -30.615  -2.490  -0.984  -0.230  -0.246
  404 25000  4.00  0.50  2.00  0.00  0.00 -22.489 -21.958 -21.125 -30.615  -2.518  -0.958  -0.230  -0.246
  405 25000  4.50  0.50  2.00  0.00  0.00 -22.453 -21.937 -21.108 -30.615  -2.536  -0.943  -0.226  -0.242
  406 25000  5.00  0.50  2.00  0.00  0.00 -22.431 -21.922 -21.100 -30.615  -2.544  -0.935  -0.219  -0.235
  407 26000  3.00  0.50  2.00  0.00  0.00 -22.721 -22.097 -21.270 -30.786  -2.544  -1.053  -0.223  -0.239
  408 26000  3.50  0.50  2.00  0.00  0.00 -22.648 -22.073 -21.233 -30.786  -2.580  -1.003  -0.237  -0.253
  409 26000  4.00  0.50  2.00  0.00  0.00 -22.589 -22.039 -21.200 -30.786  -2.614  -0.978  -0.235  -0.251
  410 26000  4.50  0.50  2.00  0.00  0.00 -22.549 -22.013 -21.179 -30.786  -2.635  -0.963  -0.231  -0.247
  411 26000  5.00  0.50  2.00  0.00  0.00 -22.525 -21.996 -21.168 -30.786  -2.646  -0.956  -0.224  -0.240
  412 27000  3.50  0.50  2.00  0.00  0.00 -22.752 -22.159 -21.313 -30.949  -2.664  -1.021  -0.242  -0.258
  413 27000  4.00  0.50  2.00  0.00  0.00 -22.687 -22.119 -21.274 -30.949  -2.703  -0.996  -0.241  -0.257
  414 27000  4.50  0.50  2.00  0.00  0.00 -22.643 -22.089 -21.250 -30.949  -2.728  -0.982  -0.236  -0.252
  415 27000  5.00  0.50  2.00  0.00  0.00 -22.615 -22.068 -21.235 -30.949  -2.742  -0.975  -0.229  -0.245
  416 28000  3.50  0.50  2.00  0.00  0.00 -22.852 -22.243 -21.392 -31.107  -2.744  -1.038  -0.247  -0.263
  417 28000  4.00  0.50  2.00  0.00  0.00 -22.784 -22.200 -21.349 -31.107  -2.787  -1.012  -0.247  -0.263
  418 28000  4.50  0.50  2.00  0.00  0.00 -22.736 -22.165 -21.320 -31.107  -2.816  -0.998  -0.242  -0.258
  419 28000  5.00  0.50  2.00  0.00  0.00 -22.704 -22.141 -21.302 -31.107  -2.833  -0.991  -0.235  -0.251
  420 29000  3.50  0.50  2.00  0.00  0.00 -22.946 -22.321 -21.466 -31.260  -2.822  -1.054  -0.252  -0.268
  421 29000  4.00  0.50  2.00  0.00  0.00 -22.879 -22.280 -21.424 -31.260  -2.864  -1.028  -0.253  -0.269
  422 29000  4.50  0.50  2.00  0.00  0.00 -22.827 -22.242 -21.391 -31.260  -2.897  -1.014  -0.248  -0.264
  423 29000  5.00  0.50  2.00  0.00  0.00 -22.793 -22.213 -21.370 -31.260  -2.918  -1.007  -0.240  -0.256
  424 30000  3.50  0.50  2.00  0.00  0.00 -23.029 -22.392 -21.532 -31.407  -2.903  -1.067  -0.256  -0.272
  425 30000  4.00  0.50  2.00  0.00  0.00 -22.972 -22.359 -21.496 -31.407  -2.939  -1.042  -0.259  -0.275
  426 30000  4.50  0.50  2.00  0.00  0.00 -22.918 -22.319 -21.461 -31.407  -2.974  -1.028  -0.254  -0.270
  427 30000  5.00  0.50  2.00  0.00  0.00 -22.880 -22.287 -21.437 -31.407  -2.998  -1.022  -0.246  -0.262
  428 31000  3.50  0.50  2.00  0.00  0.00 -23.101 -22.453 -21.590 -31.549  -2.988  -1.078  -0.260  -0.276
