
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  429 31000  4.00  0.50  2.00  0.00  0.00 -23.058 -22.433 -21.566 -31.549  -3.012  -1.055  -0.264  -0.280
  430 31000  4.50  0.50  2.00  0.00  0.00 -23.006 -22.394 -21.531 -31.549  -3.047  -1.041  -0.260  -0.276
  431 31000  5.00  0.50  2.00  0.00  0.00 -22.967 -22.360 -21.505 -31.549  -3.073  -1.035  -0.252  -0.268
  432 32000  4.00  0.50  2.00  0.00  0.00 -23.136 -22.500 -21.628 -31.687  -3.087  -1.065  -0.269  -0.285
  433 32000  4.50  0.50  2.00  0.00  0.00 -23.090 -22.466 -21.598 -31.687  -3.118  -1.053  -0.265  -0.281
  434 32000  5.00  0.50  2.00  0.00  0.00 -23.051 -22.432 -21.571 -31.687  -3.145  -1.047  -0.258  -0.274
  435 33000  4.00  0.50  2.00  0.00  0.00 -23.206 -22.561 -21.685 -31.821  -3.165  -1.074  -0.273  -0.289
  436 33000  4.50  0.50  2.00  0.00  0.00 -23.167 -22.533 -21.660 -31.821  -3.190  -1.063  -0.270  -0.286
  437 33000  5.00  0.50  2.00  0.00  0.00 -23.131 -22.502 -21.635 -31.821  -3.214  -1.058  -0.264  -0.280
  438 34000  4.00  0.50  2.00  0.00  0.00 -23.267 -22.616 -21.734 -31.951  -3.244  -1.081  -0.278  -0.294
  439 34000  4.50  0.50  2.00  0.00  0.00 -23.237 -22.595 -21.716 -31.951  -3.263  -1.072  -0.275  -0.291
  440 34000  5.00  0.50  2.00  0.00  0.00 -23.205 -22.567 -21.694 -31.951  -3.285  -1.067  -0.269  -0.285
  441 35000  4.00  0.50  2.00  0.00  0.00 -23.321 -22.664 -21.778 -32.077  -3.326  -1.086  -0.282  -0.298
  442 35000  4.50  0.50  2.00  0.00  0.00 -23.300 -22.651 -21.767 -32.077  -3.337  -1.079  -0.280  -0.296
  443 35000  5.00  0.50  2.00  0.00  0.00 -23.272 -22.627 -21.749 -32.077  -3.356  -1.075  -0.274  -0.290
  444 36000  4.00  0.50  2.00  0.00  0.00 -23.369 -22.708 -21.818 -32.199  -3.409  -1.091  -0.287  -0.303
  445 36000  4.50  0.50  2.00  0.00  0.00 -23.355 -22.701 -21.813 -32.199  -3.414  -1.084  -0.285  -0.301
  446 36000  5.00  0.50  2.00  0.00  0.00 -23.334 -22.681 -21.799 -32.199  -3.428  -1.082  -0.279  -0.295
  447 37000  4.00  0.50  2.00  0.00  0.00 -23.412 -22.748 -21.854 -32.318  -3.492  -1.094  -0.291  -0.307
  448 37000  4.50  0.50  2.00  0.00  0.00 -23.405 -22.747 -21.854 -32.318  -3.492  -1.088  -0.289  -0.305
  449 37000  5.00  0.50  2.00  0.00  0.00 -23.388 -22.731 -21.844 -32.318  -3.502  -1.087  -0.284  -0.300
  450 38000  4.00  0.50  2.00  0.00  0.00 -23.454 -22.786 -21.888 -32.434  -3.574  -1.098  -0.295  -0.311
  451 38000  4.50  0.50  2.00  0.00  0.00 -23.450 -22.788 -21.890 -32.434  -3.571  -1.092  -0.294  -0.310
  452 38000  5.00  0.50  2.00  0.00  0.00 -23.437 -22.777 -21.885 -32.434  -3.577  -1.091  -0.288  -0.304
  453 39000  4.00  0.50  2.00  0.00  0.00 -23.493 -22.822 -21.921 -32.546  -3.653  -1.101  -0.298  -0.314
  454 39000  4.50  0.50  2.00  0.00  0.00 -23.491 -22.826 -21.925 -32.546  -3.650  -1.095  -0.298  -0.314
  455 39000  5.00  0.50  2.00  0.00  0.00 -23.481 -22.818 -21.921 -32.546  -3.653  -1.094  -0.293  -0.309
  456 40000  4.50  0.50  2.00  0.00  0.00 -23.530 -22.863 -21.957 -32.656  -3.728  -1.097  -0.302  -0.318
  457 40000  5.00  0.50  2.00  0.00  0.00 -23.522 -22.856 -21.955 -32.656  -3.730  -1.097  -0.297  -0.313
  458 41000  4.50  0.50  2.00  0.00  0.00 -23.567 -22.897 -21.988 -32.764  -3.804  -1.100  -0.306  -0.322
  459 41000  5.00  0.50  2.00  0.00  0.00 -23.560 -22.891 -21.986 -32.764  -3.806  -1.099  -0.301  -0.317
  460 42000  4.50  0.50  2.00  0.00  0.00 -23.603 -22.931 -22.019 -32.868  -3.878  -1.103  -0.309  -0.325
  461 42000  5.00  0.50  2.00  0.00  0.00 -23.596 -22.925 -22.016 -32.868  -3.880  -1.101  -0.305  -0.321
  462 43000  4.50  0.50  2.00  0.00  0.00 -23.638 -22.964 -22.049 -32.971  -3.950  -1.105  -0.312  -0.328
  463 43000  5.00  0.50  2.00  0.00  0.00 -23.630 -22.957 -22.045 -32.971  -3.954  -1.103  -0.309  -0.325
  464 44000  4.50  0.50  2.00  0.00  0.00 -23.673 -22.996 -22.078 -33.070  -4.021  -1.108  -0.314  -0.330
  465 44000  5.00  0.50  2.00  0.00  0.00 -23.664 -22.989 -22.074 -33.070  -4.025  -1.105  -0.312  -0.328
  466 45000  4.50  0.50  2.00  0.00  0.00 -23.706 -23.027 -22.107 -33.168  -4.089  -1.111  -0.317  -0.333
  467 45000  5.00  0.50  2.00  0.00  0.00 -23.697 -23.020 -22.102 -33.168  -4.094  -1.108  -0.315  -0.331
  468 46000  4.50  0.50  2.00  0.00  0.00 -23.739 -23.057 -22.135 -33.263  -4.157  -1.113  -0.318  -0.334
  469 46000  5.00  0.50  2.00  0.00  0.00 -23.729 -23.050 -22.129 -33.263  -4.162  -1.110  -0.317  -0.333
  470 47000  4.50  0.50  2.00  0.00  0.00 -23.771 -23.086 -22.162 -33.357  -4.223  -1.116  -0.320  -0.336
  471 47000  5.00  0.50  2.00  0.00  0.00 -23.761 -23.079 -22.156 -33.357  -4.229  -1.112  -0.320  -0.336
  472 48000  4.50  0.50  2.00  0.00  0.00 -23.801 -23.114 -22.189 -33.448  -4.288  -1.119  -0.322  -0.338
  473 48000  5.00  0.50  2.00  0.00  0.00 -23.791 -23.108 -22.182 -33.448  -4.294  -1.115  -0.322  -0.338
  474 49000  4.50  0.50  2.00  0.00  0.00 -23.831 -23.141 -22.215 -33.538  -4.351  -1.121  -0.323  -0.339
  475 49000  5.00  0.50  2.00  0.00  0.00 -23.821 -23.135 -22.208 -33.538  -4.358  -1.117  -0.324  -0.340
  476 50000  5.00  0.50  2.00  0.00  0.00 -23.850 -23.162 -22.233 -33.626  -4.421  -1.119  -0.325  -0.341
