
       Teff log g  [M]  Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
  221  8750  4.50 -2.00  2.00  1.25  0.00   1.419   1.419   0.061   0.192   0.911   0.911   2.926   0.071  -0.046
  222  8750  5.00 -2.00  2.00  1.25  0.00   1.291   1.291   0.087   0.197   0.720   0.720   2.930   0.074  -0.119
  223  9000  2.00 -2.00  2.00  0.00  0.00   1.544   1.545   0.026   0.081   1.330   1.330   2.695   0.059   0.334
  224  9000  2.50 -2.00  2.00  0.00  0.00   1.585   1.586   0.016   0.097   1.358   1.358   2.764   0.056   0.275
  225  9000  3.00 -2.00  2.00  0.00  0.00   1.585   1.586   0.015   0.119   1.317   1.317   2.828   0.056   0.197
  226  9000  3.50 -2.00  2.00  0.00  0.00   1.556   1.556   0.019   0.144   1.227   1.227   2.882   0.054   0.111
  227  9000  4.00 -2.00  2.00  0.00  0.00   1.500   1.500   0.028   0.173   1.097   1.098   2.919   0.053   0.028
  228  9000  4.50 -2.00  2.00  0.00  0.00   1.420   1.420   0.040   0.199   0.938   0.938   2.940   0.050  -0.049
  229  9000  5.00 -2.00  2.00  0.00  0.00   1.318   1.318   0.057   0.221   0.762   0.762   2.945   0.049  -0.117
  230  9250  2.00 -2.00  2.00  0.00  0.00   1.448   1.449   0.025   0.077   1.242   1.243   2.675   0.041   0.323
  231  9250  2.50 -2.00  2.00  0.00  0.00   1.504   1.504   0.012   0.093   1.291   1.291   2.742   0.037   0.274
  232  9250  3.00 -2.00  2.00  0.00  0.00   1.517   1.517   0.009   0.113   1.271   1.271   2.809   0.037   0.200
  233  9250  3.50 -2.00  2.00  0.00  0.00   1.503   1.503   0.011   0.139   1.202   1.202   2.870   0.037   0.115
  234  9250  4.00 -2.00  2.00  0.00  0.00   1.464   1.464   0.017   0.168   1.093   1.093   2.917   0.036   0.029
  235  9250  4.50 -2.00  2.00  0.00  0.00   1.401   1.401   0.027   0.197   0.950   0.950   2.946   0.034  -0.050
  236  9250  5.00 -2.00  2.00  0.00  0.00   1.316   1.316   0.042   0.224   0.783   0.783   2.958   0.034  -0.122
  237  9500  2.00 -2.00  2.00  0.00  0.00   1.359   1.359   0.023   0.075   1.160   1.161   2.660   0.022   0.310
  238  9500  2.50 -2.00  2.00  0.00  0.00   1.425   1.425   0.010   0.089   1.225   1.225   2.723   0.021   0.270
  239  9500  3.00 -2.00  2.00  0.00  0.00   1.448   1.449   0.004   0.108   1.222   1.222   2.790   0.019   0.202
  240  9500  3.50 -2.00  2.00  0.00  0.00   1.446   1.446   0.004   0.132   1.170   1.170   2.854   0.019   0.120
  241  9500  4.00 -2.00  2.00  0.00  0.00   1.420   1.421   0.009   0.161   1.078   1.078   2.908   0.019   0.034
  242  9500  4.50 -2.00  2.00  0.00  0.00   1.373   1.373   0.017   0.194   0.950   0.950   2.947   0.019  -0.051
  243  9500  5.00 -2.00  2.00  0.00  0.00   1.303   1.303   0.029   0.225   0.793   0.793   2.967   0.018  -0.126
  244  9750  2.00 -2.00  2.00  0.00  0.00   1.276   1.277   0.022   0.073   1.085   1.085   2.647   0.007   0.296
  245  9750  2.50 -2.00  2.00  0.00  0.00   1.350   1.351   0.007   0.087   1.161   1.161   2.707   0.005   0.264
  246  9750  3.00 -2.00  2.00  0.00  0.00   1.382   1.382   0.001   0.104   1.170   1.171   2.772   0.005   0.203
  247  9750  3.50 -2.00  2.00  0.00  0.00   1.388   1.388  -0.001   0.127   1.134   1.134   2.837   0.004   0.125
  248  9750  4.00 -2.00  2.00  0.00  0.00   1.373   1.373   0.002   0.155   1.056   1.056   2.897   0.004   0.037
  249  9750  4.50 -2.00  2.00  0.00  0.00   1.338   1.338   0.008   0.189   0.942   0.942   2.942   0.004  -0.048
  250  9750  5.00 -2.00  2.00  0.00  0.00   1.281   1.281   0.019   0.223   0.796   0.797   2.970   0.005  -0.127
  251 10000  2.00 -2.00  2.00  0.00  0.00   1.200   1.201   0.020   0.072   1.015   1.016   2.637  -0.009   0.282
  252 10000  2.50 -2.00  2.00  0.00  0.00   1.280   1.281   0.005   0.084   1.100   1.100   2.694  -0.010   0.256
  253 10000  3.00 -2.00  2.00  0.00  0.00   1.318   1.318  -0.003   0.101   1.119   1.120   2.755  -0.011   0.202
  254 10000  3.50 -2.00  2.00  0.00  0.00   1.330   1.331  -0.005   0.122   1.094   1.094   2.821  -0.011   0.127
  255 10000  4.00 -2.00  2.00  0.00  0.00   1.323   1.324  -0.004   0.150   1.029   1.030   2.883  -0.011   0.043
  256 10000  4.50 -2.00  2.00  0.00  0.00   1.298   1.298   0.001   0.183   0.928   0.928   2.934  -0.011  -0.044
  257 10000  5.00 -2.00  2.00  0.00  0.00   1.253   1.253   0.010   0.219   0.794   0.794   2.969  -0.009  -0.127
  258 10500  2.00 -2.00  2.00  0.00  0.00   1.064   1.065   0.015   0.070   0.892   0.893   2.621  -0.038   0.256
  259 10500  2.50 -2.00  2.00  0.00  0.00   1.152   1.153   0.000   0.081   0.988   0.988   2.673  -0.038   0.238
  260 10500  3.00 -2.00  2.00  0.00  0.00   1.199   1.199  -0.008   0.096   1.021   1.021   2.729  -0.037   0.194
  261 10500  3.50 -2.00  2.00  0.00  0.00   1.220   1.221  -0.012   0.115   1.012   1.013   2.791  -0.037   0.129
  262 10500  4.00 -2.00  2.00  0.00  0.00   1.224   1.225  -0.012   0.139   0.969   0.969   2.854  -0.037   0.051
  263 10500  4.50 -2.00  2.00  0.00  0.00   1.213   1.213  -0.010   0.170   0.891   0.891   2.913  -0.037  -0.035
  264 10500  5.00 -2.00  2.00  0.00  0.00   1.185   1.185  -0.005   0.207   0.779   0.779   2.958  -0.037  -0.120
  265 11000  2.50 -2.00  2.00  0.00  0.00   1.040   1.040  -0.005   0.079   0.889   0.890   2.658  -0.063   0.219
  266 11000  3.00 -2.00  2.00  0.00  0.00   1.091   1.091  -0.013   0.093   0.930   0.930   2.709  -0.062   0.182
  267 11000  3.50 -2.00  2.00  0.00  0.00   1.118   1.118  -0.018   0.110   0.932   0.933   2.766  -0.062   0.127
  268 11000  4.00 -2.00  2.00  0.00  0.00   1.129   1.129  -0.019   0.131   0.903   0.903   2.827  -0.061   0.055
  269 11000  4.50 -2.00  2.00  0.00  0.00   1.127   1.127  -0.019   0.159   0.843   0.843   2.887  -0.062  -0.026
  270 11000  5.00 -2.00  2.00  0.00  0.00   1.110   1.111  -0.015   0.194   0.750   0.750   2.940  -0.060  -0.111
  271 11500  2.50 -2.00  2.00  0.00  0.00   0.940   0.941  -0.010   0.078   0.802   0.803   2.645  -0.086   0.202
  272 11500  3.00 -2.00  2.00  0.00  0.00   0.994   0.995  -0.018   0.090   0.848   0.849   2.694  -0.084   0.169
  273 11500  3.50 -2.00  2.00  0.00  0.00   1.024   1.025  -0.023   0.106   0.856   0.857   2.747  -0.084   0.120
  274 11500  4.00 -2.00  2.00  0.00  0.00   1.040   1.040  -0.025   0.126   0.836   0.837   2.804  -0.083   0.056
  275 11500  4.50 -2.00  2.00  0.00  0.00   1.043   1.044  -0.025   0.151   0.789   0.790   2.863  -0.082  -0.020
  276 11500  5.00 -2.00  2.00  0.00  0.00   1.035   1.035  -0.023   0.183   0.713   0.714   2.918  -0.082  -0.101
  277 12000  2.50 -2.00  2.00  0.00  0.00   0.852   0.852  -0.015   0.076   0.726   0.727   2.634  -0.107   0.187
  278 12000  3.00 -2.00  2.00  0.00  0.00   0.907   0.908  -0.023   0.088   0.775   0.775   2.681  -0.105   0.157
  279 12000  3.50 -2.00  2.00  0.00  0.00   0.939   0.940  -0.028   0.103   0.787   0.787   2.731  -0.104   0.111
  280 12000  4.00 -2.00  2.00  0.00  0.00   0.957   0.958  -0.030   0.122   0.772   0.773   2.784  -0.103   0.054
  281 12000  4.50 -2.00  2.00  0.00  0.00   0.964   0.965  -0.031   0.145   0.734   0.735   2.841  -0.102  -0.017
  282 12000  5.00 -2.00  2.00  0.00  0.00   0.961   0.962  -0.030   0.174   0.671   0.671   2.896  -0.102  -0.094
  283 12500  2.50 -2.00  2.00  0.00  0.00   0.773   0.774  -0.019   0.075   0.659   0.659   2.625  -0.125   0.172
  284 12500  3.00 -2.00  2.00  0.00  0.00   0.829   0.830  -0.028   0.087   0.709   0.710   2.670  -0.124   0.145
  285 12500  3.50 -2.00  2.00  0.00  0.00   0.863   0.863  -0.032   0.101   0.724   0.724   2.717  -0.122   0.104
  286 12500  4.00 -2.00  2.00  0.00  0.00   0.881   0.882  -0.035   0.118   0.713   0.713   2.768  -0.122   0.049
  287 12500  4.50 -2.00  2.00  0.00  0.00   0.890   0.891  -0.036   0.140   0.680   0.681   2.822  -0.121  -0.016
  288 12500  5.00 -2.00  2.00  0.00  0.00   0.891   0.892  -0.036   0.167   0.626   0.626   2.875  -0.121  -0.088
  289 13000  2.50 -2.00  2.00  0.00  0.00   0.702   0.703  -0.024   0.074   0.598   0.599   2.617  -0.143   0.159
  290 13000  3.00 -2.00  2.00  0.00  0.00   0.759   0.760  -0.032   0.085   0.651   0.652   2.660  -0.140   0.135
  291 13000  3.50 -2.00  2.00  0.00  0.00   0.793   0.794  -0.037   0.099   0.667   0.668   2.706  -0.139   0.095
  292 13000  4.00 -2.00  2.00  0.00  0.00   0.812   0.813  -0.039   0.116   0.658   0.659   2.754  -0.137   0.044
  293 13000  4.50 -2.00  2.00  0.00  0.00   0.822   0.823  -0.041   0.136   0.629   0.630   2.805  -0.138  -0.017
  294 13000  5.00 -2.00  2.00  0.00  0.00   0.825   0.825  -0.041   0.161   0.581   0.582   2.857  -0.138  -0.085
  295 14000  2.00 -2.00  2.00  0.00  0.00   0.461   0.462  -0.013   0.063   0.360   0.361   2.560  -0.175   0.132
  296 14000  2.50 -2.00  2.00  0.00  0.00   0.577   0.578  -0.032   0.073   0.494   0.495   2.602  -0.173   0.138
  297 14000  3.00 -2.00  2.00  0.00  0.00   0.638   0.638  -0.041   0.083   0.551   0.552   2.643  -0.171   0.118
  298 14000  3.50 -2.00  2.00  0.00  0.00   0.672   0.672  -0.046   0.096   0.569   0.570   2.686  -0.170   0.082
  299 14000  4.00 -2.00  2.00  0.00  0.00   0.691   0.692  -0.048   0.111   0.563   0.564   2.731  -0.169   0.035
  300 14000  4.50 -2.00  2.00  0.00  0.00   0.702   0.703  -0.049   0.130   0.538   0.539   2.778  -0.168  -0.021
  301 14000  5.00 -2.00  2.00  0.00  0.00   0.706   0.707  -0.049   0.153   0.497   0.498   2.825  -0.167  -0.082
  302 15000  2.50 -2.00  2.00  0.00  0.00   0.469   0.470  -0.039   0.071   0.404   0.405   2.590  -0.199   0.119
  303 15000  3.00 -2.00  2.00  0.00  0.00   0.533   0.534  -0.049   0.081   0.467   0.468   2.629  -0.198   0.103
  304 15000  3.50 -2.00  2.00  0.00  0.00   0.569   0.570  -0.053   0.093   0.488   0.489   2.670  -0.195   0.070
  305 15000  4.00 -2.00  2.00  0.00  0.00   0.589   0.590  -0.056   0.107   0.484   0.485   2.712  -0.195   0.027
  306 15000  4.50 -2.00  2.00  0.00  0.00   0.600   0.600  -0.057   0.125   0.462   0.462   2.756  -0.194  -0.025
  307 15000  5.00 -2.00  2.00  0.00  0.00   0.604   0.605  -0.057   0.146   0.424   0.424   2.800  -0.193  -0.083
  308 16000  2.50 -2.00  2.00  0.00  0.00   0.372   0.373  -0.046   0.069   0.322   0.323   2.578  -0.224   0.103
  309 16000  3.00 -2.00  2.00  0.00  0.00   0.442   0.443  -0.056   0.079   0.393   0.394   2.617  -0.222   0.090
  310 16000  3.50 -2.00  2.00  0.00  0.00   0.480   0.481  -0.061   0.091   0.418   0.419   2.656  -0.220   0.060
  311 16000  4.00 -2.00  2.00  0.00  0.00   0.501   0.501  -0.063   0.104   0.417   0.417   2.696  -0.218   0.019
  312 16000  4.50 -2.00  2.00  0.00  0.00   0.511   0.512  -0.064   0.121   0.397   0.398   2.738  -0.217  -0.029
  313 16000  5.00 -2.00  2.00  0.00  0.00   0.516   0.517  -0.065   0.141   0.361   0.362   2.780  -0.217  -0.084
  314 17000  2.50 -2.00  2.00  0.00  0.00   0.283   0.284  -0.051   0.068   0.248   0.249   2.568  -0.245   0.088
  315 17000  3.00 -2.00  2.00  0.00  0.00   0.359   0.360  -0.062   0.078   0.326   0.327   2.606  -0.242   0.078
  316 17000  3.50 -2.00  2.00  0.00  0.00   0.400   0.401  -0.067   0.088   0.356   0.357   2.643  -0.240   0.052
  317 17000  4.00 -2.00  2.00  0.00  0.00   0.422   0.423  -0.070   0.101   0.357   0.358   2.682  -0.239   0.013
  318 17000  4.50 -2.00  2.00  0.00  0.00   0.434   0.435  -0.071   0.117   0.340   0.341   2.722  -0.238  -0.033
  319 17000  5.00 -2.00  2.00  0.00  0.00   0.439   0.440  -0.071   0.136   0.308   0.309   2.762  -0.237  -0.084
  320 18000  2.50 -2.00  2.00  0.00  0.00   0.202   0.203  -0.056   0.066   0.181   0.182   2.558  -0.264   0.075
  321 18000  3.00 -2.00  2.00  0.00  0.00   0.283   0.284  -0.068   0.076   0.266   0.267   2.595  -0.262   0.068
  322 18000  3.50 -2.00  2.00  0.00  0.00   0.327   0.328  -0.073   0.086   0.299   0.300   2.631  -0.259   0.044
  323 18000  4.00 -2.00  2.00  0.00  0.00   0.352   0.353  -0.076   0.099   0.304   0.305   2.669  -0.258   0.008
  324 18000  4.50 -2.00  2.00  0.00  0.00   0.365   0.366  -0.077   0.113   0.290   0.291   2.708  -0.256  -0.036
  325 18000  5.00 -2.00  2.00  0.00  0.00   0.371   0.372  -0.078   0.132   0.261   0.261   2.747  -0.256  -0.085
  326 19000  2.50 -2.00  2.00  0.00  0.00   0.129   0.130  -0.061   0.064   0.120   0.121   2.549  -0.283   0.063
  327 19000  3.00 -2.00  2.00  0.00  0.00   0.215   0.216  -0.073   0.074   0.212   0.213   2.586  -0.279   0.059
  328 19000  3.50 -2.00  2.00  0.00  0.00   0.261   0.262  -0.079   0.084   0.248   0.249   2.621  -0.277   0.037
  329 19000  4.00 -2.00  2.00  0.00  0.00   0.287   0.288  -0.081   0.096   0.256   0.257   2.657  -0.274   0.004
  330 19000  4.50 -2.00  2.00  0.00  0.00   0.302   0.303  -0.083   0.110   0.245   0.246   2.694  -0.274  -0.037
  331 19000  5.00 -2.00  2.00  0.00  0.00   0.309   0.310  -0.083   0.127   0.218   0.219   2.733  -0.273  -0.086
  332 20000  3.00 -2.00  2.00  0.00  0.00   0.154   0.155  -0.078   0.072   0.164   0.165   2.577  -0.295   0.051
  333 20000  3.50 -2.00  2.00  0.00  0.00   0.201   0.202  -0.084   0.082   0.202   0.203   2.611  -0.293   0.031
  334 20000  4.00 -2.00  2.00  0.00  0.00   0.228   0.229  -0.086   0.093   0.212   0.213   2.645  -0.290   0.001
  335 20000  4.50 -2.00  2.00  0.00  0.00   0.244   0.245  -0.088   0.107   0.203   0.205   2.682  -0.289  -0.039
  336 20000  5.00 -2.00  2.00  0.00  0.00   0.252   0.253  -0.088   0.123   0.180   0.181   2.719  -0.288  -0.084
  337 21000  3.00 -2.00  2.00  0.00  0.00   0.099   0.100  -0.083   0.071   0.121   0.122   2.570  -0.310   0.044
  338 21000  3.50 -2.00  2.00  0.00  0.00   0.147   0.148  -0.089   0.080   0.162   0.163   2.602  -0.308   0.026
  339 21000  4.00 -2.00  2.00  0.00  0.00   0.174   0.176  -0.091   0.091   0.173   0.174   2.635  -0.304  -0.003
  340 21000  4.50 -2.00  2.00  0.00  0.00   0.191   0.192  -0.093   0.104   0.166   0.167   2.670  -0.304  -0.040
  341 21000  5.00 -2.00  2.00  0.00  0.00   0.199   0.200  -0.093   0.120   0.145   0.146   2.706  -0.302  -0.083
  342 22000  3.00 -2.00  2.00  0.00  0.00   0.048   0.049  -0.087   0.070   0.082   0.083   2.563  -0.323   0.037
  343 22000  3.50 -2.00  2.00  0.00  0.00   0.098   0.100  -0.093   0.079   0.126   0.127   2.595  -0.320   0.021
  344 22000  4.00 -2.00  2.00  0.00  0.00   0.126   0.127  -0.096   0.089   0.138   0.139   2.626  -0.318  -0.006
  345 22000  4.50 -2.00  2.00  0.00  0.00   0.142   0.144  -0.097   0.101   0.132   0.133   2.659  -0.316  -0.041
  346 22000  5.00 -2.00  2.00  0.00  0.00   0.151   0.152  -0.098   0.116   0.113   0.114   2.694  -0.316  -0.082
  347 23000  3.00 -2.00  2.00  0.00  0.00   0.001   0.002  -0.092   0.068   0.045   0.047   2.557  -0.337   0.031
  348 23000  3.50 -2.00  2.00  0.00  0.00   0.054   0.055  -0.098   0.077   0.093   0.095   2.588  -0.333   0.017
  349 23000  4.00 -2.00  2.00  0.00  0.00   0.083   0.084  -0.100   0.087   0.107   0.109   2.618  -0.330  -0.008
  350 23000  4.50 -2.00  2.00  0.00  0.00   0.099   0.100  -0.102   0.099   0.103   0.104   2.650  -0.329  -0.041
  351 23000  5.00 -2.00  2.00  0.00  0.00   0.108   0.109  -0.102   0.113   0.085   0.086   2.683  -0.327  -0.081
  352 24000  3.00 -2.00  2.00  0.00  0.00  -0.045  -0.043  -0.096   0.067   0.011   0.012   2.550  -0.349   0.026
  353 24000  3.50 -2.00  2.00  0.00  0.00   0.013   0.014  -0.102   0.076   0.064   0.065   2.582  -0.344   0.013
  354 24000  4.00 -2.00  2.00  0.00  0.00   0.043   0.044  -0.105   0.085   0.079   0.081   2.611  -0.342  -0.010
  355 24000  4.50 -2.00  2.00  0.00  0.00   0.059   0.061  -0.106   0.097   0.076   0.077   2.642  -0.340  -0.043
  356 24000  5.00 -2.00  2.00  0.00  0.00   0.068   0.069  -0.107   0.110   0.059   0.060   2.674  -0.340  -0.081
  357 25000  3.00 -2.00  2.00  0.00  0.00  -0.090  -0.089  -0.099   0.066  -0.026  -0.025   2.544  -0.360   0.019
  358 25000  3.50 -2.00  2.00  0.00  0.00  -0.026  -0.024  -0.106   0.074   0.036   0.037   2.576  -0.356   0.009
  359 25000  4.00 -2.00  2.00  0.00  0.00   0.006   0.007  -0.109   0.084   0.054   0.055   2.605  -0.353  -0.013
  360 25000  4.50 -2.00  2.00  0.00  0.00   0.023   0.024  -0.110   0.095   0.052   0.053   2.635  -0.351  -0.044
  361 25000  5.00 -2.00  2.00  0.00  0.00   0.032   0.033  -0.111   0.107   0.036   0.037   2.666  -0.351  -0.080
  362 26000  3.00 -2.00  2.00  0.00  0.00  -0.141  -0.139  -0.100   0.064  -0.070  -0.069   2.535  -0.370   0.013
  363 26000  3.50 -2.00  2.00  0.00  0.00  -0.063  -0.061  -0.110   0.073   0.010   0.011   2.570  -0.366   0.007
  364 26000  4.00 -2.00  2.00  0.00  0.00  -0.029  -0.028  -0.113   0.082   0.030   0.031   2.599  -0.363  -0.015
  365 26000  4.50 -2.00  2.00  0.00  0.00  -0.012  -0.010  -0.114   0.093   0.029   0.030   2.628  -0.361  -0.045
  366 26000  5.00 -2.00  2.00  0.00  0.00  -0.002  -0.001  -0.115   0.105   0.015   0.016   2.658  -0.361  -0.079
  367 27000  3.50 -2.00  2.00  0.00  0.00  -0.099  -0.098  -0.114   0.072  -0.017  -0.016   2.564  -0.377   0.003
  368 27000  4.00 -2.00  2.00  0.00  0.00  -0.063  -0.062  -0.117   0.081   0.007   0.008   2.593  -0.373  -0.017
  369 27000  4.50 -2.00  2.00  0.00  0.00  -0.044  -0.043  -0.118   0.091   0.008   0.009   2.621  -0.371  -0.045
  370 27000  5.00 -2.00  2.00  0.00  0.00  -0.034  -0.033  -0.118   0.103  -0.005  -0.004   2.651  -0.369  -0.079
  371 28000  3.50 -2.00  2.00  0.00  0.00  -0.137  -0.136  -0.117   0.070  -0.046  -0.044   2.557  -0.387   0.001
  372 28000  4.00 -2.00  2.00  0.00  0.00  -0.095  -0.094  -0.120   0.079  -0.015  -0.014   2.587  -0.382  -0.018
  373 28000  4.50 -2.00  2.00  0.00  0.00  -0.075  -0.074  -0.121   0.089  -0.012  -0.011   2.615  -0.379  -0.045
  374 28000  5.00 -2.00  2.00  0.00  0.00  -0.065  -0.063  -0.122   0.101  -0.024  -0.022   2.644  -0.378  -0.078
  375 29000  3.50 -2.00  2.00  0.00  0.00  -0.175  -0.174  -0.118   0.067  -0.076  -0.075   2.549  -0.395  -0.002
  376 29000  4.00 -2.00  2.00  0.00  0.00  -0.128  -0.126  -0.124   0.077  -0.037  -0.036   2.581  -0.392  -0.020
  377 29000  4.50 -2.00  2.00  0.00  0.00  -0.105  -0.104  -0.125   0.087  -0.032  -0.030   2.609  -0.389  -0.046
  378 29000  5.00 -2.00  2.00  0.00  0.00  -0.094  -0.093  -0.126   0.098  -0.042  -0.040   2.637  -0.388  -0.077
  379 30000  4.00 -2.00  2.00  0.00  0.00  -0.160  -0.159  -0.126   0.075  -0.060  -0.058   2.573  -0.400  -0.019
  380 30000  4.50 -2.00  2.00  0.00  0.00  -0.135  -0.134  -0.128   0.085  -0.051  -0.049   2.602  -0.397  -0.045
  381 30000  5.00 -2.00  2.00  0.00  0.00  -0.123  -0.121  -0.129   0.096  -0.059  -0.057   2.630  -0.396  -0.076
  382 31000  4.00 -2.00  2.00  0.00  0.00  -0.191  -0.189  -0.128   0.073  -0.082  -0.081   2.565  -0.407  -0.019
  383 31000  4.50 -2.00  2.00  0.00  0.00  -0.164  -0.163  -0.131   0.083  -0.070  -0.068   2.594  -0.405  -0.044
  384 31000  5.00 -2.00  2.00  0.00  0.00  -0.150  -0.149  -0.132   0.093  -0.076  -0.074   2.622  -0.404  -0.074
  385 32000  4.00 -2.00  2.00  0.00  0.00  -0.219  -0.218  -0.129   0.070  -0.103  -0.102   2.557  -0.413  -0.019
  386 32000  4.50 -2.00  2.00  0.00  0.00  -0.192  -0.190  -0.133   0.080  -0.088  -0.087   2.586  -0.413  -0.042
  387 32000  5.00 -2.00  2.00  0.00  0.00  -0.177  -0.176  -0.134   0.091  -0.092  -0.090   2.613  -0.410  -0.070
  388 33000  4.50 -2.00  2.00  0.00  0.00  -0.218  -0.216  -0.135   0.077  -0.105  -0.104   2.578  -0.419  -0.040
  389 33000  5.00 -2.00  2.00  0.00  0.00  -0.203  -0.201  -0.136   0.088  -0.107  -0.106   2.605  -0.417  -0.068
  390 34000  4.50 -2.00  2.00  0.00  0.00  -0.241  -0.239  -0.135   0.075  -0.121  -0.120   2.570  -0.423  -0.038
  391 34000  5.00 -2.00  2.00  0.00  0.00  -0.226  -0.225  -0.138   0.085  -0.121  -0.120   2.596  -0.423  -0.063
  392 35000  4.50 -2.00  2.00  0.00  0.00  -0.260  -0.259  -0.135   0.072  -0.135  -0.134   2.562  -0.427  -0.034
  393 35000  5.00 -2.00  2.00  0.00  0.00  -0.247  -0.245  -0.139   0.081  -0.134  -0.133   2.588  -0.429  -0.060
  394 37500  4.50 -2.00  2.00  0.00  0.00  -0.296  -0.295  -0.133   0.065  -0.162  -0.160   2.544  -0.431  -0.026
  395 37500  5.00 -2.00  2.00  0.00  0.00  -0.287  -0.286  -0.138   0.073  -0.160  -0.158   2.567  -0.435  -0.048
  396 40000  4.50 -2.00  2.00  0.00  0.00  -0.317  -0.315  -0.133   0.061  -0.175  -0.173   2.533  -0.435  -0.019
  397 40000  5.00 -2.00  2.00  0.00  0.00  -0.312  -0.311  -0.137   0.067  -0.175  -0.173   2.551  -0.438  -0.037
  398 42500  5.00 -2.00  2.00  0.00  0.00  -0.327  -0.326  -0.138   0.064  -0.182  -0.181   2.542  -0.442  -0.031
  399 45000  5.00 -2.00  2.00  0.00  0.00  -0.338  -0.337  -0.139   0.063  -0.187  -0.186   2.537  -0.445  -0.027
  400 47500  5.00 -2.00  2.00  0.00  0.00  -0.347  -0.346  -0.141   0.062  -0.191  -0.189   2.535  -0.448  -0.026
