        Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   209  8500  1.50 -4.00  2.00  1.25  0.00 -18.972 -19.373 -18.770 -25.930  -0.188  -0.018   0.001  -0.015
   210  8500  2.00 -4.00  2.00  1.25  0.00 -18.934 -19.394 -18.779 -25.930  -0.180   0.041  -0.012  -0.028
   211  8500  2.50 -4.00  2.00  1.25  0.00 -18.882 -19.382 -18.779 -25.930  -0.179   0.081   0.001  -0.015
   212  8500  3.00 -4.00  2.00  1.25  0.00 -18.835 -19.353 -18.775 -25.930  -0.183   0.102   0.026   0.010
   213  8500  3.50 -4.00  2.00  1.25  0.00 -18.798 -19.313 -18.766 -25.930  -0.193   0.100   0.056   0.040
   214  8500  4.00 -4.00  2.00  1.25  0.00 -18.778 -19.263 -18.752 -25.930  -0.206   0.073   0.093   0.077
   215  8500  4.50 -4.00  2.00  1.25  0.00 -18.779 -19.206 -18.738 -25.930  -0.220   0.016   0.136   0.120
   216  8500  5.00 -4.00  2.00  1.25  0.00 -18.793 -19.143 -18.710 -25.930  -0.248  -0.060   0.170   0.154
   217  8750  1.50 -4.00  2.00  1.25  0.00 -19.102 -19.446 -18.843 -26.056  -0.241  -0.076   0.001  -0.015
   218  8750  2.00 -4.00  2.00  1.25  0.00 -19.071 -19.485 -18.860 -26.056  -0.224  -0.006  -0.021  -0.037
   219  8750  2.50 -4.00  2.00  1.25  0.00 -19.023 -19.484 -18.865 -26.056  -0.219   0.043  -0.015  -0.031
   220  8750  3.00 -4.00  2.00  1.25  0.00 -18.973 -19.463 -18.865 -26.056  -0.219   0.073   0.005  -0.011
   221  8750  3.50 -4.00  2.00  1.25  0.00 -18.931 -19.430 -18.861 -26.056  -0.223   0.085   0.034   0.018
   222  8750  4.00 -4.00  2.00  1.25  0.00 -18.902 -19.388 -18.852 -26.056  -0.232   0.073   0.067   0.051
   223  8750  4.50 -4.00  2.00  1.25  0.00 -18.893 -19.338 -18.842 -26.056  -0.243   0.033   0.108   0.092
   224  8750  5.00 -4.00  2.00  1.25  0.00 -18.907 -19.283 -18.827 -26.056  -0.257  -0.034   0.148   0.132
   225  9000  1.50 -4.00  2.00  0.00  0.00 -19.222 -19.510 -18.908 -26.178  -0.298  -0.131   0.002  -0.014
   226  9000  2.00 -4.00  2.00  0.00  0.00 -19.197 -19.563 -18.933 -26.178  -0.273  -0.053  -0.027  -0.043
   227  9000  2.50 -4.00  2.00  0.00  0.00 -19.152 -19.572 -18.942 -26.178  -0.265   0.001  -0.027  -0.043
   228  9000  3.00 -4.00  2.00  0.00  0.00 -19.102 -19.560 -18.945 -26.178  -0.261   0.040  -0.011  -0.027
   229  9000  3.50 -4.00  2.00  0.00  0.00 -19.056 -19.534 -18.945 -26.178  -0.261   0.062   0.015  -0.001
   230  9000  4.00 -4.00  2.00  0.00  0.00 -19.022 -19.498 -18.941 -26.178  -0.265   0.062   0.047   0.031
   231  9000  4.50 -4.00  2.00  0.00  0.00 -19.004 -19.453 -18.933 -26.178  -0.274   0.037   0.083   0.067
   232  9000  5.00 -4.00  2.00  0.00  0.00 -19.013 -19.406 -18.926 -26.178  -0.280  -0.017   0.124   0.108
   233  9250  2.00 -4.00  2.00  0.00  0.00 -19.312 -19.634 -18.999 -26.297  -0.326  -0.099  -0.031  -0.047
   234  9250  2.50 -4.00  2.00  0.00  0.00 -19.272 -19.651 -19.011 -26.297  -0.314  -0.041  -0.036  -0.052
   235  9250  3.00 -4.00  2.00  0.00  0.00 -19.223 -19.645 -19.017 -26.297  -0.309   0.004  -0.024  -0.040
   236  9250  3.50 -4.00  2.00  0.00  0.00 -19.176 -19.625 -19.020 -26.297  -0.306   0.033  -0.002  -0.018
   237  9250  4.00 -4.00  2.00  0.00  0.00 -19.138 -19.595 -19.020 -26.297  -0.306   0.043   0.028   0.012
   238  9250  4.50 -4.00  2.00  0.00  0.00 -19.115 -19.557 -19.016 -26.297  -0.310   0.029   0.062   0.046
   239  9250  5.00 -4.00  2.00  0.00  0.00 -19.112 -19.512 -19.009 -26.297  -0.316  -0.011   0.101   0.085
   240  9500  2.00 -4.00  2.00  0.00  0.00 -19.420 -19.699 -19.060 -26.413  -0.381  -0.142  -0.035  -0.051
   241  9500  2.50 -4.00  2.00  0.00  0.00 -19.384 -19.722 -19.074 -26.413  -0.367  -0.082  -0.044  -0.060
   242  9500  3.00 -4.00  2.00  0.00  0.00 -19.337 -19.721 -19.082 -26.413  -0.359  -0.034  -0.036  -0.052
   243  9500  3.50 -4.00  2.00  0.00  0.00 -19.290 -19.707 -19.087 -26.413  -0.354   0.000  -0.016  -0.032
   244  9500  4.00 -4.00  2.00  0.00  0.00 -19.250 -19.683 -19.090 -26.413  -0.351   0.017   0.011  -0.005
   245  9500  4.50 -4.00  2.00  0.00  0.00 -19.222 -19.650 -19.090 -26.413  -0.351   0.015   0.044   0.028
   246  9500  5.00 -4.00  2.00  0.00  0.00 -19.210 -19.608 -19.087 -26.413  -0.354  -0.013   0.082   0.066
   247  9750  2.00 -4.00  2.00  0.00  0.00 -19.522 -19.761 -19.118 -26.526  -0.436  -0.181  -0.040  -0.056
   248  9750  2.50 -4.00  2.00  0.00  0.00 -19.487 -19.787 -19.133 -26.526  -0.421  -0.121  -0.050  -0.066
   249  9750  3.00 -4.00  2.00  0.00  0.00 -19.444 -19.791 -19.142 -26.526  -0.412  -0.072  -0.045  -0.061
   250  9750  3.50 -4.00  2.00  0.00  0.00 -19.397 -19.781 -19.148 -26.526  -0.406  -0.034  -0.029  -0.045
   251  9750  4.00 -4.00  2.00  0.00  0.00 -19.355 -19.761 -19.154 -26.526  -0.400  -0.010  -0.004  -0.020
   252  9750  4.50 -4.00  2.00  0.00  0.00 -19.324 -19.733 -19.157 -26.526  -0.397  -0.005   0.028   0.012
   253  9750  5.00 -4.00  2.00  0.00  0.00 -19.307 -19.696 -19.158 -26.526  -0.396  -0.023   0.065   0.049
   254 10000  2.00 -4.00  2.00  0.00  0.00 -19.617 -19.820 -19.173 -26.636  -0.491  -0.218  -0.044  -0.060
   255 10000  2.50 -4.00  2.00  0.00  0.00 -19.585 -19.848 -19.189 -26.636  -0.475  -0.157  -0.056  -0.072
   256 10000  3.00 -4.00  2.00  0.00  0.00 -19.544 -19.855 -19.198 -26.636  -0.466  -0.108  -0.053  -0.069
   257 10000  3.50 -4.00  2.00  0.00  0.00 -19.499 -19.849 -19.206 -26.636  -0.458  -0.068  -0.040  -0.056
   258 10000  4.00 -4.00  2.00  0.00  0.00 -19.456 -19.833 -19.212 -26.636  -0.452  -0.040  -0.017  -0.033
   259 10000  4.50 -4.00  2.00  0.00  0.00 -19.422 -19.808 -19.218 -26.636  -0.446  -0.029   0.013  -0.003
   260 10000  5.00 -4.00  2.00  0.00  0.00 -19.403 -19.776 -19.222 -26.636  -0.442  -0.039   0.049   0.033
   261 10250  2.00 -4.00  2.00  0.00  0.00 -19.709 -19.878 -19.226 -26.743  -0.545  -0.252  -0.048  -0.064
   262 10250  2.50 -4.00  2.00  0.00  0.00 -19.677 -19.907 -19.242 -26.743  -0.529  -0.191  -0.061  -0.077
   263 10250  3.00 -4.00  2.00  0.00  0.00 -19.638 -19.915 -19.252 -26.743  -0.520  -0.142  -0.060  -0.076
   264 10250  3.50 -4.00  2.00  0.00  0.00 -19.594 -19.912 -19.259 -26.743  -0.512  -0.102  -0.049  -0.065
   265 10250  4.00 -4.00  2.00  0.00  0.00 -19.552 -19.899 -19.267 -26.743  -0.505  -0.071  -0.028  -0.044
   266 10250  4.50 -4.00  2.00  0.00  0.00 -19.517 -19.878 -19.274 -26.743  -0.498  -0.055  -0.001  -0.017
   267 10250  5.00 -4.00  2.00  0.00  0.00 -19.495 -19.850 -19.280 -26.743  -0.491  -0.059   0.033   0.017
   268 10500  2.00 -4.00  2.00  0.00  0.00 -19.796 -19.933 -19.277 -26.848  -0.599  -0.285  -0.052  -0.068
   269 10500  2.50 -4.00  2.00  0.00  0.00 -19.764 -19.963 -19.293 -26.848  -0.583  -0.222  -0.066  -0.082
   270 10500  3.00 -4.00  2.00  0.00  0.00 -19.726 -19.972 -19.302 -26.848  -0.573  -0.174  -0.066  -0.082
   271 10500  3.50 -4.00  2.00  0.00  0.00 -19.685 -19.971 -19.310 -26.848  -0.566  -0.134  -0.057  -0.073
   272 10500  4.00 -4.00  2.00  0.00  0.00 -19.644 -19.960 -19.318 -26.848  -0.558  -0.102  -0.039  -0.055
   273 10500  4.50 -4.00  2.00  0.00  0.00 -19.609 -19.942 -19.325 -26.848  -0.550  -0.083  -0.013  -0.029
   274 10500  5.00 -4.00  2.00  0.00  0.00 -19.584 -19.917 -19.333 -26.848  -0.542  -0.080   0.020   0.004
   275 10750  2.00 -4.00  2.00  0.00  0.00 -19.880 -19.987 -19.327 -26.950  -0.651  -0.315  -0.057  -0.073
   276 10750  2.50 -4.00  2.00  0.00  0.00 -19.847 -20.017 -19.342 -26.950  -0.636  -0.252  -0.071  -0.087
   277 10750  3.00 -4.00  2.00  0.00  0.00 -19.810 -20.027 -19.351 -26.950  -0.627  -0.204  -0.072  -0.088
   278 10750  3.50 -4.00  2.00  0.00  0.00 -19.771 -20.026 -19.359 -26.950  -0.619  -0.165  -0.064  -0.080
   279 10750  4.00 -4.00  2.00  0.00  0.00 -19.732 -20.018 -19.366 -26.950  -0.612  -0.133  -0.048  -0.064
   280 10750  4.50 -4.00  2.00  0.00  0.00 -19.696 -20.002 -19.374 -26.950  -0.604  -0.111  -0.024  -0.040
   281 10750  5.00 -4.00  2.00  0.00  0.00 -19.669 -19.980 -19.383 -26.950  -0.595  -0.104   0.007  -0.009
   282 11000  2.00 -4.00  2.00  0.00  0.00 -19.961 -20.039 -19.374 -27.050  -0.703  -0.344  -0.061  -0.077
   283 11000  2.50 -4.00  2.00  0.00  0.00 -19.927 -20.069 -19.390 -27.050  -0.688  -0.280  -0.076  -0.092
   284 11000  3.00 -4.00  2.00  0.00  0.00 -19.891 -20.079 -19.398 -27.050  -0.680  -0.233  -0.078  -0.094
   285 11000  3.50 -4.00  2.00  0.00  0.00 -19.853 -20.079 -19.405 -27.050  -0.673  -0.194  -0.070  -0.086
   286 11000  4.00 -4.00  2.00  0.00  0.00 -19.815 -20.072 -19.413 -27.050  -0.665  -0.162  -0.056  -0.072
   287 11000  4.50 -4.00  2.00  0.00  0.00 -19.780 -20.058 -19.421 -27.050  -0.657  -0.138  -0.034  -0.050
   288 11000  5.00 -4.00  2.00  0.00  0.00 -19.752 -20.039 -19.431 -27.050  -0.647  -0.128  -0.005  -0.021
   289 11250  2.00 -4.00  2.00  0.00  0.00 -20.039 -20.089 -19.421 -27.147  -0.755  -0.372  -0.065  -0.081
   290 11250  2.50 -4.00  2.00  0.00  0.00 -20.004 -20.119 -19.436 -27.147  -0.740  -0.307  -0.080  -0.096
   291 11250  3.00 -4.00  2.00  0.00  0.00 -19.968 -20.129 -19.443 -27.147  -0.732  -0.260  -0.083  -0.099
   292 11250  3.50 -4.00  2.00  0.00  0.00 -19.931 -20.130 -19.450 -27.147  -0.726  -0.222  -0.076  -0.092
   293 11250  4.00 -4.00  2.00  0.00  0.00 -19.895 -20.124 -19.457 -27.147  -0.718  -0.190  -0.063  -0.079
   294 11250  4.50 -4.00  2.00  0.00  0.00 -19.860 -20.112 -19.465 -27.147  -0.710  -0.166  -0.043  -0.059
   295 11250  5.00 -4.00  2.00  0.00  0.00 -19.832 -20.094 -19.475 -27.147  -0.700  -0.153  -0.015  -0.031
   296 11500  2.00 -4.00  2.00  0.00  0.00 -20.114 -20.138 -19.465 -27.243  -0.806  -0.398  -0.069  -0.085
   297 11500  2.50 -4.00  2.00  0.00  0.00 -20.078 -20.168 -19.480 -27.243  -0.791  -0.332  -0.085  -0.101
   298 11500  3.00 -4.00  2.00  0.00  0.00 -20.042 -20.178 -19.487 -27.243  -0.784  -0.285  -0.087  -0.103
   299 11500  3.50 -4.00  2.00  0.00  0.00 -20.006 -20.179 -19.493 -27.243  -0.778  -0.248  -0.082  -0.098
   300 11500  4.00 -4.00  2.00  0.00  0.00 -19.971 -20.173 -19.500 -27.243  -0.771  -0.217  -0.070  -0.086
   301 11500  4.50 -4.00  2.00  0.00  0.00 -19.937 -20.162 -19.508 -27.243  -0.763  -0.193  -0.051  -0.067
   302 11500  5.00 -4.00  2.00  0.00  0.00 -19.909 -20.146 -19.518 -27.243  -0.753  -0.179  -0.025  -0.041
   303 11750  2.00 -4.00  2.00  0.00  0.00 -20.186 -20.185 -19.509 -27.336  -0.855  -0.423  -0.073  -0.089
   304 11750  2.50 -4.00  2.00  0.00  0.00 -20.150 -20.215 -19.523 -27.336  -0.841  -0.356  -0.089  -0.105
   305 11750  3.00 -4.00  2.00  0.00  0.00 -20.113 -20.225 -19.530 -27.336  -0.835  -0.309  -0.092  -0.108
   306 11750  3.50 -4.00  2.00  0.00  0.00 -20.077 -20.226 -19.535 -27.336  -0.829  -0.272  -0.087  -0.103
   307 11750  4.00 -4.00  2.00  0.00  0.00 -20.043 -20.221 -19.542 -27.336  -0.823  -0.242  -0.076  -0.092
   308 11750  4.50 -4.00  2.00  0.00  0.00 -20.011 -20.211 -19.549 -27.336  -0.815  -0.219  -0.058  -0.074
   309 11750  5.00 -4.00  2.00  0.00  0.00 -19.984 -20.196 -19.559 -27.336  -0.806  -0.204  -0.034  -0.050
   310 12000  2.50 -4.00  2.00  0.00  0.00 -20.219 -20.261 -19.565 -27.428  -0.891  -0.380  -0.093  -0.109
   311 12000  3.00 -4.00  2.00  0.00  0.00 -20.181 -20.271 -19.571 -27.428  -0.885  -0.332  -0.097  -0.113
   312 12000  3.50 -4.00  2.00  0.00  0.00 -20.146 -20.271 -19.576 -27.428  -0.880  -0.296  -0.092  -0.108
   313 12000  4.00 -4.00  2.00  0.00  0.00 -20.113 -20.267 -19.582 -27.428  -0.874  -0.266  -0.081  -0.097
   314 12000  4.50 -4.00  2.00  0.00  0.00 -20.082 -20.257 -19.589 -27.428  -0.867  -0.243  -0.065  -0.081
   315 12000  5.00 -4.00  2.00  0.00  0.00 -20.055 -20.244 -19.599 -27.428  -0.857  -0.228  -0.042  -0.058
   316 12250  2.50 -4.00  2.00  0.00  0.00 -20.285 -20.306 -19.605 -27.517  -0.940  -0.402  -0.097  -0.113
   317 12250  3.00 -4.00  2.00  0.00  0.00 -20.247 -20.315 -19.611 -27.517  -0.935  -0.354  -0.101  -0.117
   318 12250  3.50 -4.00  2.00  0.00  0.00 -20.212 -20.315 -19.615 -27.517  -0.930  -0.318  -0.097  -0.113
   319 12250  4.00 -4.00  2.00  0.00  0.00 -20.180 -20.311 -19.621 -27.517  -0.924  -0.290  -0.086  -0.102
   320 12250  4.50 -4.00  2.00  0.00  0.00 -20.150 -20.302 -19.628 -27.517  -0.918  -0.267  -0.071  -0.087
   321 12250  5.00 -4.00  2.00  0.00  0.00 -20.124 -20.290 -19.637 -27.517  -0.908  -0.252  -0.050  -0.066
   322 12500  2.50 -4.00  2.00  0.00  0.00 -20.350 -20.350 -19.645 -27.605  -0.988  -0.423  -0.101  -0.117
   323 12500  3.00 -4.00  2.00  0.00  0.00 -20.311 -20.358 -19.649 -27.605  -0.984  -0.376  -0.105  -0.121
   324 12500  3.50 -4.00  2.00  0.00  0.00 -20.276 -20.358 -19.654 -27.605  -0.980  -0.340  -0.101  -0.117
   325 12500  4.00 -4.00  2.00  0.00  0.00 -20.245 -20.354 -19.659 -27.605  -0.974  -0.312  -0.091  -0.107
   326 12500  4.50 -4.00  2.00  0.00  0.00 -20.216 -20.346 -19.666 -27.605  -0.967  -0.289  -0.076  -0.092
   327 12500  5.00 -4.00  2.00  0.00  0.00 -20.191 -20.334 -19.674 -27.605  -0.959  -0.275  -0.056  -0.072
   328 12750  2.50 -4.00  2.00  0.00  0.00 -20.413 -20.392 -19.683 -27.691  -1.036  -0.443  -0.105  -0.121
   329 12750  3.00 -4.00  2.00  0.00  0.00 -20.374 -20.400 -19.687 -27.691  -1.032  -0.396  -0.109  -0.125
   330 12750  3.50 -4.00  2.00  0.00  0.00 -20.338 -20.400 -19.691 -27.691  -1.028  -0.360  -0.105  -0.121
   331 12750  4.00 -4.00  2.00  0.00  0.00 -20.307 -20.395 -19.696 -27.691  -1.023  -0.333  -0.096  -0.112
   332 12750  4.50 -4.00  2.00  0.00  0.00 -20.279 -20.387 -19.702 -27.691  -1.017  -0.311  -0.082  -0.098
   333 12750  5.00 -4.00  2.00  0.00  0.00 -20.255 -20.376 -19.710 -27.691  -1.009  -0.297  -0.062  -0.078
   334 13000  2.50 -4.00  2.00  0.00  0.00 -20.474 -20.434 -19.721 -27.775  -1.082  -0.463  -0.109  -0.125
   335 13000  3.00 -4.00  2.00  0.00  0.00 -20.434 -20.441 -19.724 -27.775  -1.079  -0.415  -0.113  -0.129
   336 13000  3.50 -4.00  2.00  0.00  0.00 -20.398 -20.440 -19.727 -27.775  -1.076  -0.380  -0.110  -0.126
   337 13000  4.00 -4.00  2.00  0.00  0.00 -20.368 -20.436 -19.732 -27.775  -1.072  -0.353  -0.101  -0.117
   338 13000  4.50 -4.00  2.00  0.00  0.00 -20.340 -20.428 -19.738 -27.775  -1.066  -0.332  -0.087  -0.103
   339 13000  5.00 -4.00  2.00  0.00  0.00 -20.317 -20.417 -19.746 -27.775  -1.058  -0.318  -0.068  -0.084
   340 14000  2.00 -4.00  2.00  0.00  0.00 -20.749 -20.557 -19.851 -28.097  -1.275  -0.616  -0.103  -0.119
   341 14000  2.50 -4.00  2.00  0.00  0.00 -20.703 -20.590 -19.863 -28.097  -1.262  -0.536  -0.124  -0.140
   342 14000  3.00 -4.00  2.00  0.00  0.00 -20.659 -20.596 -19.864 -28.097  -1.262  -0.487  -0.129  -0.145
   343 14000  3.50 -4.00  2.00  0.00  0.00 -20.623 -20.594 -19.864 -28.097  -1.261  -0.452  -0.126  -0.142
   344 14000  4.00 -4.00  2.00  0.00  0.00 -20.593 -20.588 -19.867 -28.097  -1.258  -0.426  -0.117  -0.133
   345 14000  4.50 -4.00  2.00  0.00  0.00 -20.567 -20.580 -19.872 -28.097  -1.253  -0.407  -0.105  -0.121
   346 14000  5.00 -4.00  2.00  0.00  0.00 -20.546 -20.571 -19.879 -28.097  -1.246  -0.395  -0.088  -0.104
   347 15000  2.50 -4.00  2.00  0.00  0.00 -20.911 -20.734 -19.994 -28.397  -1.431  -0.601  -0.137  -0.153
   348 15000  3.00 -4.00  2.00  0.00  0.00 -20.864 -20.738 -19.992 -28.397  -1.433  -0.550  -0.143  -0.159
   349 15000  3.50 -4.00  2.00  0.00  0.00 -20.826 -20.734 -19.990 -28.397  -1.434  -0.515  -0.140  -0.156
   350 15000  4.00 -4.00  2.00  0.00  0.00 -20.795 -20.728 -19.992 -28.397  -1.433  -0.490  -0.133  -0.149
   351 15000  4.50 -4.00  2.00  0.00  0.00 -20.770 -20.719 -19.995 -28.397  -1.430  -0.472  -0.121  -0.137
   352 15000  5.00 -4.00  2.00  0.00  0.00 -20.751 -20.710 -20.001 -28.397  -1.424  -0.461  -0.105  -0.121
   353 16000  2.50 -4.00  2.00  0.00  0.00 -21.103 -20.867 -20.116 -28.677  -1.589  -0.660  -0.148  -0.164
   354 16000  3.00 -4.00  2.00  0.00  0.00 -21.052 -20.870 -20.112 -28.677  -1.593  -0.606  -0.155  -0.171
   355 16000  3.50 -4.00  2.00  0.00  0.00 -21.012 -20.864 -20.108 -28.677  -1.597  -0.571  -0.153  -0.169
   356 16000  4.00 -4.00  2.00  0.00  0.00 -20.980 -20.857 -20.107 -28.677  -1.598  -0.546  -0.146  -0.162
   357 16000  4.50 -4.00  2.00  0.00  0.00 -20.955 -20.848 -20.109 -28.677  -1.596  -0.529  -0.135  -0.151
   358 16000  5.00 -4.00  2.00  0.00  0.00 -20.937 -20.838 -20.114 -28.677  -1.591  -0.519  -0.120  -0.136
   359 17000  2.50 -4.00  2.00  0.00  0.00 -21.281 -20.991 -20.229 -28.940  -1.739  -0.715  -0.159  -0.175
   360 17000  3.00 -4.00  2.00  0.00  0.00 -21.227 -20.994 -20.224 -28.940  -1.745  -0.658  -0.167  -0.183
   361 17000  3.50 -4.00  2.00  0.00  0.00 -21.184 -20.987 -20.218 -28.940  -1.751  -0.622  -0.165  -0.181
   362 17000  4.00 -4.00  2.00  0.00  0.00 -21.151 -20.978 -20.215 -28.940  -1.753  -0.597  -0.159  -0.175
   363 17000  4.50 -4.00  2.00  0.00  0.00 -21.125 -20.968 -20.216 -28.940  -1.753  -0.580  -0.148  -0.164
   364 17000  5.00 -4.00  2.00  0.00  0.00 -21.108 -20.958 -20.220 -28.940  -1.749  -0.572  -0.134  -0.150
   365 18000  2.50 -4.00  2.00  0.00  0.00 -21.447 -21.108 -20.336 -29.189  -1.881  -0.765  -0.168  -0.184
   366 18000  3.00 -4.00  2.00  0.00  0.00 -21.390 -21.110 -20.329 -29.189  -1.887  -0.705  -0.177  -0.193
   367 18000  3.50 -4.00  2.00  0.00  0.00 -21.345 -21.101 -20.321 -29.189  -1.895  -0.668  -0.176  -0.192
   368 18000  4.00 -4.00  2.00  0.00  0.00 -21.310 -21.091 -20.317 -29.189  -1.900  -0.643  -0.171  -0.187
   369 18000  4.50 -4.00  2.00  0.00  0.00 -21.284 -21.081 -20.316 -29.189  -1.900  -0.627  -0.161  -0.177
   370 18000  5.00 -4.00  2.00  0.00  0.00 -21.266 -21.070 -20.319 -29.189  -1.897  -0.619  -0.147  -0.163
   371 19000  2.50 -4.00  2.00  0.00  0.00 -21.602 -21.218 -20.437 -29.423  -2.014  -0.810  -0.177  -0.193
   372 19000  3.00 -4.00  2.00  0.00  0.00 -21.543 -21.220 -20.430 -29.423  -2.022  -0.748  -0.187  -0.203
   373 19000  3.50 -4.00  2.00  0.00  0.00 -21.496 -21.210 -20.420 -29.423  -2.032  -0.711  -0.187  -0.203
   374 19000  4.00 -4.00  2.00  0.00  0.00 -21.460 -21.199 -20.414 -29.423  -2.038  -0.686  -0.181  -0.197
   375 19000  4.50 -4.00  2.00  0.00  0.00 -21.433 -21.187 -20.412 -29.423  -2.040  -0.669  -0.172  -0.188
   376 19000  5.00 -4.00  2.00  0.00  0.00 -21.415 -21.176 -20.414 -29.423  -2.038  -0.661  -0.159  -0.175
   377 20000  3.00 -4.00  2.00  0.00  0.00 -21.686 -21.325 -20.525 -29.646  -2.149  -0.787  -0.197  -0.213
   378 20000  3.50 -4.00  2.00  0.00  0.00 -21.637 -21.313 -20.513 -29.646  -2.161  -0.750  -0.197  -0.213
   379 20000  4.00 -4.00  2.00  0.00  0.00 -21.601 -21.301 -20.506 -29.646  -2.168  -0.725  -0.191  -0.207
   380 20000  4.50 -4.00  2.00  0.00  0.00 -21.573 -21.289 -20.503 -29.646  -2.172  -0.709  -0.182  -0.198
   381 20000  5.00 -4.00  2.00  0.00  0.00 -21.554 -21.277 -20.504 -29.646  -2.171  -0.700  -0.170  -0.186
   382 21000  3.00 -4.00  2.00  0.00  0.00 -21.821 -21.426 -20.617 -29.858  -2.270  -0.822  -0.206  -0.222
   383 21000  3.50 -4.00  2.00  0.00  0.00 -21.771 -21.412 -20.603 -29.858  -2.284  -0.785  -0.206  -0.222
   384 21000  4.00 -4.00  2.00  0.00  0.00 -21.733 -21.398 -20.594 -29.858  -2.293  -0.761  -0.201  -0.217
   385 21000  4.50 -4.00  2.00  0.00  0.00 -21.706 -21.385 -20.590 -29.858  -2.297  -0.745  -0.192  -0.208
   386 21000  5.00 -4.00  2.00  0.00  0.00 -21.686 -21.374 -20.590 -29.858  -2.297  -0.737  -0.181  -0.197
   387 22000  3.00 -4.00  2.00  0.00  0.00 -21.951 -21.524 -20.706 -30.060  -2.382  -0.854  -0.215  -0.231
   388 22000  3.50 -4.00  2.00  0.00  0.00 -21.897 -21.507 -20.689 -30.060  -2.400  -0.816  -0.215  -0.231
   389 22000  4.00 -4.00  2.00  0.00  0.00 -21.858 -21.492 -20.678 -30.060  -2.410  -0.793  -0.210  -0.226
   390 22000  4.50 -4.00  2.00  0.00  0.00 -21.831 -21.478 -20.673 -30.060  -2.416  -0.778  -0.202  -0.218
   391 22000  5.00 -4.00  2.00  0.00  0.00 -21.811 -21.466 -20.672 -30.060  -2.416  -0.770  -0.191  -0.207
   392 23000  3.00 -4.00  2.00  0.00  0.00 -22.078 -21.621 -20.795 -30.253  -2.487  -0.884  -0.223  -0.239
   393 23000  3.50 -4.00  2.00  0.00  0.00 -22.017 -21.600 -20.772 -30.253  -2.509  -0.844  -0.224  -0.240
   394 23000  4.00 -4.00  2.00  0.00  0.00 -21.977 -21.582 -20.759 -30.253  -2.522  -0.821  -0.219  -0.235
   395 23000  4.50 -4.00  2.00  0.00  0.00 -21.949 -21.567 -20.753 -30.253  -2.528  -0.807  -0.211  -0.227
   396 23000  5.00 -4.00  2.00  0.00  0.00 -21.930 -21.555 -20.751 -30.253  -2.530  -0.800  -0.200  -0.216
   397 24000  3.00 -4.00  2.00  0.00  0.00 -22.206 -21.720 -20.885 -30.438  -2.581  -0.914  -0.231  -0.247
   398 24000  3.50 -4.00  2.00  0.00  0.00 -22.134 -21.691 -20.855 -30.438  -2.611  -0.871  -0.232  -0.248
   399 24000  4.00 -4.00  2.00  0.00  0.00 -22.090 -21.670 -20.838 -30.438  -2.628  -0.848  -0.228  -0.244
   400 24000  4.50 -4.00  2.00  0.00  0.00 -22.061 -21.654 -20.830 -30.438  -2.636  -0.834  -0.220  -0.236
   401 24000  5.00 -4.00  2.00  0.00  0.00 -22.043 -21.641 -20.828 -30.438  -2.638  -0.827  -0.209  -0.225
   402 25000  3.00 -4.00  2.00  0.00  0.00 -22.342 -21.824 -20.983 -30.615  -2.661  -0.945  -0.238  -0.254
   403 25000  3.50 -4.00  2.00  0.00  0.00 -22.250 -21.781 -20.937 -30.615  -2.706  -0.896  -0.241  -0.257
   404 25000  4.00 -4.00  2.00  0.00  0.00 -22.201 -21.756 -20.916 -30.615  -2.727  -0.872  -0.236  -0.252
   405 25000  4.50 -4.00  2.00  0.00  0.00 -22.170 -21.738 -20.906 -30.615  -2.737  -0.859  -0.228  -0.244
   406 25000  5.00 -4.00  2.00  0.00  0.00 -22.150 -21.724 -20.903 -30.615  -2.741  -0.852  -0.218  -0.234
   407 26000  3.00 -4.00  2.00  0.00  0.00 -22.491 -21.936 -21.092 -30.786  -2.722  -0.983  -0.241  -0.257
   408 26000  3.50 -4.00  2.00  0.00  0.00 -22.366 -21.873 -21.021 -30.786  -2.793  -0.921  -0.248  -0.264
   409 26000  4.00 -4.00  2.00  0.00  0.00 -22.310 -21.842 -20.994 -30.786  -2.820  -0.896  -0.244  -0.260
   410 26000  4.50 -4.00  2.00  0.00  0.00 -22.274 -21.819 -20.980 -30.786  -2.834  -0.882  -0.236  -0.252
   411 26000  5.00 -4.00  2.00  0.00  0.00 -22.255 -21.806 -20.976 -30.786  -2.838  -0.875  -0.226  -0.242
   412 27000  3.50 -4.00  2.00  0.00  0.00 -22.488 -21.969 -21.110 -30.949  -2.868  -0.947  -0.256  -0.272
   413 27000  4.00 -4.00  2.00  0.00  0.00 -22.418 -21.928 -21.073 -30.949  -2.905  -0.918  -0.252  -0.268
   414 27000  4.50 -4.00  2.00  0.00  0.00 -22.378 -21.902 -21.055 -30.949  -2.923  -0.904  -0.244  -0.260
   415 27000  5.00 -4.00  2.00  0.00  0.00 -22.358 -21.887 -21.049 -30.949  -2.929  -0.897  -0.234  -0.250
   416 28000  3.50 -4.00  2.00  0.00  0.00 -22.615 -22.069 -21.204 -31.107  -2.931  -0.975  -0.261  -0.277
   417 28000  4.00 -4.00  2.00  0.00  0.00 -22.529 -22.016 -21.154 -31.107  -2.982  -0.941  -0.259  -0.275
