        Teff log g  [M]a Vturb  l/H   small     big    beta
   377 20000  3.00 -1.50  2.00  0.00 -20.909 -20.957   2.587
   378 20000  3.50 -1.50  2.00  0.00 -20.860 -20.933   2.620
   379 20000  4.00 -1.50  2.00  0.00 -20.813 -20.911   2.653
   380 20000  4.50 -1.50  2.00  0.00 -20.767 -20.892   2.688
   381 20000  5.00 -1.50  2.00  0.00 -20.723 -20.875   2.723
   382 21000  3.00 -1.50  2.00  0.00 -21.014 -21.056   2.580
   383 21000  3.50 -1.50  2.00  0.00 -20.964 -21.030   2.611
   384 21000  4.00 -1.50  2.00  0.00 -20.916 -21.006   2.643
   385 21000  4.50 -1.50  2.00  0.00 -20.870 -20.986   2.677
   386 21000  5.00 -1.50  2.00  0.00 -20.826 -20.969   2.711
   387 22000  3.00 -1.50  2.00  0.00 -21.116 -21.152   2.573
   388 22000  3.50 -1.50  2.00  0.00 -21.062 -21.123   2.604
   389 22000  4.00 -1.50  2.00  0.00 -21.014 -21.098   2.635
   390 22000  4.50 -1.50  2.00  0.00 -20.968 -21.077   2.667
   391 22000  5.00 -1.50  2.00  0.00 -20.924 -21.059   2.700
   392 23000  3.00 -1.50  2.00  0.00 -21.215 -21.246   2.566
   393 23000  3.50 -1.50  2.00  0.00 -21.158 -21.213   2.597
   394 23000  4.00 -1.50  2.00  0.00 -21.108 -21.186   2.627
   395 23000  4.50 -1.50  2.00  0.00 -21.062 -21.164   2.658
   396 23000  5.00 -1.50  2.00  0.00 -21.019 -21.145   2.690
   397 24000  3.00 -1.50  2.00  0.00 -21.313 -21.340   2.560
   398 24000  3.50 -1.50  2.00  0.00 -21.251 -21.301   2.591
   399 24000  4.00 -1.50  2.00  0.00 -21.199 -21.272   2.620
   400 24000  4.50 -1.50  2.00  0.00 -21.152 -21.248   2.650
   401 24000  5.00 -1.50  2.00  0.00 -21.109 -21.229   2.681
   402 25000  3.00 -1.50  2.00  0.00 -21.415 -21.437   2.554
   403 25000  3.50 -1.50  2.00  0.00 -21.342 -21.388   2.585
   404 25000  4.00 -1.50  2.00  0.00 -21.287 -21.355   2.614
   405 25000  4.50 -1.50  2.00  0.00 -21.240 -21.330   2.643
   406 25000  5.00 -1.50  2.00  0.00 -21.197 -21.311   2.673
   407 26000  3.00 -1.50  2.00  0.00 -21.524 -21.540   2.546
   408 26000  3.50 -1.50  2.00  0.00 -21.433 -21.475   2.580
   409 26000  4.00 -1.50  2.00  0.00 -21.374 -21.437   2.608
   410 26000  4.50 -1.50  2.00  0.00 -21.325 -21.411   2.636
   411 26000  5.00 -1.50  2.00  0.00 -21.282 -21.390   2.666
   412 27000  3.50 -1.50  2.00  0.00 -21.526 -21.563   2.574
   413 27000  4.00 -1.50  2.00  0.00 -21.460 -21.519   2.602
   414 27000  4.50 -1.50  2.00  0.00 -21.410 -21.490   2.630
   415 27000  5.00 -1.50  2.00  0.00 -21.366 -21.468   2.659
   416 28000  3.50 -1.50  2.00  0.00 -21.622 -21.655   2.568
   417 28000  4.00 -1.50  2.00  0.00 -21.547 -21.601   2.597
   418 28000  4.50 -1.50  2.00  0.00 -21.493 -21.569   2.624
   419 28000  5.00 -1.50  2.00  0.00 -21.449 -21.546   2.652
   420 29000  3.50 -1.50  2.00  0.00 -21.721 -21.748   2.560
   421 29000  4.00 -1.50  2.00  0.00 -21.635 -21.686   2.591
   422 29000  4.50 -1.50  2.00  0.00 -21.577 -21.648   2.618
   423 29000  5.00 -1.50  2.00  0.00 -21.531 -21.624   2.645
   424 30000  3.50 -1.50  2.00  0.00 -21.816 -21.837   2.552
   425 30000  4.00 -1.50  2.00  0.00 -21.726 -21.772   2.584
   426 30000  4.50 -1.50  2.00  0.00 -21.663 -21.729   2.612
   427 30000  5.00 -1.50  2.00  0.00 -21.615 -21.702   2.639
   428 31000  3.50 -1.50  2.00  0.00 -21.903 -21.918   2.544
   429 31000  4.00 -1.50  2.00  0.00 -21.817 -21.857   2.577
   430 31000  4.50 -1.50  2.00  0.00 -21.749 -21.811   2.605
   431 31000  5.00 -1.50  2.00  0.00 -21.699 -21.781   2.631
   432 32000  4.00 -1.50  2.00  0.00 -21.905 -21.940   2.570
   433 32000  4.50 -1.50  2.00  0.00 -21.836 -21.892   2.598
   434 32000  5.00 -1.50  2.00  0.00 -21.784 -21.859   2.624
   435 33000  4.00 -1.50  2.00  0.00 -21.985 -22.014   2.563
   436 33000  4.50 -1.50  2.00  0.00 -21.921 -21.971   2.590
   437 33000  5.00 -1.50  2.00  0.00 -21.867 -21.937   2.616
   438 34000  4.00 -1.50  2.00  0.00 -22.056 -22.080   2.556
   439 34000  4.50 -1.50  2.00  0.00 -22.000 -22.044   2.583
   440 34000  5.00 -1.50  2.00  0.00 -21.949 -22.013   2.608
   441 35000  4.00 -1.50  2.00  0.00 -22.118 -22.137   2.549
   442 35000  4.50 -1.50  2.00  0.00 -22.071 -22.110   2.576
   443 35000  5.00 -1.50  2.00  0.00 -22.025 -22.082   2.600
   444 36000  4.00 -1.50  2.00  0.00 -22.171 -22.185   2.544
   445 36000  4.50 -1.50  2.00  0.00 -22.136 -22.169   2.569
   446 36000  5.00 -1.50  2.00  0.00 -22.094 -22.146   2.593
   447 37000  4.00 -1.50  2.00  0.00 -22.215 -22.226   2.540
   448 37000  4.50 -1.50  2.00  0.00 -22.192 -22.221   2.562
   449 37000  5.00 -1.50  2.00  0.00 -22.157 -22.203   2.585
   450 38000  4.00 -1.50  2.00  0.00 -22.253 -22.262   2.536
   451 38000  4.50 -1.50  2.00  0.00 -22.240 -22.265   2.557
   452 38000  5.00 -1.50  2.00  0.00 -22.213 -22.254   2.578
   453 39000  4.00 -1.50  2.00  0.00 -22.287 -22.294   2.534
   454 39000  4.50 -1.50  2.00  0.00 -22.282 -22.303   2.552
   455 39000  5.00 -1.50  2.00  0.00 -22.262 -22.298   2.572
   456 40000  4.50 -1.50  2.00  0.00 -22.318 -22.336   2.549
   457 40000  5.00 -1.50  2.00  0.00 -22.305 -22.336   2.566
   458 41000  4.50 -1.50  2.00  0.00 -22.350 -22.366   2.546
   459 41000  5.00 -1.50  2.00  0.00 -22.341 -22.370   2.562
   460 42000  4.50 -1.50  2.00  0.00 -22.380 -22.395   2.545
   461 42000  5.00 -1.50  2.00  0.00 -22.374 -22.400   2.559
   462 43000  4.50 -1.50  2.00  0.00 -22.408 -22.421   2.543
   463 43000  5.00 -1.50  2.00  0.00 -22.403 -22.427   2.557
   464 44000  4.50 -1.50  2.00  0.00 -22.435 -22.447   2.542
   465 44000  5.00 -1.50  2.00  0.00 -22.430 -22.453   2.555
   466 45000  5.00 -1.50  2.00  0.00 -22.456 -22.478   2.553
   467 45000  5.00 -1.50  2.00  0.00 -22.456 -22.478   2.553
   468 46000  4.50 -1.50  2.00  0.00 -22.486 -22.497   2.540
   469 46000  5.00 -1.50  2.00  0.00 -22.481 -22.501   2.552
   470 47000  4.50 -1.50  2.00  0.00 -22.511 -22.522   2.539
   471 47000  5.00 -1.50  2.00  0.00 -22.505 -22.525   2.551
   472 48000  4.50 -1.50  2.00  0.00 -22.536 -22.546   2.538
   473 48000  5.00 -1.50  2.00  0.00 -22.528 -22.547   2.550
   474 49000  4.50 -1.50  2.00  0.00 -22.560 -22.569   2.537
   475 49000  5.00 -1.50  2.00  0.00 -22.552 -22.570   2.549
   476 50000  5.00 -1.50  2.00  0.00 -22.574 -22.592   2.548
