        Teff log g  [M]  Vturb  l/H   small     big    beta
     1  3500  0.00 -2.50  2.00  1.25 -12.174 -12.215   2.561
     2  3500  0.50 -2.50  2.00  1.25 -12.578 -12.612   2.553
     3  3500  1.00 -2.50  2.00  1.25 -12.935 -12.962   2.542
     4  3500  1.50 -2.50  2.00  1.25 -13.187 -13.206   2.532
     5  3500  2.00 -2.50  2.00  1.25 -13.312 -13.326   2.524
     6  3500  2.50 -2.50  2.00  1.25 -13.393 -13.402   2.518
     7  3500  3.00 -2.50  2.00  1.25 -13.450 -13.454   2.512
     8  3500  3.50 -2.50  2.00  1.25 -13.497 -13.495   2.504
     9  3500  4.00 -2.50  2.00  1.25 -13.545 -13.535   2.493
    10  3500  4.50 -2.50  2.00  1.25 -13.604 -13.585   2.480
    11  3500  5.00 -2.50  2.00  1.25 -13.685 -13.658   2.469
    12  3750  0.00 -2.50  2.00  1.25 -12.946 -12.990   2.566
    13  3750  0.50 -2.50  2.00  1.25 -13.232 -13.270   2.559
    14  3750  1.00 -2.50  2.00  1.25 -13.496 -13.527   2.549
    15  3750  1.50 -2.50  2.00  1.25 -13.726 -13.749   2.539
    16  3750  2.00 -2.50  2.00  1.25 -13.873 -13.891   2.530
    17  3750  2.50 -2.50  2.00  1.25 -13.948 -13.961   2.524
    18  3750  3.00 -2.50  2.00  1.25 -13.995 -14.004   2.519
    19  3750  3.50 -2.50  2.00  1.25 -14.031 -14.037   2.514
    20  3750  4.00 -2.50  2.00  1.25 -14.066 -14.066   2.507
    21  3750  4.50 -2.50  2.00  1.25 -14.107 -14.101   2.498
    22  3750  5.00 -2.50  2.00  1.25 -14.161 -14.148   2.488
    23  4000  0.00 -2.50  2.00  1.25 -13.773 -13.815   2.563
    24  4000  0.50 -2.50  2.00  1.25 -13.980 -14.018   2.558
    25  4000  1.00 -2.50  2.00  1.25 -14.160 -14.194   2.552
    26  4000  1.50 -2.50  2.00  1.25 -14.305 -14.333   2.544
    27  4000  2.00 -2.50  2.00  1.25 -14.415 -14.437   2.537
    28  4000  2.50 -2.50  2.00  1.25 -14.481 -14.499   2.530
    29  4000  3.00 -2.50  2.00  1.25 -14.519 -14.533   2.525
    30  4000  3.50 -2.50  2.00  1.25 -14.549 -14.559   2.521
