        Teff log g  [M]  Vturb  l/H   small     big    beta
     1  3500  0.00 -1.00  2.00  1.25 -12.668 -12.714   2.569
     2  3500  0.50 -1.00  2.00  1.25 -12.863 -12.906   2.565
     3  3500  1.00 -1.00  2.00  1.25 -13.022 -13.063   2.562
     4  3500  1.50 -1.00  2.00  1.25 -13.154 -13.193   2.559
     5  3500  2.00 -1.00  2.00  1.25 -13.266 -13.303   2.556
     6  3500  2.50 -1.00  2.00  1.25 -13.357 -13.388   2.549
     7  3500  3.00 -1.00  2.00  1.25 -13.417 -13.439   2.536
     8  3500  3.50 -1.00  2.00  1.25 -13.475 -13.486   2.520
     9  3500  4.00 -1.00  2.00  1.25 -13.508 -13.509   2.507
    10  3500  4.50 -1.00  2.00  1.25 -13.526 -13.517   2.493
    11  3500  5.00 -1.00  2.00  1.25 -13.532 -13.511   2.477
    12  3750  0.00 -1.00  2.00  1.25 -13.489 -13.529   2.561
    13  3750  0.50 -1.00  2.00  1.25 -13.635 -13.667   2.550
    14  3750  1.00 -1.00  2.00  1.25 -13.749 -13.774   2.540
    15  3750  1.50 -1.00  2.00  1.25 -13.844 -13.861   2.530
    16  3750  2.00 -1.00  2.00  1.25 -13.923 -13.935   2.522
    17  3750  2.50 -1.00  2.00  1.25 -13.992 -13.999   2.515
    18  3750  3.00 -1.00  2.00  1.25 -14.033 -14.035   2.509
    19  3750  3.50 -1.00  2.00  1.25 -14.046 -14.044   2.503
    20  3750  4.00 -1.00  2.00  1.25 -14.068 -14.062   2.497
    21  3750  4.50 -1.00  2.00  1.25 -14.085 -14.074   2.490
    22  3750  5.00 -1.00  2.00  1.25 -14.097 -14.078   2.480
    23  4000  0.00 -1.00  2.00  1.25 -14.179 -14.226   2.570
    24  4000  0.50 -1.00  2.00  1.25 -14.297 -14.338   2.562
    25  4000  1.00 -1.00  2.00  1.25 -14.381 -14.415   2.552
    26  4000  1.50 -1.00  2.00  1.25 -14.441 -14.467   2.541
    27  4000  2.00 -1.00  2.00  1.25 -14.488 -14.505   2.530
    28  4000  2.50 -1.00  2.00  1.25 -14.530 -14.539   2.519
    29  4000  3.00 -1.00  2.00  1.25 -14.570 -14.571   2.508
    30  4000  3.50 -1.00  2.00  1.25 -14.590 -14.585   2.500
    31  4000  4.00 -1.00  2.00  1.25 -14.587 -14.579   2.495
    32  4000  4.50 -1.00  2.00  1.25 -14.595 -14.584   2.491
    33  4000  5.00 -1.00  2.00  1.25 -14.605 -14.590   2.486
    34  4250  0.00 -1.00  2.00  1.25 -14.765 -14.815   2.574
    35  4250  0.50 -1.00  2.00  1.25 -14.863 -14.908   2.568
    36  4250  1.00 -1.00  2.00  1.25 -14.930 -14.971   2.561
    37  4250  1.50 -1.00  2.00  1.25 -14.977 -15.012   2.553
    38  4250  2.00 -1.00  2.00  1.25 -15.010 -15.038   2.544
    39  4250  2.50 -1.00  2.00  1.25 -15.036 -15.056   2.534
