        Teff log g  [M]a Vturb  l/H   small     big    beta
   377 20000  3.00 -0.50  2.00  0.00 -20.967 -21.010   2.581
   378 20000  3.50 -0.50  2.00  0.00 -20.913 -20.980   2.612
   379 20000  4.00 -0.50  2.00  0.00 -20.863 -20.954   2.644
   380 20000  4.50 -0.50  2.00  0.00 -20.816 -20.932   2.677
   381 20000  5.00 -0.50  2.00  0.00 -20.770 -20.913   2.711
   382 21000  3.00 -0.50  2.00  0.00 -21.076 -21.113   2.573
   383 21000  3.50 -0.50  2.00  0.00 -21.018 -21.079   2.605
   384 21000  4.00 -0.50  2.00  0.00 -20.965 -21.049   2.635
   385 21000  4.50 -0.50  2.00  0.00 -20.917 -21.026   2.667
   386 21000  5.00 -0.50  2.00  0.00 -20.871 -21.005   2.700
   387 22000  3.00 -0.50  2.00  0.00 -21.180 -21.211   2.566
   388 22000  3.50 -0.50  2.00  0.00 -21.119 -21.175   2.597
   389 22000  4.00 -0.50  2.00  0.00 -21.064 -21.142   2.627
   390 22000  4.50 -0.50  2.00  0.00 -21.014 -21.116   2.658
   391 22000  5.00 -0.50  2.00  0.00 -20.968 -21.094   2.690
   392 23000  3.00 -0.50  2.00  0.00 -21.280 -21.306   2.559
   393 23000  3.50 -0.50  2.00  0.00 -21.217 -21.267   2.590
   394 23000  4.00 -0.50  2.00  0.00 -21.160 -21.232   2.620
   395 23000  4.50 -0.50  2.00  0.00 -21.108 -21.204   2.650
   396 23000  5.00 -0.50  2.00  0.00 -21.061 -21.181   2.681
   397 24000  3.00 -0.50  2.00  0.00 -21.377 -21.399   2.553
   398 24000  3.50 -0.50  2.00  0.00 -21.312 -21.357   2.584
   399 24000  4.00 -0.50  2.00  0.00 -21.253 -21.320   2.613
   400 24000  4.50 -0.50  2.00  0.00 -21.200 -21.290   2.642
   401 24000  5.00 -0.50  2.00  0.00 -21.152 -21.265   2.673
   402 25000  3.00 -0.50  2.00  0.00 -21.476 -21.493   2.547
   403 25000  3.50 -0.50  2.00  0.00 -21.403 -21.444   2.578
   404 25000  4.00 -0.50  2.00  0.00 -21.343 -21.405   2.606
   405 25000  4.50 -0.50  2.00  0.00 -21.289 -21.373   2.635
   406 25000  5.00 -0.50  2.00  0.00 -21.240 -21.347   2.665
   407 26000  3.00 -0.50  2.00  0.00 -21.577 -21.588   2.540
   408 26000  3.50 -0.50  2.00  0.00 -21.492 -21.529   2.573
   409 26000  4.00 -0.50  2.00  0.00 -21.430 -21.487   2.600
   410 26000  4.50 -0.50  2.00  0.00 -21.376 -21.455   2.628
   411 26000  5.00 -0.50  2.00  0.00 -21.326 -21.428   2.658
   412 27000  3.50 -0.50  2.00  0.00 -21.582 -21.616   2.568
   413 27000  4.00 -0.50  2.00  0.00 -21.515 -21.569   2.595
   414 27000  4.50 -0.50  2.00  0.00 -21.460 -21.534   2.622
   415 27000  5.00 -0.50  2.00  0.00 -21.411 -21.507   2.651
   416 28000  3.50 -0.50  2.00  0.00 -21.675 -21.704   2.563
   417 28000  4.00 -0.50  2.00  0.00 -21.599 -21.650   2.590
   418 28000  4.50 -0.50  2.00  0.00 -21.543 -21.613   2.616
   419 28000  5.00 -0.50  2.00  0.00 -21.494 -21.585   2.644
   420 29000  3.50 -0.50  2.00  0.00 -21.767 -21.791   2.556
   421 29000  4.00 -0.50  2.00  0.00 -21.685 -21.732   2.586
   422 29000  4.50 -0.50  2.00  0.00 -21.625 -21.691   2.611
   423 29000  5.00 -0.50  2.00  0.00 -21.576 -21.662   2.638
   424 30000  3.50 -0.50  2.00  0.00 -21.854 -21.873   2.549
   425 30000  4.00 -0.50  2.00  0.00 -21.772 -21.814   2.580
   426 30000  4.50 -0.50  2.00  0.00 -21.708 -21.770   2.606
   427 30000  5.00 -0.50  2.00  0.00 -21.657 -21.739   2.632
   428 31000  3.50 -0.50  2.00  0.00 -21.932 -21.945   2.542
   429 31000  4.00 -0.50  2.00  0.00 -21.857 -21.895   2.574
   430 31000  4.50 -0.50  2.00  0.00 -21.791 -21.849   2.600
   431 31000  5.00 -0.50  2.00  0.00 -21.738 -21.816   2.626
   432 32000  4.00 -0.50  2.00  0.00 -21.939 -21.972   2.567
   433 32000  4.50 -0.50  2.00  0.00 -21.873 -21.926   2.594
   434 32000  5.00 -0.50  2.00  0.00 -21.819 -21.892   2.619
   435 33000  4.00 -0.50  2.00  0.00 -22.013 -22.041   2.561
   436 33000  4.50 -0.50  2.00  0.00 -21.953 -22.001   2.588
   437 33000  5.00 -0.50  2.00  0.00 -21.899 -21.966   2.612
   438 34000  4.00 -0.50  2.00  0.00 -22.079 -22.102   2.555
   439 34000  4.50 -0.50  2.00  0.00 -22.026 -22.069   2.581
   440 34000  5.00 -0.50  2.00  0.00 -21.976 -22.037   2.606
   441 35000  4.00 -0.50  2.00  0.00 -22.137 -22.156   2.550
   442 35000  4.50 -0.50  2.00  0.00 -22.094 -22.132   2.575
   443 35000  5.00 -0.50  2.00  0.00 -22.047 -22.103   2.599
   444 36000  4.00 -0.50  2.00  0.00 -22.187 -22.203   2.545
   445 36000  4.50 -0.50  2.00  0.00 -22.155 -22.188   2.569
   446 36000  5.00 -0.50  2.00  0.00 -22.113 -22.165   2.592
   447 37000  4.00 -0.50  2.00  0.00 -22.231 -22.243   2.541
   448 37000  4.50 -0.50  2.00  0.00 -22.208 -22.238   2.563
   449 37000  5.00 -0.50  2.00  0.00 -22.173 -22.220   2.585
   450 38000  4.00 -0.50  2.00  0.00 -22.270 -22.280   2.539
   451 38000  4.50 -0.50  2.00  0.00 -22.255 -22.281   2.558
   452 38000  5.00 -0.50  2.00  0.00 -22.228 -22.269   2.579
   453 39000  4.00 -0.50  2.00  0.00 -22.305 -22.314   2.536
   454 39000  4.50 -0.50  2.00  0.00 -22.296 -22.319   2.555
   455 39000  5.00 -0.50  2.00  0.00 -22.275 -22.313   2.574
   456 40000  4.50 -0.50  2.00  0.00 -22.333 -22.354   2.552
   457 40000  5.00 -0.50  2.00  0.00 -22.318 -22.351   2.569
   458 41000  4.50 -0.50  2.00  0.00 -22.367 -22.386   2.549
   459 41000  5.00 -0.50  2.00  0.00 -22.355 -22.386   2.565
   460 42000  4.50 -0.50  2.00  0.00 -22.399 -22.416   2.548
   461 42000  5.00 -0.50  2.00  0.00 -22.389 -22.417   2.562
   462 43000  4.50 -0.50  2.00  0.00 -22.430 -22.446   2.546
   463 43000  5.00 -0.50  2.00  0.00 -22.420 -22.447   2.560
   464 44000  4.50 -0.50  2.00  0.00 -22.459 -22.474   2.544
   465 44000  5.00 -0.50  2.00  0.00 -22.450 -22.475   2.558
   466 45000  5.00 -0.50  2.00  0.00 -22.478 -22.502   2.556
   467 45000  5.00 -0.50  2.00  0.00 -22.478 -22.502   2.556
   468 46000  4.50 -0.50  2.00  0.00 -22.516 -22.528   2.542
   469 46000  5.00 -0.50  2.00  0.00 -22.505 -22.528   2.555
   470 47000  4.50 -0.50  2.00  0.00 -22.543 -22.554   2.540
   471 47000  5.00 -0.50  2.00  0.00 -22.532 -22.554   2.553
   472 48000  4.50 -0.50  2.00  0.00 -22.569 -22.580   2.539
   473 48000  5.00 -0.50  2.00  0.00 -22.558 -22.578   2.552
   474 49000  4.50 -0.50  2.00  0.00 -22.595 -22.605   2.538
   475 49000  5.00 -0.50  2.00  0.00 -22.583 -22.602   2.551
   476 50000  5.00 -0.50  2.00  0.00 -22.607 -22.626   2.550
