        Teff log g  [M]  Vturb  l/H   small     big    beta
   377 20000  3.00  0.50  2.00  0.00 -21.110 -21.149   2.576
   378 20000  3.50  0.50  2.00  0.00 -21.061 -21.124   2.608
   379 20000  4.00  0.50  2.00  0.00 -21.021 -21.109   2.640
   380 20000  4.50  0.50  2.00  0.00 -20.984 -21.097   2.673
   381 20000  5.00  0.50  2.00  0.00 -20.940 -21.080   2.707
   382 21000  3.00  0.50  2.00  0.00 -21.218 -21.251   2.568
   383 21000  3.50  0.50  2.00  0.00 -21.165 -21.223   2.600
   384 21000  4.00  0.50  2.00  0.00 -21.122 -21.203   2.631
   385 21000  4.50  0.50  2.00  0.00 -21.086 -21.191   2.662
   386 21000  5.00  0.50  2.00  0.00 -21.047 -21.176   2.693
   387 22000  3.00  0.50  2.00  0.00 -21.319 -21.347   2.561
   388 22000  3.50  0.50  2.00  0.00 -21.265 -21.317   2.593
   389 22000  4.00  0.50  2.00  0.00 -21.218 -21.293   2.622
   390 22000  4.50  0.50  2.00  0.00 -21.181 -21.278   2.652
   391 22000  5.00  0.50  2.00  0.00 -21.144 -21.264   2.681
   392 23000  3.00  0.50  2.00  0.00 -21.414 -21.437   2.555
   393 23000  3.50  0.50  2.00  0.00 -21.360 -21.407   2.586
   394 23000  4.00  0.50  2.00  0.00 -21.310 -21.379   2.615
   395 23000  4.50  0.50  2.00  0.00 -21.270 -21.361   2.643
   396 23000  5.00  0.50  2.00  0.00 -21.234 -21.346   2.671
   397 24000  3.00  0.50  2.00  0.00 -21.505 -21.524   2.550
   398 24000  3.50  0.50  2.00  0.00 -21.451 -21.493   2.580
   399 24000  4.00  0.50  2.00  0.00 -21.398 -21.462   2.608
   400 24000  4.50  0.50  2.00  0.00 -21.355 -21.440   2.636
   401 24000  5.00  0.50  2.00  0.00 -21.318 -21.423   2.663
   402 25000  3.00  0.50  2.00  0.00 -21.595 -21.609   2.544
   403 25000  3.50  0.50  2.00  0.00 -21.537 -21.576   2.576
   404 25000  4.00  0.50  2.00  0.00 -21.483 -21.542   2.602
   405 25000  4.50  0.50  2.00  0.00 -21.437 -21.516   2.629
   406 25000  5.00  0.50  2.00  0.00 -21.398 -21.498   2.655
   407 26000  3.00  0.50  2.00  0.00 -21.680 -21.688   2.536
   408 26000  3.50  0.50  2.00  0.00 -21.622 -21.658   2.572
   409 26000  4.00  0.50  2.00  0.00 -21.564 -21.620   2.598
   410 26000  4.50  0.50  2.00  0.00 -21.516 -21.591   2.623
   411 26000  5.00  0.50  2.00  0.00 -21.475 -21.570   2.649
   412 27000  3.50  0.50  2.00  0.00 -21.708 -21.740   2.567
   413 27000  4.00  0.50  2.00  0.00 -21.644 -21.697   2.594
   414 27000  4.50  0.50  2.00  0.00 -21.593 -21.665   2.619
   415 27000  5.00  0.50  2.00  0.00 -21.550 -21.641   2.644
   416 28000  3.50  0.50  2.00  0.00 -21.793 -21.821   2.562
   417 28000  4.00  0.50  2.00  0.00 -21.725 -21.774   2.590
   418 28000  4.50  0.50  2.00  0.00 -21.669 -21.738   2.614
   419 28000  5.00  0.50  2.00  0.00 -21.624 -21.711   2.639
   420 29000  3.50  0.50  2.00  0.00 -21.873 -21.896   2.555
   421 29000  4.00  0.50  2.00  0.00 -21.805 -21.852   2.585
   422 29000  4.50  0.50  2.00  0.00 -21.746 -21.812   2.611
   423 29000  5.00  0.50  2.00  0.00 -21.698 -21.781   2.635
   424 30000  3.50  0.50  2.00  0.00 -21.946 -21.964   2.548
   425 30000  4.00  0.50  2.00  0.00 -21.885 -21.927   2.580
   426 30000  4.50  0.50  2.00  0.00 -21.823 -21.885   2.606
   427 30000  5.00  0.50  2.00  0.00 -21.772 -21.852   2.630
   428 31000  3.50  0.50  2.00  0.00 -22.009 -22.022   2.542
   429 31000  4.00  0.50  2.00  0.00 -21.961 -21.998   2.574
   430 31000  4.50  0.50  2.00  0.00 -21.899 -21.957   2.601
   431 31000  5.00  0.50  2.00  0.00 -21.846 -21.923   2.625
   432 32000  4.00  0.50  2.00  0.00 -22.030 -22.063   2.568
   433 32000  4.50  0.50  2.00  0.00 -21.974 -22.027   2.595
   434 32000  5.00  0.50  2.00  0.00 -21.919 -21.992   2.620
   435 33000  4.00  0.50  2.00  0.00 -22.093 -22.122   2.562
   436 33000  4.50  0.50  2.00  0.00 -22.043 -22.092   2.589
   437 33000  5.00  0.50  2.00  0.00 -21.991 -22.059   2.614
   438 34000  4.00  0.50  2.00  0.00 -22.149 -22.174   2.557
   439 34000  4.50  0.50  2.00  0.00 -22.107 -22.151   2.583
   440 34000  5.00  0.50  2.00  0.00 -22.058 -22.121   2.607
   441 35000  4.00  0.50  2.00  0.00 -22.199 -22.220   2.552
   442 35000  4.50  0.50  2.00  0.00 -22.165 -22.205   2.577
   443 35000  5.00  0.50  2.00  0.00 -22.121 -22.179   2.601
   444 36000  4.00  0.50  2.00  0.00 -22.244 -22.262   2.548
   445 36000  4.50  0.50  2.00  0.00 -22.217 -22.253   2.572
   446 36000  5.00  0.50  2.00  0.00 -22.179 -22.232   2.595
   447 37000  4.00  0.50  2.00  0.00 -22.284 -22.300   2.545
   448 37000  4.50  0.50  2.00  0.00 -22.264 -22.296   2.567
   449 37000  5.00  0.50  2.00  0.00 -22.231 -22.280   2.589
   450 38000  4.00  0.50  2.00  0.00 -22.322 -22.336   2.543
   451 38000  4.50  0.50  2.00  0.00 -22.306 -22.336   2.563
   452 38000  5.00  0.50  2.00  0.00 -22.279 -22.324   2.584
   453 39000  4.00  0.50  2.00  0.00 -22.358 -22.370   2.541
   454 39000  4.50  0.50  2.00  0.00 -22.345 -22.372   2.560
   455 39000  5.00  0.50  2.00  0.00 -22.321 -22.363   2.579
   456 40000  4.50  0.50  2.00  0.00 -22.381 -22.407   2.558
   457 40000  5.00  0.50  2.00  0.00 -22.360 -22.399   2.576
   458 41000  4.50  0.50  2.00  0.00 -22.416 -22.440   2.556
   459 41000  5.00  0.50  2.00  0.00 -22.396 -22.433   2.573
   460 42000  4.50  0.50  2.00  0.00 -22.449 -22.472   2.554
   461 42000  5.00  0.50  2.00  0.00 -22.430 -22.465   2.571
   462 43000  4.50  0.50  2.00  0.00 -22.482 -22.503   2.552
   463 43000  5.00  0.50  2.00  0.00 -22.463 -22.496   2.569
   464 44000  4.50  0.50  2.00  0.00 -22.514 -22.533   2.551
   465 44000  5.00  0.50  2.00  0.00 -22.494 -22.526   2.567
   466 45000  5.00  0.50  2.00  0.00 -22.525 -22.556   2.565
   467 45000  5.00  0.50  2.00  0.00 -22.525 -22.556   2.565
   468 46000  4.50  0.50  2.00  0.00 -22.575 -22.592   2.547
   469 46000  5.00  0.50  2.00  0.00 -22.555 -22.584   2.563
   470 47000  4.50  0.50  2.00  0.00 -22.604 -22.620   2.546
   471 47000  5.00  0.50  2.00  0.00 -22.584 -22.612   2.561
   472 48000  4.50  0.50  2.00  0.00 -22.632 -22.647   2.544
   473 48000  5.00  0.50  2.00  0.00 -22.613 -22.639   2.560
   474 49000  4.50  0.50  2.00  0.00 -22.660 -22.674   2.543
   475 49000  5.00  0.50  2.00  0.00 -22.640 -22.666   2.558
   476 50000  5.00  0.50  2.00  0.00 -22.667 -22.691   2.557
