        Teff log g  [M]  Vturb  l/H   small     big    beta
   387 22000  3.00  0.50  2.00  0.00 -21.314 -21.340   2.560
   388 22000  3.50  0.50  2.00  0.00 -21.259 -21.310   2.592
   389 22000  4.00  0.50  2.00  0.00 -21.212 -21.286   2.622
   390 22000  4.50  0.50  2.00  0.00 -21.175 -21.272   2.651
   391 22000  5.00  0.50  2.00  0.00 -21.139 -21.259   2.681
   392 23000  3.00  0.50  2.00  0.00 -21.409 -21.431   2.554
   393 23000  3.50  0.50  2.00  0.00 -21.355 -21.401   2.585
   394 23000  4.00  0.50  2.00  0.00 -21.304 -21.372   2.614
   395 23000  4.50  0.50  2.00  0.00 -21.265 -21.355   2.643
   396 23000  5.00  0.50  2.00  0.00 -21.229 -21.341   2.671
   397 24000  3.00  0.50  2.00  0.00 -21.502 -21.519   2.548
   398 24000  3.50  0.50  2.00  0.00 -21.446 -21.487   2.579
   399 24000  4.00  0.50  2.00  0.00 -21.392 -21.456   2.607
   400 24000  4.50  0.50  2.00  0.00 -21.350 -21.434   2.635
   401 24000  5.00  0.50  2.00  0.00 -21.313 -21.418   2.662
   402 25000  3.00  0.50  2.00  0.00 -21.593 -21.605   2.541
   403 25000  3.50  0.50  2.00  0.00 -21.533 -21.571   2.574
   404 25000  4.00  0.50  2.00  0.00 -21.478 -21.536   2.601
   405 25000  4.50  0.50  2.00  0.00 -21.431 -21.511   2.628
   406 25000  5.00  0.50  2.00  0.00 -21.393 -21.492   2.655
   407 26000  3.00  0.50  2.00  0.00 -21.677 -21.683   2.533
   408 26000  3.50  0.50  2.00  0.00 -21.620 -21.654   2.570
   409 26000  4.00  0.50  2.00  0.00 -21.560 -21.615   2.597
   410 26000  4.50  0.50  2.00  0.00 -21.511 -21.586   2.623
   411 26000  5.00  0.50  2.00  0.00 -21.470 -21.564   2.648
   412 27000  3.50  0.50  2.00  0.00 -21.707 -21.738   2.565
   413 27000  4.00  0.50  2.00  0.00 -21.641 -21.693   2.593
   414 27000  4.50  0.50  2.00  0.00 -21.589 -21.660   2.618
   415 27000  5.00  0.50  2.00  0.00 -21.545 -21.636   2.643
   416 28000  3.50  0.50  2.00  0.00 -21.793 -21.819   2.559
   417 28000  4.00  0.50  2.00  0.00 -21.723 -21.772   2.588
   418 28000  4.50  0.50  2.00  0.00 -21.666 -21.734   2.613
   419 28000  5.00  0.50  2.00  0.00 -21.620 -21.706   2.638
   420 29000  3.50  0.50  2.00  0.00 -21.873 -21.895   2.553
   421 29000  4.00  0.50  2.00  0.00 -21.805 -21.850   2.584
   422 29000  4.50  0.50  2.00  0.00 -21.744 -21.809   2.609
   423 29000  5.00  0.50  2.00  0.00 -21.694 -21.777   2.634
   424 30000  3.50  0.50  2.00  0.00 -21.946 -21.962   2.546
   425 30000  4.00  0.50  2.00  0.00 -21.886 -21.926   2.578
   426 30000  4.50  0.50  2.00  0.00 -21.822 -21.883   2.605
   427 30000  5.00  0.50  2.00  0.00 -21.769 -21.849   2.629
   428 31000  3.50  0.50  2.00  0.00 -22.007 -22.019   2.540
   429 31000  4.00  0.50  2.00  0.00 -21.962 -21.998   2.572
   430 31000  4.50  0.50  2.00  0.00 -21.900 -21.957   2.599
   431 31000  5.00  0.50  2.00  0.00 -21.845 -21.921   2.624
   432 32000  4.00  0.50  2.00  0.00 -22.032 -22.063   2.566
   433 32000  4.50  0.50  2.00  0.00 -21.975 -22.027   2.593
   434 32000  5.00  0.50  2.00  0.00 -21.919 -21.991   2.618
   435 33000  4.00  0.50  2.00  0.00 -22.094 -22.121   2.560
   436 33000  4.50  0.50  2.00  0.00 -22.045 -22.092   2.587
   437 33000  5.00  0.50  2.00  0.00 -21.992 -22.059   2.612
   438 34000  4.00  0.50  2.00  0.00 -22.149 -22.172   2.555
   439 34000  4.50  0.50  2.00  0.00 -22.108 -22.151   2.581
   440 34000  5.00  0.50  2.00  0.00 -22.060 -22.122   2.606
   441 35000  4.00  0.50  2.00  0.00 -22.197 -22.217   2.551
   442 35000  4.50  0.50  2.00  0.00 -22.166 -22.205   2.575
   443 35000  5.00  0.50  2.00  0.00 -22.123 -22.180   2.599
   444 36000  4.00  0.50  2.00  0.00 -22.240 -22.257   2.547
   445 36000  4.50  0.50  2.00  0.00 -22.218 -22.252   2.570
   446 36000  5.00  0.50  2.00  0.00 -22.180 -22.233   2.593
   447 37000  4.00  0.50  2.00  0.00 -22.279 -22.294   2.544
   448 37000  4.50  0.50  2.00  0.00 -22.263 -22.294   2.566
   449 37000  5.00  0.50  2.00  0.00 -22.232 -22.280   2.587
   450 38000  4.00  0.50  2.00  0.00 -22.316 -22.329   2.542
   451 38000  4.50  0.50  2.00  0.00 -22.304 -22.333   2.562
   452 38000  5.00  0.50  2.00  0.00 -22.279 -22.323   2.582
   453 39000  4.00  0.50  2.00  0.00 -22.350 -22.362   2.540
   454 39000  4.50  0.50  2.00  0.00 -22.342 -22.368   2.559
   455 39000  5.00  0.50  2.00  0.00 -22.321 -22.361   2.578
   456 40000  4.50  0.50  2.00  0.00 -22.377 -22.401   2.557
   457 40000  5.00  0.50  2.00  0.00 -22.359 -22.397   2.574
   458 41000  4.50  0.50  2.00  0.00 -22.410 -22.433   2.555
   459 41000  5.00  0.50  2.00  0.00 -22.394 -22.429   2.572
   460 42000  4.50  0.50  2.00  0.00 -22.442 -22.464   2.553
   461 42000  5.00  0.50  2.00  0.00 -22.426 -22.460   2.569
   462 43000  4.50  0.50  2.00  0.00 -22.474 -22.494   2.552
   463 43000  5.00  0.50  2.00  0.00 -22.458 -22.490   2.567
   464 44000  4.50  0.50  2.00  0.00 -22.504 -22.524   2.550
   465 44000  5.00  0.50  2.00  0.00 -22.488 -22.519   2.566
   466 45000  5.00  0.50  2.00  0.00 -22.518 -22.548   2.564
   467 45000  5.00  0.50  2.00  0.00 -22.518 -22.548   2.564
   468 46000  4.50  0.50  2.00  0.00 -22.564 -22.580   2.547
   469 46000  5.00  0.50  2.00  0.00 -22.547 -22.576   2.562
   470 47000  4.50  0.50  2.00  0.00 -22.592 -22.607   2.545
   471 47000  5.00  0.50  2.00  0.00 -22.576 -22.603   2.560
   472 48000  4.50  0.50  2.00  0.00 -22.619 -22.634   2.544
   473 48000  5.00  0.50  2.00  0.00 -22.603 -22.629   2.559
   474 49000  4.50  0.50  2.00  0.00 -22.646 -22.660   2.542
   475 49000  5.00  0.50  2.00  0.00 -22.630 -22.655   2.557
   476 50000  5.00  0.50  2.00  0.00 -22.656 -22.680   2.556
