        Teff log g  [M]a Vturb  l/H   small     big    beta
   376 19000  5.00 -2.00  2.00  0.00 -20.605 -20.768   2.738
   377 20000  3.00 -2.00  2.00  0.00 -20.893 -20.942   2.589
   378 20000  3.50 -2.00  2.00  0.00 -20.846 -20.920   2.622
   379 20000  4.00 -2.00  2.00  0.00 -20.800 -20.900   2.655
   380 20000  4.50 -2.00  2.00  0.00 -20.756 -20.882   2.690
   381 20000  5.00 -2.00  2.00  0.00 -20.712 -20.866   2.726
   382 21000  3.00 -2.00  2.00  0.00 -20.997 -21.041   2.582
   383 21000  3.50 -2.00  2.00  0.00 -20.949 -21.017   2.613
   384 21000  4.00 -2.00  2.00  0.00 -20.903 -20.995   2.645
   385 21000  4.50 -2.00  2.00  0.00 -20.859 -20.977   2.679
   386 21000  5.00 -2.00  2.00  0.00 -20.815 -20.960   2.714
   387 22000  3.00 -2.00  2.00  0.00 -21.098 -21.136   2.575
   388 22000  3.50 -2.00  2.00  0.00 -21.047 -21.109   2.606
   389 22000  4.00 -2.00  2.00  0.00 -21.001 -21.086   2.637
   390 22000  4.50 -2.00  2.00  0.00 -20.957 -21.067   2.669
   391 22000  5.00 -2.00  2.00  0.00 -20.914 -21.050   2.702
   392 23000  3.00 -2.00  2.00  0.00 -21.196 -21.230   2.569
   393 23000  3.50 -2.00  2.00  0.00 -21.142 -21.199   2.599
   394 23000  4.00 -2.00  2.00  0.00 -21.094 -21.174   2.629
   395 23000  4.50 -2.00  2.00  0.00 -21.050 -21.154   2.660
   396 23000  5.00 -2.00  2.00  0.00 -21.009 -21.137   2.692
   397 24000  3.00 -2.00  2.00  0.00 -21.295 -21.324   2.563
   398 24000  3.50 -2.00  2.00  0.00 -21.234 -21.286   2.593
   399 24000  4.00 -2.00  2.00  0.00 -21.184 -21.259   2.622
   400 24000  4.50 -2.00  2.00  0.00 -21.140 -21.238   2.652
   401 24000  5.00 -2.00  2.00  0.00 -21.099 -21.220   2.683
   402 25000  3.00 -2.00  2.00  0.00 -21.398 -21.422   2.556
   403 25000  3.50 -2.00  2.00  0.00 -21.325 -21.373   2.588
   404 25000  4.00 -2.00  2.00  0.00 -21.272 -21.342   2.616
   405 25000  4.50 -2.00  2.00  0.00 -21.227 -21.319   2.645
   406 25000  5.00 -2.00  2.00  0.00 -21.186 -21.301   2.675
   407 26000  3.00 -2.00  2.00  0.00 -21.510 -21.528   2.548
   408 26000  3.50 -2.00  2.00  0.00 -21.416 -21.460   2.582
   409 26000  4.00 -2.00  2.00  0.00 -21.359 -21.424   2.610
   410 26000  4.50 -2.00  2.00  0.00 -21.312 -21.399   2.638
   411 26000  5.00 -2.00  2.00  0.00 -21.271 -21.380   2.668
   412 27000  3.50 -2.00  2.00  0.00 -21.511 -21.550   2.576
   413 27000  4.00 -2.00  2.00  0.00 -21.445 -21.506   2.604
   414 27000  4.50 -2.00  2.00  0.00 -21.396 -21.478   2.632
   415 27000  5.00 -2.00  2.00  0.00 -21.354 -21.458   2.661
   416 28000  3.50 -2.00  2.00  0.00 -21.610 -21.644   2.570
   417 28000  4.00 -2.00  2.00  0.00 -21.533 -21.589   2.599
   418 28000  4.50 -2.00  2.00  0.00 -21.480 -21.558   2.626
   419 28000  5.00 -2.00  2.00  0.00 -21.437 -21.536   2.654
   420 29000  3.50 -2.00  2.00  0.00 -21.711 -21.739   2.561
   421 29000  4.00 -2.00  2.00  0.00 -21.623 -21.675   2.593
   422 29000  4.50 -2.00  2.00  0.00 -21.565 -21.638   2.620
   423 29000  5.00 -2.00  2.00  0.00 -21.520 -21.614   2.647
   424 30000  3.50 -2.00  2.00  0.00 -21.809 -21.830   2.553
   425 30000  4.00 -2.00  2.00  0.00 -21.716 -21.763   2.586
   426 30000  4.50 -2.00  2.00  0.00 -21.652 -21.719   2.613
   427 30000  5.00 -2.00  2.00  0.00 -21.604 -21.693   2.640
   428 31000  3.50 -2.00  2.00  0.00 -21.897 -21.912   2.544
   429 31000  4.00 -2.00  2.00  0.00 -21.809 -21.849   2.578
   430 31000  4.50 -2.00  2.00  0.00 -21.740 -21.802   2.606
   431 31000  5.00 -2.00  2.00  0.00 -21.690 -21.772   2.633
   432 32000  4.00 -2.00  2.00  0.00 -21.899 -21.933   2.570
   433 32000  4.50 -2.00  2.00  0.00 -21.829 -21.885   2.598
   434 32000  5.00 -2.00  2.00  0.00 -21.776 -21.852   2.625
   435 33000  4.00 -2.00  2.00  0.00 -21.980 -22.009   2.563
   436 33000  4.50 -2.00  2.00  0.00 -21.915 -21.965   2.590
   437 33000  5.00 -2.00  2.00  0.00 -21.861 -21.931   2.616
   438 34000  4.00 -2.00  2.00  0.00 -22.052 -22.075   2.556
   439 34000  4.50 -2.00  2.00  0.00 -21.995 -22.040   2.583
   440 34000  5.00 -2.00  2.00  0.00 -21.944 -22.008   2.608
   441 35000  4.00 -2.00  2.00  0.00 -22.114 -22.133   2.549
   442 35000  4.50 -2.00  2.00  0.00 -22.068 -22.106   2.575
   443 35000  5.00 -2.00  2.00  0.00 -22.021 -22.078   2.600
   444 36000  4.00 -2.00  2.00  0.00 -22.167 -22.181   2.543
   445 36000  4.50 -2.00  2.00  0.00 -22.133 -22.166   2.568
   446 36000  5.00 -2.00  2.00  0.00 -22.091 -22.142   2.592
   447 37000  4.00 -2.00  2.00  0.00 -22.212 -22.222   2.539
   448 37000  4.50 -2.00  2.00  0.00 -22.189 -22.217   2.562
   449 37000  5.00 -2.00  2.00  0.00 -22.154 -22.200   2.585
   450 38000  4.00 -2.00  2.00  0.00 -22.249 -22.257   2.536
   451 38000  4.50 -2.00  2.00  0.00 -22.237 -22.261   2.556
   452 38000  5.00 -2.00  2.00  0.00 -22.211 -22.251   2.577
   453 39000  4.00 -2.00  2.00  0.00 -22.283 -22.289   2.533
   454 39000  4.50 -2.00  2.00  0.00 -22.279 -22.299   2.551
   455 39000  5.00 -2.00  2.00  0.00 -22.260 -22.295   2.571
   456 40000  4.50 -2.00  2.00  0.00 -22.314 -22.332   2.548
   457 40000  5.00 -2.00  2.00  0.00 -22.302 -22.333   2.565
   458 41000  4.50 -2.00  2.00  0.00 -22.345 -22.361   2.546
   459 41000  5.00 -2.00  2.00  0.00 -22.338 -22.366   2.561
   460 42000  4.50 -2.00  2.00  0.00 -22.374 -22.389   2.544
   461 42000  5.00 -2.00  2.00  0.00 -22.370 -22.395   2.558
   462 43000  4.50 -2.00  2.00  0.00 -22.401 -22.415   2.542
   463 43000  5.00 -2.00  2.00  0.00 -22.399 -22.422   2.556
   464 44000  4.50 -2.00  2.00  0.00 -22.427 -22.440   2.541
   465 44000  5.00 -2.00  2.00  0.00 -22.425 -22.447   2.554
   466 45000  5.00 -2.00  2.00  0.00 -22.450 -22.471   2.552
   467 45000  5.00 -2.00  2.00  0.00 -22.450 -22.471   2.552
   468 46000  4.50 -2.00  2.00  0.00 -22.477 -22.488   2.539
   469 46000  5.00 -2.00  2.00  0.00 -22.474 -22.494   2.551
   470 47000  4.50 -2.00  2.00  0.00 -22.501 -22.511   2.538
   471 47000  5.00 -2.00  2.00  0.00 -22.497 -22.516   2.550
   472 48000  4.50 -2.00  2.00  0.00 -22.525 -22.534   2.537
   473 48000  5.00 -2.00  2.00  0.00 -22.520 -22.538   2.549
   474 49000  4.50 -2.00  2.00  0.00 -22.548 -22.557   2.536
   475 49000  5.00 -2.00  2.00  0.00 -22.542 -22.560   2.548
   476 50000  5.00 -2.00  2.00  0.00 -22.564 -22.581   2.547
