        Teff log g  [M]  Vturb  l/H   small     big    beta
     1  3500  0.00 -1.50  2.00  1.25 -12.603 -12.638   2.554
     2  3500  0.50 -1.50  2.00  1.25 -12.883 -12.911   2.545
     3  3500  1.00 -1.50  2.00  1.25 -13.114 -13.136   2.537
     4  3500  1.50 -1.50  2.00  1.25 -13.302 -13.319   2.528
     5  3500  2.00 -1.50  2.00  1.25 -13.438 -13.449   2.520
     6  3500  2.50 -1.50  2.00  1.25 -13.493 -13.497   2.512
     7  3500  3.00 -1.50  2.00  1.25 -13.526 -13.526   2.505
     8  3500  3.50 -1.50  2.00  1.25 -13.546 -13.540   2.499
     9  3500  4.00 -1.50  2.00  1.25 -13.556 -13.545   2.490
    10  3500  4.50 -1.50  2.00  1.25 -13.562 -13.541   2.478
    11  3500  5.00 -1.50  2.00  1.25 -13.567 -13.535   2.462
    12  3750  0.00 -1.50  2.00  1.25 -13.345 -13.385   2.561
    13  3750  0.50 -1.50  2.00  1.25 -13.547 -13.579   2.550
    14  3750  1.00 -1.50  2.00  1.25 -13.713 -13.737   2.539
    15  3750  1.50 -1.50  2.00  1.25 -13.852 -13.868   2.528
    16  3750  2.00 -1.50  2.00  1.25 -13.968 -13.977   2.518
    17  3750  2.50 -1.50  2.00  1.25 -14.042 -14.045   2.510
    18  3750  3.00 -1.50  2.00  1.25 -14.061 -14.060   2.505
    19  3750  3.50 -1.50  2.00  1.25 -14.072 -14.068   2.501
    20  3750  4.00 -1.50  2.00  1.25 -14.085 -14.078   2.496
    21  3750  4.50 -1.50  2.00  1.25 -14.098 -14.086   2.489
    22  3750  5.00 -1.50  2.00  1.25 -14.124 -14.105   2.480
    23  4000  0.00 -1.50  2.00  1.25 -14.051 -14.096   2.568
    24  4000  0.50 -1.50  2.00  1.25 -14.210 -14.250   2.561
    25  4000  1.00 -1.50  2.00  1.25 -14.328 -14.361   2.551
    26  4000  1.50 -1.50  2.00  1.25 -14.415 -14.441   2.541
    27  4000  2.00 -1.50  2.00  1.25 -14.479 -14.498   2.531
    28  4000  2.50 -1.50  2.00  1.25 -14.536 -14.546   2.520
    29  4000  3.00 -1.50  2.00  1.25 -14.575 -14.579   2.511
    30  4000  3.50 -1.50  2.00  1.25 -14.582 -14.582   2.506
    31  4000  4.00 -1.50  2.00  1.25 -14.589 -14.586   2.502
    32  4000  4.50 -1.50  2.00  1.25 -14.599 -14.592   2.498
    33  4000  5.00 -1.50  2.00  1.25 -14.609 -14.598   2.491
    34  4250  0.00 -1.50  2.00  1.25 -14.672 -14.717   2.567
