        Teff log g  [M]a Vturb  l/H   small     big    beta
   377 20000  3.00 -4.00  2.00  0.00 -20.872 -20.923   2.591
   378 20000  3.50 -4.00  2.00  0.00 -20.828 -20.904   2.624
   379 20000  4.00 -4.00  2.00  0.00 -20.785 -20.886   2.658
   380 20000  4.50 -4.00  2.00  0.00 -20.742 -20.871   2.693
   381 20000  5.00 -4.00  2.00  0.00 -20.700 -20.856   2.728
   382 21000  3.00 -4.00  2.00  0.00 -20.974 -21.019   2.585
   383 21000  3.50 -4.00  2.00  0.00 -20.930 -20.999   2.616
   384 21000  4.00 -4.00  2.00  0.00 -20.887 -20.981   2.648
   385 21000  4.50 -4.00  2.00  0.00 -20.844 -20.964   2.682
   386 21000  5.00 -4.00  2.00  0.00 -20.803 -20.950   2.716
   387 22000  3.00 -4.00  2.00  0.00 -21.072 -21.113   2.578
   388 22000  3.50 -4.00  2.00  0.00 -21.026 -21.090   2.609
   389 22000  4.00 -4.00  2.00  0.00 -20.983 -21.071   2.639
   390 22000  4.50 -4.00  2.00  0.00 -20.942 -21.054   2.671
   391 22000  5.00 -4.00  2.00  0.00 -20.901 -21.039   2.705
   392 23000  3.00 -4.00  2.00  0.00 -21.169 -21.206   2.573
   393 23000  3.50 -4.00  2.00  0.00 -21.119 -21.179   2.603
   394 23000  4.00 -4.00  2.00  0.00 -21.076 -21.157   2.632
   395 23000  4.50 -4.00  2.00  0.00 -21.035 -21.140   2.662
   396 23000  5.00 -4.00  2.00  0.00 -20.995 -21.125   2.695
   397 24000  3.00 -4.00  2.00  0.00 -21.269 -21.301   2.567
   398 24000  3.50 -4.00  2.00  0.00 -21.210 -21.266   2.597
   399 24000  4.00 -4.00  2.00  0.00 -21.165 -21.241   2.625
   400 24000  4.50 -4.00  2.00  0.00 -21.124 -21.223   2.655
   401 24000  5.00 -4.00  2.00  0.00 -21.085 -21.208   2.686
   402 25000  3.00 -4.00  2.00  0.00 -21.374 -21.401   2.560
   403 25000  3.50 -4.00  2.00  0.00 -21.301 -21.352   2.591
   404 25000  4.00 -4.00  2.00  0.00 -21.252 -21.324   2.619
   405 25000  4.50 -4.00  2.00  0.00 -21.210 -21.304   2.648
   406 25000  5.00 -4.00  2.00  0.00 -21.171 -21.288   2.678
   407 26000  3.00 -4.00  2.00  0.00 -21.493 -21.512   2.551
   408 26000  3.50 -4.00  2.00  0.00 -21.393 -21.440   2.586
   409 26000  4.00 -4.00  2.00  0.00 -21.338 -21.406   2.614
   410 26000  4.50 -4.00  2.00  0.00 -21.293 -21.382   2.641
   411 26000  5.00 -4.00  2.00  0.00 -21.255 -21.367   2.671
   412 27000  3.50 -4.00  2.00  0.00 -21.490 -21.532   2.580
   413 27000  4.00 -4.00  2.00  0.00 -21.425 -21.489   2.608
   414 27000  4.50 -4.00  2.00  0.00 -21.377 -21.461   2.635
   415 27000  5.00 -4.00  2.00  0.00 -21.338 -21.445   2.664
   416 28000  3.50 -4.00  2.00  0.00 -21.594 -21.630   2.572
   417 28000  4.00 -4.00  2.00  0.00 -21.514 -21.573   2.602
   418 28000  4.50 -4.00  2.00  0.00 -21.461 -21.541   2.629
   419 28000  5.00 -4.00  2.00  0.00 -21.421 -21.522   2.657
   420 29000  3.50 -4.00  2.00  0.00 -21.701 -21.730   2.562
   421 29000  4.00 -4.00  2.00  0.00 -21.608 -21.662   2.595
   422 29000  4.50 -4.00  2.00  0.00 -21.549 -21.624   2.623
   423 29000  5.00 -4.00  2.00  0.00 -21.505 -21.601   2.651
   424 30000  3.50 -4.00  2.00  0.00 -21.802 -21.823   2.553
   425 30000  4.00 -4.00  2.00  0.00 -21.705 -21.753   2.587
   426 30000  4.50 -4.00  2.00  0.00 -21.639 -21.708   2.615
   427 30000  5.00 -4.00  2.00  0.00 -21.591 -21.681   2.643
   428 31000  3.50 -4.00  2.00  0.00 -21.893 -21.907   2.544
   429 31000  4.00 -4.00  2.00  0.00 -21.801 -21.842   2.578
   430 31000  4.50 -4.00  2.00  0.00 -21.731 -21.794   2.607
   431 31000  5.00 -4.00  2.00  0.00 -21.679 -21.763   2.635
   432 32000  4.00 -4.00  2.00  0.00 -21.894 -21.928   2.570
   433 32000  4.50 -4.00  2.00  0.00 -21.822 -21.878   2.599
   434 32000  5.00 -4.00  2.00  0.00 -21.767 -21.845   2.626
   435 33000  4.00 -4.00  2.00  0.00 -21.977 -22.005   2.562
   436 33000  4.50 -4.00  2.00  0.00 -21.911 -21.961   2.590
   437 33000  5.00 -4.00  2.00  0.00 -21.855 -21.926   2.617
   438 34000  4.00 -4.00  2.00  0.00 -22.049 -22.072   2.555
   439 34000  4.50 -4.00  2.00  0.00 -21.992 -22.036   2.582
   440 34000  5.00 -4.00  2.00  0.00 -21.940 -22.004   2.608
   441 35000  4.00 -4.00  2.00  0.00 -22.112 -22.129   2.548
   442 35000  4.50 -4.00  2.00  0.00 -22.065 -22.103   2.575
   443 35000  5.00 -4.00  2.00  0.00 -22.018 -22.075   2.599
   444 36000  4.00 -4.00  2.00  0.00 -22.164 -22.177   2.542
   445 36000  4.50 -4.00  2.00  0.00 -22.131 -22.163   2.567
   446 36000  5.00 -4.00  2.00  0.00 -22.089 -22.140   2.591
   447 37000  4.00 -4.00  2.00  0.00 -22.208 -22.218   2.537
   448 37000  4.50 -4.00  2.00  0.00 -22.187 -22.214   2.560
   449 37000  5.00 -4.00  2.00  0.00 -22.153 -22.197   2.583
   450 38000  4.00 -4.00  2.00  0.00 -22.245 -22.252   2.534
   451 38000  4.50 -4.00  2.00  0.00 -22.235 -22.258   2.554
   452 38000  5.00 -4.00  2.00  0.00 -22.209 -22.248   2.576
   453 39000  4.00 -4.00  2.00  0.00 -22.277 -22.282   2.532
   454 39000  4.50 -4.00  2.00  0.00 -22.276 -22.294   2.549
   455 39000  5.00 -4.00  2.00  0.00 -22.258 -22.292   2.569
   456 40000  4.50 -4.00  2.00  0.00 -22.310 -22.326   2.546
   457 40000  5.00 -4.00  2.00  0.00 -22.300 -22.329   2.563
   458 41000  4.50 -4.00  2.00  0.00 -22.340 -22.355   2.544
   459 41000  5.00 -4.00  2.00  0.00 -22.335 -22.362   2.559
   460 42000  4.50 -4.00  2.00  0.00 -22.368 -22.381   2.542
   461 42000  5.00 -4.00  2.00  0.00 -22.366 -22.390   2.556
   462 43000  4.50 -4.00  2.00  0.00 -22.394 -22.406   2.541
   463 43000  5.00 -4.00  2.00  0.00 -22.394 -22.416   2.554
   464 44000  4.50 -4.00  2.00  0.00 -22.418 -22.429   2.540
   465 44000  5.00 -4.00  2.00  0.00 -22.419 -22.440   2.552
   466 45000  4.50 -4.00  2.00  0.00 -22.442 -22.452   2.539
   467 45000  5.00 -4.00  2.00  0.00 -22.443 -22.463   2.551
   468 46000  4.50 -4.00  2.00  0.00 -22.465 -22.475   2.538
   469 46000  5.00 -4.00  2.00  0.00 -22.466 -22.485   2.549
   470 47000  4.50 -4.00  2.00  0.00 -22.487 -22.497   2.537
   471 47000  5.00 -4.00  2.00  0.00 -22.488 -22.506   2.549
   472 48000  4.50 -4.00  2.00  0.00 -22.510 -22.518   2.536
   473 48000  5.00 -4.00  2.00  0.00 -22.509 -22.526   2.548
   474 49000  4.50 -4.00  2.00  0.00 -22.531 -22.540   2.536
   475 49000  5.00 -4.00  2.00  0.00 -22.530 -22.547   2.547
   476 50000  5.00 -4.00  2.00  0.00 -22.550 -22.567   2.546
