ITLE SDSC GRID  [+0.0]   VTURB 8.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
2.16275806E-03   2620.2 6.839E+01 8.749E+08 6.166E-05 2.055E-02 8.000E+05 0.000E+00 0.000E+00
2.81957003E-03   2640.8 8.916E+01 1.125E+09 7.377E-05 2.099E-02 8.000E+05 0.000E+00 0.000E+00
3.56114520E-03   2656.3 1.126E+02 1.398E+09 8.618E-05 2.087E-02 8.000E+05 0.000E+00 0.000E+00
4.41201666E-03   2670.6 1.395E+02 1.708E+09 9.972E-05 2.062E-02 8.000E+05 0.000E+00 0.000E+00
5.39337937E-03   2685.8 1.706E+02 2.067E+09 1.152E-04 2.044E-02 8.000E+05 0.000E+00 0.000E+00
6.52661127E-03   2701.8 2.064E+02 2.482E+09 1.330E-04 2.034E-02 8.000E+05 0.000E+00 0.000E+00
7.83563229E-03   2718.5 2.478E+02 2.965E+09 1.535E-04 2.031E-02 8.000E+05 0.000E+00 0.000E+00
9.34727294E-03   2736.0 2.956E+02 3.528E+09 1.774E-04 2.033E-02 8.000E+05 0.000E+00 0.000E+00
1.10960600E-02   2752.4 3.509E+02 4.171E+09 2.038E-04 2.013E-02 8.000E+05 0.000E+00 0.000E+00
1.31362723E-02   2765.7 4.154E+02 4.895E+09 2.321E-04 1.959E-02 8.000E+05 0.000E+00 0.000E+00
1.55237557E-02   2779.8 4.909E+02 5.743E+09 2.647E-04 1.913E-02 8.000E+05 0.000E+00 0.000E+00
1.83125225E-02   2794.6 5.791E+02 6.734E+09 3.024E-04 1.876E-02 8.000E+05 0.000E+00 0.000E+00
2.15647331E-02   2810.1 6.819E+02 7.892E+09 3.461E-04 1.847E-02 8.000E+05 0.000E+00 0.000E+00
2.53522934E-02   2826.1 8.017E+02 9.242E+09 3.965E-04 1.828E-02 8.000E+05 0.000E+00 0.000E+00
2.97567865E-02   2842.9 9.410E+02 1.082E+10 4.551E-04 1.816E-02 8.000E+05 0.000E+00 0.000E+00
3.48845742E-02   2858.5 1.103E+03 1.263E+10 5.201E-04 1.791E-02 8.000E+05 0.000E+00 0.000E+00
4.08702899E-02   2873.9 1.292E+03 1.472E+10 5.940E-04 1.763E-02 8.000E+05 0.000E+00 0.000E+00
4.78574438E-02   2889.3 1.513E+03 1.716E+10 6.787E-04 1.732E-02 8.000E+05 0.000E+00 0.000E+00
5.60245588E-02   2903.9 1.772E+03 1.996E+10 7.734E-04 1.691E-02 8.000E+05 0.000E+00 0.000E+00
6.55745283E-02   2918.9 2.074E+03 2.323E+10 8.826E-04 1.663E-02 8.000E+05 0.000E+00 0.000E+00
7.67288351E-02   2934.4 2.426E+03 2.705E+10 1.008E-03 1.646E-02 8.000E+05 0.000E+00 0.000E+00
8.97462817E-02   2950.2 2.838E+03 3.149E+10 1.152E-03 1.641E-02 8.000E+05 0.000E+00 0.000E+00
1.04940652E-01   2965.8 3.319E+03 3.663E+10 1.315E-03 1.634E-02 8.000E+05 0.000E+00 0.000E+00
1.22727674E-01   2980.3 3.881E+03 4.255E+10 1.496E-03 1.614E-02 8.000E+05 0.000E+00 0.000E+00
1.43564156E-01   2995.4 4.540E+03 4.946E+10 1.705E-03 1.608E-02 8.000E+05 0.000E+00 0.000E+00
1.67936436E-01   3010.8 5.311E+03 5.752E+10 1.944E-03 1.616E-02 8.000E+05 0.000E+00 0.000E+00
1.96435575E-01   3026.2 6.212E+03 6.687E+10 2.216E-03 1.624E-02 8.000E+05 0.000E+00 0.000E+00
2.29800225E-01   3041.3 7.267E+03 7.771E+10 2.523E-03 1.630E-02 8.000E+05 0.000E+00 0.000E+00
2.68868565E-01   3056.8 8.502E+03 9.035E+10 2.875E-03 1.650E-02 8.000E+05 0.000E+00 0.000E+00
3.14551616E-01   3073.0 9.947E+03 1.051E+11 3.281E-03 1.682E-02 8.000E+05 0.000E+00 0.000E+00
3.68076145E-01   3088.3 1.164E+04 1.222E+11 3.726E-03 1.682E-02 8.000E+05 0.000E+00 0.000E+00
4.30844313E-01   3104.6 1.362E+04 1.422E+11 4.242E-03 1.696E-02 8.000E+05 0.000E+00 0.000E+00
5.04284042E-01   3121.7 1.595E+04 1.656E+11 4.840E-03 1.725E-02 8.000E+05 0.000E+00 0.000E+00
5.90027537E-01   3139.8 1.866E+04 1.930E+11 5.534E-03 1.768E-02 8.000E+05 0.000E+00 0.000E+00
6.89860034E-01   3159.2 2.182E+04 2.251E+11 6.348E-03 1.827E-02 8.000E+05 0.000E+00 0.000E+00
8.05941042E-01   3179.0 2.549E+04 2.625E+11 7.279E-03 1.873E-02 8.000E+05 0.000E+00 0.000E+00
9.40669027E-01   3200.5 2.975E+04 3.064E+11 8.377E-03 1.930E-02 8.000E+05 0.000E+00 0.000E+00
1.09674182E+00   3223.0 3.468E+04 3.576E+11 9.646E-03 1.980E-02 8.000E+05 0.000E+00 0.000E+00
1.27714699E+00   3247.7 4.039E+04 4.182E+11 1.116E-02 2.037E-02 8.000E+05 2.583E-06 0.000E+00
1.48465366E+00   3275.0 4.695E+04 4.896E+11 1.298E-02 2.136E-02 8.000E+05 1.536E-04 0.000E+00
1.71682520E+00   3319.7 5.429E+04 5.830E+11 1.576E-02 2.223E-02 8.000E+05 7.661E-04 0.000E+00
1.97569818E+00   3356.0 6.248E+04 6.843E+11 1.861E-02 2.301E-02 8.000E+05 1.940E-03 0.000E+00
2.26750775E+00   3395.8 7.171E+04 8.047E+11 2.210E-02 2.424E-02 8.000E+05 5.671E-03 1.029E+04
2.59346983E+00   3440.0 8.201E+04 9.491E+11 2.644E-02 2.570E-02 8.000E+05 1.059E-02 1.587E+04
2.95845928E+00   3482.0 9.355E+04 1.114E+12 3.137E-02 2.735E-02 8.000E+05 1.498E-02 1.485E+04
3.36819358E+00   3527.6 1.065E+05 1.313E+12 3.737E-02 2.915E-02 8.000E+05 2.687E-02 2.551E+04
3.82600031E+00   3576.0 1.210E+05 1.551E+12 4.466E-02 3.117E-02 8.000E+05 3.808E-02 2.789E+04
4.33696533E+00   3625.1 1.371E+05 1.833E+12 5.332E-02 3.339E-02 8.000E+05 5.577E-02 2.337E+04
4.90851771E+00   3673.8 1.552E+05 2.164E+12 6.352E-02 3.593E-02 8.000E+05 7.873E-02 2.730E+04
5.54505265E+00   3728.5 1.753E+05 2.578E+12 7.650E-02 3.892E-02 8.000E+05 1.027E-01 3.597E+04
6.24776920E+00   3787.0 1.976E+05 3.086E+12 9.262E-02 4.204E-02 8.000E+05 1.391E-01 3.916E+04
7.02001520E+00   3848.5 2.220E+05 3.713E+12 1.126E-01 4.527E-02 8.000E+05 1.772E-01 4.170E+04
7.86460608E+00   3914.0 2.487E+05 4.492E+12 1.376E-01 4.837E-02 8.000E+05 2.265E-01 4.178E+04
8.78781082E+00   3980.6 2.779E+05 5.442E+12 1.677E-01 5.125E-02 8.000E+05 2.803E-01 4.385E+04
9.79343783E+00   4053.5 3.097E+05 6.656E+12 2.063E-01 5.446E-02 8.000E+05 3.364E-01 4.957E+04
1.08808528E+01   4132.2 3.441E+05 8.206E+12 2.549E-01 5.745E-02 8.000E+05 4.005E-01 5.262E+04
1.20542207E+01   4215.0 3.812E+05 1.016E+13 3.151E-01 6.026E-02 8.000E+05 4.613E-01 5.494E+04
1.33183868E+01   4304.0 4.212E+05 1.266E+13 3.904E-01 6.333E-02 8.000E+05 5.275E-01 5.764E+04
1.46783171E+01   4399.4 4.642E+05 1.585E+13 4.840E-01 6.672E-02 8.000E+05 5.845E-01 5.971E+04
1.61412998E+01   4502.4 5.104E+05 1.995E+13 5.999E-01 7.097E-02 8.000E+05 6.436E-01 6.223E+04
1.77153190E+01   4615.3 5.602E+05 2.525E+13 7.432E-01 7.604E-02 8.000E+05 6.911E-01 6.408E+04
1.94129859E+01   4737.9 6.139E+05 3.202E+13 9.169E-01 8.238E-02 8.000E+05 7.371E-01 6.633E+04
2.12514605E+01   4874.6 6.720E+05 4.074E+13 1.126E+00 8.970E-02 8.000E+05 7.712E-01 6.784E+04
2.32575799E+01   5024.2 7.355E+05 5.164E+13 1.368E+00 9.868E-02 8.000E+05 8.009E-01 6.955E+04
2.54761264E+01   5193.8 8.056E+05 6.538E+13 1.639E+00 1.082E-01 8.000E+05 8.193E-01 7.039E+04
2.79616041E+01   5381.2 8.842E+05 8.231E+13 1.940E+00 1.202E-01 8.000E+05 8.345E-01 7.135E+04
3.07814714E+01   5596.0 9.734E+05 1.041E+14 2.267E+00 1.321E-01 8.000E+05 8.430E-01 7.147E+04
3.39936747E+01   5832.2 1.075E+06 1.339E+14 2.665E+00 1.451E-01 8.000E+05 8.547E-01 7.176E+04
3.75813385E+01   6092.8 1.188E+06 1.813E+14 3.245E+00 1.571E-01 8.000E+05 8.692E-01 6.980E+04
4.14144975E+01   6350.7 1.310E+06 2.570E+14 4.150E+00 1.717E-01 8.000E+05 8.901E-01 7.139E+04
4.53292752E+01   6613.1 1.433E+06 3.805E+14 5.505E+00 1.839E-01 8.000E+05 9.099E-01 7.047E+04
4.92366712E+01   6848.5 1.557E+06 5.517E+14 7.297E+00 2.059E-01 8.000E+05 9.228E-01 7.001E+04
RADK 2.5879E-01
EGIN                    ITERATION  15 COMPLETED
EFF   3750.  GRAVITY 5.00000 LTE 
ITLE SDSC GRID  [+0.0]   VTURB 8.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
1.36428069E-03   2669.2 1.364E+02 1.678E+09 9.775E-05 2.447E-02 8.000E+05 0.000E+00 0.000E+00
1.77867473E-03   2685.0 1.779E+02 2.136E+09 1.169E-04 2.506E-02 8.000E+05 0.000E+00 0.000E+00
2.24359616E-03   2700.8 2.244E+02 2.654E+09 1.382E-04 2.544E-02 8.000E+05 0.000E+00 0.000E+00
2.77026834E-03   2716.9 2.770E+02 3.241E+09 1.621E-04 2.580E-02 8.000E+05 0.000E+00 0.000E+00
3.37151387E-03   2732.4 3.372E+02 3.907E+09 1.885E-04 2.599E-02 8.000E+05 0.000E+00 0.000E+00
4.06440104E-03   2746.3 4.064E+02 4.660E+09 2.172E-04 2.591E-02 8.000E+05 0.000E+00 0.000E+00
4.86775771E-03   2759.9 4.868E+02 5.525E+09 2.495E-04 2.575E-02 8.000E+05 0.000E+00 0.000E+00
5.80304378E-03   2772.6 5.803E+02 6.517E+09 2.852E-04 2.548E-02 8.000E+05 0.000E+00 0.000E+00
6.89375002E-03   2786.1 6.894E+02 7.672E+09 3.263E-04 2.533E-02 8.000E+05 0.000E+00 0.000E+00
8.16478653E-03   2800.3 8.165E+02 9.019E+09 3.735E-04 2.527E-02 8.000E+05 0.000E+00 0.000E+00
9.64414357E-03   2815.5 9.644E+02 1.059E+10 4.282E-04 2.522E-02 8.000E+05 0.000E+00 0.000E+00
1.13709667E-02   2828.7 1.137E+03 1.238E+10 4.875E-04 2.490E-02 8.000E+05 0.000E+00 0.000E+00
1.33935255E-02   2842.4 1.339E+03 1.447E+10 5.553E-04 2.462E-02 8.000E+05 0.000E+00 0.000E+00
1.57582652E-02   2856.8 1.576E+03 1.692E+10 6.341E-04 2.446E-02 8.000E+05 0.000E+00 0.000E+00
1.85171258E-02   2872.0 1.852E+03 1.977E+10 7.254E-04 2.441E-02 8.000E+05 0.000E+00 0.000E+00
2.17319306E-02   2887.5 2.173E+03 2.309E+10 8.301E-04 2.433E-02 8.000E+05 0.000E+00 0.000E+00
2.54885565E-02   2901.6 2.549E+03 2.689E+10 9.453E-04 2.404E-02 8.000E+05 0.000E+00 0.000E+00
2.98819636E-02   2916.7 2.988E+03 3.135E+10 1.079E-03 2.385E-02 8.000E+05 0.000E+00 0.000E+00
3.50255003E-02   2930.6 3.503E+03 3.647E+10 1.226E-03 2.344E-02 8.000E+05 0.000E+00 0.000E+00
4.10664232E-02   2944.3 4.107E+03 4.243E+10 1.392E-03 2.302E-02 8.000E+05 0.000E+00 0.000E+00
4.81546060E-02   2958.8 4.815E+03 4.941E+10 1.583E-03 2.274E-02 8.000E+05 0.000E+00 0.000E+00
5.64572427E-02   2973.7 5.646E+03 5.755E+10 1.804E-03 2.262E-02 8.000E+05 0.000E+00 0.000E+00
6.61705939E-02   2989.1 6.617E+03 6.705E+10 2.057E-03 2.265E-02 8.000E+05 0.000E+00 0.000E+00
7.75253125E-02   3004.8 7.753E+03 7.811E+10 2.347E-03 2.286E-02 8.000E+05 0.000E+00 0.000E+00
9.07861900E-02   3021.0 9.079E+03 9.101E+10 2.681E-03 2.318E-02 8.000E+05 0.000E+00 0.000E+00
1.06321448E-01   3035.5 1.063E+04 1.058E+11 3.040E-03 2.302E-02 8.000E+05 0.000E+00 0.000E+00
1.24628086E-01   3049.3 1.246E+04 1.229E+11 3.437E-03 2.271E-02 8.000E+05 0.000E+00 0.000E+00
1.46207814E-01   3063.7 1.462E+04 1.430E+11 3.891E-03 2.261E-02 8.000E+05 0.000E+00 0.000E+00
1.71611203E-01   3078.5 1.716E+04 1.665E+11 4.410E-03 2.269E-02 8.000E+05 0.000E+00 0.000E+00
2.01484124E-01   3093.7 2.015E+04 1.939E+11 5.004E-03 2.296E-02 8.000E+05 0.000E+00 0.000E+00
2.36572228E-01   3109.5 2.366E+04 2.260E+11 5.684E-03 2.343E-02 8.000E+05 0.000E+00 0.000E+00
2.77725605E-01   3126.0 2.777E+04 2.635E+11 6.468E-03 2.411E-02 8.000E+05 0.000E+00 0.000E+00
3.25915331E-01   3143.2 3.259E+04 3.074E+11 7.370E-03 2.489E-02 8.000E+05 0.000E+00 0.000E+00
3.82380653E-01   3160.3 3.824E+04 3.584E+11 8.378E-03 2.537E-02 8.000E+05 0.000E+00 0.000E+00
4.48624339E-01   3178.1 4.486E+04 4.180E+11 9.528E-03 2.568E-02 8.000E+05 0.000E+00 0.000E+00
5.26170898E-01   3197.0 5.262E+04 4.881E+11 1.087E-02 2.621E-02 8.000E+05 0.000E+00 0.000E+00
6.16620490E-01   3217.7 6.166E+04 5.704E+11 1.246E-02 2.701E-02 8.000E+05 0.000E+00 0.000E+00
7.21613882E-01   3240.4 7.216E+04 6.674E+11 1.435E-02 2.812E-02 8.000E+05 0.000E+00 0.000E+00
8.42882196E-01   3265.2 8.429E+04 7.815E+11 1.661E-02 2.966E-02 8.000E+05 0.000E+00 0.000E+00
9.81778545E-01   3295.0 9.818E+04 9.184E+11 1.949E-02 3.208E-02 8.000E+05 1.556E-05 0.000E+00
1.13253827E+00   3354.3 1.133E+05 1.110E+12 2.475E-02 3.372E-02 8.000E+05 8.883E-04 0.000E+00
1.29514936E+00   3399.7 1.295E+05 1.308E+12 2.989E-02 3.486E-02 8.000E+05 4.751E-03 0.000E+00
1.47716670E+00   3438.3 1.477E+05 1.525E+12 3.528E-02 3.652E-02 8.000E+05 9.515E-03 0.000E+00
1.68300330E+00   3477.7 1.683E+05 1.778E+12 4.162E-02 3.868E-02 8.000E+05 1.439E-02 8.511E+03
1.91529994E+00   3519.7 1.915E+05 2.077E+12 4.927E-02 4.108E-02 8.000E+05 2.610E-02 1.999E+04
2.17653058E+00   3563.7 2.177E+05 2.430E+12 5.848E-02 4.382E-02 8.000E+05 3.695E-02 2.176E+04
2.47028784E+00   3608.0 2.470E+05 2.842E+12 6.929E-02 4.677E-02 8.000E+05 5.427E-02 2.004E+04
2.80096235E+00   3653.3 2.801E+05 3.325E+12 8.210E-02 4.991E-02 8.000E+05 7.728E-02 2.176E+04
3.17277801E+00   3700.6 3.173E+05 3.899E+12 9.748E-02 5.318E-02 8.000E+05 1.012E-01 2.621E+04
3.58986758E+00   3750.3 3.590E+05 4.586E+12 1.160E-01 5.628E-02 8.000E+05 1.381E-01 3.014E+04
4.05650073E+00   3802.3 4.056E+05 5.409E+12 1.385E-01 5.922E-02 8.000E+05 1.773E-01 3.189E+04
4.57738126E+00   3855.9 4.577E+05 6.391E+12 1.655E-01 6.167E-02 8.000E+05 2.269E-01 3.141E+04
5.15867289E+00   3910.4 5.159E+05 7.561E+12 1.978E-01 6.348E-02 8.000E+05 2.840E-01 3.298E+04
5.80621162E+00   3968.1 5.806E+05 8.984E+12 2.373E-01 6.471E-02 8.000E+05 3.455E-01 3.710E+04
6.52453784E+00   4028.8 6.525E+05 1.072E+13 2.856E-01 6.500E-02 8.000E+05 4.127E-01 3.854E+04
7.32053537E+00   4090.8 7.321E+05 1.281E+13 3.436E-01 6.431E-02 8.000E+05 4.842E-01 3.988E+04
8.20161866E+00   4156.1 8.202E+05 1.537E+13 4.145E-01 6.293E-02 8.000E+05 5.522E-01 4.085E+04
9.17625229E+00   4222.8 9.176E+05 1.846E+13 4.995E-01 6.112E-02 8.000E+05 6.221E-01 4.185E+04
1.02531276E+01   4293.6 1.025E+06 2.229E+13 6.036E-01 5.925E-02 8.000E+05 6.827E-01 4.239E+04
1.14430214E+01   4366.1 1.144E+06 2.694E+13 7.277E-01 5.753E-02 8.000E+05 7.421E-01 4.305E+04
1.27568643E+01   4443.6 1.276E+06 3.273E+13 8.800E-01 5.611E-02 8.000E+05 7.905E-01 4.326E+04
1.42077515E+01   4523.3 1.421E+06 3.979E+13 1.061E+00 5.507E-02 8.000E+05 8.355E-01 4.368E+04
1.58093893E+01   4609.4 1.581E+06 4.867E+13 1.284E+00 5.443E-02 8.000E+05 8.692E-01 4.364E+04
1.75784622E+01   4698.6 1.758E+06 5.954E+13 1.547E+00 5.430E-02 8.000E+05 8.980E-01 4.388E+04
1.95325170E+01   4795.9 1.953E+06 7.331E+13 1.870E+00 5.491E-02 8.000E+05 9.171E-01 4.370E+04
2.16939727E+01   4897.7 2.169E+06 9.023E+13 2.250E+00 5.614E-02 8.000E+05 9.322E-01 4.379E+04
2.40870443E+01   5009.9 2.409E+06 1.117E+14 2.711E+00 5.839E-02 8.000E+05 9.419E-01 4.365E+04
2.67456493E+01   5128.9 2.675E+06 1.383E+14 3.243E+00 6.107E-02 8.000E+05 9.497E-01 4.367E+04
2.97069505E+01   5261.9 2.971E+06 1.721E+14 3.884E+00 6.493E-02 8.000E+05 9.553E-01 4.366E+04
3.30142137E+01   5405.3 3.301E+06 2.141E+14 4.624E+00 6.936E-02 8.000E+05 9.599E-01 4.364E+04
3.67296277E+01   5566.9 3.673E+06 2.680E+14 5.476E+00 7.466E-02 8.000E+05 9.636E-01 4.370E+04
4.09195866E+01   5744.1 4.092E+06 3.363E+14 6.463E+00 8.140E-02 8.000E+05 9.654E-01 4.364E+04
RADK 2.5767E-01
EGIN                    ITERATION  15 COMPLETED
EFF   4000.  GRAVITY 0.00000 LTE 
ITLE SDSC GRID  [+0.0]   VTURB 8.0 KM/S    L/H 1.25                            
OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
BUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -3.11
ABUNDANCE CHANGE  9  -7.48 10  -3.95 11  -5.71 12  -4.46 13  -5.57 14  -4.49
ABUNDANCE CHANGE 15  -6.59 16  -4.83 17  -6.54 18  -5.48 19  -6.82 20  -5.68
ABUNDANCE CHANGE 21  -8.94 22  -7.05 23  -8.04 24  -6.37 25  -6.65 26  -4.37
ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
ABUNDANCE CHANGE 99 -20.00
EAD DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
1.52375112E-02   2164.2 1.516E-02 3.220E+05 8.752E-06 4.982E-03 8.000E+05 0.000E+00 0.000E+00
2.02623398E-02   2195.3 2.016E-02 4.254E+05 8.948E-06 4.741E-03 8.000E+05 0.000E+00 0.000E+00
2.67810089E-02   2213.8 2.666E-02 5.657E+05 9.249E-06 4.160E-03 8.000E+05 0.000E+00 0.000E+00
3.51750655E-02   2231.7 3.503E-02 7.492E+05 9.567E-06 3.568E-03 8.000E+05 0.000E+00 0.000E+00
4.60260496E-02   2254.4 4.585E-02 9.826E+05 9.847E-06 3.165E-03 8.000E+05 0.000E+00 0.000E+00
6.00492140E-02   2278.8 5.986E-02 1.288E+06 1.017E-05 2.832E-03 8.000E+05 0.000E+00 0.000E+00
7.81223611E-02   2303.0 7.793E-02 1.687E+06 1.053E-05 2.530E-03 8.000E+05 0.000E+00 0.000E+00
