
       Teff log g  [M]  Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
  217  8500  5.00 -0.50  2.00  1.25  0.00   1.297   1.297   0.104   0.201   0.685   0.685   2.914   0.092  -0.117
  218  8750  1.50 -0.50  2.00  1.25  0.00   1.573   1.574   0.048   0.072   1.332   1.332   2.648   0.086   0.380
  219  8750  2.00 -0.50  2.00  1.25  0.00   1.669   1.670   0.024   0.087   1.446   1.446   2.722   0.079   0.347
  220  8750  2.50 -0.50  2.00  1.25  0.00   1.682   1.682   0.018   0.105   1.435   1.435   2.789   0.076   0.277
  221  8750  3.00 -0.50  2.00  1.25  0.00   1.654   1.654   0.021   0.127   1.358   1.358   2.846   0.074   0.193
  222  8750  3.50 -0.50  2.00  1.25  0.00   1.601   1.601   0.028   0.153   1.238   1.238   2.890   0.071   0.106
  223  8750  4.00 -0.50  2.00  1.25  0.00   1.528   1.528   0.039   0.179   1.089   1.089   2.919   0.069   0.024
  224  8750  4.50 -0.50  2.00  1.25  0.00   1.433   1.433   0.055   0.203   0.914   0.913   2.933   0.067  -0.052
  225  8750  5.00 -0.50  2.00  1.25  0.00   1.315   1.315   0.082   0.213   0.724   0.724   2.937   0.074  -0.124
  226  9000  1.50 -0.50  2.00  0.00  0.00   1.437   1.437   0.050   0.067   1.201   1.202   2.626   0.064   0.356
  227  9000  2.00 -0.50  2.00  0.00  0.00   1.567   1.567   0.022   0.081   1.357   1.358   2.697   0.059   0.342
  228  9000  2.50 -0.50  2.00  0.00  0.00   1.603   1.604   0.012   0.098   1.380   1.380   2.767   0.055   0.280
  229  9000  3.00 -0.50  2.00  0.00  0.00   1.594   1.594   0.012   0.120   1.329   1.329   2.831   0.054   0.198
  230  9000  3.50 -0.50  2.00  0.00  0.00   1.557   1.557   0.017   0.146   1.230   1.230   2.884   0.052   0.110
  231  9000  4.00 -0.50  2.00  0.00  0.00   1.499   1.499   0.026   0.175   1.096   1.096   2.922   0.051   0.025
  232  9000  4.50 -0.50  2.00  0.00  0.00   1.422   1.422   0.038   0.203   0.938   0.938   2.944   0.049  -0.053
  233  9000  5.00 -0.50  2.00  0.00  0.00   1.329   1.329   0.053   0.229   0.763   0.763   2.952   0.047  -0.124
  234  9250  2.00 -0.50  2.00  0.00  0.00   1.465   1.465   0.021   0.078   1.266   1.266   2.676   0.040   0.331
  235  9250  2.50 -0.50  2.00  0.00  0.00   1.520   1.520   0.009   0.093   1.314   1.315   2.745   0.038   0.280
  236  9250  3.00 -0.50  2.00  0.00  0.00   1.528   1.528   0.005   0.114   1.288   1.289   2.812   0.035   0.204
  237  9250  3.50 -0.50  2.00  0.00  0.00   1.506   1.506   0.008   0.139   1.210   1.210   2.873   0.034   0.115
  238  9250  4.00 -0.50  2.00  0.00  0.00   1.462   1.462   0.015   0.168   1.094   1.094   2.919   0.033   0.028
  239  9250  4.50 -0.50  2.00  0.00  0.00   1.399   1.399   0.025   0.199   0.949   0.949   2.949   0.032  -0.054
  240  9250  5.00 -0.50  2.00  0.00  0.00   1.318   1.318   0.039   0.228   0.782   0.782   2.963   0.031  -0.127
  241  9500  2.00 -0.50  2.00  0.00  0.00   1.365   1.365   0.020   0.074   1.174   1.175   2.659   0.021   0.316
  242  9500  2.50 -0.50  2.00  0.00  0.00   1.436   1.436   0.005   0.089   1.245   1.245   2.724   0.018   0.276
  243  9500  3.00 -0.50  2.00  0.00  0.00   1.457   1.457   0.001   0.108   1.238   1.239   2.792   0.018   0.207
  244  9500  3.50 -0.50  2.00  0.00  0.00   1.447   1.448   0.002   0.131   1.180   1.180   2.856   0.017   0.122
  245  9500  4.00 -0.50  2.00  0.00  0.00   1.418   1.418   0.006   0.161   1.083   1.083   2.911   0.016   0.033
  246  9500  4.50 -0.50  2.00  0.00  0.00   1.368   1.368   0.015   0.193   0.950   0.950   2.949   0.016  -0.053
  247  9500  5.00 -0.50  2.00  0.00  0.00   1.300   1.300   0.027   0.227   0.791   0.791   2.970   0.016  -0.130
  248  9750  2.00 -0.50  2.00  0.00  0.00   1.270   1.271   0.018   0.072   1.087   1.088   2.646   0.001   0.299
  249  9750  2.50 -0.50  2.00  0.00  0.00   1.353   1.354   0.003   0.086   1.173   1.174   2.707   0.002   0.269
  250  9750  3.00 -0.50  2.00  0.00  0.00   1.385   1.386  -0.003   0.103   1.184   1.184   2.772   0.001   0.208
  251  9750  3.50 -0.50  2.00  0.00  0.00   1.387   1.387  -0.004   0.125   1.143   1.143   2.839   0.001   0.126
  252  9750  4.00 -0.50  2.00  0.00  0.00   1.368   1.368  -0.001   0.154   1.060   1.060   2.899   0.000   0.037
  253  9750  4.50 -0.50  2.00  0.00  0.00   1.330   1.330   0.006   0.187   0.942   0.942   2.945   0.000  -0.051
  254  9750  5.00 -0.50  2.00  0.00  0.00   1.275   1.275   0.016   0.222   0.795   0.795   2.973   0.000  -0.131
  255 10000  2.00 -0.50  2.00  0.00  0.00   1.182   1.183   0.016   0.071   1.006   1.007   2.635  -0.016   0.281
  256 10000  2.50 -0.50  2.00  0.00  0.00   1.273   1.274   0.001   0.084   1.103   1.104   2.692  -0.014   0.259
  257 10000  3.00 -0.50  2.00  0.00  0.00   1.315   1.315  -0.007   0.100   1.127   1.127   2.755  -0.015   0.205
  258 10000  3.50 -0.50  2.00  0.00  0.00   1.326   1.326  -0.009   0.121   1.100   1.100   2.821  -0.015   0.130
  259 10000  4.00 -0.50  2.00  0.00  0.00   1.316   1.316  -0.007   0.148   1.032   1.032   2.884  -0.015   0.043
  260 10000  4.50 -0.50  2.00  0.00  0.00   1.289   1.289  -0.002   0.181   0.929   0.929   2.937  -0.015  -0.047
  261 10000  5.00 -0.50  2.00  0.00  0.00   1.244   1.244   0.008   0.216   0.794   0.794   2.971  -0.013  -0.129
  262 10500  2.00 -0.50  2.00  0.00  0.00   1.026   1.027   0.013   0.068   0.863   0.863   2.617  -0.047   0.249
  263 10500  2.50 -0.50  2.00  0.00  0.00   1.126   1.127  -0.004   0.080   0.971   0.972   2.670  -0.046   0.235
  264 10500  3.00 -0.50  2.00  0.00  0.00   1.179   1.179  -0.012   0.095   1.012   1.013   2.726  -0.045   0.194
  265 10500  3.50 -0.50  2.00  0.00  0.00   1.203   1.204  -0.016   0.113   1.007   1.008   2.788  -0.044   0.131
  266 10500  4.00 -0.50  2.00  0.00  0.00   1.208   1.208  -0.016   0.137   0.965   0.965   2.852  -0.044   0.052
  267 10500  4.50 -0.50  2.00  0.00  0.00   1.196   1.197  -0.013   0.166   0.888   0.888   2.912  -0.043  -0.035
  268 10500  5.00 -0.50  2.00  0.00  0.00   1.170   1.170  -0.007   0.203   0.777   0.777   2.959  -0.041  -0.122
  269 11000  2.50 -0.50  2.00  0.00  0.00   0.998   0.999  -0.008   0.078   0.857   0.858   2.652  -0.073   0.214
  270 11000  3.00 -0.50  2.00  0.00  0.00   1.057   1.057  -0.017   0.091   0.906   0.907   2.704  -0.072   0.180
  271 11000  3.50 -0.50  2.00  0.00  0.00   1.089   1.089  -0.022   0.108   0.914   0.915   2.761  -0.071   0.126
  272 11000  4.00 -0.50  2.00  0.00  0.00   1.103   1.103  -0.023   0.129   0.889   0.889   2.822  -0.070   0.056
  273 11000  4.50 -0.50  2.00  0.00  0.00   1.102   1.102  -0.022   0.156   0.832   0.833   2.883  -0.069  -0.025
  274 11000  5.00 -0.50  2.00  0.00  0.00   1.088   1.089  -0.018   0.190   0.743   0.743   2.937  -0.067  -0.111
  275 11500  2.50 -0.50  2.00  0.00  0.00   0.888   0.889  -0.013   0.076   0.759   0.760   2.639  -0.098   0.193
  276 11500  3.00 -0.50  2.00  0.00  0.00   0.949   0.949  -0.022   0.089   0.812   0.813   2.687  -0.096   0.164
  277 11500  3.50 -0.50  2.00  0.00  0.00   0.985   0.986  -0.027   0.104   0.827   0.828   2.740  -0.095   0.117
  278 11500  4.00 -0.50  2.00  0.00  0.00   1.005   1.005  -0.029   0.124   0.813   0.813   2.797  -0.093   0.055
  279 11500  4.50 -0.50  2.00  0.00  0.00   1.012   1.012  -0.029   0.148   0.771   0.771   2.856  -0.092  -0.019
  280 11500  5.00 -0.50  2.00  0.00  0.00   1.007   1.007  -0.026   0.179   0.700   0.700   2.912  -0.090  -0.100
  281 12000  2.50 -0.50  2.00  0.00  0.00   0.794   0.795  -0.017   0.075   0.676   0.677   2.627  -0.119   0.176
  282 12000  3.00 -0.50  2.00  0.00  0.00   0.854   0.855  -0.026   0.087   0.730   0.731   2.673  -0.117   0.150
  283 12000  3.50 -0.50  2.00  0.00  0.00   0.892   0.893  -0.031   0.102   0.749   0.749   2.723  -0.115   0.106
  284 12000  4.00 -0.50  2.00  0.00  0.00   0.915   0.916  -0.034   0.120   0.741   0.741   2.777  -0.114   0.050
  285 12000  4.50 -0.50  2.00  0.00  0.00   0.927   0.928  -0.034   0.142   0.709   0.710   2.833  -0.112  -0.017
  286 12000  5.00 -0.50  2.00  0.00  0.00   0.928   0.929  -0.033   0.170   0.652   0.653   2.888  -0.111  -0.092
  287 12500  2.50 -0.50  2.00  0.00  0.00   0.713   0.714  -0.022   0.074   0.606   0.607   2.618  -0.139   0.161
  288 12500  3.00 -0.50  2.00  0.00  0.00   0.772   0.773  -0.031   0.086   0.660   0.661   2.662  -0.137   0.137
  289 12500  3.50 -0.50  2.00  0.00  0.00   0.809   0.810  -0.035   0.099   0.679   0.680   2.709  -0.134   0.096
  290 12500  4.00 -0.50  2.00  0.00  0.00   0.834   0.834  -0.038   0.116   0.675   0.676   2.759  -0.133   0.045
  291 12500  4.50 -0.50  2.00  0.00  0.00   0.848   0.849  -0.039   0.137   0.649   0.650   2.813  -0.132  -0.018
  292 12500  5.00 -0.50  2.00  0.00  0.00   0.854   0.855  -0.038   0.163   0.602   0.603   2.867  -0.129  -0.088
  293 13000  2.50 -0.50  2.00  0.00  0.00   0.641   0.642  -0.026   0.073   0.545   0.546   2.609  -0.156   0.149
  294 13000  3.00 -0.50  2.00  0.00  0.00   0.700   0.701  -0.035   0.084   0.599   0.600   2.652  -0.154   0.125
  295 13000  3.50 -0.50  2.00  0.00  0.00   0.736   0.737  -0.040   0.098   0.619   0.619   2.696  -0.153   0.088
  296 13000  4.00 -0.50  2.00  0.00  0.00   0.760   0.761  -0.042   0.114   0.616   0.616   2.744  -0.150   0.040
  297 13000  4.50 -0.50  2.00  0.00  0.00   0.776   0.777  -0.043   0.134   0.593   0.594   2.795  -0.148  -0.019
  298 13000  5.00 -0.50  2.00  0.00  0.00   0.785   0.785  -0.043   0.158   0.553   0.553   2.847  -0.147  -0.085
  299 14000  2.00 -0.50  2.00  0.00  0.00   0.400   0.401  -0.015   0.061   0.305   0.306   2.554  -0.188   0.119
  300 14000  2.50 -0.50  2.00  0.00  0.00   0.518   0.519  -0.034   0.072   0.442   0.443   2.595  -0.185   0.127
  301 14000  3.00 -0.50  2.00  0.00  0.00   0.578   0.579  -0.043   0.082   0.499   0.499   2.635  -0.184   0.108
  302 14000  3.50 -0.50  2.00  0.00  0.00   0.613   0.614  -0.048   0.094   0.518   0.519   2.676  -0.183   0.074
  303 14000  4.00 -0.50  2.00  0.00  0.00   0.636   0.636  -0.050   0.109   0.516   0.516   2.720  -0.181   0.029
  304 14000  4.50 -0.50  2.00  0.00  0.00   0.651   0.651  -0.051   0.128   0.496   0.497   2.766  -0.179  -0.023
  305 14000  5.00 -0.50  2.00  0.00  0.00   0.661   0.661  -0.052   0.150   0.462   0.462   2.814  -0.178  -0.084
  306 15000  2.50 -0.50  2.00  0.00  0.00   0.413   0.414  -0.042   0.070   0.354   0.355   2.583  -0.213   0.109
  307 15000  3.00 -0.50  2.00  0.00  0.00   0.477   0.478  -0.051   0.080   0.417   0.418   2.621  -0.210   0.094
  308 15000  3.50 -0.50  2.00  0.00  0.00   0.512   0.513  -0.056   0.092   0.438   0.439   2.660  -0.209   0.063
  309 15000  4.00 -0.50  2.00  0.00  0.00   0.534   0.534  -0.058   0.105   0.436   0.437   2.700  -0.207   0.022
  310 15000  4.50 -0.50  2.00  0.00  0.00   0.547   0.548  -0.059   0.122   0.418   0.418   2.743  -0.206  -0.028
  311 15000  5.00 -0.50  2.00  0.00  0.00   0.556   0.557  -0.059   0.143   0.386   0.386   2.788  -0.204  -0.084
  312 16000  2.50 -0.50  2.00  0.00  0.00   0.318   0.319  -0.048   0.068   0.276   0.277   2.571  -0.236   0.094
  313 16000  3.00 -0.50  2.00  0.00  0.00   0.389   0.390  -0.058   0.078   0.347   0.348   2.609  -0.233   0.082
  314 16000  3.50 -0.50  2.00  0.00  0.00   0.427   0.427  -0.063   0.089   0.371   0.372   2.646  -0.231   0.054
  315 16000  4.00 -0.50  2.00  0.00  0.00   0.448   0.449  -0.065   0.102   0.371   0.372   2.684  -0.230   0.016
  316 16000  4.50 -0.50  2.00  0.00  0.00   0.461   0.462  -0.066   0.118   0.354   0.355   2.725  -0.228  -0.031
  317 16000  5.00 -0.50  2.00  0.00  0.00   0.469   0.469  -0.066   0.138   0.323   0.324   2.766  -0.227  -0.083
  318 17000  2.50 -0.50  2.00  0.00  0.00   0.231   0.232  -0.053   0.066   0.203   0.204   2.561  -0.256   0.079
  319 17000  3.00 -0.50  2.00  0.00  0.00   0.309   0.310  -0.064   0.076   0.284   0.285   2.597  -0.253   0.072
  320 17000  3.50 -0.50  2.00  0.00  0.00   0.350   0.351  -0.069   0.087   0.313   0.314   2.633  -0.251   0.047
  321 17000  4.00 -0.50  2.00  0.00  0.00   0.374   0.374  -0.071   0.099   0.315   0.316   2.670  -0.249   0.011
  322 17000  4.50 -0.50  2.00  0.00  0.00   0.387   0.387  -0.072   0.114   0.300   0.301   2.709  -0.247  -0.034
  323 17000  5.00 -0.50  2.00  0.00  0.00   0.394   0.395  -0.072   0.133   0.271   0.272   2.748  -0.246  -0.083
  324 18000  2.50 -0.50  2.00  0.00  0.00   0.150   0.151  -0.057   0.064   0.133   0.134   2.551  -0.275   0.065
  325 18000  3.00 -0.50  2.00  0.00  0.00   0.237   0.238  -0.070   0.074   0.226   0.227   2.587  -0.273   0.062
  326 18000  3.50 -0.50  2.00  0.00  0.00   0.281   0.282  -0.075   0.084   0.260   0.261   2.622  -0.270   0.040
  327 18000  4.00 -0.50  2.00  0.00  0.00   0.307   0.307  -0.077   0.096   0.266   0.267   2.658  -0.267   0.006
  328 18000  4.50 -0.50  2.00  0.00  0.00   0.321   0.322  -0.078   0.111   0.254   0.254   2.695  -0.265  -0.036
  329 18000  5.00 -0.50  2.00  0.00  0.00   0.328   0.329  -0.078   0.128   0.227   0.228   2.732  -0.264  -0.082
  330 19000  2.50 -0.50  2.00  0.00  0.00   0.072   0.073  -0.059   0.061   0.066   0.067   2.542  -0.291   0.051
  331 19000  3.00 -0.50  2.00  0.00  0.00   0.170   0.171  -0.074   0.072   0.173   0.174   2.578  -0.288   0.053
  332 19000  3.50 -0.50  2.00  0.00  0.00   0.218   0.219  -0.080   0.082   0.212   0.214   2.612  -0.286   0.033
  333 19000  4.00 -0.50  2.00  0.00  0.00   0.245   0.246  -0.083   0.094   0.221   0.222   2.646  -0.284   0.003
  334 19000  4.50 -0.50  2.00  0.00  0.00   0.261   0.262  -0.084   0.107   0.212   0.213   2.682  -0.282  -0.037
  335 19000  5.00 -0.50  2.00  0.00  0.00   0.270   0.271  -0.084   0.124   0.187   0.188   2.719  -0.281  -0.082
  336 20000  3.00 -0.50  2.00  0.00  0.00   0.108   0.109  -0.078   0.070   0.123   0.124   2.570  -0.303   0.044
  337 20000  3.50 -0.50  2.00  0.00  0.00   0.160   0.161  -0.085   0.080   0.168   0.169   2.603  -0.301   0.027
  338 20000  4.00 -0.50  2.00  0.00  0.00   0.189   0.190  -0.087   0.091   0.181   0.182   2.636  -0.298  -0.001
  339 20000  4.50 -0.50  2.00  0.00  0.00   0.206   0.208  -0.089   0.104   0.174   0.175   2.671  -0.297  -0.039
  340 20000  5.00 -0.50  2.00  0.00  0.00   0.216   0.217  -0.089   0.120   0.152   0.153   2.706  -0.295  -0.081
  341 21000  3.00 -0.50  2.00  0.00  0.00   0.050   0.051  -0.081   0.067   0.075   0.077   2.562  -0.317   0.036
  342 21000  3.50 -0.50  2.00  0.00  0.00   0.107   0.108  -0.089   0.078   0.127   0.129   2.595  -0.315   0.021
  343 21000  4.00 -0.50  2.00  0.00  0.00   0.138   0.139  -0.092   0.088   0.143   0.144   2.627  -0.312  -0.005
  344 21000  4.50 -0.50  2.00  0.00  0.00   0.156   0.157  -0.093   0.101   0.139   0.140   2.660  -0.310  -0.039
  345 21000  5.00 -0.50  2.00  0.00  0.00   0.167   0.168  -0.094   0.116   0.120   0.121   2.694  -0.309  -0.080
  346 22000  3.00 -0.50  2.00  0.00  0.00  -0.004  -0.003  -0.084   0.065   0.032   0.033   2.554  -0.330   0.028
  347 22000  3.50 -0.50  2.00  0.00  0.00   0.057   0.058  -0.092   0.075   0.089   0.090   2.587  -0.327   0.016
  348 22000  4.00 -0.50  2.00  0.00  0.00   0.091   0.092  -0.096   0.086   0.109   0.110   2.618  -0.325  -0.008
  349 22000  4.50 -0.50  2.00  0.00  0.00   0.110   0.111  -0.097   0.098   0.107   0.108   2.650  -0.322  -0.040
  350 22000  5.00 -0.50  2.00  0.00  0.00   0.122   0.123  -0.098   0.113   0.091   0.092   2.684  -0.321  -0.080
  351 23000  3.00 -0.50  2.00  0.00  0.00  -0.053  -0.051  -0.087   0.063  -0.007  -0.006   2.547  -0.342   0.022
  352 23000  3.50 -0.50  2.00  0.00  0.00   0.011   0.012  -0.095   0.073   0.053   0.055   2.580  -0.338   0.011
  353 23000  4.00 -0.50  2.00  0.00  0.00   0.047   0.048  -0.099   0.083   0.077   0.078   2.611  -0.336  -0.012
  354 23000  4.50 -0.50  2.00  0.00  0.00   0.068   0.069  -0.101   0.095   0.078   0.079   2.642  -0.334  -0.042
  355 23000  5.00 -0.50  2.00  0.00  0.00   0.080   0.081  -0.102   0.109   0.064   0.065   2.674  -0.333  -0.079
  356 24000  3.00 -0.50  2.00  0.00  0.00  -0.096  -0.095  -0.090   0.061  -0.040  -0.039   2.541  -0.352   0.017
  357 24000  3.50 -0.50  2.00  0.00  0.00  -0.032  -0.030  -0.098   0.071   0.021   0.023   2.573  -0.348   0.007
  358 24000  4.00 -0.50  2.00  0.00  0.00   0.005   0.007  -0.103   0.081   0.047   0.048   2.603  -0.347  -0.014
  359 24000  4.50 -0.50  2.00  0.00  0.00   0.028   0.029  -0.105   0.092   0.050   0.052   2.634  -0.345  -0.043
  360 24000  5.00 -0.50  2.00  0.00  0.00   0.041   0.042  -0.106   0.106   0.039   0.040   2.666  -0.344  -0.080
  361 25000  3.00 -0.50  2.00  0.00  0.00  -0.137  -0.136  -0.092   0.059  -0.072  -0.071   2.535  -0.361   0.012
  362 25000  3.50 -0.50  2.00  0.00  0.00  -0.070  -0.068  -0.102   0.069  -0.006  -0.005   2.567  -0.360   0.003
  363 25000  4.00 -0.50  2.00  0.00  0.00  -0.033  -0.031  -0.106   0.079   0.019   0.021   2.596  -0.357  -0.016
  364 25000  4.50 -0.50  2.00  0.00  0.00  -0.010  -0.008  -0.108   0.090   0.025   0.026   2.627  -0.355  -0.045
  365 25000  5.00 -0.50  2.00  0.00  0.00   0.004   0.006  -0.109   0.103   0.015   0.016   2.658  -0.353  -0.080
  366 26000  3.00 -0.50  2.00  0.00  0.00  -0.180  -0.179  -0.093   0.057  -0.109  -0.108   2.527  -0.370   0.007
  367 26000  3.50 -0.50  2.00  0.00  0.00  -0.104  -0.103  -0.105   0.067  -0.029  -0.028   2.561  -0.369   0.002
  368 26000  4.00 -0.50  2.00  0.00  0.00  -0.067  -0.066  -0.109   0.077  -0.005  -0.003   2.590  -0.366  -0.018
  369 26000  4.50 -0.50  2.00  0.00  0.00  -0.044  -0.043  -0.111   0.087   0.001   0.002   2.619  -0.364  -0.046
  370 26000  5.00 -0.50  2.00  0.00  0.00  -0.030  -0.029  -0.113   0.100  -0.007  -0.006   2.650  -0.364  -0.079
  371 27000  3.50 -0.50  2.00  0.00  0.00  -0.137  -0.135  -0.109   0.065  -0.052  -0.050   2.556  -0.379  -0.001
  372 27000  4.00 -0.50  2.00  0.00  0.00  -0.099  -0.098  -0.112   0.075  -0.026  -0.024   2.585  -0.374  -0.021
  373 27000  4.50 -0.50  2.00  0.00  0.00  -0.077  -0.075  -0.114   0.085  -0.020  -0.019   2.613  -0.373  -0.047
  374 27000  5.00 -0.50  2.00  0.00  0.00  -0.062  -0.061  -0.116   0.097  -0.027  -0.026   2.643  -0.372  -0.079
  375 28000  3.50 -0.50  2.00  0.00  0.00  -0.169  -0.168  -0.111   0.063  -0.075  -0.074   2.551  -0.386  -0.004
  376 28000  4.00 -0.50  2.00  0.00  0.00  -0.128  -0.127  -0.116   0.073  -0.044  -0.043   2.580  -0.384  -0.022
  377 28000  4.50 -0.50  2.00  0.00  0.00  -0.106  -0.105  -0.117   0.083  -0.039  -0.037   2.607  -0.381  -0.047
  378 28000  5.00 -0.50  2.00  0.00  0.00  -0.092  -0.091  -0.119   0.095  -0.046  -0.045   2.636  -0.381  -0.078
  379 29000  3.50 -0.50  2.00  0.00  0.00  -0.202  -0.200  -0.113   0.061  -0.100  -0.098   2.544  -0.394  -0.005
  380 29000  4.00 -0.50  2.00  0.00  0.00  -0.157  -0.156  -0.119   0.071  -0.063  -0.061   2.575  -0.392  -0.023
  381 29000  4.50 -0.50  2.00  0.00  0.00  -0.134  -0.133  -0.121   0.081  -0.056  -0.055   2.602  -0.390  -0.048
  382 29000  5.00 -0.50  2.00  0.00  0.00  -0.120  -0.119  -0.122   0.092  -0.063  -0.061   2.629  -0.389  -0.077
  383 30000  3.50 -0.50  2.00  0.00  0.00  -0.231  -0.229  -0.113   0.059  -0.123  -0.122   2.537  -0.399  -0.007
  384 30000  4.00 -0.50  2.00  0.00  0.00  -0.185  -0.184  -0.122   0.069  -0.081  -0.080   2.569  -0.400  -0.023
  385 30000  4.50 -0.50  2.00  0.00  0.00  -0.161  -0.159  -0.124   0.079  -0.072  -0.071   2.596  -0.398  -0.047
  386 30000  5.00 -0.50  2.00  0.00  0.00  -0.147  -0.146  -0.125   0.089  -0.078  -0.077   2.623  -0.397  -0.076
  387 31000  3.50 -0.50  2.00  0.00  0.00  -0.256  -0.254  -0.113   0.056  -0.145  -0.143   2.529  -0.404  -0.006
  388 31000  4.00 -0.50  2.00  0.00  0.00  -0.212  -0.211  -0.124   0.066  -0.099  -0.098   2.562  -0.407  -0.023
  389 31000  4.50 -0.50  2.00  0.00  0.00  -0.187  -0.185  -0.127   0.076  -0.088  -0.086   2.590  -0.406  -0.046
  390 31000  5.00 -0.50  2.00  0.00  0.00  -0.172  -0.171  -0.128   0.087  -0.093  -0.092   2.617  -0.404  -0.075
  391 32000  4.00 -0.50  2.00  0.00  0.00  -0.237  -0.235  -0.125   0.064  -0.117  -0.115   2.555  -0.412  -0.022
  392 32000  4.50 -0.50  2.00  0.00  0.00  -0.211  -0.210  -0.129   0.074  -0.103  -0.101   2.583  -0.412  -0.044
  393 32000  5.00 -0.50  2.00  0.00  0.00  -0.197  -0.195  -0.130   0.084  -0.107  -0.105   2.610  -0.410  -0.073
  394 33000  4.00 -0.50  2.00  0.00  0.00  -0.258  -0.257  -0.125   0.061  -0.132  -0.131   2.549  -0.416  -0.021
  395 33000  4.50 -0.50  2.00  0.00  0.00  -0.234  -0.233  -0.130   0.071  -0.117  -0.116   2.577  -0.417  -0.043
  396 33000  5.00 -0.50  2.00  0.00  0.00  -0.219  -0.218  -0.132   0.081  -0.119  -0.118   2.603  -0.416  -0.070
  397 34000  4.00 -0.50  2.00  0.00  0.00  -0.276  -0.274  -0.125   0.059  -0.146  -0.144   2.542  -0.419  -0.019
  398 34000  4.50 -0.50  2.00  0.00  0.00  -0.254  -0.253  -0.131   0.068  -0.130  -0.129   2.570  -0.422  -0.041
  399 34000  5.00 -0.50  2.00  0.00  0.00  -0.240  -0.239  -0.134   0.078  -0.131  -0.130   2.595  -0.422  -0.066
  400 35000  4.00 -0.50  2.00  0.00  0.00  -0.290  -0.289  -0.125   0.057  -0.157  -0.155   2.536  -0.422  -0.016
  401 35000  4.50 -0.50  2.00  0.00  0.00  -0.272  -0.271  -0.132   0.066  -0.142  -0.140   2.563  -0.426  -0.038
  402 35000  5.00 -0.50  2.00  0.00  0.00  -0.259  -0.257  -0.135   0.075  -0.142  -0.140   2.588  -0.427  -0.063
  403 37500  4.50 -0.50  2.00  0.00  0.00  -0.304  -0.303  -0.132   0.060  -0.163  -0.162   2.547  -0.432  -0.029
  404 37500  5.00 -0.50  2.00  0.00  0.00  -0.296  -0.294  -0.136   0.068  -0.163  -0.161   2.570  -0.434  -0.052
  405 40000  4.50 -0.50  2.00  0.00  0.00  -0.324  -0.322  -0.134   0.058  -0.174  -0.173   2.537  -0.437  -0.023
  406 40000  5.00 -0.50  2.00  0.00  0.00  -0.320  -0.318  -0.137   0.063  -0.175  -0.174   2.555  -0.440  -0.041
  407 42500  5.00 -0.50  2.00  0.00  0.00  -0.335  -0.333  -0.138   0.061  -0.183  -0.181   2.546  -0.443  -0.035
  408 45000  5.00 -0.50  2.00  0.00  0.00  -0.346  -0.345  -0.141   0.060  -0.188  -0.186   2.541  -0.448  -0.031
  409 47500  5.00 -0.50  2.00  0.00  0.00  -0.355  -0.354  -0.143   0.060  -0.192  -0.191   2.537  -0.452  -0.029
  410 50000  5.00 -0.50  2.00  0.00  0.00  -0.363  -0.362  -0.144   0.060  -0.196  -0.195   2.534  -0.454  -0.027
