
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
    1  3500  0.00  0.50  2.00  1.25  0.00  -8.119  -8.104 -10.725 -12.318 -12.998   5.001   4.994   1.180   0.842   0.954   0.947
    2  3500  0.50  0.50  2.00  1.25  0.00  -8.416  -8.402 -10.972 -12.337 -12.964   4.723   4.715   1.127   0.667   1.133   1.125
    3  3500  1.00  0.50  2.00  1.25  0.00  -8.712  -8.698 -11.210 -12.336 -12.918   4.426   4.418   1.083   0.472   1.314   1.306
    4  3500  1.50  0.50  2.00  1.25  0.00  -9.001  -8.988 -11.431 -12.316 -12.862   4.117   4.109   1.045   0.269   1.487   1.479
    5  3500  2.00  0.50  2.00  1.25  0.00  -9.276  -9.262 -11.630 -12.284 -12.798   3.810   3.802   1.014   0.070   1.641   1.633
    6  3500  2.50  0.50  2.00  1.25  0.00  -9.523  -9.509 -11.800 -12.246 -12.735   3.525   3.517   0.989  -0.114   1.773   1.764
    7  3500  3.00  0.50  2.00  1.25  0.00  -9.725  -9.711 -11.935 -12.213 -12.683   3.290   3.282   0.970  -0.263   1.874   1.866
    8  3500  3.50  0.50  2.00  1.25  0.00  -9.872  -9.858 -12.031 -12.217 -12.676   3.147   3.139   0.958  -0.343   1.914   1.907
    9  3500  4.00  0.50  2.00  1.25  0.00 -10.078 -10.063 -12.117 -12.404 -12.867   3.128   3.121   0.963  -0.247   1.695   1.688
   10  3500  4.50  0.50  2.00  1.25  0.00 -10.301 -10.285 -12.205 -12.643 -13.113   3.144   3.138   0.971  -0.103   1.408   1.401
   11  3500  5.00  0.50  2.00  1.25  0.00 -10.392 -10.375 -12.216 -12.765 -13.243   3.175   3.170   0.978   0.000   1.217   1.211
   12  3750  0.00  0.50  2.00  1.25  0.00  -8.800  -8.785 -11.395 -13.279 -13.904   5.281   5.273   1.125   1.187   0.654   0.647
   13  3750  0.50  0.50  2.00  1.25  0.00  -9.098  -9.084 -11.620 -13.338 -13.914   5.042   5.034   1.077   1.071   0.745   0.738
   14  3750  1.00  0.50  2.00  1.25  0.00  -9.380  -9.366 -11.833 -13.381 -13.914   4.803   4.795   1.033   0.944   0.847   0.840
   15  3750  1.50  0.50  2.00  1.25  0.00  -9.650  -9.636 -12.034 -13.410 -13.903   4.562   4.554   0.993   0.812   0.950   0.942
   16  3750  2.00  0.50  2.00  1.25  0.00  -9.910  -9.896 -12.220 -13.428 -13.885   4.320   4.312   0.957   0.681   1.043   1.035
   17  3750  2.50  0.50  2.00  1.25  0.00 -10.155 -10.141 -12.385 -13.437 -13.860   4.084   4.076   0.923   0.558   1.120   1.112
   18  3750  3.00  0.50  2.00  1.25  0.00 -10.376 -10.362 -12.524 -13.436 -13.829   3.862   3.854   0.893   0.448   1.178   1.170
   19  3750  3.50  0.50  2.00  1.25  0.00 -10.566 -10.552 -12.636 -13.429 -13.798   3.664   3.657   0.870   0.352   1.219   1.211
   20  3750  4.00  0.50  2.00  1.25  0.00 -10.724 -10.709 -12.721 -13.430 -13.785   3.508   3.500   0.855   0.282   1.230   1.223
   21  3750  4.50  0.50  2.00  1.25  0.00 -10.907 -10.891 -12.794 -13.479 -13.847   3.375   3.368   0.867   0.247   1.145   1.138
   22  3750  5.00  0.50  2.00  1.25  0.00 -11.097 -11.081 -12.862 -13.560 -13.946   3.265   3.259   0.887   0.240   1.010   1.004
   23  4000  0.00  0.50  2.00  1.25  0.00  -9.625  -9.609 -12.172 -13.994 -14.549   5.171   5.164   1.055   1.196   0.667   0.660
   24  4000  0.50  0.50  2.00  1.25  0.00  -9.906  -9.891 -12.356 -14.058 -14.567   4.954   4.947   1.009   1.123   0.689   0.682
   25  4000  1.00  0.50  2.00  1.25  0.00 -10.169 -10.154 -12.529 -14.108 -14.578   4.742   4.735   0.970   1.038   0.723   0.716
   26  4000  1.50  0.50  2.00  1.25  0.00 -10.413 -10.399 -12.692 -14.148 -14.583   4.536   4.529   0.935   0.949   0.766   0.758
   27  4000  2.00  0.50  2.00  1.25  0.00 -10.640 -10.625 -12.842 -14.178 -14.582   4.341   4.333   0.904   0.862   0.808   0.800
   28  4000  2.50  0.50  2.00  1.25  0.00 -10.847 -10.832 -12.975 -14.200 -14.575   4.156   4.148   0.874   0.780   0.845   0.838
   29  4000  3.00  0.50  2.00  1.25  0.00 -11.035 -11.020 -13.091 -14.214 -14.562   3.981   3.974   0.848   0.705   0.875   0.867
   30  4000  3.50  0.50  2.00  1.25  0.00 -11.201 -11.186 -13.187 -14.221 -14.544   3.822   3.815   0.824   0.639   0.894   0.887
   31  4000  4.00  0.50  2.00  1.25  0.00 -11.344 -11.328 -13.261 -14.219 -14.524   3.678   3.671   0.805   0.583   0.900   0.894
   32  4000  4.50  0.50  2.00  1.25  0.00 -11.477 -11.461 -13.321 -14.217 -14.515   3.542   3.536   0.798   0.527   0.891   0.885
   33  4000  5.00  0.50  2.00  1.25  0.00 -11.647 -11.631 -13.383 -14.226 -14.539   3.381   3.376   0.813   0.460   0.834   0.829
   34  4250  0.00  0.50  2.00  1.25  0.00 -10.786 -10.768 -12.996 -14.597 -15.082   4.613   4.609   0.984   1.045   0.551   0.548
   35  4250  0.50  0.50  2.00  1.25  0.00 -11.005 -10.987 -13.138 -14.655 -15.095   4.452   4.448   0.939   1.006   0.558   0.554
   36  4250  1.00  0.50  2.00  1.25  0.00 -11.218 -11.201 -13.277 -14.705 -15.105   4.289   4.285   0.900   0.958   0.572   0.568
   37  4250  1.50  0.50  2.00  1.25  0.00 -11.413 -11.396 -13.406 -14.747 -15.113   4.136   4.132   0.866   0.904   0.594   0.589
   38  4250  2.00  0.50  2.00  1.25  0.00 -11.584 -11.567 -13.522 -14.780 -15.117   3.998   3.993   0.836   0.850   0.623   0.617
   39  4250  2.50  0.50  2.00  1.25  0.00 -11.732 -11.715 -13.625 -14.806 -15.116   3.876   3.871   0.810   0.800   0.654   0.648
   40  4250  3.00  0.50  2.00  1.25  0.00 -11.857 -11.840 -13.711 -14.826 -15.112   3.771   3.765   0.787   0.758   0.681   0.675
   41  4250  3.50  0.50  2.00  1.25  0.00 -11.962 -11.945 -13.778 -14.837 -15.103   3.678   3.672   0.766   0.722   0.699   0.693
   42  4250  4.00  0.50  2.00  1.25  0.00 -12.050 -12.033 -13.828 -14.841 -15.090   3.593   3.588   0.749   0.693   0.707   0.702
   43  4250  4.50  0.50  2.00  1.25  0.00 -12.127 -12.110 -13.864 -14.837 -15.074   3.512   3.507   0.736   0.666   0.706   0.701
   44  4250  5.00  0.50  2.00  1.25  0.00 -12.220 -12.202 -13.898 -14.828 -15.064   3.410   3.405   0.736   0.623   0.691   0.686
   45  4500  0.00  0.50  2.00  1.25  0.00 -11.995 -11.975 -13.799 -15.136 -15.543   3.943   3.941   0.907   0.858   0.410   0.408
   46  4500  0.50  0.50  2.00  1.25  0.00 -12.146 -12.126 -13.898 -15.181 -15.549   3.836   3.835   0.868   0.844   0.411   0.409
   47  4500  1.00  0.50  2.00  1.25  0.00 -12.303 -12.283 -13.998 -15.222 -15.555   3.722   3.720   0.833   0.821   0.413   0.412
   48  4500  1.50  0.50  2.00  1.25  0.00 -12.454 -12.434 -14.096 -15.259 -15.560   3.607   3.606   0.801   0.792   0.421   0.419
   49  4500  2.00  0.50  2.00  1.25  0.00 -12.592 -12.572 -14.190 -15.292 -15.564   3.502   3.500   0.772   0.759   0.438   0.436
   50  4500  2.50  0.50  2.00  1.25  0.00 -12.708 -12.688 -14.274 -15.320 -15.565   3.414   3.412   0.745   0.730   0.462   0.459
   51  4500  3.00  0.50  2.00  1.25  0.00 -12.796 -12.776 -14.344 -15.343 -15.564   3.349   3.347   0.721   0.707   0.491   0.488
   52  4500  3.50  0.50  2.00  1.25  0.00 -12.856 -12.836 -14.396 -15.359 -15.561   3.306   3.303   0.701   0.691   0.520   0.517
   53  4500  4.00  0.50  2.00  1.25  0.00 -12.890 -12.871 -14.430 -15.370 -15.554   3.281   3.278   0.684   0.684   0.542   0.539
   54  4500  4.50  0.50  2.00  1.25  0.00 -12.906 -12.887 -14.446 -15.373 -15.543   3.269   3.266   0.670   0.686   0.555   0.552
   55  4500  5.00  0.50  2.00  1.25  0.00 -12.918 -12.899 -14.451 -15.367 -15.528   3.251   3.248   0.662   0.683   0.559   0.556
   56  4750  0.00  0.50  2.00  1.25  0.00 -12.992 -12.972 -14.539 -15.633 -15.947   3.443   3.440   0.814   0.708   0.396   0.393
   57  4750  0.50  0.50  2.00  1.25  0.00 -13.116 -13.096 -14.609 -15.662 -15.947   3.347   3.346   0.786   0.696   0.382   0.380
   58  4750  1.00  0.50  2.00  1.25  0.00 -13.238 -13.218 -14.677 -15.689 -15.949   3.253   3.252   0.759   0.682   0.369   0.368
   59  4750  1.50  0.50  2.00  1.25  0.00 -13.355 -13.334 -14.744 -15.716 -15.950   3.162   3.161   0.734   0.666   0.359   0.358
   60  4750  2.00  0.50  2.00  1.25  0.00 -13.465 -13.444 -14.810 -15.741 -15.951   3.078   3.077   0.710   0.651   0.356   0.355
   61  4750  2.50  0.50  2.00  1.25  0.00 -13.562 -13.541 -14.873 -15.766 -15.952   3.005   3.004   0.686   0.636   0.359   0.359
   62  4750  3.00  0.50  2.00  1.25  0.00 -13.641 -13.620 -14.929 -15.788 -15.951   2.949   2.948   0.664   0.623   0.372   0.371
   63  4750  3.50  0.50  2.00  1.25  0.00 -13.695 -13.674 -14.976 -15.807 -15.950   2.914   2.913   0.643   0.618   0.391   0.390
   64  4750  4.00  0.50  2.00  1.25  0.00 -13.721 -13.700 -15.006 -15.822 -15.947   2.903   2.902   0.624   0.621   0.410   0.410
   65  4750  4.50  0.50  2.00  1.25  0.00 -13.720 -13.699 -15.019 -15.832 -15.941   2.914   2.913   0.609   0.633   0.428   0.427
   66  4750  5.00  0.50  2.00  1.25  0.00 -13.700 -13.679 -15.017 -15.837 -15.932   2.938   2.937   0.595   0.653   0.440   0.439
   67  5000  0.00  0.50  2.00  1.25  0.00 -13.760 -13.741 -15.200 -16.091 -16.302   3.133   3.130   0.711   0.609   0.490   0.488
   68  5000  0.50  0.50  2.00  1.25  0.00 -13.884 -13.865 -15.252 -16.106 -16.299   3.024   3.022   0.693   0.591   0.455   0.453
   69  5000  1.00  0.50  2.00  1.25  0.00 -14.000 -13.979 -15.301 -16.121 -16.297   2.923   2.922   0.676   0.573   0.424   0.422
   70  5000  1.50  0.50  2.00  1.25  0.00 -14.105 -14.084 -15.346 -16.135 -16.295   2.832   2.831   0.660   0.558   0.395   0.394
   71  5000  2.00  0.50  2.00  1.25  0.00 -14.200 -14.179 -15.389 -16.149 -16.293   2.752   2.751   0.644   0.546   0.371   0.370
   72  5000  2.50  0.50  2.00  1.25  0.00 -14.282 -14.261 -15.429 -16.165 -16.292   2.685   2.684   0.627   0.538   0.353   0.352
   73  5000  3.00  0.50  2.00  1.25  0.00 -14.351 -14.330 -15.466 -16.181 -16.291   2.632   2.632   0.609   0.535   0.341   0.341
   74  5000  3.50  0.50  2.00  1.25  0.00 -14.403 -14.381 -15.499 -16.198 -16.289   2.597   2.597   0.591   0.537   0.339   0.338
   75  5000  4.00  0.50  2.00  1.25  0.00 -14.432 -14.410 -15.524 -16.214 -16.287   2.583   2.583   0.574   0.545   0.344   0.344
   76  5000  4.50  0.50  2.00  1.25  0.00 -14.438 -14.416 -15.538 -16.227 -16.284   2.591   2.591   0.557   0.561   0.352   0.352
   77  5000  5.00  0.50  2.00  1.25  0.00 -14.421 -14.399 -15.538 -16.238 -16.280   2.619   2.619   0.542   0.587   0.359   0.359
   78  5250  0.00  0.50  2.00  1.25  0.00 -14.380 -14.362 -15.793 -16.510 -16.621   2.931   2.928   0.611   0.534   0.639   0.636
   79  5250  0.50  0.50  2.00  1.25  0.00 -14.502 -14.482 -15.828 -16.515 -16.614   2.815   2.812   0.599   0.517   0.581   0.578
   80  5250  1.00  0.50  2.00  1.25  0.00 -14.617 -14.598 -15.862 -16.519 -16.608   2.704   2.701   0.589   0.497   0.529   0.527
   81  5250  1.50  0.50  2.00  1.25  0.00 -14.723 -14.703 -15.893 -16.523 -16.603   2.602   2.600   0.580   0.478   0.483   0.481
   82  5250  2.00  0.50  2.00  1.25  0.00 -14.816 -14.795 -15.921 -16.527 -16.599   2.513   2.512   0.572   0.463   0.441   0.440
   83  5250  2.50  0.50  2.00  1.25  0.00 -14.896 -14.875 -15.944 -16.532 -16.596   2.439   2.438   0.563   0.454   0.403   0.402
   84  5250  3.00  0.50  2.00  1.25  0.00 -14.961 -14.940 -15.965 -16.540 -16.593   2.381   2.380   0.553   0.452   0.370   0.369
