
       Teff log g  [M]  Vturb  l/H  E(B-V)    V       R       I       J       K       L      V-R     V-I     V-J     V-K     V-L
    1  3500  0.00  0.00  2.00  1.25  0.00 -12.892 -13.560 -14.039 -14.017 -13.004 -11.038   1.385   2.635   3.776   4.962   5.108
    2  3500  0.50  0.00  2.00  1.25  0.00 -12.847 -13.521 -14.042 -14.024 -13.002 -11.016   1.391   2.684   3.828   5.005   5.131
    3  3500  1.00  0.00  2.00  1.25  0.00 -12.811 -13.495 -14.052 -14.036 -12.993 -10.985   1.401   2.729   3.876   5.032   5.136
    4  3500  1.50  0.00  2.00  1.25  0.00 -12.797 -13.488 -14.071 -14.051 -12.973 -10.945   1.408   2.762   3.905   5.026   5.110
    5  3500  2.00  0.00  2.00  1.25  0.00 -12.810 -13.500 -14.098 -14.068 -12.942 -10.896   1.407   2.776   3.908   4.982   5.048
    6  3500  2.50  0.00  2.00  1.25  0.00 -12.857 -13.536 -14.137 -14.084 -12.898 -10.839   1.397   2.768   3.879   4.891   4.945
    7  3500  3.00  0.00  2.00  1.25  0.00 -12.936 -13.595 -14.187 -14.101 -12.840 -10.779   1.377   2.739   3.816   4.754   4.805
    8  3500  3.50  0.00  2.00  1.25  0.00 -13.053 -13.685 -14.251 -14.114 -12.766 -10.718   1.349   2.686   3.712   4.562   4.627
    9  3500  4.00  0.00  2.00  1.25  0.00 -13.209 -13.808 -14.324 -14.119 -12.679 -10.668   1.315   2.603   3.560   4.320   4.420
   10  3500  4.50  0.00  2.00  1.25  0.00 -13.358 -13.925 -14.376 -14.111 -12.607 -10.634   1.285   2.507   3.404   4.099   4.238
   11  3500  5.00  0.00  2.00  1.25  0.00 -13.452 -14.011 -14.402 -14.100 -12.559 -10.621   1.276   2.438   3.299   3.957   4.131
   12  3750  0.00  0.00  2.00  1.25  0.00 -13.931 -14.342 -14.447 -14.256 -13.119 -11.154   1.127   2.004   2.976   4.037   4.185
   13  3750  0.50  0.00  2.00  1.25  0.00 -13.917 -14.322 -14.445 -14.250 -13.125 -11.145   1.122   2.016   2.984   4.058   4.190
   14  3750  1.00  0.00  2.00  1.25  0.00 -13.894 -14.300 -14.447 -14.250 -13.128 -11.133   1.123   2.041   3.006   4.084   4.200
   15  3750  1.50  0.00  2.00  1.25  0.00 -13.870 -14.280 -14.454 -14.254 -13.127 -11.116   1.126   2.072   3.035   4.106   4.207
   16  3750  2.00  0.00  2.00  1.25  0.00 -13.849 -14.262 -14.465 -14.262 -13.119 -11.091   1.130   2.104   3.064   4.120   4.204
   17  3750  2.50  0.00  2.00  1.25  0.00 -13.836 -14.253 -14.481 -14.273 -13.103 -11.057   1.134   2.133   3.088   4.117   4.183
   18  3750  3.00  0.00  2.00  1.25  0.00 -13.837 -14.255 -14.504 -14.286 -13.077 -11.012   1.136   2.155   3.100   4.090   4.138
   19  3750  3.50  0.00  2.00  1.25  0.00 -13.857 -14.277 -14.536 -14.301 -13.035 -10.961   1.137   2.167   3.095   4.029   4.066
   20  3750  4.00  0.00  2.00  1.25  0.00 -13.907 -14.330 -14.584 -14.312 -12.973 -10.911   1.140   2.165   3.056   3.917   3.966
   21  3750  4.50  0.00  2.00  1.25  0.00 -13.986 -14.407 -14.634 -14.314 -12.904 -10.875   1.137   2.135   2.978   3.767   3.850
   22  3750  5.00  0.00  2.00  1.25  0.00 -14.055 -14.476 -14.669 -14.312 -12.844 -10.845   1.137   2.102   2.907   3.639   3.752
   23  4000  0.00  0.00  2.00  1.25  0.00 -14.621 -14.863 -14.799 -14.494 -13.217 -11.246   0.960   1.666   2.524   3.446   3.587
   24  4000  0.50  0.00  2.00  1.25  0.00 -14.618 -14.854 -14.792 -14.483 -13.225 -11.240   0.953   1.662   2.516   3.457   3.584
   25  4000  1.00  0.00  2.00  1.25  0.00 -14.608 -14.845 -14.788 -14.475 -13.231 -11.234   0.954   1.668   2.518   3.473   3.588
   26  4000  1.50  0.00  2.00  1.25  0.00 -14.594 -14.836 -14.787 -14.471 -13.235 -11.227   0.959   1.680   2.528   3.491   3.595
   27  4000  2.00  0.00  2.00  1.25  0.00 -14.579 -14.827 -14.788 -14.469 -13.237 -11.218   0.965   1.696   2.540   3.508   3.601
   28  4000  2.50  0.00  2.00  1.25  0.00 -14.563 -14.818 -14.791 -14.469 -13.237 -11.207   0.972   1.716   2.557   3.524   3.605
   29  4000  3.00  0.00  2.00  1.25  0.00 -14.548 -14.810 -14.798 -14.473 -13.232 -11.189   0.979   1.738   2.576   3.534   3.602
