        Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H)
   220  8750  3.00  0.00  2.00  1.25  0.00 -19.052 -19.538 -18.940 -26.056  -0.144   0.069   0.006  -0.010
   221  8750  3.50  0.00  2.00  1.25  0.00 -19.006 -19.508 -18.940 -26.056  -0.144   0.087   0.036   0.020
   222  8750  4.00  0.00  2.00  1.25  0.00 -18.971 -19.468 -18.936 -26.056  -0.148   0.085   0.071   0.055
   223  8750  4.50  0.00  2.00  1.25  0.00 -18.952 -19.420 -18.926 -26.056  -0.158   0.058   0.110   0.094
   224  8750  5.00  0.00  2.00  1.25  0.00 -18.956 -19.364 -18.914 -26.056  -0.170  -0.001   0.154   0.138
   225  9000  1.50  0.00  2.00  0.00  0.00 -19.312 -19.587 -18.985 -26.178  -0.222  -0.144   0.001  -0.015
   226  9000  2.00  0.00  2.00  0.00  0.00 -19.283 -19.641 -19.008 -26.178  -0.199  -0.062  -0.030  -0.046
   227  9000  2.50  0.00  2.00  0.00  0.00 -19.242 -19.650 -19.016 -26.178  -0.191  -0.011  -0.031  -0.047
   228  9000  3.00  0.00  2.00  0.00  0.00 -19.193 -19.638 -19.020 -26.178  -0.187   0.028  -0.015  -0.031
   229  9000  3.50  0.00  2.00  0.00  0.00 -19.146 -19.614 -19.022 -26.178  -0.184   0.052   0.012  -0.004
   230  9000  4.00  0.00  2.00  0.00  0.00 -19.108 -19.581 -19.022 -26.178  -0.185   0.059   0.045   0.029
   231  9000  4.50  0.00  2.00  0.00  0.00 -19.082 -19.539 -19.017 -26.178  -0.189   0.045   0.082   0.066
   232  9000  5.00  0.00  2.00  0.00  0.00 -19.074 -19.488 -19.008 -26.178  -0.198   0.004   0.123   0.107
   233  9250  2.00  0.00  2.00  0.00  0.00 -19.410 -19.719 -19.078 -26.297  -0.247  -0.111  -0.037  -0.053
   234  9250  2.50  0.00  2.00  0.00  0.00 -19.370 -19.735 -19.088 -26.297  -0.238  -0.055  -0.043  -0.059
   235  9250  3.00  0.00  2.00  0.00  0.00 -19.323 -19.728 -19.092 -26.297  -0.233  -0.013  -0.032  -0.048
   236  9250  3.50  0.00  2.00  0.00  0.00 -19.276 -19.708 -19.096 -26.297  -0.230   0.015  -0.009  -0.025
   237  9250  4.00  0.00  2.00  0.00  0.00 -19.235 -19.679 -19.098 -26.297  -0.228   0.030   0.022   0.006
   238  9250  4.50  0.00  2.00  0.00  0.00 -19.205 -19.642 -19.097 -26.297  -0.228   0.025   0.058   0.042
   239  9250  5.00  0.00  2.00  0.00  0.00 -19.190 -19.598 -19.092 -26.297  -0.233  -0.003   0.098   0.082
   240  9500  2.00  0.00  2.00  0.00  0.00 -19.530 -19.791 -19.145 -26.413  -0.296  -0.159  -0.043  -0.059
   241  9500  2.50  0.00  2.00  0.00  0.00 -19.490 -19.812 -19.155 -26.413  -0.286  -0.098  -0.053  -0.069
   242  9500  3.00  0.00  2.00  0.00  0.00 -19.444 -19.809 -19.160 -26.413  -0.281  -0.053  -0.046  -0.062
   243  9500  3.50  0.00  2.00  0.00  0.00 -19.396 -19.793 -19.163 -26.413  -0.278  -0.021  -0.026  -0.042
   244  9500  4.00  0.00  2.00  0.00  0.00 -19.353 -19.768 -19.166 -26.413  -0.275  -0.001   0.002  -0.014
   245  9500  4.50  0.00  2.00  0.00  0.00 -19.319 -19.734 -19.168 -26.413  -0.273   0.002   0.037   0.021
   246  9500  5.00  0.00  2.00  0.00  0.00 -19.300 -19.694 -19.167 -26.413  -0.274  -0.017   0.077   0.061
   247  9750  2.00  0.00  2.00  0.00  0.00 -19.643 -19.859 -19.208 -26.526  -0.346  -0.205  -0.048  -0.064
   248  9750  2.50  0.00  2.00  0.00  0.00 -19.603 -19.883 -19.219 -26.526  -0.335  -0.140  -0.061  -0.077
   249  9750  3.00  0.00  2.00  0.00  0.00 -19.557 -19.884 -19.224 -26.526  -0.330  -0.093  -0.057  -0.073
   250  9750  3.50  0.00  2.00  0.00  0.00 -19.509 -19.871 -19.227 -26.526  -0.327  -0.057  -0.041  -0.057
   251  9750  4.00  0.00  2.00  0.00  0.00 -19.464 -19.848 -19.229 -26.526  -0.325  -0.033  -0.015  -0.031
   252  9750  4.50  0.00  2.00  0.00  0.00 -19.427 -19.817 -19.232 -26.526  -0.322  -0.024   0.018   0.002
   253  9750  5.00  0.00  2.00  0.00  0.00 -19.405 -19.781 -19.234 -26.526  -0.320  -0.036   0.056   0.040
   254 10000  2.00  0.00  2.00  0.00  0.00 -19.752 -19.924 -19.268 -26.636  -0.396  -0.249  -0.052  -0.068
   255 10000  2.50  0.00  2.00  0.00  0.00 -19.710 -19.951 -19.280 -26.636  -0.384  -0.181  -0.067  -0.083
   256 10000  3.00  0.00  2.00  0.00  0.00 -19.665 -19.953 -19.284 -26.636  -0.380  -0.131  -0.066  -0.082
   257 10000  3.50  0.00  2.00  0.00  0.00 -19.616 -19.942 -19.286 -26.636  -0.378  -0.093  -0.052  -0.068
   258 10000  4.00  0.00  2.00  0.00  0.00 -19.570 -19.922 -19.289 -26.636  -0.375  -0.065  -0.029  -0.045
   259 10000  4.50  0.00  2.00  0.00  0.00 -19.531 -19.894 -19.292 -26.636  -0.372  -0.052   0.001  -0.015
   260 10000  5.00  0.00  2.00  0.00  0.00 -19.504 -19.860 -19.295 -26.636  -0.369  -0.057   0.038   0.022
   261 10250  2.00  0.00  2.00  0.00  0.00 -19.855 -19.986 -19.325 -26.743  -0.446  -0.290  -0.057  -0.073
   262 10250  2.50  0.00  2.00  0.00  0.00 -19.813 -20.014 -19.338 -26.743  -0.433  -0.220  -0.073  -0.089
   263 10250  3.00  0.00  2.00  0.00  0.00 -19.767 -20.019 -19.342 -26.743  -0.429  -0.169  -0.073  -0.089
   264 10250  3.50  0.00  2.00  0.00  0.00 -19.719 -20.009 -19.344 -26.743  -0.428  -0.129  -0.062  -0.078
   265 10250  4.00  0.00  2.00  0.00  0.00 -19.672 -19.991 -19.345 -26.743  -0.426  -0.099  -0.042  -0.058
   266 10250  4.50  0.00  2.00  0.00  0.00 -19.630 -19.965 -19.348 -26.743  -0.424  -0.081  -0.014  -0.030
   267 10250  5.00  0.00  2.00  0.00  0.00 -19.599 -19.933 -19.351 -26.743  -0.420  -0.080   0.022   0.006
   268 10500  2.00  0.00  2.00  0.00  0.00 -19.952 -20.045 -19.380 -26.848  -0.496  -0.329  -0.061  -0.077
   269 10500  2.50  0.00  2.00  0.00  0.00 -19.910 -20.075 -19.394 -26.848  -0.482  -0.257  -0.078  -0.094
   270 10500  3.00  0.00  2.00  0.00  0.00 -19.864 -20.081 -19.397 -26.848  -0.478  -0.205  -0.080  -0.096
   271 10500  3.50  0.00  2.00  0.00  0.00 -19.816 -20.073 -19.398 -26.848  -0.478  -0.163  -0.071  -0.087
   272 10500  4.00  0.00  2.00  0.00  0.00 -19.769 -20.056 -19.399 -26.848  -0.477  -0.132  -0.053  -0.069
   273 10500  4.50  0.00  2.00  0.00  0.00 -19.726 -20.032 -19.401 -26.848  -0.475  -0.111  -0.027  -0.043
   274 10500  5.00  0.00  2.00  0.00  0.00 -19.692 -20.001 -19.404 -26.848  -0.471  -0.105   0.007  -0.009
   275 10750  2.00  0.00  2.00  0.00  0.00 -20.045 -20.101 -19.432 -26.950  -0.546  -0.366  -0.065  -0.081
   276 10750  2.50  0.00  2.00  0.00  0.00 -20.003 -20.133 -19.447 -26.950  -0.531  -0.292  -0.083  -0.099
   277 10750  3.00  0.00  2.00  0.00  0.00 -19.957 -20.139 -19.451 -26.950  -0.528  -0.239  -0.085  -0.101
   278 10750  3.50  0.00  2.00  0.00  0.00 -19.909 -20.132 -19.451 -26.950  -0.527  -0.197  -0.078  -0.094
   279 10750  4.00  0.00  2.00  0.00  0.00 -19.862 -20.116 -19.451 -26.950  -0.527  -0.164  -0.062  -0.078
   280 10750  4.50  0.00  2.00  0.00  0.00 -19.818 -20.094 -19.452 -26.950  -0.526  -0.141  -0.039  -0.055
   281 10750  5.00  0.00  2.00  0.00  0.00 -19.781 -20.065 -19.455 -26.950  -0.523  -0.131  -0.007  -0.023
   282 11000  2.00  0.00  2.00  0.00  0.00 -20.133 -20.156 -19.482 -27.050  -0.596  -0.400  -0.070  -0.086
   283 11000  2.50  0.00  2.00  0.00  0.00 -20.092 -20.189 -19.498 -27.050  -0.580  -0.326  -0.087  -0.103
   284 11000  3.00  0.00  2.00  0.00  0.00 -20.046 -20.195 -19.501 -27.050  -0.576  -0.272  -0.091  -0.107
   285 11000  3.50  0.00  2.00  0.00  0.00 -19.998 -20.189 -19.501 -27.050  -0.577  -0.230  -0.084  -0.100
   286 11000  4.00  0.00  2.00  0.00  0.00 -19.951 -20.174 -19.500 -27.050  -0.577  -0.196  -0.070  -0.086
   287 11000  4.50  0.00  2.00  0.00  0.00 -19.907 -20.153 -19.501 -27.050  -0.577  -0.171  -0.049  -0.065
   288 11000  5.00  0.00  2.00  0.00  0.00 -19.869 -20.126 -19.503 -27.050  -0.575  -0.159  -0.019  -0.035
   289 11250  2.00  0.00  2.00  0.00  0.00 -20.216 -20.207 -19.530 -27.147  -0.645  -0.431  -0.074  -0.090
   290 11250  2.50  0.00  2.00  0.00  0.00 -20.177 -20.242 -19.546 -27.147  -0.629  -0.358  -0.092  -0.108
   291 11250  3.00  0.00  2.00  0.00  0.00 -20.132 -20.249 -19.550 -27.147  -0.625  -0.304  -0.095  -0.111
   292 11250  3.50  0.00  2.00  0.00  0.00 -20.084 -20.243 -19.550 -27.147  -0.626  -0.262  -0.090  -0.106
   293 11250  4.00  0.00  2.00  0.00  0.00 -20.037 -20.229 -19.548 -27.147  -0.627  -0.227  -0.077  -0.093
   294 11250  4.50  0.00  2.00  0.00  0.00 -19.992 -20.209 -19.548 -27.147  -0.627  -0.201  -0.058  -0.074
   295 11250  5.00  0.00  2.00  0.00  0.00 -19.953 -20.183 -19.550 -27.147  -0.626  -0.186  -0.030  -0.046
   296 11500  2.00  0.00  2.00  0.00  0.00 -20.295 -20.257 -19.576 -27.243  -0.695  -0.460  -0.078  -0.094
   297 11500  2.50  0.00  2.00  0.00  0.00 -20.257 -20.293 -19.593 -27.243  -0.678  -0.387  -0.096  -0.112
   298 11500  3.00  0.00  2.00  0.00  0.00 -20.213 -20.301 -19.597 -27.243  -0.674  -0.334  -0.100  -0.116
   299 11500  3.50  0.00  2.00  0.00  0.00 -20.166 -20.295 -19.597 -27.243  -0.674  -0.292  -0.095  -0.111
   300 11500  4.00  0.00  2.00  0.00  0.00 -20.119 -20.282 -19.595 -27.243  -0.676  -0.258  -0.084  -0.100
   301 11500  4.50  0.00  2.00  0.00  0.00 -20.075 -20.263 -19.594 -27.243  -0.677  -0.231  -0.065  -0.081
   302 11500  5.00  0.00  2.00  0.00  0.00 -20.035 -20.238 -19.594 -27.243  -0.677  -0.214  -0.040  -0.056
   303 11750  2.00  0.00  2.00  0.00  0.00 -20.370 -20.305 -19.620 -27.336  -0.744  -0.488  -0.081  -0.097
   304 11750  2.50  0.00  2.00  0.00  0.00 -20.334 -20.341 -19.638 -27.336  -0.726  -0.415  -0.100  -0.116
   305 11750  3.00  0.00  2.00  0.00  0.00 -20.291 -20.350 -19.642 -27.336  -0.722  -0.363  -0.105  -0.121
   306 11750  3.50  0.00  2.00  0.00  0.00 -20.245 -20.345 -19.642 -27.336  -0.723  -0.321  -0.100  -0.116
   307 11750  4.00  0.00  2.00  0.00  0.00 -20.199 -20.332 -19.640 -27.336  -0.725  -0.287  -0.089  -0.105
   308 11750  4.50  0.00  2.00  0.00  0.00 -20.154 -20.314 -19.638 -27.336  -0.726  -0.260  -0.072  -0.088
   309 11750  5.00  0.00  2.00  0.00  0.00 -20.114 -20.290 -19.638 -27.336  -0.726  -0.241  -0.049  -0.065
   310 12000  2.50  0.00  2.00  0.00  0.00 -20.406 -20.389 -19.681 -27.428  -0.775  -0.441  -0.104  -0.120
   311 12000  3.00  0.00  2.00  0.00  0.00 -20.365 -20.398 -19.686 -27.428  -0.770  -0.390  -0.109  -0.125
   312 12000  3.50  0.00  2.00  0.00  0.00 -20.320 -20.393 -19.685 -27.428  -0.771  -0.349  -0.105  -0.121
   313 12000  4.00  0.00  2.00  0.00  0.00 -20.275 -20.381 -19.683 -27.428  -0.773  -0.315  -0.095  -0.111
   314 12000  4.50  0.00  2.00  0.00  0.00 -20.231 -20.363 -19.681 -27.428  -0.775  -0.287  -0.079  -0.095
   315 12000  5.00  0.00  2.00  0.00  0.00 -20.191 -20.340 -19.680 -27.428  -0.776  -0.269  -0.057  -0.073
   316 12250  2.50  0.00  2.00  0.00  0.00 -20.476 -20.434 -19.722 -27.517  -0.823  -0.465  -0.108  -0.124
   317 12250  3.00  0.00  2.00  0.00  0.00 -20.436 -20.444 -19.727 -27.517  -0.818  -0.414  -0.113  -0.129
   318 12250  3.50  0.00  2.00  0.00  0.00 -20.392 -20.440 -19.727 -27.517  -0.819  -0.374  -0.109  -0.125
   319 12250  4.00  0.00  2.00  0.00  0.00 -20.348 -20.427 -19.724 -27.517  -0.821  -0.341  -0.099  -0.115
   320 12250  4.50  0.00  2.00  0.00  0.00 -20.304 -20.410 -19.722 -27.517  -0.823  -0.314  -0.084  -0.100
   321 12250  5.00  0.00  2.00  0.00  0.00 -20.265 -20.388 -19.721 -27.517  -0.825  -0.295  -0.064  -0.080
   322 12500  2.50  0.00  2.00  0.00  0.00 -20.542 -20.478 -19.762 -27.605  -0.871  -0.487  -0.112  -0.128
   323 12500  3.00  0.00  2.00  0.00  0.00 -20.503 -20.488 -19.767 -27.605  -0.866  -0.438  -0.117  -0.133
   324 12500  3.50  0.00  2.00  0.00  0.00 -20.461 -20.484 -19.767 -27.605  -0.866  -0.399  -0.114  -0.130
   325 12500  4.00  0.00  2.00  0.00  0.00 -20.418 -20.472 -19.765 -27.605  -0.868  -0.367  -0.104  -0.120
   326 12500  4.50  0.00  2.00  0.00  0.00 -20.375 -20.455 -19.762 -27.605  -0.871  -0.340  -0.090  -0.106
   327 12500  5.00  0.00  2.00  0.00  0.00 -20.336 -20.434 -19.760 -27.605  -0.873  -0.320  -0.070  -0.086
   328 12750  2.50  0.00  2.00  0.00  0.00 -20.606 -20.521 -19.801 -27.691  -0.918  -0.509  -0.116  -0.132
   329 12750  3.00  0.00  2.00  0.00  0.00 -20.568 -20.531 -19.806 -27.691  -0.913  -0.460  -0.121  -0.137
   330 12750  3.50  0.00  2.00  0.00  0.00 -20.527 -20.527 -19.806 -27.691  -0.913  -0.422  -0.118  -0.134
   331 12750  4.00  0.00  2.00  0.00  0.00 -20.485 -20.516 -19.803 -27.691  -0.916  -0.391  -0.109  -0.125
   332 12750  4.50  0.00  2.00  0.00  0.00 -20.443 -20.499 -19.801 -27.691  -0.918  -0.365  -0.095  -0.111
   333 12750  5.00  0.00  2.00  0.00  0.00 -20.404 -20.478 -19.799 -27.691  -0.920  -0.345  -0.076  -0.092
   334 13000  2.50  0.00  2.00  0.00  0.00 -20.668 -20.562 -19.839 -27.775  -0.964  -0.529  -0.120  -0.136
   335 13000  3.00  0.00  2.00  0.00  0.00 -20.629 -20.572 -19.844 -27.775  -0.960  -0.481  -0.125  -0.141
   336 13000  3.50  0.00  2.00  0.00  0.00 -20.590 -20.569 -19.843 -27.775  -0.960  -0.443  -0.122  -0.138
   337 13000  4.00  0.00  2.00  0.00  0.00 -20.549 -20.557 -19.841 -27.775  -0.962  -0.413  -0.113  -0.129
   338 13000  4.50  0.00  2.00  0.00  0.00 -20.509 -20.541 -19.838 -27.775  -0.965  -0.388  -0.099  -0.115
   339 13000  5.00  0.00  2.00  0.00  0.00 -20.470 -20.521 -19.836 -27.775  -0.967  -0.368  -0.081  -0.097
   340 14000  2.00  0.00  2.00  0.00  0.00 -20.937 -20.675 -19.962 -28.097  -1.163  -0.686  -0.109  -0.125
   341 14000  2.50  0.00  2.00  0.00  0.00 -20.895 -20.718 -19.981 -28.097  -1.144  -0.602  -0.133  -0.149
   342 14000  3.00  0.00  2.00  0.00  0.00 -20.856 -20.727 -19.983 -28.097  -1.142  -0.553  -0.140  -0.156
   343 14000  3.50  0.00  2.00  0.00  0.00 -20.819 -20.723 -19.982 -28.097  -1.143  -0.519  -0.137  -0.153
   344 14000  4.00  0.00  2.00  0.00  0.00 -20.782 -20.712 -19.980 -28.097  -1.145  -0.492  -0.129  -0.145
   345 14000  4.50  0.00  2.00  0.00  0.00 -20.746 -20.697 -19.977 -28.097  -1.148  -0.470  -0.116  -0.132
   346 14000  5.00  0.00  2.00  0.00  0.00 -20.711 -20.679 -19.975 -28.097  -1.150  -0.452  -0.100  -0.116
   347 15000  2.50  0.00  2.00  0.00  0.00 -21.102 -20.861 -20.112 -28.397  -1.313  -0.665  -0.146  -0.162
   348 15000  3.00  0.00  2.00  0.00  0.00 -21.057 -20.867 -20.111 -28.397  -1.314  -0.614  -0.153  -0.169
   349 15000  3.50  0.00  2.00  0.00  0.00 -21.019 -20.863 -20.108 -28.397  -1.317  -0.581  -0.151  -0.167
   350 15000  4.00  0.00  2.00  0.00  0.00 -20.984 -20.851 -20.104 -28.397  -1.321  -0.556  -0.143  -0.159
   351 15000  4.50  0.00  2.00  0.00  0.00 -20.951 -20.836 -20.101 -28.397  -1.324  -0.537  -0.131  -0.147
   352 15000  5.00  0.00  2.00  0.00  0.00 -20.920 -20.819 -20.099 -28.397  -1.326  -0.522  -0.116  -0.132
   353 16000  2.50  0.00  2.00  0.00  0.00 -21.294 -20.996 -20.235 -28.677  -1.470  -0.724  -0.157  -0.173
   354 16000  3.00  0.00  2.00  0.00  0.00 -21.242 -20.998 -20.230 -28.677  -1.476  -0.668  -0.165  -0.181
   355 16000  3.50  0.00  2.00  0.00  0.00 -21.201 -20.992 -20.224 -28.677  -1.481  -0.634  -0.164  -0.180
   356 16000  4.00  0.00  2.00  0.00  0.00 -21.165 -20.979 -20.219 -28.677  -1.486  -0.610  -0.157  -0.173
   357 16000  4.50  0.00  2.00  0.00  0.00 -21.133 -20.963 -20.214 -28.677  -1.491  -0.593  -0.145  -0.161
   358 16000  5.00  0.00  2.00  0.00  0.00 -21.105 -20.946 -20.212 -28.677  -1.493  -0.581  -0.131  -0.147
   359 17000  2.50  0.00  2.00  0.00  0.00 -21.476 -21.123 -20.354 -28.940  -1.615  -0.779  -0.165  -0.181
   360 17000  3.00  0.00  2.00  0.00  0.00 -21.414 -21.122 -20.342 -28.940  -1.626  -0.717  -0.176  -0.192
   361 17000  3.50  0.00  2.00  0.00  0.00 -21.368 -21.112 -20.333 -28.940  -1.636  -0.681  -0.176  -0.192
   362 17000  4.00  0.00  2.00  0.00  0.00 -21.332 -21.099 -20.326 -28.940  -1.643  -0.657  -0.170  -0.186
   363 17000  4.50  0.00  2.00  0.00  0.00 -21.298 -21.081 -20.319 -28.940  -1.649  -0.641  -0.158  -0.174
   364 17000  5.00  0.00  2.00  0.00  0.00 -21.271 -21.063 -20.316 -28.940  -1.653  -0.630  -0.144  -0.160
   365 18000  2.50  0.00  2.00  0.00  0.00 -21.650 -21.244 -20.468 -29.189  -1.748  -0.832  -0.172  -0.188
   366 18000  3.00  0.00  2.00  0.00  0.00 -21.578 -21.241 -20.451 -29.189  -1.766  -0.763  -0.186  -0.202
   367 18000  3.50  0.00  2.00  0.00  0.00 -21.525 -21.227 -20.436 -29.189  -1.780  -0.724  -0.187  -0.203
   368 18000  4.00  0.00  2.00  0.00  0.00 -21.487 -21.212 -20.427 -29.189  -1.789  -0.699  -0.181  -0.197
   369 18000  4.50  0.00  2.00  0.00  0.00 -21.452 -21.193 -20.419 -29.189  -1.798  -0.683  -0.170  -0.186
   370 18000  5.00  0.00  2.00  0.00  0.00 -21.423 -21.172 -20.413 -29.189  -1.804  -0.673  -0.156  -0.172
   371 19000  2.50  0.00  2.00  0.00  0.00 -21.817 -21.358 -20.579 -29.423  -1.873  -0.885  -0.176  -0.192
   372 19000  3.00  0.00  2.00  0.00  0.00 -21.734 -21.355 -20.557 -29.423  -1.895  -0.806  -0.195  -0.211
   373 19000  3.50  0.00  2.00  0.00  0.00 -21.674 -21.336 -20.536 -29.423  -1.915  -0.764  -0.196  -0.212
   374 19000  4.00  0.00  2.00  0.00  0.00 -21.633 -21.320 -20.524 -29.423  -1.927  -0.739  -0.192  -0.208
   375 19000  4.50  0.00  2.00  0.00  0.00 -21.596 -21.299 -20.514 -29.423  -1.938  -0.722  -0.181  -0.197
   376 19000  5.00  0.00  2.00  0.00  0.00 -21.565 -21.277 -20.505 -29.423  -1.946  -0.712  -0.168  -0.184
   377 20000  3.00  0.00  2.00  0.00  0.00 -21.885 -21.464 -20.660 -29.646  -2.015  -0.847  -0.201  -0.217
   378 20000  3.50  0.00  2.00  0.00  0.00 -21.817 -21.441 -20.633 -29.646  -2.041  -0.802  -0.205  -0.221
   379 20000  4.00  0.00  2.00  0.00  0.00 -21.771 -21.422 -20.618 -29.646  -2.057  -0.775  -0.201  -0.217
   380 20000  4.50  0.00  2.00  0.00  0.00 -21.734 -21.401 -20.606 -29.646  -2.069  -0.758  -0.192  -0.208
   381 20000  5.00  0.00  2.00  0.00  0.00 -21.701 -21.377 -20.595 -29.646  -2.080  -0.748  -0.179  -0.195
   382 21000  3.00  0.00  2.00  0.00  0.00 -22.030 -21.570 -20.760 -29.858  -2.127  -0.887  -0.207  -0.223
   383 21000  3.50  0.00  2.00  0.00  0.00 -21.954 -21.543 -20.728 -29.858  -2.158  -0.838  -0.212  -0.228
   384 21000  4.00  0.00  2.00  0.00  0.00 -21.903 -21.521 -20.708 -29.858  -2.178  -0.809  -0.209  -0.225
   385 21000  4.50  0.00  2.00  0.00  0.00 -21.865 -21.499 -20.695 -29.858  -2.192  -0.792  -0.201  -0.217
   386 21000  5.00  0.00  2.00  0.00  0.00 -21.830 -21.474 -20.681 -29.858  -2.205  -0.781  -0.189  -0.205
   387 22000  3.00  0.00  2.00  0.00  0.00 -22.167 -21.671 -20.855 -30.060  -2.233  -0.923  -0.212  -0.228
   388 22000  3.50  0.00  2.00  0.00  0.00 -22.087 -21.642 -20.820 -30.060  -2.268  -0.872  -0.219  -0.235
   389 22000  4.00  0.00  2.00  0.00  0.00 -22.030 -21.616 -20.796 -30.060  -2.293  -0.841  -0.217  -0.233
   390 22000  4.50  0.00  2.00  0.00  0.00 -21.991 -21.594 -20.781 -30.060  -2.307  -0.823  -0.209  -0.225
   391 22000  5.00  0.00  2.00  0.00  0.00 -21.955 -21.568 -20.766 -30.060  -2.322  -0.812  -0.198  -0.214
   392 23000  3.00  0.00  2.00  0.00  0.00 -22.295 -21.768 -20.946 -30.253  -2.335  -0.955  -0.218  -0.234
   393 23000  3.50  0.00  2.00  0.00  0.00 -22.213 -21.737 -20.910 -30.253  -2.372  -0.903  -0.224  -0.240
   394 23000  4.00  0.00  2.00  0.00  0.00 -22.152 -21.708 -20.881 -30.253  -2.400  -0.872  -0.223  -0.239
   395 23000  4.50  0.00  2.00  0.00  0.00 -22.111 -21.684 -20.864 -30.253  -2.417  -0.853  -0.217  -0.233
   396 23000  5.00  0.00  2.00  0.00  0.00 -22.075 -21.659 -20.849 -30.253  -2.432  -0.842  -0.207  -0.223
   397 24000  3.00  0.00  2.00  0.00  0.00 -22.416 -21.862 -21.035 -30.438  -2.431  -0.982  -0.224  -0.240
   398 24000  3.50  0.00  2.00  0.00  0.00 -22.333 -21.829 -20.995 -30.438  -2.471  -0.931  -0.230  -0.246
   399 24000  4.00  0.00  2.00  0.00  0.00 -22.270 -21.797 -20.964 -30.438  -2.502  -0.900  -0.229  -0.245
   400 24000  4.50  0.00  2.00  0.00  0.00 -22.226 -21.771 -20.944 -30.438  -2.522  -0.881  -0.223  -0.239
   401 24000  5.00  0.00  2.00  0.00  0.00 -22.191 -21.747 -20.929 -30.438  -2.537  -0.870  -0.214  -0.230
   402 25000  3.00  0.00  2.00  0.00  0.00 -22.537 -21.956 -21.124 -30.615  -2.519  -1.008  -0.229  -0.245
   403 25000  3.50  0.00  2.00  0.00  0.00 -22.447 -21.919 -21.078 -30.615  -2.565  -0.956  -0.237  -0.253
   404 25000  4.00  0.00  2.00  0.00  0.00 -22.382 -21.884 -21.045 -30.615  -2.599  -0.926  -0.235  -0.251
   405 25000  4.50  0.00  2.00  0.00  0.00 -22.335 -21.856 -21.022 -30.615  -2.621  -0.907  -0.230  -0.246
   406 25000  5.00  0.00  2.00  0.00  0.00 -22.301 -21.832 -21.007 -30.615  -2.636  -0.896  -0.221  -0.237
   407 26000  3.00  0.00  2.00  0.00  0.00 -22.653 -22.047 -21.212 -30.786  -2.602  -1.035  -0.231  -0.247
   408 26000  3.50  0.00  2.00  0.00  0.00 -22.557 -22.007 -21.160 -30.786  -2.654  -0.978  -0.244  -0.260
   409 26000  4.00  0.00  2.00  0.00  0.00 -22.489 -21.968 -21.123 -30.786  -2.691  -0.948  -0.242  -0.258
   410 26000  4.50  0.00  2.00  0.00  0.00 -22.440 -21.938 -21.098 -30.786  -2.716  -0.930  -0.236  -0.252
   411 26000  5.00  0.00  2.00  0.00  0.00 -22.406 -21.913 -21.082 -30.786  -2.732  -0.920  -0.228  -0.244
   412 27000  3.50  0.00  2.00  0.00  0.00 -22.666 -22.097 -21.243 -30.949  -2.735  -0.998  -0.250  -0.266
   413 27000  4.00  0.00  2.00  0.00  0.00 -22.592 -22.052 -21.200 -30.949  -2.778  -0.969  -0.248  -0.264
   414 27000  4.50  0.00  2.00  0.00  0.00 -22.542 -22.019 -21.172 -30.949  -2.805  -0.951  -0.243  -0.259
   415 27000  5.00  0.00  2.00  0.00  0.00 -22.507 -21.993 -21.155 -30.949  -2.823  -0.941  -0.235  -0.251
   416 28000  3.50  0.00  2.00  0.00  0.00 -22.775 -22.185 -21.326 -31.107  -2.810  -1.019  -0.256  -0.272
   417 28000  4.00  0.00  2.00  0.00  0.00 -22.695 -22.136 -21.277 -31.107  -2.858  -0.987  -0.255  -0.271
   418 28000  4.50  0.00  2.00  0.00  0.00 -22.641 -22.099 -21.246 -31.107  -2.889  -0.970  -0.249  -0.265
   419 28000  5.00  0.00  2.00  0.00  0.00 -22.604 -22.071 -21.226 -31.107  -2.909  -0.960  -0.241  -0.257
   420 29000  3.50  0.00  2.00  0.00  0.00 -22.878 -22.270 -21.406 -31.260  -2.882  -1.037  -0.260  -0.276
   421 29000  4.00  0.00  2.00  0.00  0.00 -22.797 -22.221 -21.355 -31.260  -2.933  -1.005  -0.262  -0.278
   422 29000  4.50  0.00  2.00  0.00  0.00 -22.739 -22.180 -21.320 -31.260  -2.968  -0.988  -0.256  -0.272
   423 29000  5.00  0.00  2.00  0.00  0.00 -22.700 -22.150 -21.298 -31.260  -2.990  -0.979  -0.248  -0.264
   424 30000  3.50  0.00  2.00  0.00  0.00 -22.971 -22.347 -21.480 -31.407  -2.955  -1.054  -0.263  -0.279
   425 30000  4.00  0.00  2.00  0.00  0.00 -22.898 -22.304 -21.433 -31.407  -3.003  -1.023  -0.268  -0.284
   426 30000  4.50  0.00  2.00  0.00  0.00 -22.837 -22.261 -21.394 -31.407  -3.041  -1.005  -0.263  -0.279
   427 30000  5.00  0.00  2.00  0.00  0.00 -22.796 -22.228 -21.370 -31.407  -3.065  -0.996  -0.255  -0.271
   428 31000  3.50  0.00  2.00  0.00  0.00 -23.051 -22.413 -21.544 -31.549  -3.034  -1.067  -0.266  -0.282
   429 31000  4.00  0.00  2.00  0.00  0.00 -22.992 -22.383 -21.507 -31.549  -3.071  -1.038  -0.273  -0.289
   430 31000  4.50  0.00  2.00  0.00  0.00 -22.933 -22.341 -21.468 -31.549  -3.109  -1.021  -0.269  -0.285
   431 31000  5.00  0.00  2.00  0.00  0.00 -22.890 -22.307 -21.442 -31.549  -3.136  -1.012  -0.261  -0.277
