
       Teff log g  [M]  Vturb  l/H  E(B-V)   V       I       R       V-R     V-I     R-I
    1  3500  0.00  0.00  2.00  0.00  0.00 -12.892 -13.395 -13.984   1.054   2.363   1.308
    2  3500  0.50  0.00  2.00  0.00  0.00 -12.847 -13.341 -13.981   1.044   2.405   1.359
    3  3500  1.00  0.00  2.00  0.00  0.00 -12.811 -13.300 -13.984   1.040   2.444   1.404
    4  3500  1.50  0.00  2.00  0.00  0.00 -12.797 -13.281 -13.998   1.035   2.472   1.436
    5  3500  2.00  0.00  2.00  0.00  0.00 -12.810 -13.287 -14.024   1.027   2.485   1.456
    6  3500  2.50  0.00  2.00  0.00  0.00 -12.857 -13.321 -14.064   1.015   2.478   1.463
    7  3500  3.00  0.00  2.00  0.00  0.00 -12.936 -13.383 -14.119   0.998   2.455   1.456
    8  3500  3.50  0.00  2.00  0.00  0.00 -13.053 -13.483 -14.193   0.980   2.411   1.430
    9  3500  4.00  0.00  2.00  0.00  0.00 -13.210 -13.624 -14.281   0.966   2.343   1.376
   10  3500  4.50  0.00  2.00  0.00  0.00 -13.358 -13.767 -14.348   0.960   2.262   1.301
   11  3500  5.00  0.00  2.00  0.00  0.00 -13.452 -13.874 -14.385   0.972   2.204   1.231
   12  3750  0.00  0.00  2.00  0.00  0.00 -13.932 -14.293 -14.464   0.913   1.803   0.890
   13  3750  0.50  0.00  2.00  0.00  0.00 -13.917 -14.270 -14.461   0.903   1.815   0.910
   14  3750  1.00  0.00  2.00  0.00  0.00 -13.895 -14.242 -14.462   0.898   1.838   0.939
   15  3750  1.50  0.00  2.00  0.00  0.00 -13.871 -14.213 -14.466   0.894   1.866   0.971
   16  3750  2.00  0.00  2.00  0.00  0.00 -13.849 -14.188 -14.474   0.889   1.895   1.005
   17  3750  2.50  0.00  2.00  0.00  0.00 -13.836 -14.171 -14.487   0.885   1.922   1.035
   18  3750  3.00  0.00  2.00  0.00  0.00 -13.837 -14.167 -14.508   0.881   1.942   1.060
   19  3750  3.50  0.00  2.00  0.00  0.00 -13.857 -14.184 -14.540   0.878   1.955   1.075
   20  3750  4.00  0.00  2.00  0.00  0.00 -13.907 -14.238 -14.592   0.882   1.956   1.073
   21  3750  4.50  0.00  2.00  0.00  0.00 -13.987 -14.322 -14.649   0.886   1.933   1.046
   22  3750  5.00  0.00  2.00  0.00  0.00 -14.056 -14.399 -14.691   0.895   1.907   1.011
   23  4000  0.00  0.00  2.00  0.00  0.00 -14.621 -14.858 -14.852   0.788   1.502   0.713
