
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
    1  3500  0.00 -2.00  2.00  0.00  0.00  -8.454  -8.440 -10.592 -12.120 -13.109   4.469   4.461   1.488   0.469   0.553   0.545
    2  3500  0.50 -2.00  2.00  0.00  0.00  -9.019  -9.005 -11.061 -12.507 -13.347   4.290   4.282   1.340   0.534   0.538   0.530
    3  3500  1.00 -2.00  2.00  0.00  0.00  -9.600  -9.586 -11.504 -12.840 -13.544   4.042   4.034   1.204   0.561   0.510   0.502
    4  3500  1.50 -2.00  2.00  0.00  0.00 -10.141 -10.126 -11.872 -13.098 -13.694   3.759   3.752   1.096   0.558   0.448   0.441
    5  3500  2.00 -2.00  2.00  0.00  0.00 -10.541 -10.525 -12.097 -13.227 -13.772   3.488   3.482   1.045   0.514   0.368   0.362
    6  3500  2.50 -2.00  2.00  0.00  0.00 -10.778 -10.762 -12.207 -13.271 -13.806   3.294   3.289   1.036   0.457   0.307   0.302
    7  3500  3.00 -2.00  2.00  0.00  0.00 -10.905 -10.888 -12.254 -13.301 -13.827   3.198   3.193   1.026   0.450   0.244   0.239
    8  3500  3.50 -2.00  2.00  0.00  0.00 -10.935 -10.917 -12.227 -13.315 -13.834   3.182   3.178   1.019   0.498   0.146   0.141
    9  3500  4.00 -2.00  2.00  0.00  0.00 -10.877 -10.858 -12.119 -13.314 -13.831   3.240   3.236   1.017   0.607  -0.011  -0.014
   10  3500  4.50 -2.00  2.00  0.00  0.00 -10.744 -10.725 -11.943 -13.306 -13.825   3.364   3.362   1.019   0.774  -0.223  -0.225
   11  3500  5.00 -2.00  2.00  0.00  0.00 -10.535 -10.514 -11.712 -13.301 -13.821   3.568   3.567   1.020   0.998  -0.471  -0.471
   12  3750  0.00 -2.00  2.00  0.00  0.00  -9.546  -9.531 -11.560 -12.921 -13.758   4.178   4.171   1.337   0.453   0.596   0.589
   13  3750  0.50 -2.00  2.00  0.00  0.00  -9.984  -9.969 -11.915 -13.204 -13.909   4.022   4.015   1.206   0.512   0.584   0.577
   14  3750  1.00 -2.00  2.00  0.00  0.00 -10.457 -10.441 -12.254 -13.450 -14.036   3.796   3.789   1.085   0.540   0.542   0.536
   15  3750  1.50 -2.00  2.00  0.00  0.00 -10.926 -10.911 -12.554 -13.656 -14.143   3.532   3.525   0.987   0.544   0.467   0.461
   16  3750  2.00 -2.00  2.00  0.00  0.00 -11.323 -11.307 -12.787 -13.809 -14.229   3.288   3.282   0.920   0.531   0.384   0.378
   17  3750  2.50 -2.00  2.00  0.00  0.00 -11.573 -11.556 -12.917 -13.874 -14.276   3.103   3.098   0.902   0.484   0.329   0.324
   18  3750  3.00 -2.00  2.00  0.00  0.00 -11.729 -11.711 -12.992 -13.897 -14.303   2.971   2.966   0.906   0.429   0.299   0.295
   19  3750  3.50 -2.00  2.00  0.00  0.00 -11.798 -11.781 -13.015 -13.907 -14.316   2.910   2.906   0.909   0.412   0.267   0.263
   20  3750  4.00 -2.00  2.00  0.00  0.00 -11.807 -11.789 -12.994 -13.919 -14.327   2.914   2.910   0.908   0.447   0.203   0.200
   21  3750  4.50 -2.00  2.00  0.00  0.00 -11.747 -11.728 -12.910 -13.925 -14.332   2.979   2.976   0.907   0.537   0.090   0.087
   22  3750  5.00 -2.00  2.00  0.00  0.00 -11.626 -11.606 -12.766 -13.928 -14.334   3.104   3.102   0.907   0.684  -0.079  -0.082
   23  4000  0.00 -2.00  2.00  0.00  0.00 -10.743 -10.727 -12.597 -13.735 -14.409   3.794   3.788   1.174   0.393   0.658   0.651
   24  4000  0.50 -2.00  2.00  0.00  0.00 -11.155 -11.139 -12.908 -13.960 -14.520   3.607   3.601   1.059   0.422   0.642   0.636
   25  4000  1.00 -2.00  2.00  0.00  0.00 -11.571 -11.555 -13.178 -14.141 -14.598   3.371   3.366   0.958   0.433   0.587   0.582
   26  4000  1.50 -2.00  2.00  0.00  0.00 -11.940 -11.923 -13.389 -14.275 -14.652   3.137   3.132   0.877   0.438   0.506   0.501
   27  4000  2.00 -2.00  2.00  0.00  0.00 -12.227 -12.209 -13.539 -14.372 -14.691   2.947   2.943   0.819   0.444   0.420   0.416
   28  4000  2.50 -2.00  2.00  0.00  0.00 -12.417 -12.399 -13.632 -14.438 -14.725   2.823   2.819   0.786   0.450   0.349   0.346
   29  4000  3.00 -2.00  2.00  0.00  0.00 -12.515 -12.496 -13.677 -14.459 -14.746   2.747   2.743   0.787   0.424   0.323   0.320
   30  4000  3.50 -2.00  2.00  0.00  0.00 -12.575 -12.557 -13.706 -14.469 -14.768   2.696   2.692   0.799   0.394   0.309   0.306
   31  4000  4.00 -2.00  2.00  0.00  0.00 -12.607 -12.589 -13.718 -14.477 -14.783   2.671   2.668   0.806   0.381   0.294   0.291
   32  4000  4.50 -2.00  2.00  0.00  0.00 -12.592 -12.573 -13.697 -14.481 -14.791   2.691   2.688   0.810   0.403   0.263   0.260
   33  4000  5.00 -2.00  2.00  0.00  0.00 -12.527 -12.508 -13.635 -14.485 -14.796   2.760   2.757   0.811   0.469   0.199   0.196
   34  4250  0.00 -2.00  2.00  0.00  0.00 -11.905 -11.889 -13.557 -14.461 -14.974   3.358   3.352   1.013   0.321   0.689   0.683
   35  4250  0.50 -2.00  2.00  0.00  0.00 -12.266 -12.250 -13.801 -14.628 -15.051   3.163   3.158   0.924   0.332   0.649   0.644
   36  4250  1.00 -2.00  2.00  0.00  0.00 -12.625 -12.608 -14.013 -14.763 -15.107   2.941   2.936   0.844   0.336   0.580   0.575
   37  4250  1.50 -2.00  2.00  0.00  0.00 -12.935 -12.917 -14.178 -14.864 -15.144   2.731   2.727   0.780   0.336   0.498   0.493
   38  4250  2.00 -2.00  2.00  0.00  0.00 -13.172 -13.154 -14.293 -14.935 -15.167   2.565   2.561   0.732   0.339   0.421   0.417
   39  4250  2.50 -2.00  2.00  0.00  0.00 -13.326 -13.307 -14.363 -14.981 -15.183   2.457   2.454   0.702   0.346   0.360   0.357
   40  4250  3.00 -2.00  2.00  0.00  0.00 -13.404 -13.385 -14.396 -15.008 -15.195   2.406   2.403   0.687   0.353   0.322   0.320
   41  4250  3.50 -2.00  2.00  0.00  0.00 -13.412 -13.393 -14.397 -15.008 -15.202   2.397   2.394   0.694   0.345   0.316   0.313
   42  4250  4.00 -2.00  2.00  0.00  0.00 -13.391 -13.372 -14.386 -15.000 -15.208   2.411   2.409   0.708   0.336   0.322   0.319
   43  4250  4.50 -2.00  2.00  0.00  0.00 -13.364 -13.345 -14.372 -14.996 -15.215   2.435   2.431   0.718   0.335   0.325   0.322
   44  4250  5.00 -2.00  2.00  0.00  0.00 -13.323 -13.304 -14.349 -14.996 -15.220   2.475   2.472   0.724   0.352   0.321   0.318
   45  4500  0.00 -2.00  2.00  0.00  0.00 -12.996 -12.979 -14.436 -15.112 -15.469   2.918   2.913   0.857   0.249   0.706   0.700
   46  4500  0.50 -2.00  2.00  0.00  0.00 -13.283 -13.266 -14.598 -15.216 -15.511   2.735   2.730   0.795   0.253   0.638   0.633
   47  4500  1.00 -2.00  2.00  0.00  0.00 -13.558 -13.541 -14.738 -15.304 -15.543   2.547   2.543   0.740   0.254   0.557   0.552
   48  4500  1.50 -2.00  2.00  0.00  0.00 -13.795 -13.778 -14.848 -15.370 -15.565   2.377   2.373   0.695   0.256   0.473   0.469
   49  4500  2.00 -2.00  2.00  0.00  0.00 -13.976 -13.957 -14.926 -15.419 -15.580   2.245   2.241   0.661   0.261   0.399   0.396
   50  4500  2.50 -2.00  2.00  0.00  0.00 -14.093 -14.074 -14.972 -15.451 -15.589   2.160   2.157   0.638   0.270   0.342   0.339
   51  4500  3.00 -2.00  2.00  0.00  0.00 -14.153 -14.134 -14.994 -15.471 -15.596   2.120   2.117   0.625   0.281   0.306   0.303
   52  4500  3.50 -2.00  2.00  0.00  0.00 -14.166 -14.147 -14.997 -15.479 -15.601   2.115   2.113   0.622   0.289   0.290   0.288
   53  4500  4.00 -2.00  2.00  0.00  0.00 -14.144 -14.125 -14.986 -15.476 -15.605   2.134   2.131   0.629   0.290   0.293   0.291
   54  4500  4.50 -2.00  2.00  0.00  0.00 -14.101 -14.082 -14.966 -15.469 -15.608   2.170   2.167   0.640   0.292   0.304   0.301
   55  4500  5.00 -2.00  2.00  0.00  0.00 -14.051 -14.031 -14.945 -15.464 -15.612   2.216   2.213   0.648   0.300   0.317   0.314
   56  4750  0.00 -2.00  2.00  0.00  0.00 -13.912 -13.894 -15.208 -15.679 -15.895   2.570   2.565   0.716   0.185   0.766   0.761
   57  4750  0.50 -2.00  2.00  0.00  0.00 -14.160 -14.142 -15.312 -15.737 -15.911   2.379   2.375   0.674   0.180   0.668   0.664
   58  4750  1.00 -2.00  2.00  0.00  0.00 -14.384 -14.365 -15.394 -15.782 -15.921   2.201   2.197   0.639   0.179   0.564   0.560
   59  4750  1.50 -2.00  2.00  0.00  0.00 -14.572 -14.553 -15.456 -15.818 -15.928   2.048   2.044   0.611   0.180   0.464   0.461
   60  4750  2.00 -2.00  2.00  0.00  0.00 -14.712 -14.693 -15.497 -15.843 -15.933   1.933   1.930   0.590   0.186   0.380   0.377
   61  4750  2.50 -2.00  2.00  0.00  0.00 -14.799 -14.780 -15.519 -15.861 -15.937   1.864   1.861   0.576   0.195   0.319   0.316
   62  4750  3.00 -2.00  2.00  0.00  0.00 -14.840 -14.821 -15.525 -15.873 -15.942   1.834   1.832   0.569   0.208   0.279   0.276
   63  4750  3.50 -2.00  2.00  0.00  0.00 -14.845 -14.825 -15.520 -15.879 -15.946   1.836   1.834   0.567   0.221   0.257   0.255
   64  4750  4.00 -2.00  2.00  0.00  0.00 -14.828 -14.808 -15.508 -15.880 -15.950   1.854   1.852   0.570   0.230   0.252   0.249
   65  4750  4.50 -2.00  2.00  0.00  0.00 -14.791 -14.771 -15.491 -15.876 -15.953   1.887   1.885   0.577   0.236   0.258   0.256
   66  4750  5.00 -2.00  2.00  0.00  0.00 -14.742 -14.722 -15.471 -15.872 -15.957   1.932   1.929   0.585   0.245   0.270   0.268
   67  5000  0.00 -2.00  2.00  0.00  0.00 -14.607 -14.589 -15.846 -16.158 -16.257   2.353   2.349   0.599   0.141   0.869   0.865
   68  5000  0.50 -2.00  2.00  0.00  0.00 -14.830 -14.812 -15.909 -16.184 -16.256   2.156   2.153   0.572   0.132   0.746   0.743
   69  5000  1.00 -2.00  2.00  0.00  0.00 -15.032 -15.012 -15.957 -16.203 -16.253   1.974   1.971   0.550   0.125   0.622   0.619
   70  5000  1.50 -2.00  2.00  0.00  0.00 -15.200 -15.180 -15.988 -16.215 -16.248   1.817   1.814   0.533   0.122   0.503   0.501
   71  5000  2.00 -2.00  2.00  0.00  0.00 -15.329 -15.310 -16.004 -16.222 -16.244   1.695   1.692   0.522   0.125   0.399   0.396
   72  5000  2.50 -2.00  2.00  0.00  0.00 -15.414 -15.395 -16.007 -16.226 -16.241   1.614   1.611   0.515   0.132   0.317   0.314
   73  5000  3.00 -2.00  2.00  0.00  0.00 -15.455 -15.435 -16.002 -16.229 -16.242   1.577   1.574   0.513   0.144   0.261   0.259
   74  5000  3.50 -2.00  2.00  0.00  0.00 -15.459 -15.439 -15.989 -16.232 -16.246   1.575   1.573   0.515   0.157   0.229   0.226
   75  5000  4.00 -2.00  2.00  0.00  0.00 -15.440 -15.420 -15.972 -16.232 -16.251   1.594   1.592   0.519   0.170   0.213   0.211
   76  5000  4.50 -2.00  2.00  0.00  0.00 -15.410 -15.390 -15.954 -16.231 -16.256   1.623   1.621   0.525   0.180   0.210   0.208
   77  5000  5.00 -2.00  2.00  0.00  0.00 -15.371 -15.351 -15.936 -16.228 -16.260   1.658   1.657   0.532   0.189   0.215   0.213
   78  5250  0.00 -2.00  2.00  0.00  0.00 -15.133 -15.114 -16.378 -16.566 -16.570   2.235   2.232   0.504   0.113   0.999   0.996
   79  5250  0.50 -2.00  2.00  0.00  0.00 -15.332 -15.312 -16.410 -16.571 -16.559   2.041   2.039   0.488   0.103   0.858   0.855
   80  5250  1.00 -2.00  2.00  0.00  0.00 -15.514 -15.494 -16.430 -16.571 -16.547   1.860   1.857   0.476   0.095   0.717   0.714
   81  5250  1.50 -2.00  2.00  0.00  0.00 -15.670 -15.650 -16.438 -16.567 -16.534   1.699   1.697   0.468   0.090   0.583   0.581
   82  5250  2.00 -2.00  2.00  0.00  0.00 -15.796 -15.776 -16.437 -16.559 -16.522   1.565   1.563   0.463   0.088   0.461   0.459
   83  5250  2.50 -2.00  2.00  0.00  0.00 -15.891 -15.871 -16.428 -16.552 -16.512   1.462   1.461   0.461   0.091   0.356   0.354
   84  5250  3.00 -2.00  2.00  0.00  0.00 -15.950 -15.930 -16.415 -16.546 -16.507   1.397   1.396   0.462   0.098   0.276   0.274
   85  5250  3.50 -2.00  2.00  0.00  0.00 -15.973 -15.952 -16.398 -16.542 -16.508   1.372   1.370   0.465   0.108   0.223   0.221
   86  5250  4.00 -2.00  2.00  0.00  0.00 -15.966 -15.946 -16.379 -16.541 -16.513   1.377   1.375   0.471   0.120   0.192   0.191
   87  5250  4.50 -2.00  2.00  0.00  0.00 -15.943 -15.922 -16.359 -16.540 -16.519   1.400   1.398   0.479   0.131   0.178   0.176
   88  5250  5.00 -2.00  2.00  0.00  0.00 -15.912 -15.891 -16.341 -16.539 -16.525   1.430   1.428   0.486   0.141   0.173   0.171
   89  5500  0.00 -2.00  2.00  0.00  0.00 -15.541 -15.521 -16.837 -16.925 -16.849   2.186   2.184   0.423   0.094   1.149   1.147
   90  5500  0.50 -2.00  2.00  0.00  0.00 -15.716 -15.696 -16.842 -16.915 -16.832   2.001   1.999   0.417   0.085   0.995   0.993
   91  5500  1.00 -2.00  2.00  0.00  0.00 -15.882 -15.862 -16.840 -16.902 -16.814   1.822   1.820   0.412   0.078   0.839   0.837
   92  5500  1.50 -2.00  2.00  0.00  0.00 -16.029 -16.008 -16.831 -16.886 -16.796   1.659   1.658   0.411   0.073   0.690   0.688
   93  5500  2.00 -2.00  2.00  0.00  0.00 -16.153 -16.132 -16.815 -16.867 -16.779   1.517   1.515   0.411   0.070   0.553   0.552
   94  5500  2.50 -2.00  2.00  0.00  0.00 -16.254 -16.233 -16.796 -16.849 -16.762   1.398   1.396   0.413   0.070   0.430   0.428
   95  5500  3.00 -2.00  2.00  0.00  0.00 -16.331 -16.310 -16.774 -16.834 -16.750   1.305   1.304   0.416   0.073   0.326   0.324
   96  5500  3.50 -2.00  2.00  0.00  0.00 -16.379 -16.359 -16.754 -16.824 -16.745   1.247   1.245   0.421   0.078   0.247   0.246
   97  5500  4.00 -2.00  2.00  0.00  0.00 -16.397 -16.377 -16.734 -16.819 -16.746   1.223   1.222   0.427   0.086   0.195   0.193
   98  5500  4.50 -2.00  2.00  0.00  0.00 -16.391 -16.370 -16.715 -16.816 -16.751   1.227   1.226   0.435   0.095   0.165   0.163
   99  5500  5.00 -2.00  2.00  0.00  0.00 -16.372 -16.351 -16.697 -16.815 -16.758   1.245   1.244   0.444   0.103   0.149   0.148
  100  5750  0.00 -2.00  2.00  0.00  0.00 -15.864 -15.844 -17.241 -17.247 -17.100   2.185   2.183   0.353   0.082   1.313   1.311
  101  5750  0.50 -2.00  2.00  0.00  0.00 -16.019 -15.998 -17.226 -17.227 -17.081   2.010   2.009   0.354   0.076   1.149   1.147
  102  5750  1.00 -2.00  2.00  0.00  0.00 -16.171 -16.150 -17.208 -17.205 -17.061   1.836   1.834   0.356   0.070   0.982   0.980
  103  5750  1.50 -2.00  2.00  0.00  0.00 -16.311 -16.291 -17.184 -17.180 -17.040   1.671   1.670   0.359   0.066   0.819   0.818
  104  5750  2.00 -2.00  2.00  0.00  0.00 -16.435 -16.414 -17.156 -17.154 -17.018   1.521   1.520   0.364   0.063   0.666   0.664
  105  5750  2.50 -2.00  2.00  0.00  0.00 -16.541 -16.520 -17.126 -17.128 -16.997   1.389   1.388   0.369   0.061   0.526   0.525
  106  5750  3.00 -2.00  2.00  0.00  0.00 -16.629 -16.608 -17.096 -17.104 -16.979   1.277   1.276   0.375   0.062   0.401   0.400
  107  5750  3.50 -2.00  2.00  0.00  0.00 -16.697 -16.676 -17.069 -17.085 -16.966   1.190   1.189   0.382   0.064   0.298   0.297
  108  5750  4.00 -2.00  2.00  0.00  0.00 -16.740 -16.719 -17.046 -17.073 -16.961   1.134   1.133   0.388   0.068   0.221   0.220
  109  5750  4.50 -2.00  2.00  0.00  0.00 -16.758 -16.737 -17.026 -17.067 -16.963   1.111   1.110   0.396   0.074   0.170   0.169
  110  5750  5.00 -2.00  2.00  0.00  0.00 -16.755 -16.734 -17.009 -17.065 -16.969   1.111   1.110   0.405   0.080   0.141   0.140
  111  6000  0.00 -2.00  2.00  0.00  0.00 -16.130 -16.109 -17.608 -17.540 -17.330   2.212   2.211   0.290   0.071   1.488   1.487
  112  6000  0.50 -2.00  2.00  0.00  0.00 -16.264 -16.243 -17.575 -17.514 -17.311   2.052   2.051   0.297   0.071   1.314   1.313
  113  6000  1.00 -2.00  2.00  0.00  0.00 -16.404 -16.383 -17.543 -17.486 -17.290   1.884   1.883   0.304   0.067   1.138   1.137
  114  6000  1.50 -2.00  2.00  0.00  0.00 -16.539 -16.518 -17.508 -17.456 -17.268   1.718   1.717   0.312   0.064   0.963   0.962
  115  6000  2.00 -2.00  2.00  0.00  0.00 -16.663 -16.642 -17.470 -17.423 -17.244   1.562   1.561   0.320   0.062   0.795   0.794
  116  6000  2.50 -2.00  2.00  0.00  0.00 -16.773 -16.752 -17.430 -17.390 -17.219   1.419   1.418   0.329   0.061   0.638   0.637
  117  6000  3.00 -2.00  2.00  0.00  0.00 -16.870 -16.849 -17.391 -17.359 -17.196   1.291   1.290   0.337   0.060   0.495   0.494
  118  6000  3.50 -2.00  2.00  0.00  0.00 -16.951 -16.930 -17.356 -17.332 -17.177   1.183   1.182   0.345   0.060   0.371   0.370
  119  6000  4.00 -2.00  2.00  0.00  0.00 -17.015 -16.994 -17.327 -17.312 -17.165   1.099   1.098   0.353   0.061   0.269   0.268
  120  6000  4.50 -2.00  2.00  0.00  0.00 -17.056 -17.035 -17.304 -17.300 -17.161   1.046   1.045   0.361   0.064   0.194   0.193
  121  6000  5.00 -2.00  2.00  0.00  0.00 -17.074 -17.053 -17.286 -17.294 -17.164   1.023   1.022   0.369   0.068   0.146   0.145
  122  6250  0.50 -2.00  2.00  0.00  0.00 -16.474 -16.452 -17.899 -17.780 -17.524   2.109   2.108   0.243   0.067   1.486   1.485
  123  6250  1.00 -2.00  2.00  0.00  0.00 -16.601 -16.580 -17.854 -17.749 -17.505   1.950   1.949   0.256   0.069   1.299   1.298
  124  6250  1.50 -2.00  2.00  0.00  0.00 -16.730 -16.709 -17.809 -17.715 -17.482   1.787   1.786   0.267   0.068   1.115   1.114
  125  6250  2.00 -2.00  2.00  0.00  0.00 -16.854 -16.833 -17.763 -17.678 -17.457   1.627   1.626   0.279   0.066   0.935   0.934
  126  6250  2.50 -2.00  2.00  0.00  0.00 -16.968 -16.947 -17.715 -17.640 -17.431   1.474   1.473   0.290   0.065   0.763   0.762
  127  6250  3.00 -2.00  2.00  0.00  0.00 -17.072 -17.050 -17.668 -17.603 -17.404   1.333   1.333   0.301   0.063   0.603   0.602
  128  6250  3.50 -2.00  2.00  0.00  0.00 -17.163 -17.141 -17.624 -17.569 -17.380   1.208   1.207   0.311   0.062   0.459   0.459
  129  6250  4.00 -2.00  2.00  0.00  0.00 -17.241 -17.219 -17.587 -17.541 -17.361   1.102   1.101   0.320   0.062   0.335   0.334
  130  6250  4.50 -2.00  2.00  0.00  0.00 -17.301 -17.280 -17.558 -17.521 -17.349   1.021   1.021   0.329   0.063   0.236   0.235
  131  6250  5.00 -2.00  2.00  0.00  0.00 -17.340 -17.319 -17.536 -17.509 -17.346   0.971   0.970   0.337   0.064   0.166   0.165
  132  6500  0.50 -2.00  2.00  0.00  0.00 -16.662 -16.641 -18.210 -18.029 -17.717   2.169   2.168   0.188   0.060   1.670   1.670
  133  6500  1.00 -2.00  2.00  0.00  0.00 -16.777 -16.755 -18.147 -17.996 -17.704   2.021   2.021   0.208   0.070   1.463   1.463
  134  6500  1.50 -2.00  2.00  0.00  0.00 -16.898 -16.877 -18.091 -17.960 -17.684   1.864   1.863   0.224   0.073   1.267   1.266
  135  6500  2.00 -2.00  2.00  0.00  0.00 -17.020 -16.998 -18.038 -17.921 -17.659   1.703   1.702   0.239   0.073   1.078   1.077
  136  6500  2.50 -2.00  2.00  0.00  0.00 -17.136 -17.115 -17.983 -17.879 -17.632   1.545   1.544   0.252   0.072   0.894   0.893
  137  6500  3.00 -2.00  2.00  0.00  0.00 -17.245 -17.223 -17.929 -17.837 -17.602   1.394   1.393   0.266   0.071   0.719   0.718
  138  6500  3.50 -2.00  2.00  0.00  0.00 -17.344 -17.322 -17.878 -17.796 -17.574   1.255   1.254   0.278   0.069   0.558   0.558
  139  6500  4.00 -2.00  2.00  0.00  0.00 -17.432 -17.411 -17.833 -17.761 -17.550   1.130   1.130   0.289   0.068   0.415   0.414
  140  6500  4.50 -2.00  2.00  0.00  0.00 -17.507 -17.486 -17.796 -17.733 -17.531   1.027   1.027   0.299   0.067   0.294   0.293
