
       Teff log g  [M]  Vturb  l/H   small     big    beta
  388 20000  5.00  0.00  0.00  0.00 -20.803 -20.944   2.702
  389 21000  3.00  0.00  0.00  0.00 -21.117 -21.153   2.560
  390 21000  3.50  0.00  0.00  0.00 -21.056 -21.116   2.593
  391 21000  4.00  0.00  0.00  0.00 -21.000 -21.084   2.624
  392 21000  4.50  0.00  0.00  0.00 -20.950 -21.058   2.657
  393 21000  5.00  0.00  0.00  0.00 -20.903 -21.036   2.691
  394 22000  3.00  0.00  0.00  0.00 -21.222 -21.253   2.552
  395 22000  3.50  0.00  0.00  0.00 -21.159 -21.214   2.585
  396 22000  4.00  0.00  0.00  0.00 -21.100 -21.178   2.617
  397 22000  4.50  0.00  0.00  0.00 -21.048 -21.150   2.648
  398 22000  5.00  0.00  0.00  0.00 -21.000 -21.126   2.681
  399 23000  3.00  0.00  0.00  0.00 -21.323 -21.349   2.545
  400 23000  3.50  0.00  0.00  0.00 -21.258 -21.308   2.578
  401 23000  4.00  0.00  0.00  0.00 -21.197 -21.270   2.609
  402 23000  4.50  0.00  0.00  0.00 -21.143 -21.239   2.640
  403 23000  5.00  0.00  0.00  0.00 -21.094 -21.213   2.672
  404 24000  3.00  0.00  0.00  0.00 -21.421 -21.442   2.539
  405 24000  3.50  0.00  0.00  0.00 -21.354 -21.399   2.571
  406 24000  4.00  0.00  0.00  0.00 -21.292 -21.359   2.601
  407 24000  4.50  0.00  0.00  0.00 -21.235 -21.326   2.632
  408 24000  5.00  0.00  0.00  0.00 -21.185 -21.298   2.664
  409 25000  3.00  0.00  0.00  0.00 -21.519 -21.535   2.532
  410 25000  3.50  0.00  0.00  0.00 -21.446 -21.486   2.565
  411 25000  4.00  0.00  0.00  0.00 -21.383 -21.445   2.594
  412 25000  4.50  0.00  0.00  0.00 -21.326 -21.410   2.625
  413 25000  5.00  0.00  0.00  0.00 -21.274 -21.381   2.656
  414 26000  3.00  0.00  0.00  0.00 -21.617 -21.627   2.524
  415 26000  3.50  0.00  0.00  0.00 -21.536 -21.573   2.560
  416 26000  4.00  0.00  0.00  0.00 -21.471 -21.529   2.588
  417 26000  4.50  0.00  0.00  0.00 -21.414 -21.493   2.618
  418 26000  5.00  0.00  0.00  0.00 -21.361 -21.463   2.649
  419 27000  3.50  0.00  0.00  0.00 -21.626 -21.659   2.555
  420 27000  4.00  0.00  0.00  0.00 -21.557 -21.611   2.583
  421 27000  4.50  0.00  0.00  0.00 -21.499 -21.574   2.611
  422 27000  5.00  0.00  0.00  0.00 -21.447 -21.544   2.641
  423 28000  3.50  0.00  0.00  0.00 -21.718 -21.747   2.549
  424 28000  4.00  0.00  0.00  0.00 -21.642 -21.692   2.578
  425 28000  4.50  0.00  0.00  0.00 -21.583 -21.653   2.606
  426 28000  5.00  0.00  0.00  0.00 -21.531 -21.622   2.634
  427 29000  3.50  0.00  0.00  0.00 -21.807 -21.831   2.542
  428 29000  4.00  0.00  0.00  0.00 -21.728 -21.775   2.573
  429 29000  4.50  0.00  0.00  0.00 -21.665 -21.732   2.600
  430 29000  5.00  0.00  0.00  0.00 -21.613 -21.700   2.628
  431 30000  3.50  0.00  0.00  0.00 -21.890 -21.909   2.535
  432 30000  4.00  0.00  0.00  0.00 -21.814 -21.856   2.568
  433 30000  4.50  0.00  0.00  0.00 -21.748 -21.811   2.595
  434 30000  5.00  0.00  0.00  0.00 -21.695 -21.777   2.622
  435 31000  3.50  0.00  0.00  0.00 -21.963 -21.976   2.528
  436 31000  4.00  0.00  0.00  0.00 -21.896 -21.934   2.561
  437 31000  4.50  0.00  0.00  0.00 -21.831 -21.889   2.589
  438 31000  5.00  0.00  0.00  0.00 -21.776 -21.853   2.616
  439 32000  4.00  0.00  0.00  0.00 -21.975 -22.008   2.555
  440 32000  4.50  0.00  0.00  0.00 -21.910 -21.964   2.583
  441 32000  5.00  0.00  0.00  0.00 -21.856 -21.928   2.609
  442 33000  4.00  0.00  0.00  0.00 -22.045 -22.073   2.548
  443 33000  4.50  0.00  0.00  0.00 -21.988 -22.036   2.576
  444 33000  5.00  0.00  0.00  0.00 -21.933 -22.001   2.602
  445 34000  4.00  0.00  0.00  0.00 -22.107 -22.131   2.542
  446 34000  4.50  0.00  0.00  0.00 -22.058 -22.102   2.570
  447 34000  5.00  0.00  0.00  0.00 -22.007 -22.070   2.595
  448 35000  4.00  0.00  0.00  0.00 -22.161 -22.181   2.537
  449 35000  4.50  0.00  0.00  0.00 -22.122 -22.161   2.563
  450 35000  5.00  0.00  0.00  0.00 -22.076 -22.133   2.588
  451 36000  4.00  0.00  0.00  0.00 -22.208 -22.224   2.532
  452 36000  4.50  0.00  0.00  0.00 -22.180 -22.214   2.557
  453 36000  5.00  0.00  0.00  0.00 -22.139 -22.192   2.581
  454 37000  4.00  0.00  0.00  0.00 -22.249 -22.263   2.528
  455 37000  4.50  0.00  0.00  0.00 -22.231 -22.261   2.551
  456 37000  5.00  0.00  0.00  0.00 -22.197 -22.244   2.574
  457 38000  4.00  0.00  0.00  0.00 -22.286 -22.298   2.526
  458 38000  4.50  0.00  0.00  0.00 -22.275 -22.301   2.546
  459 38000  5.00  0.00  0.00  0.00 -22.248 -22.291   2.568
  460 39000  4.00  0.00  0.00  0.00 -22.320 -22.330   2.523
  461 39000  4.50  0.00  0.00  0.00 -22.314 -22.338   2.542
  462 39000  5.00  0.00  0.00  0.00 -22.294 -22.332   2.562
  463 40000  4.00  0.00  0.00  0.00 -22.353 -22.362   2.521
  464 40000  4.50  0.00  0.00  0.00 -22.349 -22.371   2.540
  465 40000  5.00  0.00  0.00  0.00 -22.334 -22.369   2.558
  466 41000  4.50  0.00  0.00  0.00 -22.382 -22.402   2.537
  467 41000  5.00  0.00  0.00  0.00 -22.370 -22.402   2.554
  468 42000  4.50  0.00  0.00  0.00 -22.413 -22.432   2.536
  469 42000  5.00  0.00  0.00  0.00 -22.402 -22.433   2.551
  470 43000  4.50  0.00  0.00  0.00 -22.443 -22.461   2.534
  471 43000  5.00  0.00  0.00  0.00 -22.433 -22.462   2.549
  472 44000  4.50  0.00  0.00  0.00 -22.473 -22.489   2.532
  473 44000  5.00  0.00  0.00  0.00 -22.462 -22.490   2.547
  474 45000  4.50  0.00  0.00  0.00 -22.502 -22.517   2.531
  475 45000  5.00  0.00  0.00  0.00 -22.491 -22.517   2.545
  476 46000  4.50  0.00  0.00  0.00 -22.531 -22.545   2.529
  477 46000  5.00  0.00  0.00  0.00 -22.519 -22.543   2.543
  478 47000  4.50  0.00  0.00  0.00 -22.558 -22.571   2.527
  479 47000  5.00  0.00  0.00  0.00 -22.546 -22.569   2.542
  480 48000  4.50  0.00  0.00  0.00 -22.585 -22.597   2.526
  481 48000  5.00  0.00  0.00  0.00 -22.572 -22.594   2.540
  482 49000  4.50  0.00  0.00  0.00 -22.611 -22.622   2.524
  483 49000  5.00  0.00  0.00  0.00 -22.598 -22.619   2.538
  484 50000  4.50  0.00  0.00  0.00 -22.637 -22.646   2.523
