
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  220  8750  3.00  0.00  0.00  0.00  0.00 -19.049 -19.528 -18.931 -26.056  -0.151   0.063   0.006  -0.010
  221  8750  3.50  0.00  0.00  0.00  0.00 -18.999 -19.497 -18.931 -26.056  -0.151   0.084   0.038   0.022
  222  8750  4.00  0.00  0.00  0.00  0.00 -18.960 -19.456 -18.926 -26.056  -0.156   0.084   0.074   0.058
  223  8750  4.50  0.00  0.00  0.00  0.00 -18.939 -19.406 -18.917 -26.056  -0.165   0.057   0.114   0.098
  224  8750  5.00  0.00  0.00  0.00  0.00 -18.943 -19.350 -18.905 -26.056  -0.177  -0.001   0.159   0.143
  225  9000  1.50  0.00  0.00  0.00  0.00 -19.331 -19.580 -18.974 -26.178  -0.231  -0.170  -0.003  -0.019
  226  9000  2.00  0.00  0.00  0.00  0.00 -19.294 -19.631 -18.996 -26.178  -0.208  -0.083  -0.031  -0.047
  227  9000  2.50  0.00  0.00  0.00  0.00 -19.243 -19.640 -19.005 -26.178  -0.199  -0.022  -0.031  -0.047
  228  9000  3.00  0.00  0.00  0.00  0.00 -19.187 -19.627 -19.010 -26.178  -0.195   0.023  -0.014  -0.030
  229  9000  3.50  0.00  0.00  0.00  0.00 -19.135 -19.602 -19.012 -26.178  -0.192   0.052   0.014  -0.002
  230  9000  4.00  0.00  0.00  0.00  0.00 -19.092 -19.566 -19.011 -26.178  -0.193   0.061   0.049   0.033
  231  9000  4.50  0.00  0.00  0.00  0.00 -19.064 -19.523 -19.006 -26.178  -0.199   0.047   0.087   0.071
  232  9000  5.00  0.00  0.00  0.00  0.00 -19.052 -19.472 -18.994 -26.178  -0.211   0.011   0.125   0.109
  233  9250  2.00  0.00  0.00  0.00  0.00 -19.420 -19.709 -19.067 -26.297  -0.256  -0.131  -0.039  -0.055
  234  9250  2.50  0.00  0.00  0.00  0.00 -19.372 -19.724 -19.077 -26.297  -0.246  -0.067  -0.044  -0.060
  235  9250  3.00  0.00  0.00  0.00  0.00 -19.316 -19.717 -19.082 -26.297  -0.241  -0.018  -0.031  -0.047
  236  9250  3.50  0.00  0.00  0.00  0.00 -19.263 -19.696 -19.086 -26.297  -0.238   0.017  -0.007  -0.023
  237  9250  4.00  0.00  0.00  0.00  0.00 -19.216 -19.665 -19.087 -26.297  -0.236   0.034   0.026   0.010
  238  9250  4.50  0.00  0.00  0.00  0.00 -19.183 -19.626 -19.085 -26.297  -0.238   0.030   0.063   0.047
  239  9250  5.00  0.00  0.00  0.00  0.00 -19.166 -19.579 -19.078 -26.297  -0.245   0.003   0.103   0.087
  240  9500  2.00  0.00  0.00  0.00  0.00 -19.538 -19.781 -19.133 -26.413  -0.306  -0.178  -0.044  -0.060
  241  9500  2.50  0.00  0.00  0.00  0.00 -19.492 -19.801 -19.144 -26.413  -0.295  -0.111  -0.053  -0.069
  242  9500  3.00  0.00  0.00  0.00  0.00 -19.438 -19.798 -19.150 -26.413  -0.289  -0.059  -0.045  -0.061
  243  9500  3.50  0.00  0.00  0.00  0.00 -19.384 -19.781 -19.153 -26.413  -0.286  -0.020  -0.024  -0.040
  244  9500  4.00  0.00  0.00  0.00  0.00 -19.334 -19.754 -19.156 -26.413  -0.283   0.005   0.006  -0.010
  245  9500  4.50  0.00  0.00  0.00  0.00 -19.296 -19.718 -19.156 -26.413  -0.283   0.009   0.042   0.026
  246  9500  5.00  0.00  0.00  0.00  0.00 -19.274 -19.675 -19.153 -26.413  -0.286  -0.010   0.082   0.066
  247  9750  2.00  0.00  0.00  0.00  0.00 -19.649 -19.849 -19.196 -26.526  -0.356  -0.222  -0.049  -0.065
  248  9750  2.50  0.00  0.00  0.00  0.00 -19.604 -19.872 -19.208 -26.526  -0.344  -0.153  -0.061  -0.077
  249  9750  3.00  0.00  0.00  0.00  0.00 -19.552 -19.873 -19.213 -26.526  -0.339  -0.099  -0.056  -0.072
  250  9750  3.50  0.00  0.00  0.00  0.00 -19.498 -19.859 -19.217 -26.526  -0.335  -0.057  -0.039  -0.055
  251  9750  4.00  0.00  0.00  0.00  0.00 -19.446 -19.835 -19.220 -26.526  -0.332  -0.027  -0.012  -0.028
  252  9750  4.50  0.00  0.00  0.00  0.00 -19.403 -19.802 -19.221 -26.526  -0.331  -0.015   0.023   0.007
  253  9750  5.00  0.00  0.00  0.00  0.00 -19.377 -19.762 -19.221 -26.526  -0.331  -0.026   0.062   0.046
  254 10000  2.00  0.00  0.00  0.00  0.00 -19.755 -19.914 -19.256 -26.636  -0.406  -0.263  -0.054  -0.070
  255 10000  2.50  0.00  0.00  0.00  0.00 -19.710 -19.939 -19.269 -26.636  -0.393  -0.192  -0.067  -0.083
  256 10000  3.00  0.00  0.00  0.00  0.00 -19.660 -19.942 -19.274 -26.636  -0.388  -0.138  -0.065  -0.081
  257 10000  3.50  0.00  0.00  0.00  0.00 -19.606 -19.931 -19.277 -26.636  -0.385  -0.093  -0.051  -0.067
  258 10000  4.00  0.00  0.00  0.00  0.00 -19.553 -19.910 -19.279 -26.636  -0.382  -0.060  -0.027  -0.043
  259 10000  4.50  0.00  0.00  0.00  0.00 -19.507 -19.880 -19.282 -26.636  -0.380  -0.042   0.006  -0.010
  260 10000  5.00  0.00  0.00  0.00  0.00 -19.476 -19.843 -19.283 -26.636  -0.379  -0.046   0.044   0.028
  261 10250  2.00  0.00  0.00  0.00  0.00 -19.856 -19.976 -19.314 -26.743  -0.456  -0.302  -0.059  -0.075
  262 10250  2.50  0.00  0.00  0.00  0.00 -19.811 -20.003 -19.327 -26.743  -0.443  -0.229  -0.073  -0.089
  263 10250  3.00  0.00  0.00  0.00  0.00 -19.761 -20.008 -19.331 -26.743  -0.438  -0.174  -0.073  -0.089
  264 10250  3.50  0.00  0.00  0.00  0.00 -19.709 -19.999 -19.334 -26.743  -0.435  -0.130  -0.061  -0.077
  265 10250  4.00  0.00  0.00  0.00  0.00 -19.656 -19.980 -19.336 -26.743  -0.433  -0.094  -0.040  -0.056
  266 10250  4.50  0.00  0.00  0.00  0.00 -19.609 -19.952 -19.339 -26.743  -0.431  -0.072  -0.010  -0.026
  267 10250  5.00  0.00  0.00  0.00  0.00 -19.573 -19.918 -19.340 -26.743  -0.429  -0.068   0.026   0.010
  268 10500  2.00  0.00  0.00  0.00  0.00 -19.951 -20.035 -19.368 -26.848  -0.506  -0.338  -0.063  -0.079
  269 10500  2.50  0.00  0.00  0.00  0.00 -19.907 -20.063 -19.382 -26.848  -0.492  -0.265  -0.078  -0.094
  270 10500  3.00  0.00  0.00  0.00  0.00 -19.858 -20.069 -19.386 -26.848  -0.487  -0.210  -0.079  -0.095
  271 10500  3.50  0.00  0.00  0.00  0.00 -19.806 -20.061 -19.388 -26.848  -0.486  -0.165  -0.070  -0.086
  272 10500  4.00  0.00  0.00  0.00  0.00 -19.754 -20.045 -19.390 -26.848  -0.484  -0.128  -0.051  -0.067
  273 10500  4.50  0.00  0.00  0.00  0.00 -19.706 -20.020 -19.392 -26.848  -0.482  -0.103  -0.024  -0.040
  274 10500  5.00  0.00  0.00  0.00  0.00 -19.667 -19.987 -19.395 -26.848  -0.479  -0.094   0.011  -0.005
  275 10750  2.00  0.00  0.00  0.00  0.00 -20.042 -20.091 -19.421 -26.950  -0.555  -0.373  -0.067  -0.083
  276 10750  2.50  0.00  0.00  0.00  0.00 -19.999 -20.122 -19.435 -26.950  -0.541  -0.299  -0.083  -0.099
  277 10750  3.00  0.00  0.00  0.00  0.00 -19.950 -20.128 -19.439 -26.950  -0.537  -0.243  -0.085  -0.101
  278 10750  3.50  0.00  0.00  0.00  0.00 -19.899 -20.121 -19.441 -26.950  -0.535  -0.198  -0.077  -0.093
  279 10750  4.00  0.00  0.00  0.00  0.00 -19.848 -20.106 -19.442 -26.950  -0.534  -0.161  -0.061  -0.077
  280 10750  4.50  0.00  0.00  0.00  0.00 -19.799 -20.083 -19.443 -26.950  -0.533  -0.133  -0.036  -0.052
  281 10750  5.00  0.00  0.00  0.00  0.00 -19.758 -20.053 -19.446 -26.950  -0.530  -0.120  -0.003  -0.019
  282 11000  2.00  0.00  0.00  0.00  0.00 -20.128 -20.146 -19.471 -27.050  -0.605  -0.405  -0.071  -0.087
  283 11000  2.50  0.00  0.00  0.00  0.00 -20.086 -20.177 -19.485 -27.050  -0.590  -0.331  -0.088  -0.104
  284 11000  3.00  0.00  0.00  0.00  0.00 -20.038 -20.184 -19.490 -27.050  -0.586  -0.276  -0.090  -0.106
  285 11000  3.50  0.00  0.00  0.00  0.00 -19.988 -20.178 -19.491 -27.050  -0.585  -0.230  -0.084  -0.100
  286 11000  4.00  0.00  0.00  0.00  0.00 -19.937 -20.164 -19.491 -27.050  -0.585  -0.193  -0.069  -0.085
  287 11000  4.50  0.00  0.00  0.00  0.00 -19.889 -20.142 -19.492 -27.050  -0.584  -0.164  -0.047  -0.063
  288 11000  5.00  0.00  0.00  0.00  0.00 -19.847 -20.114 -19.495 -27.050  -0.581  -0.148  -0.016  -0.032
  289 11250  2.00  0.00  0.00  0.00  0.00 -20.210 -20.198 -19.519 -27.147  -0.655  -0.435  -0.075  -0.091
  290 11250  2.50  0.00  0.00  0.00  0.00 -20.169 -20.230 -19.534 -27.147  -0.639  -0.361  -0.092  -0.108
  291 11250  3.00  0.00  0.00  0.00  0.00 -20.122 -20.238 -19.539 -27.147  -0.635  -0.306  -0.095  -0.111
  292 11250  3.50  0.00  0.00  0.00  0.00 -20.073 -20.232 -19.539 -27.147  -0.634  -0.261  -0.090  -0.106
  293 11250  4.00  0.00  0.00  0.00  0.00 -20.023 -20.219 -19.539 -27.147  -0.634  -0.224  -0.076  -0.092
  294 11250  4.50  0.00  0.00  0.00  0.00 -19.975 -20.199 -19.540 -27.147  -0.634  -0.194  -0.056  -0.072
  295 11250  5.00  0.00  0.00  0.00  0.00 -19.932 -20.173 -19.541 -27.147  -0.632  -0.176  -0.028  -0.044
  296 11500  2.00  0.00  0.00  0.00  0.00 -20.288 -20.248 -19.565 -27.243  -0.704  -0.463  -0.079  -0.095
  297 11500  2.50  0.00  0.00  0.00  0.00 -20.248 -20.281 -19.581 -27.243  -0.688  -0.390  -0.097  -0.113
  298 11500  3.00  0.00  0.00  0.00  0.00 -20.202 -20.289 -19.585 -27.243  -0.684  -0.335  -0.100  -0.116
  299 11500  3.50  0.00  0.00  0.00  0.00 -20.154 -20.284 -19.586 -27.243  -0.683  -0.291  -0.095  -0.111
  300 11500  4.00  0.00  0.00  0.00  0.00 -20.105 -20.271 -19.585 -27.243  -0.684  -0.254  -0.083  -0.099
  301 11500  4.50  0.00  0.00  0.00  0.00 -20.058 -20.253 -19.585 -27.243  -0.684  -0.224  -0.064  -0.080
  302 11500  5.00  0.00  0.00  0.00  0.00 -20.015 -20.228 -19.586 -27.243  -0.683  -0.204  -0.038  -0.054
  303 11750  2.00  0.00  0.00  0.00  0.00 -20.362 -20.296 -19.609 -27.336  -0.754  -0.489  -0.083  -0.099
  304 11750  2.50  0.00  0.00  0.00  0.00 -20.324 -20.330 -19.626 -27.336  -0.737  -0.416  -0.101  -0.117
  305 11750  3.00  0.00  0.00  0.00  0.00 -20.279 -20.339 -19.630 -27.336  -0.732  -0.363  -0.105  -0.121
  306 11750  3.50  0.00  0.00  0.00  0.00 -20.232 -20.334 -19.631 -27.336  -0.732  -0.319  -0.100  -0.116
  307 11750  4.00  0.00  0.00  0.00  0.00 -20.184 -20.322 -19.630 -27.336  -0.732  -0.282  -0.089  -0.105
  308 11750  4.50  0.00  0.00  0.00  0.00 -20.138 -20.304 -19.629 -27.336  -0.733  -0.253  -0.071  -0.087
  309 11750  5.00  0.00  0.00  0.00  0.00 -20.095 -20.280 -19.630 -27.336  -0.733  -0.232  -0.047  -0.063
  310 12000  2.00  0.00  0.00  0.00  0.00 -20.433 -20.342 -19.651 -27.428  -0.802  -0.514  -0.087  -0.103
  311 12000  2.50  0.00  0.00  0.00  0.00 -20.395 -20.377 -19.668 -27.428  -0.785  -0.441  -0.105  -0.121
  312 12000  3.00  0.00  0.00  0.00  0.00 -20.352 -20.386 -19.673 -27.428  -0.781  -0.388  -0.109  -0.125
  313 12000  3.50  0.00  0.00  0.00  0.00 -20.306 -20.382 -19.674 -27.428  -0.780  -0.346  -0.105  -0.121
  314 12000  4.00  0.00  0.00  0.00  0.00 -20.259 -20.370 -19.672 -27.428  -0.781  -0.310  -0.094  -0.110
  315 12000  4.50  0.00  0.00  0.00  0.00 -20.214 -20.353 -19.671 -27.428  -0.782  -0.280  -0.078  -0.094
  316 12000  5.00  0.00  0.00  0.00  0.00 -20.172 -20.330 -19.672 -27.428  -0.782  -0.259  -0.055  -0.071
  317 12250  2.00  0.00  0.00  0.00  0.00 -20.501 -20.387 -19.693 -27.517  -0.850  -0.537  -0.091  -0.107
  318 12250  2.50  0.00  0.00  0.00  0.00 -20.464 -20.423 -19.710 -27.517  -0.833  -0.465  -0.109  -0.125
  319 12250  3.00  0.00  0.00  0.00  0.00 -20.422 -20.432 -19.715 -27.517  -0.828  -0.413  -0.113  -0.129
  320 12250  3.50  0.00  0.00  0.00  0.00 -20.377 -20.428 -19.716 -27.517  -0.828  -0.371  -0.109  -0.125
  321 12250  4.00  0.00  0.00  0.00  0.00 -20.332 -20.417 -19.714 -27.517  -0.829  -0.336  -0.099  -0.115
  322 12250  4.50  0.00  0.00  0.00  0.00 -20.287 -20.400 -19.713 -27.517  -0.830  -0.306  -0.084  -0.100
  323 12250  5.00  0.00  0.00  0.00  0.00 -20.246 -20.379 -19.713 -27.517  -0.831  -0.285  -0.063  -0.079
  324 12500  2.00  0.00  0.00  0.00  0.00 -20.567 -20.431 -19.733 -27.605  -0.898  -0.560  -0.094  -0.110
  325 12500  2.50  0.00  0.00  0.00  0.00 -20.530 -20.467 -19.750 -27.605  -0.881  -0.486  -0.113  -0.129
  326 12500  3.00  0.00  0.00  0.00  0.00 -20.488 -20.476 -19.755 -27.605  -0.876  -0.435  -0.117  -0.133
  327 12500  3.50  0.00  0.00  0.00  0.00 -20.445 -20.472 -19.755 -27.605  -0.876  -0.395  -0.114  -0.130
  328 12500  4.00  0.00  0.00  0.00  0.00 -20.401 -20.462 -19.754 -27.605  -0.877  -0.360  -0.104  -0.120
  329 12500  4.50  0.00  0.00  0.00  0.00 -20.357 -20.445 -19.753 -27.605  -0.879  -0.332  -0.089  -0.105
  330 12500  5.00  0.00  0.00  0.00  0.00 -20.316 -20.424 -19.752 -27.605  -0.879  -0.310  -0.069  -0.085
  331 12750  2.00  0.00  0.00  0.00  0.00 -20.631 -20.473 -19.772 -27.691  -0.945  -0.581  -0.097  -0.113
  332 12750  2.50  0.00  0.00  0.00  0.00 -20.594 -20.510 -19.789 -27.691  -0.928  -0.507  -0.117  -0.133
  333 12750  3.00  0.00  0.00  0.00  0.00 -20.553 -20.519 -19.794 -27.691  -0.923  -0.457  -0.121  -0.137
  334 12750  3.50  0.00  0.00  0.00  0.00 -20.511 -20.516 -19.794 -27.691  -0.923  -0.417  -0.118  -0.134
  335 12750  4.00  0.00  0.00  0.00  0.00 -20.468 -20.505 -19.793 -27.691  -0.924  -0.384  -0.109  -0.125
  336 12750  4.50  0.00  0.00  0.00  0.00 -20.425 -20.490 -19.792 -27.691  -0.926  -0.356  -0.094  -0.110
  337 12750  5.00  0.00  0.00  0.00  0.00 -20.385 -20.469 -19.790 -27.691  -0.927  -0.335  -0.075  -0.091
  338 13000  2.00  0.00  0.00  0.00  0.00 -20.693 -20.514 -19.810 -27.775  -0.991  -0.602  -0.101  -0.117
  339 13000  2.50  0.00  0.00  0.00  0.00 -20.654 -20.551 -19.827 -27.775  -0.975  -0.527  -0.121  -0.137
  340 13000  3.00  0.00  0.00  0.00  0.00 -20.614 -20.560 -19.831 -27.775  -0.970  -0.477  -0.125  -0.141
  341 13000  3.50  0.00  0.00  0.00  0.00 -20.573 -20.557 -19.831 -27.775  -0.970  -0.438  -0.122  -0.138
  342 13000  4.00  0.00  0.00  0.00  0.00 -20.531 -20.547 -19.830 -27.775  -0.971  -0.406  -0.113  -0.129
  343 13000  4.50  0.00  0.00  0.00  0.00 -20.490 -20.531 -19.829 -27.775  -0.973  -0.379  -0.099  -0.115
  344 13000  5.00  0.00  0.00  0.00  0.00 -20.450 -20.512 -19.827 -27.775  -0.974  -0.358  -0.081  -0.097
  345 14000  2.00  0.00  0.00  0.00  0.00 -20.925 -20.669 -19.954 -28.097  -1.169  -0.680  -0.112  -0.128
  346 14000  2.50  0.00  0.00  0.00  0.00 -20.882 -20.708 -19.969 -28.097  -1.154  -0.598  -0.135  -0.151
  347 14000  3.00  0.00  0.00  0.00  0.00 -20.840 -20.715 -19.971 -28.097  -1.152  -0.549  -0.140  -0.156
  348 14000  3.50  0.00  0.00  0.00  0.00 -20.800 -20.711 -19.970 -28.097  -1.153  -0.513  -0.137  -0.153
  349 14000  4.00  0.00  0.00  0.00  0.00 -20.763 -20.702 -19.969 -28.097  -1.154  -0.484  -0.129  -0.145
  350 14000  4.50  0.00  0.00  0.00  0.00 -20.726 -20.688 -19.967 -28.097  -1.156  -0.460  -0.117  -0.133
  351 14000  5.00  0.00  0.00  0.00  0.00 -20.691 -20.670 -19.966 -28.097  -1.157  -0.441  -0.100  -0.116
  352 15000  2.00  0.00  0.00  0.00  0.00 -21.141 -20.811 -20.087 -28.397  -1.335  -0.755  -0.120  -0.136
  353 15000  2.50  0.00  0.00  0.00  0.00 -21.088 -20.852 -20.101 -28.397  -1.321  -0.661  -0.147  -0.163
  354 15000  3.00  0.00  0.00  0.00  0.00 -21.041 -20.857 -20.099 -28.397  -1.323  -0.609  -0.154  -0.170
  355 15000  3.50  0.00  0.00  0.00  0.00 -21.001 -20.851 -20.096 -28.397  -1.327  -0.574  -0.151  -0.167
  356 15000  4.00  0.00  0.00  0.00  0.00 -20.965 -20.841 -20.093 -28.397  -1.330  -0.548  -0.144  -0.160
  357 15000  4.50  0.00  0.00  0.00  0.00 -20.932 -20.828 -20.092 -28.397  -1.331  -0.527  -0.132  -0.148
  358 15000  5.00  0.00  0.00  0.00  0.00 -20.901 -20.811 -20.091 -28.397  -1.332  -0.511  -0.117  -0.133
  359 16000  2.00  0.00  0.00  0.00  0.00 -21.343 -20.936 -20.210 -28.677  -1.493  -0.832  -0.123  -0.139
  360 16000  2.50  0.00  0.00  0.00  0.00 -21.280 -20.988 -20.226 -28.677  -1.477  -0.718  -0.158  -0.174
  361 16000  3.00  0.00  0.00  0.00  0.00 -21.227 -20.989 -20.219 -28.677  -1.484  -0.663  -0.166  -0.182
  362 16000  3.50  0.00  0.00  0.00  0.00 -21.183 -20.980 -20.212 -28.677  -1.491  -0.628  -0.164  -0.180
  363 16000  4.00  0.00  0.00  0.00  0.00 -21.146 -20.968 -20.208 -28.677  -1.496  -0.602  -0.157  -0.173
  364 16000  4.50  0.00  0.00  0.00  0.00 -21.115 -20.955 -20.205 -28.677  -1.498  -0.583  -0.146  -0.162
  365 16000  5.00  0.00  0.00  0.00  0.00 -21.087 -20.940 -20.204 -28.677  -1.499  -0.569  -0.132  -0.148
  366 17000  2.50  0.00  0.00  0.00  0.00 -21.462 -21.116 -20.345 -28.940  -1.622  -0.772  -0.167  -0.183
  367 17000  3.00  0.00  0.00  0.00  0.00 -21.400 -21.113 -20.333 -28.940  -1.634  -0.712  -0.177  -0.193
  368 17000  3.50  0.00  0.00  0.00  0.00 -21.351 -21.101 -20.321 -28.940  -1.645  -0.675  -0.176  -0.192
  369 17000  4.00  0.00  0.00  0.00  0.00 -21.313 -21.087 -20.314 -28.940  -1.652  -0.650  -0.169  -0.185
  370 17000  4.50  0.00  0.00  0.00  0.00 -21.281 -21.073 -20.310 -28.940  -1.656  -0.632  -0.159  -0.175
  371 17000  5.00  0.00  0.00  0.00  0.00 -21.255 -21.058 -20.308 -28.940  -1.658  -0.620  -0.146  -0.162
  372 18000  2.50  0.00  0.00  0.00  0.00 -21.635 -21.236 -20.458 -29.189  -1.756  -0.825  -0.174  -0.190
  373 18000  3.00  0.00  0.00  0.00  0.00 -21.561 -21.231 -20.439 -29.189  -1.775  -0.757  -0.188  -0.204
  374 18000  3.50  0.00  0.00  0.00  0.00 -21.504 -21.213 -20.422 -29.189  -1.792  -0.717  -0.187  -0.203
  375 18000  4.00  0.00  0.00  0.00  0.00 -21.460 -21.195 -20.411 -29.189  -1.804  -0.690  -0.181  -0.197
  376 18000  4.50  0.00  0.00  0.00  0.00 -21.426 -21.179 -20.404 -29.189  -1.811  -0.672  -0.172  -0.188
  377 18000  5.00  0.00  0.00  0.00  0.00 -21.400 -21.163 -20.401 -29.189  -1.814  -0.660  -0.159  -0.175
  378 19000  2.50  0.00  0.00  0.00  0.00 -21.802 -21.352 -20.570 -29.423  -1.879  -0.876  -0.179  -0.195
  379 19000  3.00  0.00  0.00  0.00  0.00 -21.721 -21.347 -20.547 -29.423  -1.902  -0.800  -0.196  -0.212
  380 19000  3.50  0.00  0.00  0.00  0.00 -21.660 -21.326 -20.526 -29.423  -1.923  -0.759  -0.197  -0.213
  381 19000  4.00  0.00  0.00  0.00  0.00 -21.614 -21.306 -20.512 -29.423  -1.938  -0.733  -0.191  -0.207
  382 19000  4.50  0.00  0.00  0.00  0.00 -21.579 -21.289 -20.503 -29.423  -1.947  -0.715  -0.182  -0.198
  383 19000  5.00  0.00  0.00  0.00  0.00 -21.552 -21.272 -20.499 -29.423  -1.951  -0.703  -0.170  -0.186
  384 20000  3.00  0.00  0.00  0.00  0.00 -21.871 -21.457 -20.651 -29.646  -2.022  -0.841  -0.203  -0.219
  385 20000  3.50  0.00  0.00  0.00  0.00 -21.803 -21.433 -20.624 -29.646  -2.049  -0.797  -0.206  -0.222
  386 20000  4.00  0.00  0.00  0.00  0.00 -21.753 -21.409 -20.605 -29.646  -2.067  -0.769  -0.201  -0.217
  387 20000  4.50  0.00  0.00  0.00  0.00 -21.716 -21.389 -20.593 -29.646  -2.079  -0.751  -0.192  -0.208
  388 20000  5.00  0.00  0.00  0.00  0.00 -21.687 -21.372 -20.587 -29.646  -2.085  -0.740  -0.181  -0.197
  389 21000  3.00  0.00  0.00  0.00  0.00 -22.015 -21.563 -20.751 -29.858  -2.134  -0.880  -0.208  -0.224
  390 21000  3.50  0.00  0.00  0.00  0.00 -21.941 -21.536 -20.719 -29.858  -2.165  -0.832  -0.213  -0.229
  391 21000  4.00  0.00  0.00  0.00  0.00 -21.886 -21.509 -20.696 -29.858  -2.188  -0.803  -0.210  -0.226
  392 21000  4.50  0.00  0.00  0.00  0.00 -21.846 -21.487 -20.681 -29.858  -2.203  -0.785  -0.202  -0.218
  393 21000  5.00  0.00  0.00  0.00  0.00 -21.816 -21.468 -20.673 -29.858  -2.211  -0.773  -0.191  -0.207
  394 22000  3.00  0.00  0.00  0.00  0.00 -22.153 -21.664 -20.847 -30.060  -2.239  -0.916  -0.214  -0.230
  395 22000  3.50  0.00  0.00  0.00  0.00 -22.074 -21.635 -20.812 -30.060  -2.275  -0.866  -0.220  -0.236
  396 22000  4.00  0.00  0.00  0.00  0.00 -22.014 -21.606 -20.785 -30.060  -2.302  -0.835  -0.217  -0.233
  397 22000  4.50  0.00  0.00  0.00  0.00 -21.970 -21.581 -20.766 -30.060  -2.320  -0.816  -0.211  -0.227
  398 22000  5.00  0.00  0.00  0.00  0.00 -21.939 -21.560 -20.756 -30.060  -2.331  -0.804  -0.201  -0.217
  399 23000  3.00  0.00  0.00  0.00  0.00 -22.282 -21.762 -20.939 -30.253  -2.340  -0.948  -0.219  -0.235
  400 23000  3.50  0.00  0.00  0.00  0.00 -22.201 -21.731 -20.902 -30.253  -2.378  -0.898  -0.226  -0.242
  401 23000  4.00  0.00  0.00  0.00  0.00 -22.138 -21.699 -20.871 -30.253  -2.408  -0.866  -0.224  -0.240
  402 23000  4.50  0.00  0.00  0.00  0.00 -22.091 -21.672 -20.850 -30.253  -2.429  -0.845  -0.219  -0.235
  403 23000  5.00  0.00  0.00  0.00  0.00 -22.057 -21.650 -20.837 -30.253  -2.442  -0.833  -0.209  -0.225
  404 24000  3.00  0.00  0.00  0.00  0.00 -22.406 -21.858 -21.029 -30.438  -2.435  -0.976  -0.225  -0.241
  405 24000  3.50  0.00  0.00  0.00  0.00 -22.322 -21.824 -20.988 -30.438  -2.476  -0.926  -0.232  -0.248
  406 24000  4.00  0.00  0.00  0.00  0.00 -22.257 -21.790 -20.956 -30.438  -2.508  -0.894  -0.231  -0.247
  407 24000  4.50  0.00  0.00  0.00  0.00 -22.207 -21.761 -20.932 -30.438  -2.532  -0.873  -0.226  -0.242
  408 24000  5.00  0.00  0.00  0.00  0.00 -22.171 -21.737 -20.916 -30.438  -2.548  -0.860  -0.217  -0.233
  409 25000  3.00  0.00  0.00  0.00  0.00 -22.529 -21.954 -21.120 -30.615  -2.522  -1.004  -0.230  -0.246
  410 25000  3.50  0.00  0.00  0.00  0.00 -22.437 -21.914 -21.072 -30.615  -2.569  -0.951  -0.238  -0.254
  411 25000  4.00  0.00  0.00  0.00  0.00 -22.371 -21.878 -21.038 -30.615  -2.604  -0.920  -0.237  -0.253
  412 25000  4.50  0.00  0.00  0.00  0.00 -22.320 -21.848 -21.012 -30.615  -2.629  -0.899  -0.232  -0.248
  413 25000  5.00  0.00  0.00  0.00  0.00 -22.282 -21.823 -20.995 -30.615  -2.647  -0.886  -0.225  -0.241
  414 26000  3.00  0.00  0.00  0.00  0.00 -22.649 -22.046 -21.210 -30.786  -2.601  -1.032  -0.232  -0.248
  415 26000  3.50  0.00  0.00  0.00  0.00 -22.548 -22.003 -21.155 -30.786  -2.657  -0.974  -0.245  -0.261
  416 26000  4.00  0.00  0.00  0.00  0.00 -22.480 -21.964 -21.117 -30.786  -2.694  -0.944  -0.243  -0.259
  417 26000  4.50  0.00  0.00  0.00  0.00 -22.429 -21.933 -21.091 -30.786  -2.721  -0.923  -0.239  -0.255
  418 26000  5.00  0.00  0.00  0.00  0.00 -22.390 -21.907 -21.072 -30.786  -2.740  -0.910  -0.232  -0.248
  419 27000  3.50  0.00  0.00  0.00  0.00 -22.659 -22.093 -21.238 -30.949  -2.737  -0.995  -0.251  -0.267
  420 27000  4.00  0.00  0.00  0.00  0.00 -22.585 -22.049 -21.196 -30.949  -2.780  -0.965  -0.250  -0.266
  421 27000  4.50  0.00  0.00  0.00  0.00 -22.533 -22.016 -21.167 -30.949  -2.808  -0.946  -0.245  -0.261
  422 27000  5.00  0.00  0.00  0.00  0.00 -22.495 -21.989 -21.147 -30.949  -2.828  -0.933  -0.238  -0.254
  423 28000  3.50  0.00  0.00  0.00  0.00 -22.770 -22.183 -21.323 -31.107  -2.811  -1.016  -0.257  -0.273
  424 28000  4.00  0.00  0.00  0.00  0.00 -22.689 -22.134 -21.274 -31.107  -2.860  -0.984  -0.257  -0.273
  425 28000  4.50  0.00  0.00  0.00  0.00 -22.635 -22.097 -21.243 -31.107  -2.891  -0.966  -0.251  -0.267
  426 28000  5.00  0.00  0.00  0.00  0.00 -22.597 -22.070 -21.222 -31.107  -2.912  -0.954  -0.245  -0.261
  427 29000  3.50  0.00  0.00  0.00  0.00 -22.876 -22.269 -21.405 -31.260  -2.881  -1.037  -0.261  -0.277
  428 29000  4.00  0.00  0.00  0.00  0.00 -22.793 -22.219 -21.353 -31.260  -2.933  -1.003  -0.263  -0.279
  429 29000  4.50  0.00  0.00  0.00  0.00 -22.735 -22.179 -21.318 -31.260  -2.968  -0.984  -0.258  -0.274
  430 29000  5.00  0.00  0.00  0.00  0.00 -22.696 -22.150 -21.296 -31.260  -2.990  -0.973  -0.251  -0.267
  431 30000  3.50  0.00  0.00  0.00  0.00 -22.973 -22.347 -21.481 -31.407  -2.952  -1.056  -0.263  -0.279
