
       Teff log g  [M]  Vturb  l/H   small     big    beta
  386 22000  4.50  0.00  4.00  0.00 -21.076 -21.175   2.645
  387 22000  5.00  0.00  4.00  0.00 -21.024 -21.147   2.677
  388 23000  3.00  0.00  4.00  0.00 -21.358 -21.381   2.541
  389 23000  3.50  0.00  4.00  0.00 -21.296 -21.343   2.574
  390 23000  4.00  0.00  4.00  0.00 -21.232 -21.302   2.605
  391 23000  4.50  0.00  4.00  0.00 -21.172 -21.266   2.637
  392 23000  5.00  0.00  4.00  0.00 -21.118 -21.235   2.668
  393 24000  3.00  0.00  4.00  0.00 -21.451 -21.470   2.536
  394 24000  3.50  0.00  4.00  0.00 -21.390 -21.432   2.567
  395 24000  4.00  0.00  4.00  0.00 -21.327 -21.391   2.597
  396 24000  4.50  0.00  4.00  0.00 -21.266 -21.353   2.629
  397 24000  5.00  0.00  4.00  0.00 -21.210 -21.321   2.660
  398 25000  3.00  0.00  4.00  0.00 -21.545 -21.559   2.530
  399 25000  3.50  0.00  4.00  0.00 -21.479 -21.517   2.562
  400 25000  4.00  0.00  4.00  0.00 -21.417 -21.476   2.590
  401 25000  4.50  0.00  4.00  0.00 -21.357 -21.438   2.621
  402 25000  5.00  0.00  4.00  0.00 -21.300 -21.405   2.652
  403 26000  3.50  0.00  4.00  0.00 -21.565 -21.600   2.557
  404 26000  4.00  0.00  4.00  0.00 -21.502 -21.557   2.585
  405 26000  4.50  0.00  4.00  0.00 -21.444 -21.520   2.614
  406 26000  5.00  0.00  4.00  0.00 -21.388 -21.487   2.644
  407 27000  3.50  0.00  4.00  0.00 -21.653 -21.684   2.553
  408 27000  4.00  0.00  4.00  0.00 -21.585 -21.637   2.580
  409 27000  4.50  0.00  4.00  0.00 -21.528 -21.599   2.607
  410 27000  5.00  0.00  4.00  0.00 -21.473 -21.567   2.637
  411 28000  3.50  0.00  4.00  0.00 -21.741 -21.769   2.547
  412 28000  4.00  0.00  4.00  0.00 -21.668 -21.716   2.576
  413 28000  4.50  0.00  4.00  0.00 -21.609 -21.676   2.602
  414 28000  5.00  0.00  4.00  0.00 -21.556 -21.644   2.630
  415 29000  3.50  0.00  4.00  0.00 -21.827 -21.850   2.541
  416 29000  4.00  0.00  4.00  0.00 -21.751 -21.796   2.571
  417 29000  4.50  0.00  4.00  0.00 -21.689 -21.753   2.598
  418 29000  5.00  0.00  4.00  0.00 -21.636 -21.720   2.625
  419 30000  3.50  0.00  4.00  0.00 -21.907 -21.924   2.534
  420 30000  4.00  0.00  4.00  0.00 -21.834 -21.876   2.566
  421 30000  4.50  0.00  4.00  0.00 -21.769 -21.830   2.593
  422 30000  5.00  0.00  4.00  0.00 -21.715 -21.795   2.619
  423 31000  4.00  0.00  4.00  0.00 -21.915 -21.952   2.560
  424 31000  4.50  0.00  4.00  0.00 -21.849 -21.906   2.588
  425 31000  5.00  0.00  4.00  0.00 -21.793 -21.870   2.614
  426 32000  4.00  0.00  4.00  0.00 -21.991 -22.023   2.554
  427 32000  4.50  0.00  4.00  0.00 -21.927 -21.980   2.582
  428 32000  5.00  0.00  4.00  0.00 -21.871 -21.943   2.608
  429 33000  4.00  0.00  4.00  0.00 -22.058 -22.086   2.548
  430 33000  4.50  0.00  4.00  0.00 -22.002 -22.050   2.575
  431 33000  5.00  0.00  4.00  0.00 -21.947 -22.014   2.601
  432 34000  4.00  0.00  4.00  0.00 -22.119 -22.142   2.542
  433 34000  4.50  0.00  4.00  0.00 -22.071 -22.114   2.569
  434 34000  5.00  0.00  4.00  0.00 -22.020 -22.082   2.595
  435 35000  4.00  0.00  4.00  0.00 -22.171 -22.191   2.536
  436 35000  4.50  0.00  4.00  0.00 -22.134 -22.172   2.563
  437 35000  5.00  0.00  4.00  0.00 -22.087 -22.144   2.588
  438 36000  4.00  0.00  4.00  0.00 -22.217 -22.233   2.532
  439 36000  4.50  0.00  4.00  0.00 -22.190 -22.224   2.556
  440 36000  5.00  0.00  4.00  0.00 -22.149 -22.202   2.581
  441 37000  4.00  0.00  4.00  0.00 -22.257 -22.271   2.528
  442 37000  4.50  0.00  4.00  0.00 -22.240 -22.270   2.551
  443 37000  5.00  0.00  4.00  0.00 -22.206 -22.253   2.574
  444 38000  4.50  0.00  4.00  0.00 -22.283 -22.310   2.546
  445 38000  5.00  0.00  4.00  0.00 -22.257 -22.299   2.568
  446 39000  4.50  0.00  4.00  0.00 -22.321 -22.345   2.543
  447 39000  5.00  0.00  4.00  0.00 -22.301 -22.340   2.562
  448 40000  4.50  0.00  4.00  0.00 -22.356 -22.378   2.540
  449 40000  5.00  0.00  4.00  0.00 -22.341 -22.376   2.558
  450 41000  4.50  0.00  4.00  0.00 -22.389 -22.410   2.538
  451 41000  5.00  0.00  4.00  0.00 -22.376 -22.409   2.554
  452 42000  4.50  0.00  4.00  0.00 -22.421 -22.440   2.536
  453 42000  5.00  0.00  4.00  0.00 -22.409 -22.439   2.551
  454 43000  4.50  0.00  4.00  0.00 -22.451 -22.469   2.534
  455 43000  5.00  0.00  4.00  0.00 -22.440 -22.469   2.549
  456 44000  4.50  0.00  4.00  0.00 -22.481 -22.498   2.532
  457 44000  5.00  0.00  4.00  0.00 -22.469 -22.497   2.547
  458 45000  4.50  0.00  4.00  0.00 -22.511 -22.526   2.530
  459 45000  5.00  0.00  4.00  0.00 -22.498 -22.524   2.545
  460 46000  4.50  0.00  4.00  0.00 -22.539 -22.553   2.529
  461 46000  5.00  0.00  4.00  0.00 -22.526 -22.551   2.543
  462 47000  5.00  0.00  4.00  0.00 -22.554 -22.577   2.542
  463 48000  5.00  0.00  4.00  0.00 -22.580 -22.602   2.540
  464 49000  5.00  0.00  4.00  0.00 -22.606 -22.627   2.538
  465 50000  5.00  0.00  4.00  0.00 -22.631 -22.651   2.537
