
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
    1  3500  0.00  0.00  4.00  0.00  0.00  -7.934  -7.920 -10.448 -12.230 -13.055   5.098   5.090   1.325   0.886   0.673   0.665
    2  3500  0.50  0.00  4.00  0.00  0.00  -8.238  -8.224 -10.710 -12.306 -13.051   4.870   4.862   1.245   0.781   0.817   0.809
    3  3500  1.00  0.00  4.00  0.00  0.00  -8.533  -8.519 -10.958 -12.352 -13.028   4.621   4.613   1.176   0.648   0.972   0.964
    4  3500  1.50  0.00  4.00  0.00  0.00  -8.818  -8.804 -11.187 -12.375 -12.993   4.360   4.351   1.117   0.500   1.123   1.115
    5  3500  2.00  0.00  4.00  0.00  0.00  -9.084  -9.071 -11.392 -12.381 -12.950   4.099   4.091   1.069   0.349   1.261   1.253
    6  3500  2.50  0.00  4.00  0.00  0.00  -9.320  -9.307 -11.564 -12.378 -12.909   3.860   3.851   1.030   0.213   1.371   1.362
    7  3500  3.00  0.00  4.00  0.00  0.00  -9.532  -9.519 -11.704 -12.403 -12.909   3.673   3.665   1.005   0.123   1.414   1.405
    8  3500  3.50  0.00  4.00  0.00  0.00  -9.816  -9.802 -11.853 -12.570 -13.078   3.556   3.548   1.008   0.138   1.262   1.254
    9  3500  4.00  0.00  4.00  0.00  0.00 -10.090 -10.075 -11.993 -12.755 -13.268   3.467   3.460   1.013   0.177   1.084   1.077
   10  3500  4.50  0.00  4.00  0.00  0.00 -10.232 -10.216 -12.047 -12.839 -13.357   3.409   3.403   1.017   0.205   0.964   0.958
   11  3500  5.00  0.00  4.00  0.00  0.00 -10.264 -10.247 -12.036 -12.865 -13.387   3.403   3.398   1.022   0.237   0.884   0.879
   12  3750  0.00  0.00  4.00  0.00  0.00  -8.688  -8.674 -11.212 -13.154 -13.906   5.268   5.260   1.252   1.119   0.524   0.516
   13  3750  0.50  0.00  4.00  0.00  0.00  -8.999  -8.985 -11.445 -13.247 -13.930   5.050   5.042   1.183   1.048   0.586   0.578
   14  3750  1.00  0.00  4.00  0.00  0.00  -9.291  -9.277 -11.663 -13.317 -13.941   4.828   4.819   1.125   0.958   0.660   0.652
