
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  210  8500  2.00  0.00  4.00  0.00  0.00 -19.018 -19.468 -18.861 -25.930  -0.096   0.032  -0.004  -0.020
  211  8500  2.50  0.00  4.00  0.00  0.00 -18.961 -19.458 -18.864 -25.930  -0.092   0.081   0.010  -0.006
  212  8500  3.00  0.00  4.00  0.00  0.00 -18.906 -19.432 -18.865 -25.930  -0.091   0.112   0.037   0.021
  213  8500  3.50  0.00  4.00  0.00  0.00 -18.860 -19.396 -18.863 -25.930  -0.094   0.123   0.070   0.054
  214  8500  4.00  0.00  4.00  0.00  0.00 -18.828 -19.352 -18.855 -25.930  -0.101   0.113   0.107   0.091
  215  8500  4.50  0.00  4.00  0.00  0.00 -18.816 -19.298 -18.844 -25.930  -0.112   0.074   0.150   0.134
  216  8500  5.00  0.00  4.00  0.00  0.00 -18.825 -19.242 -18.829 -25.930  -0.127   0.010   0.190   0.174
  217  8750  1.50  0.00  4.00  0.00  0.00 -19.218 -19.531 -18.930 -26.056  -0.152  -0.106   0.003  -0.013
  218  8750  2.00  0.00  4.00  0.00  0.00 -19.175 -19.569 -18.945 -26.056  -0.137  -0.025  -0.020  -0.036
  219  8750  2.50  0.00  4.00  0.00  0.00 -19.120 -19.568 -18.951 -26.056  -0.131   0.030  -0.014  -0.030
  220  8750  3.00  0.00  4.00  0.00  0.00 -19.063 -19.549 -18.954 -26.056  -0.128   0.070   0.008  -0.008
  221  8750  3.50  0.00  4.00  0.00  0.00 -19.012 -19.518 -18.954 -26.056  -0.128   0.092   0.040   0.024
  222  8750  4.00  0.00  4.00  0.00  0.00 -18.973 -19.478 -18.950 -26.056  -0.132   0.093   0.076   0.060
  223  8750  4.50  0.00  4.00  0.00  0.00 -18.951 -19.430 -18.942 -26.056  -0.140   0.069   0.115   0.099
  224  8750  5.00  0.00  4.00  0.00  0.00 -18.951 -19.376 -18.932 -26.056  -0.150   0.016   0.159   0.143
  225  9000  1.50  0.00  4.00  0.00  0.00 -19.357 -19.607 -19.002 -26.178  -0.202  -0.169  -0.002  -0.018
  226  9000  2.00  0.00  4.00  0.00  0.00 -19.316 -19.658 -19.023 -26.178  -0.181  -0.078  -0.031  -0.047
  227  9000  2.50  0.00  4.00  0.00  0.00 -19.263 -19.665 -19.030 -26.178  -0.175  -0.018  -0.031  -0.047
  228  9000  3.00  0.00  4.00  0.00  0.00 -19.206 -19.650 -19.033 -26.178  -0.171   0.027  -0.014  -0.030
  229  9000  3.50  0.00  4.00  0.00  0.00 -19.152 -19.624 -19.035 -26.178  -0.170   0.056   0.014  -0.002
  230  9000  4.00  0.00  4.00  0.00  0.00 -19.109 -19.588 -19.034 -26.178  -0.171   0.066   0.049   0.033
  231  9000  4.50  0.00  4.00  0.00  0.00 -19.080 -19.546 -19.029 -26.178  -0.175   0.054   0.087   0.071
  232  9000  5.00  0.00  4.00  0.00  0.00 -19.068 -19.496 -19.019 -26.178  -0.186   0.020   0.126   0.110
  233  9250  2.00  0.00  4.00  0.00  0.00 -19.448 -19.738 -19.095 -26.297  -0.228  -0.130  -0.039  -0.055
  234  9250  2.50  0.00  4.00  0.00  0.00 -19.396 -19.752 -19.103 -26.297  -0.220  -0.064  -0.045  -0.061
  235  9250  3.00  0.00  4.00  0.00  0.00 -19.340 -19.742 -19.106 -26.297  -0.217  -0.016  -0.032  -0.048
  236  9250  3.50  0.00  4.00  0.00  0.00 -19.284 -19.720 -19.108 -26.297  -0.215   0.019  -0.008  -0.024
  237  9250  4.00  0.00  4.00  0.00  0.00 -19.237 -19.688 -19.109 -26.297  -0.215   0.036   0.025   0.009
  238  9250  4.50  0.00  4.00  0.00  0.00 -19.202 -19.648 -19.107 -26.297  -0.216   0.034   0.062   0.046
  239  9250  5.00  0.00  4.00  0.00  0.00 -19.184 -19.602 -19.101 -26.297  -0.222   0.008   0.102   0.086
  240  9500  2.00  0.00  4.00  0.00  0.00 -19.571 -19.812 -19.163 -26.413  -0.276  -0.179  -0.046  -0.062
  241  9500  2.50  0.00  4.00  0.00  0.00 -19.521 -19.831 -19.172 -26.413  -0.267  -0.110  -0.055  -0.071
  242  9500  3.00  0.00  4.00  0.00  0.00 -19.465 -19.826 -19.175 -26.413  -0.264  -0.058  -0.047  -0.063
  243  9500  3.50  0.00  4.00  0.00  0.00 -19.408 -19.806 -19.176 -26.413  -0.263  -0.019  -0.026  -0.042
  244  9500  4.00  0.00  4.00  0.00  0.00 -19.357 -19.777 -19.178 -26.413  -0.262   0.005   0.004  -0.012
  245  9500  4.50  0.00  4.00  0.00  0.00 -19.317 -19.741 -19.177 -26.413  -0.262   0.010   0.040   0.024
  246  9500  5.00  0.00  4.00  0.00  0.00 -19.294 -19.697 -19.174 -26.413  -0.265  -0.007   0.081   0.065
  247  9750  2.00  0.00  4.00  0.00  0.00 -19.687 -19.882 -19.227 -26.526  -0.325  -0.226  -0.051  -0.067
  248  9750  2.50  0.00  4.00  0.00  0.00 -19.637 -19.904 -19.237 -26.526  -0.315  -0.154  -0.063  -0.079
  249  9750  3.00  0.00  4.00  0.00  0.00 -19.582 -19.902 -19.240 -26.526  -0.312  -0.100  -0.059  -0.075
  250  9750  3.50  0.00  4.00  0.00  0.00 -19.525 -19.886 -19.240 -26.526  -0.312  -0.057  -0.042  -0.058
  251  9750  4.00  0.00  4.00  0.00  0.00 -19.471 -19.859 -19.241 -26.526  -0.311  -0.028  -0.014  -0.030
  252  9750  4.50  0.00  4.00  0.00  0.00 -19.427 -19.825 -19.242 -26.526  -0.310  -0.016   0.020   0.004
  253  9750  5.00  0.00  4.00  0.00  0.00 -19.399 -19.784 -19.241 -26.526  -0.311  -0.026   0.060   0.044
  254 10000  2.00  0.00  4.00  0.00  0.00 -19.797 -19.948 -19.288 -26.636  -0.374  -0.271  -0.056  -0.072
  255 10000  2.50  0.00  4.00  0.00  0.00 -19.747 -19.972 -19.299 -26.636  -0.363  -0.196  -0.070  -0.086
  256 10000  3.00  0.00  4.00  0.00  0.00 -19.692 -19.973 -19.301 -26.636  -0.361  -0.140  -0.068  -0.084
  257 10000  3.50  0.00  4.00  0.00  0.00 -19.635 -19.959 -19.301 -26.636  -0.361  -0.095  -0.054  -0.070
  258 10000  4.00  0.00  4.00  0.00  0.00 -19.581 -19.935 -19.302 -26.636  -0.360  -0.063  -0.030  -0.046
  259 10000  4.50  0.00  4.00  0.00  0.00 -19.533 -19.903 -19.302 -26.636  -0.360  -0.045   0.002  -0.014
  260 10000  5.00  0.00  4.00  0.00  0.00 -19.500 -19.865 -19.302 -26.636  -0.360  -0.048   0.041   0.025
  261 10250  2.00  0.00  4.00  0.00  0.00 -19.902 -20.011 -19.347 -26.743  -0.423  -0.312  -0.061  -0.077
  262 10250  2.50  0.00  4.00  0.00  0.00 -19.852 -20.037 -19.358 -26.743  -0.411  -0.236  -0.076  -0.092
  263 10250  3.00  0.00  4.00  0.00  0.00 -19.797 -20.040 -19.360 -26.743  -0.409  -0.179  -0.076  -0.092
  264 10250  3.50  0.00  4.00  0.00  0.00 -19.741 -20.028 -19.359 -26.743  -0.410  -0.133  -0.065  -0.081
  265 10250  4.00  0.00  4.00  0.00  0.00 -19.686 -20.006 -19.359 -26.743  -0.410  -0.098  -0.044  -0.060
  266 10250  4.50  0.00  4.00  0.00  0.00 -19.636 -19.976 -19.359 -26.743  -0.410  -0.076  -0.014  -0.030
  267 10250  5.00  0.00  4.00  0.00  0.00 -19.598 -19.940 -19.359 -26.743  -0.410  -0.072   0.023   0.007
  268 10500  2.00  0.00  4.00  0.00  0.00 -20.000 -20.070 -19.402 -26.848  -0.472  -0.352  -0.065  -0.081
  269 10500  2.50  0.00  4.00  0.00  0.00 -19.951 -20.099 -19.414 -26.848  -0.460  -0.274  -0.081  -0.097
  270 10500  3.00  0.00  4.00  0.00  0.00 -19.897 -20.102 -19.416 -26.848  -0.458  -0.216  -0.083  -0.099
  271 10500  3.50  0.00  4.00  0.00  0.00 -19.841 -20.092 -19.415 -26.848  -0.459  -0.169  -0.073  -0.089
  272 10500  4.00  0.00  4.00  0.00  0.00 -19.786 -20.072 -19.413 -26.848  -0.461  -0.132  -0.055  -0.071
  273 10500  4.50  0.00  4.00  0.00  0.00 -19.735 -20.044 -19.413 -26.848  -0.461  -0.107  -0.028  -0.044
  274 10500  5.00  0.00  4.00  0.00  0.00 -19.693 -20.009 -19.413 -26.848  -0.460  -0.098   0.007  -0.009
  275 10750  2.00  0.00  4.00  0.00  0.00 -20.093 -20.127 -19.454 -26.950  -0.522  -0.388  -0.069  -0.085
  276 10750  2.50  0.00  4.00  0.00  0.00 -20.046 -20.157 -19.468 -26.950  -0.508  -0.310  -0.086  -0.102
  277 10750  3.00  0.00  4.00  0.00  0.00 -19.992 -20.162 -19.470 -26.950  -0.506  -0.252  -0.088  -0.104
  278 10750  3.50  0.00  4.00  0.00  0.00 -19.936 -20.152 -19.468 -26.950  -0.508  -0.204  -0.081  -0.097
  279 10750  4.00  0.00  4.00  0.00  0.00 -19.881 -20.134 -19.466 -26.950  -0.510  -0.166  -0.065  -0.081
  280 10750  4.50  0.00  4.00  0.00  0.00 -19.829 -20.108 -19.465 -26.950  -0.511  -0.138  -0.040  -0.056
  281 10750  5.00  0.00  4.00  0.00  0.00 -19.785 -20.075 -19.465 -26.950  -0.511  -0.125  -0.007  -0.023
  282 11000  2.00  0.00  4.00  0.00  0.00 -20.180 -20.181 -19.504 -27.050  -0.572  -0.421  -0.074  -0.090
  283 11000  2.50  0.00  4.00  0.00  0.00 -20.135 -20.213 -19.519 -27.050  -0.557  -0.344  -0.091  -0.107
  284 11000  3.00  0.00  4.00  0.00  0.00 -20.082 -20.218 -19.521 -27.050  -0.555  -0.286  -0.094  -0.110
  285 11000  3.50  0.00  4.00  0.00  0.00 -20.027 -20.210 -19.519 -27.050  -0.557  -0.238  -0.087  -0.103
  286 11000  4.00  0.00  4.00  0.00  0.00 -19.973 -20.192 -19.516 -27.050  -0.560  -0.200  -0.073  -0.089
  287 11000  4.50  0.00  4.00  0.00  0.00 -19.920 -20.168 -19.514 -27.050  -0.562  -0.170  -0.051  -0.067
  288 11000  5.00  0.00  4.00  0.00  0.00 -19.875 -20.137 -19.513 -27.050  -0.562  -0.153  -0.020  -0.036
  289 11250  2.00  0.00  4.00  0.00  0.00 -20.263 -20.233 -19.552 -27.147  -0.622  -0.452  -0.078  -0.094
  290 11250  2.50  0.00  4.00  0.00  0.00 -20.220 -20.266 -19.568 -27.147  -0.606  -0.376  -0.095  -0.111
  291 11250  3.00  0.00  4.00  0.00  0.00 -20.169 -20.273 -19.571 -27.147  -0.603  -0.318  -0.099  -0.115
  292 11250  3.50  0.00  4.00  0.00  0.00 -20.115 -20.265 -19.568 -27.147  -0.605  -0.271  -0.093  -0.109
  293 11250  4.00  0.00  4.00  0.00  0.00 -20.060 -20.248 -19.565 -27.147  -0.609  -0.232  -0.080  -0.096
  294 11250  4.50  0.00  4.00  0.00  0.00 -20.008 -20.225 -19.562 -27.147  -0.612  -0.201  -0.060  -0.076
  295 11250  5.00  0.00  4.00  0.00  0.00 -19.962 -20.196 -19.561 -27.147  -0.613  -0.182  -0.032  -0.048
  296 11500  2.50  0.00  4.00  0.00  0.00 -20.300 -20.317 -19.614 -27.243  -0.655  -0.405  -0.100  -0.116
  297 11500  3.00  0.00  4.00  0.00  0.00 -20.251 -20.324 -19.617 -27.243  -0.652  -0.349  -0.103  -0.119
  298 11500  3.50  0.00  4.00  0.00  0.00 -20.198 -20.317 -19.615 -27.243  -0.654  -0.302  -0.098  -0.114
  299 11500  4.00  0.00  4.00  0.00  0.00 -20.144 -20.301 -19.611 -27.243  -0.657  -0.263  -0.086  -0.102
  300 11500  4.50  0.00  4.00  0.00  0.00 -20.093 -20.279 -19.608 -27.243  -0.661  -0.232  -0.068  -0.084
  301 11500  5.00  0.00  4.00  0.00  0.00 -20.046 -20.251 -19.606 -27.243  -0.663  -0.211  -0.042  -0.058
  302 11750  2.50  0.00  4.00  0.00  0.00 -20.376 -20.366 -19.659 -27.336  -0.703  -0.432  -0.104  -0.120
  303 11750  3.00  0.00  4.00  0.00  0.00 -20.329 -20.374 -19.663 -27.336  -0.700  -0.377  -0.108  -0.124
  304 11750  3.50  0.00  4.00  0.00  0.00 -20.277 -20.368 -19.661 -27.336  -0.702  -0.331  -0.103  -0.119
  305 11750  4.00  0.00  4.00  0.00  0.00 -20.225 -20.353 -19.657 -27.336  -0.706  -0.293  -0.092  -0.108
  306 11750  4.50  0.00  4.00  0.00  0.00 -20.174 -20.331 -19.653 -27.336  -0.710  -0.261  -0.075  -0.091
  307 11750  5.00  0.00  4.00  0.00  0.00 -20.126 -20.304 -19.650 -27.336  -0.712  -0.239  -0.051  -0.067
  308 12000  2.50  0.00  4.00  0.00  0.00 -20.448 -20.413 -19.702 -27.428  -0.752  -0.458  -0.108  -0.124
  309 12000  3.00  0.00  4.00  0.00  0.00 -20.402 -20.421 -19.706 -27.428  -0.748  -0.404  -0.112  -0.128
  310 12000  3.50  0.00  4.00  0.00  0.00 -20.353 -20.415 -19.704 -27.428  -0.750  -0.359  -0.108  -0.124
  311 12000  4.00  0.00  4.00  0.00  0.00 -20.302 -20.401 -19.700 -27.428  -0.754  -0.321  -0.097  -0.113
  312 12000  4.50  0.00  4.00  0.00  0.00 -20.251 -20.380 -19.696 -27.428  -0.758  -0.290  -0.081  -0.097
  313 12000  5.00  0.00  4.00  0.00  0.00 -20.204 -20.355 -19.692 -27.428  -0.762  -0.267  -0.059  -0.075
  314 12250  2.50  0.00  4.00  0.00  0.00 -20.516 -20.459 -19.743 -27.517  -0.800  -0.481  -0.112  -0.128
  315 12250  3.00  0.00  4.00  0.00  0.00 -20.473 -20.467 -19.747 -27.517  -0.796  -0.428  -0.116  -0.132
  316 12250  3.50  0.00  4.00  0.00  0.00 -20.425 -20.462 -19.746 -27.517  -0.797  -0.385  -0.112  -0.128
  317 12250  4.00  0.00  4.00  0.00  0.00 -20.375 -20.448 -19.742 -27.517  -0.801  -0.348  -0.102  -0.118
  318 12250  4.50  0.00  4.00  0.00  0.00 -20.326 -20.428 -19.738 -27.517  -0.806  -0.317  -0.087  -0.103
  319 12250  5.00  0.00  4.00  0.00  0.00 -20.279 -20.403 -19.734 -27.517  -0.810  -0.294  -0.066  -0.082
  320 12500  2.50  0.00  4.00  0.00  0.00 -20.582 -20.502 -19.783 -27.605  -0.848  -0.503  -0.116  -0.132
  321 12500  3.00  0.00  4.00  0.00  0.00 -20.539 -20.511 -19.787 -27.605  -0.844  -0.451  -0.120  -0.136
  322 12500  3.50  0.00  4.00  0.00  0.00 -20.493 -20.506 -19.786 -27.605  -0.845  -0.410  -0.117  -0.133
  323 12500  4.00  0.00  4.00  0.00  0.00 -20.445 -20.493 -19.782 -27.605  -0.849  -0.374  -0.107  -0.123
  324 12500  4.50  0.00  4.00  0.00  0.00 -20.397 -20.474 -19.778 -27.605  -0.853  -0.344  -0.092  -0.108
  325 12500  5.00  0.00  4.00  0.00  0.00 -20.351 -20.449 -19.773 -27.605  -0.858  -0.320  -0.072  -0.088
  326 12750  2.50  0.00  4.00  0.00  0.00 -20.645 -20.545 -19.822 -27.691  -0.895  -0.524  -0.120  -0.136
  327 12750  3.00  0.00  4.00  0.00  0.00 -20.604 -20.554 -19.826 -27.691  -0.891  -0.473  -0.125  -0.141
  328 12750  3.50  0.00  4.00  0.00  0.00 -20.559 -20.549 -19.825 -27.691  -0.892  -0.433  -0.121  -0.137
  329 12750  4.00  0.00  4.00  0.00  0.00 -20.513 -20.536 -19.821 -27.691  -0.896  -0.398  -0.112  -0.128
  330 12750  4.50  0.00  4.00  0.00  0.00 -20.466 -20.518 -19.817 -27.691  -0.900  -0.368  -0.098  -0.114
  331 12750  5.00  0.00  4.00  0.00  0.00 -20.421 -20.494 -19.812 -27.691  -0.905  -0.345  -0.078  -0.094
  332 13000  2.50  0.00  4.00  0.00  0.00 -20.706 -20.586 -19.859 -27.775  -0.942  -0.543  -0.124  -0.140
  333 13000  3.00  0.00  4.00  0.00  0.00 -20.665 -20.595 -19.863 -27.775  -0.939  -0.493  -0.128  -0.144
  334 13000  3.50  0.00  4.00  0.00  0.00 -20.621 -20.590 -19.862 -27.775  -0.940  -0.454  -0.125  -0.141
  335 13000  4.00  0.00  4.00  0.00  0.00 -20.577 -20.578 -19.858 -27.775  -0.943  -0.421  -0.116  -0.132
  336 13000  4.50  0.00  4.00  0.00  0.00 -20.531 -20.560 -19.854 -27.775  -0.947  -0.392  -0.102  -0.118
  337 13000  5.00  0.00  4.00  0.00  0.00 -20.487 -20.537 -19.850 -27.775  -0.952  -0.369  -0.084  -0.100
  338 14000  2.50  0.00  4.00  0.00  0.00 -20.931 -20.742 -20.001 -28.097  -1.122  -0.613  -0.138  -0.154
  339 14000  3.00  0.00  4.00  0.00  0.00 -20.889 -20.749 -20.002 -28.097  -1.121  -0.564  -0.143  -0.159
  340 14000  3.50  0.00  4.00  0.00  0.00 -20.848 -20.743 -20.000 -28.097  -1.123  -0.528  -0.140  -0.156
  341 14000  4.00  0.00  4.00  0.00  0.00 -20.808 -20.732 -19.997 -28.097  -1.127  -0.499  -0.132  -0.148
  342 14000  4.50  0.00  4.00  0.00  0.00 -20.769 -20.716 -19.993 -28.097  -1.130  -0.474  -0.120  -0.136
  343 14000  5.00  0.00  4.00  0.00  0.00 -20.730 -20.696 -19.989 -28.097  -1.134  -0.454  -0.103  -0.119
  344 15000  2.50  0.00  4.00  0.00  0.00 -21.137 -20.887 -20.132 -28.397  -1.290  -0.675  -0.151  -0.167
  345 15000  3.00  0.00  4.00  0.00  0.00 -21.088 -20.890 -20.129 -28.397  -1.294  -0.623  -0.157  -0.173
  346 15000  3.50  0.00  4.00  0.00  0.00 -21.046 -20.882 -20.124 -28.397  -1.299  -0.588  -0.154  -0.170
  347 15000  4.00  0.00  4.00  0.00  0.00 -21.009 -20.870 -20.120 -28.397  -1.303  -0.562  -0.146  -0.162
  348 15000  4.50  0.00  4.00  0.00  0.00 -20.974 -20.855 -20.117 -28.397  -1.306  -0.541  -0.135  -0.151
  349 15000  5.00  0.00  4.00  0.00  0.00 -20.940 -20.837 -20.113 -28.397  -1.309  -0.525  -0.120  -0.136
  350 16000  2.50  0.00  4.00  0.00  0.00 -21.329 -21.022 -20.258 -28.677  -1.446  -0.732  -0.161  -0.177
  351 16000  3.00  0.00  4.00  0.00  0.00 -21.273 -21.022 -20.249 -28.677  -1.455  -0.676  -0.169  -0.185
  352 16000  3.50  0.00  4.00  0.00  0.00 -21.226 -21.010 -20.240 -28.677  -1.463  -0.641  -0.167  -0.183
  353 16000  4.00  0.00  4.00  0.00  0.00 -21.188 -20.997 -20.233 -28.677  -1.470  -0.615  -0.160  -0.176
  354 16000  4.50  0.00  4.00  0.00  0.00 -21.155 -20.981 -20.229 -28.677  -1.474  -0.596  -0.149  -0.165
  355 16000  5.00  0.00  4.00  0.00  0.00 -21.125 -20.964 -20.226 -28.677  -1.477  -0.583  -0.135  -0.151
  356 17000  2.50  0.00  4.00  0.00  0.00 -21.512 -21.151 -20.378 -28.940  -1.589  -0.787  -0.169  -0.185
  357 17000  3.00  0.00  4.00  0.00  0.00 -21.446 -21.147 -20.363 -28.940  -1.604  -0.725  -0.181  -0.197
  358 17000  3.50  0.00  4.00  0.00  0.00 -21.394 -21.131 -20.349 -28.940  -1.618  -0.688  -0.179  -0.195
  359 17000  4.00  0.00  4.00  0.00  0.00 -21.352 -21.115 -20.339 -28.940  -1.627  -0.662  -0.172  -0.188
  360 17000  4.50  0.00  4.00  0.00  0.00 -21.318 -21.098 -20.333 -28.940  -1.634  -0.644  -0.162  -0.178
  361 17000  5.00  0.00  4.00  0.00  0.00 -21.290 -21.081 -20.329 -28.940  -1.637  -0.632  -0.148  -0.164
  362 18000  2.50  0.00  4.00  0.00  0.00 -21.688 -21.273 -20.494 -29.189  -1.720  -0.841  -0.175  -0.191
  363 18000  3.00  0.00  4.00  0.00  0.00 -21.611 -21.267 -20.473 -29.189  -1.741  -0.770  -0.190  -0.206
  364 18000  3.50  0.00  4.00  0.00  0.00 -21.552 -21.247 -20.454 -29.189  -1.761  -0.730  -0.190  -0.206
  365 18000  4.00  0.00  4.00  0.00  0.00 -21.506 -21.227 -20.440 -29.189  -1.775  -0.704  -0.183  -0.199
  366 18000  4.50  0.00  4.00  0.00  0.00 -21.470 -21.208 -20.431 -29.189  -1.784  -0.686  -0.173  -0.189
  367 18000  5.00  0.00  4.00  0.00  0.00 -21.442 -21.190 -20.426 -29.189  -1.789  -0.675  -0.161  -0.177
  368 19000  3.00  0.00  4.00  0.00  0.00 -21.769 -21.382 -20.581 -29.423  -1.869  -0.814  -0.198  -0.214
  369 19000  3.50  0.00  4.00  0.00  0.00 -21.703 -21.358 -20.555 -29.423  -1.894  -0.771  -0.200  -0.216
  370 19000  4.00  0.00  4.00  0.00  0.00 -21.652 -21.334 -20.537 -29.423  -1.913  -0.743  -0.194  -0.210
  371 19000  4.50  0.00  4.00  0.00  0.00 -21.613 -21.313 -20.525 -29.423  -1.924  -0.725  -0.184  -0.200
  372 19000  5.00  0.00  4.00  0.00  0.00 -21.583 -21.294 -20.518 -29.423  -1.931  -0.713  -0.172  -0.188
  373 20000  3.00  0.00  4.00  0.00  0.00 -21.922 -21.493 -20.686 -29.646  -1.986  -0.856  -0.204  -0.220
  374 20000  3.50  0.00  4.00  0.00  0.00 -21.848 -21.466 -20.654 -29.646  -2.018  -0.809  -0.208  -0.224
  375 20000  4.00  0.00  4.00  0.00  0.00 -21.792 -21.438 -20.631 -29.646  -2.041  -0.780  -0.203  -0.219
  376 20000  4.50  0.00  4.00  0.00  0.00 -21.750 -21.414 -20.616 -29.646  -2.056  -0.761  -0.195  -0.211
  377 20000  5.00  0.00  4.00  0.00  0.00 -21.718 -21.393 -20.606 -29.646  -2.066  -0.749  -0.183  -0.199
  378 21000  3.00  0.00  4.00  0.00  0.00 -22.067 -21.598 -20.787 -29.858  -2.098  -0.896  -0.208  -0.224
  379 21000  3.50  0.00  4.00  0.00  0.00 -21.987 -21.569 -20.751 -29.858  -2.133  -0.845  -0.215  -0.231
  380 21000  4.00  0.00  4.00  0.00  0.00 -21.926 -21.539 -20.723 -29.858  -2.161  -0.814  -0.212  -0.228
  381 21000  4.50  0.00  4.00  0.00  0.00 -21.880 -21.512 -20.704 -29.858  -2.180  -0.794  -0.204  -0.220
  382 21000  5.00  0.00  4.00  0.00  0.00 -21.846 -21.489 -20.692 -29.858  -2.192  -0.782  -0.193  -0.209
  383 22000  3.00  0.00  4.00  0.00  0.00 -22.202 -21.698 -20.882 -30.060  -2.205  -0.932  -0.213  -0.229
  384 22000  3.50  0.00  4.00  0.00  0.00 -22.122 -21.669 -20.845 -30.060  -2.241  -0.880  -0.220  -0.236
  385 22000  4.00  0.00  4.00  0.00  0.00 -22.056 -21.636 -20.813 -30.060  -2.273  -0.846  -0.219  -0.235
  386 22000  4.50  0.00  4.00  0.00  0.00 -22.006 -21.607 -20.791 -30.060  -2.296  -0.825  -0.212  -0.228
  387 22000  5.00  0.00  4.00  0.00  0.00 -21.969 -21.582 -20.776 -30.060  -2.311  -0.812  -0.203  -0.219
  388 23000  3.00  0.00  4.00  0.00  0.00 -22.327 -21.793 -20.971 -30.253  -2.309  -0.961  -0.219  -0.235
  389 23000  3.50  0.00  4.00  0.00  0.00 -22.248 -21.764 -20.935 -30.253  -2.344  -0.911  -0.226  -0.242
  390 23000  4.00  0.00  4.00  0.00  0.00 -22.180 -21.730 -20.901 -30.253  -2.378  -0.877  -0.225  -0.241
  391 23000  4.50  0.00  4.00  0.00  0.00 -22.127 -21.699 -20.875 -30.253  -2.404  -0.855  -0.220  -0.236
  392 23000  5.00  0.00  4.00  0.00  0.00 -22.087 -21.672 -20.857 -30.253  -2.422  -0.841  -0.211  -0.227
  393 24000  3.00  0.00  4.00  0.00  0.00 -22.444 -21.885 -21.057 -30.438  -2.407  -0.987  -0.225  -0.241
  394 24000  3.50  0.00  4.00  0.00  0.00 -22.366 -21.855 -21.020 -30.438  -2.444  -0.939  -0.231  -0.247
  395 24000  4.00  0.00  4.00  0.00  0.00 -22.299 -21.821 -20.986 -30.438  -2.478  -0.906  -0.231  -0.247
  396 24000  4.50  0.00  4.00  0.00  0.00 -22.245 -21.788 -20.958 -30.438  -2.506  -0.883  -0.227  -0.243
  397 24000  5.00  0.00  4.00  0.00  0.00 -22.202 -21.760 -20.938 -30.438  -2.526  -0.868  -0.219  -0.235
  398 25000  3.00  0.00  4.00  0.00  0.00 -22.561 -21.977 -21.143 -30.615  -2.498  -1.012  -0.230  -0.246
  399 25000  3.50  0.00  4.00  0.00  0.00 -22.477 -21.943 -21.102 -30.615  -2.540  -0.962  -0.238  -0.254
  400 25000  4.00  0.00  4.00  0.00  0.00 -22.411 -21.908 -21.067 -30.615  -2.574  -0.932  -0.237  -0.253
  401 25000  4.50  0.00  4.00  0.00  0.00 -22.357 -21.875 -21.039 -30.615  -2.603  -0.909  -0.233  -0.249
  402 25000  5.00  0.00  4.00  0.00  0.00 -22.314 -21.846 -21.017 -30.615  -2.624  -0.894  -0.226  -0.242
  403 26000  3.50  0.00  4.00  0.00  0.00 -22.584 -22.030 -21.181 -30.786  -2.630  -0.982  -0.245  -0.261
  404 26000  4.00  0.00  4.00  0.00  0.00 -22.517 -21.992 -21.145 -30.786  -2.667  -0.954  -0.243  -0.259
  405 26000  4.50  0.00  4.00  0.00  0.00 -22.465 -21.959 -21.116 -30.786  -2.695  -0.933  -0.239  -0.255
  406 26000  5.00  0.00  4.00  0.00  0.00 -22.422 -21.930 -21.094 -30.786  -2.718  -0.919  -0.232  -0.248
  407 27000  3.50  0.00  4.00  0.00  0.00 -22.691 -22.117 -21.262 -30.949  -2.713  -1.002  -0.251  -0.267
  408 27000  4.00  0.00  4.00  0.00  0.00 -22.619 -22.074 -21.221 -30.949  -2.755  -0.973  -0.250  -0.266
  409 27000  4.50  0.00  4.00  0.00  0.00 -22.567 -22.040 -21.191 -30.949  -2.784  -0.954  -0.245  -0.261
  410 27000  5.00  0.00  4.00  0.00  0.00 -22.525 -22.011 -21.169 -30.949  -2.806  -0.941  -0.239  -0.255
  411 28000  3.50  0.00  4.00  0.00  0.00 -22.797 -22.204 -21.344 -31.107  -2.789  -1.022  -0.257  -0.273
  412 28000  4.00  0.00  4.00  0.00  0.00 -22.719 -22.157 -21.297 -31.107  -2.837  -0.991  -0.257  -0.273
  413 28000  4.50  0.00  4.00  0.00  0.00 -22.665 -22.120 -21.265 -31.107  -2.869  -0.973  -0.252  -0.268
  414 28000  5.00  0.00  4.00  0.00  0.00 -22.625 -22.091 -21.243 -31.107  -2.891  -0.961  -0.245  -0.261
  415 29000  3.50  0.00  4.00  0.00  0.00 -22.900 -22.287 -21.423 -31.260  -2.863  -1.042  -0.260  -0.276
  416 29000  4.00  0.00  4.00  0.00  0.00 -22.820 -22.240 -21.373 -31.260  -2.912  -1.009  -0.263  -0.279
  417 29000  4.50  0.00  4.00  0.00  0.00 -22.762 -22.200 -21.338 -31.260  -2.948  -0.990  -0.258  -0.274
  418 29000  5.00  0.00  4.00  0.00  0.00 -22.721 -22.169 -21.314 -31.260  -2.972  -0.980  -0.251  -0.267
  419 30000  3.50  0.00  4.00  0.00  0.00 -22.993 -22.362 -21.496 -31.407  -2.937  -1.060  -0.263  -0.279
  420 30000  4.00  0.00  4.00  0.00  0.00 -22.919 -22.322 -21.450 -31.407  -2.984  -1.026  -0.269  -0.285
  421 30000  4.50  0.00  4.00  0.00  0.00 -22.858 -22.280 -21.411 -31.407  -3.022  -1.007  -0.265  -0.281
