
       Teff log g  [M]  Vturb  l/H  E(B-V)    V       R       I       J       K       L      V-R     V-I     V-J     V-K     V-L
    1  3500  0.00  0.00  2.00  1.25  0.00 -13.085 -13.519 -13.927 -14.010 -13.016 -11.063   1.152   2.330   3.576   4.781   4.941
    2  3500  0.50  0.00  2.00  1.25  0.00 -13.070 -13.466 -13.903 -14.010 -13.023 -11.065   1.113   2.321   3.591   4.803   4.957
    3  3500  1.00  0.00  2.00  1.25  0.00 -13.040 -13.409 -13.879 -14.013 -13.029 -11.066   1.086   2.327   3.624   4.839   4.988
    4  3500  1.50  0.00  2.00  1.25  0.00 -13.001 -13.352 -13.856 -14.018 -13.034 -11.068   1.068   2.343   3.668   4.882   5.028
    5  3500  2.00  0.00  2.00  1.25  0.00 -12.957 -13.299 -13.834 -14.025 -13.038 -11.070   1.058   2.365   3.719   4.931   5.074
    6  3500  2.50  0.00  2.00  1.25  0.00 -12.914 -13.254 -13.816 -14.031 -13.042 -11.071   1.057   2.390   3.768   4.978   5.119
    7  3500  3.00  0.00  2.00  1.25  0.00 -12.915 -13.262 -13.825 -14.035 -13.034 -11.068   1.063   2.398   3.770   4.969   5.114
    8  3500  3.50  0.00  2.00  1.25  0.00 -13.085 -13.443 -13.928 -14.035 -12.972 -11.040   1.074   2.330   3.601   4.736   4.916
    9  3500  4.00  0.00  2.00  1.25  0.00 -13.267 -13.640 -14.037 -14.035 -12.891 -11.008   1.090   2.258   3.419   4.474   4.702
   10  3500  4.50  0.00  2.00  1.25  0.00 -13.352 -13.748 -14.093 -14.028 -12.848 -10.987   1.113   2.229   3.327   4.347   4.597
   11  3500  5.00  0.00  2.00  1.25  0.00 -13.383 -13.808 -14.120 -14.019 -12.829 -10.975   1.142   2.224   3.287   4.296   4.554
   12  3750  0.00  0.00  2.00  1.25  0.00 -13.929 -14.311 -14.423 -14.269 -13.118 -11.147   1.099   1.983   2.991   4.040   4.181
   13  3750  0.50  0.00  2.00  1.25  0.00 -13.940 -14.296 -14.411 -14.258 -13.125 -11.147   1.073   1.959   2.969   4.036   4.170
   14  3750  1.00  0.00  2.00  1.25  0.00 -13.940 -14.275 -14.400 -14.252 -13.131 -11.148   1.052   1.948   2.963   4.041   4.170
   15  3750  1.50  0.00  2.00  1.25  0.00 -13.933 -14.249 -14.390 -14.250 -13.135 -11.148   1.033   1.945   2.969   4.053   4.177
   16  3750  2.00  0.00  2.00  1.25  0.00 -13.919 -14.219 -14.380 -14.253 -13.140 -11.149   1.017   1.949   2.984   4.071   4.192
   17  3750  2.50  0.00  2.00  1.25  0.00 -13.901 -14.189 -14.371 -14.257 -13.144 -11.151   1.005   1.958   3.007   4.093   4.212
   18  3750  3.00  0.00  2.00  1.25  0.00 -13.879 -14.160 -14.363 -14.262 -13.149 -11.152   0.998   1.971   3.034   4.119   4.235
   19  3750  3.50  0.00  2.00  1.25  0.00 -13.875 -14.161 -14.372 -14.267 -13.141 -11.149   1.002   1.984   3.042   4.115   4.235
   20  3750  4.00  0.00  2.00  1.25  0.00 -13.938 -14.247 -14.429 -14.265 -13.090 -11.127   1.025   1.979   2.978   4.001   4.151
   21  3750  4.50  0.00  2.00  1.25  0.00 -14.016 -14.346 -14.492 -14.264 -13.024 -11.103   1.047   1.964   2.899   3.858   4.048
   22  3750  5.00  0.00  2.00  1.25  0.00 -14.056 -14.402 -14.526 -14.262 -12.985 -11.087   1.064   1.958   2.857   3.780   3.993
   23  4000  0.00  0.00  2.00  1.25  0.00 -14.567 -14.829 -14.804 -14.523 -13.214 -11.229   0.980   1.725   2.607   3.497   3.624
   24  4000  0.50  0.00  2.00  1.25  0.00 -14.579 -14.829 -14.794 -14.506 -13.221 -11.228   0.967   1.703   2.578   3.492   3.611
   25  4000  1.00  0.00  2.00  1.25  0.00 -14.583 -14.826 -14.786 -14.493 -13.226 -11.227   0.961   1.692   2.561   3.493   3.607
   26  4000  1.50  0.00  2.00  1.25  0.00 -14.580 -14.822 -14.781 -14.484 -13.230 -11.227   0.958   1.689   2.555   3.500   3.609
   27  4000  2.00  0.00  2.00  1.25  0.00 -14.573 -14.814 -14.776 -14.478 -13.234 -11.226   0.958   1.691   2.556   3.511   3.615
