
       Teff log g  [M]  Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta 
  141  6500  5.00  0.00  2.00  1.25  0.00   1.328   1.327   0.305   0.203   0.311   0.310   2.655
  142  6750  0.50  0.00  2.00  1.25  0.00   2.314   2.314   0.163   0.183   1.621   1.620   2.700
  143  6750  1.00  0.00  2.00  1.25  0.00   2.232   2.232   0.172   0.184   1.517   1.516   2.717
  144  6750  1.50  0.00  2.00  1.25  0.00   2.112   2.111   0.193   0.186   1.352   1.351   2.722
  145  6750  2.00  0.00  2.00  1.25  0.00   1.976   1.975   0.213   0.188   1.172   1.171   2.722
  146  6750  2.50  0.00  2.00  1.25  0.00   1.839   1.838   0.228   0.184   1.013   1.012   2.720
  147  6750  3.00  0.00  2.00  1.25  0.00   1.703   1.702   0.241   0.180   0.860   0.859   2.715
  148  6750  3.50  0.00  2.00  1.25  0.00   1.574   1.573   0.252   0.177   0.714   0.713   2.709
  149  6750  4.00  0.00  2.00  1.25  0.00   1.454   1.454   0.262   0.176   0.576   0.576   2.701
  150  6750  4.50  0.00  2.00  1.25  0.00   1.352   1.351   0.270   0.178   0.453   0.452   2.692
  151  6750  5.00  0.00  2.00  1.25  0.00   1.268   1.268   0.276   0.184   0.346   0.345   2.684
  152  7000  0.50  0.00  2.00  1.25  0.00   2.276   2.276   0.128   0.160   1.698   1.698   2.700
  153  7000  1.00  0.00  2.00  1.25  0.00   2.226   2.225   0.132   0.166   1.629   1.629   2.729
  154  7000  1.50  0.00  2.00  1.25  0.00   2.132   2.132   0.143   0.171   1.502   1.502   2.747
  155  7000  2.00  0.00  2.00  1.25  0.00   2.005   2.005   0.165   0.176   1.320   1.320   2.752
  156  7000  2.50  0.00  2.00  1.25  0.00   1.867   1.866   0.187   0.179   1.131   1.131   2.751
  157  7000  3.00  0.00  2.00  1.25  0.00   1.728   1.727   0.204   0.177   0.964   0.963   2.748
  158  7000  3.50  0.00  2.00  1.25  0.00   1.592   1.591   0.218   0.175   0.804   0.803   2.742
  159  7000  4.00  0.00  2.00  1.25  0.00   1.462   1.462   0.230   0.174   0.652   0.651   2.735
  160  7000  4.50  0.00  2.00  1.25  0.00   1.344   1.343   0.240   0.175   0.513   0.512   2.726
  161  7000  5.00  0.00  2.00  1.25  0.00   1.242   1.242   0.249   0.177   0.389   0.388   2.716
  162  7250  0.50  0.00  2.00  1.25  0.00   2.200   2.200   0.108   0.139   1.702   1.702   2.687
  163  7250  1.00  0.00  2.00  1.25  0.00   2.197   2.197   0.100   0.148   1.700   1.700   2.731
  164  7250  1.50  0.00  2.00  1.25  0.00   2.130   2.129   0.107   0.157   1.599   1.598   2.761
  165  7250  2.00  0.00  2.00  1.25  0.00   2.028   2.027   0.120   0.166   1.454   1.454   2.779
  166  7250  2.50  0.00  2.00  1.25  0.00   1.897   1.896   0.144   0.173   1.260   1.260   2.782
  167  7250  3.00  0.00  2.00  1.25  0.00   1.757   1.756   0.167   0.177   1.066   1.065   2.781
  168  7250  3.50  0.00  2.00  1.25  0.00   1.618   1.618   0.184   0.178   0.892   0.892   2.777
  169  7250  4.00  0.00  2.00  1.25  0.00   1.483   1.482   0.199   0.177   0.729   0.729   2.770
  170  7250  4.50  0.00  2.00  1.25  0.00   1.353   1.353   0.212   0.176   0.576   0.576   2.761
  171  7250  5.00  0.00  2.00  1.25  0.00   1.237   1.236   0.222   0.177   0.437   0.436   2.751
  172  7500  0.50  0.00  2.00  1.25  0.00   2.039   2.039   0.119   0.115   1.567   1.568   2.652
  173  7500  1.00  0.00  2.00  1.25  0.00   2.133   2.133   0.079   0.129   1.715   1.715   2.721
  174  7500  1.50  0.00  2.00  1.25  0.00   2.099   2.099   0.080   0.141   1.656   1.655   2.763
  175  7500  2.00  0.00  2.00  1.25  0.00   2.021   2.021   0.088   0.155   1.533   1.532   2.792
  176  7500  2.50  0.00  2.00  1.25  0.00   1.917   1.917   0.103   0.168   1.375   1.374   2.810
  177  7500  3.00  0.00  2.00  1.25  0.00   1.785   1.784   0.129   0.176   1.173   1.173   2.813
  178  7500  3.50  0.00  2.00  1.25  0.00   1.646   1.646   0.152   0.180   0.980   0.980   2.811
  179  7500  4.00  0.00  2.00  1.25  0.00   1.508   1.508   0.169   0.182   0.805   0.804   2.806
  180  7500  4.50  0.00  2.00  1.25  0.00   1.373   1.373   0.184   0.181   0.640   0.640   2.797
  181  7500  5.00  0.00  2.00  1.25  0.00   1.246   1.245   0.197   0.181   0.488   0.488   2.787
  182  7750  1.00  0.00  2.00  1.25  0.00   2.028   2.028   0.070   0.112   1.662   1.662   2.697
  183  7750  1.50  0.00  2.00  1.25  0.00   2.042   2.042   0.060   0.126   1.669   1.669   2.754
  184  7750  2.00  0.00  2.00  1.25  0.00   1.990   1.990   0.064   0.142   1.575   1.575   2.795
  185  7750  2.50  0.00  2.00  1.25  0.00   1.907   1.906   0.075   0.159   1.438   1.437   2.824
  186  7750  3.00  0.00  2.00  1.25  0.00   1.800   1.800   0.091   0.173   1.270   1.270   2.840
  187  7750  3.50  0.00  2.00  1.25  0.00   1.670   1.670   0.117   0.183   1.068   1.067   2.843
  188  7750  4.00  0.00  2.00  1.25  0.00   1.533   1.533   0.140   0.187   0.877   0.876   2.840
  189  7750  4.50  0.00  2.00  1.25  0.00   1.397   1.396   0.157   0.189   0.702   0.702   2.833
  190  7750  5.00  0.00  2.00  1.25  0.00   1.263   1.263   0.172   0.188   0.540   0.539   2.823
  191  8000  1.00  0.00  2.00  1.25  0.00   1.869   1.870   0.077   0.094   1.526   1.527   2.660
  192  8000  1.50  0.00  2.00  1.25  0.00   1.954   1.954   0.047   0.110   1.637   1.637   2.734
  193  8000  2.00  0.00  2.00  1.25  0.00   1.935   1.935   0.046   0.128   1.586   1.586   2.787
  194  8000  2.50  0.00  2.00  1.25  0.00   1.875   1.875   0.053   0.147   1.473   1.473   2.828
  195  8000  3.00  0.00  2.00  1.25  0.00   1.790   1.790   0.065   0.167   1.324   1.324   2.856
  196  8000  3.50  0.00  2.00  1.25  0.00   1.683   1.683   0.082   0.185   1.148   1.148   2.870
  197  8000  4.00  0.00  2.00  1.25  0.00   1.554   1.554   0.109   0.194   0.946   0.946   2.872
  198  8000  4.50  0.00  2.00  1.25  0.00   1.419   1.419   0.131   0.197   0.762   0.762   2.867
  199  8000  5.00  0.00  2.00  1.25  0.00   1.284   1.284   0.149   0.197   0.590   0.590   2.858
  200  8250  1.00  0.00  2.00  1.25  0.00   1.664   1.664   0.091   0.075   1.330   1.330   2.619
  201  8250  1.50  0.00  2.00  1.25  0.00   1.842   1.843   0.043   0.097   1.561   1.561   2.706
  202  8250  2.00  0.00  2.00  1.25  0.00   1.860   1.860   0.033   0.114   1.563   1.563   2.770
  203  8250  2.50  0.00  2.00  1.25  0.00   1.824   1.824   0.036   0.135   1.480   1.480   2.822
  204  8250  3.00  0.00  2.00  1.25  0.00   1.759   1.759   0.045   0.158   1.352   1.351   2.861
  205  8250  3.50  0.00  2.00  1.25  0.00   1.673   1.673   0.057   0.180   1.196   1.196   2.887
  206  8250  4.00  0.00  2.00  1.25  0.00   1.566   1.565   0.077   0.198   1.014   1.013   2.897
  207  8250  4.50  0.00  2.00  1.25  0.00   1.438   1.438   0.104   0.205   0.817   0.817   2.898
  208  8250  5.00  0.00  2.00  1.25  0.00   1.304   1.304   0.125   0.207   0.637   0.637   2.891
  209  8500  1.50  0.00  2.00  1.25  0.00   1.715   1.716   0.043   0.086   1.455   1.455   2.675
  210  8500  2.00  0.00  2.00  1.25  0.00   1.771   1.771   0.025   0.103   1.513   1.513   2.747
  211  8500  2.50  0.00  2.00  1.25  0.00   1.758   1.758   0.023   0.123   1.463   1.463   2.808
  212  8500  3.00  0.00  2.00  1.25  0.00   1.711   1.711   0.029   0.146   1.358   1.358   2.857
  213  8500  3.50  0.00  2.00  1.25  0.00   1.643   1.643   0.039   0.171   1.220   1.220   2.893
  214  8500  4.00  0.00  2.00  1.25  0.00   1.557   1.557   0.053   0.196   1.057   1.056   2.914
  215  8500  4.50  0.00  2.00  1.25  0.00   1.448   1.448   0.076   0.213   0.868   0.868   2.921
  216  8500  5.00  0.00  2.00  1.25  0.00   1.323   1.323   0.102   0.218   0.682   0.682   2.921
  217  8750  1.50  0.00  2.00  1.25  0.00   1.579   1.580   0.045   0.077   1.332   1.333   2.648
  218  8750  2.00  0.00  2.00  1.25  0.00   1.674   1.674   0.021   0.094   1.443   1.444   2.721
  219  8750  2.50  0.00  2.00  1.25  0.00   1.683   1.684   0.015   0.112   1.428   1.428   2.788
  220  8750  3.00  0.00  2.00  1.25  0.00   1.655   1.655   0.017   0.135   1.348   1.348   2.846
  221  8750  3.50  0.00  2.00  1.25  0.00   1.602   1.602   0.025   0.162   1.227   1.227   2.891
  222  8750  4.00  0.00  2.00  1.25  0.00   1.532   1.531   0.036   0.190   1.078   1.078   2.922
  223  8750  4.50  0.00  2.00  1.25  0.00   1.443   1.442   0.052   0.215   0.906   0.906   2.937
  224  8750  5.00  0.00  2.00  1.25  0.00   1.331   1.331   0.078   0.227   0.719   0.718   2.942
  225  9000  1.50  0.00  2.00  0.00  0.00   1.441   1.441   0.047   0.071   1.203   1.204   2.626
  226  9000  2.00  0.00  2.00  0.00  0.00   1.574   1.574   0.019   0.087   1.361   1.362   2.698
  227  9000  2.50  0.00  2.00  0.00  0.00   1.605   1.606   0.009   0.104   1.378   1.378   2.766
  228  9000  3.00  0.00  2.00  0.00  0.00   1.592   1.592   0.009   0.125   1.321   1.322   2.830
  229  9000  3.50  0.00  2.00  0.00  0.00   1.553   1.553   0.014   0.152   1.219   1.219   2.883
  230  9000  4.00  0.00  2.00  0.00  0.00   1.496   1.496   0.023   0.181   1.086   1.086   2.922
  231  9000  4.50  0.00  2.00  0.00  0.00   1.423   1.423   0.035   0.211   0.929   0.929   2.946
  232  9000  5.00  0.00  2.00  0.00  0.00   1.336   1.336   0.050   0.239   0.756   0.756   2.956
  233  9250  2.00  0.00  2.00  0.00  0.00   1.471   1.472   0.017   0.082   1.272   1.272   2.677
  234  9250  2.50  0.00  2.00  0.00  0.00   1.524   1.525   0.004   0.098   1.319   1.319   2.745
  235  9250  3.00  0.00  2.00  0.00  0.00   1.527   1.527   0.002   0.118   1.286   1.286   2.811
  236  9250  3.50  0.00  2.00  0.00  0.00   1.501   1.501   0.005   0.143   1.203   1.203   2.871
  237  9250  4.00  0.00  2.00  0.00  0.00   1.455   1.455   0.012   0.172   1.085   1.085   2.918
  238  9250  4.50  0.00  2.00  0.00  0.00   1.394   1.394   0.023   0.203   0.940   0.939   2.949
  239  9250  5.00  0.00  2.00  0.00  0.00   1.318   1.318   0.036   0.235   0.774   0.774   2.966
  240  9500  2.00  0.00  2.00  0.00  0.00   1.368   1.369   0.015   0.078   1.179   1.180   2.660
  241  9500  2.50  0.00  2.00  0.00  0.00   1.441   1.441   0.001   0.093   1.252   1.252   2.725
  242  9500  3.00  0.00  2.00  0.00  0.00   1.458   1.459  -0.004   0.111   1.242   1.242   2.792
  243  9500  3.50  0.00  2.00  0.00  0.00   1.445   1.445  -0.002   0.135   1.178   1.178   2.856
  244  9500  4.00  0.00  2.00  0.00  0.00   1.411   1.411   0.003   0.163   1.075   1.075   2.910
  245  9500  4.50  0.00  2.00  0.00  0.00   1.360   1.360   0.012   0.196   0.942   0.942   2.949
  246  9500  5.00  0.00  2.00  0.00  0.00   1.294   1.294   0.024   0.230   0.783   0.783   2.971
  247  9750  2.00  0.00  2.00  0.00  0.00   1.270   1.270   0.014   0.076   1.089   1.090   2.646
  248  9750  2.50  0.00  2.00  0.00  0.00   1.357   1.357  -0.002   0.089   1.180   1.181   2.707
  249  9750  3.00  0.00  2.00  0.00  0.00   1.387   1.388  -0.008   0.106   1.189   1.190   2.773
  250  9750  3.50  0.00  2.00  0.00  0.00   1.386   1.386  -0.008   0.128   1.144   1.145   2.839
  251  9750  4.00  0.00  2.00  0.00  0.00   1.362   1.363  -0.004   0.156   1.058   1.058   2.899
  252  9750  4.50  0.00  2.00  0.00  0.00   1.322   1.322   0.003   0.188   0.937   0.937   2.944
  253  9750  5.00  0.00  2.00  0.00  0.00   1.266   1.266   0.014   0.224   0.789   0.789   2.972
  254 10000  2.00  0.00  2.00  0.00  0.00   1.177   1.177   0.012   0.073   1.004   1.005   2.634
