
       Teff log g  [M]  Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
    1  3500  0.00  0.00  0.00  1.25  0.00   4.863   4.855   1.114   0.763   1.107   1.100   2.528   1.743   0.344
    2  3500  0.50  0.00  0.00  1.25  0.00   4.590   4.582   1.056   0.623   1.230   1.222   2.531   1.636   0.388
    3  3500  1.00  0.00  0.00  1.25  0.00   4.299   4.292   1.012   0.475   1.323   1.315   2.536   1.539   0.418
    4  3500  1.50  0.00  0.00  1.25  0.00   4.015   4.008   0.980   0.332   1.390   1.383   2.543   1.456   0.437
    5  3500  2.00  0.00  0.00  1.25  0.00   3.759   3.751   0.955   0.204   1.439   1.432   2.549   1.385   0.450
    6  3500  2.50  0.00  0.00  1.25  0.00   3.551   3.544   0.938   0.102   1.469   1.462   2.552   1.331   0.459
    7  3500  3.00  0.00  0.00  1.25  0.00   3.410   3.403   0.939   0.053   1.425   1.419   2.545   1.307   0.451
    8  3500  3.50  0.00  0.00  1.25  0.00   3.322   3.316   0.969   0.083   1.216   1.210   2.518   1.321   0.403
    9  3500  4.00  0.00  0.00  1.25  0.00   3.261   3.255   0.987   0.123   1.040   1.034   2.496   1.328   0.362
   10  3500  4.50  0.00  0.00  1.25  0.00   3.243   3.238   0.998   0.158   0.929   0.924   2.478   1.336   0.341
   11  3500  5.00  0.00  0.00  1.25  0.00   3.276   3.272   1.006   0.199   0.862   0.858   2.456   1.349   0.339
   12  3750  0.00  0.00  0.00  1.25  0.00   4.864   4.858   1.016   0.957   0.918   0.911   2.513   1.645   0.300
   13  3750  0.50  0.00  0.00  1.25  0.00   4.618   4.611   0.965   0.868   0.950   0.943   2.500   1.550   0.328
   14  3750  1.00  0.00  0.00  1.25  0.00   4.372   4.366   0.927   0.771   0.974   0.968   2.488   1.468   0.351
   15  3750  1.50  0.00  0.00  1.25  0.00   4.143   4.137   0.898   0.676   0.993   0.987   2.477   1.398   0.371
   16  3750  2.00  0.00  0.00  1.25  0.00   3.941   3.935   0.876   0.590   1.008   1.001   2.468   1.339   0.386
   17  3750  2.50  0.00  0.00  1.25  0.00   3.771   3.764   0.858   0.516   1.019   1.013   2.461   1.290   0.398
   18  3750  3.00  0.00  0.00  1.25  0.00   3.635   3.630   0.847   0.458   1.024   1.018   2.453   1.255   0.409
   19  3750  3.50  0.00  0.00  1.25  0.00   3.520   3.515   0.854   0.414   0.982   0.976   2.444   1.241   0.403
   20  3750  4.00  0.00  0.00  1.25  0.00   3.375   3.370   0.890   0.364   0.865   0.860   2.439   1.251   0.365
   21  3750  4.50  0.00  0.00  1.25  0.00   3.250   3.245   0.912   0.328   0.768   0.762   2.438   1.251   0.330
   22  3750  5.00  0.00  0.00  1.25  0.00   3.178   3.174   0.922   0.309   0.713   0.709   2.434   1.248   0.315
   23  4000  0.00  0.00  0.00  1.25  0.00   4.390   4.387   0.927   0.890   0.756   0.752   2.541   1.472   0.222
   24  4000  0.50  0.00  0.00  1.25  0.00   4.169   4.165   0.877   0.838   0.738   0.734   2.529   1.382   0.232
   25  4000  1.00  0.00  0.00  1.25  0.00   3.971   3.967   0.840   0.781   0.726   0.722   2.515   1.309   0.244
   26  4000  1.50  0.00  0.00  1.25  0.00   3.806   3.802   0.814   0.727   0.722   0.718   2.499   1.253   0.260
   27  4000  2.00  0.00  0.00  1.25  0.00   3.674   3.670   0.795   0.676   0.729   0.724   2.483   1.210   0.280
   28  4000  2.50  0.00  0.00  1.25  0.00   3.574   3.569   0.781   0.635   0.740   0.736   2.465   1.178   0.303
   29  4000  3.00  0.00  0.00  1.25  0.00   3.503   3.499   0.771   0.604   0.751   0.747   2.447   1.156   0.325
   30  4000  3.50  0.00  0.00  1.25  0.00   3.455   3.451   0.766   0.583   0.756   0.752   2.429   1.142   0.346
   31  4000  4.00  0.00  0.00  1.25  0.00   3.392   3.387   0.778   0.551   0.731   0.727   2.415   1.142   0.350
   32  4000  4.50  0.00  0.00  1.25  0.00   3.258   3.253   0.813   0.483   0.665   0.661   2.417   1.154   0.322
   33  4000  5.00  0.00  0.00  1.25  0.00   3.120   3.116   0.836   0.415   0.615   0.611   2.422   1.152   0.298
   34  4250  0.00  0.00  0.00  1.25  0.00   3.795   3.793   0.857   0.744   0.589   0.587   2.558   1.294   0.152
   35  4250  0.50  0.00  0.00  1.25  0.00   3.607   3.606   0.807   0.720   0.551   0.550   2.552   1.211   0.149
   36  4250  1.00  0.00  0.00  1.25  0.00   3.438   3.437   0.769   0.689   0.521   0.519   2.544   1.143   0.149
   37  4250  1.50  0.00  0.00  1.25  0.00   3.300   3.299   0.741   0.656   0.505   0.504   2.533   1.090   0.157
   38  4250  2.00  0.00  0.00  1.25  0.00   3.201   3.199   0.719   0.628   0.503   0.502   2.519   1.049   0.171
   39  4250  2.50  0.00  0.00  1.25  0.00   3.141   3.140   0.704   0.609   0.514   0.512   2.504   1.024   0.191
   40  4250  3.00  0.00  0.00  1.25  0.00   3.118   3.116   0.693   0.599   0.532   0.531   2.485   1.009   0.217
   41  4250  3.50  0.00  0.00  1.25  0.00   3.125   3.123   0.687   0.598   0.553   0.552   2.464   1.004   0.246
   42  4250  4.00  0.00  0.00  1.25  0.00   3.153   3.151   0.685   0.606   0.569   0.567   2.441   1.007   0.275
   43  4250  4.50  0.00  0.00  1.25  0.00   3.150   3.148   0.697   0.594   0.567   0.564   2.424   1.018   0.290
   44  4250  5.00  0.00  0.00  1.25  0.00   3.055   3.052   0.728   0.527   0.542   0.540   2.422   1.032   0.281
   45  4500  0.00  0.00  0.00  1.25  0.00   3.293   3.290   0.789   0.594   0.524   0.522   2.566   1.136   0.126
   46  4500  0.50  0.00  0.00  1.25  0.00   3.141   3.140   0.745   0.585   0.480   0.478   2.563   1.065   0.117
   47  4500  1.00  0.00  0.00  1.25  0.00   3.003   3.002   0.710   0.572   0.437   0.436   2.559   1.005   0.109
   48  4500  1.50  0.00  0.00  1.25  0.00   2.887   2.886   0.682   0.558   0.405   0.404   2.553   0.956   0.106
   49  4500  2.00  0.00  0.00  1.25  0.00   2.797   2.797   0.660   0.544   0.387   0.387   2.545   0.918   0.109
   50  4500  2.50  0.00  0.00  1.25  0.00   2.738   2.738   0.642   0.535   0.383   0.383   2.534   0.890   0.120
   51  4500  3.00  0.00  0.00  1.25  0.00   2.714   2.714   0.628   0.533   0.391   0.391   2.522   0.872   0.136
   52  4500  3.50  0.00  0.00  1.25  0.00   2.727   2.727   0.617   0.541   0.407   0.407   2.506   0.862   0.158
   53  4500  4.00  0.00  0.00  1.25  0.00   2.770   2.770   0.611   0.560   0.426   0.426   2.487   0.864   0.184
   54  4500  4.50  0.00  0.00  1.25  0.00   2.832   2.832   0.609   0.584   0.444   0.444   2.464   0.874   0.214
   55  4500  5.00  0.00  0.00  1.25  0.00   2.872   2.871   0.619   0.587   0.457   0.456   2.445   0.890   0.236
   56  4750  0.00  0.00  0.00  1.25  0.00   2.934   2.931   0.709   0.476   0.562   0.559   2.574   0.991   0.137
   57  4750  0.50  0.00  0.00  1.25  0.00   2.792   2.790   0.676   0.466   0.507   0.504   2.571   0.933   0.123
   58  4750  1.00  0.00  0.00  1.25  0.00   2.668   2.667   0.648   0.459   0.451   0.450   2.568   0.883   0.109
   59  4750  1.50  0.00  0.00  1.25  0.00   2.566   2.565   0.626   0.454   0.403   0.402   2.564   0.842   0.098
   60  4750  2.00  0.00  0.00  1.25  0.00   2.487   2.486   0.607   0.452   0.367   0.366   2.559   0.809   0.092
   61  4750  2.50  0.00  0.00  1.25  0.00   2.431   2.431   0.591   0.452   0.343   0.343   2.553   0.783   0.091
   62  4750  3.00  0.00  0.00  1.25  0.00   2.402   2.402   0.576   0.457   0.333   0.333   2.545   0.763   0.096
   63  4750  3.50  0.00  0.00  1.25  0.00   2.402   2.402   0.564   0.468   0.335   0.335   2.535   0.751   0.108
   64  4750  4.00  0.00  0.00  1.25  0.00   2.432   2.433   0.555   0.488   0.345   0.346   2.522   0.748   0.125
   65  4750  4.50  0.00  0.00  1.25  0.00   2.489   2.490   0.548   0.516   0.359   0.359   2.505   0.751   0.147
   66  4750  5.00  0.00  0.00  1.25  0.00   2.560   2.561   0.545   0.548   0.373   0.374   2.486   0.761   0.172
   67  5000  0.00  0.00  0.00  1.25  0.00   2.701   2.698   0.622   0.393   0.670   0.666   2.584   0.862   0.171
   68  5000  0.50  0.00  0.00  1.25  0.00   2.557   2.555   0.598   0.382   0.595   0.592   2.581   0.813   0.149
   69  5000  1.00  0.00  0.00  1.25  0.00   2.430   2.428   0.580   0.372   0.524   0.522   2.577   0.772   0.130
   70  5000  1.50  0.00  0.00  1.25  0.00   2.325   2.324   0.566   0.366   0.460   0.458   2.574   0.739   0.112
   71  5000  2.00  0.00  0.00  1.25  0.00   2.244   2.243   0.553   0.365   0.405   0.404   2.570   0.711   0.098
   72  5000  2.50  0.00  0.00  1.25  0.00   2.186   2.185   0.542   0.369   0.361   0.361   2.566   0.690   0.087
   73  5000  3.00  0.00  0.00  1.25  0.00   2.152   2.151   0.531   0.379   0.330   0.330   2.561   0.673   0.082
   74  5000  3.50  0.00  0.00  1.25  0.00   2.142   2.142   0.520   0.394   0.312   0.312   2.554   0.660   0.084
   75  5000  4.00  0.00  0.00  1.25  0.00   2.160   2.160   0.510   0.415   0.306   0.307   2.546   0.653   0.091
   76  5000  4.50  0.00  0.00  1.25  0.00   2.203   2.204   0.502   0.444   0.309   0.310   2.535   0.654   0.103
   77  5000  5.00  0.00  0.00  1.25  0.00   2.265   2.266   0.495   0.478   0.318   0.319   2.521   0.658   0.121
   78  5250  0.00  0.00  0.00  1.25  0.00   2.545   2.541   0.538   0.329   0.809   0.805   2.597   0.750   0.212
   79  5250  0.50  0.00  0.00  1.25  0.00   2.402   2.399   0.523   0.320   0.715   0.712   2.593   0.710   0.185
   80  5250  1.00  0.00  0.00  1.25  0.00   2.270   2.268   0.511   0.310   0.625   0.623   2.590   0.674   0.157
   81  5250  1.50  0.00  0.00  1.25  0.00   2.158   2.156   0.503   0.303   0.544   0.542   2.586   0.646   0.133
   82  5250  2.00  0.00  0.00  1.25  0.00   2.066   2.064   0.496   0.300   0.472   0.470   2.582   0.622   0.113
   83  5250  2.50  0.00  0.00  1.25  0.00   1.996   1.995   0.491   0.301   0.410   0.409   2.578   0.605   0.096
   84  5250  3.00  0.00  0.00  1.25  0.00   1.950   1.949   0.484   0.310   0.360   0.359   2.574   0.590   0.083
   85  5250  3.50  0.00  0.00  1.25  0.00   1.928   1.927   0.478   0.325   0.321   0.320   2.569   0.580   0.075
   86  5250  4.00  0.00  0.00  1.25  0.00   1.932   1.932   0.471   0.346   0.296   0.295   2.563   0.573   0.072
   87  5250  4.50  0.00  0.00  1.25  0.00   1.961   1.961   0.463   0.375   0.283   0.283   2.556   0.571   0.076
   88  5250  5.00  0.00  0.00  1.25  0.00   2.011   2.012   0.456   0.409   0.280   0.280   2.546   0.573   0.085
   89  5500  0.00  0.00  0.00  1.25  0.00   2.444   2.441   0.460   0.280   0.963   0.960   2.611   0.654   0.258
   90  5500  0.50  0.00  0.00  1.25  0.00   2.303   2.301   0.452   0.272   0.853   0.850   2.608   0.621   0.223
   91  5500  1.00  0.00  0.00  1.25  0.00   2.169   2.167   0.447   0.264   0.745   0.743   2.605   0.592   0.189
   92  5500  1.50  0.00  0.00  1.25  0.00   2.049   2.046   0.444   0.257   0.645   0.643   2.601   0.567   0.158
   93  5500  2.00  0.00  0.00  1.25  0.00   1.945   1.943   0.441   0.253   0.554   0.553   2.597   0.546   0.131
   94  5500  2.50  0.00  0.00  1.25  0.00   1.861   1.859   0.440   0.252   0.475   0.473   2.593   0.529   0.107
   95  5500  3.00  0.00  0.00  1.25  0.00   1.798   1.797   0.438   0.257   0.406   0.405   2.589   0.516   0.087
