
       Teff log g  [M]a Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
   19  3750  3.50 -1.50  2.00  1.25  0.00 -11.481 -11.466 -12.852 -13.719 -14.159   3.040   3.033   0.940   0.357   0.445   0.438
   20  3750  4.00 -1.50  2.00  1.25  0.00 -11.569 -11.554 -12.892 -13.740 -14.185   2.972   2.966   0.945   0.331   0.418   0.412
   21  3750  4.50 -1.50  2.00  1.25  0.00 -11.620 -11.604 -12.896 -13.735 -14.186   2.917   2.911   0.951   0.317   0.379   0.373
   22  3750  5.00 -1.50  2.00  1.25  0.00 -11.677 -11.660 -12.880 -13.717 -14.174   2.842   2.837   0.957   0.308   0.309   0.304
   23  4000  0.00 -1.50  2.00  1.25  0.00 -11.076 -11.061 -12.886 -13.986 -14.534   3.712   3.705   1.049   0.480   0.652   0.645
   24  4000  0.50 -1.50  2.00  1.25  0.00 -11.480 -11.465 -13.146 -14.148 -14.598   3.470   3.464   0.950   0.482   0.605   0.598
   25  4000  1.00 -1.50  2.00  1.25  0.00 -11.835 -11.819 -13.344 -14.261 -14.636   3.228   3.222   0.875   0.471   0.533   0.527
   26  4000  1.50 -1.50  2.00  1.25  0.00 -12.111 -12.095 -13.481 -14.334 -14.658   3.025   3.020   0.823   0.459   0.459   0.453
   27  4000  2.00 -1.50  2.00  1.25  0.00 -12.298 -12.281 -13.568 -14.378 -14.668   2.883   2.877   0.790   0.449   0.403   0.397
   28  4000  2.50 -1.50  2.00  1.25  0.00 -12.399 -12.382 -13.614 -14.401 -14.672   2.804   2.799   0.770   0.446   0.370   0.365
   29  4000  3.00 -1.50  2.00  1.25  0.00 -12.432 -12.416 -13.627 -14.406 -14.672   2.775   2.770   0.766   0.442   0.357   0.352
   30  4000  3.50 -1.50  2.00  1.25  0.00 -12.436 -12.419 -13.622 -14.390 -14.680   2.756   2.751   0.790   0.407   0.360   0.355
   31  4000  4.00 -1.50  2.00  1.25  0.00 -12.463 -12.446 -13.636 -14.384 -14.701   2.723   2.718   0.818   0.359   0.367   0.362
   32  4000  4.50 -1.50  2.00  1.25  0.00 -12.516 -12.499 -13.661 -14.386 -14.720   2.672   2.667   0.834   0.320   0.361   0.357
   33  4000  5.00 -1.50  2.00  1.25  0.00 -12.568 -12.551 -13.672 -14.380 -14.725   2.614   2.609   0.845   0.292   0.338   0.333
   34  4250  0.00 -1.50  2.00  1.25  0.00 -12.128 -12.112 -13.738 -14.632 -15.061   3.306   3.300   0.929   0.393   0.659   0.653
   35  4250  0.50 -1.50  2.00  1.25  0.00 -12.501 -12.485 -13.966 -14.767 -15.111   3.067   3.062   0.844   0.385   0.606   0.600
   36  4250  1.00 -1.50  2.00  1.25  0.00 -12.830 -12.813 -14.139 -14.862 -15.140   2.834   2.829   0.779   0.373   0.528   0.523
   37  4250  1.50 -1.50  2.00  1.25  0.00 -13.089 -13.071 -14.260 -14.925 -15.156   2.638   2.633   0.732   0.363   0.448   0.443
   38  4250  2.00 -1.50  2.00  1.25  0.00 -13.272 -13.254 -14.337 -14.965 -15.164   2.495   2.491   0.699   0.358   0.379   0.375
   39  4250  2.50 -1.50  2.00  1.25  0.00 -13.382 -13.364 -14.379 -14.990 -15.169   2.410   2.406   0.679   0.360   0.329   0.325
   40  4250  3.00 -1.50  2.00  1.25  0.00 -13.428 -13.409 -14.395 -15.004 -15.171   2.378   2.374   0.668   0.370   0.300   0.297
   41  4250  3.50 -1.50  2.00  1.25  0.00 -13.417 -13.399 -14.387 -15.007 -15.172   2.392   2.388   0.665   0.384   0.291   0.287
   42  4250  4.00 -1.50  2.00  1.25  0.00 -13.372 -13.354 -14.361 -14.990 -15.172   2.420   2.416   0.683   0.374   0.303   0.300
   43  4250  4.50 -1.50  2.00  1.25  0.00 -13.352 -13.334 -14.349 -14.966 -15.177   2.416   2.412   0.712   0.334   0.322   0.318
   44  4250  5.00 -1.50  2.00  1.25  0.00 -13.371 -13.353 -14.353 -14.950 -15.186   2.381   2.377   0.735   0.291   0.326   0.322
   45  4500  0.00 -1.50  2.00  1.25  0.00 -13.056 -13.040 -14.494 -15.200 -15.515   2.946   2.940   0.815   0.320   0.673   0.668
   46  4500  0.50 -1.50  2.00  1.25  0.00 -13.374 -13.357 -14.673 -15.301 -15.549   2.728   2.723   0.748   0.308   0.613   0.608
   47  4500  1.00 -1.50  2.00  1.25  0.00 -13.656 -13.639 -14.811 -15.373 -15.568   2.519   2.514   0.696   0.295   0.536   0.531
   48  4500  1.50 -1.50  2.00  1.25  0.00 -13.882 -13.864 -14.909 -15.421 -15.578   2.341   2.337   0.657   0.284   0.456   0.452
   49  4500  2.00 -1.50  2.00  1.25  0.00 -14.046 -14.028 -14.971 -15.452 -15.582   2.208   2.204   0.630   0.280   0.386   0.382
   50  4500  2.50 -1.50  2.00  1.25  0.00 -14.153 -14.134 -15.007 -15.472 -15.584   2.120   2.117   0.612   0.282   0.331   0.328
   51  4500  3.00 -1.50  2.00  1.25  0.00 -14.207 -14.188 -15.023 -15.485 -15.586   2.079   2.077   0.601   0.290   0.296   0.293
   52  4500  3.50 -1.50  2.00  1.25  0.00 -14.217 -14.198 -15.023 -15.493 -15.588   2.078   2.075   0.595   0.304   0.278   0.275
   53  4500  4.00 -1.50  2.00  1.25  0.00 -14.191 -14.172 -15.010 -15.496 -15.590   2.107   2.104   0.594   0.321   0.275   0.272
   54  4500  4.50 -1.50  2.00  1.25  0.00 -14.147 -14.128 -14.987 -15.484 -15.591   2.139   2.136   0.607   0.319   0.284   0.282
   55  4500  5.00 -1.50  2.00  1.25  0.00 -14.123 -14.104 -14.969 -15.461 -15.591   2.139   2.137   0.630   0.290   0.296   0.294
   56  4750  0.00 -1.50  2.00  1.25  0.00 -13.875 -13.857 -15.184 -15.710 -15.914   2.637   2.632   0.705   0.250   0.725   0.720
   57  4750  0.50 -1.50  2.00  1.25  0.00 -14.134 -14.116 -15.304 -15.773 -15.931   2.442   2.437   0.658   0.240   0.643   0.639
   58  4750  1.00 -1.50  2.00  1.25  0.00 -14.366 -14.348 -15.401 -15.820 -15.940   2.256   2.252   0.619   0.229   0.556   0.552
   59  4750  1.50 -1.50  2.00  1.25  0.00 -14.557 -14.538 -15.469 -15.852 -15.943   2.097   2.094   0.591   0.221   0.472   0.468
   60  4750  2.00 -1.50  2.00  1.25  0.00 -14.700 -14.682 -15.514 -15.872 -15.943   1.974   1.971   0.571   0.217   0.396   0.393
   61  4750  2.50 -1.50  2.00  1.25  0.00 -14.798 -14.779 -15.539 -15.885 -15.942   1.889   1.886   0.557   0.219   0.337   0.334
   62  4750  3.00 -1.50  2.00  1.25  0.00 -14.853 -14.833 -15.549 -15.894 -15.942   1.843   1.841   0.548   0.226   0.294   0.291
   63  4750  3.50 -1.50  2.00  1.25  0.00 -14.872 -14.853 -15.550 -15.901 -15.943   1.831   1.828   0.543   0.238   0.268   0.266
   64  4750  4.00 -1.50  2.00  1.25  0.00 -14.861 -14.841 -15.542 -15.906 -15.946   1.847   1.844   0.541   0.252   0.259   0.257
   65  4750  4.50 -1.50  2.00  1.25  0.00 -14.831 -14.811 -15.529 -15.907 -15.949   1.878   1.876   0.542   0.265   0.262   0.260
   66  4750  5.00 -1.50  2.00  1.25  0.00 -14.801 -14.782 -15.514 -15.898 -15.950   1.899   1.897   0.552   0.262   0.269   0.267
   67  5000  0.00 -1.50  2.00  1.25  0.00 -14.558 -14.540 -15.802 -16.166 -16.267   2.410   2.407   0.601   0.193   0.822   0.818
   68  5000  0.50 -1.50  2.00  1.25  0.00 -14.775 -14.756 -15.873 -16.197 -16.268   2.225   2.221   0.571   0.182   0.717   0.713
   69  5000  1.00 -1.50  2.00  1.25  0.00 -14.969 -14.951 -15.929 -16.220 -16.267   2.053   2.049   0.547   0.173   0.610   0.607
   70  5000  1.50 -1.50  2.00  1.25  0.00 -15.132 -15.113 -15.968 -16.235 -16.263   1.905   1.902   0.528   0.168   0.510   0.507
   71  5000  2.00 -1.50  2.00  1.25  0.00 -15.259 -15.240 -15.992 -16.244 -16.259   1.786   1.784   0.515   0.166   0.422   0.420
   72  5000  2.50 -1.50  2.00  1.25  0.00 -15.349 -15.330 -16.003 -16.248 -16.255   1.701   1.699   0.507   0.168   0.350   0.347
   73  5000  3.00 -1.50  2.00  1.25  0.00 -15.406 -15.386 -16.005 -16.252 -16.253   1.648   1.646   0.501   0.175   0.295   0.293
   74  5000  3.50 -1.50  2.00  1.25  0.00 -15.430 -15.411 -16.001 -16.255 -16.254   1.627   1.625   0.498   0.185   0.259   0.257
   75  5000  4.00 -1.50  2.00  1.25  0.00 -15.428 -15.409 -15.993 -16.259 -16.256   1.632   1.630   0.497   0.198   0.240   0.238
   76  5000  4.50 -1.50  2.00  1.25  0.00 -15.408 -15.388 -15.981 -16.261 -16.259   1.655   1.653   0.498   0.211   0.234   0.232
   77  5000  5.00 -1.50  2.00  1.25  0.00 -15.384 -15.364 -15.971 -16.260 -16.262   1.678   1.676   0.502   0.217   0.239   0.237
   78  5250  0.00 -1.50  2.00  1.25  0.00 -15.097 -15.078 -16.338 -16.569 -16.578   2.275   2.272   0.508   0.152   0.952   0.949
   79  5250  0.50 -1.50  2.00  1.25  0.00 -15.286 -15.266 -16.375 -16.577 -16.569   2.094   2.091   0.491   0.140   0.828   0.826
   80  5250  1.00 -1.50  2.00  1.25  0.00 -15.459 -15.439 -16.400 -16.581 -16.559   1.924   1.922   0.478   0.131   0.703   0.701
   81  5250  1.50 -1.50  2.00  1.25  0.00 -15.607 -15.587 -16.415 -16.581 -16.549   1.776   1.774   0.469   0.126   0.584   0.582
   82  5250  2.00 -1.50  2.00  1.25  0.00 -15.726 -15.706 -16.419 -16.577 -16.540   1.653   1.651   0.463   0.125   0.477   0.475
   83  5250  2.50 -1.50  2.00  1.25  0.00 -15.816 -15.796 -16.416 -16.574 -16.532   1.560   1.558   0.459   0.128   0.385   0.383
   84  5250  3.00 -1.50  2.00  1.25  0.00 -15.878 -15.858 -16.409 -16.571 -16.527   1.495   1.493   0.457   0.134   0.311   0.309
   85  5250  3.50 -1.50  2.00  1.25  0.00 -15.911 -15.891 -16.399 -16.569 -16.526   1.460   1.458   0.457   0.143   0.259   0.257
   86  5250  4.00 -1.50  2.00  1.25  0.00 -15.920 -15.900 -16.387 -16.570 -16.528   1.453   1.451   0.458   0.155   0.225   0.223
   87  5250  4.50 -1.50  2.00  1.25  0.00 -15.909 -15.889 -16.374 -16.572 -16.532   1.465   1.463   0.460   0.167   0.209   0.207
   88  5250  5.00 -1.50  2.00  1.25  0.00 -15.889 -15.869 -16.362 -16.573 -16.536   1.486   1.484   0.464   0.176   0.205   0.203
   89  5500  0.00 -1.50  2.00  1.25  0.00 -15.517 -15.497 -16.803 -16.927 -16.855   2.212   2.210   0.428   0.126   1.104   1.102
   90  5500  0.50 -1.50  2.00  1.25  0.00 -15.683 -15.663 -16.813 -16.920 -16.840   2.039   2.037   0.421   0.115   0.966   0.964
   91  5500  1.00 -1.50  2.00  1.25  0.00 -15.841 -15.821 -16.817 -16.910 -16.825   1.871   1.869   0.416   0.106   0.826   0.824
   92  5500  1.50 -1.50  2.00  1.25  0.00 -15.981 -15.961 -16.813 -16.897 -16.810   1.718   1.716   0.413   0.100   0.690   0.688
   93  5500  2.00 -1.50  2.00  1.25  0.00 -16.101 -16.080 -16.802 -16.884 -16.796   1.585   1.583   0.412   0.098   0.563   0.561
   94  5500  2.50 -1.50  2.00  1.25  0.00 -16.197 -16.177 -16.788 -16.870 -16.783   1.475   1.474   0.413   0.099   0.450   0.449
   95  5500  3.00 -1.50  2.00  1.25  0.00 -16.270 -16.250 -16.771 -16.860 -16.774   1.391   1.390   0.415   0.103   0.354   0.352
   96  5500  3.50 -1.50  2.00  1.25  0.00 -16.319 -16.298 -16.754 -16.853 -16.770   1.336   1.334   0.417   0.110   0.279   0.277
   97  5500  4.00 -1.50  2.00  1.25  0.00 -16.343 -16.322 -16.738 -16.850 -16.770   1.309   1.307   0.420   0.120   0.226   0.224
   98  5500  4.50 -1.50  2.00  1.25  0.00 -16.344 -16.324 -16.723 -16.849 -16.774   1.307   1.306   0.424   0.132   0.194   0.192
   99  5500  5.00 -1.50  2.00  1.25  0.00 -16.332 -16.312 -16.709 -16.850 -16.779   1.320   1.318   0.429   0.141   0.178   0.176
  100  5750  0.00 -1.50  2.00  1.25  0.00 -15.853 -15.832 -17.214 -17.250 -17.106   2.199   2.198   0.356   0.108   1.267   1.266
  101  5750  0.50 -1.50  2.00  1.25  0.00 -15.997 -15.976 -17.204 -17.232 -17.089   2.037   2.036   0.357   0.100   1.121   1.120
  102  5750  1.00 -1.50  2.00  1.25  0.00 -16.142 -16.121 -17.190 -17.213 -17.071   1.873   1.871   0.358   0.093   0.968   0.967
  103  5750  1.50 -1.50  2.00  1.25  0.00 -16.277 -16.256 -17.172 -17.191 -17.053   1.716   1.715   0.361   0.087   0.817   0.816
  104  5750  2.00 -1.50  2.00  1.25  0.00 -16.397 -16.376 -17.149 -17.169 -17.034   1.574   1.572   0.366   0.084   0.673   0.672
  105  5750  2.50 -1.50  2.00  1.25  0.00 -16.500 -16.480 -17.123 -17.147 -17.017   1.449   1.447   0.370   0.083   0.541   0.540
  106  5750  3.00 -1.50  2.00  1.25  0.00 -16.586 -16.565 -17.097 -17.128 -17.002   1.344   1.343   0.375   0.084   0.424   0.422
  107  5750  3.50 -1.50  2.00  1.25  0.00 -16.652 -16.631 -17.074 -17.113 -16.992   1.263   1.262   0.379   0.089   0.325   0.323
  108  5750  4.00 -1.50  2.00  1.25  0.00 -16.696 -16.676 -17.053 -17.104 -16.988   1.210   1.208   0.384   0.096   0.248   0.247
  109  5750  4.50 -1.50  2.00  1.25  0.00 -16.716 -16.696 -17.035 -17.100 -16.990   1.186   1.185   0.390   0.105   0.196   0.194
  110  5750  5.00 -1.50  2.00  1.25  0.00 -16.717 -16.697 -17.019 -17.100 -16.995   1.184   1.183   0.395   0.114   0.164   0.162
  111  6000  0.00 -1.50  2.00  1.25  0.00 -16.131 -16.110 -17.587 -17.543 -17.335   2.214   2.213   0.292   0.093   1.443   1.442
  112  6000  0.50 -1.50  2.00  1.25  0.00 -16.254 -16.233 -17.558 -17.519 -17.318   2.067   2.066   0.299   0.091   1.285   1.284
  113  6000  1.00 -1.50  2.00  1.25  0.00 -16.386 -16.365 -17.531 -17.494 -17.300   1.910   1.909   0.306   0.086   1.123   1.122
  114  6000  1.50 -1.50  2.00  1.25  0.00 -16.516 -16.495 -17.500 -17.466 -17.280   1.752   1.751   0.313   0.082   0.960   0.959
  115  6000  2.00 -1.50  2.00  1.25  0.00 -16.637 -16.616 -17.467 -17.438 -17.259   1.603   1.602   0.321   0.079   0.801   0.800
  116  6000  2.50 -1.50  2.00  1.25  0.00 -16.745 -16.724 -17.432 -17.409 -17.238   1.466   1.465   0.329   0.077   0.651   0.651
  117  6000  3.00 -1.50  2.00  1.25  0.00 -16.840 -16.819 -17.397 -17.381 -17.218   1.343   1.342   0.337   0.077   0.514   0.513
  118  6000  3.50 -1.50  2.00  1.25  0.00 -16.921 -16.900 -17.366 -17.358 -17.202   1.240   1.239   0.343   0.078   0.394   0.393
  119  6000  4.00 -1.50  2.00  1.25  0.00 -16.984 -16.963 -17.338 -17.342 -17.192   1.159   1.158   0.350   0.082   0.293   0.292
  120  6000  4.50 -1.50  2.00  1.25  0.00 -17.026 -17.005 -17.317 -17.332 -17.188   1.108   1.107   0.356   0.088   0.217   0.216
  121  6000  5.00 -1.50  2.00  1.25  0.00 -17.046 -17.025 -17.299 -17.328 -17.191   1.084   1.083   0.363   0.095   0.166   0.165
  122  6250  0.50 -1.50  2.00  1.25  0.00 -16.474 -16.453 -17.887 -17.785 -17.530   2.113   2.113   0.245   0.083   1.456   1.455
  123  6250  1.00 -1.50  2.00  1.25  0.00 -16.594 -16.572 -17.845 -17.756 -17.513   1.965   1.964   0.257   0.084   1.282   1.281
  124  6250  1.50 -1.50  2.00  1.25  0.00 -16.717 -16.696 -17.805 -17.725 -17.493   1.811   1.810   0.268   0.082   1.109   1.108
  125  6250  2.00 -1.50  2.00  1.25  0.00 -16.837 -16.816 -17.762 -17.692 -17.471   1.657   1.657   0.279   0.080   0.938   0.937
  126  6250  2.50 -1.50  2.00  1.25  0.00 -16.949 -16.928 -17.719 -17.658 -17.447   1.511   1.510   0.290   0.078   0.774   0.773
  127  6250  3.00 -1.50  2.00  1.25  0.00 -17.051 -17.030 -17.676 -17.624 -17.424   1.375   1.374   0.300   0.077   0.620   0.619
  128  6250  3.50 -1.50  2.00  1.25  0.00 -17.142 -17.121 -17.636 -17.593 -17.402   1.253   1.252   0.309   0.077   0.479   0.479
  129  6250  4.00 -1.50  2.00  1.25  0.00 -17.221 -17.199 -17.602 -17.568 -17.386   1.150   1.149   0.317   0.078   0.357   0.356
  130  6250  4.50 -1.50  2.00  1.25  0.00 -17.282 -17.261 -17.574 -17.551 -17.376   1.071   1.070   0.325   0.081   0.258   0.257
  131  6250  5.00 -1.50  2.00  1.25  0.00 -17.322 -17.301 -17.553 -17.541 -17.373   1.021   1.020   0.333   0.085   0.185   0.184
  132  6500  0.50 -1.50  2.00  1.25  0.00 -16.671 -16.649 -18.201 -18.033 -17.722   2.164   2.164   0.188   0.073   1.640   1.639
  133  6500  1.00 -1.50  2.00  1.25  0.00 -16.778 -16.756 -18.142 -18.003 -17.711   2.027   2.027   0.209   0.081   1.445   1.445
  134  6500  1.50 -1.50  2.00  1.25  0.00 -16.893 -16.872 -18.090 -17.970 -17.694   1.878   1.878   0.224   0.084   1.259   1.258
  135  6500  2.00 -1.50  2.00  1.25  0.00 -17.010 -16.989 -18.040 -17.934 -17.672   1.725   1.725   0.238   0.084   1.079   1.078
  136  6500  2.50 -1.50  2.00  1.25  0.00 -17.124 -17.103 -17.990 -17.895 -17.647   1.573   1.573   0.252   0.083   0.902   0.902
  137  6500  3.00 -1.50  2.00  1.25  0.00 -17.231 -17.210 -17.939 -17.857 -17.621   1.427   1.427   0.264   0.082   0.733   0.732
  138  6500  3.50 -1.50  2.00  1.25  0.00 -17.330 -17.309 -17.891 -17.819 -17.595   1.291   1.290   0.276   0.081   0.575   0.575
  139  6500  4.00 -1.50  2.00  1.25  0.00 -17.419 -17.398 -17.849 -17.786 -17.572   1.169   1.168   0.286   0.080   0.434   0.434
  140  6500  4.50 -1.50  2.00  1.25  0.00 -17.495 -17.474 -17.813 -17.760 -17.556   1.067   1.067   0.296   0.081   0.313   0.312
  141  6500  5.00 -1.50  2.00  1.25  0.00 -17.553 -17.532 -17.786 -17.743 -17.547   0.992   0.991   0.304   0.082   0.218   0.217
  142  6750  0.50 -1.50  2.00  1.25  0.00 -16.864 -16.842 -18.471 -18.259 -17.903   2.197   2.196   0.145   0.071   1.762   1.762
  143  6750  1.00 -1.50  2.00  1.25  0.00 -16.949 -16.927 -18.430 -18.235 -17.892   2.087   2.087   0.158   0.076   1.618   1.617
  144  6750  1.50 -1.50  2.00  1.25  0.00 -17.056 -17.034 -18.363 -18.200 -17.881   1.946   1.946   0.181   0.085   1.412   1.411
  145  6750  2.00 -1.50  2.00  1.25  0.00 -17.168 -17.146 -18.302 -18.162 -17.861   1.796   1.796   0.199   0.089   1.217   1.216
  146  6750  2.50 -1.50  2.00  1.25  0.00 -17.280 -17.259 -18.245 -18.122 -17.837   1.643   1.643   0.215   0.090   1.031   1.030
  147  6750  3.00 -1.50  2.00  1.25  0.00 -17.390 -17.369 -18.189 -18.079 -17.809   1.491   1.490   0.230   0.089   0.850   0.849
  148  6750  3.50 -1.50  2.00  1.25  0.00 -17.494 -17.473 -18.133 -18.037 -17.780   1.344   1.344   0.243   0.089   0.678   0.677
  149  6750  4.00 -1.50  2.00  1.25  0.00 -17.590 -17.569 -18.083 -17.997 -17.753   1.209   1.208   0.256   0.087   0.520   0.520
  150  6750  4.50 -1.50  2.00  1.25  0.00 -17.677 -17.656 -18.039 -17.963 -17.730   1.087   1.087   0.267   0.086   0.380   0.379
  151  6750  5.00 -1.50  2.00  1.25  0.00 -17.750 -17.728 -18.004 -17.937 -17.714   0.989   0.989   0.277   0.085   0.264   0.263
  152  7000  0.50 -1.50  2.00  1.25  0.00 -17.065 -17.043 -18.701 -18.459 -18.073   2.196   2.196   0.115   0.072   1.821   1.821
  153  7000  1.00 -1.50  2.00  1.25  0.00 -17.124 -17.102 -18.677 -18.443 -18.063   2.122   2.122   0.119   0.077   1.728   1.728
  154  7000  1.50 -1.50  2.00  1.25  0.00 -17.213 -17.191 -18.627 -18.417 -18.051   2.006   2.006   0.134   0.084   1.567   1.567
  155  7000  2.00 -1.50  2.00  1.25  0.00 -17.317 -17.295 -18.554 -18.379 -18.038   1.864   1.863   0.160   0.094   1.355   1.354
  156  7000  2.50 -1.50  2.00  1.25  0.00 -17.426 -17.404 -18.488 -18.337 -18.016   1.713   1.713   0.179   0.099   1.155   1.155
  157  7000  3.00 -1.50  2.00  1.25  0.00 -17.534 -17.513 -18.425 -18.292 -17.988   1.559   1.559   0.197   0.100   0.965   0.965
  158  7000  3.50 -1.50  2.00  1.25  0.00 -17.640 -17.619 -18.364 -18.246 -17.958   1.407   1.407   0.212   0.099   0.783   0.783
  159  7000  4.00 -1.50  2.00  1.25  0.00 -17.742 -17.720 -18.306 -18.201 -17.927   1.261   1.261   0.226   0.098   0.611   0.611
  160  7000  4.50 -1.50  2.00  1.25  0.00 -17.836 -17.815 -18.254 -18.160 -17.899   1.125   1.125   0.239   0.095   0.454   0.454
  161  7000  5.00 -1.50  2.00  1.25  0.00 -17.920 -17.898 -18.211 -18.126 -17.876   1.008   1.008   0.250   0.093   0.319   0.319
  162  7250  0.50 -1.50  2.00  1.25  0.00 -17.286 -17.264 -18.891 -18.633 -18.230   2.149   2.150   0.097   0.074   1.805   1.805
  163  7250  1.00 -1.50  2.00  1.25  0.00 -17.309 -17.287 -18.889 -18.629 -18.221   2.122   2.123   0.092   0.077   1.782   1.782
  164  7250  1.50 -1.50  2.00  1.25  0.00 -17.376 -17.354 -18.855 -18.612 -18.211   2.038   2.038   0.100   0.086   1.664   1.664
  165  7250  2.00 -1.50  2.00  1.25  0.00 -17.465 -17.443 -18.798 -18.582 -18.199   1.919   1.919   0.117   0.096   1.492   1.492
  166  7250  2.50 -1.50  2.00  1.25  0.00 -17.566 -17.544 -18.720 -18.540 -18.183   1.776   1.776   0.143   0.106   1.277   1.277
  167  7250  3.00 -1.50  2.00  1.25  0.00 -17.670 -17.649 -18.649 -18.494 -18.158   1.626   1.626   0.164   0.110   1.076   1.076
  168  7250  3.50 -1.50  2.00  1.25  0.00 -17.776 -17.754 -18.582 -18.446 -18.128   1.472   1.472   0.182   0.111   0.885   0.884
  169  7250  4.00 -1.50  2.00  1.25  0.00 -17.879 -17.858 -18.518 -18.397 -18.095   1.320   1.320   0.198   0.110   0.702   0.702
  170  7250  4.50 -1.50  2.00  1.25  0.00 -17.979 -17.957 -18.460 -18.351 -18.063   1.174   1.173   0.212   0.107   0.532   0.532
  171  7250  5.00 -1.50  2.00  1.25  0.00 -18.070 -18.048 -18.409 -18.310 -18.035   1.042   1.042   0.225   0.105   0.381   0.380
  172  7500  0.50 -1.50  2.00  1.25  0.00 -17.551 -17.529 -19.018 -18.769 -18.372   2.019   2.020   0.103   0.077   1.657   1.658
  173  7500  1.00 -1.50  2.00  1.25  0.00 -17.511 -17.489 -19.070 -18.792 -18.365   2.083   2.083   0.074   0.078   1.778   1.779
  174  7500  1.50 -1.50  2.00  1.25  0.00 -17.550 -17.528 -19.051 -18.784 -18.359   2.035   2.036   0.075   0.086   1.710   1.710
  175  7500  2.00 -1.50  2.00  1.25  0.00 -17.620 -17.598 -19.009 -18.763 -18.348   1.945   1.945   0.085   0.098   1.577   1.577
  176  7500  2.50 -1.50  2.00  1.25  0.00 -17.706 -17.684 -18.946 -18.730 -18.334   1.826   1.826   0.104   0.110   1.397   1.397
  177  7500  3.00 -1.50  2.00  1.25  0.00 -17.804 -17.782 -18.864 -18.685 -18.315   1.684   1.683   0.130   0.120   1.181   1.181
  178  7500  3.50 -1.50  2.00  1.25  0.00 -17.905 -17.883 -18.790 -18.636 -18.288   1.533   1.533   0.152   0.123   0.981   0.981
  179  7500  4.00 -1.50  2.00  1.25  0.00 -18.008 -17.986 -18.721 -18.586 -18.255   1.380   1.380   0.170   0.124   0.791   0.791
  180  7500  4.50 -1.50  2.00  1.25  0.00 -18.109 -18.087 -18.656 -18.535 -18.221   1.228   1.228   0.186   0.122   0.610   0.609
  181  7500  5.00 -1.50  2.00  1.25  0.00 -18.205 -18.183 -18.599 -18.488 -18.189   1.085   1.085   0.201   0.118   0.445   0.445
  182  7750  1.00 -1.50  2.00  1.25  0.00 -17.736 -17.713 -19.212 -18.926 -18.493   1.993   1.993   0.067   0.077   1.703   1.704
