
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B    B-V(J)  B-V(H) 
  211  8500  3.00 -1.50  4.00  1.25  0.00 -18.872 -19.382 -18.802 -25.930  -0.154   0.094   0.023   0.007
  212  8500  3.50 -1.50  4.00  1.25  0.00 -18.827 -19.341 -18.792 -25.930  -0.164   0.100   0.055   0.039
  213  8500  4.00 -1.50  4.00  1.25  0.00 -18.797 -19.290 -18.778 -25.930  -0.178   0.080   0.091   0.075
  214  8500  4.50 -1.50  4.00  1.25  0.00 -18.792 -19.231 -18.763 -25.930  -0.193   0.028   0.136   0.120
  215  8500  5.00 -1.50  4.00  1.25  0.00 -18.802 -19.170 -18.738 -25.930  -0.219  -0.042   0.171   0.155
  216  8750  2.00 -1.50  4.00  1.25  0.00 -19.132 -19.512 -18.886 -26.056  -0.196  -0.039  -0.023  -0.039
  217  8750  2.50 -1.50  4.00  1.25  0.00 -19.076 -19.513 -18.892 -26.056  -0.190   0.018  -0.018  -0.034
  218  8750  3.00 -1.50  4.00  1.25  0.00 -19.017 -19.493 -18.892 -26.056  -0.190   0.059   0.003  -0.013
  219  8750  3.50 -1.50  4.00  1.25  0.00 -18.965 -19.459 -18.887 -26.056  -0.195   0.079   0.031   0.015
  220  8750  4.00 -1.50  4.00  1.25  0.00 -18.926 -19.415 -18.877 -26.056  -0.205   0.075   0.066   0.050
  221  8750  4.50 -1.50  4.00  1.25  0.00 -18.908 -19.361 -18.863 -26.056  -0.219   0.041   0.106   0.090
  222  8750  5.00 -1.50  4.00  1.25  0.00 -18.917 -19.305 -18.850 -26.056  -0.232  -0.021   0.148   0.132
  223  9000  2.00 -1.50  4.00  0.00  0.00 -19.263 -19.592 -18.960 -26.178  -0.244  -0.091  -0.028  -0.044
  224  9000  2.50 -1.50  4.00  0.00  0.00 -19.212 -19.602 -18.969 -26.178  -0.235  -0.028  -0.030  -0.046
  225  9000  3.00 -1.50  4.00  0.00  0.00 -19.152 -19.590 -18.972 -26.178  -0.232   0.020  -0.015  -0.031
  226  9000  3.50 -1.50  4.00  0.00  0.00 -19.096 -19.563 -18.971 -26.178  -0.233   0.051   0.011  -0.005
  227  9000  4.00 -1.50  4.00  0.00  0.00 -19.051 -19.524 -18.965 -26.178  -0.239   0.060   0.044   0.028
  228  9000  4.50 -1.50  4.00  0.00  0.00 -19.023 -19.477 -18.954 -26.178  -0.250   0.042   0.081   0.065
  229  9000  5.00 -1.50  4.00  0.00  0.00 -19.013 -19.422 -18.937 -26.178  -0.268  -0.001   0.118   0.102
  230  9250  2.00 -1.50  4.00  0.00  0.00 -19.382 -19.664 -19.028 -26.297  -0.296  -0.139  -0.033  -0.049
  231  9250  2.50 -1.50  4.00  0.00  0.00 -19.336 -19.682 -19.039 -26.297  -0.284  -0.074  -0.039  -0.055
  232  9250  3.00 -1.50  4.00  0.00  0.00 -19.280 -19.676 -19.044 -26.297  -0.279  -0.022  -0.028  -0.044
  233  9250  3.50 -1.50  4.00  0.00  0.00 -19.222 -19.655 -19.046 -26.297  -0.277   0.017  -0.006  -0.022
  234  9250  4.00 -1.50  4.00  0.00  0.00 -19.173 -19.623 -19.044 -26.297  -0.280   0.036   0.024   0.008
  235  9250  4.50 -1.50  4.00  0.00  0.00 -19.138 -19.581 -19.037 -26.297  -0.286   0.030   0.060   0.044
  236  9250  5.00 -1.50  4.00  0.00  0.00 -19.122 -19.531 -19.025 -26.297  -0.298  -0.002   0.098   0.082
  237  9500  2.00 -1.50  4.00  0.00  0.00 -19.493 -19.731 -19.091 -26.413  -0.348  -0.183  -0.037  -0.053
  238  9500  2.50 -1.50  4.00  0.00  0.00 -19.451 -19.754 -19.104 -26.413  -0.335  -0.118  -0.047  -0.063
  239  9500  3.00 -1.50  4.00  0.00  0.00 -19.399 -19.754 -19.110 -26.413  -0.329  -0.065  -0.040  -0.056
  240  9500  3.50 -1.50  4.00  0.00  0.00 -19.343 -19.738 -19.114 -26.413  -0.325  -0.022  -0.021  -0.037
  241  9500  4.00 -1.50  4.00  0.00  0.00 -19.290 -19.711 -19.115 -26.413  -0.325   0.006   0.007  -0.009
  242  9500  4.50 -1.50  4.00  0.00  0.00 -19.249 -19.674 -19.112 -26.413  -0.327   0.012   0.041   0.025
  243  9500  5.00 -1.50  4.00  0.00  0.00 -19.226 -19.628 -19.104 -26.413  -0.335  -0.009   0.080   0.064
  244  9750  2.00 -1.50  4.00  0.00  0.00 -19.597 -19.795 -19.151 -26.526  -0.401  -0.222  -0.041  -0.057
  245  9750  2.50 -1.50  4.00  0.00  0.00 -19.557 -19.820 -19.164 -26.526  -0.388  -0.157  -0.053  -0.069
  246  9750  3.00 -1.50  4.00  0.00  0.00 -19.508 -19.824 -19.171 -26.526  -0.381  -0.104  -0.049  -0.065
  247  9750  3.50 -1.50  4.00  0.00  0.00 -19.455 -19.813 -19.176 -26.526  -0.376  -0.060  -0.034  -0.050
  248  9750  4.00 -1.50  4.00  0.00  0.00 -19.401 -19.791 -19.179 -26.526  -0.373  -0.027  -0.009  -0.025
  249  9750  4.50 -1.50  4.00  0.00  0.00 -19.356 -19.758 -19.179 -26.526  -0.373  -0.012   0.024   0.008
  250  9750  5.00 -1.50  4.00  0.00  0.00 -19.327 -19.717 -19.176 -26.526  -0.376  -0.023   0.063   0.047
  251 10000  2.00 -1.50  4.00  0.00  0.00 -19.695 -19.857 -19.208 -26.636  -0.454  -0.259  -0.045  -0.061
  252 10000  2.50 -1.50  4.00  0.00  0.00 -19.656 -19.883 -19.222 -26.636  -0.440  -0.193  -0.058  -0.074
  253 10000  3.00 -1.50  4.00  0.00  0.00 -19.609 -19.889 -19.229 -26.636  -0.433  -0.141  -0.056  -0.072
  254 10000  3.50 -1.50  4.00  0.00  0.00 -19.558 -19.881 -19.234 -26.636  -0.428  -0.096  -0.044  -0.060
  255 10000  4.00 -1.50  4.00  0.00  0.00 -19.506 -19.863 -19.238 -26.636  -0.424  -0.060  -0.021  -0.037
  256 10000  4.50 -1.50  4.00  0.00  0.00 -19.460 -19.835 -19.240 -26.636  -0.422  -0.040   0.009  -0.007
  257 10000  5.00 -1.50  4.00  0.00  0.00 -19.427 -19.798 -19.240 -26.636  -0.422  -0.042   0.046   0.030
  258 10500  2.00 -1.50  4.00  0.00  0.00 -19.876 -19.972 -19.315 -26.848  -0.559  -0.326  -0.054  -0.070
  259 10500  2.50 -1.50  4.00  0.00  0.00 -19.837 -20.000 -19.329 -26.848  -0.545  -0.258  -0.068  -0.084
  260 10500  3.00 -1.50  4.00  0.00  0.00 -19.793 -20.008 -19.335 -26.848  -0.539  -0.206  -0.069  -0.085
  261 10500  3.50 -1.50  4.00  0.00  0.00 -19.746 -20.003 -19.340 -26.848  -0.534  -0.162  -0.060  -0.076
  262 10500  4.00 -1.50  4.00  0.00  0.00 -19.698 -19.990 -19.344 -26.848  -0.530  -0.126  -0.043  -0.059
  263 10500  4.50 -1.50  4.00  0.00  0.00 -19.653 -19.970 -19.349 -26.848  -0.525  -0.099  -0.018  -0.034
  264 10500  5.00 -1.50  4.00  0.00  0.00 -19.615 -19.940 -19.353 -26.848  -0.521  -0.089   0.016   0.000
  265 11000  2.50 -1.50  4.00  0.00  0.00 -20.003 -20.108 -19.427 -27.050  -0.648  -0.317  -0.077  -0.093
  266 11000  3.00 -1.50  4.00  0.00  0.00 -19.959 -20.116 -19.433 -27.050  -0.643  -0.265  -0.079  -0.095
  267 11000  3.50 -1.50  4.00  0.00  0.00 -19.914 -20.113 -19.437 -27.050  -0.639  -0.222  -0.073  -0.089
  268 11000  4.00 -1.50  4.00  0.00  0.00 -19.869 -20.103 -19.440 -27.050  -0.636  -0.185  -0.059  -0.075
  269 11000  4.50 -1.50  4.00  0.00  0.00 -19.826 -20.086 -19.445 -27.050  -0.631  -0.157  -0.038  -0.054
  270 11000  5.00 -1.50  4.00  0.00  0.00 -19.787 -20.062 -19.450 -27.050  -0.626  -0.140  -0.009  -0.025
  271 11500  2.50 -1.50  4.00  0.00  0.00 -20.155 -20.208 -19.519 -27.243  -0.750  -0.369  -0.086  -0.102
  272 11500  3.00 -1.50  4.00  0.00  0.00 -20.112 -20.216 -19.524 -27.243  -0.745  -0.317  -0.089  -0.105
  273 11500  3.50 -1.50  4.00  0.00  0.00 -20.068 -20.214 -19.526 -27.243  -0.743  -0.275  -0.084  -0.100
  274 11500  4.00 -1.50  4.00  0.00  0.00 -20.025 -20.205 -19.529 -27.243  -0.740  -0.240  -0.072  -0.088
  275 11500  4.50 -1.50  4.00  0.00  0.00 -19.983 -20.190 -19.533 -27.243  -0.736  -0.211  -0.054  -0.070
  276 11500  5.00 -1.50  4.00  0.00  0.00 -19.946 -20.171 -19.538 -27.243  -0.731  -0.192  -0.029  -0.045
  277 12000  2.50 -1.50  4.00  0.00  0.00 -20.295 -20.302 -19.604 -27.428  -0.850  -0.416  -0.094  -0.110
  278 12000  3.00 -1.50  4.00  0.00  0.00 -20.252 -20.310 -19.608 -27.428  -0.846  -0.365  -0.098  -0.114
  279 12000  3.50 -1.50  4.00  0.00  0.00 -20.209 -20.307 -19.610 -27.428  -0.844  -0.323  -0.094  -0.110
  280 12000  4.00 -1.50  4.00  0.00  0.00 -20.168 -20.299 -19.612 -27.428  -0.842  -0.289  -0.083  -0.099
  281 12000  4.50 -1.50  4.00  0.00  0.00 -20.128 -20.286 -19.615 -27.428  -0.839  -0.261  -0.068  -0.084
  282 12000  5.00 -1.50  4.00  0.00  0.00 -20.093 -20.268 -19.620 -27.428  -0.834  -0.241  -0.045  -0.061
  283 12500  2.50 -1.50  4.00  0.00  0.00 -20.425 -20.390 -19.684 -27.605  -0.947  -0.458  -0.103  -0.119
  284 12500  3.00 -1.50  4.00  0.00  0.00 -20.383 -20.397 -19.687 -27.605  -0.944  -0.408  -0.106  -0.122
  285 12500  3.50 -1.50  4.00  0.00  0.00 -20.341 -20.395 -19.689 -27.605  -0.942  -0.368  -0.103  -0.119
  286 12500  4.00 -1.50  4.00  0.00  0.00 -20.301 -20.387 -19.690 -27.605  -0.941  -0.335  -0.093  -0.109
  287 12500  4.50 -1.50  4.00  0.00  0.00 -20.263 -20.375 -19.692 -27.605  -0.939  -0.308  -0.079  -0.095
  288 12500  5.00 -1.50  4.00  0.00  0.00 -20.229 -20.359 -19.696 -27.605  -0.935  -0.288  -0.059  -0.075
  289 13000  2.50 -1.50  4.00  0.00  0.00 -20.546 -20.473 -19.759 -27.775  -1.042  -0.497  -0.111  -0.127
  290 13000  3.00 -1.50  4.00  0.00  0.00 -20.504 -20.480 -19.762 -27.775  -1.040  -0.447  -0.115  -0.131
  291 13000  3.50 -1.50  4.00  0.00  0.00 -20.463 -20.477 -19.762 -27.775  -1.039  -0.408  -0.111  -0.127
  292 13000  4.00 -1.50  4.00  0.00  0.00 -20.424 -20.469 -19.763 -27.775  -1.038  -0.376  -0.102  -0.118
  293 13000  4.50 -1.50  4.00  0.00  0.00 -20.388 -20.458 -19.765 -27.775  -1.036  -0.351  -0.089  -0.105
  294 13000  5.00 -1.50  4.00  0.00  0.00 -20.356 -20.443 -19.769 -27.775  -1.033  -0.332  -0.071  -0.087
  295 14000  2.00 -1.50  4.00  0.00  0.00 -20.816 -20.595 -19.887 -28.097  -1.236  -0.645  -0.105  -0.121
  296 14000  2.50 -1.50  4.00  0.00  0.00 -20.770 -20.628 -19.899 -28.097  -1.224  -0.565  -0.125  -0.141
  297 14000  3.00 -1.50  4.00  0.00  0.00 -20.725 -20.634 -19.900 -28.097  -1.223  -0.515  -0.130  -0.146
  298 14000  3.50 -1.50  4.00  0.00  0.00 -20.685 -20.630 -19.899 -28.097  -1.224  -0.478  -0.127  -0.143
  299 14000  4.00 -1.50  4.00  0.00  0.00 -20.648 -20.622 -19.899 -28.097  -1.225  -0.449  -0.119  -0.135
  300 14000  4.50 -1.50  4.00  0.00  0.00 -20.616 -20.611 -19.900 -28.097  -1.223  -0.426  -0.107  -0.123
  301 14000  5.00 -1.50  4.00  0.00  0.00 -20.586 -20.597 -19.903 -28.097  -1.220  -0.409  -0.091  -0.107
  302 15000  2.50 -1.50  4.00  0.00  0.00 -20.974 -20.772 -20.029 -28.397  -1.394  -0.627  -0.139  -0.155
  303 15000  3.00 -1.50  4.00  0.00  0.00 -20.925 -20.775 -20.027 -28.397  -1.396  -0.575  -0.145  -0.161
  304 15000  3.50 -1.50  4.00  0.00  0.00 -20.884 -20.769 -20.024 -28.397  -1.399  -0.538  -0.142  -0.158
  305 15000  4.00 -1.50  4.00  0.00  0.00 -20.848 -20.760 -20.022 -28.397  -1.401  -0.511  -0.135  -0.151
  306 15000  4.50 -1.50  4.00  0.00  0.00 -20.818 -20.749 -20.023 -28.397  -1.400  -0.490  -0.123  -0.139
  307 15000  5.00 -1.50  4.00  0.00  0.00 -20.791 -20.736 -20.025 -28.397  -1.398  -0.475  -0.108  -0.124
  308 16000  2.50 -1.50  4.00  0.00  0.00 -21.164 -20.905 -20.151 -28.677  -1.552  -0.683  -0.151  -0.167
  309 16000  3.00 -1.50  4.00  0.00  0.00 -21.110 -20.906 -20.145 -28.677  -1.558  -0.628  -0.158  -0.174
  310 16000  3.50 -1.50  4.00  0.00  0.00 -21.066 -20.898 -20.139 -28.677  -1.564  -0.592  -0.156  -0.172
  311 16000  4.00 -1.50  4.00  0.00  0.00 -21.030 -20.888 -20.136 -28.677  -1.567  -0.565  -0.149  -0.165
  312 16000  4.50 -1.50  4.00  0.00  0.00 -21.000 -20.877 -20.136 -28.677  -1.568  -0.546  -0.138  -0.154
  313 16000  5.00 -1.50  4.00  0.00  0.00 -20.976 -20.865 -20.137 -28.677  -1.566  -0.532  -0.123  -0.139
  314 17000  2.50 -1.50  4.00  0.00  0.00 -21.342 -21.031 -20.266 -28.940  -1.700  -0.737  -0.161  -0.177
  315 17000  3.00 -1.50  4.00  0.00  0.00 -21.283 -21.030 -20.258 -28.940  -1.709  -0.678  -0.169  -0.185
  316 17000  3.50 -1.50  4.00  0.00  0.00 -21.235 -21.020 -20.249 -28.940  -1.718  -0.640  -0.168  -0.184
  317 17000  4.00 -1.50  4.00  0.00  0.00 -21.198 -21.008 -20.243 -28.940  -1.723  -0.614  -0.162  -0.178
  318 17000  4.50 -1.50  4.00  0.00  0.00 -21.168 -20.996 -20.241 -28.940  -1.725  -0.595  -0.151  -0.167
  319 17000  5.00 -1.50  4.00  0.00  0.00 -21.145 -20.984 -20.242 -28.940  -1.724  -0.583  -0.138  -0.154
  320 18000  2.50 -1.50  4.00  0.00  0.00 -21.511 -21.150 -20.376 -29.189  -1.838  -0.787  -0.170  -0.186
  321 18000  3.00 -1.50  4.00  0.00  0.00 -21.447 -21.148 -20.364 -29.189  -1.850  -0.724  -0.180  -0.196
  322 18000  3.50 -1.50  4.00  0.00  0.00 -21.395 -21.135 -20.352 -29.189  -1.862  -0.685  -0.179  -0.195
  323 18000  4.00 -1.50  4.00  0.00  0.00 -21.355 -21.121 -20.344 -29.189  -1.870  -0.658  -0.173  -0.189
  324 18000  4.50 -1.50  4.00  0.00  0.00 -21.324 -21.108 -20.341 -29.189  -1.874  -0.640  -0.164  -0.180
  325 18000  5.00 -1.50  4.00  0.00  0.00 -21.301 -21.096 -20.341 -29.189  -1.874  -0.628  -0.151  -0.167
  326 19000  2.50 -1.50  4.00  0.00  0.00 -21.670 -21.263 -20.482 -29.423  -1.968  -0.834  -0.177  -0.193
  327 19000  3.00 -1.50  4.00  0.00  0.00 -21.601 -21.260 -20.467 -29.423  -1.983  -0.767  -0.190  -0.206
  328 19000  3.50 -1.50  4.00  0.00  0.00 -21.546 -21.245 -20.451 -29.423  -1.998  -0.727  -0.190  -0.206
  329 19000  4.00 -1.50  4.00  0.00  0.00 -21.504 -21.229 -20.441 -29.423  -2.008  -0.700  -0.184  -0.200
  330 19000  4.50 -1.50  4.00  0.00  0.00 -21.472 -21.215 -20.436 -29.423  -2.013  -0.681  -0.175  -0.191
  331 19000  5.00 -1.50  4.00  0.00  0.00 -21.448 -21.202 -20.435 -29.423  -2.015  -0.669  -0.163  -0.179
  332 20000  3.00 -1.50  4.00  0.00  0.00 -21.747 -21.367 -20.565 -29.646  -2.107  -0.807  -0.199  -0.215
  333 20000  3.50 -1.50  4.00  0.00  0.00 -21.689 -21.350 -20.547 -29.646  -2.126  -0.766  -0.199  -0.215
  334 20000  4.00 -1.50  4.00  0.00  0.00 -21.645 -21.332 -20.534 -29.646  -2.138  -0.738  -0.195  -0.211
  335 20000  4.50 -1.50  4.00  0.00  0.00 -21.611 -21.317 -20.527 -29.646  -2.145  -0.719  -0.186  -0.202
  336 20000  5.00 -1.50  4.00  0.00  0.00 -21.587 -21.303 -20.525 -29.646  -2.148  -0.707  -0.175  -0.191
  337 21000  3.00 -1.50  4.00  0.00  0.00 -21.886 -21.470 -20.660 -29.858  -2.224  -0.843  -0.207  -0.223
  338 21000  3.50 -1.50  4.00  0.00  0.00 -21.825 -21.450 -20.638 -29.858  -2.246  -0.801  -0.208  -0.224
  339 21000  4.00 -1.50  4.00  0.00  0.00 -21.779 -21.431 -20.623 -29.858  -2.261  -0.774  -0.204  -0.220
  340 21000  4.50 -1.50  4.00  0.00  0.00 -21.744 -21.414 -20.615 -29.858  -2.270  -0.755  -0.196  -0.212
  341 21000  5.00 -1.50  4.00  0.00  0.00 -21.719 -21.400 -20.611 -29.858  -2.273  -0.743  -0.185  -0.201
  342 22000  3.00 -1.50  4.00  0.00  0.00 -22.020 -21.570 -20.753 -30.060  -2.333  -0.877  -0.214  -0.230
  343 22000  3.50 -1.50  4.00  0.00  0.00 -21.953 -21.547 -20.727 -30.060  -2.359  -0.833  -0.217  -0.233
  344 22000  4.00 -1.50  4.00  0.00  0.00 -21.905 -21.526 -20.709 -30.060  -2.377  -0.806  -0.213  -0.229
  345 22000  4.50 -1.50  4.00  0.00  0.00 -21.870 -21.508 -20.699 -30.060  -2.387  -0.788  -0.206  -0.222
  346 22000  5.00 -1.50  4.00  0.00  0.00 -21.844 -21.493 -20.694 -30.060  -2.392  -0.776  -0.196  -0.212
  347 23000  3.00 -1.50  4.00  0.00  0.00 -22.148 -21.668 -20.843 -30.253  -2.436  -0.908  -0.221  -0.237
  348 23000  3.50 -1.50  4.00  0.00  0.00 -22.077 -21.641 -20.813 -30.253  -2.466  -0.863  -0.224  -0.240
  349 23000  4.00 -1.50  4.00  0.00  0.00 -22.026 -21.618 -20.793 -30.253  -2.486  -0.835  -0.221  -0.237
  350 23000  4.50 -1.50  4.00  0.00  0.00 -21.990 -21.598 -20.780 -30.253  -2.499  -0.817  -0.214  -0.230
  351 23000  5.00 -1.50  4.00  0.00  0.00 -21.964 -21.583 -20.774 -30.253  -2.505  -0.806  -0.205  -0.221
  352 24000  3.00 -1.50  4.00  0.00  0.00 -22.274 -21.764 -20.933 -30.438  -2.531  -0.938  -0.228  -0.244
  353 24000  3.50 -1.50  4.00  0.00  0.00 -22.196 -21.733 -20.898 -30.438  -2.566  -0.891  -0.232  -0.248
  354 24000  4.00 -1.50  4.00  0.00  0.00 -22.142 -21.707 -20.874 -30.438  -2.590  -0.862  -0.229  -0.245
  355 24000  4.50 -1.50  4.00  0.00  0.00 -22.104 -21.686 -20.860 -30.438  -2.604  -0.845  -0.223  -0.239
  356 24000  5.00 -1.50  4.00  0.00  0.00 -22.078 -21.670 -20.852 -30.438  -2.612  -0.834  -0.214  -0.230
  357 25000  3.00 -1.50  4.00  0.00  0.00 -22.401 -21.863 -21.025 -30.615  -2.616  -0.966  -0.234  -0.250
  358 25000  3.50 -1.50  4.00  0.00  0.00 -22.311 -21.823 -20.980 -30.615  -2.661  -0.916  -0.239  -0.255
  359 25000  4.00 -1.50  4.00  0.00  0.00 -22.254 -21.794 -20.954 -30.615  -2.688  -0.888  -0.236  -0.252
  360 25000  4.50 -1.50  4.00  0.00  0.00 -22.215 -21.771 -20.937 -30.615  -2.704  -0.870  -0.230  -0.246
  361 25000  5.00 -1.50  4.00  0.00  0.00 -22.188 -21.754 -20.929 -30.615  -2.713  -0.860  -0.222  -0.238
  362 26000  3.00 -1.50  4.00  0.00  0.00 -22.535 -21.966 -21.124 -30.786  -2.688  -0.998  -0.238  -0.254
  363 26000  3.50 -1.50  4.00  0.00  0.00 -22.424 -21.912 -21.063 -30.786  -2.749  -0.940  -0.246  -0.262
  364 26000  4.00 -1.50  4.00  0.00  0.00 -22.363 -21.879 -21.032 -30.786  -2.780  -0.912  -0.244  -0.260
  365 26000  4.50 -1.50  4.00  0.00  0.00 -22.322 -21.855 -21.014 -30.786  -2.798  -0.894  -0.238  -0.254
  366 26000  5.00 -1.50  4.00  0.00  0.00 -22.294 -21.837 -21.003 -30.786  -2.808  -0.883  -0.230  -0.246
  367 27000  3.50 -1.50  4.00  0.00  0.00 -22.538 -22.004 -21.147 -30.949  -2.829  -0.963  -0.253  -0.269
  368 27000  4.00 -1.50  4.00  0.00  0.00 -22.469 -21.964 -21.109 -30.949  -2.866  -0.934  -0.251  -0.267
  369 27000  4.50 -1.50  4.00  0.00  0.00 -22.426 -21.937 -21.089 -30.949  -2.887  -0.916  -0.245  -0.261
  370 27000  5.00 -1.50  4.00  0.00  0.00 -22.397 -21.918 -21.077 -30.949  -2.898  -0.906  -0.237  -0.253
  371 28000  3.50 -1.50  4.00  0.00  0.00 -22.655 -22.097 -21.234 -31.107  -2.899  -0.987  -0.260  -0.276
  372 28000  4.00 -1.50  4.00  0.00  0.00 -22.575 -22.049 -21.188 -31.107  -2.946  -0.955  -0.258  -0.274
  373 28000  4.50 -1.50  4.00  0.00  0.00 -22.528 -22.019 -21.163 -31.107  -2.970  -0.937  -0.252  -0.268
  374 28000  5.00 -1.50  4.00  0.00  0.00 -22.499 -21.999 -21.150 -31.107  -2.983  -0.927  -0.245  -0.261
  375 29000  3.50 -1.50  4.00  0.00  0.00 -22.773 -22.191 -21.323 -31.260  -2.963  -1.011  -0.264  -0.280
  376 29000  4.00 -1.50  4.00  0.00  0.00 -22.682 -22.136 -21.268 -31.260  -3.018  -0.975  -0.265  -0.281
  377 29000  4.50 -1.50  4.00  0.00  0.00 -22.630 -22.101 -21.238 -31.260  -3.047  -0.957  -0.259  -0.275
  378 29000  5.00 -1.50  4.00  0.00  0.00 -22.599 -22.079 -21.223 -31.260  -3.063  -0.947  -0.252  -0.268
  379 30000  3.50 -1.50  4.00  0.00  0.00 -22.885 -22.280 -21.409 -31.407  -3.024  -1.034  -0.267  -0.283
  380 30000  4.00 -1.50  4.00  0.00  0.00 -22.791 -22.224 -21.349 -31.407  -3.084  -0.996  -0.271  -0.287
  381 30000  4.50 -1.50  4.00  0.00  0.00 -22.732 -22.184 -21.315 -31.407  -3.118  -0.977  -0.266  -0.282
  382 30000  5.00 -1.50  4.00  0.00  0.00 -22.698 -22.159 -21.297 -31.407  -3.136  -0.967  -0.259  -0.275
  383 31000  3.50 -1.50  4.00  0.00  0.00 -22.986 -22.360 -21.489 -31.549  -3.087  -1.055  -0.268  -0.284
  384 31000  4.00 -1.50  4.00  0.00  0.00 -22.897 -22.310 -21.431 -31.549  -3.145  -1.017  -0.276  -0.292
  385 31000  4.50 -1.50  4.00  0.00  0.00 -22.835 -22.268 -21.392 -31.549  -3.184  -0.996  -0.272  -0.288
  386 31000  5.00 -1.50  4.00  0.00  0.00 -22.797 -22.240 -21.371 -31.549  -3.205  -0.985  -0.266  -0.282
  387 32000  4.00 -1.50  4.00  0.00  0.00 -23.000 -22.393 -21.510 -31.687  -3.204  -1.036  -0.280  -0.296
  388 32000  4.50 -1.50  4.00  0.00  0.00 -22.936 -22.350 -21.469 -31.687  -3.245  -1.014  -0.278  -0.294
  389 32000  5.00 -1.50  4.00  0.00  0.00 -22.896 -22.321 -21.445 -31.687  -3.268  -1.004  -0.272  -0.288
  390 33000  4.00 -1.50  4.00  0.00  0.00 -23.092 -22.469 -21.582 -31.821  -3.265  -1.053  -0.283  -0.299
  391 33000  4.50 -1.50  4.00  0.00  0.00 -23.034 -22.431 -21.545 -31.821  -3.303  -1.032  -0.283  -0.299
  392 33000  5.00 -1.50  4.00  0.00  0.00 -22.992 -22.400 -21.519 -31.821  -3.328  -1.021  -0.278  -0.294
  393 34000  4.00 -1.50  4.00  0.00  0.00 -23.172 -22.534 -21.646 -31.951  -3.331  -1.067  -0.285  -0.301
  394 34000  4.50 -1.50  4.00  0.00  0.00 -23.124 -22.506 -21.615 -31.951  -3.362  -1.048  -0.287  -0.303
  395 34000  5.00 -1.50  4.00  0.00  0.00 -23.085 -22.477 -21.591 -31.951  -3.386  -1.037  -0.283  -0.299
  396 35000  4.00 -1.50  4.00  0.00  0.00 -23.241 -22.591 -21.702 -32.077  -3.401  -1.080  -0.285  -0.301
  397 35000  4.50 -1.50  4.00  0.00  0.00 -23.205 -22.572 -21.679 -32.077  -3.424  -1.062  -0.290  -0.306
  398 35000  5.00 -1.50  4.00  0.00  0.00 -23.170 -22.548 -21.657 -32.077  -3.446  -1.052  -0.288  -0.304
  399 37500  4.50 -1.50  4.00  0.00  0.00 -23.364 -22.705 -21.807 -32.376  -3.595  -1.089  -0.294  -0.310
  400 37500  5.00 -1.50  4.00  0.00  0.00 -23.347 -22.696 -21.798 -32.376  -3.604  -1.081  -0.295  -0.311
  401 40000  4.50 -1.50  4.00  0.00  0.00 -23.470 -22.796 -21.895 -32.656  -3.788  -1.104  -0.297  -0.313
  402 40000  5.00 -1.50  4.00  0.00  0.00 -23.471 -22.801 -21.899 -32.656  -3.784  -1.100  -0.299  -0.315
  403 42500  5.00 -1.50  4.00  0.00  0.00 -23.558 -22.877 -21.971 -32.920  -3.975  -1.111  -0.303  -0.319
  404 45000  5.00 -1.50  4.00  0.00  0.00 -23.628 -22.940 -22.029 -33.168  -4.165  -1.119  -0.307  -0.323
  405 47500  5.00 -1.50  4.00  0.00  0.00 -23.692 -22.998 -22.084 -33.403  -4.345  -1.125  -0.310  -0.326
  406 50000  5.00 -1.50  4.00  0.00  0.00 -23.754 -23.053 -22.136 -33.626  -4.515  -1.131  -0.313  -0.329
