
       Teff log g  [M]a Vturb  l/H   small     big    beta
  377 29000  3.50 -1.00  1.00  0.00 -21.736 -21.762   2.546
  378 29000  4.00 -1.00  1.00  0.00 -21.651 -21.701   2.577
  379 29000  4.50 -1.00  1.00  0.00 -21.592 -21.662   2.604
  380 29000  5.00 -1.00  1.00  0.00 -21.545 -21.635   2.633
  381 30000  3.50 -1.00  1.00  0.00 -21.828 -21.849   2.538
  382 30000  4.00 -1.00  1.00  0.00 -21.741 -21.786   2.571
  383 30000  4.50 -1.00  1.00  0.00 -21.677 -21.742   2.598
  384 30000  5.00 -1.00  1.00  0.00 -21.628 -21.713   2.626
  385 31000  3.50 -1.00  1.00  0.00 -21.912 -21.927   2.530
  386 31000  4.00 -1.00  1.00  0.00 -21.830 -21.869   2.564
  387 31000  4.50 -1.00  1.00  0.00 -21.763 -21.823   2.592
  388 31000  5.00 -1.00  1.00  0.00 -21.711 -21.792   2.619
  389 32000  4.00 -1.00  1.00  0.00 -21.916 -21.950   2.556
  390 32000  4.50 -1.00  1.00  0.00 -21.848 -21.903   2.585
  391 32000  5.00 -1.00  1.00  0.00 -21.795 -21.869   2.611
  392 33000  4.00 -1.00  1.00  0.00 -21.994 -22.023   2.549
  393 33000  4.50 -1.00  1.00  0.00 -21.931 -21.980   2.577
  394 33000  5.00 -1.00  1.00  0.00 -21.877 -21.946   2.604
  395 34000  4.00 -1.00  1.00  0.00 -22.064 -22.088   2.543
  396 34000  4.50 -1.00  1.00  0.00 -22.008 -22.053   2.570
  397 34000  5.00 -1.00  1.00  0.00 -21.957 -22.020   2.596
  398 35000  4.00 -1.00  1.00  0.00 -22.125 -22.145   2.536
  399 35000  4.50 -1.00  1.00  0.00 -22.079 -22.118   2.563
  400 35000  5.00 -1.00  1.00  0.00 -22.032 -22.089   2.588
  401 37500  4.50 -1.00  1.00  0.00 -22.225 -22.251   2.546
  402 37500  5.00 -1.00  1.00  0.00 -22.193 -22.236   2.569
  403 40000  4.50 -1.00  1.00  0.00 -22.325 -22.343   2.535
  404 40000  5.00 -1.00  1.00  0.00 -22.312 -22.344   2.553
  405 42500  5.00 -1.00  1.00  0.00 -22.396 -22.421   2.544
  406 45000  5.00 -1.00  1.00  0.00 -22.463 -22.484   2.539
  407 47500  5.00 -1.00  1.00  0.00 -22.524 -22.543   2.536
  408 50000  5.00 -1.00  1.00  0.00 -22.582 -22.599   2.533
