TEFF   3500.  GRAVITY 0.00000 LTE 
TITLE  [-1.0A] N(He)/Ntot=0.089 VTURB=1  L/H=1.25 NOVER                         
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.10000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
 ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -2.71
 ABUNDANCE CHANGE  9  -7.48 10  -3.55 11  -5.71 12  -4.06 13  -5.57 14  -4.09
 ABUNDANCE CHANGE 15  -6.59 16  -4.43 17  -6.54 18  -5.08 19  -6.82 20  -5.28
 ABUNDANCE CHANGE 21  -8.94 22  -6.65 23  -8.04 24  -6.37 25  -6.65 26  -4.53
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
 ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
 ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
 ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
 ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
 5.45313687E-02   2161.7 5.451E-02 1.874E+05 2.445E-06 3.757E-04 1.000E+05 0.000E+00 0.000E+00
 7.23719736E-02   2186.4 7.235E-02 2.510E+05 2.540E-06 3.367E-04 1.000E+05 0.000E+00 0.000E+00
 9.53348901E-02   2207.1 9.530E-02 3.322E+05 2.625E-06 2.992E-04 1.000E+05 0.000E+00 0.000E+00
 1.25025288E-01   2227.4 1.250E-01 4.362E+05 2.703E-06 2.671E-04 1.000E+05 0.000E+00 0.000E+00
 1.63379924E-01   2248.4 1.633E-01 5.725E+05 2.795E-06 2.389E-04 1.000E+05 0.000E+00 0.000E+00
 2.12757022E-01   2270.3 2.127E-01 7.511E+05 2.901E-06 2.160E-04 1.000E+05 0.000E+00 0.000E+00
 2.76060603E-01   2293.2 2.760E-01 9.847E+05 3.022E-06 1.971E-04 1.000E+05 0.000E+00 0.000E+00
 3.57255339E-01   2313.6 3.571E-01 1.281E+06 3.137E-06 1.783E-04 1.000E+05 0.000E+00 0.000E+00
 4.61460006E-01   2333.7 4.613E-01 1.663E+06 3.260E-06 1.621E-04 1.000E+05 0.000E+00 0.000E+00
 5.94939983E-01   2354.4 5.948E-01 2.159E+06 3.401E-06 1.487E-04 1.000E+05 0.000E+00 0.000E+00
 7.65276424E-01   2375.9 7.651E-01 2.802E+06 3.560E-06 1.374E-04 1.000E+05 0.000E+00 0.000E+00
 9.81808104E-01   2398.0 9.816E-01 3.635E+06 3.741E-06 1.279E-04 1.000E+05 0.000E+00 0.000E+00
 1.25666231E+00   2418.1 1.256E+00 4.680E+06 3.929E-06 1.183E-04 1.000E+05 0.000E+00 0.000E+00
 1.60513491E+00   2438.3 1.605E+00 6.016E+06 4.139E-06 1.105E-04 1.000E+05 0.000E+00 0.000E+00
 2.04538781E+00   2458.7 2.045E+00 7.720E+06 4.377E-06 1.038E-04 1.000E+05 0.000E+00 0.000E+00
 2.59941644E+00   2479.5 2.599E+00 9.891E+06 4.647E-06 9.800E-05 1.000E+05 0.000E+00 0.000E+00
 3.29370713E+00   2500.5 3.293E+00 1.264E+07 4.956E-06 9.271E-05 1.000E+05 0.000E+00 0.000E+00
 4.16005504E+00   2521.1 4.160E+00 1.610E+07 5.307E-06 8.759E-05 1.000E+05 0.000E+00 0.000E+00
 5.23644103E+00   2541.7 5.236E+00 2.044E+07 5.708E-06 8.296E-05 1.000E+05 0.000E+00 0.000E+00
 6.56822622E+00   2562.3 6.567E+00 2.586E+07 6.164E-06 7.881E-05 1.000E+05 0.000E+00 0.000E+00
 8.20943330E+00   2583.0 8.209E+00 3.262E+07 6.683E-06 7.506E-05 1.000E+05 0.000E+00 0.000E+00
 1.02238433E+01   2603.6 1.022E+01 4.100E+07 7.274E-06 7.161E-05 1.000E+05 0.000E+00 0.000E+00
 1.26867332E+01   2623.8 1.269E+01 5.130E+07 7.950E-06 6.854E-05 1.000E+05 0.000E+00 0.000E+00
 1.56842281E+01   2644.1 1.568E+01 6.399E+07 8.731E-06 6.614E-05 1.000E+05 0.000E+00 0.000E+00
 1.93167595E+01   2664.1 1.932E+01 7.949E+07 9.624E-06 6.410E-05 1.000E+05 0.000E+00 0.000E+00
 2.37038554E+01   2684.1 2.370E+01 9.839E+07 1.064E-05 6.229E-05 1.000E+05 0.000E+00 0.000E+00
 2.89842518E+01   2704.0 2.898E+01 1.214E+08 1.181E-05 6.069E-05 1.000E+05 0.000E+00 0.000E+00
 3.53196065E+01   2723.3 3.532E+01 1.490E+08 1.315E-05 5.934E-05 1.000E+05 0.000E+00 0.000E+00
 4.28957063E+01   2742.5 4.289E+01 1.822E+08 1.469E-05 5.845E-05 1.000E+05 0.000E+00 0.000E+00
 5.19217098E+01   2761.7 5.192E+01 2.221E+08 1.647E-05 5.822E-05 1.000E+05 0.000E+00 0.000E+00
 6.26370077E+01   2780.5 6.263E+01 2.697E+08 1.853E-05 5.856E-05 1.000E+05 0.000E+00 0.000E+00
 7.53166427E+01   2799.4 7.531E+01 3.266E+08 2.091E-05 5.910E-05 1.000E+05 0.000E+00 0.000E+00
 9.02716366E+01   2818.4 9.027E+01 3.944E+08 2.368E-05 5.981E-05 1.000E+05 0.000E+00 0.000E+00
 1.07855702E+02   2837.3 1.078E+02 4.749E+08 2.690E-05 6.074E-05 1.000E+05 0.000E+00 0.000E+00
 1.28468138E+02   2856.2 1.285E+02 5.702E+08 3.065E-05 6.207E-05 1.000E+05 0.000E+00 0.000E+00
 1.52546315E+02   2875.7 1.525E+02 6.840E+08 3.505E-05 6.379E-05 1.000E+05 0.000E+00 0.000E+00
 1.80561410E+02   2895.8 1.805E+02 8.196E+08 4.026E-05 6.617E-05 1.000E+05 0.000E+00 0.000E+00
 2.13018359E+02   2916.6 2.130E+02 9.816E+08 4.644E-05 6.901E-05 1.000E+05 0.000E+00 0.000E+00
 2.50461147E+02   2938.4 2.504E+02 1.176E+09 5.379E-05 7.218E-05 1.000E+05 0.000E+00 0.000E+00
 2.93474988E+02   2961.3 2.935E+02 1.409E+09 6.257E-05 7.580E-05 1.000E+05 0.000E+00 0.000E+00
 3.42665891E+02   2985.6 3.426E+02 1.691E+09 7.314E-05 8.008E-05 1.000E+05 0.000E+00 0.000E+00
 3.98632293E+02   3011.5 3.986E+02 2.034E+09 8.598E-05 8.534E-05 1.000E+05 0.000E+00 0.000E+00
 4.61809735E+02   3040.5 4.618E+02 2.461E+09 1.021E-04 9.237E-05 1.000E+05 0.000E+00 0.000E+00
 5.32425696E+02   3072.7 5.324E+02 2.998E+09 1.224E-04 1.011E-04 1.000E+05 0.000E+00 0.000E+00
