
       Teff log g  [M]a Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
   59  4750  1.50 -1.00  1.00  1.25  0.00 -14.550 -14.531 -15.462 -15.869 -15.953   2.121   2.118   0.584   0.252   0.448   0.445
   60  4750  2.00 -1.00  1.00  1.25  0.00 -14.676 -14.656 -15.501 -15.884 -15.950   2.010   2.007   0.567   0.245   0.385   0.382
   61  4750  2.50 -1.00  1.00  1.25  0.00 -14.761 -14.741 -15.523 -15.893 -15.947   1.934   1.932   0.554   0.245   0.334   0.331
   62  4750  3.00 -1.00  1.00  1.25  0.00 -14.810 -14.791 -15.533 -15.900 -15.946   1.892   1.890   0.546   0.251   0.297   0.295
   63  4750  3.50 -1.00  1.00  1.25  0.00 -14.826 -14.806 -15.533 -15.906 -15.946   1.883   1.881   0.539   0.263   0.276   0.274
   64  4750  4.00 -1.00  1.00  1.25  0.00 -14.810 -14.789 -15.524 -15.912 -15.947   1.904   1.903   0.535   0.282   0.268   0.266
   65  4750  4.50 -1.00  1.00  1.25  0.00 -14.768 -14.748 -15.507 -15.915 -15.949   1.949   1.948   0.533   0.304   0.273   0.271
   66  4750  5.00 -1.00  1.00  1.25  0.00 -14.721 -14.701 -15.488 -15.912 -15.949   1.993   1.991   0.538   0.315   0.285   0.284
   67  5000  0.00 -1.00  1.00  1.25  0.00 -14.539 -14.521 -15.775 -16.181 -16.280   2.444   2.440   0.599   0.237   0.770   0.766
   68  5000  0.50 -1.00  1.00  1.25  0.00 -14.756 -14.737 -15.851 -16.214 -16.282   2.260   2.257   0.568   0.224   0.676   0.672
   69  5000  1.00 -1.00  1.00  1.25  0.00 -14.945 -14.926 -15.910 -16.236 -16.280   2.093   2.090   0.544   0.212   0.580   0.577
   70  5000  1.50 -1.00  1.00  1.25  0.00 -15.100 -15.081 -15.950 -16.249 -16.275   1.951   1.948   0.526   0.202   0.492   0.490
   71  5000  2.00 -1.00  1.00  1.25  0.00 -15.218 -15.199 -15.974 -16.256 -16.270   1.840   1.837   0.514   0.197   0.416   0.414
   72  5000  2.50 -1.00  1.00  1.25  0.00 -15.303 -15.283 -15.986 -16.259 -16.265   1.759   1.757   0.506   0.197   0.353   0.350
   73  5000  3.00 -1.00  1.00  1.25  0.00 -15.357 -15.337 -15.990 -16.262 -16.262   1.707   1.705   0.500   0.202   0.303   0.301
   74  5000  3.50 -1.00  1.00  1.25  0.00 -15.383 -15.363 -15.988 -16.266 -16.261   1.685   1.683   0.495   0.212   0.268   0.266
   75  5000  4.00 -1.00  1.00  1.25  0.00 -15.383 -15.362 -15.980 -16.271 -16.262   1.690   1.688   0.491   0.228   0.248   0.247
   76  5000  4.50 -1.00  1.00  1.25  0.00 -15.359 -15.338 -15.968 -16.276 -16.265   1.719   1.718   0.489   0.248   0.244   0.242
   77  5000  5.00 -1.00  1.00  1.25  0.00 -15.323 -15.303 -15.955 -16.279 -16.268   1.758   1.756   0.489   0.264   0.250   0.249
   78  5250  0.00 -1.00  1.00  1.25  0.00 -15.064 -15.046 -16.299 -16.575 -16.588   2.312   2.309   0.513   0.192   0.901   0.898
   79  5250  0.50 -1.00  1.00  1.25  0.00 -15.250 -15.231 -16.340 -16.585 -16.580   2.137   2.135   0.495   0.179   0.787   0.784
   80  5250  1.00 -1.00  1.00  1.25  0.00 -15.418 -15.399 -16.370 -16.591 -16.572   1.975   1.972   0.481   0.169   0.673   0.670
   81  5250  1.50 -1.00  1.00  1.25  0.00 -15.561 -15.541 -16.389 -16.593 -16.563   1.834   1.831   0.471   0.162   0.566   0.563
   82  5250  2.00 -1.00  1.00  1.25  0.00 -15.675 -15.655 -16.398 -16.591 -16.555   1.718   1.716   0.464   0.158   0.472   0.469
   83  5250  2.50 -1.00  1.00  1.25  0.00 -15.762 -15.742 -16.399 -16.588 -16.547   1.628   1.626   0.460   0.158   0.391   0.389
   84  5250  3.00 -1.00  1.00  1.25  0.00 -15.823 -15.803 -16.396 -16.586 -16.542   1.565   1.563   0.457   0.162   0.325   0.323
   85  5250  3.50 -1.00  1.00  1.25  0.00 -15.859 -15.839 -16.388 -16.585 -16.540   1.528   1.526   0.455   0.171   0.274   0.272
   86  5250  4.00 -1.00  1.00  1.25  0.00 -15.872 -15.852 -16.379 -16.587 -16.541   1.518   1.516   0.453   0.185   0.240   0.238
   87  5250  4.50 -1.00  1.00  1.25  0.00 -15.862 -15.842 -16.367 -16.592 -16.544   1.532   1.530   0.452   0.202   0.222   0.220
   88  5250  5.00 -1.00  1.00  1.25  0.00 -15.837 -15.817 -16.355 -16.596 -16.547   1.560   1.559   0.451   0.219   0.218   0.217
   89  5500  0.00 -1.00  1.00  1.25  0.00 -15.487 -15.468 -16.766 -16.930 -16.865   2.245   2.243   0.434   0.159   1.056   1.054
   90  5500  0.50 -1.00  1.00  1.25  0.00 -15.650 -15.630 -16.780 -16.925 -16.851   2.077   2.074   0.426   0.147   0.927   0.925
   91  5500  1.00 -1.00  1.00  1.25  0.00 -15.804 -15.785 -16.788 -16.917 -16.838   1.915   1.913   0.421   0.137   0.796   0.794
   92  5500  1.50 -1.00  1.00  1.25  0.00 -15.941 -15.921 -16.788 -16.908 -16.825   1.769   1.767   0.418   0.131   0.671   0.669
   93  5500  2.00 -1.00  1.00  1.25  0.00 -16.055 -16.035 -16.782 -16.897 -16.813   1.644   1.642   0.416   0.128   0.555   0.553
   94  5500  2.50 -1.00  1.00  1.25  0.00 -16.147 -16.127 -16.772 -16.887 -16.802   1.542   1.540   0.416   0.128   0.453   0.451
   95  5500  3.00 -1.00  1.00  1.25  0.00 -16.217 -16.196 -16.760 -16.878 -16.794   1.464   1.462   0.416   0.131   0.367   0.365
   96  5500  3.50 -1.00  1.00  1.25  0.00 -16.265 -16.245 -16.747 -16.873 -16.790   1.410   1.408   0.417   0.139   0.297   0.295
   97  5500  4.00 -1.00  1.00  1.25  0.00 -16.292 -16.272 -16.734 -16.871 -16.789   1.381   1.380   0.417   0.149   0.246   0.244
   98  5500  4.50 -1.00  1.00  1.25  0.00 -16.297 -16.276 -16.720 -16.873 -16.791   1.378   1.377   0.418   0.164   0.211   0.210
   99  5500  5.00 -1.00  1.00  1.25  0.00 -16.284 -16.264 -16.707 -16.876 -16.795   1.394   1.393   0.419   0.180   0.194   0.193
  100  5750  0.00 -1.00  1.00  1.25  0.00 -15.829 -15.809 -17.182 -17.253 -17.116   2.226   2.224   0.363   0.137   1.224   1.223
  101  5750  0.50 -1.00  1.00  1.25  0.00 -15.971 -15.950 -17.176 -17.236 -17.100   2.068   2.066   0.363   0.127   1.086   1.084
  102  5750  1.00 -1.00  1.00  1.25  0.00 -16.114 -16.093 -17.166 -17.219 -17.083   1.907   1.906   0.364   0.117   0.942   0.941
  103  5750  1.50 -1.00  1.00  1.25  0.00 -16.247 -16.226 -17.152 -17.201 -17.067   1.756   1.755   0.366   0.111   0.799   0.798
  104  5750  2.00 -1.00  1.00  1.25  0.00 -16.364 -16.344 -17.134 -17.182 -17.051   1.619   1.618   0.370   0.107   0.664   0.662
  105  5750  2.50 -1.00  1.00  1.25  0.00 -16.464 -16.443 -17.113 -17.163 -17.037   1.502   1.500   0.373   0.106   0.541   0.539
  106  5750  3.00 -1.00  1.00  1.25  0.00 -16.545 -16.524 -17.091 -17.148 -17.025   1.405   1.403   0.377   0.109   0.432   0.430
  107  5750  3.50 -1.00  1.00  1.25  0.00 -16.608 -16.587 -17.071 -17.136 -17.016   1.330   1.329   0.380   0.114   0.340   0.338
  108  5750  4.00 -1.00  1.00  1.25  0.00 -16.650 -16.630 -17.053 -17.130 -17.013   1.281   1.280   0.383   0.123   0.268   0.266
  109  5750  4.50 -1.00  1.00  1.25  0.00 -16.672 -16.651 -17.036 -17.128 -17.014   1.258   1.257   0.386   0.135   0.215   0.214
  110  5750  5.00 -1.00  1.00  1.25  0.00 -16.673 -16.653 -17.022 -17.129 -17.017   1.258   1.256   0.388   0.148   0.183   0.181
  111  6000  0.00 -1.00  1.00  1.25  0.00 -16.114 -16.093 -17.562 -17.547 -17.344   2.236   2.234   0.297   0.117   1.405   1.404
  112  6000  0.50 -1.00  1.00  1.25  0.00 -16.235 -16.214 -17.535 -17.524 -17.329   2.091   2.090   0.305   0.114   1.253   1.252
  113  6000  1.00 -1.00  1.00  1.25  0.00 -16.366 -16.345 -17.511 -17.500 -17.312   1.937   1.936   0.311   0.107   1.099   1.098
  114  6000  1.50 -1.00  1.00  1.25  0.00 -16.494 -16.474 -17.486 -17.475 -17.293   1.783   1.782   0.318   0.101   0.943   0.942
  115  6000  2.00 -1.00  1.00  1.25  0.00 -16.614 -16.593 -17.457 -17.450 -17.275   1.637   1.636   0.325   0.097   0.791   0.790
  116  6000  2.50 -1.00  1.00  1.25  0.00 -16.721 -16.700 -17.426 -17.424 -17.256   1.505   1.504   0.332   0.095   0.648   0.647
  117  6000  3.00 -1.00  1.00  1.25  0.00 -16.814 -16.793 -17.396 -17.401 -17.240   1.389   1.388   0.339   0.096   0.518   0.517
  118  6000  3.50 -1.00  1.00  1.25  0.00 -16.891 -16.871 -17.367 -17.382 -17.227   1.292   1.291   0.345   0.098   0.404   0.403
  119  6000  4.00 -1.00  1.00  1.25  0.00 -16.951 -16.930 -17.343 -17.369 -17.218   1.220   1.218   0.350   0.104   0.309   0.308
  120  6000  4.50 -1.00  1.00  1.25  0.00 -16.991 -16.970 -17.323 -17.361 -17.216   1.173   1.171   0.354   0.113   0.235   0.234
  121  6000  5.00 -1.00  1.00  1.25  0.00 -17.010 -16.989 -17.306 -17.360 -17.218   1.152   1.151   0.358   0.124   0.184   0.183
  122  6250  0.50 -1.00  1.00  1.25  0.00 -16.461 -16.439 -17.869 -17.791 -17.539   2.132   2.131   0.249   0.102   1.429   1.429
  123  6250  1.00 -1.00  1.00  1.25  0.00 -16.579 -16.558 -17.830 -17.763 -17.524   1.986   1.986   0.261   0.101   1.260   1.259
  124  6250  1.50 -1.00  1.00  1.25  0.00 -16.702 -16.680 -17.794 -17.734 -17.506   1.835   1.834   0.272   0.098   1.094   1.093
  125  6250  2.00 -1.00  1.00  1.25  0.00 -16.821 -16.800 -17.756 -17.704 -17.486   1.684   1.684   0.282   0.095   0.928   0.928
  126  6250  2.50 -1.00  1.00  1.25  0.00 -16.933 -16.912 -17.716 -17.672 -17.464   1.541   1.540   0.292   0.093   0.769   0.768
  127  6250  3.00 -1.00  1.00  1.25  0.00 -17.035 -17.014 -17.678 -17.642 -17.444   1.409   1.408   0.302   0.092   0.621   0.620
  128  6250  3.50 -1.00  1.00  1.25  0.00 -17.124 -17.103 -17.642 -17.615 -17.426   1.293   1.292   0.310   0.092   0.486   0.485
  129  6250  4.00 -1.00  1.00  1.25  0.00 -17.200 -17.179 -17.610 -17.594 -17.412   1.196   1.195   0.318   0.095   0.369   0.368
  130  6250  4.50 -1.00  1.00  1.25  0.00 -17.258 -17.237 -17.584 -17.580 -17.404   1.123   1.122   0.324   0.100   0.272   0.272
  131  6250  5.00 -1.00  1.00  1.25  0.00 -17.296 -17.275 -17.564 -17.573 -17.402   1.079   1.078   0.329   0.108   0.201   0.200
  132  6500  0.50 -1.00  1.00  1.25  0.00 -16.663 -16.641 -18.188 -18.040 -17.731   2.179   2.179   0.191   0.090   1.616   1.615
  133  6500  1.00 -1.00  1.00  1.25  0.00 -16.768 -16.746 -18.131 -18.010 -17.721   2.044   2.044   0.211   0.096   1.427   1.427
  134  6500  1.50 -1.00  1.00  1.25  0.00 -16.883 -16.861 -18.082 -17.978 -17.705   1.897   1.897   0.227   0.098   1.244   1.244
  135  6500  2.00 -1.00  1.00  1.25  0.00 -17.000 -16.978 -18.035 -17.944 -17.685   1.747   1.746   0.241   0.097   1.069   1.068
  136  6500  2.50 -1.00  1.00  1.25  0.00 -17.113 -17.092 -17.989 -17.909 -17.662   1.598   1.597   0.254   0.095   0.897   0.897
  137  6500  3.00 -1.00  1.00  1.25  0.00 -17.221 -17.199 -17.942 -17.873 -17.639   1.455   1.454   0.265   0.095   0.733   0.732
  138  6500  3.50 -1.00  1.00  1.25  0.00 -17.319 -17.298 -17.898 -17.839 -17.616   1.322   1.321   0.276   0.094   0.579   0.579
  139  6500  4.00 -1.00  1.00  1.25  0.00 -17.407 -17.386 -17.859 -17.811 -17.597   1.205   1.205   0.286   0.094   0.443   0.442
  140  6500  4.50 -1.00  1.00  1.25  0.00 -17.481 -17.460 -17.826 -17.788 -17.583   1.109   1.108   0.295   0.096   0.325   0.324
  141  6500  5.00 -1.00  1.00  1.25  0.00 -17.538 -17.517 -17.801 -17.774 -17.575   1.038   1.037   0.302   0.101   0.232   0.231
  142  6750  0.50 -1.00  1.00  1.25  0.00 -16.860 -16.838 -18.461 -18.264 -17.911   2.207   2.207   0.147   0.086   1.739   1.739
  143  6750  1.00 -1.00  1.00  1.25  0.00 -16.943 -16.921 -18.422 -18.242 -17.901   2.101   2.101   0.159   0.089   1.602   1.601
  144  6750  1.50 -1.00  1.00  1.25  0.00 -17.049 -17.027 -18.357 -18.208 -17.891   1.961   1.961   0.183   0.097   1.400   1.400
  145  6750  2.00 -1.00  1.00  1.25  0.00 -17.161 -17.139 -18.299 -18.172 -17.873   1.813   1.813   0.201   0.101   1.208   1.207
  146  6750  2.50 -1.00  1.00  1.25  0.00 -17.273 -17.252 -18.245 -18.134 -17.850   1.663   1.662   0.216   0.101   1.026   1.025
  147  6750  3.00 -1.00  1.00  1.25  0.00 -17.383 -17.362 -18.192 -18.094 -17.825   1.513   1.512   0.231   0.100   0.849   0.848
  148  6750  3.50 -1.00  1.00  1.25  0.00 -17.487 -17.466 -18.140 -18.055 -17.799   1.369   1.369   0.244   0.100   0.681   0.680
  149  6750  4.00 -1.00  1.00  1.25  0.00 -17.584 -17.562 -18.093 -18.019 -17.774   1.237   1.237   0.255   0.099   0.527   0.526
  150  6750  4.50 -1.00  1.00  1.25  0.00 -17.670 -17.649 -18.053 -17.988 -17.754   1.120   1.119   0.266   0.099   0.389   0.389
  151  6750  5.00 -1.00  1.00  1.25  0.00 -17.742 -17.720 -18.020 -17.965 -17.740   1.026   1.025   0.275   0.100   0.275   0.274
  152  7000  0.50 -1.00  1.00  1.25  0.00 -17.063 -17.041 -18.694 -18.464 -18.080   2.203   2.204   0.116   0.084   1.803   1.803
  153  7000  1.00 -1.00  1.00  1.25  0.00 -17.120 -17.098 -18.671 -18.450 -18.070   2.132   2.132   0.120   0.088   1.714   1.714
  154  7000  1.50 -1.00  1.00  1.25  0.00 -17.208 -17.186 -18.625 -18.425 -18.060   2.019   2.019   0.135   0.095   1.558   1.558
  155  7000  2.00 -1.00  1.00  1.25  0.00 -17.313 -17.291 -18.553 -18.388 -18.048   1.877   1.877   0.160   0.104   1.348   1.347
  156  7000  2.50 -1.00  1.00  1.25  0.00 -17.421 -17.400 -18.488 -18.348 -18.028   1.728   1.728   0.180   0.108   1.150   1.149
  157  7000  3.00 -1.00  1.00  1.25  0.00 -17.530 -17.509 -18.429 -18.306 -18.002   1.577   1.577   0.197   0.109   0.963   0.963
  158  7000  3.50 -1.00  1.00  1.25  0.00 -17.637 -17.615 -18.371 -18.262 -17.975   1.428   1.427   0.212   0.109   0.784   0.784
  159  7000  4.00 -1.00  1.00  1.25  0.00 -17.738 -17.717 -18.317 -18.221 -17.946   1.284   1.284   0.226   0.108   0.616   0.615
  160  7000  4.50 -1.00  1.00  1.25  0.00 -17.833 -17.812 -18.268 -18.183 -17.921   1.152   1.152   0.238   0.106   0.462   0.461
  161  7000  5.00 -1.00  1.00  1.25  0.00 -17.916 -17.895 -18.228 -18.153 -17.901   1.038   1.038   0.248   0.105   0.328   0.328
  162  7250  0.50 -1.00  1.00  1.25  0.00 -17.286 -17.264 -18.887 -18.638 -18.236   2.154   2.154   0.098   0.083   1.791   1.792
  163  7250  1.00 -1.00  1.00  1.25  0.00 -17.308 -17.285 -18.885 -18.635 -18.228   2.130   2.130   0.093   0.086   1.770   1.770
  164  7250  1.50 -1.00  1.00  1.25  0.00 -17.374 -17.352 -18.853 -18.619 -18.219   2.047   2.047   0.100   0.095   1.655   1.655
  165  7250  2.00 -1.00  1.00  1.25  0.00 -17.463 -17.441 -18.799 -18.591 -18.207   1.930   1.930   0.117   0.104   1.487   1.486
  166  7250  2.50 -1.00  1.00  1.25  0.00 -17.564 -17.543 -18.723 -18.550 -18.193   1.788   1.788   0.143   0.114   1.273   1.272
  167  7250  3.00 -1.00  1.00  1.25  0.00 -17.669 -17.648 -18.654 -18.507 -18.170   1.639   1.639   0.164   0.118   1.073   1.073
  168  7250  3.50 -1.00  1.00  1.25  0.00 -17.775 -17.753 -18.590 -18.461 -18.142   1.489   1.488   0.181   0.120   0.885   0.885
  169  7250  4.00 -1.00  1.00  1.25  0.00 -17.879 -17.857 -18.529 -18.416 -18.112   1.339   1.339   0.197   0.119   0.706   0.705
  170  7250  4.50 -1.00  1.00  1.25  0.00 -17.978 -17.956 -18.473 -18.372 -18.083   1.196   1.196   0.211   0.117   0.538   0.538
  171  7250  5.00 -1.00  1.00  1.25  0.00 -18.069 -18.048 -18.425 -18.335 -18.058   1.067   1.067   0.223   0.115   0.389   0.388
  172  7500  0.50 -1.00  1.00  1.25  0.00 -17.553 -17.530 -19.016 -18.773 -18.378   2.023   2.023   0.105   0.082   1.648   1.649
  173  7500  1.00 -1.00  1.00  1.25  0.00 -17.511 -17.489 -19.069 -18.797 -18.372   2.088   2.089   0.074   0.084   1.771   1.771
  174  7500  1.50 -1.00  1.00  1.25  0.00 -17.550 -17.528 -19.050 -18.790 -18.366   2.042   2.042   0.076   0.093   1.702   1.703
  175  7500  2.00 -1.00  1.00  1.25  0.00 -17.620 -17.598 -19.010 -18.771 -18.356   1.953   1.953   0.085   0.105   1.571   1.571
  176  7500  2.50 -1.00  1.00  1.25  0.00 -17.707 -17.685 -18.949 -18.740 -18.343   1.835   1.834   0.103   0.117   1.393   1.393
  177  7500  3.00 -1.00  1.00  1.25  0.00 -17.805 -17.783 -18.869 -18.697 -18.327   1.694   1.693   0.130   0.127   1.179   1.179
  178  7500  3.50 -1.00  1.00  1.25  0.00 -17.907 -17.885 -18.798 -18.650 -18.301   1.545   1.545   0.151   0.130   0.981   0.980
  179  7500  4.00 -1.00  1.00  1.25  0.00 -18.009 -17.988 -18.731 -18.602 -18.271   1.395   1.395   0.169   0.131   0.793   0.793
  180  7500  4.50 -1.00  1.00  1.25  0.00 -18.111 -18.089 -18.669 -18.555 -18.239   1.246   1.246   0.185   0.130   0.614   0.614
  181  7500  5.00 -1.00  1.00  1.25  0.00 -18.207 -18.185 -18.614 -18.511 -18.210   1.106   1.106   0.199   0.128   0.452   0.451
  182  7750  1.00 -1.00  1.00  1.25  0.00 -17.737 -17.715 -19.214 -18.932 -18.500   1.997   1.998   0.067   0.081   1.699   1.700
