
       Teff log g  [M]a Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
    1  3500  0.00 -1.00  1.00  1.25  0.00   4.572   4.563   1.235   0.548   1.003   0.994   2.500   1.811   0.326
    2  3500  0.50 -1.00  1.00  1.25  0.00   4.324   4.315   1.141   0.468   1.105   1.096   2.491   1.673   0.378
    3  3500  1.00 -1.00  1.00  1.25  0.00   4.040   4.031   1.069   0.365   1.171   1.161   2.487   1.549   0.410
    4  3500  1.50 -1.00  1.00  1.25  0.00   3.763   3.753   1.016   0.259   1.210   1.200   2.486   1.446   0.428
    5  3500  2.00 -1.00  1.00  1.25  0.00   3.533   3.524   0.983   0.173   1.219   1.210   2.485   1.372   0.435
    6  3500  2.50 -1.00  1.00  1.25  0.00   3.389   3.380   0.987   0.149   1.113   1.105   2.473   1.350   0.410
    7  3500  3.00 -1.00  1.00  1.25  0.00   3.291   3.283   1.007   0.171   0.932   0.924   2.456   1.353   0.362
    8  3500  3.50 -1.00  1.00  1.25  0.00   3.208   3.200   1.015   0.181   0.814   0.806   2.444   1.346   0.332
    9  3500  4.00 -1.00  1.00  1.25  0.00   3.164   3.157   1.022   0.193   0.733   0.726   2.431   1.345   0.317
   10  3500  4.50 -1.00  1.00  1.25  0.00   3.146   3.140   1.029   0.215   0.656   0.651   2.412   1.349   0.309
   11  3500  5.00 -1.00  1.00  1.25  0.00   3.118   3.113   1.038   0.230   0.579   0.574   2.385   1.353   0.308
   12  3750  0.00 -1.00  1.00  1.25  0.00   4.281   4.272   1.095   0.627   0.835   0.827   2.520   1.619   0.258
   13  3750  0.50 -1.00  1.00  1.25  0.00   4.056   4.047   1.015   0.593   0.838   0.829   2.499   1.498   0.285
   14  3750  1.00 -1.00  1.00  1.25  0.00   3.828   3.819   0.957   0.543   0.826   0.817   2.476   1.399   0.308
   15  3750  1.50 -1.00  1.00  1.25  0.00   3.624   3.615   0.916   0.487   0.815   0.806   2.455   1.321   0.328
   16  3750  2.00 -1.00  1.00  1.25  0.00   3.455   3.446   0.887   0.434   0.810   0.801   2.435   1.262   0.348
   17  3750  2.50 -1.00  1.00  1.25  0.00   3.328   3.320   0.869   0.390   0.807   0.799   2.417   1.221   0.367
   18  3750  3.00 -1.00  1.00  1.25  0.00   3.237   3.229   0.881   0.357   0.759   0.751   2.409   1.217   0.357
   19  3750  3.50 -1.00  1.00  1.25  0.00   3.146   3.139   0.915   0.320   0.674   0.667   2.413   1.235   0.321
   20  3750  4.00 -1.00  1.00  1.25  0.00   3.055   3.048   0.931   0.289   0.612   0.605   2.417   1.234   0.295
   21  3750  4.50 -1.00  1.00  1.25  0.00   2.991   2.984   0.938   0.270   0.573   0.567   2.412   1.230   0.286
   22  3750  5.00 -1.00  1.00  1.25  0.00   2.931   2.926   0.943   0.256   0.531   0.525   2.400   1.224   0.283
   23  4000  0.00 -1.00  1.00  1.25  0.00   3.709   3.703   0.972   0.535   0.693   0.686   2.548   1.393   0.189
   24  4000  0.50 -1.00  1.00  1.25  0.00   3.474   3.467   0.894   0.517   0.650   0.643   2.535   1.273   0.192
   25  4000  1.00 -1.00  1.00  1.25  0.00   3.262   3.256   0.840   0.492   0.597   0.591   2.520   1.181   0.193
   26  4000  1.50 -1.00  1.00  1.25  0.00   3.099   3.093   0.804   0.467   0.555   0.549   2.501   1.116   0.200
   27  4000  2.00 -1.00  1.00  1.25  0.00   2.990   2.984   0.781   0.447   0.532   0.526   2.480   1.073   0.214
   28  4000  2.50 -1.00  1.00  1.25  0.00   2.929   2.923   0.768   0.432   0.528   0.522   2.457   1.049   0.237
   29  4000  3.00 -1.00  1.00  1.25  0.00   2.909   2.903   0.762   0.423   0.536   0.530   2.432   1.039   0.265
   30  4000  3.50 -1.00  1.00  1.25  0.00   2.899   2.893   0.774   0.408   0.533   0.527   2.415   1.050   0.280
   31  4000  4.00 -1.00  1.00  1.25  0.00   2.868   2.862   0.808   0.369   0.514   0.508   2.416   1.078   0.270
   32  4000  4.50 -1.00  1.00  1.25  0.00   2.805   2.799   0.833   0.323   0.491   0.485   2.421   1.092   0.255
   33  4000  5.00 -1.00  1.00  1.25  0.00   2.737   2.732   0.846   0.285   0.472   0.467   2.418   1.092   0.251
   34  4250  0.00 -1.00  1.00  1.25  0.00   3.259   3.254   0.873   0.440   0.632   0.627   2.560   1.214   0.163
   35  4250  0.50 -1.00  1.00  1.25  0.00   3.027   3.022   0.802   0.423   0.576   0.571   2.552   1.101   0.157
   36  4250  1.00 -1.00  1.00  1.25  0.00   2.817   2.812   0.750   0.402   0.511   0.506   2.543   1.011   0.147
   37  4250  1.50 -1.00  1.00  1.25  0.00   2.652   2.648   0.715   0.386   0.449   0.445   2.533   0.947   0.138
   38  4250  2.00 -1.00  1.00  1.25  0.00   2.539   2.535   0.691   0.375   0.403   0.400   2.520   0.902   0.137
   39  4250  2.50 -1.00  1.00  1.25  0.00   2.476   2.472   0.676   0.373   0.376   0.372   2.505   0.876   0.143
   40  4250  3.00 -1.00  1.00  1.25  0.00   2.462   2.459   0.669   0.378   0.367   0.363   2.486   0.866   0.159
   41  4250  3.50 -1.00  1.00  1.25  0.00   2.492   2.488   0.666   0.393   0.372   0.368   2.464   0.869   0.183
   42  4250  4.00 -1.00  1.00  1.25  0.00   2.541   2.537   0.675   0.400   0.389   0.385   2.442   0.887   0.211
   43  4250  4.50 -1.00  1.00  1.25  0.00   2.555   2.551   0.704   0.371   0.403   0.399   2.435   0.918   0.220
   44  4250  5.00 -1.00  1.00  1.25  0.00   2.519   2.515   0.735   0.320   0.406   0.402   2.435   0.942   0.219
   45  4500  0.00 -1.00  1.00  1.25  0.00   2.913   2.908   0.780   0.359   0.632   0.627   2.564   1.058   0.166
   46  4500  0.50 -1.00  1.00  1.25  0.00   2.699   2.694   0.721   0.343   0.569   0.565   2.559   0.961   0.153
   47  4500  1.00 -1.00  1.00  1.25  0.00   2.505   2.501   0.676   0.326   0.498   0.494   2.553   0.881   0.138
   48  4500  1.50 -1.00  1.00  1.25  0.00   2.348   2.345   0.645   0.312   0.431   0.427   2.547   0.822   0.122
   49  4500  2.00 -1.00  1.00  1.25  0.00   2.234   2.231   0.624   0.305   0.375   0.372   2.540   0.781   0.112
   50  4500  2.50 -1.00  1.00  1.25  0.00   2.162   2.159   0.609   0.303   0.335   0.333   2.531   0.752   0.108
   51  4500  3.00 -1.00  1.00  1.25  0.00   2.130   2.128   0.599   0.310   0.310   0.308   2.520   0.737   0.111
   52  4500  3.50 -1.00  1.00  1.25  0.00   2.138   2.136   0.593   0.326   0.299   0.297   2.506   0.733   0.121
   53  4500  4.00 -1.00  1.00  1.25  0.00   2.180   2.177   0.591   0.347   0.302   0.300   2.489   0.738   0.140
   54  4500  4.50 -1.00  1.00  1.25  0.00   2.240   2.237   0.596   0.364   0.318   0.315   2.470   0.754   0.164
   55  4500  5.00 -1.00  1.00  1.25  0.00   2.260   2.258   0.620   0.342   0.336   0.333   2.458   0.781   0.180
   56  4750  0.00 -1.00  1.00  1.25  0.00   2.643   2.639   0.689   0.292   0.678   0.674   2.566   0.919   0.187
   57  4750  0.50 -1.00  1.00  1.25  0.00   2.446   2.442   0.643   0.278   0.602   0.598   2.562   0.837   0.167
