
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
    1  3500  0.00 -1.50  2.00  0.00  0.00  -8.556  -8.542 -10.756 -12.318 -13.220   4.564   4.556   1.402   0.588   0.581   0.573
    2  3500  0.50 -1.50  2.00  0.00  0.00  -9.119  -9.105 -11.194 -12.634 -13.398   4.317   4.309   1.265   0.604   0.577   0.569
    3  3500  1.00 -1.50  2.00  0.00  0.00  -9.677  -9.663 -11.591 -12.897 -13.545   4.022   4.014   1.149   0.587   0.549   0.541
    4  3500  1.50 -1.50  2.00  0.00  0.00 -10.180 -10.165 -11.923 -13.110 -13.669   3.732   3.725   1.059   0.557   0.497   0.490
    5  3500  2.00 -1.50  2.00  0.00  0.00 -10.574 -10.558 -12.163 -13.259 -13.760   3.487   3.481   1.001   0.524   0.435   0.428
    6  3500  2.50 -1.50  2.00  0.00  0.00 -10.803 -10.786 -12.272 -13.310 -13.805   3.309   3.304   0.996   0.471   0.374   0.368
    7  3500  3.00 -1.50  2.00  0.00  0.00 -10.925 -10.909 -12.315 -13.329 -13.835   3.205   3.200   1.007   0.436   0.318   0.313
    8  3500  3.50 -1.50  2.00  0.00  0.00 -10.969 -10.952 -12.305 -13.335 -13.845   3.168   3.164   1.009   0.450   0.248   0.243
    9  3500  4.00 -1.50  2.00  0.00  0.00 -10.939 -10.920 -12.232 -13.328 -13.839   3.191   3.187   1.011   0.514   0.140   0.136
   10  3500  4.50 -1.50  2.00  0.00  0.00 -10.829 -10.810 -12.087 -13.305 -13.821   3.278   3.275   1.017   0.630  -0.018  -0.021
   11  3500  5.00 -1.50  2.00  0.00  0.00 -10.637 -10.616 -11.876 -13.268 -13.793   3.433   3.432   1.025   0.797  -0.212  -0.213
   12  3750  0.00 -1.50  2.00  0.00  0.00  -9.674  -9.659 -11.714 -13.128 -13.880   4.255   4.248   1.252   0.591   0.567   0.560
   13  3750  0.50 -1.50  2.00  0.00  0.00 -10.115 -10.100 -12.037 -13.356 -13.988   4.042   4.036   1.132   0.615   0.546   0.539
   14  3750  1.00 -1.50  2.00  0.00  0.00 -10.559 -10.543 -12.327 -13.542 -14.074   3.785   3.779   1.032   0.612   0.495   0.489
   15  3750  1.50 -1.50  2.00  0.00  0.00 -10.973 -10.957 -12.578 -13.695 -14.149   3.523   3.518   0.955   0.591   0.430   0.424
   16  3750  2.00 -1.50  2.00  0.00  0.00 -11.322 -11.305 -12.784 -13.822 -14.221   3.301   3.296   0.899   0.568   0.366   0.361
   17  3750  2.50 -1.50  2.00  0.00  0.00 -11.559 -11.542 -12.919 -13.900 -14.270   3.143   3.139   0.870   0.540   0.321   0.316
   18  3750  3.00 -1.50  2.00  0.00  0.00 -11.675 -11.657 -12.974 -13.912 -14.295   3.039   3.035   0.883   0.485   0.302   0.298
   19  3750  3.50 -1.50  2.00  0.00  0.00 -11.753 -11.735 -13.004 -13.914 -14.315   2.964   2.960   0.900   0.439   0.283   0.279
   20  3750  4.00 -1.50  2.00  0.00  0.00 -11.785 -11.766 -13.002 -13.920 -14.327   2.937   2.933   0.907   0.440   0.241   0.238
   21  3750  4.50 -1.50  2.00  0.00  0.00 -11.752 -11.733 -12.945 -13.919 -14.329   2.969   2.965   0.910   0.493   0.161   0.158
   22  3750  5.00 -1.50  2.00  0.00  0.00 -11.637 -11.617 -12.810 -13.905 -14.321   3.071   3.068   0.916   0.609   0.020   0.017
   23  4000  0.00 -1.50  2.00  0.00  0.00 -10.868 -10.852 -12.712 -13.900 -14.507   3.833   3.827   1.107   0.509   0.598   0.592
   24  4000  0.50 -1.50  2.00  0.00  0.00 -11.279 -11.262 -12.998 -14.088 -14.587   3.611   3.605   0.999   0.520   0.572   0.566
   25  4000  1.00 -1.50  2.00  0.00  0.00 -11.664 -11.647 -13.230 -14.226 -14.637   3.364   3.359   0.911   0.515   0.511   0.506
   26  4000  1.50 -1.50  2.00  0.00  0.00 -11.989 -11.972 -13.405 -14.327 -14.673   3.139   3.135   0.846   0.506   0.435   0.430
   27  4000  2.00 -1.50  2.00  0.00  0.00 -12.225 -12.206 -13.520 -14.393 -14.693   2.970   2.966   0.800   0.502   0.364   0.360
   28  4000  2.50 -1.50  2.00  0.00  0.00 -12.382 -12.363 -13.597 -14.446 -14.717   2.866   2.863   0.770   0.508   0.308   0.305
