
       Teff log g  [M]a  Vturb  l/H  E(B-V)    U       B       V     BOL     BC      U-B    B-V(J)  B-V(H) 
  218  8750  2.00  0.00  2.00  1.25  0.00 -19.150 -19.556 -18.935 -26.056  -0.149  -0.013  -0.018  -0.034
  219  8750  2.50  0.00  2.00  1.25  0.00 -19.106 -19.558 -18.942 -26.056  -0.142   0.034  -0.013  -0.029
  220  8750  3.00  0.00  2.00  1.25  0.00 -19.056 -19.541 -18.946 -26.056  -0.139   0.068   0.008  -0.008
  221  8750  3.50  0.00  2.00  1.25  0.00 -19.011 -19.512 -18.946 -26.056  -0.138   0.087   0.038   0.022
  222  8750  4.00  0.00  2.00  1.25  0.00 -18.976 -19.473 -18.942 -26.056  -0.142   0.085   0.073   0.057
  223  8750  4.50  0.00  2.00  1.25  0.00 -18.956 -19.426 -18.933 -26.056  -0.151   0.059   0.111   0.095
  224  8750  5.00  0.00  2.00  1.25  0.00 -18.960 -19.370 -18.921 -26.056  -0.163   0.001   0.155   0.139
  225  9000  1.50  0.00  2.00  0.00  0.00 -19.315 -19.590 -18.988 -26.178  -0.218  -0.144   0.002  -0.014
  226  9000  2.00  0.00  2.00  0.00  0.00 -19.286 -19.643 -19.012 -26.178  -0.195  -0.063  -0.028  -0.044
  227  9000  2.50  0.00  2.00  0.00  0.00 -19.246 -19.653 -19.020 -26.178  -0.186  -0.012  -0.029  -0.045
  228  9000  3.00  0.00  2.00  0.00  0.00 -19.198 -19.642 -19.025 -26.178  -0.181   0.026  -0.013  -0.029
  229  9000  3.50  0.00  2.00  0.00  0.00 -19.152 -19.618 -19.028 -26.178  -0.178   0.050   0.013  -0.003
  230  9000  4.00  0.00  2.00  0.00  0.00 -19.114 -19.586 -19.028 -26.178  -0.178   0.058   0.046   0.030
  231  9000  4.50  0.00  2.00  0.00  0.00 -19.089 -19.545 -19.024 -26.178  -0.182   0.045   0.083   0.067
  232  9000  5.00  0.00  2.00  0.00  0.00 -19.080 -19.495 -19.016 -26.178  -0.191   0.005   0.124   0.108
  233  9250  2.00  0.00  2.00  0.00  0.00 -19.414 -19.722 -19.082 -26.297  -0.243  -0.112  -0.036  -0.052
  234  9250  2.50  0.00  2.00  0.00  0.00 -19.374 -19.738 -19.092 -26.297  -0.233  -0.056  -0.042  -0.058
  235  9250  3.00  0.00  2.00  0.00  0.00 -19.328 -19.732 -19.097 -26.297  -0.228  -0.015  -0.031  -0.047
  236  9250  3.50  0.00  2.00  0.00  0.00 -19.283 -19.713 -19.101 -26.297  -0.224   0.013  -0.008  -0.024
  237  9250  4.00  0.00  2.00  0.00  0.00 -19.243 -19.685 -19.104 -26.297  -0.221   0.027   0.023   0.007
  238  9250  4.50  0.00  2.00  0.00  0.00 -19.213 -19.649 -19.104 -26.297  -0.221   0.023   0.059   0.043
  239  9250  5.00  0.00  2.00  0.00  0.00 -19.198 -19.605 -19.100 -26.297  -0.225  -0.003   0.099   0.083
  240  9500  2.00  0.00  2.00  0.00  0.00 -19.534 -19.794 -19.149 -26.413  -0.292  -0.160  -0.042  -0.058
  241  9500  2.50  0.00  2.00  0.00  0.00 -19.494 -19.815 -19.160 -26.413  -0.281  -0.099  -0.052  -0.068
  242  9500  3.00  0.00  2.00  0.00  0.00 -19.449 -19.813 -19.165 -26.413  -0.276  -0.055  -0.045  -0.061
  243  9500  3.50  0.00  2.00  0.00  0.00 -19.402 -19.797 -19.169 -26.413  -0.273  -0.023  -0.025  -0.041
  244  9500  4.00  0.00  2.00  0.00  0.00 -19.361 -19.773 -19.172 -26.413  -0.269  -0.003   0.003  -0.013
  245  9500  4.50  0.00  2.00  0.00  0.00 -19.328 -19.741 -19.175 -26.413  -0.266  -0.001   0.038   0.022
  246  9500  5.00  0.00  2.00  0.00  0.00 -19.309 -19.702 -19.175 -26.413  -0.266  -0.019   0.077   0.061
  247  9750  2.00  0.00  2.00  0.00  0.00 -19.648 -19.863 -19.212 -26.526  -0.342  -0.206  -0.047  -0.063
  248  9750  2.50  0.00  2.00  0.00  0.00 -19.608 -19.887 -19.224 -26.526  -0.330  -0.141  -0.060  -0.076
  249  9750  3.00  0.00  2.00  0.00  0.00 -19.562 -19.888 -19.228 -26.526  -0.326  -0.094  -0.056  -0.072
  250  9750  3.50  0.00  2.00  0.00  0.00 -19.515 -19.875 -19.232 -26.526  -0.322  -0.059  -0.040  -0.056
  251  9750  4.00  0.00  2.00  0.00  0.00 -19.471 -19.853 -19.235 -26.526  -0.319  -0.035  -0.014  -0.030
  252  9750  4.50  0.00  2.00  0.00  0.00 -19.436 -19.824 -19.239 -26.526  -0.315  -0.027   0.019   0.003
  253  9750  5.00  0.00  2.00  0.00  0.00 -19.415 -19.788 -19.241 -26.526  -0.313  -0.039   0.057   0.041
  254 10000  2.00  0.00  2.00  0.00  0.00 -19.756 -19.928 -19.272 -26.636  -0.392  -0.250  -0.052  -0.068
  255 10000  2.50  0.00  2.00  0.00  0.00 -19.715 -19.955 -19.285 -26.636  -0.379  -0.182  -0.067  -0.083
  256 10000  3.00  0.00  2.00  0.00  0.00 -19.670 -19.958 -19.289 -26.636  -0.375  -0.133  -0.065  -0.081
  257 10000  3.50  0.00  2.00  0.00  0.00 -19.622 -19.947 -19.291 -26.636  -0.372  -0.095  -0.052  -0.068
  258 10000  4.00  0.00  2.00  0.00  0.00 -19.577 -19.927 -19.294 -26.636  -0.370  -0.068  -0.029  -0.045
  259 10000  4.50  0.00  2.00  0.00  0.00 -19.539 -19.900 -19.298 -26.636  -0.366  -0.055   0.002  -0.014
  260 10000  5.00  0.00  2.00  0.00  0.00 -19.514 -19.867 -19.302 -26.636  -0.362  -0.060   0.038   0.022
  261 10250  2.00  0.00  2.00  0.00  0.00 -19.860 -19.990 -19.330 -26.743  -0.442  -0.291  -0.057  -0.073
  262 10250  2.50  0.00  2.00  0.00  0.00 -19.818 -20.019 -19.343 -26.743  -0.428  -0.221  -0.072  -0.088
  263 10250  3.00  0.00  2.00  0.00  0.00 -19.772 -20.023 -19.347 -26.743  -0.424  -0.170  -0.073  -0.089
  264 10250  3.50  0.00  2.00  0.00  0.00 -19.725 -20.014 -19.349 -26.743  -0.423  -0.130  -0.062  -0.078
  265 10250  4.00  0.00  2.00  0.00  0.00 -19.679 -19.996 -19.351 -26.743  -0.421  -0.101  -0.042  -0.058
  266 10250  4.50  0.00  2.00  0.00  0.00 -19.639 -19.971 -19.354 -26.743  -0.418  -0.084  -0.014  -0.030
  267 10250  5.00  0.00  2.00  0.00  0.00 -19.609 -19.940 -19.358 -26.743  -0.413  -0.083   0.022   0.006
  268 10500  2.00  0.00  2.00  0.00  0.00 -19.958 -20.049 -19.384 -26.848  -0.491  -0.330  -0.061  -0.077
  269 10500  2.50  0.00  2.00  0.00  0.00 -19.916 -20.080 -19.398 -26.848  -0.478  -0.258  -0.078  -0.094
  270 10500  3.00  0.00  2.00  0.00  0.00 -19.870 -20.085 -19.402 -26.848  -0.474  -0.206  -0.079  -0.095
  271 10500  3.50  0.00  2.00  0.00  0.00 -19.822 -20.077 -19.403 -26.848  -0.473  -0.165  -0.070  -0.086
  272 10500  4.00  0.00  2.00  0.00  0.00 -19.776 -20.060 -19.404 -26.848  -0.472  -0.134  -0.053  -0.069
  273 10500  4.50  0.00  2.00  0.00  0.00 -19.734 -20.037 -19.407 -26.848  -0.469  -0.114  -0.027  -0.043
  274 10500  5.00  0.00  2.00  0.00  0.00 -19.701 -20.007 -19.411 -26.848  -0.465  -0.108   0.007  -0.009
  275 10750  2.00  0.00  2.00  0.00  0.00 -20.051 -20.106 -19.437 -26.950  -0.541  -0.367  -0.066  -0.082
  276 10750  2.50  0.00  2.00  0.00  0.00 -20.010 -20.138 -19.452 -26.950  -0.527  -0.294  -0.083  -0.099
  277 10750  3.00  0.00  2.00  0.00  0.00 -19.963 -20.144 -19.455 -26.950  -0.523  -0.241  -0.085  -0.101
  278 10750  3.50  0.00  2.00  0.00  0.00 -19.916 -20.137 -19.456 -26.950  -0.522  -0.199  -0.078  -0.094
  279 10750  4.00  0.00  2.00  0.00  0.00 -19.869 -20.121 -19.456 -26.950  -0.522  -0.166  -0.062  -0.078
  280 10750  4.50  0.00  2.00  0.00  0.00 -19.826 -20.099 -19.458 -26.950  -0.521  -0.143  -0.038  -0.054
  281 10750  5.00  0.00  2.00  0.00  0.00 -19.790 -20.071 -19.461 -26.950  -0.517  -0.134  -0.007  -0.023
  282 11000  2.00  0.00  2.00  0.00  0.00 -20.139 -20.160 -19.487 -27.050  -0.591  -0.401  -0.070  -0.086
  283 11000  2.50  0.00  2.00  0.00  0.00 -20.099 -20.193 -19.502 -27.050  -0.575  -0.328  -0.087  -0.103
  284 11000  3.00  0.00  2.00  0.00  0.00 -20.053 -20.200 -19.506 -27.050  -0.572  -0.274  -0.090  -0.106
  285 11000  3.50  0.00  2.00  0.00  0.00 -20.005 -20.194 -19.506 -27.050  -0.572  -0.232  -0.084  -0.100
  286 11000  4.00  0.00  2.00  0.00  0.00 -19.958 -20.179 -19.506 -27.050  -0.572  -0.198  -0.070  -0.086
  287 11000  4.50  0.00  2.00  0.00  0.00 -19.914 -20.158 -19.506 -27.050  -0.572  -0.174  -0.048  -0.064
  288 11000  5.00  0.00  2.00  0.00  0.00 -19.877 -20.132 -19.509 -27.050  -0.569  -0.161  -0.019  -0.035
  289 11250  2.00  0.00  2.00  0.00  0.00 -20.222 -20.212 -19.534 -27.147  -0.641  -0.432  -0.074  -0.090
  290 11250  2.50  0.00  2.00  0.00  0.00 -20.184 -20.246 -19.551 -27.147  -0.624  -0.359  -0.092  -0.108
  291 11250  3.00  0.00  2.00  0.00  0.00 -20.139 -20.254 -19.555 -27.147  -0.620  -0.306  -0.095  -0.111
  292 11250  3.50  0.00  2.00  0.00  0.00 -20.091 -20.249 -19.555 -27.147  -0.620  -0.264  -0.090  -0.106
  293 11250  4.00  0.00  2.00  0.00  0.00 -20.044 -20.235 -19.554 -27.147  -0.622  -0.229  -0.077  -0.093
  294 11250  4.50  0.00  2.00  0.00  0.00 -20.000 -20.215 -19.553 -27.147  -0.622  -0.203  -0.058  -0.074
  295 11250  5.00  0.00  2.00  0.00  0.00 -19.962 -20.189 -19.555 -27.147  -0.620  -0.189  -0.030  -0.046
  296 11500  2.00  0.00  2.00  0.00  0.00 -20.301 -20.262 -19.580 -27.243  -0.691  -0.462  -0.078  -0.094
  297 11500  2.50  0.00  2.00  0.00  0.00 -20.264 -20.297 -19.598 -27.243  -0.673  -0.389  -0.096  -0.112
  298 11500  3.00  0.00  2.00  0.00  0.00 -20.220 -20.306 -19.602 -27.243  -0.669  -0.336  -0.100  -0.116
  299 11500  3.50  0.00  2.00  0.00  0.00 -20.173 -20.301 -19.602 -27.243  -0.669  -0.294  -0.095  -0.111
  300 11500  4.00  0.00  2.00  0.00  0.00 -20.127 -20.287 -19.600 -27.243  -0.671  -0.260  -0.084  -0.100
  301 11500  4.50  0.00  2.00  0.00  0.00 -20.082 -20.268 -19.599 -27.243  -0.672  -0.233  -0.065  -0.081
  302 11500  5.00  0.00  2.00  0.00  0.00 -20.043 -20.244 -19.600 -27.243  -0.671  -0.216  -0.040  -0.056
  303 11750  2.00  0.00  2.00  0.00  0.00 -20.376 -20.310 -19.624 -27.336  -0.740  -0.489  -0.082  -0.098
  304 11750  2.50  0.00  2.00  0.00  0.00 -20.341 -20.346 -19.643 -27.336  -0.722  -0.417  -0.100  -0.116
  305 11750  3.00  0.00  2.00  0.00  0.00 -20.298 -20.356 -19.647 -27.336  -0.717  -0.365  -0.105  -0.121
  306 11750  3.50  0.00  2.00  0.00  0.00 -20.252 -20.351 -19.647 -27.336  -0.717  -0.323  -0.100  -0.116
  307 11750  4.00  0.00  2.00  0.00  0.00 -20.206 -20.338 -19.645 -27.336  -0.719  -0.289  -0.089  -0.105
  308 11750  4.50  0.00  2.00  0.00  0.00 -20.162 -20.319 -19.643 -27.336  -0.721  -0.262  -0.072  -0.088
  309 11750  5.00  0.00  2.00  0.00  0.00 -20.122 -20.296 -19.643 -27.336  -0.721  -0.244  -0.049  -0.065
  310 12000  2.50  0.00  2.00  0.00  0.00 -20.413 -20.394 -19.686 -27.428  -0.770  -0.443  -0.104  -0.120
  311 12000  3.00  0.00  2.00  0.00  0.00 -20.372 -20.403 -19.691 -27.428  -0.765  -0.392  -0.109  -0.125
  312 12000  3.50  0.00  2.00  0.00  0.00 -20.328 -20.399 -19.690 -27.428  -0.765  -0.351  -0.105  -0.121
  313 12000  4.00  0.00  2.00  0.00  0.00 -20.282 -20.386 -19.688 -27.428  -0.768  -0.317  -0.095  -0.111
  314 12000  4.50  0.00  2.00  0.00  0.00 -20.239 -20.368 -19.686 -27.428  -0.770  -0.290  -0.079  -0.095
  315 12000  5.00  0.00  2.00  0.00  0.00 -20.199 -20.346 -19.685 -27.428  -0.770  -0.271  -0.057  -0.073
  316 12250  2.50  0.00  2.00  0.00  0.00 -20.483 -20.439 -19.727 -27.517  -0.818  -0.467  -0.109  -0.125
  317 12250  3.00  0.00  2.00  0.00  0.00 -20.443 -20.449 -19.732 -27.517  -0.813  -0.417  -0.113  -0.129
  318 12250  3.50  0.00  2.00  0.00  0.00 -20.400 -20.445 -19.732 -27.517  -0.813  -0.377  -0.110  -0.126
  319 12250  4.00  0.00  2.00  0.00  0.00 -20.356 -20.433 -19.730 -27.517  -0.815  -0.343  -0.100  -0.116
  320 12250  4.50  0.00  2.00  0.00  0.00 -20.312 -20.416 -19.727 -27.517  -0.818  -0.316  -0.085  -0.101
  321 12250  5.00  0.00  2.00  0.00  0.00 -20.273 -20.394 -19.726 -27.517  -0.819  -0.297  -0.064  -0.080
  322 12500  2.50  0.00  2.00  0.00  0.00 -20.549 -20.483 -19.767 -27.605  -0.866  -0.490  -0.112  -0.128
  323 12500  3.00  0.00  2.00  0.00  0.00 -20.511 -20.493 -19.772 -27.605  -0.861  -0.440  -0.117  -0.133
  324 12500  3.50  0.00  2.00  0.00  0.00 -20.469 -20.490 -19.772 -27.605  -0.861  -0.401  -0.114  -0.130
  325 12500  4.00  0.00  2.00  0.00  0.00 -20.426 -20.478 -19.770 -27.605  -0.863  -0.369  -0.104  -0.120
  326 12500  4.50  0.00  2.00  0.00  0.00 -20.383 -20.461 -19.767 -27.605  -0.866  -0.342  -0.090  -0.106
  327 12500  5.00  0.00  2.00  0.00  0.00 -20.344 -20.440 -19.766 -27.605  -0.867  -0.323  -0.070  -0.086
  328 12750  2.50  0.00  2.00  0.00  0.00 -20.613 -20.526 -19.806 -27.691  -0.913  -0.511  -0.116  -0.132
  329 12750  3.00  0.00  2.00  0.00  0.00 -20.575 -20.536 -19.811 -27.691  -0.908  -0.462  -0.121  -0.137
  330 12750  3.50  0.00  2.00  0.00  0.00 -20.535 -20.533 -19.811 -27.691  -0.908  -0.424  -0.118  -0.134
  331 12750  4.00  0.00  2.00  0.00  0.00 -20.493 -20.521 -19.809 -27.691  -0.910  -0.393  -0.109  -0.125
  332 12750  4.50  0.00  2.00  0.00  0.00 -20.451 -20.505 -19.806 -27.691  -0.913  -0.367  -0.095  -0.111
  333 12750  5.00  0.00  2.00  0.00  0.00 -20.412 -20.484 -19.804 -27.691  -0.915  -0.347  -0.076  -0.092
  334 13000  2.50  0.00  2.00  0.00  0.00 -20.675 -20.567 -19.844 -27.775  -0.960  -0.531  -0.120  -0.136
  335 13000  3.00  0.00  2.00  0.00  0.00 -20.637 -20.577 -19.849 -27.775  -0.955  -0.483  -0.125  -0.141
  336 13000  3.50  0.00  2.00  0.00  0.00 -20.598 -20.574 -19.849 -27.775  -0.955  -0.446  -0.122  -0.138
  337 13000  4.00  0.00  2.00  0.00  0.00 -20.557 -20.563 -19.846 -27.775  -0.957  -0.416  -0.113  -0.129
  338 13000  4.50  0.00  2.00  0.00  0.00 -20.517 -20.547 -19.844 -27.775  -0.960  -0.390  -0.100  -0.116
  339 13000  5.00  0.00  2.00  0.00  0.00 -20.478 -20.527 -19.842 -27.775  -0.962  -0.371  -0.082  -0.098
  340 14000  2.00  0.00  2.00  0.00  0.00 -20.944 -20.681 -19.967 -28.097  -1.158  -0.687  -0.110  -0.126
  341 14000  2.50  0.00  2.00  0.00  0.00 -20.903 -20.723 -19.985 -28.097  -1.140  -0.604  -0.134  -0.150
  342 14000  3.00  0.00  2.00  0.00  0.00 -20.864 -20.732 -19.988 -28.097  -1.137  -0.556  -0.140  -0.156
  343 14000  3.50  0.00  2.00  0.00  0.00 -20.827 -20.729 -19.988 -28.097  -1.138  -0.522  -0.138  -0.154
  344 14000  4.00  0.00  2.00  0.00  0.00 -20.790 -20.718 -19.985 -28.097  -1.140  -0.495  -0.129  -0.145
  345 14000  4.50  0.00  2.00  0.00  0.00 -20.754 -20.703 -19.983 -28.097  -1.143  -0.473  -0.117  -0.133
  346 14000  5.00  0.00  2.00  0.00  0.00 -20.719 -20.685 -19.980 -28.097  -1.145  -0.455  -0.101  -0.117
  347 15000  2.50  0.00  2.00  0.00  0.00 -21.109 -20.866 -20.116 -28.397  -1.309  -0.668  -0.146  -0.162
  348 15000  3.00  0.00  2.00  0.00  0.00 -21.065 -20.872 -20.116 -28.397  -1.309  -0.617  -0.153  -0.169
  349 15000  3.50  0.00  2.00  0.00  0.00 -21.028 -20.868 -20.113 -28.397  -1.312  -0.584  -0.152  -0.168
  350 15000  4.00  0.00  2.00  0.00  0.00 -20.993 -20.857 -20.110 -28.397  -1.315  -0.559  -0.144  -0.160
  351 15000  4.50  0.00  2.00  0.00  0.00 -20.960 -20.842 -20.107 -28.397  -1.318  -0.540  -0.132  -0.148
  352 15000  5.00  0.00  2.00  0.00  0.00 -20.929 -20.825 -20.105 -28.397  -1.320  -0.525  -0.117  -0.133
  353 16000  2.50  0.00  2.00  0.00  0.00 -21.301 -21.001 -20.240 -28.677  -1.465  -0.725  -0.157  -0.173
  354 16000  3.00  0.00  2.00  0.00  0.00 -21.250 -21.004 -20.234 -28.677  -1.471  -0.671  -0.166  -0.182
  355 16000  3.50  0.00  2.00  0.00  0.00 -21.209 -20.997 -20.229 -28.677  -1.476  -0.637  -0.164  -0.180
  356 16000  4.00  0.00  2.00  0.00  0.00 -21.174 -20.985 -20.224 -28.677  -1.481  -0.613  -0.157  -0.173
  357 16000  4.50  0.00  2.00  0.00  0.00 -21.142 -20.969 -20.220 -28.677  -1.485  -0.596  -0.146  -0.162
  358 16000  5.00  0.00  2.00  0.00  0.00 -21.114 -20.952 -20.217 -28.677  -1.488  -0.584  -0.131  -0.147
  359 17000  2.50  0.00  2.00  0.00  0.00 -21.483 -21.129 -20.359 -28.940  -1.609  -0.780  -0.166  -0.182
  360 17000  3.00  0.00  2.00  0.00  0.00 -21.422 -21.127 -20.347 -28.940  -1.621  -0.720  -0.177  -0.193
  361 17000  3.50  0.00  2.00  0.00  0.00 -21.377 -21.117 -20.338 -28.940  -1.631  -0.684  -0.176  -0.192
  362 17000  4.00  0.00  2.00  0.00  0.00 -21.341 -21.105 -20.331 -28.940  -1.637  -0.660  -0.170  -0.186
  363 17000  4.50  0.00  2.00  0.00  0.00 -21.308 -21.087 -20.325 -28.940  -1.644  -0.644  -0.159  -0.175
  364 17000  5.00  0.00  2.00  0.00  0.00 -21.280 -21.069 -20.321 -28.940  -1.647  -0.633  -0.144  -0.160
  365 18000  2.50  0.00  2.00  0.00  0.00 -21.657 -21.250 -20.475 -29.189  -1.742  -0.833  -0.172  -0.188
  366 18000  3.00  0.00  2.00  0.00  0.00 -21.586 -21.246 -20.456 -29.189  -1.760  -0.765  -0.186  -0.202
  367 18000  3.50  0.00  2.00  0.00  0.00 -21.534 -21.232 -20.442 -29.189  -1.775  -0.728  -0.187  -0.203
  368 18000  4.00  0.00  2.00  0.00  0.00 -21.496 -21.218 -20.433 -29.189  -1.784  -0.703  -0.181  -0.197
  369 18000  4.50  0.00  2.00  0.00  0.00 -21.461 -21.199 -20.424 -29.189  -1.792  -0.687  -0.171  -0.187
  370 18000  5.00  0.00  2.00  0.00  0.00 -21.432 -21.179 -20.418 -29.189  -1.798  -0.677  -0.157  -0.173
  371 19000  2.50  0.00  2.00  0.00  0.00 -21.824 -21.364 -20.586 -29.423  -1.866  -0.886  -0.175  -0.191
  372 19000  3.00  0.00  2.00  0.00  0.00 -21.742 -21.360 -20.562 -29.423  -1.889  -0.808  -0.194  -0.210
  373 19000  3.50  0.00  2.00  0.00  0.00 -21.683 -21.341 -20.542 -29.423  -1.910  -0.768  -0.196  -0.212
  374 19000  4.00  0.00  2.00  0.00  0.00 -21.642 -21.325 -20.530 -29.423  -1.922  -0.742  -0.192  -0.208
  375 19000  4.50  0.00  2.00  0.00  0.00 -21.606 -21.305 -20.519 -29.423  -1.932  -0.725  -0.182  -0.198
  376 19000  5.00  0.00  2.00  0.00  0.00 -21.575 -21.283 -20.511 -29.423  -1.940  -0.716  -0.168  -0.184
  377 20000  3.00  0.00  2.00  0.00  0.00 -21.893 -21.470 -20.666 -29.646  -2.008  -0.850  -0.200  -0.216
  378 20000  3.50  0.00  2.00  0.00  0.00 -21.825 -21.447 -20.639 -29.646  -2.035  -0.805  -0.204  -0.220
  379 20000  4.00  0.00  2.00  0.00  0.00 -21.780 -21.427 -20.623 -29.646  -2.051  -0.778  -0.201  -0.217
  380 20000  4.50  0.00  2.00  0.00  0.00 -21.743 -21.407 -20.611 -29.646  -2.063  -0.761  -0.192  -0.208
  381 20000  5.00  0.00  2.00  0.00  0.00 -21.710 -21.383 -20.601 -29.646  -2.074  -0.751  -0.179  -0.195
  382 21000  3.00  0.00  2.00  0.00  0.00 -22.037 -21.575 -20.766 -29.858  -2.120  -0.889  -0.205  -0.221
  383 21000  3.50  0.00  2.00  0.00  0.00 -21.963 -21.549 -20.734 -29.858  -2.152  -0.841  -0.211  -0.227
  384 21000  4.00  0.00  2.00  0.00  0.00 -21.912 -21.526 -20.714 -29.858  -2.173  -0.812  -0.209  -0.225
  385 21000  4.50  0.00  2.00  0.00  0.00 -21.874 -21.505 -20.700 -29.858  -2.186  -0.795  -0.201  -0.217
  386 21000  5.00  0.00  2.00  0.00  0.00 -21.840 -21.480 -20.687 -29.858  -2.199  -0.784  -0.189  -0.205
  387 22000  3.00  0.00  2.00  0.00  0.00 -22.173 -21.675 -20.862 -30.060  -2.226  -0.926  -0.210  -0.226
  388 22000  3.50  0.00  2.00  0.00  0.00 -22.095 -21.647 -20.827 -30.060  -2.262  -0.875  -0.217  -0.233
  389 22000  4.00  0.00  2.00  0.00  0.00 -22.039 -21.621 -20.802 -30.060  -2.286  -0.844  -0.216  -0.232
  390 22000  4.50  0.00  2.00  0.00  0.00 -22.000 -21.599 -20.787 -30.060  -2.301  -0.827  -0.209  -0.225
  391 22000  5.00  0.00  2.00  0.00  0.00 -21.964 -21.574 -20.772 -30.060  -2.316  -0.815  -0.198  -0.214
  392 23000  3.00  0.00  2.00  0.00  0.00 -22.299 -21.771 -20.952 -30.253  -2.329  -0.956  -0.215  -0.231
  393 23000  3.50  0.00  2.00  0.00  0.00 -22.221 -21.742 -20.916 -30.253  -2.365  -0.906  -0.222  -0.238
  394 23000  4.00  0.00  2.00  0.00  0.00 -22.161 -21.713 -20.887 -30.253  -2.394  -0.875  -0.222  -0.238
  395 23000  4.50  0.00  2.00  0.00  0.00 -22.119 -21.689 -20.870 -30.253  -2.411  -0.856  -0.216  -0.232
  396 23000  5.00  0.00  2.00  0.00  0.00 -22.084 -21.665 -20.855 -30.253  -2.426  -0.845  -0.206  -0.222
  397 24000  3.00  0.00  2.00  0.00  0.00 -22.419 -21.864 -21.039 -30.438  -2.427  -0.983  -0.221  -0.237
  398 24000  3.50  0.00  2.00  0.00  0.00 -22.339 -21.833 -21.002 -30.438  -2.465  -0.934  -0.228  -0.244
  399 24000  4.00  0.00  2.00  0.00  0.00 -22.277 -21.801 -20.971 -30.438  -2.495  -0.903  -0.227  -0.243
  400 24000  4.50  0.00  2.00  0.00  0.00 -22.234 -21.776 -20.951 -30.438  -2.516  -0.884  -0.222  -0.238
  401 24000  5.00  0.00  2.00  0.00  0.00 -22.200 -21.753 -20.936 -30.438  -2.530  -0.873  -0.214  -0.230
  402 25000  3.00  0.00  2.00  0.00  0.00 -22.537 -21.957 -21.127 -30.615  -2.516  -1.008  -0.226  -0.242
  403 25000  3.50  0.00  2.00  0.00  0.00 -22.451 -21.921 -21.083 -30.615  -2.560  -0.958  -0.234  -0.250
  404 25000  4.00  0.00  2.00  0.00  0.00 -22.388 -21.887 -21.051 -30.615  -2.593  -0.929  -0.233  -0.249
  405 25000  4.50  0.00  2.00  0.00  0.00 -22.343 -21.860 -21.029 -30.615  -2.615  -0.910  -0.228  -0.244
  406 25000  5.00  0.00  2.00  0.00  0.00 -22.310 -21.837 -21.013 -30.615  -2.630  -0.899  -0.220  -0.236
  407 26000  3.00  0.00  2.00  0.00  0.00 -22.653 -22.047 -21.215 -30.786  -2.599  -1.034  -0.229  -0.245
  408 26000  3.50  0.00  2.00  0.00  0.00 -22.559 -22.008 -21.164 -30.786  -2.650  -0.979  -0.240  -0.256
  409 26000  4.00  0.00  2.00  0.00  0.00 -22.494 -21.971 -21.128 -30.786  -2.685  -0.951  -0.239  -0.255
  410 26000  4.50  0.00  2.00  0.00  0.00 -22.447 -21.942 -21.104 -30.786  -2.710  -0.933  -0.234  -0.250
  411 26000  5.00  0.00  2.00  0.00  0.00 -22.414 -21.918 -21.088 -30.786  -2.725  -0.923  -0.226  -0.242
  412 27000  3.50  0.00  2.00  0.00  0.00 -22.666 -22.096 -21.245 -30.949  -2.732  -0.999  -0.247  -0.263
  413 27000  4.00  0.00  2.00  0.00  0.00 -22.596 -22.053 -21.204 -30.949  -2.773  -0.971  -0.245  -0.261
  414 27000  4.50  0.00  2.00  0.00  0.00 -22.547 -22.021 -21.178 -30.949  -2.800  -0.954  -0.240  -0.256
  415 27000  5.00  0.00  2.00  0.00  0.00 -22.514 -21.997 -21.161 -30.949  -2.817  -0.944  -0.233  -0.249
  416 28000  3.50  0.00  2.00  0.00  0.00 -22.773 -22.184 -21.327 -31.107  -2.808  -1.018  -0.253  -0.269
  417 28000  4.00  0.00  2.00  0.00  0.00 -22.696 -22.136 -21.281 -31.107  -2.855  -0.989  -0.252  -0.268
  418 28000  4.50  0.00  2.00  0.00  0.00 -22.645 -22.100 -21.251 -31.107  -2.885  -0.972  -0.246  -0.262
  419 28000  5.00  0.00  2.00  0.00  0.00 -22.610 -22.074 -21.232 -31.107  -2.904  -0.963  -0.239  -0.255
  420 29000  3.50  0.00  2.00  0.00  0.00 -22.876 -22.268 -21.407 -31.260  -2.881  -1.036  -0.257  -0.273
  421 29000  4.00  0.00  2.00  0.00  0.00 -22.797 -22.219 -21.357 -31.260  -2.931  -1.006  -0.258  -0.274
  422 29000  4.50  0.00  2.00  0.00  0.00 -22.741 -22.180 -21.324 -31.260  -2.964  -0.990  -0.253  -0.269
  423 29000  5.00  0.00  2.00  0.00  0.00 -22.704 -22.151 -21.303 -31.260  -2.985  -0.981  -0.245  -0.261
  424 30000  3.50  0.00  2.00  0.00  0.00 -22.969 -22.346 -21.481 -31.407  -2.954  -1.053  -0.261  -0.277
  425 30000  4.00  0.00  2.00  0.00  0.00 -22.895 -22.302 -21.434 -31.407  -3.001  -1.023  -0.264  -0.280
  426 30000  4.50  0.00  2.00  0.00  0.00 -22.837 -22.260 -21.397 -31.407  -3.038  -1.006  -0.259  -0.275
  427 30000  5.00  0.00  2.00  0.00  0.00 -22.798 -22.228 -21.373 -31.407  -3.062  -0.998  -0.251  -0.267
  428 31000  3.50  0.00  2.00  0.00  0.00 -23.050 -22.413 -21.546 -31.549  -3.032  -1.066  -0.264  -0.280
