
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
    1  3500  0.00 -2.50  2.00  1.25  0.00  -7.871  -7.857 -10.076 -11.635 -12.749   4.566   4.558   1.614   0.374   0.588   0.580
    2  3500  0.50 -2.50  2.00  1.25  0.00  -8.288  -8.274 -10.431 -11.965 -12.955   4.479   4.470   1.491   0.472   0.551   0.543
    3  3500  1.00 -2.50  2.00  1.25  0.00  -8.869  -8.855 -10.874 -12.297 -13.148   4.230   4.222   1.351   0.500   0.525   0.517
    4  3500  1.50 -2.50  2.00  1.25  0.00  -9.534  -9.519 -11.344 -12.607 -13.344   3.876   3.868   1.237   0.455   0.489   0.482
    5  3500  2.00 -2.50  2.00  1.25  0.00 -10.045 -10.029 -11.690 -12.836 -13.495   3.593   3.587   1.159   0.416   0.442   0.435
    6  3500  2.50 -2.50  2.00  1.25  0.00 -10.317 -10.301 -11.854 -12.952 -13.567   3.437   3.431   1.115   0.412   0.380   0.374
    7  3500  3.00 -2.50  2.00  1.25  0.00 -10.428 -10.411 -11.896 -13.000 -13.592   3.374   3.369   1.092   0.441   0.307   0.302
    8  3500  3.50 -2.50  2.00  1.25  0.00 -10.467 -10.449 -11.878 -13.013 -13.596   3.347   3.343   1.083   0.480   0.218   0.215
    9  3500  4.00 -2.50  2.00  1.25  0.00 -10.512 -10.493 -11.841 -13.006 -13.589   3.296   3.293   1.083   0.511   0.105   0.103
   10  3750  0.00 -2.50  2.00  1.25  0.00  -9.348  -9.333 -11.377 -12.699 -13.611   4.153   4.146   1.412   0.339   0.649   0.642
   11  3750  0.50 -2.50  2.00  1.25  0.00  -9.753  -9.738 -11.726 -12.997 -13.782   4.046   4.039   1.286   0.415   0.643   0.636
   12  3750  1.00 -2.50  2.00  1.25  0.00 -10.173 -10.158 -12.054 -13.253 -13.914   3.882   3.875   1.161   0.467   0.625   0.618
   13  3750  1.50 -2.50  2.00  1.25  0.00 -10.592 -10.576 -12.336 -13.454 -14.011   3.664   3.657   1.058   0.488   0.570   0.563
   14  3750  2.00 -2.50  2.00  1.25  0.00 -10.998 -10.982 -12.579 -13.595 -14.092   3.399   3.393   0.997   0.448   0.507   0.501
   15  3750  2.50 -2.50  2.00  1.25  0.00 -11.322 -11.305 -12.767 -13.695 -14.160   3.175   3.170   0.966   0.391   0.460   0.455
   16  3750  3.00 -2.50  2.00  1.25  0.00 -11.519 -11.502 -12.878 -13.757 -14.203   3.040   3.035   0.946   0.361   0.423   0.418
   17  3750  3.50 -2.50  2.00  1.25  0.00 -11.616 -11.598 -12.922 -13.787 -14.223   2.973   2.969   0.936   0.358   0.382   0.378
   18  3750  4.00 -2.50  2.00  1.25  0.00 -11.667 -11.648 -12.920 -13.795 -14.229   2.931   2.927   0.934   0.370   0.321   0.317
   19  3750  4.50 -2.50  2.00  1.25  0.00 -11.715 -11.696 -12.896 -13.789 -14.227   2.876   2.874   0.938   0.385   0.229   0.227
   20  4000  0.00 -2.50  2.00  1.25  0.00 -10.613 -10.598 -12.487 -13.596 -14.320   3.785   3.778   1.224   0.314   0.706   0.700
   21  4000  0.50 -2.50  2.00  1.25  0.00 -11.003 -10.987 -12.798 -13.832 -14.448   3.632   3.625   1.116   0.348   0.703   0.697
   22  4000  1.00 -2.50  2.00  1.25  0.00 -11.410 -11.394 -13.085 -14.037 -14.547   3.429   3.423   1.011   0.370   0.665   0.659
   23  4000  1.50 -2.50  2.00  1.25  0.00 -11.789 -11.773 -13.320 -14.196 -14.618   3.209   3.204   0.922   0.383   0.597   0.592
   24  4000  2.00 -2.50  2.00  1.25  0.00 -12.091 -12.074 -13.491 -14.310 -14.667   3.021   3.016   0.857   0.391   0.523   0.518
   25  4000  2.50 -2.50  2.00  1.25  0.00 -12.301 -12.283 -13.599 -14.372 -14.700   2.873   2.869   0.828   0.374   0.468   0.463
   26  4000  3.00 -2.50  2.00  1.25  0.00 -12.445 -12.427 -13.673 -14.404 -14.726   2.761   2.757   0.822   0.338   0.440   0.436
   27  4000  3.50 -2.50  2.00  1.25  0.00 -12.543 -12.525 -13.723 -14.424 -14.744   2.683   2.679   0.820   0.309   0.422   0.418
   28  4000  4.00 -2.50  2.00  1.25  0.00 -12.607 -12.589 -13.749 -14.435 -14.755   2.629   2.626   0.820   0.294   0.399   0.395
   29  4000  4.50 -2.50  2.00  1.25  0.00 -12.653 -12.634 -13.753 -14.437 -14.759   2.586   2.583   0.822   0.291   0.358   0.355
   30  4250  0.00 -2.50  2.00  1.25  0.00 -11.904 -11.888 -13.543 -14.400 -14.933   3.298   3.292   1.033   0.254   0.724   0.718
   31  4250  0.50 -2.50  2.00  1.25  0.00 -12.223 -12.206 -13.765 -14.559 -15.012   3.139   3.133   0.953   0.270   0.691   0.685
   32  4250  1.00 -2.50  2.00  1.25  0.00 -12.556 -12.539 -13.972 -14.700 -15.076   2.946   2.941   0.876   0.280   0.631   0.626
   33  4250  1.50 -2.50  2.00  1.25  0.00 -12.858 -12.841 -14.144 -14.812 -15.123   2.756   2.751   0.811   0.286   0.560   0.555
   34  4250  2.00 -2.50  2.00  1.25  0.00 -13.100 -13.082 -14.272 -14.895 -15.156   2.597   2.593   0.761   0.292   0.490   0.486
   35  4250  2.50 -2.50  2.00  1.25  0.00 -13.266 -13.248 -14.353 -14.948 -15.177   2.484   2.480   0.728   0.296   0.433   0.429
   36  4250  3.00 -2.50  2.00  1.25  0.00 -13.359 -13.340 -14.395 -14.972 -15.190   2.415   2.411   0.718   0.288   0.401   0.398
   37  4250  3.50 -2.50  2.00  1.25  0.00 -13.403 -13.385 -14.414 -14.977 -15.199   2.375   2.372   0.723   0.268   0.391   0.387
   38  4250  4.00 -2.50  2.00  1.25  0.00 -13.436 -13.417 -14.429 -14.978 -15.207   2.344   2.341   0.729   0.249   0.386   0.383
   39  4250  4.50 -2.50  2.00  1.25  0.00 -13.466 -13.446 -14.438 -14.978 -15.211   2.314   2.311   0.733   0.236   0.374   0.372
   40  4250  5.00 -2.50  2.00  1.25  0.00 -13.493 -13.474 -14.438 -14.976 -15.213   2.285   2.282   0.737   0.230   0.348   0.346
   41  4500  0.00 -2.50  2.00  1.25  0.00 -13.093 -13.077 -14.488 -15.101 -15.457   2.810   2.804   0.856   0.186   0.725   0.719
   42  4500  0.50 -2.50  2.00  1.25  0.00 -13.367 -13.350 -14.637 -15.197 -15.496   2.632   2.627   0.799   0.190   0.653   0.648
   43  4500  1.00 -2.50  2.00  1.25  0.00 -13.623 -13.606 -14.766 -15.279 -15.527   2.458   2.453   0.748   0.194   0.571   0.566
   44  4500  1.50 -2.50  2.00  1.25  0.00 -13.843 -13.825 -14.869 -15.346 -15.552   2.305   2.301   0.706   0.199   0.492   0.488
   45  4500  2.00 -2.50  2.00  1.25  0.00 -14.011 -13.993 -14.946 -15.396 -15.570   2.187   2.183   0.673   0.206   0.426   0.422
   46  4500  2.50 -2.50  2.00  1.25  0.00 -14.123 -14.104 -14.993 -15.431 -15.583   2.110   2.107   0.652   0.214   0.375   0.372
   47  4500  3.00 -2.50  2.00  1.25  0.00 -14.184 -14.165 -15.017 -15.450 -15.592   2.068   2.064   0.642   0.219   0.343   0.340
   48  4500  3.50 -2.50  2.00  1.25  0.00 -14.208 -14.189 -15.024 -15.453 -15.596   2.047   2.044   0.643   0.215   0.328   0.326
   49  4500  4.00 -2.50  2.00  1.25  0.00 -14.210 -14.191 -15.022 -15.448 -15.600   2.040   2.037   0.651   0.204   0.327   0.325
   50  4500  4.50 -2.50  2.00  1.25  0.00 -14.211 -14.191 -15.020 -15.443 -15.603   2.034   2.031   0.660   0.191   0.329   0.327
   51  4500  5.00 -2.50  2.00  1.25  0.00 -14.216 -14.196 -15.019 -15.438 -15.605   2.025   2.022   0.667   0.182   0.326   0.323
   52  4750  0.00 -2.50  2.00  1.25  0.00 -14.009 -13.991 -15.259 -15.679 -15.889   2.472   2.468   0.711   0.138   0.773   0.769
   53  4750  0.50 -2.50  2.00  1.25  0.00 -14.257 -14.238 -15.360 -15.733 -15.903   2.278   2.274   0.670   0.132   0.672   0.668
   54  4750  1.00 -2.50  2.00  1.25  0.00 -14.482 -14.463 -15.440 -15.776 -15.912   2.096   2.092   0.636   0.129   0.564   0.561
   55  4750  1.50 -2.50  2.00  1.25  0.00 -14.669 -14.651 -15.499 -15.808 -15.918   1.941   1.938   0.610   0.129   0.462   0.459
   56  4750  2.00 -2.50  2.00  1.25  0.00 -14.804 -14.785 -15.536 -15.832 -15.923   1.830   1.827   0.591   0.134   0.378   0.374
   57  4750  2.50 -2.50  2.00  1.25  0.00 -14.884 -14.865 -15.555 -15.849 -15.929   1.767   1.764   0.580   0.143   0.319   0.316
   58  4750  3.00 -2.50  2.00  1.25  0.00 -14.918 -14.898 -15.559 -15.859 -15.935   1.743   1.741   0.576   0.154   0.283   0.280
   59  4750  3.50 -2.50  2.00  1.25  0.00 -14.919 -14.900 -15.552 -15.861 -15.939   1.744   1.742   0.578   0.161   0.265   0.263
   60  4750  4.00 -2.50  2.00  1.25  0.00 -14.907 -14.888 -15.541 -15.856 -15.942   1.751   1.749   0.585   0.160   0.260   0.257
   61  4750  4.50 -2.50  2.00  1.25  0.00 -14.891 -14.871 -15.530 -15.849 -15.944   1.760   1.757   0.595   0.152   0.263   0.261
   62  4750  5.00 -2.50  2.00  1.25  0.00 -14.878 -14.858 -15.522 -15.841 -15.946   1.765   1.763   0.604   0.144   0.267   0.264
   63  5000  0.00 -2.50  2.00  1.25  0.00 -14.688 -14.669 -15.883 -16.156 -16.251   2.270   2.267   0.595   0.108   0.863   0.860
   64  5000  0.50 -2.50  2.00  1.25  0.00 -14.910 -14.891 -15.944 -16.181 -16.249   2.073   2.070   0.568   0.098   0.739   0.736
   65  5000  1.00 -2.50  2.00  1.25  0.00 -15.110 -15.091 -15.989 -16.198 -16.244   1.889   1.887   0.546   0.091   0.613   0.610
   66  5000  1.50 -2.50  2.00  1.25  0.00 -15.280 -15.260 -16.019 -16.207 -16.238   1.730   1.727   0.530   0.087   0.493   0.491
   67  5000  2.00 -2.50  2.00  1.25  0.00 -15.411 -15.392 -16.034 -16.212 -16.231   1.602   1.600   0.520   0.087   0.387   0.385
   68  5000  2.50 -2.50  2.00  1.25  0.00 -15.498 -15.478 -16.037 -16.214 -16.228   1.519   1.516   0.514   0.092   0.305   0.303
   69  5000  3.00 -2.50  2.00  1.25  0.00 -15.536 -15.516 -16.030 -16.215 -16.230   1.481   1.479   0.514   0.100   0.251   0.249
   70  5000  3.50 -2.50  2.00  1.25  0.00 -15.538 -15.518 -16.016 -16.215 -16.234   1.480   1.478   0.519   0.110   0.221   0.219
   71  5000  4.00 -2.50  2.00  1.25  0.00 -15.517 -15.497 -15.997 -16.212 -16.239   1.496   1.494   0.527   0.117   0.207   0.205
   72  5000  4.50 -2.50  2.00  1.25  0.00 -15.492 -15.472 -15.980 -16.205 -16.242   1.514   1.512   0.537   0.117   0.205   0.203
   73  5000  5.00 -2.50  2.00  1.25  0.00 -15.469 -15.449 -15.966 -16.197 -16.245   1.530   1.528   0.547   0.113   0.208   0.206
   74  5250  0.00 -2.50  2.00  1.25  0.00 -15.202 -15.183 -16.404 -16.562 -16.563   2.162   2.160   0.501   0.087   0.985   0.983
   75  5250  0.50 -2.50  2.00  1.25  0.00 -15.398 -15.378 -16.433 -16.566 -16.551   1.971   1.968   0.485   0.078   0.843   0.841
   76  5250  1.00 -2.50  2.00  1.25  0.00 -15.577 -15.557 -16.450 -16.565 -16.538   1.790   1.788   0.473   0.070   0.701   0.699
   77  5250  1.50 -2.50  2.00  1.25  0.00 -15.731 -15.711 -16.457 -16.558 -16.524   1.629   1.628   0.465   0.065   0.566   0.564
   78  5250  2.00 -2.50  2.00  1.25  0.00 -15.858 -15.837 -16.454 -16.549 -16.510   1.493   1.492   0.461   0.063   0.444   0.442
   79  5250  2.50 -2.50  2.00  1.25  0.00 -15.954 -15.933 -16.445 -16.539 -16.498   1.387   1.386   0.460   0.063   0.340   0.338
   80  5250  3.00 -2.50  2.00  1.25  0.00 -16.014 -15.993 -16.432 -16.531 -16.493   1.320   1.318   0.461   0.068   0.260   0.259
   81  5250  3.50 -2.50  2.00  1.25  0.00 -16.037 -16.016 -16.415 -16.526 -16.493   1.292   1.290   0.466   0.074   0.209   0.208
   82  5250  4.00 -2.50  2.00  1.25  0.00 -16.029 -16.009 -16.396 -16.523 -16.498   1.295   1.294   0.475   0.081   0.181   0.180
   83  5250  4.50 -2.50  2.00  1.25  0.00 -16.007 -15.987 -16.376 -16.518 -16.503   1.313   1.311   0.485   0.086   0.168   0.166
   84  5250  5.00 -2.50  2.00  1.25  0.00 -15.982 -15.962 -16.358 -16.512 -16.508   1.332   1.331   0.496   0.087   0.165   0.163
   85  5500  0.00 -2.50  2.00  1.25  0.00 -15.600 -15.580 -16.854 -16.919 -16.840   2.121   2.119   0.421   0.073   1.130   1.128
   86  5500  0.50 -2.50  2.00  1.25  0.00 -15.772 -15.751 -16.857 -16.909 -16.823   1.939   1.937   0.415   0.066   0.976   0.974
   87  5500  1.00 -2.50  2.00  1.25  0.00 -15.934 -15.913 -16.853 -16.895 -16.805   1.763   1.761   0.410   0.060   0.820   0.818
   88  5500  1.50 -2.50  2.00  1.25  0.00 -16.077 -16.057 -16.841 -16.877 -16.786   1.601   1.600   0.409   0.055   0.670   0.669
   89  5500  2.00 -2.50  2.00  1.25  0.00 -16.199 -16.179 -16.823 -16.856 -16.767   1.459   1.458   0.410   0.052   0.533   0.531
   90  5500  2.50 -2.50  2.00  1.25  0.00 -16.300 -16.279 -16.802 -16.837 -16.749   1.339   1.337   0.412   0.051   0.409   0.408
   91  5500  3.00 -2.50  2.00  1.25  0.00 -16.376 -16.355 -16.780 -16.820 -16.736   1.245   1.244   0.416   0.052   0.306   0.305
   92  5500  3.50 -2.50  2.00  1.25  0.00 -16.424 -16.403 -16.760 -16.808 -16.729   1.186   1.184   0.422   0.055   0.229   0.228
   93  5500  4.00 -2.50  2.00  1.25  0.00 -16.442 -16.421 -16.740 -16.801 -16.731   1.161   1.160   0.429   0.061   0.180   0.179
   94  5500  4.50 -2.50  2.00  1.25  0.00 -16.436 -16.415 -16.721 -16.797 -16.736   1.163   1.162   0.439   0.065   0.152   0.151
   95  5500  5.00 -2.50  2.00  1.25  0.00 -16.418 -16.397 -16.704 -16.793 -16.742   1.176   1.175   0.450   0.068   0.139   0.138
   96  5750  0.00 -2.50  2.00  1.25  0.00 -15.916 -15.896 -17.252 -17.240 -17.091   2.126   2.124   0.352   0.066   1.289   1.288
   97  5750  0.50 -2.50  2.00  1.25  0.00 -16.066 -16.045 -17.236 -17.220 -17.072   1.956   1.955   0.352   0.061   1.128   1.127
   98  5750  1.00 -2.50  2.00  1.25  0.00 -16.214 -16.193 -17.215 -17.197 -17.051   1.785   1.784   0.355   0.056   0.962   0.960
   99  5750  1.50 -2.50  2.00  1.25  0.00 -16.351 -16.330 -17.189 -17.171 -17.029   1.622   1.621   0.359   0.052   0.799   0.797
  100  5750  2.00 -2.50  2.00  1.25  0.00 -16.471 -16.450 -17.158 -17.143 -17.007   1.474   1.473   0.364   0.050   0.645   0.644
  101  5750  2.50 -2.50  2.00  1.25  0.00 -16.575 -16.554 -17.126 -17.115 -16.984   1.342   1.341   0.370   0.048   0.505   0.504
  102  5750  3.00 -2.50  2.00  1.25  0.00 -16.662 -16.641 -17.095 -17.089 -16.965   1.230   1.229   0.376   0.048   0.381   0.380
  103  5750  3.50 -2.50  2.00  1.25  0.00 -16.729 -16.708 -17.067 -17.069 -16.952   1.143   1.142   0.382   0.048   0.279   0.278
  104  5750  4.00 -2.50  2.00  1.25  0.00 -16.771 -16.750 -17.044 -17.056 -16.946   1.087   1.086   0.390   0.051   0.203   0.202
  105  5750  4.50 -2.50  2.00  1.25  0.00 -16.788 -16.767 -17.025 -17.050 -16.948   1.064   1.063   0.399   0.054   0.155   0.154
  106  5750  5.00 -2.50  2.00  1.25  0.00 -16.785 -16.764 -17.008 -17.045 -16.954   1.062   1.061   0.409   0.057   0.128   0.127
  107  6000  0.00 -2.50  2.00  1.25  0.00 -16.177 -16.156 -17.614 -17.532 -17.321   2.157   2.156   0.289   0.059   1.459   1.459
  108  6000  0.50 -2.50  2.00  1.25  0.00 -16.306 -16.285 -17.580 -17.506 -17.302   2.002   2.001   0.296   0.059   1.291   1.290
  109  6000  1.00 -2.50  2.00  1.25  0.00 -16.441 -16.420 -17.547 -17.478 -17.281   1.838   1.837   0.304   0.056   1.117   1.116
  110  6000  1.50 -2.50  2.00  1.25  0.00 -16.573 -16.551 -17.510 -17.446 -17.258   1.676   1.675   0.312   0.054   0.943   0.942
  111  6000  2.00 -2.50  2.00  1.25  0.00 -16.693 -16.672 -17.469 -17.413 -17.233   1.521   1.520   0.320   0.052   0.775   0.774
  112  6000  2.50 -2.50  2.00  1.25  0.00 -16.801 -16.780 -17.428 -17.378 -17.208   1.379   1.378   0.329   0.050   0.618   0.618
  113  6000  3.00 -2.50  2.00  1.25  0.00 -16.895 -16.874 -17.387 -17.345 -17.184   1.252   1.251   0.338   0.049   0.476   0.475
  114  6000  3.50 -2.50  2.00  1.25  0.00 -16.975 -16.954 -17.351 -17.317 -17.164   1.144   1.143   0.346   0.048   0.352   0.351
  115  6000  4.00 -2.50  2.00  1.25  0.00 -17.038 -17.017 -17.322 -17.296 -17.151   1.060   1.060   0.355   0.049   0.251   0.251
  116  6000  4.50 -2.50  2.00  1.25  0.00 -17.078 -17.056 -17.299 -17.284 -17.147   1.008   1.007   0.363   0.051   0.178   0.177
  117  6000  5.00 -2.50  2.00  1.25  0.00 -17.094 -17.073 -17.281 -17.277 -17.150   0.985   0.984   0.373   0.053   0.132   0.131
  118  6250  0.50 -2.50  2.00  1.25  0.00 -16.512 -16.490 -17.901 -17.773 -17.515   2.063   2.062   0.243   0.058   1.459   1.459
  119  6250  1.00 -2.50  2.00  1.25  0.00 -16.634 -16.613 -17.855 -17.741 -17.496   1.909   1.908   0.255   0.060   1.277   1.276
  120  6250  1.50 -2.50  2.00  1.25  0.00 -16.759 -16.738 -17.809 -17.706 -17.473   1.749   1.748   0.267   0.059   1.095   1.094
  121  6250  2.00 -2.50  2.00  1.25  0.00 -16.880 -16.858 -17.761 -17.669 -17.448   1.591   1.590   0.279   0.058   0.916   0.915
  122  6250  2.50 -2.50  2.00  1.25  0.00 -16.991 -16.970 -17.711 -17.629 -17.420   1.440   1.439   0.291   0.056   0.744   0.744
  123  6250  3.00 -2.50  2.00  1.25  0.00 -17.092 -17.071 -17.663 -17.590 -17.392   1.300   1.299   0.302   0.055   0.585   0.584
