
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  221  8750  3.50  0.20  2.00  1.25  0.00 -19.015 -19.524 -18.961 -26.056  -0.123   0.095   0.041   0.025
  222  8750  4.00  0.20  2.00  1.25  0.00 -18.978 -19.485 -18.957 -26.056  -0.127   0.094   0.076   0.060
  223  8750  4.50  0.20  2.00  1.25  0.00 -18.959 -19.437 -18.948 -26.056  -0.136   0.068   0.114   0.098
  224  8750  5.00  0.20  2.00  1.25  0.00 -18.965 -19.382 -18.937 -26.056  -0.147   0.009   0.158   0.142
  225  9000  1.50  0.20  2.00  0.00  0.00 -19.335 -19.605 -19.003 -26.178  -0.204  -0.149   0.002  -0.014
  226  9000  2.00  0.20  2.00  0.00  0.00 -19.306 -19.659 -19.027 -26.178  -0.179  -0.067  -0.028  -0.044
  227  9000  2.50  0.20  2.00  0.00  0.00 -19.265 -19.670 -19.037 -26.178  -0.169  -0.014  -0.029  -0.045
  228  9000  3.00  0.20  2.00  0.00  0.00 -19.214 -19.659 -19.043 -26.178  -0.164   0.027  -0.013  -0.029
  229  9000  3.50  0.20  2.00  0.00  0.00 -19.164 -19.635 -19.046 -26.178  -0.161   0.055   0.014  -0.002
  230  9000  4.00  0.20  2.00  0.00  0.00 -19.123 -19.601 -19.045 -26.178  -0.161   0.065   0.048   0.032
  231  9000  4.50  0.20  2.00  0.00  0.00 -19.095 -19.559 -19.041 -26.178  -0.166   0.053   0.085   0.069
  232  9000  5.00  0.20  2.00  0.00  0.00 -19.086 -19.509 -19.032 -26.178  -0.175   0.013   0.126   0.110
  233  9250  2.00  0.20  2.00  0.00  0.00 -19.436 -19.739 -19.099 -26.297  -0.227  -0.118  -0.037  -0.053
  234  9250  2.50  0.20  2.00  0.00  0.00 -19.399 -19.757 -19.110 -26.297  -0.216  -0.062  -0.043  -0.059
  235  9250  3.00  0.20  2.00  0.00  0.00 -19.353 -19.752 -19.116 -26.297  -0.209  -0.020  -0.032  -0.048
  236  9250  3.50  0.20  2.00  0.00  0.00 -19.306 -19.733 -19.121 -26.297  -0.204   0.011  -0.009  -0.025
  237  9250  4.00  0.20  2.00  0.00  0.00 -19.262 -19.705 -19.124 -26.297  -0.202   0.028   0.023   0.007
  238  9250  4.50  0.20  2.00  0.00  0.00 -19.227 -19.667 -19.123 -26.297  -0.202   0.028   0.060   0.044
  239  9250  5.00  0.20  2.00  0.00  0.00 -19.208 -19.621 -19.118 -26.297  -0.207   0.003   0.100   0.084
  240  9500  2.00  0.20  2.00  0.00  0.00 -19.558 -19.813 -19.165 -26.413  -0.276  -0.166  -0.044  -0.060
  241  9500  2.50  0.20  2.00  0.00  0.00 -19.521 -19.835 -19.178 -26.413  -0.264  -0.106  -0.054  -0.070
  242  9500  3.00  0.20  2.00  0.00  0.00 -19.478 -19.834 -19.184 -26.413  -0.257  -0.063  -0.047  -0.063
  243  9500  3.50  0.20  2.00  0.00  0.00 -19.432 -19.820 -19.189 -26.413  -0.252  -0.030  -0.027  -0.043
  244  9500  4.00  0.20  2.00  0.00  0.00 -19.389 -19.796 -19.194 -26.413  -0.248  -0.009   0.001  -0.015
  245  9500  4.50  0.20  2.00  0.00  0.00 -19.352 -19.763 -19.197 -26.413  -0.245  -0.002   0.037   0.021
  246  9500  5.00  0.20  2.00  0.00  0.00 -19.328 -19.722 -19.196 -26.413  -0.245  -0.017   0.077   0.061
  247  9750  2.00  0.20  2.00  0.00  0.00 -19.673 -19.882 -19.229 -26.526  -0.325  -0.212  -0.049  -0.065
  248  9750  2.50  0.20  2.00  0.00  0.00 -19.635 -19.907 -19.242 -26.526  -0.312  -0.148  -0.062  -0.078
  249  9750  3.00  0.20  2.00  0.00  0.00 -19.592 -19.909 -19.248 -26.526  -0.306  -0.103  -0.058  -0.074
  250  9750  3.50  0.20  2.00  0.00  0.00 -19.548 -19.898 -19.252 -26.526  -0.302  -0.068  -0.042  -0.058
  251  9750  4.00  0.20  2.00  0.00  0.00 -19.505 -19.877 -19.257 -26.526  -0.297  -0.045  -0.017  -0.033
  252  9750  4.50  0.20  2.00  0.00  0.00 -19.469 -19.849 -19.261 -26.526  -0.293  -0.035   0.016   0.000
  253  9750  5.00  0.20  2.00  0.00  0.00 -19.444 -19.813 -19.264 -26.526  -0.290  -0.043   0.055   0.039
  254 10000  2.00  0.20  2.00  0.00  0.00 -19.783 -19.947 -19.289 -26.636  -0.375  -0.256  -0.055  -0.071
  255 10000  2.50  0.20  2.00  0.00  0.00 -19.743 -19.975 -19.303 -26.636  -0.361  -0.189  -0.069  -0.085
  256 10000  3.00  0.20  2.00  0.00  0.00 -19.700 -19.979 -19.308 -26.636  -0.356  -0.141  -0.068  -0.084
  257 10000  3.50  0.20  2.00  0.00  0.00 -19.655 -19.970 -19.312 -26.636  -0.352  -0.105  -0.054  -0.070
  258 10000  4.00  0.20  2.00  0.00  0.00 -19.613 -19.951 -19.316 -26.636  -0.348  -0.079  -0.032  -0.048
  259 10000  4.50  0.20  2.00  0.00  0.00 -19.577 -19.926 -19.320 -26.636  -0.344  -0.066  -0.002  -0.018
  260 10000  5.00  0.20  2.00  0.00  0.00 -19.550 -19.894 -19.325 -26.636  -0.339  -0.069   0.035   0.019
  261 10250  2.00  0.20  2.00  0.00  0.00 -19.887 -20.010 -19.347 -26.743  -0.424  -0.298  -0.060  -0.076
  262 10250  2.50  0.20  2.00  0.00  0.00 -19.846 -20.040 -19.361 -26.743  -0.410  -0.228  -0.075  -0.091
  263 10250  3.00  0.20  2.00  0.00  0.00 -19.802 -20.045 -19.366 -26.743  -0.405  -0.178  -0.075  -0.091
  264 10250  3.50  0.20  2.00  0.00  0.00 -19.757 -20.037 -19.369 -26.743  -0.403  -0.140  -0.065  -0.081
  265 10250  4.00  0.20  2.00  0.00  0.00 -19.714 -20.020 -19.371 -26.743  -0.400  -0.112  -0.045  -0.061
  266 10250  4.50  0.20  2.00  0.00  0.00 -19.677 -19.996 -19.376 -26.743  -0.396  -0.097  -0.017  -0.033
  267 10250  5.00  0.20  2.00  0.00  0.00 -19.648 -19.967 -19.381 -26.743  -0.390  -0.095   0.018   0.002
  268 10500  2.00  0.20  2.00  0.00  0.00 -19.985 -20.070 -19.402 -26.848  -0.474  -0.337  -0.064  -0.080
  269 10500  2.50  0.20  2.00  0.00  0.00 -19.945 -20.101 -19.417 -26.848  -0.459  -0.265  -0.081  -0.097
  270 10500  3.00  0.20  2.00  0.00  0.00 -19.900 -20.107 -19.421 -26.848  -0.454  -0.214  -0.082  -0.098
  271 10500  3.50  0.20  2.00  0.00  0.00 -19.854 -20.100 -19.423 -26.848  -0.453  -0.174  -0.073  -0.089
  272 10500  4.00  0.20  2.00  0.00  0.00 -19.810 -20.084 -19.425 -26.848  -0.451  -0.145  -0.056  -0.072
  273 10500  4.50  0.20  2.00  0.00  0.00 -19.771 -20.062 -19.428 -26.848  -0.448  -0.126  -0.030  -0.046
  274 10500  5.00  0.20  2.00  0.00  0.00 -19.741 -20.034 -19.433 -26.848  -0.443  -0.121   0.002  -0.014
  275 10750  2.00  0.20  2.00  0.00  0.00 -20.079 -20.127 -19.454 -26.950  -0.524  -0.374  -0.069  -0.085
  276 10750  2.50  0.20  2.00  0.00  0.00 -20.038 -20.159 -19.470 -26.950  -0.508  -0.301  -0.086  -0.102
  277 10750  3.00  0.20  2.00  0.00  0.00 -19.993 -20.166 -19.475 -26.950  -0.503  -0.248  -0.088  -0.104
  278 10750  3.50  0.20  2.00  0.00  0.00 -19.947 -20.160 -19.476 -26.950  -0.503  -0.208  -0.081  -0.097
  279 10750  4.00  0.20  2.00  0.00  0.00 -19.902 -20.145 -19.476 -26.950  -0.502  -0.177  -0.065  -0.081
  280 10750  4.50  0.20  2.00  0.00  0.00 -19.862 -20.124 -19.478 -26.950  -0.500  -0.156  -0.042  -0.058
  281 10750  5.00  0.20  2.00  0.00  0.00 -19.830 -20.097 -19.483 -26.950  -0.496  -0.148  -0.011  -0.027
  282 11000  2.00  0.20  2.00  0.00  0.00 -20.167 -20.181 -19.504 -27.050  -0.574  -0.408  -0.073  -0.089
  283 11000  2.50  0.20  2.00  0.00  0.00 -20.128 -20.215 -19.521 -27.050  -0.557  -0.335  -0.091  -0.107
  284 11000  3.00  0.20  2.00  0.00  0.00 -20.083 -20.223 -19.526 -27.050  -0.552  -0.282  -0.094  -0.110
  285 11000  3.50  0.20  2.00  0.00  0.00 -20.036 -20.217 -19.526 -27.050  -0.552  -0.240  -0.088  -0.104
  286 11000  4.00  0.20  2.00  0.00  0.00 -19.991 -20.203 -19.526 -27.050  -0.552  -0.208  -0.073  -0.089
  287 11000  4.50  0.20  2.00  0.00  0.00 -19.949 -20.182 -19.527 -27.050  -0.551  -0.185  -0.052  -0.068
  288 11000  5.00  0.20  2.00  0.00  0.00 -19.915 -20.157 -19.530 -27.050  -0.548  -0.174  -0.023  -0.039
  289 11250  2.00  0.20  2.00  0.00  0.00 -20.250 -20.233 -19.552 -27.147  -0.623  -0.439  -0.078  -0.094
  290 11250  2.50  0.20  2.00  0.00  0.00 -20.213 -20.269 -19.570 -27.147  -0.606  -0.366  -0.096  -0.112
  291 11250  3.00  0.20  2.00  0.00  0.00 -20.169 -20.277 -19.575 -27.147  -0.601  -0.313  -0.099  -0.115
  292 11250  3.50  0.20  2.00  0.00  0.00 -20.122 -20.272 -19.575 -27.147  -0.601  -0.271  -0.094  -0.110
  293 11250  4.00  0.20  2.00  0.00  0.00 -20.076 -20.258 -19.574 -27.147  -0.602  -0.238  -0.081  -0.097
  294 11250  4.50  0.20  2.00  0.00  0.00 -20.034 -20.238 -19.574 -27.147  -0.602  -0.214  -0.061  -0.077
  295 11250  5.00  0.20  2.00  0.00  0.00 -19.998 -20.213 -19.576 -27.147  -0.600  -0.201  -0.034  -0.050
  296 11500  2.00  0.20  2.00  0.00  0.00 -20.330 -20.283 -19.598 -27.243  -0.673  -0.469  -0.082  -0.098
  297 11500  2.50  0.20  2.00  0.00  0.00 -20.294 -20.320 -19.617 -27.243  -0.654  -0.396  -0.100  -0.116
  298 11500  3.00  0.20  2.00  0.00  0.00 -20.251 -20.329 -19.622 -27.243  -0.649  -0.343  -0.104  -0.120
  299 11500  3.50  0.20  2.00  0.00  0.00 -20.205 -20.325 -19.622 -27.243  -0.649  -0.301  -0.099  -0.115
  300 11500  4.00  0.20  2.00  0.00  0.00 -20.158 -20.311 -19.620 -27.243  -0.651  -0.268  -0.087  -0.103
  301 11500  4.50  0.20  2.00  0.00  0.00 -20.115 -20.291 -19.619 -27.243  -0.652  -0.243  -0.069  -0.085
  302 11500  5.00  0.20  2.00  0.00  0.00 -20.078 -20.267 -19.620 -27.243  -0.651  -0.228  -0.044  -0.060
  303 11750  2.00  0.20  2.00  0.00  0.00 -20.405 -20.331 -19.642 -27.336  -0.722  -0.496  -0.086  -0.102
  304 11750  2.50  0.20  2.00  0.00  0.00 -20.371 -20.370 -19.662 -27.336  -0.703  -0.424  -0.104  -0.120
  305 11750  3.00  0.20  2.00  0.00  0.00 -20.329 -20.379 -19.667 -27.336  -0.697  -0.372  -0.109  -0.125
  306 11750  3.50  0.20  2.00  0.00  0.00 -20.284 -20.375 -19.667 -27.336  -0.697  -0.330  -0.104  -0.120
  307 11750  4.00  0.20  2.00  0.00  0.00 -20.238 -20.362 -19.665 -27.336  -0.699  -0.297  -0.093  -0.109
  308 11750  4.50  0.20  2.00  0.00  0.00 -20.194 -20.343 -19.663 -27.336  -0.701  -0.271  -0.076  -0.092
  309 11750  5.00  0.20  2.00  0.00  0.00 -20.156 -20.319 -19.663 -27.336  -0.701  -0.254  -0.052  -0.068
  310 12000  2.50  0.20  2.00  0.00  0.00 -20.444 -20.417 -19.705 -27.428  -0.751  -0.450  -0.109  -0.125
  311 12000  3.00  0.20  2.00  0.00  0.00 -20.403 -20.427 -19.710 -27.428  -0.745  -0.399  -0.113  -0.129
  312 12000  3.50  0.20  2.00  0.00  0.00 -20.359 -20.424 -19.711 -27.428  -0.745  -0.358  -0.109  -0.125
  313 12000  4.00  0.20  2.00  0.00  0.00 -20.314 -20.411 -19.708 -27.428  -0.747  -0.324  -0.099  -0.115
  314 12000  4.50  0.20  2.00  0.00  0.00 -20.271 -20.392 -19.706 -27.428  -0.750  -0.298  -0.082  -0.098
  315 12000  5.00  0.20  2.00  0.00  0.00 -20.232 -20.369 -19.705 -27.428  -0.751  -0.281  -0.060  -0.076
  316 12250  2.50  0.20  2.00  0.00  0.00 -20.513 -20.463 -19.747 -27.517  -0.799  -0.474  -0.113  -0.129
  317 12250  3.00  0.20  2.00  0.00  0.00 -20.475 -20.474 -19.752 -27.517  -0.793  -0.424  -0.118  -0.134
  318 12250  3.50  0.20  2.00  0.00  0.00 -20.432 -20.470 -19.753 -27.517  -0.793  -0.384  -0.114  -0.130
  319 12250  4.00  0.20  2.00  0.00  0.00 -20.388 -20.458 -19.750 -27.517  -0.795  -0.351  -0.104  -0.120
  320 12250  4.50  0.20  2.00  0.00  0.00 -20.344 -20.439 -19.748 -27.517  -0.798  -0.325  -0.088  -0.104
  321 12250  5.00  0.20  2.00  0.00  0.00 -20.305 -20.417 -19.746 -27.517  -0.799  -0.306  -0.067  -0.083
  322 12500  2.50  0.20  2.00  0.00  0.00 -20.580 -20.507 -19.787 -27.605  -0.846  -0.497  -0.117  -0.133
  323 12500  3.00  0.20  2.00  0.00  0.00 -20.543 -20.518 -19.793 -27.605  -0.840  -0.447  -0.122  -0.138
  324 12500  3.50  0.20  2.00  0.00  0.00 -20.501 -20.515 -19.793 -27.605  -0.840  -0.408  -0.119  -0.135
  325 12500  4.00  0.20  2.00  0.00  0.00 -20.458 -20.503 -19.791 -27.605  -0.842  -0.376  -0.109  -0.125
  326 12500  4.50  0.20  2.00  0.00  0.00 -20.415 -20.485 -19.788 -27.605  -0.845  -0.350  -0.094  -0.110
  327 12500  5.00  0.20  2.00  0.00  0.00 -20.376 -20.463 -19.786 -27.605  -0.847  -0.332  -0.074  -0.090
  328 12750  2.50  0.20  2.00  0.00  0.00 -20.645 -20.550 -19.826 -27.691  -0.893  -0.518  -0.120  -0.136
  329 12750  3.00  0.20  2.00  0.00  0.00 -20.608 -20.562 -19.832 -27.691  -0.887  -0.469  -0.126  -0.142
  330 12750  3.50  0.20  2.00  0.00  0.00 -20.568 -20.559 -19.832 -27.691  -0.887  -0.431  -0.123  -0.139
  331 12750  4.00  0.20  2.00  0.00  0.00 -20.526 -20.547 -19.830 -27.691  -0.889  -0.400  -0.114  -0.130
  332 12750  4.50  0.20  2.00  0.00  0.00 -20.484 -20.529 -19.827 -27.691  -0.892  -0.375  -0.099  -0.115
  333 12750  5.00  0.20  2.00  0.00  0.00 -20.445 -20.508 -19.824 -27.691  -0.895  -0.356  -0.080  -0.096
  334 13000  2.50  0.20  2.00  0.00  0.00 -20.707 -20.592 -19.864 -27.775  -0.939  -0.539  -0.124  -0.140
  335 13000  3.00  0.20  2.00  0.00  0.00 -20.670 -20.604 -19.870 -27.775  -0.934  -0.490  -0.130  -0.146
  336 13000  3.50  0.20  2.00  0.00  0.00 -20.631 -20.601 -19.870 -27.775  -0.933  -0.453  -0.127  -0.143
  337 13000  4.00  0.20  2.00  0.00  0.00 -20.591 -20.590 -19.868 -27.775  -0.935  -0.423  -0.118  -0.134
  338 13000  4.50  0.20  2.00  0.00  0.00 -20.550 -20.572 -19.865 -27.775  -0.939  -0.398  -0.104  -0.120
  339 13000  5.00  0.20  2.00  0.00  0.00 -20.511 -20.551 -19.862 -27.775  -0.941  -0.380  -0.085  -0.101
  340 14000  2.00  0.20  2.00  0.00  0.00 -20.976 -20.704 -19.987 -28.097  -1.138  -0.696  -0.113  -0.129
  341 14000  2.50  0.20  2.00  0.00  0.00 -20.936 -20.748 -20.007 -28.097  -1.119  -0.613  -0.137  -0.153
  342 14000  3.00  0.20  2.00  0.00  0.00 -20.899 -20.759 -20.011 -28.097  -1.114  -0.564  -0.145  -0.161
  343 14000  3.50  0.20  2.00  0.00  0.00 -20.863 -20.758 -20.011 -28.097  -1.114  -0.529  -0.143  -0.159
  344 14000  4.00  0.20  2.00  0.00  0.00 -20.827 -20.748 -20.009 -28.097  -1.116  -0.501  -0.135  -0.151
  345 14000  4.50  0.20  2.00  0.00  0.00 -20.790 -20.731 -20.005 -28.097  -1.120  -0.481  -0.122  -0.138
  346 14000  5.00  0.20  2.00  0.00  0.00 -20.754 -20.709 -20.002 -28.097  -1.124  -0.465  -0.104  -0.120
  347 15000  2.50  0.20  2.00  0.00  0.00 -21.143 -20.891 -20.139 -28.397  -1.286  -0.677  -0.149  -0.165
  348 15000  3.00  0.20  2.00  0.00  0.00 -21.102 -20.901 -20.140 -28.397  -1.285  -0.626  -0.158  -0.174
  349 15000  3.50  0.20  2.00  0.00  0.00 -21.067 -20.900 -20.139 -28.397  -1.286  -0.591  -0.157  -0.173
  350 15000  4.00  0.20  2.00  0.00  0.00 -21.034 -20.891 -20.137 -28.397  -1.288  -0.566  -0.151  -0.167
  351 15000  4.50  0.20  2.00  0.00  0.00 -20.999 -20.873 -20.132 -28.397  -1.293  -0.548  -0.138  -0.154
  352 15000  5.00  0.20  2.00  0.00  0.00 -20.965 -20.851 -20.127 -28.397  -1.298  -0.535  -0.121  -0.137
  353 16000  2.50  0.20  2.00  0.00  0.00 -21.336 -21.026 -20.263 -28.677  -1.442  -0.735  -0.159  -0.175
  354 16000  3.00  0.20  2.00  0.00  0.00 -21.287 -21.032 -20.259 -28.677  -1.446  -0.681  -0.169  -0.185
  355 16000  3.50  0.20  2.00  0.00  0.00 -21.250 -21.029 -20.256 -28.677  -1.449  -0.646  -0.170  -0.186
  356 16000  4.00  0.20  2.00  0.00  0.00 -21.218 -21.021 -20.254 -28.677  -1.451  -0.621  -0.164  -0.180
  357 16000  4.50  0.20  2.00  0.00  0.00 -21.185 -21.005 -20.249 -28.677  -1.456  -0.604  -0.152  -0.168
  358 16000  5.00  0.20  2.00  0.00  0.00 -21.152 -20.981 -20.242 -28.677  -1.463  -0.593  -0.136  -0.152
  359 17000  2.50  0.20  2.00  0.00  0.00 -21.519 -21.154 -20.383 -28.940  -1.585  -0.790  -0.167  -0.183
  360 17000  3.00  0.20  2.00  0.00  0.00 -21.460 -21.155 -20.373 -28.940  -1.596  -0.730  -0.179  -0.195
  361 17000  3.50  0.20  2.00  0.00  0.00 -21.419 -21.150 -20.366 -28.940  -1.602  -0.694  -0.180  -0.196
  362 17000  4.00  0.20  2.00  0.00  0.00 -21.387 -21.142 -20.363 -28.940  -1.605  -0.669  -0.176  -0.192
  363 17000  4.50  0.20  2.00  0.00  0.00 -21.356 -21.127 -20.358 -28.940  -1.610  -0.652  -0.166  -0.182
  364 17000  5.00  0.20  2.00  0.00  0.00 -21.322 -21.102 -20.349 -28.940  -1.620  -0.642  -0.150  -0.166
  365 18000  2.50  0.20  2.00  0.00  0.00 -21.694 -21.275 -20.499 -29.189  -1.717  -0.845  -0.172  -0.188
  366 18000  3.00  0.20  2.00  0.00  0.00 -21.623 -21.273 -20.482 -29.189  -1.735  -0.776  -0.188  -0.204
  367 18000  3.50  0.20  2.00  0.00  0.00 -21.577 -21.264 -20.471 -29.189  -1.746  -0.738  -0.190  -0.206
  368 18000  4.00  0.20  2.00  0.00  0.00 -21.544 -21.256 -20.466 -29.189  -1.751  -0.713  -0.186  -0.202
  369 18000  4.50  0.20  2.00  0.00  0.00 -21.514 -21.242 -20.461 -29.189  -1.756  -0.696  -0.177  -0.193
  370 18000  5.00  0.20  2.00  0.00  0.00 -21.479 -21.216 -20.450 -29.189  -1.767  -0.686  -0.162  -0.178
  371 19000  2.50  0.20  2.00  0.00  0.00 -21.861 -21.389 -20.611 -29.423  -1.841  -0.899  -0.175  -0.191
  372 19000  3.00  0.20  2.00  0.00  0.00 -21.779 -21.387 -20.588 -29.423  -1.863  -0.819  -0.195  -0.211
  373 19000  3.50  0.20  2.00  0.00  0.00 -21.725 -21.373 -20.571 -29.423  -1.881  -0.778  -0.198  -0.214
  374 19000  4.00  0.20  2.00  0.00  0.00 -21.690 -21.362 -20.563 -29.423  -1.888  -0.754  -0.195  -0.211
  375 19000  4.50  0.20  2.00  0.00  0.00 -21.662 -21.349 -20.559 -29.423  -1.893  -0.737  -0.187  -0.203
  376 19000  5.00  0.20  2.00  0.00  0.00 -21.628 -21.325 -20.548 -29.423  -1.904  -0.727  -0.174  -0.190
  377 20000  3.00  0.20  2.00  0.00  0.00 -21.930 -21.496 -20.692 -29.646  -1.982  -0.861  -0.200  -0.216
  378 20000  3.50  0.20  2.00  0.00  0.00 -21.866 -21.476 -20.667 -29.646  -2.007  -0.816  -0.206  -0.222
  379 20000  4.00  0.20  2.00  0.00  0.00 -21.828 -21.463 -20.656 -29.646  -2.018  -0.791  -0.203  -0.219
  380 20000  4.50  0.20  2.00  0.00  0.00 -21.801 -21.451 -20.651 -29.646  -2.023  -0.775  -0.196  -0.212
  381 20000  5.00  0.20  2.00  0.00  0.00 -21.769 -21.429 -20.641 -29.646  -2.033  -0.765  -0.184  -0.200
  382 21000  3.00  0.20  2.00  0.00  0.00 -22.075 -21.601 -20.793 -29.858  -2.094  -0.901  -0.205  -0.221
  383 21000  3.50  0.20  2.00  0.00  0.00 -22.002 -21.577 -20.762 -29.858  -2.125  -0.852  -0.212  -0.228
  384 21000  4.00  0.20  2.00  0.00  0.00 -21.958 -21.559 -20.746 -29.858  -2.140  -0.825  -0.210  -0.226
  385 21000  4.50  0.20  2.00  0.00  0.00 -21.931 -21.546 -20.739 -29.858  -2.147  -0.810  -0.203  -0.219
  386 21000  5.00  0.20  2.00  0.00  0.00 -21.903 -21.527 -20.731 -29.858  -2.155  -0.801  -0.193  -0.209
  387 22000  3.00  0.20  2.00  0.00  0.00 -22.210 -21.700 -20.888 -30.060  -2.200  -0.937  -0.209  -0.225
  388 22000  3.50  0.20  2.00  0.00  0.00 -22.133 -21.674 -20.854 -30.060  -2.235  -0.886  -0.217  -0.233
  389 22000  4.00  0.20  2.00  0.00  0.00 -22.082 -21.652 -20.832 -30.060  -2.256  -0.857  -0.216  -0.232
  390 22000  4.50  0.20  2.00  0.00  0.00 -22.053 -21.637 -20.823 -30.060  -2.265  -0.842  -0.210  -0.226
  391 22000  5.00  0.20  2.00  0.00  0.00 -22.028 -21.620 -20.816 -30.060  -2.273  -0.833  -0.200  -0.216
  392 23000  3.00  0.20  2.00  0.00  0.00 -22.334 -21.795 -20.977 -30.253  -2.304  -0.966  -0.214  -0.230
  393 23000  3.50  0.20  2.00  0.00  0.00 -22.257 -21.768 -20.943 -30.253  -2.339  -0.917  -0.222  -0.238
  394 23000  4.00  0.20  2.00  0.00  0.00 -22.201 -21.741 -20.916 -30.253  -2.365  -0.887  -0.222  -0.238
  395 23000  4.50  0.20  2.00  0.00  0.00 -22.167 -21.723 -20.903 -30.253  -2.378  -0.871  -0.216  -0.232
  396 23000  5.00  0.20  2.00  0.00  0.00 -22.144 -21.707 -20.896 -30.253  -2.386  -0.863  -0.208  -0.224
  397 24000  3.00  0.20  2.00  0.00  0.00 -22.452 -21.888 -21.064 -30.438  -2.402  -0.992  -0.220  -0.236
  398 24000  3.50  0.20  2.00  0.00  0.00 -22.375 -21.858 -21.028 -30.438  -2.438  -0.944  -0.227  -0.243
  399 24000  4.00  0.20  2.00  0.00  0.00 -22.315 -21.828 -20.998 -30.438  -2.468  -0.914  -0.227  -0.243
  400 24000  4.50  0.20  2.00  0.00  0.00 -22.276 -21.806 -20.981 -30.438  -2.485  -0.897  -0.222  -0.238
  401 24000  5.00  0.20  2.00  0.00  0.00 -22.252 -21.789 -20.972 -30.438  -2.494  -0.889  -0.214  -0.230
  402 25000  3.00  0.20  2.00  0.00  0.00 -22.567 -21.979 -21.151 -30.615  -2.493  -1.017  -0.225  -0.241
  403 25000  3.50  0.20  2.00  0.00  0.00 -22.485 -21.945 -21.109 -30.615  -2.534  -0.968  -0.233  -0.249
  404 25000  4.00  0.20  2.00  0.00  0.00 -22.424 -21.913 -21.077 -30.615  -2.566  -0.939  -0.232  -0.248
  405 25000  4.50  0.20  2.00  0.00  0.00 -22.382 -21.888 -21.057 -30.615  -2.587  -0.921  -0.228  -0.244
  406 25000  5.00  0.20  2.00  0.00  0.00 -22.355 -21.869 -21.045 -30.615  -2.598  -0.912  -0.220  -0.236
  407 26000  3.00  0.20  2.00  0.00  0.00 -22.679 -22.066 -21.235 -30.786  -2.578  -1.041  -0.227  -0.243
  408 26000  3.50  0.20  2.00  0.00  0.00 -22.592 -22.032 -21.189 -30.786  -2.624  -0.988  -0.239  -0.255
  409 26000  4.00  0.20  2.00  0.00  0.00 -22.528 -21.995 -21.154 -30.786  -2.660  -0.961  -0.238  -0.254
  410 26000  4.50  0.20  2.00  0.00  0.00 -22.483 -21.967 -21.131 -30.786  -2.683  -0.943  -0.233  -0.249
  411 26000  5.00  0.20  2.00  0.00  0.00 -22.454 -21.946 -21.117 -30.786  -2.697  -0.934  -0.226  -0.242
  412 27000  3.50  0.20  2.00  0.00  0.00 -22.698 -22.119 -21.270 -30.949  -2.707  -1.007  -0.245  -0.261
  413 27000  4.00  0.20  2.00  0.00  0.00 -22.629 -22.077 -21.230 -30.949  -2.748  -0.980  -0.244  -0.260
  414 27000  4.50  0.20  2.00  0.00  0.00 -22.582 -22.046 -21.204 -30.949  -2.774  -0.964  -0.239  -0.255
  415 27000  5.00  0.20  2.00  0.00  0.00 -22.550 -22.023 -21.187 -30.949  -2.790  -0.955  -0.232  -0.248
  416 28000  3.50  0.20  2.00  0.00  0.00 -22.802 -22.206 -21.351 -31.107  -2.784  -1.026  -0.251  -0.267
  417 28000  4.00  0.20  2.00  0.00  0.00 -22.728 -22.159 -21.305 -31.107  -2.830  -0.997  -0.250  -0.266
  418 28000  4.50  0.20  2.00  0.00  0.00 -22.678 -22.124 -21.276 -31.107  -2.860  -0.982  -0.245  -0.261
  419 28000  5.00  0.20  2.00  0.00  0.00 -22.644 -22.098 -21.257 -31.107  -2.878  -0.973  -0.237  -0.253
  420 29000  3.50  0.20  2.00  0.00  0.00 -22.902 -22.288 -21.429 -31.260  -2.859  -1.043  -0.256  -0.272
  421 29000  4.00  0.20  2.00  0.00  0.00 -22.827 -22.242 -21.381 -31.260  -2.907  -1.014  -0.257  -0.273
  422 29000  4.50  0.20  2.00  0.00  0.00 -22.772 -22.202 -21.348 -31.260  -2.940  -0.998  -0.251  -0.267
  423 29000  5.00  0.20  2.00  0.00  0.00 -22.736 -22.174 -21.327 -31.260  -2.961  -0.990  -0.243  -0.259
  424 30000  3.50  0.20  2.00  0.00  0.00 -22.991 -22.363 -21.500 -31.407  -2.935  -1.058  -0.259  -0.275
  425 30000  4.00  0.20  2.00  0.00  0.00 -22.923 -22.323 -21.457 -31.407  -2.979  -1.030  -0.263  -0.279
  426 30000  4.50  0.20  2.00  0.00  0.00 -22.866 -22.281 -21.420 -31.407  -3.015  -1.014  -0.257  -0.273
  427 30000  5.00  0.20  2.00  0.00  0.00 -22.828 -22.250 -21.396 -31.407  -3.039  -1.006  -0.250  -0.266
  428 31000  3.50  0.20  2.00  0.00  0.00 -23.069 -22.428 -21.562 -31.549  -3.016  -1.070  -0.262  -0.278
  429 31000  4.00  0.20  2.00  0.00  0.00 -23.015 -22.400 -21.529 -31.549  -3.049  -1.044  -0.268  -0.284
  430 31000  4.50  0.20  2.00  0.00  0.00 -22.958 -22.359 -21.492 -31.549  -3.086  -1.028  -0.264  -0.280
  431 31000  5.00  0.20  2.00  0.00  0.00 -22.918 -22.325 -21.466 -31.549  -3.112  -1.021  -0.256  -0.272
