
       Teff log g  [M]a Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
    1  3500  0.00 -2.00  4.00  1.25  0.00   4.718   4.709   1.492   0.572   0.587   0.578   2.511   2.094   0.152
    2  3500  0.50 -2.00  4.00  1.25  0.00   4.571   4.561   1.367   0.614   0.606   0.596   2.478   1.943   0.200
    3  3500  1.00 -2.00  4.00  1.25  0.00   4.343   4.334   1.256   0.607   0.616   0.607   2.446   1.791   0.244
    4  3500  1.50 -2.00  4.00  1.25  0.00   4.027   4.017   1.178   0.551   0.567   0.558   2.433   1.656   0.245
    5  3500  2.00 -2.00  4.00  1.25  0.00   3.715   3.707   1.136   0.477   0.487   0.478   2.439   1.558   0.214
    6  3500  2.50 -2.00  4.00  1.25  0.00   3.486   3.478   1.105   0.428   0.419   0.411   2.442   1.486   0.190
    7  3500  3.00 -2.00  4.00  1.25  0.00   3.352   3.345   1.089   0.408   0.356   0.348   2.434   1.446   0.177
    8  3500  3.50 -2.00  4.00  1.25  0.00   3.276   3.269   1.085   0.413   0.277   0.271   2.417   1.428   0.167
    9  3500  4.00 -2.00  4.00  1.25  0.00   3.211   3.205   1.088   0.431   0.171   0.166   2.394   1.420   0.153
   10  3500  4.50 -2.00  4.00  1.25  0.00   3.118   3.114   1.095   0.443   0.041   0.036   2.364   1.410   0.137
   11  3500  5.00 -2.00  4.00  1.25  0.00   2.987   2.984   1.104   0.439  -0.102  -0.106   2.326   1.396   0.125
   12  3750  0.00 -2.00  4.00  1.25  0.00   4.284   4.276   1.289   0.548   0.608   0.600   2.550   1.814   0.135
   13  3750  0.50 -2.00  4.00  1.25  0.00   4.105   4.096   1.166   0.596   0.579   0.571   2.532   1.658   0.151
   14  3750  1.00 -2.00  4.00  1.25  0.00   3.881   3.872   1.065   0.610   0.530   0.521   2.509   1.517   0.164
   15  3750  1.50 -2.00  4.00  1.25  0.00   3.653   3.644   0.991   0.601   0.467   0.458   2.481   1.402   0.175
   16  3750  2.00 -2.00  4.00  1.25  0.00   3.440   3.432   0.945   0.570   0.408   0.399   2.457   1.317   0.181
   17  3750  2.50 -2.00  4.00  1.25  0.00   3.250   3.243   0.938   0.502   0.368   0.360   2.454   1.276   0.171
   18  3750  3.00 -2.00  4.00  1.25  0.00   3.102   3.095   0.944   0.433   0.347   0.340   2.457   1.256   0.161
   19  3750  3.50 -2.00  4.00  1.25  0.00   3.000   2.993   0.945   0.392   0.323   0.317   2.454   1.239   0.156
   20  3750  4.00 -2.00  4.00  1.25  0.00   2.931   2.925   0.949   0.375   0.280   0.275   2.441   1.230   0.154
   21  3750  4.50 -2.00  4.00  1.25  0.00   2.860   2.855   0.956   0.370   0.206   0.201   2.421   1.225   0.147
   22  3750  5.00 -2.00  4.00  1.25  0.00   2.764   2.760   0.965   0.368   0.096   0.092   2.395   1.217   0.135
   23  4000  0.00 -2.00  4.00  1.25  0.00   3.842   3.835   1.128   0.451   0.681   0.674   2.560   1.573   0.162
   24  4000  0.50 -2.00  4.00  1.25  0.00   3.629   3.622   1.016   0.475   0.646   0.639   2.550   1.423   0.168
   25  4000  1.00 -2.00  4.00  1.25  0.00   3.386   3.379   0.924   0.482   0.573   0.567   2.539   1.287   0.160
   26  4000  1.50 -2.00  4.00  1.25  0.00   3.158   3.152   0.854   0.482   0.483   0.477   2.526   1.176   0.146
   27  4000  2.00 -2.00  4.00  1.25  0.00   2.978   2.972   0.808   0.481   0.398   0.392   2.510   1.098   0.136
   28  4000  2.50 -2.00  4.00  1.25  0.00   2.862   2.856   0.782   0.482   0.333   0.327   2.490   1.051   0.135
   29  4000  3.00 -2.00  4.00  1.25  0.00   2.787   2.782   0.783   0.455   0.308   0.302   2.478   1.038   0.138
   30  4000  3.50 -2.00  4.00  1.25  0.00   2.729   2.724   0.803   0.403   0.314   0.309   2.475   1.048   0.142
   31  4000  4.00 -2.00  4.00  1.25  0.00   2.669   2.664   0.820   0.356   0.315   0.310   2.471   1.054   0.145
   32  4000  4.50 -2.00  4.00  1.25  0.00   2.610   2.605   0.832   0.325   0.294   0.289   2.461   1.056   0.147
   33  4000  5.00 -2.00  4.00  1.25  0.00   2.545   2.540   0.843   0.308   0.242   0.238   2.445   1.055   0.144
   34  4250  0.50 -2.00  4.00  1.25  0.00   3.206   3.199   0.890   0.371   0.681   0.675   2.550   1.221   0.189
   35  4250  0.50 -2.00  4.00  1.25  0.00   3.206   3.199   0.890   0.371   0.681   0.675   2.550   1.221   0.189
   36  4250  1.00 -2.00  4.00  1.25  0.00   2.972   2.966   0.814   0.368   0.606   0.600   2.544   1.103   0.174
   37  4250  1.50 -2.00  4.00  1.25  0.00   2.761   2.755   0.755   0.365   0.518   0.512   2.538   1.006   0.153
   38  4250  2.00 -2.00  4.00  1.25  0.00   2.594   2.590   0.715   0.364   0.435   0.430   2.530   0.936   0.135
