TEFF   3500.  GRAVITY 0.00000 LTE 
TITLE  [-2.0A] N(He)/Ntot=0.089 VTURB=4  L/H=1.25 NOVER                         
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.01000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
 ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -2.71
 ABUNDANCE CHANGE  9  -7.48 10  -3.55 11  -5.71 12  -4.06 13  -5.57 14  -4.09
 ABUNDANCE CHANGE 15  -6.59 16  -4.43 17  -6.54 18  -5.08 19  -6.82 20  -5.28
 ABUNDANCE CHANGE 21  -8.94 22  -6.65 23  -8.04 24  -6.37 25  -6.65 26  -4.53
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
 ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
 ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
 ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
 ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
 1.50085959E-01   2089.0 1.501E-01 5.348E+04 8.885E-07 8.005E-05 4.000E+05 0.000E+00 0.000E+00
 2.00018179E-01   2089.0 2.000E-01 6.955E+04 8.929E-07 8.842E-05 4.000E+05 0.000E+00 0.000E+00
 2.62104761E-01   2089.0 2.621E-01 9.675E+04 1.010E-06 6.303E-05 4.000E+05 0.000E+00 0.000E+00
 3.39865830E-01   2092.4 3.391E-01 1.246E+05 1.048E-06 6.127E-05 4.000E+05 0.000E+00 0.000E+00
 4.40833485E-01   2103.9 4.378E-01 1.597E+05 1.085E-06 5.914E-05 4.000E+05 0.000E+00 0.000E+00
 5.75206175E-01   2131.0 5.652E-01 2.035E+05 1.119E-06 5.881E-05 4.000E+05 0.000E+00 0.000E+00
 7.57289182E-01   2167.3 7.311E-01 2.570E+05 1.141E-06 6.140E-05 4.000E+05 0.000E+00 0.000E+00
 1.00342333E+00   2204.2 9.470E-01 3.277E+05 1.178E-06 6.297E-05 4.000E+05 0.000E+00 0.000E+00
 1.26910899E+00   2220.3 1.222E+00 4.242E+05 1.248E-06 5.678E-05 4.000E+05 0.000E+00 0.000E+00
 1.61168234E+00   2235.3 1.566E+00 5.484E+05 1.332E-06 5.051E-05 4.000E+05 0.000E+00 0.000E+00
 2.04082470E+00   2254.1 1.997E+00 7.052E+05 1.420E-06 4.593E-05 4.000E+05 0.000E+00 0.000E+00
 2.58042761E+00   2275.5 2.536E+00 9.038E+05 1.514E-06 4.250E-05 4.000E+05 0.000E+00 0.000E+00
 3.25356332E+00   2297.2 3.209E+00 1.156E+06 1.616E-06 3.937E-05 4.000E+05 0.000E+00 0.000E+00
 4.09793022E+00   2316.0 4.052E+00 1.467E+06 1.717E-06 3.612E-05 4.000E+05 0.000E+00 0.000E+00
 5.15490012E+00   2335.7 5.109E+00 1.863E+06 1.830E-06 3.343E-05 4.000E+05 0.000E+00 0.000E+00
 6.47568085E+00   2356.0 6.429E+00 2.366E+06 1.956E-06 3.119E-05 4.000E+05 0.000E+00 0.000E+00
 8.12049580E+00   2377.0 8.075E+00 3.006E+06 2.096E-06 2.935E-05 4.000E+05 0.000E+00 0.000E+00
 1.01632077E+01   2398.4 1.012E+01 3.816E+06 2.254E-06 2.780E-05 4.000E+05 0.000E+00 0.000E+00
 1.26976842E+01   2417.8 1.265E+01 4.815E+06 2.421E-06 2.616E-05 4.000E+05 0.000E+00 0.000E+00
 1.58404503E+01   2437.5 1.580E+01 6.072E+06 2.608E-06 2.482E-05 4.000E+05 0.000E+00 0.000E+00
 1.97231060E+01   2457.7 1.968E+01 7.653E+06 2.820E-06 2.370E-05 4.000E+05 0.000E+00 0.000E+00
 2.45032250E+01   2478.4 2.446E+01 9.640E+06 3.061E-06 2.274E-05 4.000E+05 0.000E+00 0.000E+00
 3.03648399E+01   2499.7 3.032E+01 1.213E+07 3.334E-06 2.190E-05 4.000E+05 0.000E+00 0.000E+00
 3.75327962E+01   2520.7 3.749E+01 1.523E+07 3.640E-06 2.109E-05 4.000E+05 0.000E+00 0.000E+00
 4.62746028E+01   2542.0 4.624E+01 1.909E+07 3.986E-06 2.037E-05 4.000E+05 0.000E+00 0.000E+00
 5.69023724E+01   2563.9 5.686E+01 2.392E+07 4.379E-06 1.977E-05 4.000E+05 0.000E+00 0.000E+00
 6.97799744E+01   2586.3 6.974E+01 2.995E+07 4.828E-06 1.926E-05 4.000E+05 0.000E+00 0.000E+00
 8.53292851E+01   2609.3 8.529E+01 3.748E+07 5.341E-06 1.885E-05 4.000E+05 0.000E+00 0.000E+00
 1.04039196E+02   2633.0 1.040E+02 4.688E+07 5.929E-06 1.854E-05 4.000E+05 0.000E+00 0.000E+00
 1.26473681E+02   2657.0 1.264E+02 5.858E+07 6.605E-06 1.835E-05 4.000E+05 0.000E+00 0.000E+00
 1.53272302E+02   2681.6 1.532E+02 7.318E+07 7.388E-06 1.827E-05 4.000E+05 0.000E+00 0.000E+00
 1.85157347E+02   2706.8 1.851E+02 9.133E+07 8.296E-06 1.833E-05 4.000E+05 0.000E+00 0.000E+00
 2.22946222E+02   2732.4 2.229E+02 1.138E+08 9.353E-06 1.851E-05 4.000E+05 0.000E+00 0.000E+00
 2.67564374E+02   2758.2 2.675E+02 1.416E+08 1.058E-05 1.886E-05 4.000E+05 0.000E+00 0.000E+00
 3.20032709E+02   2784.1 3.200E+02 1.757E+08 1.202E-05 1.942E-05 4.000E+05 0.000E+00 0.000E+00
 3.81551933E+02   2809.4 3.815E+02 2.168E+08 1.369E-05 2.017E-05 4.000E+05 0.000E+00 0.000E+00
 4.53518587E+02   2834.4 4.535E+02 2.666E+08 1.562E-05 2.112E-05 4.000E+05 0.000E+00 0.000E+00
 5.37450209E+02   2859.2 5.374E+02 3.268E+08 1.789E-05 2.232E-05 4.000E+05 0.000E+00 0.000E+00
 6.35001243E+02   2884.4 6.349E+02 3.997E+08 2.057E-05 2.379E-05 4.000E+05 0.000E+00 0.000E+00
 7.47769893E+02   2910.6 7.477E+02 4.890E+08 2.381E-05 2.566E-05 4.000E+05 0.000E+00 0.000E+00
 8.77219859E+02   2938.1 8.771E+02 5.991E+08 2.777E-05 2.794E-05 4.000E+05 0.000E+00 0.000E+00
 1.02458992E+03   2967.9 1.024E+03 7.365E+08 3.268E-05 3.074E-05 4.000E+05 0.000E+00 0.000E+00
 1.19060358E+03   3000.6 1.190E+03 9.102E+08 3.891E-05 3.421E-05 4.000E+05 0.000E+00 0.000E+00
 1.37525738E+03   3037.3 1.375E+03 1.133E+09 4.698E-05 3.858E-05 4.000E+05 0.000E+00 0.000E+00
