
       Teff log g  [M]a Vturb  l/H   small     big    beta
   53  4500  4.00 -2.00  4.00  1.25 -15.515 -15.517   2.513
   54  4500  4.50 -2.00  4.00  1.25 -15.508 -15.505   2.507
   55  4500  5.00 -2.00  4.00  1.25 -15.499 -15.492   2.501
   56  4750  0.00 -2.00  4.00  1.25 -15.735 -15.768   2.555
   57  4750  0.50 -2.00  4.00  1.25 -15.784 -15.813   2.550
   58  4750  1.00 -2.00  4.00  1.25 -15.822 -15.848   2.545
   59  4750  1.50 -2.00  4.00  1.25 -15.849 -15.872   2.542
   60  4750  2.00 -2.00  4.00  1.25 -15.867 -15.889   2.539
   61  4750  2.50 -2.00  4.00  1.25 -15.880 -15.899   2.537
   62  4750  3.00 -2.00  4.00  1.25 -15.888 -15.906   2.534
   63  4750  3.50 -2.00  4.00  1.25 -15.895 -15.910   2.531
   64  4750  4.00 -2.00  4.00  1.25 -15.898 -15.911   2.527
   65  4750  4.50 -2.00  4.00  1.25 -15.897 -15.906   2.523
   66  4750  5.00 -2.00  4.00  1.25 -15.890 -15.897   2.519
   67  5000  0.00 -2.00  4.00  1.25 -16.162 -16.200   2.563
   68  5000  0.50 -2.00  4.00  1.25 -16.184 -16.219   2.557
   69  5000  1.00 -2.00  4.00  1.25 -16.201 -16.232   2.552
   70  5000  1.50 -2.00  4.00  1.25 -16.211 -16.239   2.548
   71  5000  2.00 -2.00  4.00  1.25 -16.217 -16.243   2.545
   72  5000  2.50 -2.00  4.00  1.25 -16.221 -16.244   2.542
   73  5000  3.00 -2.00  4.00  1.25 -16.224 -16.246   2.540
   74  5000  3.50 -2.00  4.00  1.25 -16.226 -16.247   2.539
   75  5000  4.00 -2.00  4.00  1.25 -16.228 -16.248   2.537
   76  5000  4.50 -2.00  4.00  1.25 -16.228 -16.246   2.535
   77  5000  5.00 -2.00  4.00  1.25 -16.225 -16.242   2.533
   78  5250  0.00 -2.00  4.00  1.25 -16.524 -16.572   2.575
   79  5250  0.50 -2.00  4.00  1.25 -16.530 -16.573   2.569
   80  5250  1.00 -2.00  4.00  1.25 -16.531 -16.571   2.563
   81  5250  1.50 -2.00  4.00  1.25 -16.530 -16.565   2.558
   82  5250  2.00 -2.00  4.00  1.25 -16.525 -16.558   2.554
   83  5250  2.50 -2.00  4.00  1.25 -16.521 -16.551   2.551
   84  5250  3.00 -2.00  4.00  1.25 -16.518 -16.546   2.548
   85  5250  3.50 -2.00  4.00  1.25 -16.517 -16.544   2.546
   86  5250  4.00 -2.00  4.00  1.25 -16.518 -16.543   2.545
   87  5250  4.50 -2.00  4.00  1.25 -16.518 -16.543   2.544
   88  5250  5.00 -2.00  4.00  1.25 -16.516 -16.541   2.543
   89  5500  0.00 -2.00  4.00  1.25 -16.839 -16.899   2.591
   90  5500  0.50 -2.00  4.00  1.25 -16.833 -16.888   2.585
   91  5500  1.00 -2.00  4.00  1.25 -16.824 -16.876   2.580
   92  5500  1.50 -2.00  4.00  1.25 -16.814 -16.861   2.574
   93  5500  2.00 -2.00  4.00  1.25 -16.802 -16.845   2.569
   94  5500  2.50 -2.00  4.00  1.25 -16.790 -16.830   2.565
   95  5500  3.00 -2.00  4.00  1.25 -16.780 -16.817   2.561
   96  5500  3.50 -2.00  4.00  1.25 -16.774 -16.809   2.558
   97  5500  4.00 -2.00  4.00  1.25 -16.773 -16.806   2.555
   98  5500  4.50 -2.00  4.00  1.25 -16.773 -16.805   2.554
   99  5500  5.00 -2.00  4.00  1.25 -16.773 -16.805   2.553
  100  5750  0.00 -2.00  4.00  1.25 -17.118 -17.192   2.610
  101  5750  0.50 -2.00  4.00  1.25 -17.104 -17.174   2.605
  102  5750  1.00 -2.00  4.00  1.25 -17.088 -17.154   2.600
  103  5750  1.50 -2.00  4.00  1.25 -17.071 -17.133   2.594
  104  5750  2.00 -2.00  4.00  1.25 -17.053 -17.110   2.588
  105  5750  2.50 -2.00  4.00  1.25 -17.035 -17.089   2.583
  106  5750  3.00 -2.00  4.00  1.25 -17.019 -17.069   2.578
  107  5750  3.50 -2.00  4.00  1.25 -17.007 -17.054   2.574
  108  5750  4.00 -2.00  4.00  1.25 -17.001 -17.045   2.570
  109  5750  4.50 -2.00  4.00  1.25 -17.000 -17.042   2.567
  110  5750  5.00 -2.00  4.00  1.25 -17.001 -17.041   2.565
  111  6000  0.00 -2.00  4.00  1.25 -17.370 -17.458   2.630
  112  6000  0.50 -2.00  4.00  1.25 -17.350 -17.436   2.627
  113  6000  1.00 -2.00  4.00  1.25 -17.328 -17.412   2.623
  114  6000  1.50 -2.00  4.00  1.25 -17.306 -17.386   2.618
  115  6000  2.00 -2.00  4.00  1.25 -17.283 -17.359   2.612
  116  6000  2.50 -2.00  4.00  1.25 -17.261 -17.332   2.606
  117  6000  3.00 -2.00  4.00  1.25 -17.240 -17.306   2.600
  118  6000  3.50 -2.00  4.00  1.25 -17.222 -17.284   2.594
  119  6000  4.00 -2.00  4.00  1.25 -17.210 -17.268   2.589
  120  6000  4.50 -2.00  4.00  1.25 -17.205 -17.260   2.585
  121  6000  5.00 -2.00  4.00  1.25 -17.204 -17.257   2.581
  122  6250  0.50 -2.00  4.00  1.25 -17.574 -17.678   2.651
  123  6250  1.00 -2.00  4.00  1.25 -17.550 -17.652   2.649
  124  6250  1.50 -2.00  4.00  1.25 -17.524 -17.623   2.645
  125  6250  2.00 -2.00  4.00  1.25 -17.497 -17.593   2.640
  126  6250  2.50 -2.00  4.00  1.25 -17.470 -17.561   2.634
  127  6250  3.00 -2.00  4.00  1.25 -17.444 -17.530   2.627
  128  6250  3.50 -2.00  4.00  1.25 -17.421 -17.502   2.620
  129  6250  4.00 -2.00  4.00  1.25 -17.403 -17.479   2.613
  130  6250  4.50 -2.00  4.00  1.25 -17.392 -17.463   2.607
  131  6250  5.00 -2.00  4.00  1.25 -17.388 -17.456   2.602
  132  6500  0.50 -2.00  4.00  1.25 -17.780 -17.901   2.675
  133  6500  1.00 -2.00  4.00  1.25 -17.754 -17.876   2.675
  134  6500  1.50 -2.00  4.00  1.25 -17.726 -17.846   2.674
  135  6500  2.00 -2.00  4.00  1.25 -17.695 -17.813   2.671
  136  6500  2.50 -2.00  4.00  1.25 -17.664 -17.778   2.665
  137  6500  3.00 -2.00  4.00  1.25 -17.634 -17.743   2.657
  138  6500  3.50 -2.00  4.00  1.25 -17.607 -17.709   2.649
  139  6500  4.00 -2.00  4.00  1.25 -17.583 -17.680   2.641
  140  6500  4.50 -2.00  4.00  1.25 -17.566 -17.657   2.634
  141  6500  5.00 -2.00  4.00  1.25 -17.557 -17.643   2.627
  142  6750  0.50 -2.00  4.00  1.25 -17.976 -18.110   2.691
  143  6750  1.00 -2.00  4.00  1.25 -17.942 -18.084   2.702
  144  6750  1.50 -2.00  4.00  1.25 -17.913 -18.055   2.703
  145  6750  2.00 -2.00  4.00  1.25 -17.880 -18.021   2.702
  146  6750  2.50 -2.00  4.00  1.25 -17.846 -17.984   2.698
  147  6750  3.00 -2.00  4.00  1.25 -17.812 -17.945   2.691
  148  6750  3.50 -2.00  4.00  1.25 -17.780 -17.907   2.683
  149  6750  4.00 -2.00  4.00  1.25 -17.752 -17.871   2.673
  150  6750  4.50 -2.00  4.00  1.25 -17.729 -17.842   2.664
  151  6750  5.00 -2.00  4.00  1.25 -17.714 -17.821   2.655
  152  7000  0.50 -2.00  4.00  1.25 -18.165 -18.302   2.695
  153  7000  1.00 -2.00  4.00  1.25 -18.123 -18.277   2.720
  154  7000  1.50 -2.00  4.00  1.25 -18.085 -18.248   2.732
  155  7000  2.00 -2.00  4.00  1.25 -18.052 -18.216   2.733
  156  7000  2.50 -2.00  4.00  1.25 -18.015 -18.178   2.732
  157  7000  3.00 -2.00  4.00  1.25 -17.978 -18.137   2.727
  158  7000  3.50 -2.00  4.00  1.25 -17.942 -18.095   2.718
  159  7000  4.00 -2.00  4.00  1.25 -17.909 -18.055   2.708
  160  7000  4.50 -2.00  4.00  1.25 -17.882 -18.020   2.697
  161  7000  5.00 -2.00  4.00  1.25 -17.861 -17.991   2.688
  162  7250  0.50 -2.00  4.00  1.25 -18.346 -18.476   2.686
  163  7250  1.00 -2.00  4.00  1.25 -18.297 -18.456   2.725
  164  7250  1.50 -2.00  4.00  1.25 -18.252 -18.429   2.751
  165  7250  2.00 -2.00  4.00  1.25 -18.210 -18.396   2.763
  166  7250  2.50 -2.00  4.00  1.25 -18.173 -18.360   2.765
  167  7250  3.00 -2.00  4.00  1.25 -18.133 -18.318   2.762
  168  7250  3.50 -2.00  4.00  1.25 -18.093 -18.274   2.756
  169  7250  4.00 -2.00  4.00  1.25 -18.057 -18.230   2.746
  170  7250  4.50 -2.00  4.00  1.25 -18.025 -18.190   2.734
  171  7250  5.00 -2.00  4.00  1.25 -17.999 -18.155   2.723
  172  7500  0.50 -2.00  4.00  1.25 -18.517 -18.623   2.655
  173  7500  1.00 -2.00  4.00  1.25 -18.464 -18.617   2.718
  174  7500  1.50 -2.00  4.00  1.25 -18.413 -18.594   2.757
  175  7500  2.00 -2.00  4.00  1.25 -18.363 -18.564   2.783
  176  7500  2.50 -2.00  4.00  1.25 -18.318 -18.528   2.795
  177  7500  3.00 -2.00  4.00  1.25 -18.278 -18.488   2.796
  178  7500  3.50 -2.00  4.00  1.25 -18.236 -18.443   2.792
  179  7500  4.00 -2.00  4.00  1.25 -18.195 -18.397   2.784
  180  7500  4.50 -2.00  4.00  1.25 -18.159 -18.352   2.772
  181  7500  5.00 -2.00  4.00  1.25 -18.129 -18.312   2.760
  182  7750  1.00 -2.00  4.00  1.25 -18.620 -18.757   2.695
  183  7750  1.50 -2.00  4.00  1.25 -18.565 -18.742   2.750
  184  7750  2.00 -2.00  4.00  1.25 -18.511 -18.716   2.789
  185  7750  2.50 -2.00  4.00  1.25 -18.458 -18.682   2.815
  186  7750  3.00 -2.00  4.00  1.25 -18.411 -18.643   2.826
  187  7750  3.50 -2.00  4.00  1.25 -18.368 -18.601   2.827
  188  7750  4.00 -2.00  4.00  1.25 -18.326 -18.555   2.821
  189  7750  4.50 -2.00  4.00  1.25 -18.286 -18.507   2.811
  190  7750  5.00 -2.00  4.00  1.25 -18.251 -18.463   2.798
  191  8000  1.00 -2.00  4.00  1.25 -18.759 -18.869   2.659
  192  8000  1.50 -2.00  4.00  1.25 -18.709 -18.872   2.732
  193  8000  2.00 -2.00  4.00  1.25 -18.651 -18.853   2.784
  194  8000  2.50 -2.00  4.00  1.25 -18.593 -18.823   2.822
  195  8000  3.00 -2.00  4.00  1.25 -18.537 -18.785   2.846
  196  8000  3.50 -2.00  4.00  1.25 -18.490 -18.744   2.856
  197  8000  4.00 -2.00  4.00  1.25 -18.447 -18.702   2.855
  198  8000  4.50 -2.00  4.00  1.25 -18.405 -18.654   2.848
  199  8000  5.00 -2.00  4.00  1.25 -18.367 -18.606   2.835
  200  8250  1.50 -2.00  4.00  1.25 -18.839 -18.982   2.704
  201  8250  2.00 -2.00  4.00  1.25 -18.782 -18.972   2.768
  202  8250  2.50 -2.00  4.00  1.25 -18.720 -18.948   2.819
  203  8250  3.00 -2.00  4.00  1.25 -18.660 -18.914   2.855
  204  8250  3.50 -2.00  4.00  1.25 -18.604 -18.874   2.876
  205  8250  4.00 -2.00  4.00  1.25 -18.559 -18.834   2.884
  206  8250  4.50 -2.00  4.00  1.25 -18.517 -18.790   2.881
  207  8250  5.00 -2.00  4.00  1.25 -18.476 -18.742   2.871
  208  8500  1.50 -2.00  4.00  1.25 -18.955 -19.075   2.673
  209  8500  2.00 -2.00  4.00  1.25 -18.903 -19.077   2.745
  210  8500  2.50 -2.00  4.00  1.25 -18.841 -19.059   2.806
  211  8500  3.00 -2.00  4.00  1.25 -18.777 -19.030   2.854
  212  8500  3.50 -2.00  4.00  1.25 -18.716 -18.993   2.887
  213  8500  4.00 -2.00  4.00  1.25 -18.662 -18.951   2.903
  214  8500  4.50 -2.00  4.00  1.25 -18.620 -18.913   2.909
  215  8500  5.00 -2.00  4.00  1.25 -18.579 -18.868   2.904
  216  8750  2.00 -2.00  4.00  1.25 -19.014 -19.167   2.719
  217  8750  2.50 -2.00  4.00  1.25 -18.953 -19.157   2.787
  218  8750  3.00 -2.00  4.00  1.25 -18.887 -19.133   2.844
  219  8750  3.50 -2.00  4.00  1.25 -18.822 -19.100   2.888
  220  8750  4.00 -2.00  4.00  1.25 -18.762 -19.060   2.915
  221  8750  4.50 -2.00  4.00  1.25 -18.712 -19.019   2.927
  222  8750  5.00 -2.00  4.00  1.25 -18.674 -18.983   2.931
  223  9000  2.00 -2.00  4.00  0.00 -19.112 -19.248   2.695
  224  9000  2.50 -2.00  4.00  0.00 -19.057 -19.244   2.764
  225  9000  3.00 -2.00  4.00  0.00 -18.991 -19.225   2.828
  226  9000  3.50 -2.00  4.00  0.00 -18.923 -19.196   2.882
  227  9000  4.00 -2.00  4.00  0.00 -18.858 -19.160   2.920
  228  9000  4.50 -2.00  4.00  0.00 -18.801 -19.117   2.940
  229  9000  5.00 -2.00  4.00  0.00 -18.751 -19.071   2.945
  230  9250  2.00 -2.00  4.00  0.00 -19.199 -19.320   2.675
  231  9250  2.50 -2.00  4.00  0.00 -19.151 -19.321   2.742
  232  9250  3.00 -2.00  4.00  0.00 -19.088 -19.308   2.809
  233  9250  3.50 -2.00  4.00  0.00 -19.019 -19.283   2.870
  234  9250  4.00 -2.00  4.00  0.00 -18.951 -19.250   2.917
  235  9250  4.50 -2.00  4.00  0.00 -18.890 -19.211   2.946
  236  9250  5.00 -2.00  4.00  0.00 -18.836 -19.166   2.959
  237  9500  2.00 -2.00  4.00  0.00 -19.277 -19.387   2.659
  238  9500  2.50 -2.00  4.00  0.00 -19.236 -19.392   2.723
  239  9500  3.00 -2.00  4.00  0.00 -19.177 -19.382   2.789
  240  9500  3.50 -2.00  4.00  0.00 -19.109 -19.362   2.854
  241  9500  4.00 -2.00  4.00  0.00 -19.039 -19.332   2.908
  242  9500  4.50 -2.00  4.00  0.00 -18.975 -19.296   2.946
  243  9500  5.00 -2.00  4.00  0.00 -18.918 -19.254   2.967
  244  9750  2.00 -2.00  4.00  0.00 -19.349 -19.450   2.647
  245  9750  2.50 -2.00  4.00  0.00 -19.313 -19.458   2.707
  246  9750  3.00 -2.00  4.00  0.00 -19.258 -19.450   2.771
  247  9750  3.50 -2.00  4.00  0.00 -19.193 -19.433   2.837
  248  9750  4.00 -2.00  4.00  0.00 -19.123 -19.407   2.896
  249  9750  4.50 -2.00  4.00  0.00 -19.056 -19.374   2.942
  250  9750  5.00 -2.00  4.00  0.00 -18.996 -19.334   2.970
  251 10000  2.00 -2.00  4.00  0.00 -19.417 -19.510   2.637
  252 10000  2.50 -2.00  4.00  0.00 -19.384 -19.519   2.693
  253 10000  3.00 -2.00  4.00  0.00 -19.334 -19.514   2.755
  254 10000  3.50 -2.00  4.00  0.00 -19.271 -19.499   2.820
  255 10000  4.00 -2.00  4.00  0.00 -19.202 -19.476   2.882
  256 10000  4.50 -2.00  4.00  0.00 -19.134 -19.445   2.934
  257 10000  5.00 -2.00  4.00  0.00 -19.071 -19.408   2.968
  258 10500  2.00 -2.00  4.00  0.00 -19.541 -19.623   2.621
  259 10500  2.50 -2.00  4.00  0.00 -19.514 -19.633   2.672
  260 10500  3.00 -2.00  4.00  0.00 -19.469 -19.630   2.729
  261 10500  3.50 -2.00  4.00  0.00 -19.412 -19.618   2.790
  262 10500  4.00 -2.00  4.00  0.00 -19.347 -19.599   2.853
  263 10500  4.50 -2.00  4.00  0.00 -19.278 -19.573   2.911
  264 10500  5.00 -2.00  4.00  0.00 -19.212 -19.541   2.957
  265 11000  2.50 -2.00  4.00  0.00 -19.630 -19.738   2.657
  266 11000  3.00 -2.00  4.00  0.00 -19.589 -19.735   2.709
  267 11000  3.50 -2.00  4.00  0.00 -19.537 -19.725   2.765
  268 11000  4.00 -2.00  4.00  0.00 -19.476 -19.708   2.826
  269 11000  4.50 -2.00  4.00  0.00 -19.409 -19.686   2.886
  270 11000  5.00 -2.00  4.00  0.00 -19.342 -19.657   2.938
  271 11500  2.50 -2.00  4.00  0.00 -19.736 -19.835   2.644
  272 11500  3.00 -2.00  4.00  0.00 -19.697 -19.832   2.693
  273 11500  3.50 -2.00  4.00  0.00 -19.649 -19.822   2.746
  274 11500  4.00 -2.00  4.00  0.00 -19.592 -19.808   2.803
  275 11500  4.50 -2.00  4.00  0.00 -19.529 -19.788   2.862
  276 11500  5.00 -2.00  4.00  0.00 -19.463 -19.762   2.917
  277 12000  2.50 -2.00  4.00  0.00 -19.834 -19.925   2.633
  278 12000  3.00 -2.00  4.00  0.00 -19.797 -19.922   2.680
  279 12000  3.50 -2.00  4.00  0.00 -19.751 -19.913   2.730
  280 12000  4.00 -2.00  4.00  0.00 -19.698 -19.899   2.783
  281 12000  4.50 -2.00  4.00  0.00 -19.639 -19.881   2.839
  282 12000  5.00 -2.00  4.00  0.00 -19.575 -19.858   2.895
  283 12500  2.50 -2.00  4.00  0.00 -19.926 -20.010   2.624
  284 12500  3.00 -2.00  4.00  0.00 -19.890 -20.007   2.669
  285 12500  3.50 -2.00  4.00  0.00 -19.846 -19.998   2.716
  286 12500  4.00 -2.00  4.00  0.00 -19.796 -19.985   2.767
  287 12500  4.50 -2.00  4.00  0.00 -19.739 -19.968   2.820
  288 12500  5.00 -2.00  4.00  0.00 -19.678 -19.946   2.874
  289 13000  2.50 -2.00  4.00  0.00 -20.012 -20.090   2.616
  290 13000  3.00 -2.00  4.00  0.00 -19.977 -20.087   2.659
  291 13000  3.50 -2.00  4.00  0.00 -19.934 -20.077   2.704
  292 13000  4.00 -2.00  4.00  0.00 -19.886 -20.065   2.753
  293 13000  4.50 -2.00  4.00  0.00 -19.832 -20.049   2.804
  294 13000  5.00 -2.00  4.00  0.00 -19.775 -20.029   2.855
  295 14000  2.00 -2.00  4.00  0.00 -20.191 -20.227   2.559
  296 14000  2.50 -2.00  4.00  0.00 -20.173 -20.240   2.602
  297 14000  3.00 -2.00  4.00  0.00 -20.137 -20.235   2.642
  298 14000  3.50 -2.00  4.00  0.00 -20.096 -20.225   2.685
  299 14000  4.00 -2.00  4.00  0.00 -20.050 -20.212   2.729
  300 14000  4.50 -2.00  4.00  0.00 -20.001 -20.197   2.776
  301 14000  5.00 -2.00  4.00  0.00 -19.948 -20.179   2.824
  302 15000  2.50 -2.00  4.00  0.00 -20.320 -20.378   2.589
  303 15000  3.00 -2.00  4.00  0.00 -20.284 -20.371   2.628
  304 15000  3.50 -2.00  4.00  0.00 -20.242 -20.359   2.669
  305 15000  4.00 -2.00  4.00  0.00 -20.198 -20.346   2.711
  306 15000  4.50 -2.00  4.00  0.00 -20.151 -20.331   2.755
  307 15000  5.00 -2.00  4.00  0.00 -20.102 -20.315   2.799
  308 16000  2.50 -2.00  4.00  0.00 -20.458 -20.507   2.577
  309 16000  3.00 -2.00  4.00  0.00 -20.420 -20.498   2.616
  310 16000  3.50 -2.00  4.00  0.00 -20.377 -20.484   2.655
  311 16000  4.00 -2.00  4.00  0.00 -20.333 -20.470   2.695
  312 16000  4.50 -2.00  4.00  0.00 -20.288 -20.455   2.736
  313 16000  5.00 -2.00  4.00  0.00 -20.242 -20.439   2.779
  314 17000  2.50 -2.00  4.00  0.00 -20.586 -20.628   2.567
  315 17000  3.00 -2.00  4.00  0.00 -20.547 -20.617   2.605
  316 17000  3.50 -2.00  4.00  0.00 -20.503 -20.601   2.642
  317 17000  4.00 -2.00  4.00  0.00 -20.459 -20.585   2.681
  318 17000  4.50 -2.00  4.00  0.00 -20.415 -20.570   2.721
  319 17000  5.00 -2.00  4.00  0.00 -20.370 -20.555   2.761
  320 18000  2.50 -2.00  4.00  0.00 -20.708 -20.742   2.557
  321 18000  3.00 -2.00  4.00  0.00 -20.668 -20.730   2.594
  322 18000  3.50 -2.00  4.00  0.00 -20.623 -20.712   2.631
  323 18000  4.00 -2.00  4.00  0.00 -20.578 -20.695   2.668
  324 18000  4.50 -2.00  4.00  0.00 -20.534 -20.679   2.707
  325 18000  5.00 -2.00  4.00  0.00 -20.490 -20.663   2.746
  326 19000  2.50 -2.00  4.00  0.00 -20.823 -20.851   2.548
  327 19000  3.00 -2.00  4.00  0.00 -20.782 -20.837   2.585
  328 19000  3.50 -2.00  4.00  0.00 -20.736 -20.817   2.620
  329 19000  4.00 -2.00  4.00  0.00 -20.691 -20.799   2.656
  330 19000  4.50 -2.00  4.00  0.00 -20.647 -20.782   2.694
  331 19000  5.00 -2.00  4.00  0.00 -20.603 -20.766   2.732
  332 20000  3.00 -2.00  4.00  0.00 -20.891 -20.940   2.576
  333 20000  3.50 -2.00  4.00  0.00 -20.844 -20.918   2.610
  334 20000  4.00 -2.00  4.00  0.00 -20.799 -20.898   2.645
  335 20000  4.50 -2.00  4.00  0.00 -20.754 -20.880   2.681
  336 20000  5.00 -2.00  4.00  0.00 -20.711 -20.864   2.718
  337 21000  3.00 -2.00  4.00  0.00 -20.995 -21.039   2.569
  338 21000  3.50 -2.00  4.00  0.00 -20.947 -21.014   2.601
  339 21000  4.00 -2.00  4.00  0.00 -20.901 -20.993   2.634
  340 21000  4.50 -2.00  4.00  0.00 -20.857 -20.974   2.669
  341 21000  5.00 -2.00  4.00  0.00 -20.814 -20.958   2.706
  342 22000  3.00 -2.00  4.00  0.00 -21.096 -21.134   2.562
  343 22000  3.50 -2.00  4.00  0.00 -21.045 -21.107   2.594
  344 22000  4.00 -2.00  4.00  0.00 -20.999 -21.084   2.625
  345 22000  4.50 -2.00  4.00  0.00 -20.955 -21.065   2.658
  346 22000  5.00 -2.00  4.00  0.00 -20.913 -21.048   2.693
  347 23000  3.00 -2.00  4.00  0.00 -21.195 -21.228   2.555
  348 23000  3.50 -2.00  4.00  0.00 -21.140 -21.197   2.587
  349 23000  4.00 -2.00  4.00  0.00 -21.092 -21.171   2.617
  350 23000  4.50 -2.00  4.00  0.00 -21.049 -21.151   2.649
  351 23000  5.00 -2.00  4.00  0.00 -21.008 -21.135   2.682
  352 24000  3.00 -2.00  4.00  0.00 -21.294 -21.323   2.549
  353 24000  3.50 -2.00  4.00  0.00 -21.233 -21.285   2.580
  354 24000  4.00 -2.00  4.00  0.00 -21.183 -21.257   2.610
  355 24000  4.50 -2.00  4.00  0.00 -21.139 -21.235   2.641
  356 24000  5.00 -2.00  4.00  0.00 -21.098 -21.218   2.673
  357 25000  3.00 -2.00  4.00  0.00 -21.396 -21.420   2.543
  358 25000  3.50 -2.00  4.00  0.00 -21.324 -21.371   2.574
  359 25000  4.00 -2.00  4.00  0.00 -21.271 -21.340   2.603
  360 25000  4.50 -2.00  4.00  0.00 -21.226 -21.317   2.633
  361 25000  5.00 -2.00  4.00  0.00 -21.185 -21.299   2.665
  362 26000  3.00 -2.00  4.00  0.00 -21.507 -21.525   2.534
  363 26000  3.50 -2.00  4.00  0.00 -21.415 -21.458   2.569
  364 26000  4.00 -2.00  4.00  0.00 -21.358 -21.422   2.597
  365 26000  4.50 -2.00  4.00  0.00 -21.312 -21.397   2.627
  366 26000  5.00 -2.00  4.00  0.00 -21.270 -21.378   2.657
  367 27000  3.50 -2.00  4.00  0.00 -21.509 -21.548   2.563
  368 27000  4.00 -2.00  4.00  0.00 -21.444 -21.504   2.592
  369 27000  4.50 -2.00  4.00  0.00 -21.396 -21.477   2.620
  370 27000  5.00 -2.00  4.00  0.00 -21.354 -21.457   2.650
  371 28000  3.50 -2.00  4.00  0.00 -21.607 -21.641   2.556
  372 28000  4.00 -2.00  4.00  0.00 -21.532 -21.587   2.586
  373 28000  4.50 -2.00  4.00  0.00 -21.479 -21.556   2.614
  374 28000  5.00 -2.00  4.00  0.00 -21.437 -21.534   2.643
  375 29000  3.50 -2.00  4.00  0.00 -21.708 -21.736   2.548
  376 29000  4.00 -2.00  4.00  0.00 -21.621 -21.673   2.580
