TEFF   3500.  GRAVITY 0.00000 LTE 
TITLE  [-2.0A] N(He)/Ntot=0.089 VTURB=2  L/H=1.25 NOVER                         
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   0.01000 ABUNDANCE CHANGE 1 0.91100 2 0.08900
 ABUNDANCE CHANGE  3 -10.88  4 -10.89  5  -9.44  6  -3.48  7  -3.99  8  -2.71
 ABUNDANCE CHANGE  9  -7.48 10  -3.55 11  -5.71 12  -4.06 13  -5.57 14  -4.09
 ABUNDANCE CHANGE 15  -6.59 16  -4.43 17  -6.54 18  -5.08 19  -6.82 20  -5.28
 ABUNDANCE CHANGE 21  -8.94 22  -6.65 23  -8.04 24  -6.37 25  -6.65 26  -4.53
 ABUNDANCE CHANGE 27  -7.12 28  -5.79 29  -7.83 30  -7.44 31  -9.16 32  -8.63
 ABUNDANCE CHANGE 33  -9.67 34  -8.69 35  -9.41 36  -8.81 37  -9.44 38  -9.14
 ABUNDANCE CHANGE 39  -9.80 40  -9.54 41 -10.62 42 -10.12 43 -20.00 44 -10.20
 ABUNDANCE CHANGE 45 -10.92 46 -10.35 47 -11.10 48 -10.18 49 -10.58 50 -10.04
 ABUNDANCE CHANGE 51 -11.04 52  -9.80 53 -10.53 54  -9.81 55 -10.92 56  -9.91
 ABUNDANCE CHANGE 57 -10.82 58 -10.49 59 -11.33 60 -10.54 61 -20.00 62 -11.04
 ABUNDANCE CHANGE 63 -11.53 64 -10.92 65 -11.94 66 -10.94 67 -11.78 68 -11.11
 ABUNDANCE CHANGE 69 -12.04 70 -10.96 71 -11.28 72 -11.16 73 -11.91 74 -10.93
 ABUNDANCE CHANGE 75 -11.77 76 -10.59 77 -10.69 78 -10.24 79 -11.03 80 -10.95
 ABUNDANCE CHANGE 81 -11.14 82 -10.19 83 -11.33 84 -20.00 85 -20.00 86 -20.00
 ABUNDANCE CHANGE 87 -20.00 88 -20.00 89 -20.00 90 -11.92 91 -20.00 92 -12.51
 ABUNDANCE CHANGE 93 -20.00 94 -20.00 95 -20.00 96 -20.00 97 -20.00 98 -20.00
 ABUNDANCE CHANGE 99 -20.00
READ DECK6 72 RHOX,T,P,XNE,ABROSS,ACCRAD,VTURB
 1.57444191E-01   2089.0 1.574E-01 5.586E+04 8.470E-07 7.326E-05 2.000E+05 0.000E+00 0.000E+00
 2.07859064E-01   2089.0 2.078E-01 7.575E+04 9.148E-07 5.996E-05 2.000E+05 0.000E+00 0.000E+00
 2.69992936E-01   2093.5 2.700E-01 1.016E+05 9.862E-07 5.198E-05 2.000E+05 0.000E+00 0.000E+00
 3.49960837E-01   2103.3 3.489E-01 1.306E+05 1.023E-06 5.007E-05 2.000E+05 0.000E+00 0.000E+00
 4.53243760E-01   2122.9 4.496E-01 1.689E+05 1.070E-06 4.638E-05 2.000E+05 0.000E+00 0.000E+00
 5.89487116E-01   2147.2 5.782E-01 2.169E+05 1.116E-06 4.380E-05 2.000E+05 0.000E+00 0.000E+00
 7.74879033E-01   2172.2 7.422E-01 2.787E+05 1.170E-06 4.101E-05 2.000E+05 0.000E+00 0.000E+00
 1.04295158E+00   2196.5 9.499E-01 3.601E+05 1.237E-06 3.797E-05 2.000E+05 0.000E+00 0.000E+00
 1.32850206E+00   2219.5 1.215E+00 4.511E+05 1.275E-06 3.701E-05 2.000E+05 0.000E+00 0.000E+00
 1.68131465E+00   2244.4 1.557E+00 5.721E+05 1.331E-06 3.575E-05 2.000E+05 0.000E+00 0.000E+00
 2.12249216E+00   2268.2 1.990E+00 7.321E+05 1.406E-06 3.406E-05 2.000E+05 0.000E+00 0.000E+00
 2.67165569E+00   2290.7 2.535E+00 9.403E+05 1.496E-06 3.205E-05 2.000E+05 0.000E+00 0.000E+00
 3.35948075E+00   2311.4 3.218E+00 1.199E+06 1.587E-06 3.019E-05 2.000E+05 0.000E+00 0.000E+00
 4.21831859E+00   2330.8 4.077E+00 1.527E+06 1.687E-06 2.825E-05 2.000E+05 0.000E+00 0.000E+00
 5.29481565E+00   2350.6 5.152E+00 1.944E+06 1.799E-06 2.657E-05 2.000E+05 0.000E+00 0.000E+00
 6.63674880E+00   2371.1 6.495E+00 2.476E+06 1.924E-06 2.514E-05 2.000E+05 0.000E+00 0.000E+00
 8.30754842E+00   2392.3 8.166E+00 3.153E+06 2.065E-06 2.394E-05 2.000E+05 0.000E+00 0.000E+00
 1.03815056E+01   2412.9 1.024E+01 4.002E+06 2.217E-06 2.280E-05 2.000E+05 0.000E+00 0.000E+00
 1.29567323E+01   2432.3 1.282E+01 5.057E+06 2.383E-06 2.169E-05 2.000E+05 0.000E+00 0.000E+00
 1.61463108E+01   2452.2 1.601E+01 6.386E+06 2.570E-06 2.078E-05 2.000E+05 0.000E+00 0.000E+00
 2.00839271E+01   2472.6 1.995E+01 8.061E+06 2.781E-06 2.000E-05 2.000E+05 0.000E+00 0.000E+00
 2.49262639E+01   2493.5 2.480E+01 1.017E+07 3.021E-06 1.935E-05 2.000E+05 0.000E+00 0.000E+00
 3.08604532E+01   2515.1 3.073E+01 1.282E+07 3.294E-06 1.878E-05 2.000E+05 0.000E+00 0.000E+00
 3.81114789E+01   2536.1 3.799E+01 1.610E+07 3.598E-06 1.820E-05 2.000E+05 0.000E+00 0.000E+00
 4.69481410E+01   2557.6 4.683E+01 2.021E+07 3.944E-06 1.772E-05 2.000E+05 0.000E+00 0.000E+00
 5.76790275E+01   2579.7 5.756E+01 2.535E+07 4.339E-06 1.733E-05 2.000E+05 0.000E+00 0.000E+00
 7.06609644E+01   2602.4 7.054E+01 3.178E+07 4.792E-06 1.702E-05 2.000E+05 0.000E+00 0.000E+00
 8.63046907E+01   2626.0 8.619E+01 3.986E+07 5.314E-06 1.678E-05 2.000E+05 0.000E+00 0.000E+00
 1.05075810E+02   2650.3 1.050E+02 4.997E+07 5.918E-06 1.663E-05 2.000E+05 0.000E+00 0.000E+00
 1.27522200E+02   2674.5 1.274E+02 6.248E+07 6.609E-06 1.658E-05 2.000E+05 0.000E+00 0.000E+00
 1.54274315E+02   2699.2 1.542E+02 7.803E+07 7.408E-06 1.664E-05 2.000E+05 0.000E+00 0.000E+00
 1.86049377E+02   2724.1 1.859E+02 9.723E+07 8.329E-06 1.682E-05 2.000E+05 0.000E+00 0.000E+00
 2.23686198E+02   2748.7 2.236E+02 1.207E+08 9.388E-06 1.713E-05 2.000E+05 0.000E+00 0.000E+00
 2.68153471E+02   2773.0 2.681E+02 1.493E+08 1.061E-05 1.763E-05 2.000E+05 0.000E+00 0.000E+00
 3.20593900E+02   2796.5 3.205E+02 1.837E+08 1.200E-05 1.828E-05 2.000E+05 0.000E+00 0.000E+00
 3.82390607E+02   2818.9 3.823E+02 2.246E+08 1.359E-05 1.911E-05 2.000E+05 0.000E+00 0.000E+00
 4.55101176E+02   2841.0 4.550E+02 2.736E+08 1.543E-05 2.014E-05 2.000E+05 0.000E+00 0.000E+00
 5.40358944E+02   2863.3 5.402E+02 3.327E+08 1.757E-05 2.140E-05 2.000E+05 0.000E+00 0.000E+00
 6.39921824E+02   2886.2 6.398E+02 4.044E+08 2.012E-05 2.293E-05 2.000E+05 0.000E+00 0.000E+00
 7.55434511E+02   2910.6 7.553E+02 4.925E+08 2.322E-05 2.483E-05 2.000E+05 0.000E+00 0.000E+00
 8.88360828E+02   2936.9 8.882E+02 6.016E+08 2.702E-05 2.713E-05 2.000E+05 0.000E+00 0.000E+00
 1.03985270E+03   2965.8 1.040E+03 7.384E+08 3.179E-05 2.994E-05 2.000E+05 0.000E+00 0.000E+00
 1.21046461E+03   2998.0 1.210E+03 9.120E+08 3.789E-05 3.342E-05 2.000E+05 0.000E+00 0.000E+00
 1.39996743E+03   3034.5 1.400E+03 1.136E+09 4.582E-05 3.778E-05 2.000E+05 0.000E+00 0.000E+00
