
       Teff log g  [M]a Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
   46  4500  0.50 -2.00  2.00  1.25  0.00 -13.379 -13.363 -14.666 -15.250 -15.523   2.673   2.668   0.773   0.241   0.644   0.639
   47  4500  1.00 -2.00  2.00  1.25  0.00 -13.670 -13.653 -14.812 -15.334 -15.550   2.466   2.461   0.716   0.235   0.561   0.556
   48  4500  1.50 -2.00  2.00  1.25  0.00 -13.916 -13.898 -14.921 -15.395 -15.567   2.281   2.277   0.672   0.230   0.474   0.470
   49  4500  2.00 -2.00  2.00  1.25  0.00 -14.098 -14.080 -14.994 -15.435 -15.576   2.139   2.135   0.641   0.230   0.396   0.392
   50  4500  2.50 -2.00  2.00  1.25  0.00 -14.217 -14.199 -15.037 -15.462 -15.582   2.047   2.043   0.620   0.235   0.336   0.333
   51  4500  3.00 -2.00  2.00  1.25  0.00 -14.278 -14.259 -15.055 -15.478 -15.586   2.003   1.999   0.608   0.244   0.297   0.294
   52  4500  3.50 -2.00  2.00  1.25  0.00 -14.290 -14.271 -15.056 -15.487 -15.591   1.999   1.996   0.604   0.255   0.278   0.275
   53  4500  4.00 -2.00  2.00  1.25  0.00 -14.267 -14.248 -15.042 -15.484 -15.594   2.019   2.016   0.610   0.260   0.276   0.273
   54  4500  4.50 -2.00  2.00  1.25  0.00 -14.239 -14.220 -15.025 -15.470 -15.596   2.032   2.029   0.627   0.247   0.284   0.281
   55  4500  5.00 -2.00  2.00  1.25  0.00 -14.229 -14.210 -15.014 -15.454 -15.598   2.027   2.024   0.644   0.225   0.287   0.284
   56  4750  0.00 -2.00  2.00  1.25  0.00 -13.949 -13.931 -15.229 -15.690 -15.899   2.543   2.538   0.709   0.181   0.760   0.756
   57  4750  0.50 -2.00  2.00  1.25  0.00 -14.201 -14.183 -15.338 -15.749 -15.915   2.350   2.346   0.666   0.175   0.668   0.663
   58  4750  1.00 -2.00  2.00  1.25  0.00 -14.432 -14.414 -15.428 -15.797 -15.925   2.167   2.163   0.628   0.170   0.568   0.564
   59  4750  1.50 -2.00  2.00  1.25  0.00 -14.627 -14.609 -15.495 -15.832 -15.931   2.007   2.003   0.599   0.167   0.472   0.469
   60  4750  2.00 -2.00  2.00  1.25  0.00 -14.775 -14.757 -15.539 -15.856 -15.933   1.883   1.879   0.577   0.168   0.390   0.386
   61  4750  2.50 -2.00  2.00  1.25  0.00 -14.874 -14.855 -15.565 -15.871 -15.934   1.799   1.796   0.563   0.172   0.326   0.323
   62  4750  3.00 -2.00  2.00  1.25  0.00 -14.928 -14.908 -15.575 -15.882 -15.937   1.756   1.753   0.555   0.181   0.283   0.280
   63  4750  3.50 -2.00  2.00  1.25  0.00 -14.942 -14.922 -15.573 -15.888 -15.940   1.748   1.745   0.552   0.191   0.259   0.257
   64  4750  4.00 -2.00  2.00  1.25  0.00 -14.928 -14.909 -15.563 -15.889 -15.944   1.763   1.761   0.554   0.201   0.251   0.249
   65  4750  4.50 -2.00  2.00  1.25  0.00 -14.902 -14.883 -15.550 -15.884 -15.946   1.784   1.782   0.562   0.202   0.255   0.252
   66  4750  5.00 -2.00  2.00  1.25  0.00 -14.880 -14.860 -15.535 -15.873 -15.947   1.795   1.793   0.574   0.193   0.259   0.257
   67  5000  0.00 -2.00  2.00  1.25  0.00 -14.638 -14.620 -15.855 -16.160 -16.257   2.324   2.320   0.597   0.137   0.853   0.850
   68  5000  0.50 -2.00  2.00  1.25  0.00 -14.858 -14.839 -15.920 -16.187 -16.257   2.131   2.128   0.569   0.127   0.736   0.733
   69  5000  1.00 -2.00  2.00  1.25  0.00 -15.056 -15.037 -15.969 -16.207 -16.254   1.953   1.950   0.547   0.121   0.617   0.614
   70  5000  1.50 -2.00  2.00  1.25  0.00 -15.222 -15.203 -16.002 -16.220 -16.249   1.800   1.797   0.529   0.117   0.504   0.502
   71  5000  2.00 -2.00  2.00  1.25  0.00 -15.352 -15.332 -16.021 -16.227 -16.245   1.678   1.675   0.517   0.118   0.405   0.403
   72  5000  2.50 -2.00  2.00  1.25  0.00 -15.441 -15.422 -16.029 -16.232 -16.241   1.593   1.590   0.509   0.123   0.327   0.324
   73  5000  3.00 -2.00  2.00  1.25  0.00 -15.490 -15.471 -16.028 -16.235 -16.241   1.547   1.545   0.505   0.131   0.271   0.269
   74  5000  3.50 -2.00  2.00  1.25  0.00 -15.506 -15.486 -16.020 -16.238 -16.243   1.534   1.532   0.506   0.141   0.238   0.235
   75  5000  4.00 -2.00  2.00  1.25  0.00 -15.496 -15.477 -16.007 -16.239 -16.247   1.544   1.542   0.509   0.152   0.222   0.219
   76  5000  4.50 -2.00  2.00  1.25  0.00 -15.474 -15.455 -15.994 -16.237 -16.251   1.564   1.562   0.514   0.158   0.218   0.216
   77  5000  5.00 -2.00  2.00  1.25  0.00 -15.451 -15.431 -15.981 -16.231 -16.253   1.582   1.580   0.522   0.157   0.222   0.220
   78  5250  0.00 -2.00  2.00  1.25  0.00 -15.163 -15.144 -16.382 -16.566 -16.569   2.205   2.202   0.503   0.109   0.978   0.975
   79  5250  0.50 -2.00  2.00  1.25  0.00 -15.357 -15.337 -16.414 -16.571 -16.558   2.017   2.014   0.487   0.099   0.843   0.840
   80  5250  1.00 -2.00  2.00  1.25  0.00 -15.534 -15.514 -16.435 -16.572 -16.547   1.840   1.838   0.475   0.091   0.707   0.704
   81  5250  1.50 -2.00  2.00  1.25  0.00 -15.686 -15.666 -16.445 -16.568 -16.535   1.684   1.682   0.466   0.086   0.577   0.575
   82  5250  2.00 -2.00  2.00  1.25  0.00 -15.810 -15.790 -16.445 -16.562 -16.523   1.554   1.552   0.461   0.085   0.460   0.458
   83  5250  2.50 -2.00  2.00  1.25  0.00 -15.903 -15.883 -16.438 -16.555 -16.514   1.454   1.452   0.458   0.087   0.360   0.358
   84  5250  3.00 -2.00  2.00  1.25  0.00 -15.963 -15.943 -16.427 -16.550 -16.509   1.389   1.387   0.459   0.094   0.283   0.281
   85  5250  3.50 -2.00  2.00  1.25  0.00 -15.991 -15.971 -16.414 -16.548 -16.509   1.359   1.357   0.461   0.102   0.231   0.229
   86  5250  4.00 -2.00  2.00  1.25  0.00 -15.991 -15.970 -16.398 -16.547 -16.513   1.359   1.357   0.466   0.112   0.200   0.198
   87  5250  4.50 -2.00  2.00  1.25  0.00 -15.974 -15.954 -16.382 -16.546 -16.518   1.374   1.372   0.472   0.121   0.186   0.184
   88  5250  5.00 -2.00  2.00  1.25  0.00 -15.951 -15.931 -16.368 -16.543 -16.522   1.393   1.391   0.480   0.124   0.183   0.181
   89  5500  0.00 -2.00  2.00  1.25  0.00 -15.569 -15.549 -16.838 -16.923 -16.846   2.156   2.154   0.423   0.091   1.125   1.123
   90  5500  0.50 -2.00  2.00  1.25  0.00 -15.739 -15.719 -16.844 -16.914 -16.830   1.977   1.975   0.416   0.083   0.977   0.975
   91  5500  1.00 -2.00  2.00  1.25  0.00 -15.900 -15.880 -16.843 -16.901 -16.813   1.803   1.802   0.412   0.076   0.827   0.825
   92  5500  1.50 -2.00  2.00  1.25  0.00 -16.043 -16.023 -16.834 -16.886 -16.796   1.645   1.643   0.410   0.071   0.682   0.680
   93  5500  2.00 -2.00  2.00  1.25  0.00 -16.164 -16.144 -16.819 -16.868 -16.779   1.506   1.505   0.410   0.068   0.548   0.547
   94  5500  2.50 -2.00  2.00  1.25  0.00 -16.264 -16.243 -16.801 -16.851 -16.763   1.390   1.388   0.412   0.068   0.428   0.427
   95  5500  3.00 -2.00  2.00  1.25  0.00 -16.339 -16.319 -16.781 -16.837 -16.752   1.300   1.299   0.415   0.071   0.328   0.326
   96  5500  3.50 -2.00  2.00  1.25  0.00 -16.388 -16.367 -16.762 -16.828 -16.747   1.242   1.241   0.419   0.076   0.251   0.249
   97  5500  4.00 -2.00  2.00  1.25  0.00 -16.408 -16.387 -16.744 -16.824 -16.748   1.218   1.216   0.425   0.083   0.199   0.198
   98  5500  4.50 -2.00  2.00  1.25  0.00 -16.405 -16.384 -16.727 -16.822 -16.753   1.219   1.217   0.432   0.092   0.169   0.168
   99  5500  5.00 -2.00  2.00  1.25  0.00 -16.389 -16.369 -16.711 -16.819 -16.759   1.232   1.230   0.440   0.097   0.155   0.153
  100  5750  0.00 -2.00  2.00  1.25  0.00 -15.893 -15.872 -17.240 -17.244 -17.097   2.154   2.152   0.353   0.080   1.286   1.284
  101  5750  0.50 -2.00  2.00  1.25  0.00 -16.040 -16.019 -17.227 -17.225 -17.079   1.987   1.985   0.354   0.074   1.130   1.129
  102  5750  1.00 -2.00  2.00  1.25  0.00 -16.187 -16.167 -17.209 -17.204 -17.059   1.818   1.817   0.356   0.068   0.969   0.968
  103  5750  1.50 -2.00  2.00  1.25  0.00 -16.324 -16.303 -17.186 -17.180 -17.039   1.658   1.657   0.359   0.064   0.810   0.809
  104  5750  2.00 -2.00  2.00  1.25  0.00 -16.445 -16.424 -17.158 -17.154 -17.018   1.512   1.510   0.364   0.061   0.660   0.659
  105  5750  2.50 -2.00  2.00  1.25  0.00 -16.549 -16.528 -17.129 -17.129 -16.998   1.382   1.381   0.369   0.060   0.523   0.521
  106  5750  3.00 -2.00  2.00  1.25  0.00 -16.635 -16.614 -17.100 -17.106 -16.980   1.272   1.271   0.375   0.060   0.401   0.400
  107  5750  3.50 -2.00  2.00  1.25  0.00 -16.703 -16.682 -17.074 -17.088 -16.969   1.187   1.186   0.381   0.063   0.299   0.298
  108  5750  4.00 -2.00  2.00  1.25  0.00 -16.747 -16.726 -17.052 -17.077 -16.964   1.132   1.131   0.387   0.067   0.223   0.222
  109  5750  4.50 -2.00  2.00  1.25  0.00 -16.765 -16.745 -17.034 -17.072 -16.966   1.108   1.107   0.394   0.073   0.172   0.171
  110  5750  5.00 -2.00  2.00  1.25  0.00 -16.764 -16.744 -17.017 -17.069 -16.972   1.107   1.105   0.403   0.078   0.143   0.142
  111  6000  0.00 -2.00  2.00  1.25  0.00 -16.160 -16.139 -17.606 -17.537 -17.326   2.179   2.178   0.290   0.070   1.458   1.457
  112  6000  0.50 -2.00  2.00  1.25  0.00 -16.286 -16.265 -17.574 -17.511 -17.309   2.027   2.026   0.297   0.069   1.293   1.292
  113  6000  1.00 -2.00  2.00  1.25  0.00 -16.421 -16.400 -17.544 -17.484 -17.289   1.865   1.865   0.304   0.066   1.124   1.123
  114  6000  1.50 -2.00  2.00  1.25  0.00 -16.552 -16.531 -17.509 -17.455 -17.267   1.705   1.704   0.312   0.063   0.954   0.953
  115  6000  2.00 -2.00  2.00  1.25  0.00 -16.673 -16.651 -17.471 -17.423 -17.243   1.553   1.552   0.320   0.061   0.789   0.788
  116  6000  2.50 -2.00  2.00  1.25  0.00 -16.781 -16.760 -17.432 -17.391 -17.220   1.412   1.411   0.329   0.059   0.635   0.634
  117  6000  3.00 -2.00  2.00  1.25  0.00 -16.876 -16.855 -17.394 -17.361 -17.197   1.286   1.285   0.337   0.058   0.494   0.493
  118  6000  3.50 -2.00  2.00  1.25  0.00 -16.957 -16.936 -17.360 -17.335 -17.179   1.179   1.179   0.345   0.059   0.371   0.370
  119  6000  4.00 -2.00  2.00  1.25  0.00 -17.021 -17.000 -17.332 -17.315 -17.167   1.097   1.096   0.352   0.060   0.270   0.269
  120  6000  4.50 -2.00  2.00  1.25  0.00 -17.062 -17.041 -17.309 -17.304 -17.164   1.044   1.043   0.360   0.063   0.195   0.194
  121  6000  5.00 -2.00  2.00  1.25  0.00 -17.081 -17.060 -17.292 -17.298 -17.167   1.020   1.019   0.368   0.067   0.146   0.145
  122  6250  0.50 -2.00  2.00  1.25  0.00 -16.498 -16.476 -17.898 -17.778 -17.521   2.082   2.081   0.243   0.066   1.462   1.461
  123  6250  1.00 -2.00  2.00  1.25  0.00 -16.619 -16.598 -17.854 -17.747 -17.503   1.930   1.930   0.256   0.067   1.283   1.282
  124  6250  1.50 -2.00  2.00  1.25  0.00 -16.744 -16.722 -17.810 -17.714 -17.481   1.773   1.772   0.267   0.066   1.104   1.104
  125  6250  2.00 -2.00  2.00  1.25  0.00 -16.864 -16.842 -17.764 -17.678 -17.457   1.617   1.616   0.279   0.065   0.928   0.927
  126  6250  2.50 -2.00  2.00  1.25  0.00 -16.976 -16.955 -17.717 -17.641 -17.431   1.467   1.467   0.290   0.063   0.759   0.758
  127  6250  3.00 -2.00  2.00  1.25  0.00 -17.078 -17.056 -17.671 -17.604 -17.405   1.328   1.328   0.301   0.062   0.601   0.600
  128  6250  3.50 -2.00  2.00  1.25  0.00 -17.168 -17.147 -17.628 -17.571 -17.381   1.204   1.204   0.311   0.061   0.459   0.458
  129  6250  4.00 -2.00  2.00  1.25  0.00 -17.246 -17.225 -17.591 -17.543 -17.363   1.099   1.098   0.320   0.061   0.335   0.334
  130  6250  4.50 -2.00  2.00  1.25  0.00 -17.307 -17.286 -17.562 -17.523 -17.352   1.019   1.018   0.328   0.062   0.236   0.236
  131  6250  5.00 -2.00  2.00  1.25  0.00 -17.346 -17.325 -17.541 -17.512 -17.349   0.969   0.968   0.337   0.064   0.165   0.165
  132  6500  0.50 -2.00  2.00  1.25  0.00 -16.688 -16.666 -18.208 -18.026 -17.714   2.140   2.140   0.188   0.059   1.644   1.644
  133  6500  1.00 -2.00  2.00  1.25  0.00 -16.796 -16.774 -18.147 -17.994 -17.702   2.000   2.000   0.208   0.068   1.445   1.445
  134  6500  1.50 -2.00  2.00  1.25  0.00 -16.912 -16.891 -18.093 -17.959 -17.683   1.849   1.848   0.224   0.071   1.256   1.255
  135  6500  2.00 -2.00  2.00  1.25  0.00 -17.030 -17.009 -18.040 -17.921 -17.659   1.693   1.692   0.239   0.071   1.071   1.071
  136  6500  2.50 -2.00  2.00  1.25  0.00 -17.144 -17.122 -17.986 -17.880 -17.632   1.538   1.538   0.252   0.071   0.890   0.889
  137  6500  3.00 -2.00  2.00  1.25  0.00 -17.251 -17.229 -17.932 -17.838 -17.604   1.389   1.389   0.265   0.070   0.717   0.717
  138  6500  3.50 -2.00  2.00  1.25  0.00 -17.349 -17.327 -17.881 -17.798 -17.576   1.251   1.251   0.278   0.068   0.558   0.557
  139  6500  4.00 -2.00  2.00  1.25  0.00 -17.437 -17.416 -17.836 -17.762 -17.551   1.127   1.127   0.289   0.067   0.415   0.414
  140  6500  4.50 -2.00  2.00  1.25  0.00 -17.512 -17.491 -17.799 -17.735 -17.533   1.024   1.024   0.298   0.066   0.294   0.293
  141  6500  5.00 -2.00  2.00  1.25  0.00 -17.570 -17.548 -17.772 -17.716 -17.524   0.948   0.948   0.308   0.066   0.200   0.199
  142  6750  0.50 -2.00  2.00  1.25  0.00 -16.875 -16.853 -18.476 -18.252 -17.896   2.179   2.179   0.144   0.061   1.767   1.767
  143  6750  1.00 -2.00  2.00  1.25  0.00 -16.962 -16.940 -18.432 -18.227 -17.884   2.067   2.067   0.158   0.066   1.617   1.617
  144  6750  1.50 -2.00  2.00  1.25  0.00 -17.069 -17.047 -18.363 -18.190 -17.872   1.923   1.923   0.181   0.076   1.408   1.408
  145  6750  2.00 -2.00  2.00  1.25  0.00 -17.181 -17.160 -18.300 -18.151 -17.850   1.772   1.771   0.200   0.080   1.211   1.211
  146  6750  2.50 -2.00  2.00  1.25  0.00 -17.294 -17.272 -18.240 -18.108 -17.824   1.616   1.615   0.216   0.080   1.022   1.021
  147  6750  3.00 -2.00  2.00  1.25  0.00 -17.403 -17.382 -18.180 -18.062 -17.794   1.461   1.460   0.231   0.080   0.837   0.837
  148  6750  3.50 -2.00  2.00  1.25  0.00 -17.507 -17.485 -18.122 -18.017 -17.762   1.312   1.312   0.245   0.078   0.663   0.662
  149  6750  4.00 -2.00  2.00  1.25  0.00 -17.603 -17.581 -18.069 -17.975 -17.733   1.174   1.173   0.258   0.076   0.503   0.502
  150  6750  4.50 -2.00  2.00  1.25  0.00 -17.689 -17.668 -18.024 -17.939 -17.709   1.052   1.051   0.270   0.074   0.362   0.362
  151  6750  5.00 -2.00  2.00  1.25  0.00 -17.761 -17.739 -17.988 -17.912 -17.692   0.953   0.952   0.280   0.072   0.246   0.246
  152  7000  0.50 -2.00  2.00  1.25  0.00 -17.071 -17.049 -18.703 -18.453 -18.066   2.184   2.184   0.113   0.065   1.824   1.824
  153  7000  1.00 -2.00  2.00  1.25  0.00 -17.132 -17.110 -18.678 -18.437 -18.055   2.107   2.107   0.118   0.069   1.729   1.729
  154  7000  1.50 -2.00  2.00  1.25  0.00 -17.221 -17.199 -18.626 -18.408 -18.043   1.989   1.989   0.135   0.077   1.565   1.565
  155  7000  2.00 -2.00  2.00  1.25  0.00 -17.325 -17.303 -18.551 -18.368 -18.028   1.845   1.845   0.160   0.087   1.350   1.349
  156  7000  2.50 -2.00  2.00  1.25  0.00 -17.434 -17.412 -18.482 -18.324 -18.004   1.692   1.692   0.180   0.091   1.148   1.148
  157  7000  3.00 -2.00  2.00  1.25  0.00 -17.543 -17.521 -18.416 -18.277 -17.974   1.536   1.536   0.198   0.092   0.955   0.955
  158  7000  3.50 -2.00  2.00  1.25  0.00 -17.649 -17.627 -18.353 -18.228 -17.942   1.381   1.381   0.214   0.090   0.770   0.770
  159  7000  4.00 -2.00  2.00  1.25  0.00 -17.750 -17.729 -18.292 -18.180 -17.909   1.232   1.232   0.229   0.089   0.596   0.596
  160  7000  4.50 -2.00  2.00  1.25  0.00 -17.844 -17.823 -18.239 -18.137 -17.879   1.095   1.094   0.242   0.085   0.438   0.437
  161  7000  5.00 -2.00  2.00  1.25  0.00 -17.927 -17.906 -18.195 -18.102 -17.856   0.977   0.977   0.254   0.082   0.303   0.303
  162  7250  0.50 -2.00  2.00  1.25  0.00 -17.289 -17.267 -18.891 -18.628 -18.223   2.141   2.141   0.095   0.071   1.807   1.807
  163  7250  1.00 -2.00  2.00  1.25  0.00 -17.313 -17.291 -18.888 -18.623 -18.214   2.112   2.112   0.091   0.073   1.782   1.782
  164  7250  1.50 -2.00  2.00  1.25  0.00 -17.380 -17.358 -18.853 -18.604 -18.204   2.026   2.026   0.099   0.081   1.664   1.664
  165  7250  2.00 -2.00  2.00  1.25  0.00 -17.469 -17.447 -18.794 -18.573 -18.190   1.906   1.906   0.117   0.091   1.488   1.488
  166  7250  2.50 -2.00  2.00  1.25  0.00 -17.569 -17.548 -18.714 -18.529 -18.172   1.761   1.761   0.144   0.100   1.271   1.271
  167  7250  3.00 -2.00  2.00  1.25  0.00 -17.674 -17.652 -18.641 -18.481 -18.145   1.609   1.608   0.165   0.104   1.069   1.068
  168  7250  3.50 -2.00  2.00  1.25  0.00 -17.780 -17.758 -18.571 -18.430 -18.113   1.452   1.452   0.183   0.105   0.875   0.874
  169  7250  4.00 -2.00  2.00  1.25  0.00 -17.884 -17.862 -18.505 -18.379 -18.078   1.297   1.296   0.200   0.103   0.690   0.690
  170  7250  4.50 -2.00  2.00  1.25  0.00 -17.984 -17.962 -18.445 -18.330 -18.045   1.148   1.148   0.215   0.099   0.518   0.518
  171  7250  5.00 -2.00  2.00  1.25  0.00 -18.074 -18.053 -18.393 -18.288 -18.016   1.015   1.015   0.228   0.096   0.366   0.366
  172  7500  0.50 -2.00  2.00  1.25  0.00 -17.552 -17.529 -19.016 -18.764 -18.365   2.014   2.015   0.101   0.075   1.659   1.660
  173  7500  1.00 -2.00  2.00  1.25  0.00 -17.512 -17.490 -19.067 -18.786 -18.359   2.076   2.076   0.073   0.076   1.778   1.778
  174  7500  1.50 -2.00  2.00  1.25  0.00 -17.551 -17.529 -19.048 -18.777 -18.352   2.028   2.028   0.074   0.084   1.709   1.709
  175  7500  2.00 -2.00  2.00  1.25  0.00 -17.620 -17.598 -19.004 -18.755 -18.340   1.937   1.937   0.084   0.095   1.575   1.575
  176  7500  2.50 -2.00  2.00  1.25  0.00 -17.707 -17.685 -18.938 -18.720 -18.324   1.815   1.815   0.104   0.107   1.392   1.392
  177  7500  3.00 -2.00  2.00  1.25  0.00 -17.804 -17.782 -18.855 -18.673 -18.304   1.671   1.671   0.131   0.116   1.175   1.175
  178  7500  3.50 -2.00  2.00  1.25  0.00 -17.906 -17.884 -18.780 -18.622 -18.275   1.518   1.518   0.153   0.119   0.974   0.974
  179  7500  4.00 -2.00  2.00  1.25  0.00 -18.009 -17.987 -18.708 -18.569 -18.240   1.362   1.362   0.171   0.118   0.781   0.781
  180  7500  4.50 -2.00  2.00  1.25  0.00 -18.111 -18.089 -18.642 -18.516 -18.204   1.207   1.207   0.188   0.115   0.598   0.598
  181  7500  5.00 -2.00  2.00  1.25  0.00 -18.207 -18.185 -18.583 -18.468 -18.171   1.063   1.063   0.203   0.111   0.433   0.433
  182  7750  1.00 -2.00  2.00  1.25  0.00 -17.735 -17.712 -19.207 -18.920 -18.486   1.987   1.988   0.066   0.076   1.701   1.702
