
       Teff log g  [M]a Vturb  l/H   small     big    beta
   81  5250  1.50 -2.00  1.00  1.25 -16.526 -16.562   2.559
   82  5250  2.00 -2.00  1.00  1.25 -16.521 -16.554   2.556
   83  5250  2.50 -2.00  1.00  1.25 -16.515 -16.546   2.553
   84  5250  3.00 -2.00  1.00  1.25 -16.512 -16.541   2.550
   85  5250  3.50 -2.00  1.00  1.25 -16.512 -16.539   2.548
   86  5250  4.00 -2.00  1.00  1.25 -16.513 -16.540   2.546
   87  5250  4.50 -2.00  1.00  1.25 -16.514 -16.540   2.545
   88  5250  5.00 -2.00  1.00  1.25 -16.513 -16.538   2.544
   89  5500  0.00 -2.00  1.00  1.25 -16.838 -16.898   2.591
   90  5500  0.50 -2.00  1.00  1.25 -16.831 -16.886   2.586
   91  5500  1.00 -2.00  1.00  1.25 -16.821 -16.872   2.580
   92  5500  1.50 -2.00  1.00  1.25 -16.809 -16.857   2.574
   93  5500  2.00 -2.00  1.00  1.25 -16.796 -16.840   2.570
   94  5500  2.50 -2.00  1.00  1.25 -16.783 -16.824   2.565
   95  5500  3.00 -2.00  1.00  1.25 -16.773 -16.811   2.562
   96  5500  3.50 -2.00  1.00  1.25 -16.768 -16.804   2.559
   97  5500  4.00 -2.00  1.00  1.25 -16.767 -16.801   2.556
   98  5500  4.50 -2.00  1.00  1.25 -16.769 -16.801   2.554
   99  5500  5.00 -2.00  1.00  1.25 -16.769 -16.801   2.554
  100  5750  0.00 -2.00  1.00  1.25 -17.116 -17.190   2.610
  101  5750  0.50 -2.00  1.00  1.25 -17.101 -17.171   2.606
  102  5750  1.00 -2.00  1.00  1.25 -17.084 -17.150   2.600
  103  5750  1.50 -2.00  1.00  1.25 -17.066 -17.128   2.595
  104  5750  2.00 -2.00  1.00  1.25 -17.046 -17.105   2.589
  105  5750  2.50 -2.00  1.00  1.25 -17.028 -17.082   2.584
  106  5750  3.00 -2.00  1.00  1.25 -17.011 -17.062   2.579
  107  5750  3.50 -2.00  1.00  1.25 -17.000 -17.047   2.574
  108  5750  4.00 -2.00  1.00  1.25 -16.995 -17.039   2.571
  109  5750  4.50 -2.00  1.00  1.25 -16.995 -17.037   2.567
  110  5750  5.00 -2.00  1.00  1.25 -16.996 -17.037   2.566
  111  6000  0.00 -2.00  1.00  1.25 -17.367 -17.456   2.631
  112  6000  0.50 -2.00  1.00  1.25 -17.346 -17.433   2.628
  113  6000  1.00 -2.00  1.00  1.25 -17.324 -17.408   2.624
  114  6000  1.50 -2.00  1.00  1.25 -17.301 -17.381   2.619
  115  6000  2.00 -2.00  1.00  1.25 -17.277 -17.353   2.613
  116  6000  2.50 -2.00  1.00  1.25 -17.253 -17.324   2.607
  117  6000  3.00 -2.00  1.00  1.25 -17.232 -17.298   2.600
  118  6000  3.50 -2.00  1.00  1.25 -17.214 -17.276   2.595
  119  6000  4.00 -2.00  1.00  1.25 -17.202 -17.261   2.590
  120  6000  4.50 -2.00  1.00  1.25 -17.198 -17.253   2.585
  121  6000  5.00 -2.00  1.00  1.25 -17.199 -17.252   2.581
  122  6250  0.50 -2.00  1.00  1.25 -17.571 -17.675   2.652
  123  6250  1.00 -2.00  1.00  1.25 -17.545 -17.648   2.650
  124  6250  1.50 -2.00  1.00  1.25 -17.518 -17.618   2.646
  125  6250  2.00 -2.00  1.00  1.25 -17.490 -17.586   2.641
  126  6250  2.50 -2.00  1.00  1.25 -17.463 -17.554   2.634
  127  6250  3.00 -2.00  1.00  1.25 -17.436 -17.522   2.627
  128  6250  3.50 -2.00  1.00  1.25 -17.413 -17.494   2.620
  129  6250  4.00 -2.00  1.00  1.25 -17.396 -17.471   2.613
  130  6250  4.50 -2.00  1.00  1.25 -17.385 -17.457   2.607
  131  6250  5.00 -2.00  1.00  1.25 -17.383 -17.450   2.602
  132  6500  0.50 -2.00  1.00  1.25 -17.776 -17.898   2.676
  133  6500  1.00 -2.00  1.00  1.25 -17.750 -17.872   2.676
  134  6500  1.50 -2.00  1.00  1.25 -17.721 -17.842   2.675
  135  6500  2.00 -2.00  1.00  1.25 -17.689 -17.807   2.671
  136  6500  2.50 -2.00  1.00  1.25 -17.657 -17.771   2.665
  137  6500  3.00 -2.00  1.00  1.25 -17.627 -17.735   2.657
  138  6500  3.50 -2.00  1.00  1.25 -17.599 -17.701   2.649
  139  6500  4.00 -2.00  1.00  1.25 -17.576 -17.672   2.641
  140  6500  4.50 -2.00  1.00  1.25 -17.559 -17.650   2.633
  141  6500  5.00 -2.00  1.00  1.25 -17.551 -17.637   2.626
  142  6750  0.50 -2.00  1.00  1.25 -17.973 -18.107   2.692
  143  6750  1.00 -2.00  1.00  1.25 -17.938 -18.080   2.703
  144  6750  1.50 -2.00  1.00  1.25 -17.908 -18.051   2.704
  145  6750  2.00 -2.00  1.00  1.25 -17.875 -18.016   2.702
  146  6750  2.50 -2.00  1.00  1.25 -17.839 -17.978   2.698
  147  6750  3.00 -2.00  1.00  1.25 -17.805 -17.938   2.691
  148  6750  3.50 -2.00  1.00  1.25 -17.773 -17.899   2.682
  149  6750  4.00 -2.00  1.00  1.25 -17.744 -17.864   2.672
  150  6750  4.50 -2.00  1.00  1.25 -17.722 -17.835   2.663
  151  6750  5.00 -2.00  1.00  1.25 -17.708 -17.814   2.655
  152  7000  0.50 -2.00  1.00  1.25 -18.162 -18.299   2.696
  153  7000  1.00 -2.00  1.00  1.25 -18.119 -18.274   2.720
  154  7000  1.50 -2.00  1.00  1.25 -18.081 -18.244   2.732
  155  7000  2.00 -2.00  1.00  1.25 -18.047 -18.212   2.733
  156  7000  2.50 -2.00  1.00  1.25 -18.010 -18.173   2.731
  157  7000  3.00 -2.00  1.00  1.25 -17.972 -18.131   2.726
  158  7000  3.50 -2.00  1.00  1.25 -17.935 -18.088   2.718
  159  7000  4.00 -2.00  1.00  1.25 -17.902 -18.047   2.707
  160  7000  4.50 -2.00  1.00  1.25 -17.875 -18.012   2.697
  161  7000  5.00 -2.00  1.00  1.25 -17.855 -17.985   2.687
  162  7250  0.50 -2.00  1.00  1.25 -18.343 -18.473   2.686
  163  7250  1.00 -2.00  1.00  1.25 -18.294 -18.452   2.726
  164  7250  1.50 -2.00  1.00  1.25 -18.248 -18.425   2.751
  165  7250  2.00 -2.00  1.00  1.25 -18.206 -18.392   2.763
  166  7250  2.50 -2.00  1.00  1.25 -18.168 -18.355   2.764
  167  7250  3.00 -2.00  1.00  1.25 -18.128 -18.313   2.762
  168  7250  3.50 -2.00  1.00  1.25 -18.088 -18.268   2.755
  169  7250  4.00 -2.00  1.00  1.25 -18.051 -18.223   2.745
  170  7250  4.50 -2.00  1.00  1.25 -18.019 -18.183   2.733
  171  7250  5.00 -2.00  1.00  1.25 -17.993 -18.148   2.722
  172  7500  0.50 -2.00  1.00  1.25 -18.513 -18.620   2.655
  173  7500  1.00 -2.00  1.00  1.25 -18.461 -18.613   2.718
  174  7500  1.50 -2.00  1.00  1.25 -18.409 -18.591   2.757
  175  7500  2.00 -2.00  1.00  1.25 -18.359 -18.560   2.782
  176  7500  2.50 -2.00  1.00  1.25 -18.314 -18.523   2.794
  177  7500  3.00 -2.00  1.00  1.25 -18.273 -18.483   2.796
  178  7500  3.50 -2.00  1.00  1.25 -18.230 -18.438   2.792
  179  7500  4.00 -2.00  1.00  1.25 -18.190 -18.391   2.783
  180  7500  4.50 -2.00  1.00  1.25 -18.154 -18.346   2.771
  181  7500  5.00 -2.00  1.00  1.25 -18.123 -18.306   2.758
  182  7750  1.00 -2.00  1.00  1.25 -18.617 -18.753   2.695
  183  7750  1.50 -2.00  1.00  1.25 -18.562 -18.739   2.751
  184  7750  2.00 -2.00  1.00  1.25 -18.507 -18.713   2.789
  185  7750  2.50 -2.00  1.00  1.25 -18.454 -18.678   2.815
  186  7750  3.00 -2.00  1.00  1.25 -18.407 -18.639   2.825
  187  7750  3.50 -2.00  1.00  1.25 -18.364 -18.596   2.826
  188  7750  4.00 -2.00  1.00  1.25 -18.321 -18.549   2.820
  189  7750  4.50 -2.00  1.00  1.25 -18.281 -18.501   2.809
  190  7750  5.00 -2.00  1.00  1.25 -18.246 -18.457   2.796
  191  8000  1.00 -2.00  1.00  1.25 -18.756 -18.866   2.659
  192  8000  1.50 -2.00  1.00  1.25 -18.705 -18.869   2.732
  193  8000  2.00 -2.00  1.00  1.25 -18.647 -18.849   2.784
  194  8000  2.50 -2.00  1.00  1.25 -18.589 -18.819   2.822
  195  8000  3.00 -2.00  1.00  1.25 -18.533 -18.781   2.846
  196  8000  3.50 -2.00  1.00  1.25 -18.486 -18.740   2.855
  197  8000  4.00 -2.00  1.00  1.25 -18.443 -18.697   2.854
  198  8000  4.50 -2.00  1.00  1.25 -18.401 -18.648   2.846
  199  8000  5.00 -2.00  1.00  1.25 -18.362 -18.601   2.834
  200  8250  1.50 -2.00  1.00  1.25 -18.836 -18.979   2.704
  201  8250  2.00 -2.00  1.00  1.25 -18.778 -18.968   2.768
  202  8250  2.50 -2.00  1.00  1.25 -18.717 -18.944   2.819
  203  8250  3.00 -2.00  1.00  1.25 -18.657 -18.910   2.855
  204  8250  3.50 -2.00  1.00  1.25 -18.600 -18.870   2.876
  205  8250  4.00 -2.00  1.00  1.25 -18.555 -18.830   2.883
  206  8250  4.50 -2.00  1.00  1.25 -18.513 -18.785   2.880
  207  8250  5.00 -2.00  1.00  1.25 -18.472 -18.737   2.870
  208  8500  1.50 -2.00  1.00  1.25 -18.951 -19.072   2.673
  209  8500  2.00 -2.00  1.00  1.25 -18.900 -19.073   2.745
  210  8500  2.50 -2.00  1.00  1.25 -18.837 -19.055   2.806
  211  8500  3.00 -2.00  1.00  1.25 -18.773 -19.026   2.854
  212  8500  3.50 -2.00  1.00  1.25 -18.712 -18.989   2.886
  213  8500  4.00 -2.00  1.00  1.25 -18.658 -18.947   2.903
  214  8500  4.50 -2.00  1.00  1.25 -18.616 -18.909   2.908
  215  8500  5.00 -2.00  1.00  1.25 -18.575 -18.864   2.903
  216  8750  2.00 -2.00  1.00  1.25 -19.010 -19.164   2.719
  217  8750  2.50 -2.00  1.00  1.25 -18.950 -19.153   2.787
  218  8750  3.00 -2.00  1.00  1.25 -18.883 -19.130   2.844
  219  8750  3.50 -2.00  1.00  1.25 -18.818 -19.096   2.888
  220  8750  4.00 -2.00  1.00  1.25 -18.758 -19.057   2.915
  221  8750  4.50 -2.00  1.00  1.25 -18.709 -19.016   2.927
  222  8750  5.00 -2.00  1.00  1.25 -18.670 -18.979   2.930
  223  9000  2.00 -2.00  1.00  0.00 -19.108 -19.244   2.695
  224  9000  2.50 -2.00  1.00  0.00 -19.053 -19.240   2.764
  225  9000  3.00 -2.00  1.00  0.00 -18.988 -19.222   2.828
  226  9000  3.50 -2.00  1.00  0.00 -18.920 -19.193   2.882
  227  9000  4.00 -2.00  1.00  0.00 -18.855 -19.157   2.920
  228  9000  4.50 -2.00  1.00  0.00 -18.797 -19.114   2.940
  229  9000  5.00 -2.00  1.00  0.00 -18.747 -19.067   2.945
  230  9250  2.00 -2.00  1.00  0.00 -19.195 -19.316   2.675
  231  9250  2.50 -2.00  1.00  0.00 -19.147 -19.318   2.742
  232  9250  3.00 -2.00  1.00  0.00 -19.085 -19.305   2.809
  233  9250  3.50 -2.00  1.00  0.00 -19.016 -19.280   2.870
  234  9250  4.00 -2.00  1.00  0.00 -18.948 -19.247   2.917
  235  9250  4.50 -2.00  1.00  0.00 -18.886 -19.207   2.946
  236  9250  5.00 -2.00  1.00  0.00 -18.833 -19.163   2.958
  237  9500  2.00 -2.00  1.00  0.00 -19.273 -19.383   2.659
  238  9500  2.50 -2.00  1.00  0.00 -19.232 -19.388   2.723
  239  9500  3.00 -2.00  1.00  0.00 -19.173 -19.379   2.789
  240  9500  3.50 -2.00  1.00  0.00 -19.105 -19.359   2.854
  241  9500  4.00 -2.00  1.00  0.00 -19.036 -19.329   2.908
  242  9500  4.50 -2.00  1.00  0.00 -18.972 -19.293   2.947
  243  9500  5.00 -2.00  1.00  0.00 -18.915 -19.251   2.967
  244  9750  2.00 -2.00  1.00  0.00 -19.345 -19.446   2.647
  245  9750  2.50 -2.00  1.00  0.00 -19.309 -19.454   2.707
  246  9750  3.00 -2.00  1.00  0.00 -19.255 -19.447   2.771
  247  9750  3.50 -2.00  1.00  0.00 -19.189 -19.430   2.837
  248  9750  4.00 -2.00  1.00  0.00 -19.120 -19.404   2.896
  249  9750  4.50 -2.00  1.00  0.00 -19.053 -19.371   2.942
  250  9750  5.00 -2.00  1.00  0.00 -18.993 -19.331   2.970
  251 10000  2.00 -2.00  1.00  0.00 -19.412 -19.506   2.637
  252 10000  2.50 -2.00  1.00  0.00 -19.380 -19.515   2.694
  253 10000  3.00 -2.00  1.00  0.00 -19.330 -19.510   2.755
  254 10000  3.50 -2.00  1.00  0.00 -19.267 -19.496   2.820
  255 10000  4.00 -2.00  1.00  0.00 -19.199 -19.473   2.883
  256 10000  4.50 -2.00  1.00  0.00 -19.131 -19.443   2.934
  257 10000  5.00 -2.00  1.00  0.00 -19.068 -19.406   2.969
  258 10500  2.00 -2.00  1.00  0.00 -19.536 -19.618   2.621
  259 10500  2.50 -2.00  1.00  0.00 -19.509 -19.629   2.673
  260 10500  3.00 -2.00  1.00  0.00 -19.465 -19.626   2.729
  261 10500  3.50 -2.00  1.00  0.00 -19.408 -19.615   2.790
  262 10500  4.00 -2.00  1.00  0.00 -19.343 -19.596   2.854
  263 10500  4.50 -2.00  1.00  0.00 -19.275 -19.571   2.912
  264 10500  5.00 -2.00  1.00  0.00 -19.209 -19.538   2.957
  265 11000  2.50 -2.00  1.00  0.00 -19.625 -19.733   2.658
  266 11000  3.00 -2.00  1.00  0.00 -19.584 -19.731   2.709
  267 11000  3.50 -2.00  1.00  0.00 -19.533 -19.721   2.766
  268 11000  4.00 -2.00  1.00  0.00 -19.473 -19.705   2.827
  269 11000  4.50 -2.00  1.00  0.00 -19.406 -19.683   2.887
  270 11000  5.00 -2.00  1.00  0.00 -19.339 -19.655   2.939
  271 11500  2.50 -2.00  1.00  0.00 -19.731 -19.830   2.645
  272 11500  3.00 -2.00  1.00  0.00 -19.693 -19.828   2.694
  273 11500  3.50 -2.00  1.00  0.00 -19.645 -19.819   2.746
  274 11500  4.00 -2.00  1.00  0.00 -19.589 -19.805   2.803
  275 11500  4.50 -2.00  1.00  0.00 -19.526 -19.785   2.862
  276 11500  5.00 -2.00  1.00  0.00 -19.460 -19.760   2.918
  277 12000  2.50 -2.00  1.00  0.00 -19.829 -19.921   2.634
  278 12000  3.00 -2.00  1.00  0.00 -19.793 -19.918   2.681
  279 12000  3.50 -2.00  1.00  0.00 -19.747 -19.909   2.731
  280 12000  4.00 -2.00  1.00  0.00 -19.695 -19.896   2.784
  281 12000  4.50 -2.00  1.00  0.00 -19.635 -19.879   2.840
  282 12000  5.00 -2.00  1.00  0.00 -19.572 -19.856   2.896
  283 12500  2.50 -2.00  1.00  0.00 -19.921 -20.006   2.625
  284 12500  3.00 -2.00  1.00  0.00 -19.886 -20.003   2.670
  285 12500  3.50 -2.00  1.00  0.00 -19.842 -19.994   2.717
  286 12500  4.00 -2.00  1.00  0.00 -19.792 -19.981   2.768
  287 12500  4.50 -2.00  1.00  0.00 -19.736 -19.965   2.821
  288 12500  5.00 -2.00  1.00  0.00 -19.676 -19.944   2.875
  289 13000  2.50 -2.00  1.00  0.00 -20.008 -20.087   2.617
  290 13000  3.00 -2.00  1.00  0.00 -19.973 -20.083   2.660
  291 13000  3.50 -2.00  1.00  0.00 -19.930 -20.074   2.705
  292 13000  4.00 -2.00  1.00  0.00 -19.882 -20.062   2.754
  293 13000  4.50 -2.00  1.00  0.00 -19.829 -20.046   2.805
  294 13000  5.00 -2.00  1.00  0.00 -19.772 -20.026   2.856
  295 14000  2.00 -2.00  1.00  0.00 -20.187 -20.224   2.560
  296 14000  2.50 -2.00  1.00  0.00 -20.169 -20.237   2.602
  297 14000  3.00 -2.00  1.00  0.00 -20.133 -20.231   2.643
  298 14000  3.50 -2.00  1.00  0.00 -20.092 -20.221   2.686
  299 14000  4.00 -2.00  1.00  0.00 -20.047 -20.209   2.731
  300 14000  4.50 -2.00  1.00  0.00 -19.998 -20.194   2.777
  301 14000  5.00 -2.00  1.00  0.00 -19.945 -20.177   2.825
  302 15000  2.50 -2.00  1.00  0.00 -20.317 -20.375   2.589
  303 15000  3.00 -2.00  1.00  0.00 -20.280 -20.368   2.629
  304 15000  3.50 -2.00  1.00  0.00 -20.239 -20.356   2.670
  305 15000  4.00 -2.00  1.00  0.00 -20.195 -20.343   2.712
  306 15000  4.50 -2.00  1.00  0.00 -20.148 -20.329   2.756
  307 15000  5.00 -2.00  1.00  0.00 -20.099 -20.313   2.800
  308 16000  2.50 -2.00  1.00  0.00 -20.454 -20.504   2.578
  309 16000  3.00 -2.00  1.00  0.00 -20.416 -20.495   2.617
  310 16000  3.50 -2.00  1.00  0.00 -20.374 -20.481   2.655
  311 16000  4.00 -2.00  1.00  0.00 -20.330 -20.467   2.696
  312 16000  4.50 -2.00  1.00  0.00 -20.286 -20.453   2.737
  313 16000  5.00 -2.00  1.00  0.00 -20.239 -20.437   2.780
  314 17000  2.50 -2.00  1.00  0.00 -20.582 -20.625   2.567
  315 17000  3.00 -2.00  1.00  0.00 -20.544 -20.614   2.605
  316 17000  3.50 -2.00  1.00  0.00 -20.500 -20.598   2.643
  317 17000  4.00 -2.00  1.00  0.00 -20.457 -20.583   2.682
  318 17000  4.50 -2.00  1.00  0.00 -20.413 -20.568   2.722
  319 17000  5.00 -2.00  1.00  0.00 -20.368 -20.553   2.762
  320 18000  2.50 -2.00  1.00  0.00 -20.704 -20.739   2.558
  321 18000  3.00 -2.00  1.00  0.00 -20.664 -20.727   2.595
  322 18000  3.50 -2.00  1.00  0.00 -20.620 -20.709   2.631
  323 18000  4.00 -2.00  1.00  0.00 -20.575 -20.692   2.669
  324 18000  4.50 -2.00  1.00  0.00 -20.532 -20.677   2.707
  325 18000  5.00 -2.00  1.00  0.00 -20.488 -20.662   2.746
  326 19000  2.50 -2.00  1.00  0.00 -20.818 -20.847   2.549
  327 19000  3.00 -2.00  1.00  0.00 -20.778 -20.834   2.585
  328 19000  3.50 -2.00  1.00  0.00 -20.733 -20.814   2.620
  329 19000  4.00 -2.00  1.00  0.00 -20.688 -20.796   2.657
  330 19000  4.50 -2.00  1.00  0.00 -20.644 -20.780   2.694
  331 19000  5.00 -2.00  1.00  0.00 -20.601 -20.765   2.732
  332 20000  3.00 -2.00  1.00  0.00 -20.887 -20.936   2.577
  333 20000  3.50 -2.00  1.00  0.00 -20.841 -20.915   2.610
  334 20000  4.00 -2.00  1.00  0.00 -20.796 -20.895   2.645
  335 20000  4.50 -2.00  1.00  0.00 -20.752 -20.878   2.682
  336 20000  5.00 -2.00  1.00  0.00 -20.709 -20.862   2.719
  337 21000  3.00 -2.00  1.00  0.00 -20.990 -21.034   2.570
  338 21000  3.50 -2.00  1.00  0.00 -20.943 -21.011   2.602
  339 21000  4.00 -2.00  1.00  0.00 -20.898 -20.990   2.635
  340 21000  4.50 -2.00  1.00  0.00 -20.854 -20.972   2.670
  341 21000  5.00 -2.00  1.00  0.00 -20.812 -20.956   2.706
  342 22000  3.00 -2.00  1.00  0.00 -21.091 -21.130   2.563
  343 22000  3.50 -2.00  1.00  0.00 -21.041 -21.103   2.594
  344 22000  4.00 -2.00  1.00  0.00 -20.995 -21.080   2.626
  345 22000  4.50 -2.00  1.00  0.00 -20.952 -21.062   2.659
  346 22000  5.00 -2.00  1.00  0.00 -20.911 -21.046   2.694
  347 23000  3.00 -2.00  1.00  0.00 -21.190 -21.224   2.556
  348 23000  3.50 -2.00  1.00  0.00 -21.136 -21.193   2.588
  349 23000  4.00 -2.00  1.00  0.00 -21.089 -21.168   2.618
  350 23000  4.50 -2.00  1.00  0.00 -21.046 -21.149   2.650
  351 23000  5.00 -2.00  1.00  0.00 -21.005 -21.132   2.683
  352 24000  3.00 -2.00  1.00  0.00 -21.289 -21.319   2.550
  353 24000  3.50 -2.00  1.00  0.00 -21.228 -21.281   2.581
  354 24000  4.00 -2.00  1.00  0.00 -21.179 -21.253   2.611
  355 24000  4.50 -2.00  1.00  0.00 -21.136 -21.232   2.642
  356 24000  5.00 -2.00  1.00  0.00 -21.095 -21.216   2.674
  357 25000  3.00 -2.00  1.00  0.00 -21.393 -21.417   2.543
  358 25000  3.50 -2.00  1.00  0.00 -21.319 -21.368   2.575
  359 25000  4.00 -2.00  1.00  0.00 -21.267 -21.337   2.604
  360 25000  4.50 -2.00  1.00  0.00 -21.223 -21.314   2.634
  361 25000  5.00 -2.00  1.00  0.00 -21.182 -21.297   2.665
  362 26000  3.00 -2.00  1.00  0.00 -21.505 -21.523   2.535
  363 26000  3.50 -2.00  1.00  0.00 -21.411 -21.455   2.570
  364 26000  4.00 -2.00  1.00  0.00 -21.354 -21.419   2.598
  365 26000  4.50 -2.00  1.00  0.00 -21.308 -21.394   2.628
  366 26000  5.00 -2.00  1.00  0.00 -21.267 -21.376   2.658
  367 27000  3.50 -2.00  1.00  0.00 -21.506 -21.545   2.564
  368 27000  4.00 -2.00  1.00  0.00 -21.441 -21.501   2.593
  369 27000  4.50 -2.00  1.00  0.00 -21.392 -21.474   2.621
  370 27000  5.00 -2.00  1.00  0.00 -21.350 -21.454   2.651
  371 28000  3.50 -2.00  1.00  0.00 -21.605 -21.639   2.557
  372 28000  4.00 -2.00  1.00  0.00 -21.528 -21.585   2.587
  373 28000  4.50 -2.00  1.00  0.00 -21.476 -21.553   2.615
  374 28000  5.00 -2.00  1.00  0.00 -21.434 -21.532   2.644
  375 29000  3.50 -2.00  1.00  0.00 -21.707 -21.735   2.549
  376 29000  4.00 -2.00  1.00  0.00 -21.619 -21.671   2.581
