
       Teff log g  [M]  Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
   20  3750  4.00 -1.00  2.00  1.25  0.00 -11.335 -11.317 -12.784 -13.729 -14.170   3.197   3.192   0.940   0.434   0.446   0.441
   21  3750  4.50 -1.00  2.00  1.25  0.00 -11.393 -11.374 -12.804 -13.736 -14.179   3.145   3.141   0.943   0.417   0.422   0.418
   22  3750  5.00 -1.00  2.00  1.25  0.00 -11.435 -11.416 -12.802 -13.728 -14.176   3.095   3.092   0.948   0.408   0.382   0.380
   23  4000  0.00 -1.00  2.00  1.25  0.00 -10.818 -10.801 -12.745 -14.007 -14.558   3.992   3.987   1.050   0.641   0.607   0.602
   24  4000  0.50 -1.00  2.00  1.25  0.00 -11.187 -11.170 -12.987 -14.149 -14.609   3.764   3.759   0.959   0.632   0.579   0.575
   25  4000  1.00 -1.00  2.00  1.25  0.00 -11.512 -11.494 -13.174 -14.248 -14.639   3.538   3.534   0.891   0.612   0.531   0.527
   26  4000  1.50 -1.00  2.00  1.25  0.00 -11.766 -11.747 -13.310 -14.314 -14.655   3.350   3.346   0.841   0.592   0.482   0.478
   27  4000  2.00 -1.00  2.00  1.25  0.00 -11.940 -11.921 -13.399 -14.355 -14.662   3.218   3.215   0.806   0.579   0.445   0.442
   28  4000  2.50 -1.00  2.00  1.25  0.00 -12.037 -12.018 -13.449 -14.379 -14.662   3.144   3.142   0.783   0.576   0.425   0.422
   29  4000  3.00 -1.00  2.00  1.25  0.00 -12.070 -12.050 -13.467 -14.389 -14.659   3.121   3.118   0.770   0.580   0.418   0.416
   30  4000  3.50 -1.00  2.00  1.25  0.00 -12.090 -12.070 -13.471 -14.377 -14.661   3.090   3.087   0.784   0.551   0.418   0.415
   31  4000  4.00 -1.00  2.00  1.25  0.00 -12.154 -12.135 -13.498 -14.369 -14.681   3.016   3.013   0.812   0.487   0.416   0.413
   32  4000  4.50 -1.00  2.00  1.25  0.00 -12.244 -12.225 -13.545 -14.376 -14.705   2.934   2.931   0.829   0.431   0.411   0.408
   33  4000  5.00 -1.00  2.00  1.25  0.00 -12.316 -12.296 -13.575 -14.378 -14.717   2.864   2.862   0.839   0.393   0.398   0.395
   34  4250  0.00 -1.00  2.00  1.25  0.00 -11.888 -11.871 -13.589 -14.643 -15.083   3.556   3.552   0.941   0.542   0.590   0.585
   35  4250  0.50 -1.00  2.00  1.25  0.00 -12.223 -12.205 -13.802 -14.764 -15.125   3.343   3.339   0.861   0.530   0.559   0.555
   36  4250  1.00 -1.00  2.00  1.25  0.00 -12.518 -12.499 -13.968 -14.849 -15.148   3.133   3.130   0.799   0.510   0.512   0.508
   37  4250  1.50 -1.00  2.00  1.25  0.00 -12.754 -12.734 -14.090 -14.906 -15.160   2.955   2.952   0.754   0.492   0.461   0.458
   38  4250  2.00 -1.00  2.00  1.25  0.00 -12.923 -12.903 -14.172 -14.945 -15.166   2.824   2.822   0.721   0.481   0.418   0.416
   39  4250  2.50 -1.00  2.00  1.25  0.00 -13.028 -13.007 -14.222 -14.970 -15.168   2.745   2.743   0.698   0.479   0.389   0.387
   40  4250  3.00 -1.00  2.00  1.25  0.00 -13.072 -13.051 -14.244 -14.986 -15.168   2.717   2.715   0.681   0.490   0.373   0.371
   41  4250  3.50 -1.00  2.00  1.25  0.00 -13.061 -13.040 -14.241 -14.994 -15.165   2.735   2.734   0.671   0.511   0.369   0.368
   42  4250  4.00 -1.00  2.00  1.25  0.00 -13.022 -13.001 -14.220 -14.984 -15.162   2.764   2.762   0.679   0.514   0.377   0.376
   43  4250  4.50 -1.00  2.00  1.25  0.00 -13.024 -13.003 -14.217 -14.960 -15.164   2.738   2.737   0.705   0.468   0.391   0.390
   44  4250  5.00 -1.00  2.00  1.25  0.00 -13.078 -13.058 -14.239 -14.945 -15.175   2.669   2.667   0.730   0.406   0.395   0.394
   45  4500  0.00 -1.00  2.00  1.25  0.00 -12.845 -12.828 -14.355 -15.203 -15.533   3.160   3.155   0.830   0.447   0.604   0.600
   46  4500  0.50 -1.00  2.00  1.25  0.00 -13.132 -13.114 -14.524 -15.297 -15.563   2.966   2.962   0.766   0.435   0.562   0.558
   47  4500  1.00 -1.00  2.00  1.25  0.00 -13.384 -13.366 -14.656 -15.363 -15.580   2.781   2.778   0.717   0.419   0.507   0.504
   48  4500  1.50 -1.00  2.00  1.25  0.00 -13.586 -13.567 -14.753 -15.408 -15.588   2.624   2.621   0.680   0.405   0.453   0.450
   49  4500  2.00 -1.00  2.00  1.25  0.00 -13.735 -13.715 -14.820 -15.439 -15.591   2.505   2.503   0.653   0.396   0.407   0.405
   50  4500  2.50 -1.00  2.00  1.25  0.00 -13.834 -13.814 -14.863 -15.460 -15.592   2.428   2.426   0.632   0.393   0.374   0.373
   51  4500  3.00 -1.00  2.00  1.25  0.00 -13.885 -13.864 -14.886 -15.475 -15.592   2.393   2.391   0.617   0.401   0.355   0.354
   52  4500  3.50 -1.00  2.00  1.25  0.00 -13.892 -13.871 -14.892 -15.486 -15.592   2.396   2.395   0.605   0.418   0.348   0.347
   53  4500  4.00 -1.00  2.00  1.25  0.00 -13.862 -13.841 -14.882 -15.493 -15.591   2.433   2.433   0.597   0.443   0.351   0.351
   54  4500  4.50 -1.00  2.00  1.25  0.00 -13.813 -13.792 -14.861 -15.488 -15.589   2.477   2.476   0.601   0.455   0.363   0.363
   55  4500  5.00 -1.00  2.00  1.25  0.00 -13.804 -13.783 -14.852 -15.466 -15.588   2.464   2.463   0.622   0.421   0.377   0.376
   56  4750  0.00 -1.00  2.00  1.25  0.00 -13.692 -13.674 -15.058 -15.709 -15.927   2.819   2.814   0.719   0.360   0.659   0.654
   57  4750  0.50 -1.00  2.00  1.25  0.00 -13.932 -13.914 -15.178 -15.771 -15.944   2.641   2.637   0.673   0.349   0.595   0.591
   58  4750  1.00 -1.00  2.00  1.25  0.00 -14.144 -14.126 -15.273 -15.817 -15.953   2.475   2.471   0.636   0.336   0.527   0.524
   59  4750  1.50 -1.00  2.00  1.25  0.00 -14.315 -14.296 -15.341 -15.848 -15.957   2.335   2.332   0.609   0.326   0.462   0.460
   60  4750  2.00 -1.00  2.00  1.25  0.00 -14.443 -14.423 -15.388 -15.868 -15.957   2.227   2.225   0.589   0.320   0.406   0.404
   61  4750  2.50 -1.00  2.00  1.25  0.00 -14.529 -14.509 -15.416 -15.882 -15.957   2.155   2.153   0.575   0.320   0.362   0.361
   62  4750  3.00 -1.00  2.00  1.25  0.00 -14.578 -14.558 -15.431 -15.893 -15.956   2.117   2.115   0.563   0.328   0.334   0.332
   63  4750  3.50 -1.00  2.00  1.25  0.00 -14.592 -14.571 -15.436 -15.902 -15.956   2.112   2.111   0.554   0.342   0.319   0.318
   64  4750  4.00 -1.00  2.00  1.25  0.00 -14.575 -14.554 -15.431 -15.911 -15.957   2.138   2.137   0.546   0.363   0.318   0.317
   65  4750  4.50 -1.00  2.00  1.25  0.00 -14.536 -14.514 -15.419 -15.916 -15.957   2.182   2.182   0.541   0.386   0.327   0.327
   66  4750  5.00 -1.00  2.00  1.25  0.00 -14.502 -14.480 -15.408 -15.913 -15.957   2.213   2.213   0.544   0.390   0.343   0.343
   67  5000  0.00 -1.00  2.00  1.25  0.00 -14.404 -14.386 -15.692 -16.164 -16.278   2.561   2.557   0.615   0.286   0.758   0.755
   68  5000  0.50 -1.00  2.00  1.25  0.00 -14.608 -14.589 -15.767 -16.197 -16.281   2.392   2.388   0.584   0.275   0.670   0.667
   69  5000  1.00 -1.00  2.00  1.25  0.00 -14.789 -14.770 -15.825 -16.222 -16.282   2.235   2.232   0.560   0.265   0.582   0.579
   70  5000  1.50 -1.00  2.00  1.25  0.00 -14.938 -14.919 -15.867 -16.238 -16.280   2.102   2.099   0.542   0.258   0.500   0.497
   71  5000  2.00 -1.00  2.00  1.25  0.00 -15.053 -15.034 -15.893 -16.248 -16.277   1.996   1.994   0.530   0.254   0.428   0.425
   72  5000  2.50 -1.00  2.00  1.25  0.00 -15.134 -15.114 -15.907 -16.254 -16.275   1.923   1.921   0.520   0.256   0.369   0.367
   73  5000  3.00 -1.00  2.00  1.25  0.00 -15.183 -15.162 -15.912 -16.260 -16.273   1.879   1.877   0.513   0.263   0.324   0.323
   74  5000  3.50 -1.00  2.00  1.25  0.00 -15.201 -15.181 -15.910 -16.265 -16.273   1.866   1.864   0.508   0.276   0.295   0.294
   75  5000  4.00 -1.00  2.00  1.25  0.00 -15.193 -15.172 -15.902 -16.271 -16.274   1.881   1.879   0.503   0.295   0.282   0.281
   76  5000  4.50 -1.00  2.00  1.25  0.00 -15.163 -15.142 -15.890 -16.277 -16.276   1.916   1.915   0.499   0.317   0.282   0.281
   77  5000  5.00 -1.00  2.00  1.25  0.00 -15.129 -15.107 -15.881 -16.281 -16.278   1.954   1.954   0.497   0.333   0.294   0.293
   78  5250  0.00 -1.00  2.00  1.25  0.00 -14.975 -14.956 -16.248 -16.569 -16.589   2.396   2.393   0.520   0.230   0.894   0.891
   79  5250  0.50 -1.00  2.00  1.25  0.00 -15.153 -15.134 -16.289 -16.580 -16.583   2.229   2.226   0.503   0.217   0.786   0.783
   80  5250  1.00 -1.00  2.00  1.25  0.00 -15.316 -15.296 -16.318 -16.586 -16.576   2.073   2.070   0.489   0.208   0.677   0.674
   81  5250  1.50 -1.00  2.00  1.25  0.00 -15.454 -15.434 -16.337 -16.589 -16.568   1.937   1.935   0.480   0.201   0.573   0.571
   82  5250  2.00 -1.00  2.00  1.25  0.00 -15.564 -15.544 -16.345 -16.588 -16.561   1.826   1.824   0.473   0.199   0.481   0.478
   83  5250  2.50 -1.00  2.00  1.25  0.00 -15.645 -15.625 -16.346 -16.587 -16.556   1.743   1.741   0.469   0.201   0.401   0.399
   84  5250  3.00 -1.00  2.00  1.25  0.00 -15.701 -15.680 -16.341 -16.586 -16.552   1.687   1.685   0.466   0.208   0.337   0.336
   85  5250  3.50 -1.00  2.00  1.25  0.00 -15.729 -15.708 -16.332 -16.587 -16.551   1.660   1.658   0.464   0.220   0.290   0.289
   86  5250  4.00 -1.00  2.00  1.25  0.00 -15.732 -15.711 -16.320 -16.590 -16.552   1.660   1.659   0.463   0.237   0.260   0.258
   87  5250  4.50 -1.00  2.00  1.25  0.00 -15.713 -15.692 -16.305 -16.594 -16.555   1.683   1.682   0.461   0.257   0.245   0.244
   88  5250  5.00 -1.00  2.00  1.25  0.00 -15.683 -15.662 -16.293 -16.598 -16.559   1.718   1.717   0.460   0.275   0.246   0.245
   89  5500  0.00 -1.00  2.00  1.25  0.00 -15.423 -15.403 -16.731 -16.930 -16.868   2.309   2.307   0.438   0.190   1.051   1.049
   90  5500  0.50 -1.00  2.00  1.25  0.00 -15.580 -15.560 -16.746 -16.924 -16.855   2.147   2.145   0.430   0.177   0.930   0.928
   91  5500  1.00 -1.00  2.00  1.25  0.00 -15.730 -15.710 -16.755 -16.917 -16.842   1.989   1.987   0.425   0.166   0.804   0.802
   92  5500  1.50 -1.00  2.00  1.25  0.00 -15.865 -15.844 -16.756 -16.908 -16.830   1.846   1.844   0.422   0.159   0.681   0.680
   93  5500  2.00 -1.00  2.00  1.25  0.00 -15.977 -15.957 -16.750 -16.898 -16.818   1.723   1.721   0.421   0.157   0.567   0.565
   94  5500  2.50 -1.00  2.00  1.25  0.00 -16.067 -16.046 -16.739 -16.888 -16.809   1.623   1.622   0.421   0.158   0.465   0.463
   95  5500  3.00 -1.00  2.00  1.25  0.00 -16.133 -16.113 -16.724 -16.880 -16.801   1.549   1.547   0.421   0.163   0.378   0.376
   96  5500  3.50 -1.00  2.00  1.25  0.00 -16.176 -16.155 -16.709 -16.876 -16.798   1.502   1.500   0.422   0.173   0.309   0.307
   97  5500  4.00 -1.00  2.00  1.25  0.00 -16.195 -16.174 -16.693 -16.875 -16.798   1.482   1.480   0.424   0.187   0.258   0.257
   98  5500  4.50 -1.00  2.00  1.25  0.00 -16.191 -16.170 -16.676 -16.877 -16.802   1.488   1.487   0.425   0.205   0.226   0.225
   99  5500  5.00 -1.00  2.00  1.25  0.00 -16.171 -16.150 -16.660 -16.880 -16.806   1.511   1.510   0.426   0.223   0.211   0.210
  100  5750  0.00 -1.00  2.00  1.25  0.00 -15.780 -15.760 -17.157 -17.255 -17.119   2.276   2.275   0.365   0.162   1.220   1.219
  101  5750  0.50 -1.00  2.00  1.25  0.00 -15.917 -15.897 -17.151 -17.239 -17.104   2.124   2.122   0.365   0.151   1.089   1.087
  102  5750  1.00 -1.00  2.00  1.25  0.00 -16.056 -16.036 -17.143 -17.222 -17.088   1.967   1.966   0.366   0.141   0.951   0.949
  103  5750  1.50 -1.00  2.00  1.25  0.00 -16.187 -16.167 -17.131 -17.204 -17.072   1.818   1.817   0.368   0.134   0.812   0.811
  104  5750  2.00 -1.00  2.00  1.25  0.00 -16.304 -16.284 -17.113 -17.185 -17.056   1.683   1.681   0.372   0.129   0.679   0.677
  105  5750  2.50 -1.00  2.00  1.25  0.00 -16.403 -16.383 -17.092 -17.167 -17.042   1.565   1.564   0.375   0.128   0.555   0.554
  106  5750  3.00 -1.00  2.00  1.25  0.00 -16.484 -16.463 -17.069 -17.151 -17.030   1.469   1.468   0.379   0.132   0.445   0.444
  107  5750  3.50 -1.00  2.00  1.25  0.00 -16.545 -16.524 -17.047 -17.140 -17.023   1.397   1.396   0.383   0.138   0.352   0.351
  108  5750  4.00 -1.00  2.00  1.25  0.00 -16.584 -16.563 -17.027 -17.133 -17.020   1.351   1.350   0.387   0.149   0.279   0.277
  109  5750  4.50 -1.00  2.00  1.25  0.00 -16.599 -16.578 -17.007 -17.132 -17.021   1.335   1.334   0.390   0.163   0.226   0.225
  110  5750  5.00 -1.00  2.00  1.25  0.00 -16.594 -16.573 -16.989 -17.133 -17.026   1.341   1.340   0.393   0.179   0.194   0.193
  111  6000  0.00 -1.00  2.00  1.25  0.00 -16.077 -16.056 -17.544 -17.550 -17.348   2.275   2.274   0.298   0.137   1.403   1.402
  112  6000  0.50 -1.00  2.00  1.25  0.00 -16.194 -16.173 -17.517 -17.527 -17.333   2.136   2.135   0.305   0.134   1.255   1.253
  113  6000  1.00 -1.00  2.00  1.25  0.00 -16.321 -16.300 -17.495 -17.504 -17.316   1.985   1.984   0.312   0.127   1.106   1.105
  114  6000  1.50 -1.00  2.00  1.25  0.00 -16.448 -16.427 -17.470 -17.480 -17.298   1.834   1.833   0.319   0.120   0.955   0.954
  115  6000  2.00 -1.00  2.00  1.25  0.00 -16.566 -16.545 -17.442 -17.454 -17.280   1.690   1.689   0.326   0.115   0.806   0.805
  116  6000  2.50 -1.00  2.00  1.25  0.00 -16.673 -16.652 -17.412 -17.429 -17.262   1.558   1.557   0.333   0.113   0.664   0.663
  117  6000  3.00 -1.00  2.00  1.25  0.00 -16.766 -16.745 -17.382 -17.406 -17.245   1.442   1.441   0.340   0.113   0.534   0.533
  118  6000  3.50 -1.00  2.00  1.25  0.00 -16.843 -16.822 -17.352 -17.386 -17.232   1.345   1.344   0.346   0.117   0.418   0.417
  119  6000  4.00 -1.00  2.00  1.25  0.00 -16.902 -16.881 -17.327 -17.372 -17.224   1.272   1.271   0.351   0.123   0.321   0.320
  120  6000  4.50 -1.00  2.00  1.25  0.00 -16.940 -16.919 -17.304 -17.365 -17.221   1.227   1.226   0.356   0.134   0.246   0.245
  121  6000  5.00 -1.00  2.00  1.25  0.00 -16.955 -16.933 -17.285 -17.363 -17.224   1.210   1.210   0.361   0.146   0.194   0.193
  122  6250  0.50 -1.00  2.00  1.25  0.00 -16.430 -16.409 -17.857 -17.795 -17.543   2.167   2.166   0.249   0.118   1.431   1.430
  123  6250  1.00 -1.00  2.00  1.25  0.00 -16.545 -16.524 -17.817 -17.768 -17.529   2.024   2.023   0.261   0.118   1.264   1.263
  124  6250  1.50 -1.00  2.00  1.25  0.00 -16.666 -16.644 -17.782 -17.739 -17.511   1.875   1.875   0.272   0.114   1.102   1.101
  125  6250  2.00 -1.00  2.00  1.25  0.00 -16.784 -16.762 -17.745 -17.709 -17.491   1.727   1.726   0.282   0.110   0.940   0.939
  126  6250  2.50 -1.00  2.00  1.25  0.00 -16.895 -16.874 -17.707 -17.678 -17.470   1.585   1.584   0.292   0.108   0.783   0.783
  127  6250  3.00 -1.00  2.00  1.25  0.00 -16.996 -16.975 -17.669 -17.648 -17.449   1.454   1.453   0.302   0.106   0.636   0.635
  128  6250  3.50 -1.00  2.00  1.25  0.00 -17.085 -17.064 -17.632 -17.620 -17.431   1.337   1.336   0.310   0.107   0.500   0.499
  129  6250  4.00 -1.00  2.00  1.25  0.00 -17.161 -17.140 -17.600 -17.599 -17.417   1.240   1.239   0.318   0.110   0.382   0.381
  130  6250  4.50 -1.00  2.00  1.25  0.00 -17.219 -17.198 -17.572 -17.584 -17.408   1.167   1.166   0.325   0.116   0.284   0.283
  131  6250  5.00 -1.00  2.00  1.25  0.00 -17.256 -17.235 -17.550 -17.576 -17.407   1.122   1.122   0.331   0.125   0.210   0.209
  132  6500  0.50 -1.00  2.00  1.25  0.00 -16.641 -16.619 -18.179 -18.043 -17.734   2.205   2.204   0.191   0.103   1.615   1.615
  133  6500  1.00 -1.00  2.00  1.25  0.00 -16.743 -16.722 -18.123 -18.014 -17.725   2.073   2.073   0.211   0.109   1.430   1.430
  134  6500  1.50 -1.00  2.00  1.25  0.00 -16.856 -16.835 -18.073 -17.983 -17.710   1.929   1.928   0.227   0.112   1.249   1.249
  135  6500  2.00 -1.00  2.00  1.25  0.00 -16.971 -16.950 -18.028 -17.950 -17.690   1.780   1.780   0.241   0.110   1.077   1.077
  136  6500  2.50 -1.00  2.00  1.25  0.00 -17.084 -17.063 -17.983 -17.915 -17.668   1.633   1.632   0.253   0.108   0.908   0.907
  137  6500  3.00 -1.00  2.00  1.25  0.00 -17.190 -17.169 -17.937 -17.879 -17.645   1.491   1.490   0.265   0.107   0.745   0.745
  138  6500  3.50 -1.00  2.00  1.25  0.00 -17.289 -17.267 -17.892 -17.846 -17.622   1.359   1.358   0.276   0.106   0.593   0.592
  139  6500  4.00 -1.00  2.00  1.25  0.00 -17.376 -17.355 -17.853 -17.816 -17.602   1.242   1.242   0.286   0.107   0.455   0.455
  140  6500  4.50 -1.00  2.00  1.25  0.00 -17.450 -17.429 -17.819 -17.793 -17.587   1.145   1.144   0.294   0.109   0.337   0.336
  141  6500  5.00 -1.00  2.00  1.25  0.00 -17.506 -17.485 -17.791 -17.778 -17.579   1.074   1.073   0.302   0.114   0.241   0.241
  142  6750  0.50 -1.00  2.00  1.25  0.00 -16.845 -16.823 -18.454 -18.267 -17.915   2.225   2.224   0.147   0.095   1.737   1.737
  143  6750  1.00 -1.00  2.00  1.25  0.00 -16.926 -16.904 -18.416 -18.245 -17.905   2.122   2.121   0.159   0.100   1.602   1.602
  144  6750  1.50 -1.00  2.00  1.25  0.00 -17.030 -17.009 -18.352 -18.213 -17.895   1.985   1.984   0.182   0.107   1.403   1.403
  145  6750  2.00 -1.00  2.00  1.25  0.00 -17.141 -17.119 -18.294 -18.177 -17.878   1.839   1.838   0.201   0.111   1.213   1.212
  146  6750  2.50 -1.00  2.00  1.25  0.00 -17.252 -17.230 -18.241 -18.140 -17.856   1.690   1.690   0.216   0.112   1.033   1.032
  147  6750  3.00 -1.00  2.00  1.25  0.00 -17.361 -17.339 -18.188 -18.101 -17.831   1.542   1.541   0.230   0.111   0.858   0.857
  148  6750  3.50 -1.00  2.00  1.25  0.00 -17.464 -17.442 -18.137 -18.062 -17.805   1.400   1.399   0.243   0.110   0.691   0.691
  149  6750  4.00 -1.00  2.00  1.25  0.00 -17.559 -17.538 -18.090 -18.025 -17.780   1.268   1.267   0.255   0.109   0.538   0.537
  150  6750  4.50 -1.00  2.00  1.25  0.00 -17.645 -17.623 -18.048 -17.994 -17.759   1.151   1.150   0.266   0.109   0.400   0.400
  151  6750  5.00 -1.00  2.00  1.25  0.00 -17.716 -17.695 -18.015 -17.970 -17.745   1.056   1.055   0.274   0.110   0.285   0.284
  152  7000  0.50 -1.00  2.00  1.25  0.00 -17.054 -17.032 -18.690 -18.467 -18.083   2.215   2.215   0.116   0.090   1.800   1.800
  153  7000  1.00 -1.00  2.00  1.25  0.00 -17.110 -17.088 -18.666 -18.453 -18.074   2.146   2.145   0.121   0.095   1.711   1.711
  154  7000  1.50 -1.00  2.00  1.25  0.00 -17.196 -17.174 -18.620 -18.429 -18.064   2.035   2.035   0.135   0.103   1.558   1.558
  155  7000  2.00 -1.00  2.00  1.25  0.00 -17.299 -17.278 -18.550 -18.393 -18.053   1.896   1.895   0.160   0.112   1.350   1.350
  156  7000  2.50 -1.00  2.00  1.25  0.00 -17.407 -17.385 -18.486 -18.353 -18.033   1.749   1.748   0.180   0.117   1.154   1.153
  157  7000  3.00 -1.00  2.00  1.25  0.00 -17.514 -17.493 -18.427 -18.312 -18.008   1.600   1.599   0.196   0.118   0.969   0.969
  158  7000  3.50 -1.00  2.00  1.25  0.00 -17.619 -17.598 -18.369 -18.269 -17.981   1.452   1.451   0.212   0.117   0.792   0.791
  159  7000  4.00 -1.00  2.00  1.25  0.00 -17.720 -17.698 -18.315 -18.227 -17.953   1.310   1.309   0.225   0.116   0.625   0.624
  160  7000  4.50 -1.00  2.00  1.25  0.00 -17.813 -17.792 -18.266 -18.189 -17.927   1.178   1.178   0.237   0.115   0.471   0.471
  161  7000  5.00 -1.00  2.00  1.25  0.00 -17.896 -17.874 -18.225 -18.158 -17.906   1.064   1.064   0.248   0.114   0.338   0.337
  162  7250  0.50 -1.00  2.00  1.25  0.00 -17.282 -17.260 -18.884 -18.641 -18.239   2.160   2.161   0.099   0.086   1.788   1.788
  163  7250  1.00 -1.00  2.00  1.25  0.00 -17.302 -17.279 -18.883 -18.638 -18.231   2.139   2.139   0.093   0.091   1.768   1.768
  164  7250  1.50 -1.00  2.00  1.25  0.00 -17.367 -17.345 -18.850 -18.622 -18.223   2.057   2.057   0.100   0.101   1.653   1.653
  165  7250  2.00 -1.00  2.00  1.25  0.00 -17.454 -17.432 -18.797 -18.595 -18.211   1.943   1.943   0.116   0.111   1.487   1.487
  166  7250  2.50 -1.00  2.00  1.25  0.00 -17.554 -17.533 -18.721 -18.555 -18.198   1.803   1.802   0.142   0.120   1.275   1.275
  167  7250  3.00 -1.00  2.00  1.25  0.00 -17.658 -17.637 -18.653 -18.512 -18.176   1.656   1.656   0.163   0.125   1.077   1.076
  168  7250  3.50 -1.00  2.00  1.25  0.00 -17.762 -17.741 -18.589 -18.468 -18.148   1.507   1.507   0.181   0.127   0.890   0.890
  169  7250  4.00 -1.00  2.00  1.25  0.00 -17.865 -17.843 -18.529 -18.422 -18.118   1.359   1.359   0.196   0.126   0.712   0.712
  170  7250  4.50 -1.00  2.00  1.25  0.00 -17.963 -17.941 -18.473 -18.379 -18.089   1.217   1.217   0.210   0.124   0.546   0.545
  171  7250  5.00 -1.00  2.00  1.25  0.00 -18.053 -18.032 -18.424 -18.340 -18.063   1.089   1.088   0.223   0.123   0.397   0.396
  172  7500  0.50 -1.00  2.00  1.25  0.00 -17.552 -17.530 -19.014 -18.775 -18.381   2.024   2.025   0.106   0.083   1.643   1.644
  173  7500  1.00 -1.00  2.00  1.25  0.00 -17.509 -17.486 -19.068 -18.800 -18.375   2.093   2.094   0.075   0.086   1.769   1.769
  174  7500  1.50 -1.00  2.00  1.25  0.00 -17.547 -17.524 -19.049 -18.793 -18.369   2.048   2.049   0.076   0.097   1.701   1.701
  175  7500  2.00 -1.00  2.00  1.25  0.00 -17.615 -17.593 -19.009 -18.774 -18.359   1.961   1.961   0.085   0.109   1.570   1.570
  176  7500  2.50 -1.00  2.00  1.25  0.00 -17.701 -17.679 -18.949 -18.744 -18.347   1.845   1.845   0.103   0.122   1.394   1.394
  177  7500  3.00 -1.00  2.00  1.25  0.00 -17.798 -17.776 -18.869 -18.702 -18.331   1.706   1.706   0.129   0.132   1.181   1.181
  178  7500  3.50 -1.00  2.00  1.25  0.00 -17.898 -17.877 -18.798 -18.656 -18.306   1.559   1.559   0.150   0.136   0.984   0.983
  179  7500  4.00 -1.00  2.00  1.25  0.00 -18.000 -17.978 -18.732 -18.608 -18.276   1.410   1.410   0.168   0.137   0.798   0.797
  180  7500  4.50 -1.00  2.00  1.25  0.00 -18.100 -18.078 -18.669 -18.561 -18.245   1.263   1.263   0.184   0.136   0.620   0.620
  181  7500  5.00 -1.00  2.00  1.25  0.00 -18.195 -18.173 -18.614 -18.517 -18.215   1.124   1.124   0.198   0.134   0.458   0.458
  182  7750  1.00 -1.00  2.00  1.25  0.00 -17.736 -17.714 -19.214 -18.934 -18.502   2.000   2.001   0.068   0.082   1.699   1.699
