
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  219  8750  2.50  0.20  2.00  1.25  0.00 -19.108 -19.564 -18.946 -26.056  -0.138   0.038  -0.015  -0.031
  220  8750  3.00  0.20  2.00  1.25  0.00 -19.058 -19.545 -18.949 -26.056  -0.135   0.071   0.007  -0.009
  221  8750  3.50  0.20  2.00  1.25  0.00 -19.013 -19.515 -18.949 -26.056  -0.135   0.088   0.037   0.021
  222  8750  4.00  0.20  2.00  1.25  0.00 -18.978 -19.477 -18.946 -26.056  -0.138   0.087   0.073   0.057
  223  8750  4.50  0.20  2.00  1.25  0.00 -18.959 -19.430 -18.938 -26.056  -0.146   0.061   0.112   0.096
  224  8750  5.00  0.20  2.00  1.25  0.00 -18.963 -19.376 -18.928 -26.056  -0.156   0.004   0.156   0.140
  225  9000  1.50  0.20  2.00  0.00  0.00 -19.325 -19.601 -18.997 -26.178  -0.209  -0.143  -0.001  -0.017
  226  9000  2.00  0.20  2.00  0.00  0.00 -19.293 -19.653 -19.018 -26.178  -0.188  -0.059  -0.031  -0.047
  227  9000  2.50  0.20  2.00  0.00  0.00 -19.250 -19.661 -19.025 -26.178  -0.181  -0.008  -0.032  -0.048
  228  9000  3.00  0.20  2.00  0.00  0.00 -19.200 -19.648 -19.029 -26.178  -0.178   0.030  -0.015  -0.031
  229  9000  3.50  0.20  2.00  0.00  0.00 -19.153 -19.623 -19.031 -26.178  -0.175   0.054   0.012  -0.004
  230  9000  4.00  0.20  2.00  0.00  0.00 -19.115 -19.589 -19.031 -26.178  -0.175   0.060   0.046   0.030
  231  9000  4.50  0.20  2.00  0.00  0.00 -19.090 -19.548 -19.028 -26.178  -0.179   0.046   0.083   0.067
  232  9000  5.00  0.20  2.00  0.00  0.00 -19.083 -19.499 -19.020 -26.178  -0.186   0.007   0.124   0.108
  233  9250  2.00  0.20  2.00  0.00  0.00 -19.422 -19.733 -19.090 -26.297  -0.235  -0.109  -0.039  -0.055
  234  9250  2.50  0.20  2.00  0.00  0.00 -19.380 -19.747 -19.099 -26.297  -0.227  -0.052  -0.045  -0.061
  235  9250  3.00  0.20  2.00  0.00  0.00 -19.331 -19.739 -19.102 -26.297  -0.223  -0.011  -0.033  -0.049
  236  9250  3.50  0.20  2.00  0.00  0.00 -19.284 -19.718 -19.105 -26.297  -0.221   0.018  -0.009  -0.025
  237  9250  4.00  0.20  2.00  0.00  0.00 -19.242 -19.688 -19.107 -26.297  -0.219   0.031   0.022   0.006
  238  9250  4.50  0.20  2.00  0.00  0.00 -19.213 -19.651 -19.107 -26.297  -0.219   0.026   0.059   0.043
  239  9250  5.00  0.20  2.00  0.00  0.00 -19.198 -19.608 -19.103 -26.297  -0.222  -0.001   0.099   0.083
  240  9500  2.00  0.20  2.00  0.00  0.00 -19.545 -19.807 -19.158 -26.413  -0.283  -0.158  -0.046  -0.062
  241  9500  2.50  0.20  2.00  0.00  0.00 -19.502 -19.827 -19.167 -26.413  -0.274  -0.096  -0.056  -0.072
  242  9500  3.00  0.20  2.00  0.00  0.00 -19.454 -19.822 -19.171 -26.413  -0.270  -0.051  -0.048  -0.064
  243  9500  3.50  0.20  2.00  0.00  0.00 -19.404 -19.804 -19.173 -26.413  -0.268  -0.018  -0.027  -0.043
  244  9500  4.00  0.20  2.00  0.00  0.00 -19.360 -19.777 -19.175 -26.413  -0.266   0.001   0.002  -0.014
  245  9500  4.50  0.20  2.00  0.00  0.00 -19.327 -19.743 -19.177 -26.413  -0.264   0.003   0.037   0.021
  246  9500  5.00  0.20  2.00  0.00  0.00 -19.308 -19.703 -19.177 -26.413  -0.264  -0.017   0.077   0.061
  247  9750  2.00  0.20  2.00  0.00  0.00 -19.661 -19.877 -19.222 -26.526  -0.332  -0.205  -0.052  -0.068
  248  9750  2.50  0.20  2.00  0.00  0.00 -19.618 -19.900 -19.232 -26.526  -0.322  -0.139  -0.064  -0.080
  249  9750  3.00  0.20  2.00  0.00  0.00 -19.569 -19.898 -19.235 -26.526  -0.319  -0.091  -0.060  -0.076
  250  9750  3.50  0.20  2.00  0.00  0.00 -19.519 -19.883 -19.237 -26.526  -0.317  -0.054  -0.042  -0.058
  251  9750  4.00  0.20  2.00  0.00  0.00 -19.473 -19.858 -19.239 -26.526  -0.315  -0.031  -0.016  -0.032
  252  9750  4.50  0.20  2.00  0.00  0.00 -19.436 -19.827 -19.241 -26.526  -0.313  -0.023   0.018   0.002
  253  9750  5.00  0.20  2.00  0.00  0.00 -19.413 -19.790 -19.243 -26.526  -0.311  -0.035   0.057   0.041
  254 10000  2.00  0.20  2.00  0.00  0.00 -19.772 -19.943 -19.283 -26.636  -0.381  -0.250  -0.057  -0.073
  255 10000  2.50  0.20  2.00  0.00  0.00 -19.728 -19.969 -19.294 -26.636  -0.370  -0.180  -0.071  -0.087
  256 10000  3.00  0.20  2.00  0.00  0.00 -19.679 -19.970 -19.297 -26.636  -0.367  -0.130  -0.069  -0.085
  257 10000  3.50  0.20  2.00  0.00  0.00 -19.628 -19.956 -19.298 -26.636  -0.366  -0.091  -0.055  -0.071
  258 10000  4.00  0.20  2.00  0.00  0.00 -19.580 -19.934 -19.299 -26.636  -0.365  -0.063  -0.031  -0.047
  259 10000  4.50  0.20  2.00  0.00  0.00 -19.540 -19.904 -19.301 -26.636  -0.363  -0.050   0.000  -0.016
  260 10000  5.00  0.20  2.00  0.00  0.00 -19.513 -19.869 -19.304 -26.636  -0.360  -0.056   0.038   0.022
  261 10250  2.00  0.20  2.00  0.00  0.00 -19.877 -20.006 -19.341 -26.743  -0.430  -0.293  -0.061  -0.077
  262 10250  2.50  0.20  2.00  0.00  0.00 -19.832 -20.034 -19.353 -26.743  -0.418  -0.220  -0.077  -0.093
  263 10250  3.00  0.20  2.00  0.00  0.00 -19.783 -20.036 -19.356 -26.743  -0.416  -0.168  -0.077  -0.093
  264 10250  3.50  0.20  2.00  0.00  0.00 -19.732 -20.025 -19.356 -26.743  -0.415  -0.127  -0.066  -0.082
  265 10250  4.00  0.20  2.00  0.00  0.00 -19.683 -20.004 -19.356 -26.743  -0.415  -0.097  -0.045  -0.061
  266 10250  4.50  0.20  2.00  0.00  0.00 -19.640 -19.977 -19.358 -26.743  -0.413  -0.080  -0.015  -0.031
  267 10250  5.00  0.20  2.00  0.00  0.00 -19.609 -19.943 -19.361 -26.743  -0.411  -0.079   0.021   0.005
  268 10500  2.00  0.20  2.00  0.00  0.00 -19.977 -20.066 -19.397 -26.848  -0.479  -0.332  -0.066  -0.082
  269 10500  2.50  0.20  2.00  0.00  0.00 -19.932 -20.096 -19.409 -26.848  -0.466  -0.258  -0.083  -0.099
  270 10500  3.00  0.20  2.00  0.00  0.00 -19.883 -20.099 -19.412 -26.848  -0.464  -0.205  -0.084  -0.100
  271 10500  3.50  0.20  2.00  0.00  0.00 -19.832 -20.089 -19.411 -26.848  -0.464  -0.163  -0.074  -0.090
  272 10500  4.00  0.20  2.00  0.00  0.00 -19.782 -20.070 -19.411 -26.848  -0.465  -0.131  -0.056  -0.072
  273 10500  4.50  0.20  2.00  0.00  0.00 -19.737 -20.044 -19.412 -26.848  -0.464  -0.110  -0.029  -0.045
  274 10500  5.00  0.20  2.00  0.00  0.00 -19.702 -20.012 -19.414 -26.848  -0.462  -0.104   0.005  -0.011
  275 10750  2.00  0.20  2.00  0.00  0.00 -20.071 -20.124 -19.450 -26.950  -0.528  -0.370  -0.071  -0.087
  276 10750  2.50  0.20  2.00  0.00  0.00 -20.027 -20.155 -19.463 -26.950  -0.515  -0.294  -0.088  -0.104
  277 10750  3.00  0.20  2.00  0.00  0.00 -19.978 -20.159 -19.466 -26.950  -0.512  -0.240  -0.090  -0.106
  278 10750  3.50  0.20  2.00  0.00  0.00 -19.927 -20.150 -19.465 -26.950  -0.513  -0.197  -0.082  -0.098
  279 10750  4.00  0.20  2.00  0.00  0.00 -19.877 -20.132 -19.463 -26.950  -0.515  -0.163  -0.066  -0.082
  280 10750  4.50  0.20  2.00  0.00  0.00 -19.831 -20.108 -19.463 -26.950  -0.515  -0.140  -0.041  -0.057
  281 10750  5.00  0.20  2.00  0.00  0.00 -19.792 -20.077 -19.465 -26.950  -0.513  -0.130  -0.009  -0.025
  282 11000  2.00  0.20  2.00  0.00  0.00 -20.160 -20.179 -19.500 -27.050  -0.578  -0.404  -0.075  -0.091
  283 11000  2.50  0.20  2.00  0.00  0.00 -20.118 -20.211 -19.515 -27.050  -0.563  -0.329  -0.093  -0.109
  284 11000  3.00  0.20  2.00  0.00  0.00 -20.069 -20.217 -19.518 -27.050  -0.560  -0.274  -0.096  -0.112
  285 11000  3.50  0.20  2.00  0.00  0.00 -20.018 -20.209 -19.516 -27.050  -0.562  -0.230  -0.089  -0.105
  286 11000  4.00  0.20  2.00  0.00  0.00 -19.968 -20.191 -19.514 -27.050  -0.564  -0.196  -0.074  -0.090
  287 11000  4.50  0.20  2.00  0.00  0.00 -19.921 -20.168 -19.513 -27.050  -0.565  -0.171  -0.052  -0.068
  288 11000  5.00  0.20  2.00  0.00  0.00 -19.881 -20.139 -19.514 -27.050  -0.564  -0.158  -0.022  -0.038
  289 11250  2.00  0.20  2.00  0.00  0.00 -20.245 -20.231 -19.548 -27.147  -0.627  -0.436  -0.079  -0.095
  290 11250  2.50  0.20  2.00  0.00  0.00 -20.204 -20.265 -19.564 -27.147  -0.611  -0.361  -0.097  -0.113
  291 11250  3.00  0.20  2.00  0.00  0.00 -20.156 -20.272 -19.567 -27.147  -0.608  -0.306  -0.101  -0.117
  292 11250  3.50  0.20  2.00  0.00  0.00 -20.105 -20.264 -19.566 -27.147  -0.610  -0.262  -0.095  -0.111
  293 11250  4.00  0.20  2.00  0.00  0.00 -20.055 -20.248 -19.563 -27.147  -0.613  -0.227  -0.081  -0.097
  294 11250  4.50  0.20  2.00  0.00  0.00 -20.008 -20.225 -19.561 -27.147  -0.615  -0.201  -0.061  -0.077
  295 11250  5.00  0.20  2.00  0.00  0.00 -19.967 -20.197 -19.561 -27.147  -0.614  -0.186  -0.033  -0.049
  296 11500  2.00  0.20  2.00  0.00  0.00 -20.324 -20.281 -19.595 -27.243  -0.676  -0.466  -0.083  -0.099
  297 11500  2.50  0.20  2.00  0.00  0.00 -20.285 -20.317 -19.612 -27.243  -0.659  -0.391  -0.102  -0.118
  298 11500  3.00  0.20  2.00  0.00  0.00 -20.239 -20.324 -19.615 -27.243  -0.656  -0.337  -0.106  -0.122
  299 11500  3.50  0.20  2.00  0.00  0.00 -20.189 -20.317 -19.613 -27.243  -0.658  -0.293  -0.101  -0.117
  300 11500  4.00  0.20  2.00  0.00  0.00 -20.139 -20.301 -19.610 -27.243  -0.661  -0.258  -0.088  -0.104
  301 11500  4.50  0.20  2.00  0.00  0.00 -20.092 -20.280 -19.607 -27.243  -0.664  -0.231  -0.069  -0.085
  302 11500  5.00  0.20  2.00  0.00  0.00 -20.050 -20.253 -19.606 -27.243  -0.665  -0.214  -0.043  -0.059
  303 11750  2.00  0.20  2.00  0.00  0.00 -20.400 -20.330 -19.639 -27.336  -0.725  -0.493  -0.087  -0.103
  304 11750  2.50  0.20  2.00  0.00  0.00 -20.363 -20.367 -19.657 -27.336  -0.707  -0.419  -0.106  -0.122
  305 11750  3.00  0.20  2.00  0.00  0.00 -20.318 -20.375 -19.661 -27.336  -0.704  -0.366  -0.111  -0.127
  306 11750  3.50  0.20  2.00  0.00  0.00 -20.269 -20.368 -19.659 -27.336  -0.705  -0.323  -0.106  -0.122
  307 11750  4.00  0.20  2.00  0.00  0.00 -20.220 -20.353 -19.655 -27.336  -0.709  -0.287  -0.094  -0.110
  308 11750  4.50  0.20  2.00  0.00  0.00 -20.173 -20.332 -19.652 -27.336  -0.712  -0.260  -0.076  -0.092
  309 11750  5.00  0.20  2.00  0.00  0.00 -20.130 -20.306 -19.651 -27.336  -0.714  -0.241  -0.052  -0.068
  310 12000  2.50  0.20  2.00  0.00  0.00 -20.437 -20.415 -19.701 -27.428  -0.755  -0.445  -0.110  -0.126
  311 12000  3.00  0.20  2.00  0.00  0.00 -20.393 -20.423 -19.705 -27.428  -0.751  -0.393  -0.115  -0.131
  312 12000  3.50  0.20  2.00  0.00  0.00 -20.346 -20.418 -19.703 -27.428  -0.753  -0.351  -0.111  -0.127
  313 12000  4.00  0.20  2.00  0.00  0.00 -20.298 -20.403 -19.699 -27.428  -0.756  -0.316  -0.100  -0.116
  314 12000  4.50  0.20  2.00  0.00  0.00 -20.251 -20.382 -19.696 -27.428  -0.760  -0.288  -0.083  -0.099
  315 12000  5.00  0.20  2.00  0.00  0.00 -20.208 -20.357 -19.693 -27.428  -0.762  -0.269  -0.060  -0.076
  316 12250  2.50  0.20  2.00  0.00  0.00 -20.507 -20.461 -19.743 -27.517  -0.802  -0.469  -0.114  -0.130
  317 12250  3.00  0.20  2.00  0.00  0.00 -20.465 -20.470 -19.747 -27.517  -0.798  -0.418  -0.120  -0.136
  318 12250  3.50  0.20  2.00  0.00  0.00 -20.420 -20.465 -19.746 -27.517  -0.800  -0.377  -0.116  -0.132
  319 12250  4.00  0.20  2.00  0.00  0.00 -20.372 -20.451 -19.742 -27.517  -0.803  -0.343  -0.105  -0.121
  320 12250  4.50  0.20  2.00  0.00  0.00 -20.326 -20.430 -19.738 -27.517  -0.807  -0.316  -0.089  -0.105
  321 12250  5.00  0.20  2.00  0.00  0.00 -20.283 -20.406 -19.735 -27.517  -0.810  -0.296  -0.067  -0.083
  322 12500  2.50  0.20  2.00  0.00  0.00 -20.574 -20.505 -19.784 -27.605  -0.850  -0.492  -0.118  -0.134
  323 12500  3.00  0.20  2.00  0.00  0.00 -20.534 -20.515 -19.788 -27.605  -0.845  -0.442  -0.124  -0.140
  324 12500  3.50  0.20  2.00  0.00  0.00 -20.490 -20.511 -19.787 -27.605  -0.846  -0.402  -0.120  -0.136
  325 12500  4.00  0.20  2.00  0.00  0.00 -20.444 -20.497 -19.783 -27.605  -0.850  -0.369  -0.110  -0.126
  326 12500  4.50  0.20  2.00  0.00  0.00 -20.398 -20.476 -19.779 -27.605  -0.854  -0.342  -0.094  -0.110
  327 12500  5.00  0.20  2.00  0.00  0.00 -20.356 -20.453 -19.775 -27.605  -0.858  -0.322  -0.074  -0.090
  328 12750  2.50  0.20  2.00  0.00  0.00 -20.639 -20.549 -19.823 -27.691  -0.896  -0.514  -0.122  -0.138
  329 12750  3.00  0.20  2.00  0.00  0.00 -20.600 -20.559 -19.827 -27.691  -0.892  -0.464  -0.128  -0.144
  330 12750  3.50  0.20  2.00  0.00  0.00 -20.557 -20.555 -19.826 -27.691  -0.893  -0.425  -0.125  -0.141
  331 12750  4.00  0.20  2.00  0.00  0.00 -20.513 -20.541 -19.823 -27.691  -0.896  -0.393  -0.115  -0.131
  332 12750  4.50  0.20  2.00  0.00  0.00 -20.468 -20.521 -19.818 -27.691  -0.901  -0.367  -0.099  -0.115
  333 12750  5.00  0.20  2.00  0.00  0.00 -20.426 -20.498 -19.815 -27.691  -0.904  -0.347  -0.080  -0.096
  334 13000  2.50  0.20  2.00  0.00  0.00 -20.702 -20.591 -19.861 -27.775  -0.942  -0.535  -0.126  -0.142
  335 13000  3.00  0.20  2.00  0.00  0.00 -20.663 -20.601 -19.866 -27.775  -0.938  -0.485  -0.132  -0.148
  336 13000  3.50  0.20  2.00  0.00  0.00 -20.622 -20.597 -19.865 -27.775  -0.939  -0.447  -0.129  -0.145
  337 13000  4.00  0.20  2.00  0.00  0.00 -20.578 -20.584 -19.861 -27.775  -0.942  -0.416  -0.119  -0.135
  338 13000  4.50  0.20  2.00  0.00  0.00 -20.535 -20.565 -19.857 -27.775  -0.947  -0.391  -0.104  -0.120
  339 13000  5.00  0.20  2.00  0.00  0.00 -20.494 -20.541 -19.853 -27.775  -0.951  -0.372  -0.085  -0.101
  340 14000  2.00  0.20  2.00  0.00  0.00 -20.974 -20.703 -19.986 -28.097  -1.139  -0.695  -0.113  -0.129
  341 14000  2.50  0.20  2.00  0.00  0.00 -20.932 -20.748 -20.005 -28.097  -1.120  -0.609  -0.139  -0.155
  342 14000  3.00  0.20  2.00  0.00  0.00 -20.893 -20.758 -20.008 -28.097  -1.117  -0.559  -0.147  -0.163
  343 14000  3.50  0.20  2.00  0.00  0.00 -20.855 -20.756 -20.007 -28.097  -1.118  -0.523  -0.145  -0.161
  344 14000  4.00  0.20  2.00  0.00  0.00 -20.817 -20.744 -20.004 -28.097  -1.121  -0.496  -0.137  -0.153
  345 14000  4.50  0.20  2.00  0.00  0.00 -20.778 -20.725 -19.999 -28.097  -1.126  -0.475  -0.122  -0.138
  346 14000  5.00  0.20  2.00  0.00  0.00 -20.740 -20.702 -19.994 -28.097  -1.131  -0.458  -0.105  -0.121
  347 15000  2.50  0.20  2.00  0.00  0.00 -21.141 -20.892 -20.137 -28.397  -1.287  -0.673  -0.151  -0.167
  348 15000  3.00  0.20  2.00  0.00  0.00 -21.097 -20.901 -20.138 -28.397  -1.287  -0.621  -0.160  -0.176
  349 15000  3.50  0.20  2.00  0.00  0.00 -21.060 -20.899 -20.136 -28.397  -1.289  -0.586  -0.159  -0.175
  350 15000  4.00  0.20  2.00  0.00  0.00 -21.025 -20.888 -20.133 -28.397  -1.292  -0.560  -0.152  -0.168
  351 15000  4.50  0.20  2.00  0.00  0.00 -20.989 -20.869 -20.127 -28.397  -1.298  -0.542  -0.139  -0.155
  352 15000  5.00  0.20  2.00  0.00  0.00 -20.954 -20.846 -20.121 -28.397  -1.304  -0.529  -0.121  -0.137
  353 16000  2.50  0.20  2.00  0.00  0.00 -21.334 -21.027 -20.263 -28.677  -1.443  -0.732  -0.161  -0.177
  354 16000  3.00  0.20  2.00  0.00  0.00 -21.284 -21.033 -20.258 -28.677  -1.447  -0.676  -0.172  -0.188
  355 16000  3.50  0.20  2.00  0.00  0.00 -21.245 -21.030 -20.254 -28.677  -1.451  -0.640  -0.172  -0.188
  356 16000  4.00  0.20  2.00  0.00  0.00 -21.211 -21.020 -20.251 -28.677  -1.455  -0.615  -0.166  -0.182
  357 16000  4.50  0.20  2.00  0.00  0.00 -21.177 -21.002 -20.245 -28.677  -1.461  -0.598  -0.154  -0.170
  358 16000  5.00  0.20  2.00  0.00  0.00 -21.142 -20.976 -20.236 -28.677  -1.469  -0.587  -0.137  -0.153
  359 17000  2.50  0.20  2.00  0.00  0.00 -21.518 -21.155 -20.382 -28.940  -1.586  -0.789  -0.169  -0.185
  360 17000  3.00  0.20  2.00  0.00  0.00 -21.457 -21.157 -20.372 -28.940  -1.597  -0.725  -0.182  -0.198
  361 17000  3.50  0.20  2.00  0.00  0.00 -21.414 -21.151 -20.365 -28.940  -1.604  -0.688  -0.183  -0.199
  362 17000  4.00  0.20  2.00  0.00  0.00 -21.381 -21.142 -20.361 -28.940  -1.608  -0.663  -0.178  -0.194
  363 17000  4.50  0.20  2.00  0.00  0.00 -21.348 -21.125 -20.355 -28.940  -1.614  -0.646  -0.167  -0.183
  364 17000  5.00  0.20  2.00  0.00  0.00 -21.313 -21.098 -20.344 -28.940  -1.624  -0.637  -0.151  -0.167
  365 18000  2.50  0.20  2.00  0.00  0.00 -21.693 -21.275 -20.498 -29.189  -1.719  -0.844  -0.174  -0.190
  366 18000  3.00  0.20  2.00  0.00  0.00 -21.621 -21.275 -20.481 -29.189  -1.736  -0.772  -0.191  -0.207
  367 18000  3.50  0.20  2.00  0.00  0.00 -21.573 -21.266 -20.469 -29.189  -1.747  -0.733  -0.193  -0.209
  368 18000  4.00  0.20  2.00  0.00  0.00 -21.539 -21.256 -20.464 -29.189  -1.753  -0.707  -0.189  -0.205
  369 18000  4.50  0.20  2.00  0.00  0.00 -21.508 -21.241 -20.459 -29.189  -1.758  -0.691  -0.179  -0.195
  370 18000  5.00  0.20  2.00  0.00  0.00 -21.471 -21.213 -20.446 -29.189  -1.770  -0.681  -0.163  -0.179
  371 19000  2.50  0.20  2.00  0.00  0.00 -21.860 -21.388 -20.607 -29.423  -1.844  -0.899  -0.177  -0.193
  372 19000  3.00  0.20  2.00  0.00  0.00 -21.778 -21.389 -20.587 -29.423  -1.864  -0.816  -0.198  -0.214
  373 19000  3.50  0.20  2.00  0.00  0.00 -21.722 -21.375 -20.570 -29.423  -1.882  -0.774  -0.201  -0.217
  374 19000  4.00  0.20  2.00  0.00  0.00 -21.686 -21.364 -20.562 -29.423  -1.889  -0.748  -0.198  -0.214
  375 19000  4.50  0.20  2.00  0.00  0.00 -21.657 -21.350 -20.557 -29.423  -1.895  -0.732  -0.189  -0.205
  376 19000  5.00  0.20  2.00  0.00  0.00 -21.621 -21.323 -20.545 -29.423  -1.907  -0.721  -0.175  -0.191
  377 20000  3.00  0.20  2.00  0.00  0.00 -21.929 -21.498 -20.690 -29.646  -1.984  -0.858  -0.204  -0.220
  378 20000  3.50  0.20  2.00  0.00  0.00 -21.864 -21.479 -20.666 -29.646  -2.008  -0.812  -0.209  -0.225
  379 20000  4.00  0.20  2.00  0.00  0.00 -21.825 -21.465 -20.655 -29.646  -2.019  -0.786  -0.206  -0.222
  380 20000  4.50  0.20  2.00  0.00  0.00 -21.796 -21.452 -20.650 -29.646  -2.024  -0.770  -0.198  -0.214
  381 20000  5.00  0.20  2.00  0.00  0.00 -21.763 -21.428 -20.639 -29.646  -2.035  -0.759  -0.185  -0.201
  382 21000  3.00  0.20  2.00  0.00  0.00 -22.073 -21.602 -20.790 -29.858  -2.096  -0.898  -0.208  -0.224
  383 21000  3.50  0.20  2.00  0.00  0.00 -22.000 -21.579 -20.760 -29.858  -2.126  -0.848  -0.215  -0.231
  384 21000  4.00  0.20  2.00  0.00  0.00 -21.956 -21.561 -20.745 -29.858  -2.141  -0.821  -0.213  -0.229
  385 21000  4.50  0.20  2.00  0.00  0.00 -21.927 -21.548 -20.738 -29.858  -2.148  -0.805  -0.206  -0.222
  386 21000  5.00  0.20  2.00  0.00  0.00 -21.898 -21.527 -20.729 -29.858  -2.157  -0.796  -0.195  -0.211
  387 22000  3.00  0.20  2.00  0.00  0.00 -22.208 -21.702 -20.885 -30.060  -2.203  -0.934  -0.213  -0.229
  388 22000  3.50  0.20  2.00  0.00  0.00 -22.131 -21.676 -20.852 -30.060  -2.236  -0.882  -0.221  -0.237
  389 22000  4.00  0.20  2.00  0.00  0.00 -22.080 -21.654 -20.831 -30.060  -2.257  -0.853  -0.220  -0.236
  390 22000  4.50  0.20  2.00  0.00  0.00 -22.050 -21.639 -20.822 -30.060  -2.266  -0.837  -0.213  -0.229
  391 22000  5.00  0.20  2.00  0.00  0.00 -22.024 -21.620 -20.814 -30.060  -2.274  -0.829  -0.203  -0.219
  392 23000  3.00  0.20  2.00  0.00  0.00 -22.334 -21.797 -20.975 -30.253  -2.307  -0.965  -0.218  -0.234
  393 23000  3.50  0.20  2.00  0.00  0.00 -22.256 -21.770 -20.940 -30.253  -2.341  -0.914  -0.226  -0.242
  394 23000  4.00  0.20  2.00  0.00  0.00 -22.199 -21.743 -20.914 -30.253  -2.367  -0.882  -0.226  -0.242
  395 23000  4.50  0.20  2.00  0.00  0.00 -22.165 -21.725 -20.902 -30.253  -2.379  -0.866  -0.220  -0.236
  396 23000  5.00  0.20  2.00  0.00  0.00 -22.141 -21.708 -20.894 -30.253  -2.387  -0.858  -0.210  -0.226
  397 24000  3.00  0.20  2.00  0.00  0.00 -22.453 -21.890 -21.062 -30.438  -2.404  -0.991  -0.224  -0.240
  398 24000  3.50  0.20  2.00  0.00  0.00 -22.374 -21.861 -21.025 -30.438  -2.441  -0.941  -0.232  -0.248
  399 24000  4.00  0.20  2.00  0.00  0.00 -22.313 -21.831 -20.996 -30.438  -2.470  -0.910  -0.231  -0.247
  400 24000  4.50  0.20  2.00  0.00  0.00 -22.274 -21.809 -20.979 -30.438  -2.487  -0.893  -0.226  -0.242
  401 24000  5.00  0.20  2.00  0.00  0.00 -22.250 -21.791 -20.970 -30.438  -2.496  -0.885  -0.217  -0.233
  402 25000  3.00  0.20  2.00  0.00  0.00 -22.570 -21.981 -21.149 -30.615  -2.494  -1.017  -0.228  -0.244
  403 25000  3.50  0.20  2.00  0.00  0.00 -22.486 -21.949 -21.107 -30.615  -2.536  -0.965  -0.238  -0.254
  404 25000  4.00  0.20  2.00  0.00  0.00 -22.423 -21.916 -21.075 -30.615  -2.568  -0.935  -0.237  -0.253
  405 25000  4.50  0.20  2.00  0.00  0.00 -22.380 -21.890 -21.055 -30.615  -2.589  -0.917  -0.232  -0.248
  406 25000  5.00  0.20  2.00  0.00  0.00 -22.353 -21.871 -21.044 -30.615  -2.600  -0.908  -0.223  -0.239
  407 26000  3.00  0.20  2.00  0.00  0.00 -22.681 -22.067 -21.233 -30.786  -2.580  -1.043  -0.230  -0.246
  408 26000  3.50  0.20  2.00  0.00  0.00 -22.594 -22.036 -21.188 -30.786  -2.625  -0.986  -0.245  -0.261
  409 26000  4.00  0.20  2.00  0.00  0.00 -22.528 -21.999 -21.152 -30.786  -2.661  -0.957  -0.243  -0.259
  410 26000  4.50  0.20  2.00  0.00  0.00 -22.482 -21.970 -21.129 -30.786  -2.685  -0.940  -0.238  -0.254
  411 26000  5.00  0.20  2.00  0.00  0.00 -22.452 -21.948 -21.115 -30.786  -2.699  -0.930  -0.230  -0.246
  412 27000  3.50  0.20  2.00  0.00  0.00 -22.701 -22.124 -21.270 -30.949  -2.708  -1.006  -0.251  -0.267
  413 27000  4.00  0.20  2.00  0.00  0.00 -22.630 -22.082 -21.229 -30.949  -2.749  -0.977  -0.249  -0.265
  414 27000  4.50  0.20  2.00  0.00  0.00 -22.582 -22.049 -21.202 -30.949  -2.776  -0.960  -0.244  -0.260
  415 27000  5.00  0.20  2.00  0.00  0.00 -22.549 -22.025 -21.186 -30.949  -2.792  -0.951  -0.236  -0.252
  416 28000  3.50  0.20  2.00  0.00  0.00 -22.807 -22.211 -21.351 -31.107  -2.784  -1.025  -0.256  -0.272
  417 28000  4.00  0.20  2.00  0.00  0.00 -22.731 -22.165 -21.305 -31.107  -2.831  -0.995  -0.256  -0.272
  418 28000  4.50  0.20  2.00  0.00  0.00 -22.679 -22.128 -21.274 -31.107  -2.861  -0.978  -0.250  -0.266
  419 28000  5.00  0.20  2.00  0.00  0.00 -22.643 -22.101 -21.255 -31.107  -2.880  -0.969  -0.242  -0.258
  420 29000  3.50  0.20  2.00  0.00  0.00 -22.907 -22.293 -21.429 -31.260  -2.859  -1.043  -0.260  -0.276
  421 29000  4.00  0.20  2.00  0.00  0.00 -22.831 -22.248 -21.382 -31.260  -2.906  -1.012  -0.262  -0.278
  422 29000  4.50  0.20  2.00  0.00  0.00 -22.775 -22.208 -21.347 -31.260  -2.941  -0.996  -0.257  -0.273
  423 29000  5.00  0.20  2.00  0.00  0.00 -22.737 -22.178 -21.325 -31.260  -2.963  -0.987  -0.249  -0.265
  424 30000  3.50  0.20  2.00  0.00  0.00 -22.996 -22.366 -21.500 -31.407  -2.935  -1.059  -0.263  -0.279
  425 30000  4.00  0.20  2.00  0.00  0.00 -22.929 -22.329 -21.457 -31.407  -2.978  -1.029  -0.268  -0.284
  426 30000  4.50  0.20  2.00  0.00  0.00 -22.870 -22.287 -21.420 -31.407  -3.015  -1.012  -0.263  -0.279
  427 30000  5.00  0.20  2.00  0.00  0.00 -22.829 -22.254 -21.396 -31.407  -3.040  -1.003  -0.255  -0.271
  428 31000  3.50  0.20  2.00  0.00  0.00 -23.071 -22.429 -21.561 -31.549  -3.017  -1.071  -0.265  -0.281
  429 31000  4.00  0.20  2.00  0.00  0.00 -23.021 -22.406 -21.530 -31.549  -3.048  -1.044  -0.273  -0.289
  430 31000  4.50  0.20  2.00  0.00  0.00 -22.964 -22.365 -21.492 -31.549  -3.085  -1.027  -0.269  -0.285
