
       Teff log g  [M]a Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
  181  7500  5.00 -1.50  2.00  0.00  0.00 -18.201 -18.179 -18.599 -18.491 -18.191   1.092   1.091   0.201   0.120   0.449   0.448
  182  7750  1.00 -1.50  2.00  0.00  0.00 -17.699 -17.676 -19.211 -18.928 -18.495   2.031   2.031   0.067   0.079   1.737   1.738
  183  7750  1.50 -1.50  2.00  0.00  0.00 -17.713 -17.691 -19.216 -18.932 -18.491   2.021   2.021   0.058   0.087   1.728   1.728
  184  7750  2.00 -1.50  2.00  0.00  0.00 -17.768 -17.747 -19.185 -18.920 -18.484   1.954   1.954   0.064   0.100   1.624   1.624
  185  7750  2.50 -1.50  2.00  0.00  0.00 -17.844 -17.822 -19.137 -18.898 -18.472   1.856   1.856   0.075   0.115   1.474   1.474
  186  7750  3.00 -1.50  2.00  0.00  0.00 -17.931 -17.909 -19.069 -18.863 -18.457   1.733   1.733   0.095   0.128   1.286   1.285
  187  7750  3.50 -1.50  2.00  0.00  0.00 -18.028 -18.006 -18.987 -18.816 -18.437   1.590   1.590   0.121   0.137   1.072   1.072
  188  7750  4.00 -1.50  2.00  0.00  0.00 -18.127 -18.106 -18.913 -18.766 -18.408   1.440   1.440   0.142   0.139   0.875   0.875
  189  7750  4.50 -1.50  2.00  0.00  0.00 -18.228 -18.206 -18.844 -18.714 -18.374   1.288   1.288   0.160   0.139   0.688   0.688
  190  7750  5.00 -1.50  2.00  0.00  0.00 -18.326 -18.304 -18.781 -18.664 -18.340   1.140   1.140   0.176   0.136   0.513   0.513
  191  8000  1.00 -1.50  2.00  0.00  0.00 -17.935 -17.913 -19.311 -19.031 -18.604   1.898   1.898   0.073   0.076   1.598   1.599
  192  8000  1.50 -1.50  2.00  0.00  0.00 -17.906 -17.884 -19.356 -19.059 -18.607   1.955   1.955   0.048   0.085   1.688   1.688
  193  8000  2.00 -1.50  2.00  0.00  0.00 -17.938 -17.916 -19.341 -19.057 -18.604   1.921   1.921   0.047   0.098   1.628   1.628
  194  8000  2.50 -1.50  2.00  0.00  0.00 -17.997 -17.975 -19.302 -19.043 -18.597   1.847   1.847   0.054   0.115   1.507   1.507
  195  8000  3.00 -1.50  2.00  0.00  0.00 -18.071 -18.049 -19.249 -19.019 -18.585   1.750   1.749   0.066   0.132   1.350   1.350
  196  8000  3.50 -1.50  2.00  0.00  0.00 -18.157 -18.135 -19.177 -18.982 -18.571   1.628   1.627   0.088   0.146   1.157   1.157
  197  8000  4.00 -1.50  2.00  0.00  0.00 -18.250 -18.229 -19.096 -18.935 -18.549   1.486   1.486   0.114   0.153   0.950   0.949
  198  8000  4.50 -1.50  2.00  0.00  0.00 -18.348 -18.326 -19.023 -18.883 -18.518   1.337   1.337   0.135   0.154   0.757   0.757
  199  8000  5.00 -1.50  2.00  0.00  0.00 -18.445 -18.423 -18.954 -18.830 -18.483   1.188   1.188   0.153   0.152   0.576   0.575
  200  8250  1.00 -1.50  2.00  0.00  0.00 -18.196 -18.174 -19.372 -19.099 -18.688   1.705   1.705   0.089   0.067   1.391   1.391
  201  8250  1.50 -1.50  2.00  0.00  0.00 -18.106 -18.083 -19.469 -19.165 -18.709   1.861   1.862   0.043   0.081   1.610   1.610
  202  8250  2.00 -1.50  2.00  0.00  0.00 -18.112 -18.090 -19.474 -19.175 -18.710   1.865   1.865   0.035   0.095   1.603   1.603
  203  8250  2.50 -1.50  2.00  0.00  0.00 -18.154 -18.132 -19.447 -19.169 -18.707   1.817   1.817   0.039   0.112   1.513   1.513
  204  8250  3.00 -1.50  2.00  0.00  0.00 -18.214 -18.192 -19.402 -19.153 -18.700   1.740   1.740   0.047   0.132   1.378   1.378
  205  8250  3.50 -1.50  2.00  0.00  0.00 -18.287 -18.266 -19.344 -19.127 -18.688   1.642   1.642   0.061   0.152   1.214   1.214
  206  8250  4.00 -1.50  2.00  0.00  0.00 -18.372 -18.350 -19.269 -19.090 -18.675   1.520   1.520   0.085   0.165   1.018   1.018
  207  8250  4.50 -1.50  2.00  0.00  0.00 -18.465 -18.443 -19.192 -19.042 -18.652   1.379   1.379   0.110   0.169   0.819   0.819
  208  8250  5.00 -1.50  2.00  0.00  0.00 -18.559 -18.537 -19.119 -18.989 -18.619   1.233   1.232   0.130   0.169   0.633   0.633
  209  8500  1.50 -1.50  2.00  0.00  0.00 -18.315 -18.293 -19.557 -19.250 -18.796   1.737   1.738   0.046   0.077   1.491   1.491
  210  8500  2.00 -1.50  2.00  0.00  0.00 -18.293 -18.270 -19.584 -19.275 -18.804   1.784   1.784   0.029   0.091   1.543   1.543
  211  8500  2.50 -1.50  2.00  0.00  0.00 -18.314 -18.292 -19.570 -19.277 -18.805   1.766   1.766   0.027   0.109   1.491   1.492
  212  8500  3.00 -1.50  2.00  0.00  0.00 -18.359 -18.337 -19.534 -19.269 -18.801   1.711   1.711   0.033   0.130   1.383   1.383
  213  8500  3.50 -1.50  2.00  0.00  0.00 -18.420 -18.399 -19.485 -19.251 -18.794   1.633   1.633   0.043   0.152   1.240   1.240
  214  8500  4.00 -1.50  2.00  0.00  0.00 -18.493 -18.472 -19.423 -19.225 -18.783   1.533   1.533   0.058   0.173   1.070   1.070
  215  8500  4.50 -1.50  2.00  0.00  0.00 -18.580 -18.558 -19.349 -19.187 -18.771   1.409   1.409   0.084   0.183   0.874   0.874
  216  8500  5.00 -1.50  2.00  0.00  0.00 -18.670 -18.648 -19.275 -19.139 -18.746   1.270   1.270   0.107   0.186   0.683   0.683
  217  8750  1.50 -1.50  2.00  0.00  0.00 -18.524 -18.501 -19.630 -19.322 -18.871   1.600   1.601   0.049   0.071   1.358   1.358
  218  8750  2.00 -1.50  2.00  0.00  0.00 -18.473 -18.451 -19.679 -19.361 -18.886   1.690   1.690   0.025   0.086   1.465   1.466
  219  8750  2.50 -1.50  2.00  0.00  0.00 -18.477 -18.454 -19.677 -19.371 -18.891   1.696   1.697   0.020   0.103   1.448   1.449
  220  8750  3.00 -1.50  2.00  0.00  0.00 -18.507 -18.485 -19.651 -19.369 -18.891   1.664   1.664   0.022   0.125   1.367   1.368
  221  8750  3.50 -1.50  2.00  0.00  0.00 -18.555 -18.533 -19.608 -19.358 -18.888   1.605   1.605   0.030   0.149   1.246   1.246
  222  8750  4.00 -1.50  2.00  0.00  0.00 -18.617 -18.595 -19.554 -19.340 -18.880   1.525   1.525   0.041   0.174   1.093   1.093
  223  8750  4.50 -1.50  2.00  0.00  0.00 -18.691 -18.669 -19.489 -19.313 -18.871   1.423   1.423   0.058   0.195   0.915   0.915
  224  8750  5.00 -1.50  2.00  0.00  0.00 -18.779 -18.757 -19.419 -19.275 -18.860   1.298   1.298   0.085   0.200   0.725   0.725
  225  9000  1.50 -1.50  2.00  0.00  0.00 -18.723 -18.701 -19.696 -19.386 -18.937   1.465   1.465   0.051   0.067   1.226   1.226
  226  9000  2.00 -1.50  2.00  0.00  0.00 -18.651 -18.629 -19.760 -19.436 -18.960   1.587   1.588   0.024   0.082   1.374   1.375
  227  9000  2.50 -1.50  2.00  0.00  0.00 -18.638 -18.615 -19.770 -19.454 -18.968   1.618   1.619   0.014   0.098   1.391   1.391
  228  9000  3.00 -1.50  2.00  0.00  0.00 -18.654 -18.632 -19.753 -19.457 -18.971   1.606   1.606   0.014   0.119   1.337   1.337
  229  9000  3.50 -1.50  2.00  0.00  0.00 -18.689 -18.667 -19.718 -19.453 -18.971   1.565   1.565   0.019   0.145   1.236   1.236
  230  9000  4.00 -1.50  2.00  0.00  0.00 -18.740 -18.718 -19.670 -19.441 -18.968   1.503   1.503   0.027   0.173   1.100   1.100
  231  9000  4.50 -1.50  2.00  0.00  0.00 -18.804 -18.782 -19.611 -19.421 -18.961   1.419   1.419   0.040   0.199   0.939   0.939
  232  9000  5.00 -1.50  2.00  0.00  0.00 -18.883 -18.861 -19.546 -19.393 -18.955   1.312   1.312   0.062   0.214   0.758   0.758
  233  9250  2.00 -1.50  2.00  0.00  0.00 -18.821 -18.798 -19.832 -19.504 -19.027   1.486   1.486   0.023   0.078   1.282   1.282
  234  9250  2.50 -1.50  2.00  0.00  0.00 -18.795 -18.772 -19.852 -19.528 -19.038   1.535   1.535   0.011   0.094   1.324   1.324
  235  9250  3.00 -1.50  2.00  0.00  0.00 -18.799 -18.777 -19.843 -19.536 -19.044   1.539   1.539   0.008   0.114   1.293   1.293
  236  9250  3.50 -1.50  2.00  0.00  0.00 -18.824 -18.801 -19.815 -19.536 -19.046   1.514   1.515   0.010   0.140   1.213   1.213
  237  9250  4.00 -1.50  2.00  0.00  0.00 -18.863 -18.841 -19.774 -19.529 -19.046   1.468   1.468   0.017   0.168   1.097   1.097
  238  9250  4.50 -1.50  2.00  0.00  0.00 -18.917 -18.895 -19.721 -19.516 -19.043   1.401   1.401   0.027   0.197   0.951   0.951
  239  9250  5.00 -1.50  2.00  0.00  0.00 -18.984 -18.962 -19.659 -19.495 -19.037   1.313   1.313   0.042   0.222   0.781   0.781
  240  9500  2.00 -1.50  2.00  0.00  0.00 -18.980 -18.958 -19.900 -19.568 -19.090   1.390   1.390   0.022   0.075   1.194   1.194
  241  9500  2.50 -1.50  2.00  0.00  0.00 -18.944 -18.922 -19.926 -19.595 -19.102   1.453   1.453   0.008   0.090   1.255   1.255
  242  9500  3.00 -1.50  2.00  0.00  0.00 -18.940 -18.917 -19.923 -19.606 -19.109   1.469   1.469   0.003   0.109   1.243   1.243
  243  9500  3.50 -1.50  2.00  0.00  0.00 -18.955 -18.933 -19.903 -19.610 -19.113   1.457   1.457   0.003   0.133   1.182   1.182
  244  9500  4.00 -1.50  2.00  0.00  0.00 -18.986 -18.964 -19.867 -19.608 -19.116   1.424   1.424   0.008   0.162   1.083   1.083
  245  9500  4.50 -1.50  2.00  0.00  0.00 -19.030 -19.008 -19.819 -19.600 -19.116   1.373   1.373   0.016   0.194   0.951   0.951
  246  9500  5.00 -1.50  2.00  0.00  0.00 -19.087 -19.065 -19.761 -19.585 -19.113   1.300   1.300   0.028   0.225   0.792   0.792
  247  9750  2.00 -1.50  2.00  0.00  0.00 -19.130 -19.107 -19.964 -19.629 -19.149   1.301   1.302   0.020   0.074   1.112   1.113
  248  9750  2.50 -1.50  2.00  0.00  0.00 -19.085 -19.062 -19.994 -19.657 -19.162   1.374   1.375   0.005   0.087   1.187   1.188
  249  9750  3.00 -1.50  2.00  0.00  0.00 -19.073 -19.051 -19.996 -19.671 -19.170   1.400   1.400  -0.001   0.105   1.190   1.191
  250  9750  3.50 -1.50  2.00  0.00  0.00 -19.082 -19.059 -19.981 -19.677 -19.175   1.397   1.398  -0.002   0.127   1.145   1.145
  251  9750  4.00 -1.50  2.00  0.00  0.00 -19.105 -19.083 -19.951 -19.679 -19.180   1.375   1.376   0.001   0.156   1.060   1.060
  252  9750  4.50 -1.50  2.00  0.00  0.00 -19.141 -19.119 -19.909 -19.676 -19.183   1.336   1.336   0.007   0.189   0.942   0.942
  253  9750  5.00 -1.50  2.00  0.00  0.00 -19.190 -19.168 -19.854 -19.666 -19.183   1.278   1.278   0.018   0.223   0.795   0.796
  254 10000  2.00 -1.50  2.00  0.00  0.00 -19.270 -19.248 -20.026 -19.687 -19.205   1.219   1.219   0.018   0.072   1.036   1.037
  255 10000  2.50 -1.50  2.00  0.00  0.00 -19.218 -19.196 -20.057 -19.716 -19.219   1.300   1.301   0.003   0.085   1.122   1.123
  256 10000  3.00 -1.50  2.00  0.00  0.00 -19.199 -19.177 -20.063 -19.731 -19.227   1.333   1.334  -0.004   0.101   1.137   1.138
  257 10000  3.50 -1.50  2.00  0.00  0.00 -19.202 -19.180 -20.051 -19.739 -19.233   1.339   1.339  -0.006   0.123   1.104   1.104
  258 10000  4.00 -1.50  2.00  0.00  0.00 -19.220 -19.198 -20.027 -19.743 -19.238   1.325   1.325  -0.005   0.150   1.032   1.033
  259 10000  4.50 -1.50  2.00  0.00  0.00 -19.250 -19.228 -19.989 -19.743 -19.243   1.295   1.295   0.000   0.183   0.928   0.928
  260 10000  5.00 -1.50  2.00  0.00  0.00 -19.292 -19.269 -19.940 -19.738 -19.246   1.248   1.249   0.008   0.218   0.793   0.793
  261 10250  2.00 -1.50  2.00  0.00  0.00 -19.403 -19.380 -20.085 -19.743 -19.259   1.143   1.143   0.016   0.071   0.966   0.967
  262 10250  2.50 -1.50  2.00  0.00  0.00 -19.345 -19.322 -20.118 -19.773 -19.273   1.230   1.230   0.000   0.083   1.060   1.061
  263 10250  3.00 -1.50  2.00  0.00  0.00 -19.320 -19.297 -20.125 -19.788 -19.280   1.270   1.270  -0.007   0.099   1.085   1.085
  264 10250  3.50 -1.50  2.00  0.00  0.00 -19.317 -19.294 -20.117 -19.796 -19.286   1.282   1.282  -0.010   0.119   1.063   1.063
  265 10250  4.00 -1.50  2.00  0.00  0.00 -19.329 -19.307 -20.096 -19.802 -19.292   1.274   1.275  -0.009   0.144   1.003   1.003
  266 10250  4.50 -1.50  2.00  0.00  0.00 -19.355 -19.333 -20.064 -19.804 -19.298   1.252   1.252  -0.006   0.176   0.910   0.911
  267 10250  5.00 -1.50  2.00  0.00  0.00 -19.391 -19.369 -20.020 -19.803 -19.304   1.214   1.214   0.001   0.212   0.787   0.787
  268 10500  2.00 -1.50  2.00  0.00  0.00 -19.528 -19.505 -20.142 -19.797 -19.312   1.072   1.073   0.014   0.070   0.902   0.902
  269 10500  2.50 -1.50  2.00  0.00  0.00 -19.465 -19.443 -20.176 -19.827 -19.325   1.164   1.164  -0.002   0.082   1.002   1.002
  270 10500  3.00 -1.50  2.00  0.00  0.00 -19.435 -19.413 -20.184 -19.842 -19.332   1.209   1.209  -0.010   0.097   1.034   1.034
  271 10500  3.50 -1.50  2.00  0.00  0.00 -19.426 -19.404 -20.178 -19.851 -19.337   1.226   1.227  -0.013   0.115   1.021   1.021
  272 10500  4.00 -1.50  2.00  0.00  0.00 -19.434 -19.412 -20.160 -19.857 -19.343   1.225   1.225  -0.014   0.140   0.971   0.971
  273 10500  4.50 -1.50  2.00  0.00  0.00 -19.455 -19.433 -20.132 -19.861 -19.350   1.208   1.208  -0.011   0.170   0.889   0.889
  274 10500  5.00 -1.50  2.00  0.00  0.00 -19.487 -19.465 -20.092 -19.863 -19.357   1.178   1.178  -0.006   0.206   0.775   0.776
  275 10750  2.00 -1.50  2.00  0.00  0.00 -19.645 -19.623 -20.198 -19.850 -19.362   1.006   1.007   0.012   0.069   0.842   0.843
  276 10750  2.50 -1.50  2.00  0.00  0.00 -19.580 -19.557 -20.232 -19.879 -19.375   1.101   1.102  -0.004   0.081   0.946   0.947
  277 10750  3.00 -1.50  2.00  0.00  0.00 -19.546 -19.523 -20.241 -19.894 -19.382   1.150   1.151  -0.013   0.095   0.984   0.984
  278 10750  3.50 -1.50  2.00  0.00  0.00 -19.532 -19.510 -20.236 -19.903 -19.386   1.173   1.173  -0.016   0.112   0.978   0.979
  279 10750  4.00 -1.50  2.00  0.00  0.00 -19.535 -19.513 -20.220 -19.909 -19.392   1.176   1.176  -0.017   0.135   0.938   0.938
  280 10750  4.50 -1.50  2.00  0.00  0.00 -19.552 -19.529 -20.195 -19.914 -19.399   1.165   1.165  -0.016   0.164   0.866   0.866
  281 10750  5.00 -1.50  2.00  0.00  0.00 -19.580 -19.557 -20.159 -19.918 -19.407   1.140   1.141  -0.011   0.199   0.762   0.762
  282 11000  2.00 -1.50  2.00  0.00  0.00 -19.757 -19.734 -20.251 -19.900 -19.410   0.946   0.946   0.010   0.069   0.787   0.788
  283 11000  2.50 -1.50  2.00  0.00  0.00 -19.689 -19.666 -20.286 -19.930 -19.423   1.043   1.044  -0.007   0.080   0.895   0.895
  284 11000  3.00 -1.50  2.00  0.00  0.00 -19.651 -19.629 -20.295 -19.944 -19.429   1.095   1.096  -0.015   0.093   0.936   0.937
  285 11000  3.50 -1.50  2.00  0.00  0.00 -19.634 -19.612 -20.291 -19.953 -19.433   1.121   1.121  -0.019   0.110   0.937   0.937
  286 11000  4.00 -1.50  2.00  0.00  0.00 -19.633 -19.610 -20.277 -19.959 -19.438   1.128   1.129  -0.021   0.132   0.904   0.904
  287 11000  4.50 -1.50  2.00  0.00  0.00 -19.645 -19.622 -20.254 -19.965 -19.445   1.122   1.122  -0.020   0.159   0.840   0.841
  288 11000  5.00 -1.50  2.00  0.00  0.00 -19.669 -19.647 -20.221 -19.969 -19.453   1.102   1.103  -0.016   0.194   0.745   0.746
  289 11250  2.00 -1.50  2.00  0.00  0.00 -19.862 -19.839 -20.303 -19.949 -19.457   0.889   0.890   0.008   0.068   0.736   0.737
  290 11250  2.50 -1.50  2.00  0.00  0.00 -19.793 -19.770 -20.338 -19.979 -19.470   0.988   0.989  -0.009   0.079   0.846   0.847
  291 11250  3.00 -1.50  2.00  0.00  0.00 -19.752 -19.730 -20.347 -19.993 -19.475   1.042   1.043  -0.018   0.092   0.891   0.892
  292 11250  3.50 -1.50  2.00  0.00  0.00 -19.732 -19.709 -20.343 -20.001 -19.479   1.071   1.071  -0.022   0.108   0.896   0.897
  293 11250  4.00 -1.50  2.00  0.00  0.00 -19.727 -19.704 -20.330 -20.007 -19.483   1.082   1.082  -0.024   0.129   0.869   0.870
  294 11250  4.50 -1.50  2.00  0.00  0.00 -19.735 -19.713 -20.309 -20.012 -19.489   1.080   1.080  -0.023   0.155   0.814   0.814
  295 11250  5.00 -1.50  2.00  0.00  0.00 -19.755 -19.733 -20.279 -20.018 -19.498   1.065   1.065  -0.020   0.188   0.728   0.728
  296 11500  2.00 -1.50  2.00  0.00  0.00 -19.962 -19.939 -20.352 -19.996 -19.502   0.837   0.837   0.005   0.067   0.689   0.690
  297 11500  2.50 -1.50  2.00  0.00  0.00 -19.891 -19.868 -20.388 -20.026 -19.515   0.937   0.938  -0.011   0.078   0.801   0.802
  298 11500  3.00 -1.50  2.00  0.00  0.00 -19.849 -19.826 -20.398 -20.040 -19.520   0.992   0.993  -0.020   0.091   0.849   0.849
  299 11500  3.50 -1.50  2.00  0.00  0.00 -19.826 -19.804 -20.394 -20.047 -19.523   1.023   1.024  -0.024   0.107   0.857   0.857
  300 11500  4.00 -1.50  2.00  0.00  0.00 -19.818 -19.795 -20.382 -20.053 -19.527   1.037   1.038  -0.026   0.126   0.835   0.836
  301 11500  4.50 -1.50  2.00  0.00  0.00 -19.823 -19.800 -20.362 -20.058 -19.532   1.038   1.038  -0.026   0.151   0.786   0.786
  302 11500  5.00 -1.50  2.00  0.00  0.00 -19.839 -19.817 -20.335 -20.064 -19.540   1.027   1.028  -0.024   0.183   0.708   0.708
  303 11750  2.00 -1.50  2.00  0.00  0.00 -20.056 -20.033 -20.401 -20.042 -19.545   0.788   0.788   0.003   0.067   0.646   0.646
  304 11750  2.50 -1.50  2.00  0.00  0.00 -19.985 -19.962 -20.437 -20.072 -19.558   0.889   0.890  -0.014   0.077   0.759   0.760
  305 11750  3.00 -1.50  2.00  0.00  0.00 -19.941 -19.919 -20.446 -20.085 -19.563   0.946   0.946  -0.022   0.090   0.808   0.809
  306 11750  3.50 -1.50  2.00  0.00  0.00 -19.916 -19.894 -20.443 -20.092 -19.565   0.978   0.978  -0.027   0.105   0.819   0.820
  307 11750  4.00 -1.50  2.00  0.00  0.00 -19.906 -19.883 -20.431 -20.097 -19.568   0.994   0.994  -0.029   0.124   0.801   0.802
  308 11750  4.50 -1.50  2.00  0.00  0.00 -19.907 -19.885 -20.413 -20.103 -19.574   0.997   0.998  -0.029   0.148   0.758   0.758
  309 11750  5.00 -1.50  2.00  0.00  0.00 -19.921 -19.898 -20.387 -20.109 -19.581   0.990   0.990  -0.028   0.178   0.687   0.688
  310 12000  2.50 -1.50  2.00  0.00  0.00 -20.074 -20.051 -20.484 -20.116 -19.600   0.844   0.845  -0.016   0.077   0.720   0.721
  311 12000  3.00 -1.50  2.00  0.00  0.00 -20.029 -20.007 -20.493 -20.129 -19.604   0.901   0.902  -0.025   0.089   0.771   0.771
  312 12000  3.50 -1.50  2.00  0.00  0.00 -20.003 -19.981 -20.490 -20.135 -19.606   0.934   0.935  -0.029   0.104   0.783   0.784
  313 12000  4.00 -1.50  2.00  0.00  0.00 -19.991 -19.968 -20.479 -20.141 -19.609   0.952   0.952  -0.031   0.122   0.768   0.769
  314 12000  4.50 -1.50  2.00  0.00  0.00 -19.990 -19.967 -20.461 -20.146 -19.614   0.958   0.958  -0.032   0.145   0.729   0.730
  315 12000  5.00 -1.50  2.00  0.00  0.00 -20.000 -19.978 -20.437 -20.151 -19.621   0.953   0.954  -0.031   0.174   0.665   0.665
  316 12250  2.50 -1.50  2.00  0.00  0.00 -20.159 -20.136 -20.530 -20.159 -19.641   0.802   0.803  -0.018   0.076   0.684   0.685
  317 12250  3.00 -1.50  2.00  0.00  0.00 -20.114 -20.091 -20.539 -20.171 -19.644   0.860   0.860  -0.027   0.088   0.735   0.736
  318 12250  3.50 -1.50  2.00  0.00  0.00 -20.086 -20.064 -20.536 -20.178 -19.646   0.893   0.894  -0.032   0.103   0.749   0.750
  319 12250  4.00 -1.50  2.00  0.00  0.00 -20.072 -20.050 -20.525 -20.182 -19.649   0.912   0.913  -0.034   0.121   0.737   0.737
  320 12250  4.50 -1.50  2.00  0.00  0.00 -20.070 -20.047 -20.508 -20.187 -19.653   0.920   0.920  -0.035   0.143   0.701   0.702
  321 12250  5.00 -1.50  2.00  0.00  0.00 -20.077 -20.055 -20.485 -20.193 -19.659   0.917   0.918  -0.034   0.170   0.642   0.643
  322 12500  2.50 -1.50  2.00  0.00  0.00 -20.240 -20.217 -20.575 -20.201 -19.680   0.763   0.764  -0.021   0.076   0.650   0.651
  323 12500  3.00 -1.50  2.00  0.00  0.00 -20.194 -20.171 -20.584 -20.213 -19.683   0.821   0.821  -0.029   0.087   0.702   0.703
  324 12500  3.50 -1.50  2.00  0.00  0.00 -20.166 -20.143 -20.580 -20.219 -19.685   0.854   0.855  -0.034   0.102   0.717   0.718
  325 12500  4.00 -1.50  2.00  0.00  0.00 -20.151 -20.129 -20.569 -20.223 -19.687   0.874   0.874  -0.036   0.119   0.706   0.707
  326 12500  4.50 -1.50  2.00  0.00  0.00 -20.147 -20.124 -20.553 -20.228 -19.691   0.883   0.883  -0.037   0.141   0.673   0.674
  327 12500  5.00 -1.50  2.00  0.00  0.00 -20.152 -20.130 -20.531 -20.233 -19.697   0.883   0.883  -0.036   0.167   0.619   0.619
  328 12750  2.50 -1.50  2.00  0.00  0.00 -20.318 -20.295 -20.618 -20.242 -19.719   0.726   0.726  -0.023   0.075   0.619   0.619
  329 12750  3.00 -1.50  2.00  0.00  0.00 -20.271 -20.249 -20.627 -20.253 -19.721   0.784   0.784  -0.032   0.087   0.671   0.672
  330 12750  3.50 -1.50  2.00  0.00  0.00 -20.243 -20.220 -20.623 -20.258 -19.722   0.818   0.818  -0.036   0.101   0.687   0.687
  331 12750  4.00 -1.50  2.00  0.00  0.00 -20.227 -20.204 -20.612 -20.262 -19.724   0.837   0.838  -0.038   0.118   0.677   0.678
  332 12750  4.50 -1.50  2.00  0.00  0.00 -20.222 -20.199 -20.596 -20.267 -19.727   0.847   0.848  -0.039   0.139   0.647   0.647
  333 12750  5.00 -1.50  2.00  0.00  0.00 -20.225 -20.203 -20.576 -20.272 -19.733   0.849   0.849  -0.039   0.164   0.596   0.596
  334 13000  2.50 -1.50  2.00  0.00  0.00 -20.393 -20.370 -20.660 -20.281 -19.756   0.690   0.691  -0.025   0.075   0.589   0.590
  335 13000  3.00 -1.50  2.00  0.00  0.00 -20.345 -20.323 -20.669 -20.292 -19.758   0.749   0.749  -0.034   0.086   0.642   0.643
  336 13000  3.50 -1.50  2.00  0.00  0.00 -20.316 -20.294 -20.665 -20.297 -19.759   0.783   0.784  -0.038   0.100   0.658   0.659
  337 13000  4.00 -1.50  2.00  0.00  0.00 -20.300 -20.277 -20.654 -20.301 -19.760   0.803   0.804  -0.041   0.116   0.649   0.650
  338 13000  4.50 -1.50  2.00  0.00  0.00 -20.294 -20.271 -20.639 -20.305 -19.763   0.813   0.814  -0.042   0.137   0.621   0.621
  339 13000  5.00 -1.50  2.00  0.00  0.00 -20.296 -20.273 -20.618 -20.310 -19.768   0.816   0.816  -0.041   0.162   0.573   0.573
  340 14000  2.00 -1.50  2.00  0.00  0.00 -20.757 -20.735 -20.779 -20.399 -19.886   0.444   0.445  -0.013   0.063   0.343   0.344
  341 14000  2.50 -1.50  2.00  0.00  0.00 -20.669 -20.646 -20.820 -20.431 -19.898   0.565   0.565  -0.033   0.073   0.483   0.484
  342 14000  3.00 -1.50  2.00  0.00  0.00 -20.616 -20.593 -20.827 -20.440 -19.897   0.626   0.626  -0.042   0.084   0.541   0.542
  343 14000  3.50 -1.50  2.00  0.00  0.00 -20.585 -20.562 -20.822 -20.443 -19.896   0.660   0.661  -0.047   0.097   0.558   0.559
  344 14000  4.00 -1.50  2.00  0.00  0.00 -20.567 -20.544 -20.811 -20.445 -19.896   0.680   0.681  -0.049   0.112   0.552   0.553
  345 14000  4.50 -1.50  2.00  0.00  0.00 -20.559 -20.536 -20.796 -20.448 -19.898   0.691   0.692  -0.050   0.131   0.527   0.528
  346 14000  5.00 -1.50  2.00  0.00  0.00 -20.559 -20.536 -20.777 -20.452 -19.902   0.696   0.696  -0.050   0.154   0.486   0.487
  347 15000  2.50 -1.50  2.00  0.00  0.00 -20.915 -20.893 -20.967 -20.569 -20.028   0.456   0.457  -0.041   0.072   0.392   0.393
  348 15000  3.00 -1.50  2.00  0.00  0.00 -20.856 -20.833 -20.973 -20.575 -20.025   0.521   0.522  -0.050   0.082   0.456   0.457
  349 15000  3.50 -1.50  2.00  0.00  0.00 -20.821 -20.798 -20.966 -20.576 -20.021   0.557   0.558  -0.055   0.094   0.477   0.478
  350 15000  4.00 -1.50  2.00  0.00  0.00 -20.802 -20.779 -20.954 -20.577 -20.020   0.577   0.578  -0.057   0.109   0.472   0.473
  351 15000  4.50 -1.50  2.00  0.00  0.00 -20.793 -20.770 -20.939 -20.579 -20.021   0.588   0.589  -0.058   0.127   0.449   0.450
  352 15000  5.00 -1.50  2.00  0.00  0.00 -20.791 -20.768 -20.921 -20.582 -20.024   0.593   0.594  -0.058   0.148   0.411   0.412
  353 16000  2.50 -1.50  2.00  0.00  0.00 -21.142 -21.119 -21.104 -20.698 -20.151   0.358   0.359  -0.047   0.070   0.310   0.311
  354 16000  3.00 -1.50  2.00  0.00  0.00 -21.074 -21.051 -21.108 -20.702 -20.144   0.430   0.431  -0.058   0.080   0.383   0.384
  355 16000  3.50 -1.50  2.00  0.00  0.00 -21.034 -21.011 -21.100 -20.700 -20.138   0.468   0.469  -0.062   0.092   0.407   0.408
  356 16000  4.00 -1.50  2.00  0.00  0.00 -21.012 -20.989 -21.086 -20.699 -20.134   0.489   0.490  -0.064   0.106   0.404   0.405
  357 16000  4.50 -1.50  2.00  0.00  0.00 -21.001 -20.978 -21.071 -20.700 -20.134   0.500   0.501  -0.065   0.123   0.383   0.384
  358 16000  5.00 -1.50  2.00  0.00  0.00 -20.999 -20.976 -21.053 -20.702 -20.137   0.505   0.506  -0.065   0.143   0.347   0.348
  359 17000  2.50 -1.50  2.00  0.00  0.00 -21.354 -21.330 -21.232 -20.819 -20.266   0.267   0.268  -0.052   0.068   0.234   0.235
  360 17000  3.00 -1.50  2.00  0.00  0.00 -21.276 -21.253 -21.236 -20.821 -20.257   0.347   0.348  -0.064   0.078   0.316   0.317
  361 17000  3.50 -1.50  2.00  0.00  0.00 -21.230 -21.207 -21.225 -20.817 -20.248   0.389   0.390  -0.069   0.090   0.346   0.347
  362 17000  4.00 -1.50  2.00  0.00  0.00 -21.203 -21.180 -21.210 -20.813 -20.242   0.412   0.413  -0.071   0.103   0.346   0.347
