
       Teff log g  [M]a Vturb  l/H  E(B-V)    V       R       I       J       K       L      V-R     V-I     V-J     V-K     V-L
    1  3500  0.00 -0.50  2.00  1.25  0.00 -12.887 -13.554 -14.048 -14.013 -12.999 -10.996   1.384   2.649   3.778   4.962   5.071
    2  3500  0.50 -0.50  2.00  1.25  0.00 -12.861 -13.528 -14.060 -14.027 -12.987 -10.965   1.384   2.687   3.817   4.976   5.066
    3  3500  1.00 -0.50  2.00  1.25  0.00 -12.845 -13.517 -14.080 -14.045 -12.964 -10.926   1.388   2.722   3.851   4.969   5.042
    4  3500  1.50 -0.50  2.00  1.25  0.00 -12.851 -13.523 -14.108 -14.065 -12.932 -10.880   1.389   2.745   3.864   4.931   4.990
    5  3500  2.00 -0.50  2.00  1.25  0.00 -12.882 -13.549 -14.146 -14.085 -12.889 -10.828   1.384   2.751   3.853   4.856   4.908
    6  3500  2.50 -0.50  2.00  1.25  0.00 -12.941 -13.594 -14.192 -14.104 -12.833 -10.772   1.370   2.739   3.814   4.742   4.793
    7  3500  3.00 -0.50  2.00  1.25  0.00 -13.028 -13.660 -14.248 -14.120 -12.764 -10.712   1.348   2.708   3.743   4.586   4.645
    8  3500  3.50 -0.50  2.00  1.25  0.00 -13.157 -13.758 -14.317 -14.130 -12.678 -10.649   1.319   2.649   3.625   4.371   4.455
    9  3500  4.00 -0.50  2.00  1.25  0.00 -13.311 -13.881 -14.392 -14.132 -12.583 -10.590   1.288   2.569   3.472   4.122   4.241
   10  3500  4.50 -0.50  2.00  1.25  0.00 -13.444 -13.990 -14.443 -14.123 -12.504 -10.548   1.263   2.486   3.329   3.909   4.065
   11  3500  5.00 -0.50  2.00  1.25  0.00 -13.526 -14.069 -14.466 -14.110 -12.458 -10.542   1.260   2.428   3.235   3.782   3.978
   12  3750  0.00 -0.50  2.00  1.25  0.00 -13.914 -14.331 -14.445 -14.241 -13.126 -11.128   1.133   2.019   2.978   4.062   4.176
   13  3750  0.50 -0.50  2.00  1.25  0.00 -13.910 -14.313 -14.446 -14.239 -13.127 -11.117   1.120   2.024   2.981   4.067   4.169
   14  3750  1.00 -0.50  2.00  1.25  0.00 -13.895 -14.294 -14.453 -14.244 -13.124 -11.100   1.116   2.045   3.000   4.078   4.166
   15  3750  1.50 -0.50  2.00  1.25  0.00 -13.879 -14.278 -14.465 -14.254 -13.113 -11.075   1.116   2.074   3.026   4.084   4.158
   16  3750  2.00 -0.50  2.00  1.25  0.00 -13.867 -14.268 -14.484 -14.267 -13.095 -11.040   1.118   2.105   3.051   4.078   4.135
   17  3750  2.50 -0.50  2.00  1.25  0.00 -13.866 -14.268 -14.508 -14.282 -13.066 -10.996   1.119   2.130   3.067   4.050   4.092
   18  3750  3.00 -0.50  2.00  1.25  0.00 -13.877 -14.280 -14.538 -14.298 -13.027 -10.946   1.120   2.149   3.072   4.000   4.031
   19  3750  3.50 -0.50  2.00  1.25  0.00 -13.906 -14.309 -14.577 -14.314 -12.972 -10.890   1.120   2.159   3.059   3.916   3.946
   20  3750  4.00 -0.50  2.00  1.25  0.00 -13.962 -14.368 -14.631 -14.325 -12.900 -10.839   1.123   2.157   3.014   3.788   3.839
   21  3750  4.50 -0.50  2.00  1.25  0.00 -14.038 -14.442 -14.681 -14.327 -12.823 -10.796   1.121   2.131   2.940   3.635   3.720
   22  3750  5.00 -0.50  2.00  1.25  0.00 -14.106 -14.510 -14.718 -14.325 -12.757 -10.757   1.121   2.100   2.870   3.501   3.613
   23  4000  0.00 -0.50  2.00  1.25  0.00 -14.595 -14.849 -14.797 -14.478 -13.227 -11.224   0.972   1.691   2.535   3.483   3.591
   24  4000  0.50 -0.50  2.00  1.25  0.00 -14.602 -14.842 -14.789 -14.468 -13.231 -11.218   0.957   1.675   2.517   3.480   3.579
   25  4000  1.00 -0.50  2.00  1.25  0.00 -14.599 -14.834 -14.785 -14.462 -13.234 -11.213   0.952   1.674   2.514   3.485   3.576
   26  4000  1.50 -0.50  2.00  1.25  0.00 -14.590 -14.826 -14.784 -14.460 -13.235 -11.206   0.953   1.682   2.521   3.495   3.578
   27  4000  2.00 -0.50  2.00  1.25  0.00 -14.579 -14.819 -14.787 -14.461 -13.233 -11.195   0.957   1.696   2.533   3.504   3.578
   28  4000  2.50 -0.50  2.00  1.25  0.00 -14.567 -14.813 -14.794 -14.465 -13.226 -11.177   0.963   1.715   2.549   3.509   3.572
   29  4000  3.00 -0.50  2.00  1.25  0.00 -14.558 -14.809 -14.808 -14.473 -13.212 -11.148   0.969   1.738   2.567   3.505   3.552
   30  4000  3.50 -0.50  2.00  1.25  0.00 -14.553 -14.812 -14.829 -14.486 -13.188 -11.108   0.977   1.765   2.584   3.485   3.517
   31  4000  4.00 -0.50  2.00  1.25  0.00 -14.559 -14.831 -14.863 -14.500 -13.145 -11.058   0.989   1.792   2.592   3.436   3.461
   32  4000  4.50 -0.50  2.00  1.25  0.00 -14.584 -14.871 -14.906 -14.508 -13.088 -11.017   1.005   1.811   2.575   3.354   3.396
   33  4000  5.00 -0.50  2.00  1.25  0.00 -14.618 -14.917 -14.946 -14.512 -13.027 -10.983   1.016   1.816   2.545   3.259   3.327
   34  4250  0.00 -0.50  2.00  1.25  0.00 -15.125 -15.260 -15.113 -14.697 -13.317 -11.305   0.852   1.476   2.222   3.042   3.142
   35  4250  0.50 -0.50  2.00  1.25  0.00 -15.134 -15.250 -15.101 -14.684 -13.321 -11.300   0.833   1.455   2.201   3.037   3.128
   36  4250  1.00 -0.50  2.00  1.25  0.00 -15.134 -15.242 -15.093 -14.676 -13.325 -11.296   0.826   1.448   2.193   3.041   3.125
   37  4250  1.50 -0.50  2.00  1.25  0.00 -15.128 -15.236 -15.088 -14.670 -13.327 -11.293   0.825   1.449   2.193   3.050   3.127
   38  4250  2.00 -0.50  2.00  1.25  0.00 -15.119 -15.230 -15.084 -14.666 -13.329 -11.289   0.829   1.454   2.198   3.060   3.133
   39  4250  2.50 -0.50  2.00  1.25  0.00 -15.108 -15.227 -15.082 -14.663 -13.330 -11.285   0.835   1.462   2.205   3.071   3.138
   40  4250  3.00 -0.50  2.00  1.25  0.00 -15.098 -15.225 -15.083 -14.662 -13.330 -11.279   0.844   1.473   2.215   3.082   3.143
   41  4250  3.50 -0.50  2.00  1.25  0.00 -15.086 -15.226 -15.088 -14.666 -13.327 -11.268   0.857   1.490   2.230   3.090   3.144
   42  4250  4.00 -0.50  2.00  1.25  0.00 -15.076 -15.231 -15.100 -14.672 -13.317 -11.248   0.872   1.512   2.247   3.091   3.134
   43  4250  4.50 -0.50  2.00  1.25  0.00 -15.072 -15.248 -15.125 -14.681 -13.291 -11.219   0.893   1.541   2.260   3.069   3.109
   44  4250  5.00 -0.50  2.00  1.25  0.00 -15.078 -15.277 -15.160 -14.687 -13.249 -11.194   0.916   1.570   2.260   3.021   3.078
   45  4500  0.00 -0.50  2.00  1.25  0.00 -15.565 -15.613 -15.396 -14.892 -13.399 -11.378   0.764   1.319   1.978   2.684   2.775
   46  4500  0.50 -0.50  2.00  1.25  0.00 -15.573 -15.601 -15.382 -14.879 -13.403 -11.374   0.745   1.296   1.957   2.680   2.762
   47  4500  1.00 -0.50  2.00  1.25  0.00 -15.574 -15.591 -15.372 -14.870 -13.406 -11.370   0.735   1.287   1.948   2.682   2.759
   48  4500  1.50 -0.50  2.00  1.25  0.00 -15.569 -15.583 -15.365 -14.864 -13.408 -11.367   0.732   1.285   1.946   2.690   2.760
   49  4500  2.00 -0.50  2.00  1.25  0.00 -15.561 -15.576 -15.360 -14.858 -13.410 -11.364   0.733   1.287   1.949   2.699   2.765
   50  4500  2.50 -0.50  2.00  1.25  0.00 -15.552 -15.571 -15.356 -14.854 -13.412 -11.361   0.736   1.292   1.954   2.710   2.772
   51  4500  3.00 -0.50  2.00  1.25  0.00 -15.542 -15.568 -15.353 -14.852 -13.413 -11.358   0.743   1.299   1.960   2.721   2.778
