
       Teff log g  [M]  Vturb  l/H  E(B-V)    V       R       I       J       K       L      V-R     V-I     V-J     V-K     V-L
    1  3500  0.00  0.50  2.00  1.25  0.00 -12.604 -13.397 -14.045 -14.091 -12.993 -11.065   1.511   2.929   4.138   5.239   5.423
    2  3500  0.50  0.50  2.00  1.25  0.00 -12.488 -13.319 -14.025 -14.095 -13.007 -11.062   1.548   3.025   4.258   5.369   5.536
    3  3500  1.00  0.50  2.00  1.25  0.00 -12.392 -13.257 -14.009 -14.103 -13.014 -11.052   1.582   3.105   4.362   5.472   5.622
    4  3500  1.50  0.50  2.00  1.25  0.00 -12.316 -13.210 -13.998 -14.112 -13.014 -11.033   1.611   3.169   4.447   5.548   5.679
    5  3500  2.00  0.50  2.00  1.25  0.00 -12.277 -13.187 -13.997 -14.123 -13.005 -11.003   1.627   3.208   4.498   5.578   5.688
    6  3500  2.50  0.50  2.00  1.25  0.00 -12.281 -13.193 -14.013 -14.137 -12.985 -10.959   1.630   3.221   4.507   5.554   5.641
    7  3500  3.00  0.50  2.00  1.25  0.00 -12.338 -13.236 -14.052 -14.152 -12.948 -10.900   1.616   3.202   4.466   5.460   5.525
    8  3500  3.50  0.50  2.00  1.25  0.00 -12.459 -13.323 -14.115 -14.168 -12.890 -10.829   1.580   3.144   4.359   5.280   5.331
    9  3500  4.00  0.50  2.00  1.25  0.00 -12.639 -13.449 -14.201 -14.181 -12.809 -10.752   1.527   3.050   4.193   5.020   5.075
   10  3500  4.50  0.50  2.00  1.25  0.00 -12.859 -13.605 -14.297 -14.184 -12.713 -10.683   1.463   2.926   3.976   4.704   4.786
   11  3500  5.00  0.50  2.00  1.25  0.00 -13.076 -13.759 -14.369 -14.171 -12.629 -10.641   1.400   2.781   3.746   4.403   4.527
   12  3750  0.00  0.50  2.00  1.25  0.00 -13.836 -14.300 -14.489 -14.313 -13.093 -11.156   1.181   2.141   3.128   4.107   4.282
   13  3750  0.50  0.50  2.00  1.25  0.00 -13.789 -14.259 -14.483 -14.310 -13.109 -11.157   1.187   2.183   3.172   4.170   4.330
   14  3750  1.00  0.50  2.00  1.25  0.00 -13.740 -14.218 -14.481 -14.310 -13.121 -11.155   1.195   2.229   3.221   4.231   4.377
   15  3750  1.50  0.50  2.00  1.25  0.00 -13.693 -14.177 -14.480 -14.312 -13.129 -11.151   1.201   2.275   3.271   4.286   4.420
   16  3750  2.00  0.50  2.00  1.25  0.00 -13.646 -14.138 -14.479 -14.317 -13.133 -11.140   1.209   2.321   3.322   4.337   4.456
