
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   63  4750  3.50  0.50  2.00  1.25  0.00 -14.034 -15.422 -15.932 -23.403  -0.499   1.022   1.113   1.097
   64  4750  4.00  0.50  2.00  1.25  0.00 -14.065 -15.430 -15.916 -23.403  -0.514   0.997   1.090   1.074
   65  4750  4.50  0.50  2.00  1.25  0.00 -14.069 -15.428 -15.899 -23.403  -0.532   0.990   1.074   1.058
   66  4750  5.00  0.50  2.00  1.25  0.00 -14.053 -15.417 -15.879 -23.403  -0.552   0.995   1.066   1.050
   67  5000  0.00  0.50  2.00  1.25  0.00 -14.013 -15.711 -16.316 -23.626  -0.337   1.340   1.209   1.193
   68  5000  0.50  0.50  2.00  1.25  0.00 -14.129 -15.738 -16.313 -23.626  -0.341   1.249   1.179   1.163
   69  5000  1.00  0.50  2.00  1.25  0.00 -14.237 -15.759 -16.307 -23.626  -0.346   1.161   1.152   1.136
   70  5000  1.50  0.50  2.00  1.25  0.00 -14.338 -15.778 -16.301 -23.626  -0.352   1.076   1.126   1.110
   71  5000  2.00  0.50  2.00  1.25  0.00 -14.436 -15.799 -16.295 -23.626  -0.358   0.997   1.100   1.084
   72  5000  2.50  0.50  2.00  1.25  0.00 -14.523 -15.820 -16.290 -23.626  -0.364   0.929   1.074   1.058
   73  5000  3.00  0.50  2.00  1.25  0.00 -14.594 -15.840 -16.285 -23.626  -0.369   0.877   1.048   1.032
   74  5000  3.50  0.50  2.00  1.25  0.00 -14.642 -15.856 -16.278 -23.626  -0.375   0.844   1.026   1.010
   75  5000  4.00  0.50  2.00  1.25  0.00 -14.668 -15.865 -16.269 -23.626  -0.385   0.827   1.007   0.991
   76  5000  4.50  0.50  2.00  1.25  0.00 -14.674 -15.868 -16.256 -23.626  -0.398   0.823   0.991   0.975
   77  5000  5.00  0.50  2.00  1.25  0.00 -14.658 -15.864 -16.241 -23.626  -0.413   0.834   0.981   0.965
   78  5250  0.00  0.50  2.00  1.25  0.00 -14.659 -16.156 -16.622 -23.837  -0.243   1.134   1.069   1.053
   79  5250  0.50  0.50  2.00  1.25  0.00 -14.763 -16.175 -16.616 -23.837  -0.250   1.046   1.044   1.028
   80  5250  1.00  0.50  2.00  1.25  0.00 -14.862 -16.191 -16.609 -23.837  -0.256   0.962   1.021   1.005
   81  5250  1.50  0.50  2.00  1.25  0.00 -14.954 -16.206 -16.602 -23.837  -0.263   0.882   1.000   0.984
   82  5250  2.00  0.50  2.00  1.25  0.00 -15.038 -16.219 -16.596 -23.837  -0.270   0.810   0.981   0.965
   83  5250  2.50  0.50  2.00  1.25  0.00 -15.110 -16.231 -16.590 -23.837  -0.276   0.749   0.962   0.946
   84  5250  3.00  0.50  2.00  1.25  0.00 -15.167 -16.242 -16.585 -23.837  -0.281   0.702   0.946   0.930
   85  5250  3.50  0.50  2.00  1.25  0.00 -15.205 -16.251 -16.580 -23.837  -0.286   0.672   0.932   0.916
   86  5250  4.00  0.50  2.00  1.25  0.00 -15.225 -16.257 -16.574 -23.837  -0.291   0.657   0.921   0.905
   87  5250  4.50  0.50  2.00  1.25  0.00 -15.228 -16.259 -16.566 -23.837  -0.299   0.656   0.910   0.894
   88  5250  5.00  0.50  2.00  1.25  0.00 -15.213 -16.258 -16.556 -23.837  -0.309   0.670   0.902   0.886
   89  5500  0.00  0.50  2.00  1.25  0.00 -15.253 -16.579 -16.904 -24.039  -0.164   0.956   0.929   0.913
   90  5500  0.50  0.50  2.00  1.25  0.00 -15.333 -16.585 -16.894 -24.039  -0.173   0.881   0.912   0.896
   91  5500  1.00  0.50  2.00  1.25  0.00 -15.416 -16.593 -16.885 -24.039  -0.182   0.804   0.896   0.880
   92  5500  1.50  0.50  2.00  1.25  0.00 -15.496 -16.600 -16.877 -24.039  -0.191   0.729   0.880   0.864
   93  5500  2.00  0.50  2.00  1.25  0.00 -15.570 -16.607 -16.868 -24.039  -0.199   0.660   0.865   0.849
   94  5500  2.50  0.50  2.00  1.25  0.00 -15.634 -16.612 -16.861 -24.039  -0.207   0.601   0.852   0.836
   95  5500  3.00  0.50  2.00  1.25  0.00 -15.685 -16.616 -16.854 -24.039  -0.213   0.552   0.842   0.826
   96  5500  3.50  0.50  2.00  1.25  0.00 -15.719 -16.618 -16.849 -24.039  -0.219   0.519   0.834   0.818
   97  5500  4.00  0.50  2.00  1.25  0.00 -15.737 -16.618 -16.844 -24.039  -0.224   0.501   0.829   0.813
   98  5500  4.50  0.50  2.00  1.25  0.00 -15.739 -16.616 -16.839 -24.039  -0.229   0.498   0.826   0.810
   99  5500  5.00  0.50  2.00  1.25  0.00 -15.724 -16.613 -16.833 -24.039  -0.235   0.510   0.823   0.807
  100  5750  0.00  0.50  2.00  1.25  0.00 -15.806 -16.978 -17.162 -24.233  -0.098   0.795   0.788   0.772
  101  5750  0.50  0.50  2.00  1.25  0.00 -15.851 -16.970 -17.150 -24.233  -0.110   0.741   0.784   0.768
  102  5750  1.00  0.50  2.00  1.25  0.00 -15.912 -16.967 -17.139 -24.233  -0.121   0.676   0.776   0.760
  103  5750  1.50  0.50  2.00  1.25  0.00 -15.977 -16.966 -17.129 -24.233  -0.132   0.609   0.766   0.750
  104  5750  2.00  0.50  2.00  1.25  0.00 -16.039 -16.965 -17.119 -24.233  -0.142   0.545   0.757   0.741
  105  5750  2.50  0.50  2.00  1.25  0.00 -16.095 -16.963 -17.109 -24.233  -0.151   0.486   0.749   0.733
  106  5750  3.00  0.50  2.00  1.25  0.00 -16.142 -16.961 -17.101 -24.233  -0.160   0.435   0.744   0.728
  107  5750  3.50  0.50  2.00  1.25  0.00 -16.176 -16.956 -17.093 -24.233  -0.167   0.397   0.740   0.724
  108  5750  4.00  0.50  2.00  1.25  0.00 -16.197 -16.951 -17.087 -24.233  -0.174   0.371   0.739   0.723
  109  5750  4.50  0.50  2.00  1.25  0.00 -16.202 -16.945 -17.082 -24.233  -0.178   0.360   0.741   0.725
  110  5750  5.00  0.50  2.00  1.25  0.00 -16.191 -16.939 -17.078 -24.233  -0.182   0.365   0.743   0.727
  111  6000  0.00  0.50  2.00  1.25  0.00 -16.314 -17.353 -17.396 -24.417  -0.049   0.655   0.646   0.630
  112  6000  0.50  0.50  2.00  1.25  0.00 -16.322 -17.329 -17.385 -24.417  -0.061   0.624   0.659   0.643
  113  6000  1.00  0.50  2.00  1.25  0.00 -16.357 -17.315 -17.373 -24.417  -0.072   0.574   0.661   0.645
  114  6000  1.50  0.50  2.00  1.25  0.00 -16.404 -17.306 -17.361 -24.417  -0.084   0.516   0.659   0.643
  115  6000  2.00  0.50  2.00  1.25  0.00 -16.454 -17.297 -17.350 -24.417  -0.096   0.457   0.656   0.640
  116  6000  2.50  0.50  2.00  1.25  0.00 -16.501 -17.288 -17.339 -24.417  -0.107   0.400   0.654   0.638
  117  6000  3.00  0.50  2.00  1.25  0.00 -16.543 -17.279 -17.328 -24.417  -0.117   0.348   0.653   0.637
  118  6000  3.50  0.50  2.00  1.25  0.00 -16.577 -17.269 -17.319 -24.417  -0.127   0.304   0.653   0.637
  119  6000  4.00  0.50  2.00  1.25  0.00 -16.601 -17.259 -17.311 -24.417  -0.135   0.269   0.656   0.640
  120  6000  4.50  0.50  2.00  1.25  0.00 -16.612 -17.248 -17.305 -24.417  -0.141   0.248   0.660   0.644
  121  6000  5.00  0.50  2.00  1.25  0.00 -16.609 -17.238 -17.300 -24.417  -0.145   0.242   0.665   0.649
  122  6250  0.50  0.50  2.00  1.25  0.00 -16.749 -17.668 -17.597 -24.595  -0.026   0.529   0.532   0.516
  123  6250  1.00  0.50  2.00  1.25  0.00 -16.755 -17.641 -17.588 -24.595  -0.035   0.496   0.550   0.534
  124  6250  1.50  0.50  2.00  1.25  0.00 -16.783 -17.621 -17.576 -24.595  -0.046   0.448   0.559   0.543
  125  6250  2.00  0.50  2.00  1.25  0.00 -16.820 -17.605 -17.564 -24.595  -0.059   0.394   0.562   0.546
  126  6250  2.50  0.50  2.00  1.25  0.00 -16.860 -17.590 -17.551 -24.595  -0.072   0.339   0.565   0.549
  127  6250  3.00  0.50  2.00  1.25  0.00 -16.896 -17.574 -17.539 -24.595  -0.084   0.286   0.569   0.553
  128  6250  3.50  0.50  2.00  1.25  0.00 -16.929 -17.558 -17.528 -24.595  -0.095   0.237   0.574   0.558
  129  6250  4.00  0.50  2.00  1.25  0.00 -16.955 -17.542 -17.518 -24.595  -0.105   0.195   0.579   0.563
  130  6250  4.50  0.50  2.00  1.25  0.00 -16.972 -17.528 -17.510 -24.595  -0.113   0.164   0.586   0.570
  131  6250  5.00  0.50  2.00  1.25  0.00 -16.978 -17.514 -17.504 -24.595  -0.119   0.145   0.593   0.577
  132  6500  0.50  0.50  2.00  1.25  0.00 -17.129 -17.973 -17.792 -24.765  -0.001   0.450   0.423   0.407
  133  6500  1.00  0.50  2.00  1.25  0.00 -17.117 -17.948 -17.783 -24.765  -0.010   0.436   0.438   0.422
  134  6500  1.50  0.50  2.00  1.25  0.00 -17.122 -17.917 -17.774 -24.765  -0.019   0.400   0.461   0.445
  135  6500  2.00  0.50  2.00  1.25  0.00 -17.145 -17.892 -17.763 -24.765  -0.030   0.352   0.475   0.459
  136  6500  2.50  0.50  2.00  1.25  0.00 -17.175 -17.870 -17.750 -24.765  -0.043   0.299   0.483   0.467
  137  6500  3.00  0.50  2.00  1.25  0.00 -17.207 -17.848 -17.736 -24.765  -0.057   0.245   0.492   0.476
  138  6500  3.50  0.50  2.00  1.25  0.00 -17.239 -17.827 -17.723 -24.765  -0.070   0.193   0.500   0.484
  139  6500  4.00  0.50  2.00  1.25  0.00 -17.266 -17.806 -17.711 -24.765  -0.082   0.145   0.509   0.493
  140  6500  4.50  0.50  2.00  1.25  0.00 -17.287 -17.786 -17.701 -24.765  -0.093   0.104   0.518   0.502
  141  6500  5.00  0.50  2.00  1.25  0.00 -17.301 -17.768 -17.693 -24.765  -0.101   0.073   0.528   0.512
  142  6750  0.50  0.50  2.00  1.25  0.00 -17.473 -18.248 -17.972 -24.929   0.015   0.375   0.328   0.312
  143  6750  1.00  0.50  2.00  1.25  0.00 -17.446 -18.227 -17.963 -24.929   0.006   0.381   0.340   0.324
  144  6750  1.50  0.50  2.00  1.25  0.00 -17.434 -18.198 -17.955 -24.929  -0.002   0.365   0.361   0.345
  145  6750  2.00  0.50  2.00  1.25  0.00 -17.437 -18.161 -17.947 -24.929  -0.010   0.326   0.390   0.374
  146  6750  2.50  0.50  2.00  1.25  0.00 -17.456 -18.131 -17.935 -24.929  -0.022   0.277   0.407   0.391
  147  6750  3.00  0.50  2.00  1.25  0.00 -17.482 -18.104 -17.921 -24.929  -0.036   0.223   0.421   0.405
  148  6750  3.50  0.50  2.00  1.25  0.00 -17.510 -18.077 -17.906 -24.929  -0.051   0.169   0.433   0.417
  149  6750  4.00  0.50  2.00  1.25  0.00 -17.538 -18.051 -17.892 -24.929  -0.065   0.115   0.445   0.429
  150  6750  4.50  0.50  2.00  1.25  0.00 -17.563 -18.026 -17.879 -24.929  -0.078   0.065   0.457   0.441
  151  6750  5.00  0.50  2.00  1.25  0.00 -17.583 -18.004 -17.869 -24.929  -0.088   0.024   0.468   0.452
  152  7000  0.50  0.50  2.00  1.25  0.00 -17.785 -18.491 -18.137 -25.087   0.022   0.302   0.249   0.233
  153  7000  1.00  0.50  2.00  1.25  0.00 -17.747 -18.476 -18.130 -25.087   0.015   0.325   0.258   0.242
  154  7000  1.50  0.50  2.00  1.25  0.00 -17.720 -18.452 -18.123 -25.087   0.008   0.329   0.274   0.258
  155  7000  2.00  0.50  2.00  1.25  0.00 -17.707 -18.419 -18.116 -25.087   0.001   0.309   0.301   0.285
  156  7000  2.50  0.50  2.00  1.25  0.00 -17.710 -18.377 -18.107 -25.087  -0.008   0.265   0.334   0.318
  157  7000  3.00  0.50  2.00  1.25  0.00 -17.727 -18.342 -18.094 -25.087  -0.021   0.214   0.355   0.339
  158  7000  3.50  0.50  2.00  1.25  0.00 -17.750 -18.310 -18.078 -25.087  -0.037   0.159   0.372   0.356
  159  7000  4.00  0.50  2.00  1.25  0.00 -17.777 -18.279 -18.062 -25.087  -0.053   0.102   0.387   0.371
  160  7000  4.50  0.50  2.00  1.25  0.00 -17.804 -18.249 -18.047 -25.087  -0.068   0.045   0.402   0.386
  161  7000  5.00  0.50  2.00  1.25  0.00 -17.829 -18.222 -18.034 -25.087  -0.081  -0.006   0.415   0.399
  162  7250  0.50  0.50  2.00  1.25  0.00 -18.061 -18.697 -18.290 -25.239   0.023   0.228   0.197   0.181
  163  7250  1.00  0.50  2.00  1.25  0.00 -18.025 -18.700 -18.283 -25.239   0.016   0.267   0.187   0.171
  164  7250  1.50  0.50  2.00  1.25  0.00 -17.986 -18.680 -18.279 -25.239   0.012   0.287   0.203   0.187
  165  7250  2.00  0.50  2.00  1.25  0.00 -17.960 -18.652 -18.272 -25.239   0.005   0.286   0.224   0.208
  166  7250  2.50  0.50  2.00  1.25  0.00 -17.947 -18.613 -18.265 -25.239  -0.002   0.261   0.256   0.240
  167  7250  3.00  0.50  2.00  1.25  0.00 -17.950 -18.567 -18.255 -25.239  -0.012   0.213   0.292   0.276
  168  7250  3.50  0.50  2.00  1.25  0.00 -17.966 -18.528 -18.240 -25.239  -0.027   0.159   0.316   0.300
  169  7250  4.00  0.50  2.00  1.25  0.00 -17.988 -18.492 -18.223 -25.239  -0.044   0.101   0.335   0.319
  170  7250  4.50  0.50  2.00  1.25  0.00 -18.016 -18.457 -18.206 -25.239  -0.061   0.039   0.352   0.336
  171  7250  5.00  0.50  2.00  1.25  0.00 -18.044 -18.426 -18.190 -25.239  -0.077  -0.020   0.368   0.352
  172  7500  0.50  0.50  2.00  1.25  0.00 -18.297 -18.840 -18.427 -25.386   0.013   0.133   0.190   0.174
  173  7500  1.00  0.50  2.00  1.25  0.00 -18.282 -18.896 -18.423 -25.386   0.009   0.203   0.131   0.115
  174  7500  1.50  0.50  2.00  1.25  0.00 -18.237 -18.884 -18.421 -25.386   0.007   0.238   0.140   0.124
  175  7500  2.00  0.50  2.00  1.25  0.00 -18.197 -18.859 -18.418 -25.386   0.003   0.254   0.162   0.146
  176  7500  2.50  0.50  2.00  1.25  0.00 -18.169 -18.827 -18.411 -25.386  -0.003   0.250   0.188   0.172
  177  7500  3.00  0.50  2.00  1.25  0.00 -18.158 -18.781 -18.403 -25.386  -0.012   0.217   0.225   0.209
  178  7500  3.50  0.50  2.00  1.25  0.00 -18.164 -18.732 -18.391 -25.386  -0.024   0.163   0.262   0.246
  179  7500  4.00  0.50  2.00  1.25  0.00 -18.180 -18.690 -18.374 -25.386  -0.040   0.106   0.288   0.272
  180  7500  4.50  0.50  2.00  1.25  0.00 -18.205 -18.651 -18.356 -25.386  -0.059   0.043   0.309   0.293
  181  7500  5.00  0.50  2.00  1.25  0.00 -18.235 -18.615 -18.338 -25.386  -0.077  -0.023   0.327   0.311
  182  7750  1.00  0.50  2.00  1.25  0.00 -18.512 -19.059 -18.551 -25.529  -0.006   0.133   0.096   0.080
  183  7750  1.50  0.50  2.00  1.25  0.00 -18.470 -19.065 -18.551 -25.529  -0.006   0.182   0.089   0.073
  184  7750  2.00  0.50  2.00  1.25  0.00 -18.420 -19.045 -18.550 -25.529  -0.007   0.213   0.108   0.092
  185  7750  2.50  0.50  2.00  1.25  0.00 -18.382 -19.015 -18.546 -25.529  -0.011   0.223   0.134   0.118
  186  7750  3.00  0.50  2.00  1.25  0.00 -18.357 -18.978 -18.539 -25.529  -0.018   0.213   0.164   0.148
  187  7750  3.50  0.50  2.00  1.25  0.00 -18.349 -18.928 -18.530 -25.529  -0.027   0.172   0.206   0.190
  188  7750  4.00  0.50  2.00  1.25  0.00 -18.357 -18.877 -18.516 -25.529  -0.041   0.114   0.243   0.227
  189  7750  4.50  0.50  2.00  1.25  0.00 -18.377 -18.832 -18.497 -25.529  -0.060   0.050   0.269   0.253
  190  7750  5.00  0.50  2.00  1.25  0.00 -18.405 -18.791 -18.478 -25.529  -0.079  -0.018   0.290   0.274
  191  8000  1.00  0.50  2.00  1.25  0.00 -18.717 -19.182 -18.661 -25.667  -0.034   0.050   0.083   0.067
  192  8000  1.50  0.50  2.00  1.25  0.00 -18.685 -19.220 -18.668 -25.667  -0.027   0.120   0.051   0.035
  193  8000  2.00  0.50  2.00  1.25  0.00 -18.634 -19.210 -18.669 -25.667  -0.026   0.161   0.063   0.047
  194  8000  2.50  0.50  2.00  1.25  0.00 -18.586 -19.184 -18.668 -25.667  -0.027   0.185   0.088   0.072
  195  8000  3.00  0.50  2.00  1.25  0.00 -18.549 -19.150 -18.664 -25.667  -0.031   0.190   0.118   0.102
  196  8000  3.50  0.50  2.00  1.25  0.00 -18.526 -19.108 -18.656 -25.667  -0.038   0.173   0.152   0.136
  197  8000  4.00  0.50  2.00  1.25  0.00 -18.523 -19.054 -18.646 -25.667  -0.049   0.123   0.195   0.179
  198  8000  4.50  0.50  2.00  1.25  0.00 -18.537 -19.003 -18.630 -25.667  -0.065   0.060   0.230   0.214
  199  8000  5.00  0.50  2.00  1.25  0.00 -18.561 -18.957 -18.610 -25.667  -0.085  -0.009   0.256   0.240
  200  8250  1.00  0.50  2.00  1.25  0.00 -18.901 -19.267 -18.746 -25.800  -0.082  -0.050   0.082   0.066
  201  8250  1.50  0.50  2.00  1.25  0.00 -18.877 -19.349 -18.772 -25.800  -0.056   0.055   0.027   0.011
  202  8250  2.00  0.50  2.00  1.25  0.00 -18.831 -19.354 -18.777 -25.800  -0.052   0.107   0.026   0.010
  203  8250  2.50  0.50  2.00  1.25  0.00 -18.778 -19.335 -18.779 -25.800  -0.050   0.142   0.047   0.031
  204  8250  3.00  0.50  2.00  1.25  0.00 -18.732 -19.304 -18.777 -25.800  -0.051   0.159   0.077   0.061
  205  8250  3.50  0.50  2.00  1.25  0.00 -18.700 -19.266 -18.772 -25.800  -0.056   0.155   0.110   0.094
  206  8250  4.00  0.50  2.00  1.25  0.00 -18.683 -19.219 -18.764 -25.800  -0.065   0.127   0.148   0.132
  207  8250  4.50  0.50  2.00  1.25  0.00 -18.687 -19.164 -18.752 -25.800  -0.076   0.069   0.192   0.176
  208  8250  5.00  0.50  2.00  1.25  0.00 -18.706 -19.113 -18.734 -25.800  -0.094   0.000   0.225   0.209
  209  8500  1.50  0.50  2.00  1.25  0.00 -19.049 -19.454 -18.863 -25.930  -0.095  -0.013   0.013  -0.003
  210  8500  2.00  0.50  2.00  1.25  0.00 -19.010 -19.477 -18.873 -25.930  -0.085   0.049  -0.001  -0.017
  211  8500  2.50  0.50  2.00  1.25  0.00 -18.959 -19.467 -18.877 -25.930  -0.081   0.092   0.014  -0.002
  212  8500  3.00  0.50  2.00  1.25  0.00 -18.909 -19.442 -18.878 -25.930  -0.080   0.118   0.040   0.024
  213  8500  3.50  0.50  2.00  1.25  0.00 -18.867 -19.407 -18.877 -25.930  -0.081   0.127   0.073   0.057
  214  8500  4.00  0.50  2.00  1.25  0.00 -18.839 -19.365 -18.871 -25.930  -0.087   0.116   0.110   0.094
  215  8500  4.50  0.50  2.00  1.25  0.00 -18.830 -19.314 -18.862 -25.930  -0.096   0.076   0.151   0.135
  216  8500  5.00  0.50  2.00  1.25  0.00 -18.843 -19.259 -18.849 -25.930  -0.109   0.009   0.193   0.177
  217  8750  1.50  0.50  2.00  1.25  0.00 -19.203 -19.543 -18.944 -26.056  -0.140  -0.079   0.004  -0.012
  218  8750  2.00  0.50  2.00  1.25  0.00 -19.170 -19.582 -18.959 -26.056  -0.125  -0.007  -0.019  -0.035
  219  8750  2.50  0.50  2.00  1.25  0.00 -19.123 -19.581 -18.965 -26.056  -0.119   0.040  -0.013  -0.029
  220  8750  3.00  0.50  2.00  1.25  0.00 -19.072 -19.563 -18.969 -26.056  -0.116   0.074   0.010  -0.006
